measurement_id:ID,:LABEL,label,notes
MEAS_BC008001_1911_BRIT_ENGLISH,E16_Measurement,BRIT_ENGLISH for BC008001 in 1911,
MEAS_BC008001_1911_BRIT_IRISH,E16_Measurement,BRIT_IRISH for BC008001 in 1911,
MEAS_BC008001_1911_BRIT_SCOTCH,E16_Measurement,BRIT_SCOTCH for BC008001 in 1911,
MEAS_BC008001_1911_BRIT_OTHER,E16_Measurement,BRIT_OTHER for BC008001 in 1911,
MEAS_BC008001_1911_FRENCH,E16_Measurement,FRENCH for BC008001 in 1911,
MEAS_BC008001_1911_GERMAN,E16_Measurement,GERMAN for BC008001 in 1911,
MEAS_BC008001_1911_AUSTRO_HUNGARIAN,E16_Measurement,AUSTRO_HUNGARIAN for BC008001 in 1911,
MEAS_BC008001_1911_BELGIAN,E16_Measurement,BELGIAN for BC008001 in 1911,
MEAS_BC008001_1911_CHINESE,E16_Measurement,CHINESE for BC008001 in 1911,
MEAS_BC008001_1911_DUTCH,E16_Measurement,DUTCH for BC008001 in 1911,
MEAS_BC008001_1911_HINDU,E16_Measurement,HINDU for BC008001 in 1911,
MEAS_BC008001_1911_INDIAN,E16_Measurement,INDIAN for BC008001 in 1911,
MEAS_BC008001_1911_ITALIAN,E16_Measurement,ITALIAN for BC008001 in 1911,
MEAS_BC008001_1911_JAPANESE,E16_Measurement,JAPANESE for BC008001 in 1911,
MEAS_BC008001_1911_JEWISH,E16_Measurement,JEWISH for BC008001 in 1911,
MEAS_BC008001_1911_NEGRO,E16_Measurement,NEGRO for BC008001 in 1911,
MEAS_BC008001_1911_POLISH,E16_Measurement,POLISH for BC008001 in 1911,
MEAS_BC008001_1911_RUSSIAN,E16_Measurement,RUSSIAN for BC008001 in 1911,
MEAS_BC008001_1911_SCANDINAVIAN,E16_Measurement,SCANDINAVIAN for BC008001 in 1911,
MEAS_BC008001_1911_SWISS,E16_Measurement,SWISS for BC008001 in 1911,
MEAS_BC008001_1911_UNSPECIFIED,E16_Measurement,UNSPECIFIED for BC008001 in 1911,
MEAS_BC008002_1911_BRIT_ENGLISH,E16_Measurement,BRIT_ENGLISH for BC008002 in 1911,
MEAS_BC008002_1911_BRIT_IRISH,E16_Measurement,BRIT_IRISH for BC008002 in 1911,
MEAS_BC008002_1911_BRIT_SCOTCH,E16_Measurement,BRIT_SCOTCH for BC008002 in 1911,
MEAS_BC008002_1911_BRIT_OTHER,E16_Measurement,BRIT_OTHER for BC008002 in 1911,
MEAS_BC008002_1911_FRENCH,E16_Measurement,FRENCH for BC008002 in 1911,
MEAS_BC008002_1911_GERMAN,E16_Measurement,GERMAN for BC008002 in 1911,
MEAS_BC008002_1911_AUSTRO_HUNGARIAN,E16_Measurement,AUSTRO_HUNGARIAN for BC008002 in 1911,
MEAS_BC008002_1911_BULGARIAN_AND_RUMANIAN,E16_Measurement,BULGARIAN_AND_RUMANIAN for BC008002 in 1911,
MEAS_BC008002_1911_CHINESE,E16_Measurement,CHINESE for BC008002 in 1911,
MEAS_BC008002_1911_DUTCH,E16_Measurement,DUTCH for BC008002 in 1911,
MEAS_BC008002_1911_INDIAN,E16_Measurement,INDIAN for BC008002 in 1911,
MEAS_BC008002_1911_ITALIAN,E16_Measurement,ITALIAN for BC008002 in 1911,
MEAS_BC008002_1911_JAPANESE,E16_Measurement,JAPANESE for BC008002 in 1911,
MEAS_BC008002_1911_JEWISH,E16_Measurement,JEWISH for BC008002 in 1911,
MEAS_BC008002_1911_NEGRO,E16_Measurement,NEGRO for BC008002 in 1911,
MEAS_BC008002_1911_POLISH,E16_Measurement,POLISH for BC008002 in 1911,
MEAS_BC008002_1911_RUSSIAN,E16_Measurement,RUSSIAN for BC008002 in 1911,
MEAS_BC008002_1911_SCANDINAVIAN,E16_Measurement,SCANDINAVIAN for BC008002 in 1911,
