dimension_id:ID,:LABEL,value:float,value_string
DIM_BC001003_1891_POP_XF_N,E54_Dimension,44.0,
DIM_BC001003_1891_HOUSE_XO_N,E54_Dimension,44.0,
DIM_BC001003_1891_HOUSE_XX_N,E54_Dimension,34.0,
DIM_BC001003_1891_HOUSE_TX_N,E54_Dimension,10.0,
DIM_BC001003_1891_HOUSE_WX_N,E54_Dimension,33.0,
DIM_BC001003_1891_HOUSE_BX_N,E54_Dimension,1.0,
DIM_BC001003_1891_HOUSE_01S_N,E54_Dimension,28.0,
DIM_BC001003_1891_HOUSE_02S_N,E54_Dimension,6.0,
DIM_BC001003_1891_HOUSE_01R_N,E54_Dimension,20.0,
DIM_BC001003_1891_HOUSE_02R_N,E54_Dimension,5.0,
DIM_BC001003_1891_HOUSE_03R_N,E54_Dimension,4.0,
DIM_BC001003_1891_HOUSE_04R_N,E54_Dimension,2.0,
DIM_BC001003_1891_HOUSE_05R_N,E54_Dimension,1.0,
DIM_BC001003_1891_HOUSE_06to10R_N,E54_Dimension,2.0,
DIM_BC001003_1891_HOUSE_XU_N,E54_Dimension,1.0,
DIM_BC001003_1891_HOUSE_XC_N,E54_Dimension,2.0,
DIM_BC001004_1891_POP_XX_N,E54_Dimension,388.0,
DIM_BC001004_1891_POP_XF_N,E54_Dimension,84.0,
DIM_BC001004_1891_HOUSE_XO_N,E54_Dimension,81.0,
DIM_BC001004_1891_HOUSE_XX_N,E54_Dimension,75.0,
DIM_BC001004_1891_HOUSE_TX_N,E54_Dimension,6.0,
DIM_BC001004_1891_HOUSE_WX_N,E54_Dimension,75.0,
DIM_BC001004_1891_HOUSE_01S_N,E54_Dimension,66.0,
DIM_BC001004_1891_HOUSE_02S_N,E54_Dimension,9.0,
DIM_BC001004_1891_HOUSE_01R_N,E54_Dimension,30.0,
DIM_BC001004_1891_HOUSE_02R_N,E54_Dimension,10.0,
DIM_BC001004_1891_HOUSE_03R_N,E54_Dimension,11.0,
DIM_BC001004_1891_HOUSE_04R_N,E54_Dimension,3.0,
DIM_BC001004_1891_HOUSE_05R_N,E54_Dimension,7.0,
DIM_BC001004_1891_HOUSE_06to10R_N,E54_Dimension,10.0,
DIM_BC001004_1891_HOUSE_11to15R_N,E54_Dimension,2.0,
DIM_BC001004_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC001004_1891_HOUSE_XU_N,E54_Dimension,15.0,
DIM_BC001004_1891_HOUSE_XC_N,E54_Dimension,2.0,
DIM_BC001005_1891_POP_XX_N,E54_Dimension,840.0,
DIM_BC001005_1891_POP_XF_N,E54_Dimension,241.0,
DIM_BC001005_1891_HOUSE_XO_N,E54_Dimension,241.0,
DIM_BC001005_1891_HOUSE_XX_N,E54_Dimension,116.0,
DIM_BC001005_1891_HOUSE_TX_N,E54_Dimension,125.0,
DIM_BC001005_1891_HOUSE_WX_N,E54_Dimension,116.0,
DIM_BC001005_1891_HOUSE_01S_N,E54_Dimension,115.0,
DIM_BC001005_1891_HOUSE_02S_N,E54_Dimension,1.0,
DIM_BC001005_1891_HOUSE_01R_N,E54_Dimension,115.0,
DIM_BC001005_1891_HOUSE_04R_N,E54_Dimension,1.0,
DIM_BC001005_1891_HOUSE_XU_N,E54_Dimension,4.0,
DIM_BC001005_1891_HOUSE_XC_N,E54_Dimension,3.0,
DIM_BC001006_1891_POP_XX_N,E54_Dimension,207.0,
DIM_BC001006_1891_POP_XF_N,E54_Dimension,37.0,
DIM_BC001006_1891_HOUSE_XO_N,E54_Dimension,34.0,
DIM_BC001006_1891_HOUSE_XX_N,E54_Dimension,31.0,
DIM_BC001006_1891_HOUSE_TX_N,E54_Dimension,3.0,
DIM_BC001006_1891_HOUSE_WX_N,E54_Dimension,31.0,
DIM_BC001006_1891_HOUSE_01S_N,E54_Dimension,23.0,
DIM_BC001006_1891_HOUSE_02S_N,E54_Dimension,8.0,
DIM_BC001006_1891_HOUSE_01R_N,E54_Dimension,14.0,
DIM_BC001006_1891_HOUSE_02R_N,E54_Dimension,2.0,
DIM_BC001006_1891_HOUSE_03R_N,E54_Dimension,1.0,
DIM_BC001006_1891_HOUSE_04R_N,E54_Dimension,2.0,
DIM_BC001006_1891_HOUSE_05R_N,E54_Dimension,1.0,
DIM_BC001006_1891_HOUSE_06to10R_N,E54_Dimension,6.0,
DIM_BC001006_1891_HOUSE_11to15R_N,E54_Dimension,4.0,
DIM_BC001006_1891_HOUSE_ov16R_N,E54_Dimension,1.0,
DIM_BC001006_1891_HOUSE_XU_N,E54_Dimension,4.0,
DIM_BC001006_1891_HOUSE_XC_N,E54_Dimension,2.0,
DIM_BC001007_1891_POP_XX_N,E54_Dimension,125.0,
DIM_BC001007_1891_POP_XF_N,E54_Dimension,60.0,
DIM_BC001007_1891_HOUSE_XO_N,E54_Dimension,56.0,
DIM_BC001007_1891_HOUSE_XX_N,E54_Dimension,56.0,
DIM_BC001007_1891_HOUSE_WX_N,E54_Dimension,56.0,
DIM_BC001007_1891_HOUSE_01S_N,E54_Dimension,51.0,
DIM_BC001007_1891_HOUSE_02S_N,E54_Dimension,5.0,
DIM_BC001007_1891_HOUSE_01R_N,E54_Dimension,35.0,
DIM_BC001007_1891_HOUSE_02R_N,E54_Dimension,12.0,
DIM_BC001007_1891_HOUSE_03R_N,E54_Dimension,2.0,
DIM_BC001007_1891_HOUSE_04R_N,E54_Dimension,2.0,
DIM_BC001007_1891_HOUSE_05R_N,E54_Dimension,1.0,
DIM_BC001007_1891_HOUSE_06to10R_N,E54_Dimension,4.0,
DIM_BC001007_1891_HOUSE_XU_N,E54_Dimension,16.0,
DIM_BC001008_1891_POP_XX_N,E54_Dimension,1088.0,
DIM_BC001008_1891_POP_XF_N,E54_Dimension,191.0,
DIM_BC001008_1891_HOUSE_XO_N,E54_Dimension,191.0,
DIM_BC001008_1891_HOUSE_XX_N,E54_Dimension,190.0,
DIM_BC001008_1891_HOUSE_TX_N,E54_Dimension,1.0,
DIM_BC001008_1891_HOUSE_WX_N,E54_Dimension,186.0,
DIM_BC001008_1891_HOUSE_BX_N,E54_Dimension,4.0,
DIM_BC001008_1891_HOUSE_01S_N,E54_Dimension,182.0,
DIM_BC001008_1891_HOUSE_02S_N,E54_Dimension,8.0,
DIM_BC001008_1891_HOUSE_01R_N,E54_Dimension,68.0,
DIM_BC001008_1891_HOUSE_02R_N,E54_Dimension,56.0,
DIM_BC001008_1891_HOUSE_03R_N,E54_Dimension,30.0,
DIM_BC001008_1891_HOUSE_04R_N,E54_Dimension,17.0,
DIM_BC001008_1891_HOUSE_05R_N,E54_Dimension,2.0,
DIM_BC001008_1891_HOUSE_06to10R_N,E54_Dimension,13.0,
DIM_BC001008_1891_HOUSE_11to15R_N,E54_Dimension,2.0,
DIM_BC001008_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC001008_1891_HOUSE_XU_N,E54_Dimension,58.0,
DIM_BC001008_1891_HOUSE_XC_N,E54_Dimension,24.0,
DIM_BC001009_1891_POP_XX_N,E54_Dimension,706.0,
DIM_BC001009_1891_POP_XF_N,E54_Dimension,193.0,
DIM_BC001009_1891_HOUSE_XO_N,E54_Dimension,191.0,
DIM_BC001009_1891_HOUSE_XX_N,E54_Dimension,143.0,
DIM_BC001009_1891_HOUSE_TX_N,E54_Dimension,48.0,
DIM_BC001009_1891_HOUSE_WX_N,E54_Dimension,143.0,
DIM_BC001009_1891_HOUSE_01S_N,E54_Dimension,136.0,
DIM_BC001009_1891_HOUSE_02S_N,E54_Dimension,7.0,
DIM_BC001009_1891_HOUSE_01R_N,E54_Dimension,82.0,
DIM_BC001009_1891_HOUSE_02R_N,E54_Dimension,19.0,
DIM_BC001009_1891_HOUSE_03R_N,E54_Dimension,16.0,
DIM_BC001009_1891_HOUSE_04R_N,E54_Dimension,9.0,
DIM_BC001009_1891_HOUSE_05R_N,E54_Dimension,6.0,
DIM_BC001009_1891_HOUSE_06to10R_N,E54_Dimension,11.0,
DIM_BC001009_1891_HOUSE_XU_N,E54_Dimension,9.0,
DIM_BC001010_1891_POP_XX_N,E54_Dimension,316.0,
DIM_BC001010_1891_POP_XF_N,E54_Dimension,153.0,
DIM_BC001010_1891_HOUSE_XO_N,E54_Dimension,153.0,
DIM_BC001010_1891_HOUSE_XX_N,E54_Dimension,153.0,
DIM_BC001010_1891_HOUSE_WX_N,E54_Dimension,153.0,
DIM_BC001010_1891_HOUSE_01S_N,E54_Dimension,152.0,
DIM_BC001010_1891_HOUSE_02S_N,E54_Dimension,1.0,
DIM_BC001010_1891_HOUSE_01R_N,E54_Dimension,76.0,
DIM_BC001010_1891_HOUSE_02R_N,E54_Dimension,37.0,
DIM_BC001010_1891_HOUSE_03R_N,E54_Dimension,15.0,
DIM_BC001010_1891_HOUSE_04R_N,E54_Dimension,7.0,
DIM_BC001010_1891_HOUSE_05R_N,E54_Dimension,5.0,
DIM_BC001010_1891_HOUSE_06to10R_N,E54_Dimension,11.0,
DIM_BC001010_1891_HOUSE_11to15R_N,E54_Dimension,2.0,
DIM_BC001010_1891_HOUSE_XU_N,E54_Dimension,39.0,
DIM_BC001010_1891_HOUSE_XC_N,E54_Dimension,3.0,
DIM_BC001011_1891_POP_XX_N,E54_Dimension,410.0,
DIM_BC001011_1891_POP_XF_N,E54_Dimension,72.0,
DIM_BC001011_1891_HOUSE_XO_N,E54_Dimension,71.0,
DIM_BC001011_1891_HOUSE_XX_N,E54_Dimension,68.0,
DIM_BC001011_1891_HOUSE_TX_N,E54_Dimension,3.0,
DIM_BC001011_1891_HOUSE_WX_N,E54_Dimension,68.0,
DIM_BC001011_1891_HOUSE_01S_N,E54_Dimension,60.0,
DIM_BC001011_1891_HOUSE_02S_N,E54_Dimension,7.0,
DIM_BC001011_1891_HOUSE_03S_N,E54_Dimension,1.0,
DIM_BC001011_1891_HOUSE_01R_N,E54_Dimension,29.0,
DIM_BC001011_1891_HOUSE_02R_N,E54_Dimension,18.0,
DIM_BC001011_1891_HOUSE_03R_N,E54_Dimension,8.0,
DIM_BC001011_1891_HOUSE_04R_N,E54_Dimension,1.0,
DIM_BC001011_1891_HOUSE_05R_N,E54_Dimension,2.0,
DIM_BC001011_1891_HOUSE_06to10R_N,E54_Dimension,4.0,
DIM_BC001011_1891_HOUSE_11to15R_N,E54_Dimension,4.0,
DIM_BC001011_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC001011_1891_HOUSE_XU_N,E54_Dimension,35.0,
DIM_BC001011_1891_HOUSE_XC_N,E54_Dimension,11.0,
DIM_BC002001_1891_POP_XX_N,E54_Dimension,21839.0,
DIM_BC002001_1891_POP_XF_N,E54_Dimension,4710.0,
DIM_BC002001_1891_HOUSE_XO_N,E54_Dimension,4698.0,
DIM_BC002001_1891_HOUSE_XX_N,E54_Dimension,3853.0,
DIM_BC002001_1891_HOUSE_TX_N,E54_Dimension,845.0,
DIM_BC002001_1891_HOUSE_WX_N,E54_Dimension,3850.0,
DIM_BC002001_1891_HOUSE_BX_N,E54_Dimension,1.0,
DIM_BC002001_1891_HOUSE_SX_N,E54_Dimension,1.0,
DIM_BC002001_1891_HOUSE_01S_N,E54_Dimension,3196.0,
DIM_BC002001_1891_HOUSE_02S_N,E54_Dimension,650.0,
DIM_BC002001_1891_HOUSE_03S_N,E54_Dimension,6.0,
DIM_BC002001_1891_HOUSE_01R_N,E54_Dimension,1443.0,
DIM_BC002001_1891_HOUSE_02R_N,E54_Dimension,746.0,
DIM_BC002001_1891_HOUSE_03R_N,E54_Dimension,385.0,
DIM_BC002001_1891_HOUSE_04R_N,E54_Dimension,412.0,
DIM_BC002001_1891_HOUSE_05R_N,E54_Dimension,290.0,
DIM_BC002001_1891_HOUSE_06to10R_N,E54_Dimension,496.0,
DIM_BC002001_1891_HOUSE_11to15R_N,E54_Dimension,57.0,
DIM_BC002001_1891_HOUSE_ov16R_N,E54_Dimension,23.0,
DIM_BC002001_1891_HOUSE_XU_N,E54_Dimension,353.0,
DIM_BC002001_1891_HOUSE_XC_N,E54_Dimension,101.0,
DIM_BC002002_1891_POP_XX_N,E54_Dimension,6678.0,
DIM_BC002002_1891_POP_XF_N,E54_Dimension,1156.0,
DIM_BC002002_1891_HOUSE_XO_N,E54_Dimension,1148.0,
DIM_BC002002_1891_HOUSE_XX_N,E54_Dimension,1054.0,
DIM_BC002002_1891_HOUSE_TX_N,E54_Dimension,94.0,
DIM_BC002002_1891_HOUSE_WX_N,E54_Dimension,1036.0,
DIM_BC002002_1891_HOUSE_BX_N,E54_Dimension,18.0,
DIM_BC002002_1891_HOUSE_01S_N,E54_Dimension,612.0,
DIM_BC002002_1891_HOUSE_02S_N,E54_Dimension,422.0,
DIM_BC002002_1891_HOUSE_03S_N,E54_Dimension,16.0,
DIM_BC002002_1891_HOUSE_ov04S_N,E54_Dimension,4.0,
DIM_BC002002_1891_HOUSE_01R_N,E54_Dimension,38.0,
DIM_BC002002_1891_HOUSE_02R_N,E54_Dimension,75.0,
DIM_BC002002_1891_HOUSE_03R_N,E54_Dimension,96.0,
DIM_BC002002_1891_HOUSE_04R_N,E54_Dimension,108.0,
DIM_BC002002_1891_HOUSE_05R_N,E54_Dimension,185.0,
DIM_BC002002_1891_HOUSE_06to10R_N,E54_Dimension,490.0,
DIM_BC002002_1891_HOUSE_11to15R_N,E54_Dimension,34.0,
DIM_BC002002_1891_HOUSE_ov16R_N,E54_Dimension,28.0,
DIM_BC002002_1891_HOUSE_XU_N,E54_Dimension,19.0,
DIM_BC002002_1891_HOUSE_XC_N,E54_Dimension,62.0,
DIM_BC002003_1891_POP_XX_N,E54_Dimension,13709.0,
DIM_BC002003_1891_POP_XF_N,E54_Dimension,2653.0,
DIM_BC002003_1891_HOUSE_XO_N,E54_Dimension,2492.0,
DIM_BC002003_1891_HOUSE_XX_N,E54_Dimension,2231.0,
DIM_BC002003_1891_HOUSE_TX_N,E54_Dimension,261.0,
DIM_BC002003_1891_HOUSE_WX_N,E54_Dimension,2109.0,
DIM_BC002003_1891_HOUSE_BX_N,E54_Dimension,117.0,
DIM_BC002003_1891_HOUSE_SX_N,E54_Dimension,5.0,
DIM_BC002003_1891_HOUSE_01S_N,E54_Dimension,997.0,
DIM_BC002003_1891_HOUSE_02S_N,E54_Dimension,1142.0,
DIM_BC002003_1891_HOUSE_03S_N,E54_Dimension,89.0,
DIM_BC002003_1891_HOUSE_ov04S_N,E54_Dimension,3.0,
DIM_BC002003_1891_HOUSE_01R_N,E54_Dimension,140.0,
DIM_BC002003_1891_HOUSE_02R_N,E54_Dimension,148.0,
DIM_BC002003_1891_HOUSE_03R_N,E54_Dimension,194.0,
DIM_BC002003_1891_HOUSE_04R_N,E54_Dimension,331.0,
DIM_BC002003_1891_HOUSE_05R_N,E54_Dimension,233.0,
DIM_BC002003_1891_HOUSE_06to10R_N,E54_Dimension,1023.0,
DIM_BC002003_1891_HOUSE_11to15R_N,E54_Dimension,81.0,
DIM_BC002003_1891_HOUSE_ov16R_N,E54_Dimension,81.0,
DIM_BC002003_1891_HOUSE_XU_N,E54_Dimension,162.0,
DIM_BC002003_1891_HOUSE_XC_N,E54_Dimension,95.0,
DIM_BC003001_1891_POP_XX_N,E54_Dimension,191.0,
DIM_BC003001_1891_POP_XF_N,E54_Dimension,65.0,
DIM_BC003001_1891_HOUSE_XO_N,E54_Dimension,65.0,
DIM_BC003001_1891_HOUSE_XX_N,E54_Dimension,64.0,
DIM_BC003001_1891_HOUSE_TX_N,E54_Dimension,1.0,
DIM_BC003001_1891_HOUSE_WX_N,E54_Dimension,64.0,
DIM_BC003001_1891_HOUSE_01S_N,E54_Dimension,43.0,
DIM_BC003001_1891_HOUSE_02S_N,E54_Dimension,21.0,
DIM_BC003001_1891_HOUSE_01R_N,E54_Dimension,14.0,
DIM_BC003001_1891_HOUSE_02R_N,E54_Dimension,24.0,
DIM_BC003001_1891_HOUSE_03R_N,E54_Dimension,9.0,
DIM_BC003001_1891_HOUSE_04R_N,E54_Dimension,6.0,
DIM_BC003001_1891_HOUSE_05R_N,E54_Dimension,4.0,
DIM_BC003001_1891_HOUSE_06to10R_N,E54_Dimension,7.0,
DIM_BC003001_1891_HOUSE_XU_N,E54_Dimension,1.0,
DIM_BC003001_1891_HOUSE_XC_N,E54_Dimension,3.0,
DIM_BC003002_1891_POP_XX_N,E54_Dimension,548.0,
DIM_BC003002_1891_POP_XF_N,E54_Dimension,127.0,
DIM_BC003002_1891_HOUSE_XO_N,E54_Dimension,130.0,
DIM_BC003002_1891_HOUSE_XX_N,E54_Dimension,99.0,
DIM_BC003002_1891_HOUSE_TX_N,E54_Dimension,31.0,
DIM_BC003002_1891_HOUSE_WX_N,E54_Dimension,99.0,
DIM_BC003002_1891_HOUSE_01S_N,E54_Dimension,44.0,
DIM_BC003002_1891_HOUSE_02S_N,E54_Dimension,55.0,
DIM_BC003002_1891_HOUSE_01R_N,E54_Dimension,7.0,
DIM_BC003002_1891_HOUSE_02R_N,E54_Dimension,10.0,
DIM_BC003002_1891_HOUSE_03R_N,E54_Dimension,14.0,
DIM_BC003002_1891_HOUSE_04R_N,E54_Dimension,20.0,
DIM_BC003002_1891_HOUSE_05R_N,E54_Dimension,15.0,
DIM_BC003002_1891_HOUSE_06to10R_N,E54_Dimension,28.0,
DIM_BC003002_1891_HOUSE_11to15R_N,E54_Dimension,3.0,
DIM_BC003002_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC003002_1891_HOUSE_XU_N,E54_Dimension,20.0,
DIM_BC003003_1891_POP_XX_N,E54_Dimension,140.0,
DIM_BC003003_1891_POP_XF_N,E54_Dimension,39.0,
DIM_BC003003_1891_HOUSE_XO_N,E54_Dimension,37.0,
DIM_BC003003_1891_HOUSE_XX_N,E54_Dimension,36.0,
DIM_BC003003_1891_HOUSE_TX_N,E54_Dimension,1.0,
DIM_BC003003_1891_HOUSE_WX_N,E54_Dimension,36.0,
DIM_BC003003_1891_HOUSE_01S_N,E54_Dimension,32.0,
DIM_BC003003_1891_HOUSE_02S_N,E54_Dimension,4.0,
DIM_BC003003_1891_HOUSE_01R_N,E54_Dimension,4.0,
DIM_BC003003_1891_HOUSE_02R_N,E54_Dimension,11.0,
DIM_BC003003_1891_HOUSE_03R_N,E54_Dimension,3.0,
DIM_BC003003_1891_HOUSE_04R_N,E54_Dimension,7.0,
DIM_BC003003_1891_HOUSE_05R_N,E54_Dimension,8.0,
DIM_BC003003_1891_HOUSE_06to10R_N,E54_Dimension,2.0,
DIM_BC003003_1891_HOUSE_11to15R_N,E54_Dimension,1.0,
DIM_BC003003_1891_HOUSE_XU_N,E54_Dimension,1.0,
DIM_BC003003_1891_HOUSE_XC_N,E54_Dimension,3.0,
DIM_BC003004_1891_POP_XX_N,E54_Dimension,921.0,
DIM_BC003004_1891_POP_XF_N,E54_Dimension,185.0,
DIM_BC003004_1891_HOUSE_XO_N,E54_Dimension,185.0,
DIM_BC003004_1891_HOUSE_XX_N,E54_Dimension,172.0,
DIM_BC003004_1891_HOUSE_TX_N,E54_Dimension,13.0,
DIM_BC003004_1891_HOUSE_WX_N,E54_Dimension,172.0,
DIM_BC003004_1891_HOUSE_01S_N,E54_Dimension,135.0,
DIM_BC003004_1891_HOUSE_02S_N,E54_Dimension,37.0,
DIM_BC003004_1891_HOUSE_01R_N,E54_Dimension,8.0,
DIM_BC003004_1891_HOUSE_02R_N,E54_Dimension,20.0,
DIM_BC003004_1891_HOUSE_03R_N,E54_Dimension,26.0,
DIM_BC003004_1891_HOUSE_04R_N,E54_Dimension,37.0,
DIM_BC003004_1891_HOUSE_05R_N,E54_Dimension,22.0,
DIM_BC003004_1891_HOUSE_06to10R_N,E54_Dimension,50.0,
DIM_BC003004_1891_HOUSE_11to15R_N,E54_Dimension,7.0,
DIM_BC003004_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC003004_1891_HOUSE_XU_N,E54_Dimension,1.0,
DIM_BC003004_1891_HOUSE_XC_N,E54_Dimension,3.0,
DIM_BC003005_1891_POP_XX_N,E54_Dimension,413.0,
DIM_BC003005_1891_POP_XF_N,E54_Dimension,114.0,
DIM_BC003005_1891_HOUSE_XO_N,E54_Dimension,112.0,
DIM_BC003005_1891_HOUSE_XX_N,E54_Dimension,84.0,
DIM_BC003005_1891_HOUSE_TX_N,E54_Dimension,28.0,
DIM_BC003005_1891_HOUSE_WX_N,E54_Dimension,84.0,
DIM_BC003005_1891_HOUSE_01S_N,E54_Dimension,54.0,
DIM_BC003005_1891_HOUSE_02S_N,E54_Dimension,30.0,
DIM_BC003005_1891_HOUSE_01R_N,E54_Dimension,7.0,
DIM_BC003005_1891_HOUSE_02R_N,E54_Dimension,13.0,
DIM_BC003005_1891_HOUSE_03R_N,E54_Dimension,13.0,
DIM_BC003005_1891_HOUSE_04R_N,E54_Dimension,16.0,
DIM_BC003005_1891_HOUSE_05R_N,E54_Dimension,8.0,
DIM_BC003005_1891_HOUSE_06to10R_N,E54_Dimension,23.0,
DIM_BC003005_1891_HOUSE_11to15R_N,E54_Dimension,1.0,
DIM_BC003005_1891_HOUSE_ov16R_N,E54_Dimension,3.0,
DIM_BC003005_1891_HOUSE_XU_N,E54_Dimension,11.0,
DIM_BC003005_1891_HOUSE_XC_N,E54_Dimension,1.0,
DIM_BC003006_1891_POP_XX_N,E54_Dimension,125.0,
DIM_BC003006_1891_POP_XF_N,E54_Dimension,31.0,
DIM_BC003006_1891_HOUSE_XO_N,E54_Dimension,30.0,
DIM_BC003006_1891_HOUSE_XX_N,E54_Dimension,30.0,
DIM_BC003006_1891_HOUSE_WX_N,E54_Dimension,30.0,
DIM_BC003006_1891_HOUSE_01S_N,E54_Dimension,30.0,
DIM_BC003006_1891_HOUSE_01R_N,E54_Dimension,3.0,
DIM_BC003006_1891_HOUSE_02R_N,E54_Dimension,3.0,
DIM_BC003006_1891_HOUSE_03R_N,E54_Dimension,6.0,
DIM_BC003006_1891_HOUSE_04R_N,E54_Dimension,7.0,
DIM_BC003006_1891_HOUSE_05R_N,E54_Dimension,7.0,
DIM_BC003006_1891_HOUSE_06to10R_N,E54_Dimension,4.0,
DIM_BC003006_1891_HOUSE_XU_N,E54_Dimension,1.0,
DIM_BC003006_1891_HOUSE_XC_N,E54_Dimension,1.0,
DIM_BC003007_1891_POP_XX_N,E54_Dimension,3270.0,
DIM_BC003007_1891_POP_XF_N,E54_Dimension,699.0,
DIM_BC003007_1891_HOUSE_XO_N,E54_Dimension,699.0,
DIM_BC003007_1891_HOUSE_XX_N,E54_Dimension,377.0,
DIM_BC003007_1891_HOUSE_TX_N,E54_Dimension,322.0,
DIM_BC003007_1891_HOUSE_WX_N,E54_Dimension,377.0,
DIM_BC003007_1891_HOUSE_01S_N,E54_Dimension,353.0,
DIM_BC003007_1891_HOUSE_02S_N,E54_Dimension,24.0,
DIM_BC003007_1891_HOUSE_01R_N,E54_Dimension,74.0,
DIM_BC003007_1891_HOUSE_02R_N,E54_Dimension,129.0,
DIM_BC003007_1891_HOUSE_03R_N,E54_Dimension,54.0,
DIM_BC003007_1891_HOUSE_04R_N,E54_Dimension,78.0,
DIM_BC003007_1891_HOUSE_05R_N,E54_Dimension,13.0,
DIM_BC003007_1891_HOUSE_06to10R_N,E54_Dimension,23.0,
DIM_BC003007_1891_HOUSE_11to15R_N,E54_Dimension,4.0,
DIM_BC003007_1891_HOUSE_ov16R_N,E54_Dimension,2.0,
DIM_BC003007_1891_HOUSE_XU_N,E54_Dimension,94.0,
DIM_BC003007_1891_HOUSE_XC_N,E54_Dimension,21.0,
DIM_BC003008_1891_POP_XX_N,E54_Dimension,335.0,
DIM_BC003008_1891_POP_XF_N,E54_Dimension,75.0,
DIM_BC003008_1891_HOUSE_XO_N,E54_Dimension,75.0,
DIM_BC003008_1891_HOUSE_XX_N,E54_Dimension,63.0,
DIM_BC003008_1891_HOUSE_TX_N,E54_Dimension,12.0,
DIM_BC003008_1891_HOUSE_WX_N,E54_Dimension,63.0,
DIM_BC003008_1891_HOUSE_01S_N,E54_Dimension,58.0,
DIM_BC003008_1891_HOUSE_02S_N,E54_Dimension,5.0,
DIM_BC003008_1891_HOUSE_01R_N,E54_Dimension,1.0,
DIM_BC003008_1891_HOUSE_02R_N,E54_Dimension,3.0,
DIM_BC003008_1891_HOUSE_03R_N,E54_Dimension,12.0,
DIM_BC003008_1891_HOUSE_04R_N,E54_Dimension,15.0,
DIM_BC003008_1891_HOUSE_05R_N,E54_Dimension,12.0,
DIM_BC003008_1891_HOUSE_06to10R_N,E54_Dimension,19.0,
DIM_BC003008_1891_HOUSE_11to15R_N,E54_Dimension,1.0,
DIM_BC003008_1891_HOUSE_XU_N,E54_Dimension,4.0,
DIM_BC003008_1891_HOUSE_XC_N,E54_Dimension,2.0,
DIM_BC003009_1891_POP_XX_N,E54_Dimension,197.0,
DIM_BC003009_1891_POP_XF_N,E54_Dimension,51.0,
DIM_BC003009_1891_HOUSE_XO_N,E54_Dimension,51.0,
DIM_BC003009_1891_HOUSE_XX_N,E54_Dimension,47.0,
DIM_BC003009_1891_HOUSE_TX_N,E54_Dimension,4.0,
DIM_BC003009_1891_HOUSE_WX_N,E54_Dimension,47.0,
DIM_BC003009_1891_HOUSE_01S_N,E54_Dimension,39.0,
DIM_BC003009_1891_HOUSE_02S_N,E54_Dimension,6.0,
