dimension_id:ID,:LABEL,value:float,value_string
DIM_PE001001_1881_WHT_XX_A,E54_Dimension,1187.0,
DIM_PE001001_1881_WHT_SX_B,E54_Dimension,15067.0,
DIM_PE001001_1881_BAR_XX_B,E54_Dimension,3548.0,
DIM_PE001001_1881_OAT_XX_B,E54_Dimension,63762.0,
DIM_PE001001_1881_PEA_BX_A,E54_Dimension,68.0,
DIM_PE001001_1881_BWT_XX_B,E54_Dimension,886.0,
DIM_PE001001_1881_CRN_XX_B,E54_Dimension,316.0,
DIM_PE001001_1881_POT_XX_A,E54_Dimension,1101.0,
DIM_PE001001_1881_POT_XX_B,E54_Dimension,164245.0,
DIM_PE001001_1881_ROOT_TX_B,E54_Dimension,14330.0,
DIM_PE001001_1881_ROOT_OTH_B,E54_Dimension,194.0,
DIM_PE001001_1881_HAY_XX_A,E54_Dimension,1674.0,
DIM_PE001001_1881_HAY_XX_T,E54_Dimension,1662.0,
DIM_PE001001_1881_GRA_XS_B,E54_Dimension,104.0,
DIM_PE001002_1881_WHT_XX_A,E54_Dimension,795.0,
DIM_PE001002_1881_WHT_SX_B,E54_Dimension,9574.0,
DIM_PE001002_1881_BAR_XX_B,E54_Dimension,1236.0,
DIM_PE001002_1881_OAT_XX_B,E54_Dimension,38936.0,
DIM_PE001002_1881_PEA_BX_A,E54_Dimension,52.0,
DIM_PE001002_1881_BWT_XX_B,E54_Dimension,416.0,
DIM_PE001002_1881_CRN_XX_B,E54_Dimension,196.0,
DIM_PE001002_1881_POT_XX_A,E54_Dimension,722.0,
DIM_PE001002_1881_POT_XX_B,E54_Dimension,93142.0,
DIM_PE001002_1881_ROOT_TX_B,E54_Dimension,7638.0,
DIM_PE001002_1881_ROOT_OTH_B,E54_Dimension,33.0,
DIM_PE001002_1881_HAY_XX_A,E54_Dimension,842.0,
DIM_PE001002_1881_HAY_XX_T,E54_Dimension,860.0,
DIM_PE001002_1881_GRA_XS_B,E54_Dimension,113.0,
DIM_PE001003_1881_WHT_XX_A,E54_Dimension,874.0,
DIM_PE001003_1881_WHT_SX_B,E54_Dimension,11115.0,
DIM_PE001003_1881_BAR_XX_B,E54_Dimension,1305.0,
DIM_PE001003_1881_OAT_XX_B,E54_Dimension,48422.0,
DIM_PE001003_1881_PEA_BX_A,E54_Dimension,42.0,
DIM_PE001003_1881_BWT_XX_B,E54_Dimension,1012.0,
DIM_PE001003_1881_CRN_XX_B,E54_Dimension,3.0,
DIM_PE001003_1881_POT_XX_A,E54_Dimension,555.0,
DIM_PE001003_1881_POT_XX_B,E54_Dimension,71010.0,
DIM_PE001003_1881_ROOT_TX_B,E54_Dimension,12965.0,
DIM_PE001003_1881_ROOT_OTH_B,E54_Dimension,28.0,
DIM_PE001003_1881_HAY_XX_A,E54_Dimension,1546.0,
DIM_PE001003_1881_HAY_XX_T,E54_Dimension,1867.0,
DIM_PE001003_1881_GRA_XS_B,E54_Dimension,148.0,
DIM_PE001004_1881_WHT_XX_A,E54_Dimension,952.0,
DIM_PE001004_1881_WHT_SX_B,E54_Dimension,12481.0,
DIM_PE001004_1881_BAR_XX_B,E54_Dimension,1499.0,
DIM_PE001004_1881_OAT_XX_B,E54_Dimension,45595.0,
DIM_PE001004_1881_PEA_BX_A,E54_Dimension,82.0,
DIM_PE001004_1881_BWT_XX_B,E54_Dimension,1060.0,
DIM_PE001004_1881_CRN_XX_B,E54_Dimension,14.0,
DIM_PE001004_1881_POT_XX_A,E54_Dimension,524.0,
DIM_PE001004_1881_POT_XX_B,E54_Dimension,74612.0,
DIM_PE001004_1881_ROOT_TX_B,E54_Dimension,21480.0,
DIM_PE001004_1881_ROOT_OTH_B,E54_Dimension,415.0,
DIM_PE001004_1881_HAY_XX_A,E54_Dimension,1447.0,
DIM_PE001004_1881_HAY_XX_T,E54_Dimension,1910.0,
DIM_PE001004_1881_GRA_XS_B,E54_Dimension,229.0,
DIM_PE001005_1881_WHT_XX_A,E54_Dimension,685.0,
DIM_PE001005_1881_WHT_SX_B,E54_Dimension,8620.0,
DIM_PE001005_1881_BAR_XX_B,E54_Dimension,1645.0,
DIM_PE001005_1881_OAT_XX_B,E54_Dimension,36703.0,
DIM_PE001005_1881_PEA_BX_A,E54_Dimension,63.0,
DIM_PE001005_1881_BWT_XX_B,E54_Dimension,1600.0,
DIM_PE001005_1881_CRN_XX_B,E54_Dimension,88.0,
DIM_PE001005_1881_POT_XX_A,E54_Dimension,413.0,
DIM_PE001005_1881_POT_XX_B,E54_Dimension,55038.0,
DIM_PE001005_1881_ROOT_TX_B,E54_Dimension,13396.0,
DIM_PE001005_1881_ROOT_OTH_B,E54_Dimension,48.0,
DIM_PE001005_1881_HAY_XX_A,E54_Dimension,1173.0,
DIM_PE001005_1881_HAY_XX_T,E54_Dimension,1473.0,
DIM_PE001005_1881_GRA_XS_B,E54_Dimension,201.0,
DIM_PE001006_1881_WHT_XX_A,E54_Dimension,524.0,
DIM_PE001006_1881_WHT_SX_B,E54_Dimension,7105.0,
DIM_PE001006_1881_BAR_XX_B,E54_Dimension,919.0,
DIM_PE001006_1881_OAT_XX_B,E54_Dimension,24224.0,
DIM_PE001006_1881_PEA_BX_A,E54_Dimension,22.0,
DIM_PE001006_1881_BWT_XX_B,E54_Dimension,1040.0,
DIM_PE001006_1881_CRN_XX_B,E54_Dimension,64.0,
DIM_PE001006_1881_POT_XX_A,E54_Dimension,298.0,
DIM_PE001006_1881_POT_XX_B,E54_Dimension,37840.0,
DIM_PE001006_1881_ROOT_TX_B,E54_Dimension,6395.0,
DIM_PE001006_1881_ROOT_OTH_B,E54_Dimension,16.0,
DIM_PE001006_1881_HAY_XX_A,E54_Dimension,898.0,
DIM_PE001006_1881_HAY_XX_T,E54_Dimension,980.0,
DIM_PE001006_1881_GRA_XS_B,E54_Dimension,110.0,
DIM_PE001007_1881_WHT_XX_A,E54_Dimension,794.0,
DIM_PE001007_1881_WHT_SX_B,E54_Dimension,9707.0,
DIM_PE001007_1881_BAR_XX_B,E54_Dimension,1160.0,
DIM_PE001007_1881_OAT_XX_B,E54_Dimension,39197.0,
DIM_PE001007_1881_PEA_BX_A,E54_Dimension,46.0,
DIM_PE001007_1881_BWT_XX_B,E54_Dimension,1557.0,
DIM_PE001007_1881_CRN_XX_B,E54_Dimension,12.0,
DIM_PE001007_1881_POT_XX_A,E54_Dimension,341.0,
DIM_PE001007_1881_POT_XX_B,E54_Dimension,48767.0,
DIM_PE001007_1881_ROOT_TX_B,E54_Dimension,4956.0,
DIM_PE001007_1881_ROOT_OTH_B,E54_Dimension,81.0,
DIM_PE001007_1881_HAY_XX_A,E54_Dimension,1672.0,
DIM_PE001007_1881_HAY_XX_T,E54_Dimension,1481.0,
DIM_PE001007_1881_GRA_XS_B,E54_Dimension,174.0,
DIM_PE001008_1881_WHT_XX_A,E54_Dimension,484.0,
DIM_PE001008_1881_WHT_SX_B,E54_Dimension,5559.0,
DIM_PE001008_1881_BAR_XX_B,E54_Dimension,871.0,
DIM_PE001008_1881_OAT_XX_B,E54_Dimension,25928.0,
DIM_PE001008_1881_RYE_XX_B,E54_Dimension,3.0,
DIM_PE001008_1881_PEA_BX_A,E54_Dimension,35.0,
DIM_PE001008_1881_BWT_XX_B,E54_Dimension,953.0,
DIM_PE001008_1881_POT_XX_A,E54_Dimension,216.0,
DIM_PE001008_1881_POT_XX_B,E54_Dimension,27622.0,
DIM_PE001008_1881_ROOT_TX_B,E54_Dimension,2030.0,
DIM_PE001008_1881_ROOT_OTH_B,E54_Dimension,45.0,
DIM_PE001008_1881_HAY_XX_A,E54_Dimension,1086.0,
DIM_PE001008_1881_HAY_XX_T,E54_Dimension,1016.0,
DIM_PE001008_1881_GRA_XS_B,E54_Dimension,96.0,
DIM_PE001009_1881_WHT_XX_A,E54_Dimension,185.0,
DIM_PE001009_1881_WHT_SX_B,E54_Dimension,2264.0,
DIM_PE001009_1881_BAR_XX_B,E54_Dimension,773.0,
DIM_PE001009_1881_OAT_XX_B,E54_Dimension,12495.0,
DIM_PE001009_1881_PEA_BX_A,E54_Dimension,13.0,
DIM_PE001009_1881_BWT_XX_B,E54_Dimension,1108.0,
DIM_PE001009_1881_CRN_XX_B,E54_Dimension,8.0,
DIM_PE001009_1881_POT_XX_A,E54_Dimension,137.0,
DIM_PE001009_1881_POT_XX_B,E54_Dimension,17599.0,
DIM_PE001009_1881_ROOT_TX_B,E54_Dimension,1130.0,
DIM_PE001009_1881_ROOT_OTH_B,E54_Dimension,13.0,
DIM_PE001009_1881_HAY_XX_A,E54_Dimension,299.0,
DIM_PE001009_1881_HAY_XX_T,E54_Dimension,332.0,
DIM_PE001009_1881_GRA_XS_B,E54_Dimension,26.0,
DIM_PE001010_1881_WHT_XX_A,E54_Dimension,139.0,
DIM_PE001010_1881_WHT_SX_B,E54_Dimension,1705.0,
DIM_PE001010_1881_BAR_XX_B,E54_Dimension,377.0,
DIM_PE001010_1881_OAT_XX_B,E54_Dimension,6644.0,
DIM_PE001010_1881_PEA_BX_A,E54_Dimension,16.0,
DIM_PE001010_1881_BWT_XX_B,E54_Dimension,326.0,
DIM_PE001010_1881_CRN_XX_B,E54_Dimension,4.0,
DIM_PE001010_1881_POT_XX_A,E54_Dimension,91.0,
DIM_PE001010_1881_POT_XX_B,E54_Dimension,11524.0,
DIM_PE001010_1881_ROOT_TX_B,E54_Dimension,1272.0,
DIM_PE001010_1881_ROOT_OTH_B,E54_Dimension,11.0,
DIM_PE001010_1881_HAY_XX_A,E54_Dimension,264.0,
DIM_PE001010_1881_HAY_XX_T,E54_Dimension,321.0,
DIM_PE001010_1881_GRA_XS_B,E54_Dimension,30.0,
DIM_PE001011_1881_WHT_XX_A,E54_Dimension,367.0,
DIM_PE001011_1881_WHT_SX_B,E54_Dimension,3786.0,
DIM_PE001011_1881_BAR_XX_B,E54_Dimension,667.0,
DIM_PE001011_1881_OAT_XX_B,E54_Dimension,14511.0,
DIM_PE001011_1881_PEA_BX_A,E54_Dimension,53.0,
DIM_PE001011_1881_BWT_XX_B,E54_Dimension,539.0,
DIM_PE001011_1881_CRN_XX_B,E54_Dimension,7.0,
DIM_PE001011_1881_POT_XX_A,E54_Dimension,250.0,
DIM_PE001011_1881_POT_XX_B,E54_Dimension,33014.0,
DIM_PE001011_1881_ROOT_TX_B,E54_Dimension,3786.0,
DIM_PE001011_1881_ROOT_OTH_B,E54_Dimension,229.0,
DIM_PE001011_1881_HAY_XX_A,E54_Dimension,736.0,
DIM_PE001011_1881_HAY_XX_T,E54_Dimension,738.0,
DIM_PE001011_1881_GRA_XS_B,E54_Dimension,54.0,
DIM_PE001012_1881_WHT_XX_A,E54_Dimension,279.0,
DIM_PE001012_1881_WHT_SX_B,E54_Dimension,3357.0,
DIM_PE001012_1881_BAR_XX_B,E54_Dimension,793.0,
DIM_PE001012_1881_OAT_XX_B,E54_Dimension,14158.0,
DIM_PE001012_1881_RYE_XX_B,E54_Dimension,8.0,
DIM_PE001012_1881_PEA_BX_A,E54_Dimension,37.0,
DIM_PE001012_1881_BWT_XX_B,E54_Dimension,548.0,
DIM_PE001012_1881_CRN_XX_B,E54_Dimension,15.0,
DIM_PE001012_1881_POT_XX_A,E54_Dimension,173.0,
DIM_PE001012_1881_POT_XX_B,E54_Dimension,22908.0,
DIM_PE001012_1881_ROOT_TX_B,E54_Dimension,1943.0,
DIM_PE001012_1881_ROOT_OTH_B,E54_Dimension,99.0,
DIM_PE001012_1881_HAY_XX_A,E54_Dimension,583.0,
DIM_PE001012_1881_HAY_XX_T,E54_Dimension,585.0,
