dimension_id:ID,:LABEL,value:float,value_string
DIM_BC001001_1901_HOUSE_XX_N,E54_Dimension,524.0,
DIM_BC001001_1901_POP_XF_N,E54_Dimension,525.0,
DIM_BC001001_1901_POP_XX_N,E54_Dimension,2042.0,
DIM_BC001001_1901_POP_MX_N,E54_Dimension,1826.0,
DIM_BC001001_1901_POP_FX_N,E54_Dimension,216.0,
DIM_BC001001_1901_POP_MS_N,E54_Dimension,1546.0,
DIM_BC001001_1901_POP_FS_N,E54_Dimension,89.0,
DIM_BC001001_1901_POP_MM_N,E54_Dimension,249.0,
DIM_BC001001_1901_POP_FM_N,E54_Dimension,120.0,
DIM_BC001001_1901_POP_MW_N,E54_Dimension,31.0,
DIM_BC001001_1901_POP_FW_N,E54_Dimension,7.0,
DIM_BC001002_1901_ARE_XX_A,E54_Dimension,119789671.0,
DIM_BC001002_1901_HOUSE_XX_N,E54_Dimension,161.0,
DIM_BC001002_1901_POP_XF_N,E54_Dimension,161.0,
DIM_BC001002_1901_POP_XX_N,E54_Dimension,770.0,
DIM_BC001002_1901_POP_MX_N,E54_Dimension,479.0,
DIM_BC001002_1901_POP_FX_N,E54_Dimension,291.0,
DIM_BC001002_1901_POP_MS_N,E54_Dimension,283.0,
DIM_BC001002_1901_POP_FS_N,E54_Dimension,126.0,
DIM_BC001002_1901_POP_MM_N,E54_Dimension,190.0,
DIM_BC001002_1901_POP_FM_N,E54_Dimension,158.0,
DIM_BC001002_1901_POP_MW_N,E54_Dimension,6.0,
DIM_BC001002_1901_POP_FW_N,E54_Dimension,7.0,
DIM_BC001003_1901_HOUSE_XX_N,E54_Dimension,931.0,
DIM_BC001003_1901_POP_XF_N,E54_Dimension,1443.0,
DIM_BC001003_1901_POP_XX_N,E54_Dimension,12238.0,
DIM_BC001003_1901_POP_MX_N,E54_Dimension,7777.0,
DIM_BC001003_1901_POP_FX_N,E54_Dimension,4461.0,
DIM_BC001003_1901_POP_MS_N,E54_Dimension,5346.0,
DIM_BC001003_1901_POP_FS_N,E54_Dimension,2624.0,
DIM_BC001003_1901_POP_MM_N,E54_Dimension,2140.0,
DIM_BC001003_1901_POP_FM_N,E54_Dimension,1504.0,
DIM_BC001003_1901_POP_MW_N,E54_Dimension,289.0,
DIM_BC001003_1901_POP_FW_N,E54_Dimension,332.0,
DIM_BC001003_1901_POP_MD_N,E54_Dimension,2.0,
DIM_BC001003_1901_POP_FD_N,E54_Dimension,1.0,
DIM_BC001004_1901_ARE_XX_A,E54_Dimension,5091.0,
DIM_BC001004_1901_HOUSE_XX_N,E54_Dimension,5593.0,
DIM_BC001004_1901_POP_XF_N,E54_Dimension,5813.0,
DIM_BC001004_1901_POP_XX_N,E54_Dimension,27010.0,
DIM_BC001004_1901_POP_MX_N,E54_Dimension,15978.0,
DIM_BC001004_1901_POP_FX_N,E54_Dimension,11032.0,
DIM_BC001004_1901_POP_MS_N,E54_Dimension,10045.0,
DIM_BC001004_1901_POP_FS_N,E54_Dimension,6005.0,
DIM_BC001004_1901_POP_MM_N,E54_Dimension,5649.0,
DIM_BC001004_1901_POP_FM_N,E54_Dimension,4541.0,
DIM_BC001004_1901_POP_MW_N,E54_Dimension,284.0,
DIM_BC001004_1901_POP_FW_N,E54_Dimension,486.0,
DIM_BC002001_1901_ARE_XX_A,E54_Dimension,206592.0,
DIM_BC002001_1901_HOUSE_XX_N,E54_Dimension,838.0,
DIM_BC002001_1901_POP_XF_N,E54_Dimension,842.0,
DIM_BC002001_1901_POP_XX_N,E54_Dimension,3680.0,
DIM_BC002001_1901_POP_MX_N,E54_Dimension,2106.0,
DIM_BC002001_1901_POP_FX_N,E54_Dimension,1574.0,
DIM_BC002001_1901_POP_MS_N,E54_Dimension,1367.0,
DIM_BC002001_1901_POP_FS_N,E54_Dimension,845.0,
