tcpuid_1891,csd_name_1891,cd_name_1891,pr_1891,tcpuid_1901,csd_name_1901,cd_name_1901,pr_1901,relationship,iou,frac_from,frac_to,name_similarity
ON046045,Assiginack,Algoma,ON,ON044080,Assiginack,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046046,Barrie Island,Algoma,ON,ON044081,Barrie Island,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046049,Burpee,Algoma,ON,ON044083,Burpee,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046050,Campbell,Algoma,ON,ON044084,Campbell,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046051,Carnarvon,Algoma,ON,ON044085,Carnarvon,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046027,Chelmsford & Cartier,Algoma,ON,ON092052,Snider & Waters,Nipissing,ON,CONTAINS,0.1219,0.1219,1.0,40.0
ON046027,Chelmsford & Cartier,Algoma,ON,ON092027,"Gertrude, Mine & Creighton",Nipissing,ON,CONTAINS,0.0834,0.0834,1.0,31.39
ON046027,Chelmsford & Cartier,Algoma,ON,ON092005,"Balfour, Chelmsford & unorganized territory— Ter. non-organisé",Nipissing,ON,CONTAINS,0.1604,0.1604,1.0,34.73
ON046027,Chelmsford & Cartier,Algoma,ON,ON092013,Cartier,Nipissing,ON,CONTAINS,0.0787,0.0787,1.0,40.3
ON046027,Chelmsford & Cartier,Algoma,ON,ON092050,Rayside & Unorg. Ter—Ter. non-organisé,Nipissing,ON,CONTAINS,0.1436,0.1436,1.0,25.72
ON046052,Cockburn Island,Algoma,ON,ON044086,Cockburn Island,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046003,Day,Algoma,ON,ON044006,Day,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046055,Gordon,Algoma,ON,ON044087,Gordon,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046008,Hallam & Graham,Nipissing,ON,ON092030,Hallam,Nipissing,ON,CONTAINS,0.1137,0.1137,1.0,70.0
ON046008,Hallam & Graham,Nipissing,ON,ON092021,"Drury, Denison & Graham",Nipissing,ON,CONTAINS,0.3313,0.3313,1.0,63.16
ON046057,Howland,Algoma,ON,ON044089,Howland,Algoma,ON,WITHIN,0.9112,0.9816,0.927,100.0
ON046057,Howland,Algoma,ON,ON044090,"Little Current, Town—Ville",Algoma,ON,CONTAINS,0.0184,0.0184,1.0,42.73
ON046011,Kirkwood,Algoma,ON,ON044015,Kirkwood,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046058,Mills,Algoma,ON,ON044092,Mills,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046059,Robinson,Algoma,ON,ON044094,Robinson,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046060,Sandfield,Algoma,ON,ON044095,Sandfield,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046062,Tehkummah,Algoma,ON,ON044096,Tehkummah,Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046024,Thessalon (Western Division),Algoma,ON,ON044029,"Thessalon, Town—Ville",Algoma,ON,CONTAINS,0.0246,0.0246,1.0,70.0
ON046014,Mississagua,Algoma,ON,ON044031,Thompson,Algoma,ON,CONTAINS,0.2153,0.2153,1.0,44.74
ON046014,Mississagua,Algoma,ON,ON044021,Patton ,Algoma,ON,CONTAINS,0.2496,0.2496,1.0,38.24
ON046056,"Gore Bay, Town—Ville",Algoma,ON,ON044088,"Gore Bay, Town—Ville",Algoma,ON,SAME_AS,1.0,1.0,1.0,100.0
ON046006,Goulais Bay,Algoma,ON,ON044008,Fenwick,Algoma,ON,CONTAINS,0.1286,0.1286,1.0,37.78
ON046013,Michipicoten,Algoma,ON,ON044018,Michipicoten Harbour,Algoma,ON,CONTAINS,0.0357,0.0357,1.0,82.5
ON046017,Root River & Korah,Algoma,ON,ON044022,Prince,Algoma,ON,CONTAINS,0.2882,0.2882,1.0,47.5
ON046022,St. Joseph,Algoma,ON,ON044013,Jocelyn,Algoma,ON,CONTAINS,0.3338,0.336,0.9816,54.71
ON046022,St. Joseph,Algoma,ON,ON044012,Hilton,Algoma,ON,CONTAINS,0.3204,0.3224,0.9808,47.5
ON046022,St. Joseph,Algoma,ON,ON044024,St. Joseph,Algoma,ON,CONTAINS,0.3416,0.3416,1.0,100.0
ON046016,Port Findlay,Algoma,ON,ON044028,Tarbutt,Algoma,ON,CONTAINS,0.3734,0.3734,1.0,44.74
ON046016,Port Findlay,Algoma,ON,ON044002,Bar River,Algoma,ON,CONTAINS,0.6266,0.6266,1.0,50.0
ON046018,"Sault Ste. Marie, Center",Algoma,ON,ON044025,"Sault Ste. Marie, Town—Ville",Algoma,ON,SAME_AS,1.0,1.0,1.0,83.85
ON106001,Burford,"Oxford, South—Sud",ON,ON102001,Burford,"Oxford, South—Sud",ON,SAME_AS,1.0,1.0,1.0,100.0
