tcpuid_1871,csd_name_1871,cd_name_1871,pr_1871,tcpuid_1881,csd_name_1881,cd_name_1881,pr_1881,relationship,iou,frac_from,frac_to,name_similarity
NT999999,NO DATA,The Territories,NT,NT193017,Labrador,The Territories,NT,CONTAINS,0.0076,0.0076,1.0,48.67
NT999999,NO DATA,The Territories,NT,MB187001,Eastern,Extension,MB,CONTAINS,0.0014,0.0014,0.9907,32.5
NT999999,NO DATA,The Territories,NT,QC084009,Unorganized Territory,St. Maurice,QC,CONTAINS,0.0001,0.0001,0.9952,31.54
NT999999,NO DATA,The Territories,NT,NT193016,Eastern Rupert's Land,The Territories,NT,CONTAINS,0.1966,0.1966,0.9997,50.0
NT999999,NO DATA,The Territories,NT,NT193002,Qu'Appelle,The Territories,NT,CONTAINS,0.0082,0.0082,0.9946,38.24
NT999999,NO DATA,The Territories,NT,NT193003,Wood Mountain,The Territories,NT,CONTAINS,0.0232,0.0232,1.0,58.0
NT999999,NO DATA,The Territories,NT,NT193007,Bow River,The Territories,NT,CONTAINS,0.0126,0.0126,1.0,47.5
NT999999,NO DATA,The Territories,NT,NT193001,Cumberland S,The Territories,NT,CONTAINS,0.0054,0.0054,1.0,44.74
NT999999,NO DATA,The Territories,NT,NT193004,Prince Albert,The Territories,NT,CONTAINS,0.0075,0.0075,1.0,58.0
NT999999,NO DATA,The Territories,NT,NT193011,Cumberland N,The Territories,NT,CONTAINS,0.0034,0.0034,1.0,44.74
NT999999,NO DATA,The Territories,NT,NT193010,Norway House,The Territories,NT,CONTAINS,0.0,0.0,1.0,52.11
NT999999,NO DATA,The Territories,NT,NT193005,Battleford,The Territories,NT,CONTAINS,0.0081,0.0081,1.0,46.47
NT999999,NO DATA,The Territories,NT,NT193009,Oxford House,The Territories,NT,CONTAINS,0.0,0.0,1.0,44.74
NT999999,NO DATA,The Territories,NT,NT193006,Edmonton,The Territories,NT,CONTAINS,0.0,0.0,1.0,48.67
NT999999,NO DATA,The Territories,NT,NT193012,Edmonton N,The Territories,NT,CONTAINS,0.0141,0.0141,0.9961,54.71
NT999999,NO DATA,The Territories,NT,NT193008,York Factory,The Territories,NT,CONTAINS,0.0,0.0,1.0,59.47
NT999999,NO DATA,The Territories,NT,NT193013,Peace River,The Territories,NT,CONTAINS,0.0,0.0,1.0,37.78
NT999999,NO DATA,The Territories,NT,NT193014,Athabaska,The Territories,NT,CONTAINS,0.0446,0.0446,1.0,56.25
NT999999,NO DATA,The Territories,NT,NT193999,NO DATA,The Territories,NT,CONTAINS,0.139,0.139,0.9998,100.0
NT999999,NO DATA,The Territories,NT,NT193015,McKenzie,The Territories,NT,CONTAINS,0.3131,0.3131,1.0,39.33
NT999999,NO DATA,The Territories,NT,NT193018,Arctic Coast,The Territories,NT,CONTAINS,0.1808,0.1808,1.0,52.11
BC999999,NO DATA,British Colombia,BC,BC190004,Osoyoos,Yale,BC,CONTAINS,0.0188,0.0188,1.0,13.0
BC999999,NO DATA,British Colombia,BC,BC190005,Kootenai,Yale,BC,CONTAINS,0.0786,0.0786,1.0,31.0
BC999999,NO DATA,British Colombia,BC,BC191001,"Victoria, Yates Street Ward—Quartier",Victoria,BC,CONTAINS,0.0,0.0,1.0,28.78
BC999999,NO DATA,British Colombia,BC,BC191003,"Victoria, James Bay Ward—Quartier",Victoria,BC,CONTAINS,0.0,0.0,1.0,30.0
BC999999,NO DATA,British Colombia,BC,BC191004,Victoria,Victoria,BC,CONTAINS,0.0001,0.0001,1.0,31.17
BC999999,NO DATA,British Colombia,BC,BC191002,"Victoria, Johnson Street Ward—Quartier",Victoria,BC,CONTAINS,0.0,0.0,1.0,31.17
BC999999,NO DATA,British Colombia,BC,BC191005,"Esquimalt, Metchosin",Victoria,BC,CONTAINS,0.0001,0.0001,1.0,22.87
BC999999,NO DATA,British Colombia,BC,BC192004,Saanich S & N,Vancouver,BC,CONTAINS,0.0001,0.0001,1.0,18.8
BC999999,NO DATA,British Colombia,BC,BC192005,"Sooke Lake, Highland, &c.",Vancouver,BC,CONTAINS,0.0016,0.0016,1.0,22.3
BC999999,NO DATA,British Colombia,BC,BC188001,South,New Westminster,BC,CONTAINS,0.0021,0.0021,1.0,29.14
BC999999,NO DATA,British Colombia,BC,BC190003,"Nicola, O’Kanagan",Yale,BC,CONTAINS,0.0146,0.0146,1.0,32.17
BC999999,NO DATA,British Colombia,BC,BC190001,Yale and Hope,Yale,BC,CONTAINS,0.0122,0.0122,1.0,17.0
BC999999,NO DATA,British Colombia,BC,BC192003,"Cowichin, Salt Spring Isl.",Vancouver,BC,CONTAINS,0.002,0.002,1.0,21.77
BC999999,NO DATA,British Colombia,BC,BC192001,"Nanaïmo, Noonas Bay",Vancouver,BC,CONTAINS,0.0029,0.0029,1.0,31.72
BC999999,NO DATA,British Colombia,BC,BC188002,North,New Westminster,BC,CONTAINS,0.0205,0.0205,1.0,40.81
BC999999,NO DATA,British Colombia,BC,BC190002,Lytton and Cache Creek and Spence's Bridge and Kamloops,Yale,BC,CONTAINS,0.0185,0.0185,1.0,14.29
BC999999,NO DATA,British Colombia,BC,BC192006,Western Coast,Vancouver,BC,CONTAINS,0.0129,0.0129,1.0,32.8
BC999999,NO DATA,British Colombia,BC,BC189005,"Clinton, Lillooet",Cariboo,BC,CONTAINS,0.0561,0.0561,1.0,33.77
BC999999,NO DATA,British Colombia,BC,BC192002,Comox & Alberni,Vancouver,BC,CONTAINS,0.0166,0.0166,1.0,23.89
BC999999,NO DATA,British Colombia,BC,BC189003,William's Lake and Canoe Creek,Cariboo,BC,CONTAINS,0.0191,0.0191,1.0,21.79
BC999999,NO DATA,British Colombia,BC,BC189004,Keithley,Cariboo,BC,CONTAINS,0.0099,0.0099,1.0,19.77
BC999999,NO DATA,British Colombia,BC,BC189002,Quesnelmouth,Cariboo,BC,CONTAINS,0.0129,0.0129,1.0,32.54
BC999999,NO DATA,British Colombia,BC,BC188004,Coast of main land,New Westminster,BC,CONTAINS,0.1383,0.1383,1.0,28.21
BC999999,NO DATA,British Colombia,BC,BC189001,"Richfield, Barkerville & Lightning Creek",Cariboo,BC,CONTAINS,0.2053,0.2054,0.9982,19.37
BC999999,NO DATA,British Colombia,BC,BC189006,Omineca,Cariboo,BC,CONTAINS,0.056,0.056,1.0,30.43
BC999999,NO DATA,British Colombia,BC,BC188003,"Cassiar, Northern Interior",New Westminster,BC,CONTAINS,0.3002,0.3003,0.9999,22.78
MB999999,NO DATA,Manitoba,MB,MB184002,"Emerson, Town—Ville",Provencher,MB,CONTAINS,0.0001,0.0001,1.0,19.49
MB999999,NO DATA,Manitoba,MB,MB184003,Emerson,Provencher,MB,CONTAINS,0.0011,0.0011,1.0,13.33
MB999999,NO DATA,Manitoba,MB,MB186008,Dufferin S,Marquette,MB,CONTAINS,0.0203,0.0203,1.0,27.06
MB999999,NO DATA,Manitoba,MB,MB184999,NO DATA,Provencher,MB,CONTAINS,0.0379,0.0379,1.0,73.33
MB999999,NO DATA,Manitoba,MB,MB184001,Morris W-O,Provencher,MB,CONTAINS,0.0001,0.0001,1.0,19.8
MB999999,NO DATA,Manitoba,MB,MB186009,Morris W-O,Marquette,MB,CONTAINS,0.0068,0.0068,1.0,27.06
MB999999,NO DATA,Manitoba,MB,MB184004,Ste. Agathe,Provencher,MB,CONTAINS,0.0028,0.0028,1.0,26.67
MB999999,NO DATA,Manitoba,MB,MB186007,Dufferin N,Marquette,MB,CONTAINS,0.0131,0.0131,1.0,27.06
MB999999,NO DATA,Manitoba,MB,MB184005,Laveyrandrye,Provencher,MB,CONTAINS,0.0165,0.0165,1.0,18.07
MB999999,NO DATA,Manitoba,MB,MB184006,Cartier,Provencher ,MB,CONTAINS,0.0051,0.0051,1.0,23.33
MB999999,NO DATA,Manitoba,MB,MB187005,South Western,Extension,MB,CONTAINS,0.1806,0.1806,1.0,31.59
MB999999,NO DATA,Manitoba,MB,MB183004,St. Boniface,Selkirk,MB,CONTAINS,0.0015,0.0015,1.0,18.74
MB999999,NO DATA,Manitoba,MB,MB186010,St. François-Xavier,Marquette,MB,CONTAINS,0.0083,0.0083,1.0,26.74
MB999999,NO DATA,Manitoba,MB,MB186011,Baie St Paul,Marquette,MB,CONTAINS,0.009,0.009,1.0,32.69
MB999999,NO DATA,Manitoba,MB,MB183005,Springfield,Selkirk,MB,CONTAINS,0.0152,0.0152,1.0,19.56
MB999999,NO DATA,Manitoba,MB,MB183001,Assiniboia,Selkirk,MB,CONTAINS,0.0027,0.0027,1.0,28.71
MB999999,NO DATA,Manitoba,MB,MB183003,Winnipeg,Selkirk,MB,CONTAINS,0.0001,0.0001,1.0,13.33
MB999999,NO DATA,Manitoba,MB,MB183002,Kildonan,Selkirk,MB,CONTAINS,0.0007,0.0007,1.0,22.67
MB999999,NO DATA,Manitoba,MB,MB186005,Portage,Marquette,MB,CONTAINS,0.0242,0.0242,1.0,40.59
MB999999,NO DATA,Manitoba,MB,MB185001,St. Paul,Lisgar,MB,CONTAINS,0.0024,0.0024,1.0,27.24
MB999999,NO DATA,Manitoba,MB,MB186004,Burnside,Marquette,MB,CONTAINS,0.0002,0.0002,1.0,29.25
MB999999,NO DATA,Manitoba,MB,MB186006,"High Bluff, Poplar Point",Marquette,MB,CONTAINS,0.0013,0.0013,1.0,24.14
MB999999,NO DATA,Manitoba,MB,MB185002,St. Clément,Lisgar,MB,CONTAINS,0.0285,0.0285,0.9952,24.13
MB999999,NO DATA,Manitoba,MB,MB185003,St. Andrews,Lisgar,MB,CONTAINS,0.0065,0.0065,1.0,24.13
MB999999,NO DATA,Manitoba,MB,MB186012,Woodlands,Marquette,MB,CONTAINS,0.0168,0.0168,1.0,36.84
MB999999,NO DATA,Manitoba,MB,MB186001,Gladstone,Marquette,MB,CONTAINS,0.0002,0.0002,1.0,28.09
MB999999,NO DATA,Manitoba,MB,MB185004,Rockwood,Lisgar,MB,CONTAINS,0.0107,0.0107,1.0,27.24
MB999999,NO DATA,Manitoba,MB,MB186002,Westbourne,Marquette,MB,CONTAINS,0.0205,0.0205,1.0,18.82
MB999999,NO DATA,Manitoba,MB,MB187004,Western,Extension,MB,CONTAINS,0.0722,0.0722,1.0,20.59
MB999999,NO DATA,Manitoba,MB,MB186003,Mountain,Marquette,MB,CONTAINS,0.0002,0.0002,1.0,38.59
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182005,Tehkumnah,Algoma,ON,CONTAINS,0.0727,0.0727,1.0,23.06
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182006,Carnavon,Algoma,ON,CONTAINS,0.0994,0.0994,1.0,29.04
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182003,Assiginack,Algoma,ON,CONTAINS,0.0848,0.0848,1.0,32.5
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182004,Sandfield,Algoma,ON,CONTAINS,0.0643,0.0643,1.0,28.24
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182009,"Gordon, Mills",Algoma,ON,CONTAINS,0.1082,0.1082,1.0,25.56
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182002,"Bidwell, Sheguiandah",Algoma,ON,CONTAINS,0.1567,0.1567,1.0,29.61
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182007,"Billings, Campbell",Algoma,ON,CONTAINS,0.1909,0.1909,1.0,38.61
ON087002,"Manitoulin, Centre",Manitoulin,ON,ON182008,Allan,Algoma,ON,CONTAINS,0.1011,0.1011,1.0,25.76
ON087003,"Manitoulin, W-O",Manitoulin,ON,ON182011,"Dawson, Cockburn Island",Algoma,ON,CONTAINS,0.4123,0.4123,1.0,29.61
ON087003,"Manitoulin, W-O",Manitoulin,ON,ON182010,"Burpee, Robinson, Barrie Island",Algoma,ON,CONTAINS,0.5686,0.5686,1.0,22.72
ON088003,Mississaga,"Algoma, East—Est",ON,ON182015,Mississagua River,Algoma,ON,CONTAINS,0.0247,0.0247,1.0,68.22
ON088003,Mississaga,"Algoma, East—Est",ON,ON182017,Lefroy,Algoma,ON,CONTAINS,0.0003,0.0003,1.0,16.36
ON088003,Mississaga,"Algoma, East—Est",ON,ON182999,NO DATA,Algoma,ON,WITHIN,0.0288,0.975,0.0288,32.83
ON090002,Michipicoten,"Algoma, West—Ouest",ON,ON182026,Michipicotin,Algoma,ON,CONTAINS,0.004,0.004,1.0,79.17
ON090002,Michipicoten,"Algoma, West—Ouest",ON,ON182999,NO DATA,Algoma,ON,WITHIN,0.0539,0.996,0.054,29.74
ON016002,"Brantford, E","Brant, North or East—Nord ou Est",ON,ON160001,Brantford E,"Brant, North—Nord",ON,WITHIN,0.7561,0.9631,0.7787,87.77
ON015001,Burford,"Brant, South or West—Sud ou Ouest",ON,ON159002,Burford,"Brant, South—Sud",ON,SAME_AS,1.0,1.0,1.0,89.59
ON016001,"Dumfries, S","Brant, North or East—Nord ou Est",ON,ON160003,Dumfries S,"Brant, North—Nord",ON,CONTAINS,0.821,0.821,1.0,87.48
ON015005,Tuscarora,"Brant, North or East—Nord ou Est",ON,ON159005,Tuscarora,"Brant, South—Sud",ON,SAME_AS,1.0,1.0,1.0,85.0
ON015002,Oakland,"Brant, South or West—Sud ou Ouest",ON,ON159003,Oakland,"Brant, South—Sud",ON,SAME_AS,1.0,1.0,1.0,89.59
ON015003,"Brantford, W-O","Brant, South or West—Sud ou Ouest",ON,ON159004,Brantford W-O,"Brant, South—Sud",ON,WITHIN,0.8961,0.9783,0.9142,87.0
ON015004,"Brantford, Town—Ville","Brant, South or West—Sud ou Ouest",ON,ON159001,"Brantford, Town—Ville","Brant, South—Sud",ON,WITHIN,0.5782,1.0,0.5782,89.59
ON068004,Elizabethtown,Brockville,ON,ON109002,"Brockville, South Ward—Quartier",Brockville,ON,CONTAINS,0.0014,0.0014,1.0,45.91
ON068004,Elizabethtown,Brockville,ON,ON109004,"Brockville, North Ward—Quartier",Brockville,ON,CONTAINS,0.0035,0.0035,1.0,45.91
ON068004,Elizabethtown,Brockville,ON,ON109006,Elizabethtown,Brockville,ON,SAME_AS,0.9951,0.9951,1.0,100.0
ON068003,"Brockville, East Ward—Quartier",Brockville,ON,ON109005,"Brockville, East Ward—Quartier",Brockville,ON,SAME_AS,1.0,1.0,1.0,100.0
ON028007,Albemarle and Eastnor,"Bruce, North—Nord",ON,ON177006,Albermarle,"Bruce, North—Nord",ON,CONTAINS,0.518,0.518,1.0,70.65
ON028006,Amabel,"Bruce, North—Nord",ON,ON177005,Amabel,"Bruce, North—Nord",ON,SAME_AS,0.9927,0.9927,1.0,100.0
ON028006,Amabel,"Bruce, North—Nord",ON,ON177009,"Wiarton, Village","Bruce, North—Nord",ON,CONTAINS,0.0073,0.0073,1.0,49.09
ON028005,Arran,"Bruce, North—Nord",ON,ON177002,Arran,"Bruce, North—Nord",ON,SAME_AS,0.9895,0.9895,1.0,100.0
ON028005,Arran,"Bruce, North—Nord",ON,ON177011,"Tara, Village","Bruce, North—Nord",ON,CONTAINS,0.0105,0.0105,1.0,53.33
ON028001,Bruce,"Bruce, North—Nord",ON,ON177001,Bruce,"Bruce, North—Nord",ON,SAME_AS,1.0,1.0,1.0,100.0
ON027005,Kincardine,"Bruce, South—Sud",ON,ON176005,Kincardine,"Bruce, South—Sud",ON,SAME_AS,0.9902,0.9902,1.0,100.0
ON027005,Kincardine,"Bruce, South—Sud",ON,ON176011,"Tiverton, Village","Bruce, South—Sud",ON,CONTAINS,0.0098,0.0098,1.0,50.74
ON028002,Saugeen,"Bruce, North—Nord",ON,ON177003,Saugeen,"Bruce, North—Nord",ON,SAME_AS,0.9847,0.9847,1.0,100.0
ON028002,Saugeen,"Bruce, North—Nord",ON,ON177008,"Port Elgin, Village","Bruce, North—Nord",ON,CONTAINS,0.0153,0.0153,1.0,46.15
ON027006,"Kincardine, Village","Bruce, South—Sud",ON,ON176006,"Kincardine, Town—Ville","Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,88.05
ON028003,"Southampton, Village","Bruce, North—Nord",ON,ON177004,"Southampton, Village","Bruce, North—Nord",ON,SAME_AS,1.0,1.0,1.0,100.0
ON027008,Brant,"Bruce, South—Sud",ON,ON176009,"Walkerton, Town—Ville","Bruce, South—Sud",ON,CONTAINS,0.0083,0.0083,1.0,46.15
ON027008,Brant,"Bruce, South—Sud",ON,ON176008,Brant,"Bruce, South—Sud",ON,SAME_AS,0.9917,0.9917,1.0,100.0
ON027004,Carrick,"Bruce, South—Sud",ON,ON176004,Carrick,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,100.0
ON027003,Culross,"Bruce, South—Sud",ON,ON176010,"Teeswater, Village","Bruce, South—Sud",ON,CONTAINS,0.0104,0.0104,1.0,35.6
ON027003,Culross,"Bruce, South—Sud",ON,ON176003,Culross,"Bruce, South—Sud",ON,SAME_AS,0.9896,0.9896,1.0,100.0
ON028004,Elderslie,"Bruce, North—Nord",ON,ON177012,"Paisley, Village","Bruce, North—Nord",ON,CONTAINS,0.0107,0.0107,1.0,52.4
ON028004,Elderslie,"Bruce, North—Nord",ON,ON177010,"Chesley, Village","Bruce, North—Nord",ON,CONTAINS,0.0107,0.0107,1.0,58.0
ON027007,Greenock,"Bruce, South—Sud",ON,ON176007,Greenock,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,100.0
ON027001,Huron,"Bruce, South—Sud",ON,ON176001,Huron,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,100.0
ON027002,Kinloss,"Bruce, South—Sud",ON,ON176012,"Lucknow, Village","Bruce, South—Sud",ON,CONTAINS,0.0146,0.0146,1.0,48.26
ON027002,Kinloss,"Bruce, South—Sud",ON,ON176002,Kinloss,"Bruce, South—Sud",ON,SAME_AS,0.9854,0.9854,1.0,100.0
ON078009,Fitzroy,Carleton,ON,ON108009,Fitzroy,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON078004,Goulburn,Carleton,ON,ON108004,Goulburn,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON078002,"Gower, N",Carleton,ON,ON108002,Gower N,Carleton,ON,SAME_AS,1.0,1.0,1.0,95.33
ON078007,Huntley,Carleton,ON,ON108007,Huntley,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON078006,March,Carleton,ON,ON108006,March,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON078003,Marlborough,Carleton,ON,ON108003,Marlborough,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
