tcpuid_1851,csd_name_1851,cd_name_1851,pr_1851,tcpuid_1861,csd_name_1861,cd_name_1861,pr_1861,relationship,iou,frac_from,frac_to,name_similarity
QC055006,"Chester, Township",Drummond,QC,QC003006,"Chester, East",Arthabaska,QC,OVERLAPS,0.4258,0.4479,0.8961,50.0
QC055004,"Durham, Township",Drummond,QC,QC018001,Durham,Drummond,QC,SAME_AS,1.0,1.0,1.0,68.18
QC055005,"Grantham, Township",Drummond,QC,QC018002,Grantham,Drummond,QC,SAME_AS,1.0,1.0,1.0,73.08
QC055008,"Simpson, Township",Drummond,QC,QC018004,Simpson,Drummond,QC,SAME_AS,1.0,1.0,1.0,70.83
QC055010,"Wickham, Township",Drummond,QC,QC018007,Wickham,Drummond,QC,SAME_AS,1.0,1.0,1.0,70.83
QC056010,Cap Chat,Gaspé,QC,QC019014,Ste. Anne,Gaspé,QC,OVERLAPS,0.1702,0.6402,0.1882,46.47
QC056005,"Douglass, Township",Gaspé,QC,QC019003,Douglas,Gaspé,QC,SAME_AS,1.0,1.0,1.0,69.2
QC056004,"Malbay, Township",Gaspé,QC,QC019009,Malbaie,Gaspé,QC,SAME_AS,1.0,1.0,1.0,66.52
QC056003,"Percé, Township",Gaspé,QC,QC019013,Percé,Gaspé,QC,SAME_AS,1.0,1.0,1.0,65.0
QC056999,NO DATA,Gaspé,QC,QC019014,Ste. Anne,Gaspé,QC,OVERLAPS,0.0604,0.0613,0.8118,47.5
QC048015,"Russell, Township",Beauharnois,QC,QC014001,St. Antoine,Chateauguay,QC,OVERLAPS,0.2841,0.3218,0.708,35.91
QC048007,"Hinchinbrooke, Township",Beauharnois,QC,QC021004,Hinchinbrooke,Huntingdon,QC,OVERLAPS,0.9591,0.9591,1.0,59.13
QC048001,St. Anicet,Beauharnois,QC,QC021006,St. Anicet,Huntingdon,QC,SAME_AS,1.0,1.0,1.0,78.57
QC065007,Ste. Anne,Montréal,QC,QC024004,Ste. Anne,Jacques Cartier,QC,SAME_AS,1.0,1.0,1.0,75.22
QC065005,St. Laurent,Montréal,QC,QC024007,St. Laurent,Jacques Cartier,QC,SAME_AS,1.0,1.0,1.0,75.22
QC058005,St. Louis,Kamouraska,QC,QC026010,St. Louis,Kamouraska,QC,OVERLAPS,0.9738,0.9738,1.0,100.0
QC057008,Sault St. Louis,Huntingdon,QC,QC027007,Sault St. Louis,Laprairie,QC,SAME_AS,1.0,1.0,1.0,73.16
QC057003,St. Constant,Huntingdon,QC,QC027003,St. Constant,Laprairie,QC,SAME_AS,1.0,1.0,1.0,73.16
QC057005,St. Isidore,Huntingdon,QC,QC027004,St. Isidore,Laprairie,QC,SAME_AS,1.0,1.0,1.0,73.16
QC057004,St. Philippe,Huntingdon,QC,QC027006,St. Philippe,Laprairie,QC,SAME_AS,1.0,1.0,1.0,73.16
QC057002,"Laprairie, Village",Huntingdon,QC,QC027001,"Laprairie, Village",Laprairie,QC,SAME_AS,1.0,1.0,1.0,73.16
QC057014,Sherrington,Huntingdon,QC,QC037005,Sherrington,Napierville,QC,SAME_AS,1.0,1.0,1.0,75.71
QC057018,St. Rémi,Huntingdon,QC,QC037003,St. Michel,Napierville,QC,OVERLAPS,0.3589,0.3873,0.8306,52.38
QC059001,L’Assomption,Leinster,QC,QC001004,L’Epiphanie,L'Assomption,QC,OVERLAPS,0.2684,0.2983,0.7284,39.43
QC059006,St. Henry,Leinster,QC,QC001007,St. Henri de Mascouche,L'Assomption,QC,OVERLAPS,0.9567,0.9567,1.0,45.13
QC059003,St. Sulpice,Leinster,QC,QC001011,St. Sulpice,L'Assomption,QC,SAME_AS,1.0,1.0,1.0,79.0
QC079010,St. François de Sales,Terrebonne,QC,QC028001,St. François de Sales,Laval,QC,SAME_AS,1.0,1.0,1.0,70.0
QC079011,St. Vincent de Paul,Terrebonne,QC,QC028004,St. Vincent de Paul,Laval,QC,SAME_AS,0.9981,0.9981,1.0,70.0
QC065004,Sault aux Récollets,Montréal,QC,QC020007,Sault au Récollet,Hochelaga,QC,SAME_AS,1.0,1.0,1.0,73.17
QC054005,St. Henri,Dorchester,QC,QC029004,St. Henri,Lévis,QC,SAME_AS,1.0,1.0,1.0,74.0
QC054004,St. Nicolas,Dorchester,QC,QC029003,St. Etienne de Lauzon,Lévis,QC,OVERLAPS,0.3828,0.3922,0.9415,34.62
QC060005,St. Jean Port Joli,L’Islet,QC,QC023003,St. Aubert and Fournier,L'Islet,QC,OVERLAPS,0.3275,0.6106,0.4139,63.28
QC060999,NO DATA,L’Islet,QC,QC035008,"Montmini, Township",Montmagny,QC,OVERLAPS,0.0684,0.0728,0.5292,20.55
QC060999,NO DATA,L’Islet,QC,QC023003,St. Aubert and Fournier,L'Islet,QC,OVERLAPS,0.068,0.0715,0.5861,44.38
QC060003,St. Roch,L’Islet,QC,QC023001,Ashford,L'Islet,QC,OVERLAPS,0.1633,0.5005,0.1951,44.38
QC061006,Ste. Croix,Lotbinière,QC,QC030005,Ste. Croix and Convent,Lotbiniere,QC,SAME_AS,1.0,1.0,1.0,70.75
QC061007,"St. Louis, Lotbinière",Lotbinière,QC,QC030001,Lotbinière,Lotbiniere,QC,SAME_AS,1.0,1.0,1.0,72.16
QC073007,Rivière du Loup,St. Maurice,QC,QC031003,Rivière du Loup,Maskinonge,QC,OVERLAPS,0.963,0.963,1.0,81.43
QC062005,Halifax,Megantic,QC,QC032002,"Halifax, North",Megantic,QC,OVERLAPS,0.3708,0.3851,0.9091,76.67
QC059010,St. Alexis,Leinster,QC,QC034005,St. Alexis,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC059012,Kilkenny,Leinster,QC,QC034003,Kilkenny,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC059008,St. Esprit,Leinster,QC,QC034006,St. Esprit,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC059009,St. Jacques,Leinster,QC,QC034009,St. Liguori,Montcalm,QC,OVERLAPS,0.1767,0.2063,0.5517,39.32
QC059013,Ste. Julienne,Leinster,QC,QC034008,Ste. Julienne,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC059015,Chertsey,Leinster,QC,QC034001,Chertsey,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC049002,Berthier,Bellechasse,QC,QC035001,Berthier,Montmagny,QC,SAME_AS,1.0,1.0,1.0,73.0
QC060009,St. Pierre,L’Islet,QC,QC007001,Armagh,Bellechasse,QC,OVERLAPS,0.2331,0.5095,0.3005,18.75
QC060002,St. Thomas,L’Islet,QC,QC035012,St. Thomas,Montmagny,QC,SAME_AS,1.0,1.0,1.0,73.75
QC060001,"Montmagny, Village",L’Islet,QC,QC035007,"Montmagny, Village",Montmagny,QC,SAME_AS,1.0,1.0,1.0,73.75
QC066008,Nicolet,Nicolet,QC,QC038004,Nicolet and Seminary,Nicolet,QC,SAME_AS,1.0,1.0,1.0,66.3
QC069008,Ste. Foye,Québec,QC,QC042011,Ste. Foy,Quebec (Comté),QC,OVERLAPS,0.6128,0.8361,0.6964,80.88
QC069008,Ste. Foye,Québec,QC,QC042008,St. Colomb,Quebec (Comté),QC,OVERLAPS,0.1328,0.1445,0.6207,51.84
QC070005,Ste. Victoire,Richelieu,QC,QC043005,St. Robert,Richelieu,QC,OVERLAPS,0.2326,0.2869,0.5514,66.52
QC076017,Dudswell,Sherbrooke,QC,QC059001,Dudswell,Wolfe,QC,SAME_AS,1.0,1.0,1.0,78.0
QC076021,Stratford,Sherbrooke,QC,QC059006,Stratford,Wolfe,QC,SAME_AS,1.0,1.0,1.0,78.0
QC062006,Wolfstown,Megantic,QC,QC059009,Wolfestown,Wolfe,QC,SAME_AS,1.0,1.0,1.0,70.93
QC076012,Weedon,Sherbrooke,QC,QC059007,Weedon,Wolfe,QC,SAME_AS,1.0,1.0,1.0,78.0
QC076016,Windsor,Sherbrooke,QC,QC044008,Windsor,Richmond,QC,SAME_AS,1.0,1.0,1.0,76.67
QC071999,NO DATA,Rimouski,QC,QC045008,St. Denis and Augmentation,Rimouski,QC,OVERLAPS,0.0542,0.0544,0.9334,55.45
QC070008,St. Barnabé,Richelieu,QC,QC050002,St. Barnabé,St. Hyacinthe,QC,SAME_AS,1.0,1.0,1.0,78.18
QC070006,St. Charles,Richelieu,QC,QC050003,St. Charles,St. Hyacinthe,QC,OVERLAPS,0.9573,0.9573,1.0,78.18
QC072006,St. Alexandre,Rouville,QC,QC022002,St. Alexandre,Iberville,QC,OVERLAPS,0.6564,0.8079,0.7777,91.18
QC052014,"St. John, Parish",Chambly,QC,QC051003,"St. Jean, Parish",St. Johns,QC,SAME_AS,1.0,1.0,1.0,65.0
QC072001,Christieville,Rouville,QC,QC022001,Iberville,Iberville,QC,SAME_AS,1.0,1.0,1.0,65.72
QC081009,St. Clet,Vaudreuil,QC,QC049003,St. Clet,Soulanges,QC,SAME_AS,1.0,1.0,1.0,76.67
QC081007,St. Ignace,Vaudreuil,QC,QC049004,St. Ignace,Soulanges,QC,SAME_AS,1.0,1.0,1.0,76.67
QC081010,St. Zotique,Vaudreuil,QC,QC049008,St. Zotique,Soulanges,QC,SAME_AS,0.9875,0.9875,1.0,76.67
QC071004,St. George de Kacouna,Rimouski,QC,QC054009,St. George de Kakouna,Temiscouata,QC,SAME_AS,1.0,1.0,1.0,76.14
QC071010,Isle Verte,Rimouski,QC,QC054004,Isle Verte,Temiscouata,QC,SAME_AS,1.0,1.0,1.0,79.47
QC058007,Rivière du Loup,Kamouraska,QC,QC054005,Notre-Dame du Portage,Temiscouata,QC,OVERLAPS,0.3047,0.317,0.8873,41.51
QC058007,Rivière du Loup,Kamouraska,QC,QC054006,St. Antonin,Temiscouata,QC,OVERLAPS,0.3646,0.5737,0.5001,25.05
QC071009,St. Eloi,Rimouski,QC,QC054008,St. Eloi,Temiscouata,QC,SAME_AS,1.0,1.0,1.0,79.47
QC071008,Viger,Rimouski,QC,QC054014,Viger,Temiscouata,QC,OVERLAPS,0.9548,0.9548,1.0,79.47
QC071007,Trois Pistoles,Rimouski,QC,QC054001,Begon,Temiscouata,QC,OVERLAPS,0.3184,0.3775,0.6706,16.84
QC079004,St. Jérôme,Terrebonne,QC,QC055006,"St. Jérôme, Parish",Terrebonne,QC,OVERLAPS,0.3718,0.4495,0.6826,80.0
QC079004,St. Jérôme,Terrebonne,QC,QC055007,St. Sauveur,Terrebonne,QC,OVERLAPS,0.2866,0.2958,0.9015,63.33
QC079009,Terrebonne,Terrebonne,QC,QC055012,"Terrebonne, Village, and College Masson",Terrebonne,QC,OVERLAPS,0.9773,0.9773,1.0,58.57
QC081002,Vaudreuil,Vaudreuil,QC,QC057006,"Vaudreuil, Parish",Vaudreuil,QC,SAME_AS,1.0,1.0,1.0,78.46
QC067001,"Aylmer, Town",Outaouais,QC,QC039003,"Aylmer, Village",Outaouais,QC,SAME_AS,1.0,1.0,1.0,71.48
QC059005,Lachenaie,Leinster,QC,QC001005,Lachenaie,L'Assomption,QC,SAME_AS,1.0,1.0,1.0,79.0
QC079002,"Ste. Thérèse, Village",Terrebonne,QC,QC055010,"Ste. Thérèse de Blainville, Village and College",Terrebonne,QC,SAME_AS,1.0,1.0,1.0,73.24
QC069004,Beauport,Québec,QC,QC042005,Lunatic Asylum,Quebec (Comté),QC,OVERLAPS,0.003,0.003,0.5062,27.73
QC079013,St. Martin,Terrebonne,QC,QC028002,St. Martin,Laval,QC,SAME_AS,1.0,1.0,1.0,70.0
QC076022,"Stoke, Hampden, Ditton, Marston, Whitton, Clinton, Chesham",Sherbrooke,QC,QC016009,Newport and Auckland,Compton,QC,OVERLAPS,0.2574,0.3281,0.5444,26.8
QC055018,"Kingsey, Township",Drummond,QC,QC018003,Kingsey,Drummond,QC,SAME_AS,1.0,1.0,1.0,70.83
QC071002,Fraserville,Rimouski,QC,QC054003,Fraserville,Temiscouata,QC,SAME_AS,1.0,1.0,1.0,79.47
QC050004,Berthier,Berthier,QC,QC008001,"Berthier, Parish",Berthier,QC,SAME_AS,0.9862,0.9862,1.0,76.67
QC073999,NO DATA,St. Maurice,QC,QC052999,NO DATA,St. Maurice,QC,OVERLAPS,0.9575,0.9674,0.9894,100.0
QC074014,"Bergeronnes, Portneuf, Escoumins, Sault au Cochon, Isles Jérémie & King's Posts",Saguenay,QC,QC047002,Tadoussac and Bergeronnes,Saguenay,QC,OVERLAPS,0.1285,0.1402,0.6066,50.19
QC065009,"Lachine, Village",Montréal,QC,QC024002,"Lachine, Village",Jacques Cartier,QC,SAME_AS,1.0,1.0,1.0,75.22
QC054002,Notre Dame de la Victoire,Dorchester,QC,QC029001,Notre Dame de la Victoire,Lévis,QC,SAME_AS,1.0,1.0,1.0,74.0
QC080014,Wentworth,Two Mountains,QC,QC002012,Wentworth,Argenteuil,QC,SAME_AS,1.0,1.0,1.0,77.83
QC080016,Harrington,Two Mountains,QC,QC002006,Harrington,Argenteuil,QC,SAME_AS,1.0,1.0,1.0,77.83
QC079005,"Morin, Township",Terrebonne,QC,QC055002,Ste. Adèle,Terrebonne,QC,OVERLAPS,0.5326,0.6408,0.7593,35.6
QC054020,Jersey,Dorchester,QC,QC005006,Jersey,Beauce,QC,SAME_AS,1.0,1.0,1.0,77.5
QC054021,Linière,Dorchester,QC,QC005008,Linière,Beauce,QC,SAME_AS,1.0,1.0,1.0,77.5
QC074021,"Bagot, Township",Saguenay,QC,QC015001,Bagot,Chicoutimi,QC,OVERLAPS,0.941,0.988,0.9518,38.33
QC055007,"Wendover, Township",Drummond,QC,QC018006,Wendover,Drummond,QC,SAME_AS,1.0,1.0,1.0,73.08
QC058009,"Woodbridge, Township",Kamouraska,QC,QC026013,Woodbridge,Kamouraska,QC,SAME_AS,0.9888,0.9888,1.0,76.67
QC058002,"Ixworth, Township",Kamouraska,QC,QC026001,Ixworth,Kamouraska,QC,SAME_AS,1.0,1.0,1.0,70.83
QC059016,Wexford,Leinster,QC,QC034010,Wexford,Montcalm,QC,SAME_AS,1.0,1.0,1.0,77.5
QC060014,Grosse Ile,L’Islet,QC,QC035002,Grosse Isle,Montmagny,QC,SAME_AS,1.0,1.0,1.0,70.42
QC060012,Ile aux Oies,L’Islet,QC,QC035004,Isle aux Oies,Montmagny,QC,SAME_AS,1.0,1.0,1.0,70.95
QC060008,Cap St. Ignace,L’Islet,QC,QC035010,St. Ignace,Montmagny,QC,SAME_AS,1.0,1.0,1.0,62.08
QC066002,Blandford,Nicolet,QC,QC038006,Ste. Gertrude,Nicolet,QC,OVERLAPS,0.3953,0.43,0.8304,42.73
