tcpuid_1901,csd_name_1901,cd_name_1901,pr_1901,tcpuid_1911,csd_name_1911,cd_name_1911,pr_1911,relationship,iou,frac_from,frac_to,name_similarity
MB008004,"Gladstone, Town—Ville",Macdonald,MB,MB020001,74 townships,Portage La Prairie,MB,OVERLAPS,0.0028,0.8969,0.0028,32.12
MB008012,"Portage la Prairie, Town—Ville",Macdonald,MB,MB020001,74 townships,Portage La Prairie,MB,OVERLAPS,0.0056,0.9405,0.0056,26.67
MB010001,De Salaberry,Provencher,MB,MB021001,104 townships,Provencher,MB,OVERLAPS,0.0543,0.7466,0.0553,41.2
MB010005,La Broquerie,Provencher,MB,MB021001,104 townships,Provencher,MB,OVERLAPS,0.1583,0.9385,0.1599,46.8
MB010010,St. Boniface,Provencher,MB,MB021001,104 townships,Provencher,MB,OVERLAPS,0.0073,0.7807,0.0073,52.4
MB010009,Ritchot,Provencher,MB,MB021010,St. Norbert pr,Provencher,MB,OVERLAPS,0.4395,0.479,0.8421,50.0
MB011012,Springfield,Selkirk,MB,MB022001,134 townships,Selkirk,MB,OVERLAPS,0.1187,0.8886,0.1205,41.67
MB011018,Unorganized Territory—Territoire non-organisé,Selkirk,MB,MB016005,Swan River t-v,Dauphin,MB,OVERLAPS,0.0004,0.0004,0.9054,25.64
MB011018,Unorganized Territory—Territoire non-organisé,Selkirk,MB,MB016999,NO DATA,Dauphin,MB,OVERLAPS,0.2537,0.32,0.5504,17.75
MB011018,Unorganized Territory—Territoire non-organisé,Selkirk,MB,MB022007,Clandeboye I R,Selkirk,MB,OVERLAPS,0.0019,0.002,0.7068,53.73
MB011013,St. Andrews,Selkirk,MB,MB022001,134 townships,Selkirk,MB,OVERLAPS,0.0489,0.7888,0.0495,47.5
MB011014,St. Clements,Selkirk,MB,MB022001,134 townships,Selkirk,MB,OVERLAPS,0.0991,0.717,0.1031,46.8
MB011011,"Selkirk, Town—Ville",Selkirk,MB,MB022011,Selkirk t-v,Selkirk,MB,SAME_AS,1.0,1.0,1.0,76.67
MB011004,Gimli,Selkirk,MB,MB022001,134 townships,Selkirk,MB,OVERLAPS,0.2275,0.7316,0.2483,37.78
MB006017,Whitewater,Brandon,MB,MB023001,103 townships,Souris,MB,OVERLAPS,0.05,0.8385,0.0505,22.88
MB009013,Grandview,Marquette,MB,MB016001,282 townships,Dauphin,MB,OVERLAPS,0.0304,0.696,0.0308,20.23
MB010006,Montcalm,Provencher,MB,MB021012,St. Pie pr,Provencher,MB,OVERLAPS,0.0033,0.0033,0.6449,37.78
MB009026,Swan River,Marquette,MB,MB016001,282 townships,Dauphin,MB,OVERLAPS,0.0547,0.8883,0.0551,25.76
MB011010,Rosser,Selkirk,MB,MB018001,104 townships,Macdonald,MB,OVERLAPS,0.0276,0.5788,0.0282,25.86
MB011015,St. François-Xavier,Selkirk,MB,MB018001,104 townships,Macdonald,MB,OVERLAPS,0.0402,0.5304,0.0416,21.25
MB012001,"Winnipeg, Ward—Quartier No. 1","Winnipeg, City—Cité",MB,MB024001,Winnipeg c pt,Winnipeg City,MB,OVERLAPS,0.9762,1.0,0.9762,57.71
ON044004,Bright & Bright Additional,Algoma,ON,ON054009,Bright & Day,Algoma E,ON,OVERLAPS,0.3712,0.7115,0.4369,66.24
ON044086,Cockburn Island,Algoma,ON,ON054016,Cockburn,Algoma E,ON,SAME_AS,1.0,1.0,1.0,74.41
ON092017,Collins Inlet,Nipissing,ON,ON054017,Collins Inlet,Algoma E,ON,SAME_AS,1.0,1.0,1.0,73.53
ON044087,Gordon,Algoma,ON,ON054029,Gordon,Algoma E,ON,OVERLAPS,0.9773,0.9773,1.0,95.71
ON092030,Hallam,Nipissing,ON,ON054032,Hallam,Algoma E,ON,OVERLAPS,0.9727,0.9727,1.0,73.53
ON092045,"Nairn, Lorne, Hyman & unorganized territory",Nipissing,ON,ON054026,"Foster, Lome, Louise & Nairn",Algoma E,ON,OVERLAPS,0.5908,0.744,0.7416,33.11
ON092058,"Whitefish River, Mouth",Nipissing,ON,ON054060,Whitefish River Mouth I R,Algoma E,ON,OVERLAPS,0.9605,0.9605,1.0,66.08
ON044088,"Gore Bay, Town—Ville",Algoma,ON,ON054063,Gore Bay t-v,Algoma E,ON,SAME_AS,1.0,1.0,1.0,73.84
ON044090,"Little Current, Town—Ville",Algoma,ON,ON054064,Little Current t-v,Algoma E,ON,SAME_AS,1.0,1.0,1.0,79.81
ON044029,"Thessalon, Town—Ville",Algoma,ON,ON054066,Thessalon t-v,Algoma E,ON,SAME_AS,1.0,1.0,1.0,75.13
ON044024,St. Joseph,Algoma,ON,ON055023,St. Joseph Island,Algoma W-O,ON,SAME_AS,1.0,1.0,1.0,74.35
ON044078,White River,Algoma,ON,ON055037,White River vl not incor,Algoma W-O,ON,SAME_AS,1.0,1.0,1.0,66.5
ON127004,"Brantford, East—Est","Wentworth & Brant, North—Nord",ON,ON056001,Brantford E,Brant,ON,SAME_AS,1.0,1.0,1.0,60.16
ON102001,Burford,"Oxford, South—Sud",ON,ON056002,Burford,Brant,ON,SAME_AS,1.0,1.0,1.0,75.45
ON046003,Onondaga,"Brant, South—Sud",ON,ON056004,Onondago,Brant,ON,SAME_AS,1.0,1.0,1.0,75.54
ON102006,Oakland,"Oxford, South—Sud",ON,ON057001,Oakland,Brantford,ON,SAME_AS,1.0,1.0,1.0,79.23
ON046002,"Brantford, West—Ouest","Brant, South—Sud",ON,ON057002,Brantford W-O,Brantford,ON,SAME_AS,1.0,1.0,1.0,66.21
ON046001,"Brantford, City—Cité","Brant, South—Sud",ON,ON057003,Brantford c,Brantford,ON,SAME_AS,1.0,1.0,1.0,66.48
ON083009,"Yonge & Escott, Front","Leeds, South—Sud",ON,ON058002,Yonge & Escott front,Brockville,ON,SAME_AS,1.0,1.0,1.0,72.91
ON083010,"Yonge & Escott, Rear","Leeds, South—Sud",ON,ON058003,Yonge & Escott rear,Brockville,ON,SAME_AS,1.0,1.0,1.0,72.82
ON049001,Albemarle & Cape Croker Ind. Reserve,"Bruce, North—Nord",ON,ON059001,Albemarle & Cape Croker I R,Bruce N,ON,SAME_AS,1.0,1.0,1.0,77.5
ON049002,Amabel & Saugeen Ind. Reserve,"Bruce, North—Nord",ON,ON059002,Amabel & Saugeen I R,Bruce N,ON,SAME_AS,0.9927,0.9927,1.0,74.64
ON050004,"Kincardine, Town—Ville","Bruce, West—Ouest",ON,ON059010,Kincardine t-v,Bruce N,ON,SAME_AS,1.0,1.0,1.0,65.56
ON049012,"Wiarton, Town—Ville","Bruce, North—Nord",ON,ON059011,Wiarton t-v,Bruce N,ON,SAME_AS,1.0,1.0,1.0,64.17
ON050007,"Port Elgin, Village","Bruce, West—Ouest",ON,ON059013,Port Elgin vl,Bruce N,ON,SAME_AS,1.0,1.0,1.0,71.88
ON049010,"Southampton, Village","Bruce, North—Nord",ON,ON059014,Southampton vl,Bruce N,ON,SAME_AS,1.0,1.0,1.0,75.15
ON049011,"Tara, Village","Bruce, North—Nord",ON,ON059015,Tara vl,Bruce N,ON,SAME_AS,1.0,1.0,1.0,66.5
ON050009,"Tiverton, Village","Bruce, West—Ouest",ON,ON059016,Tiverton vl,Bruce N,ON,SAME_AS,1.0,1.0,1.0,70.0
ON049006,Elderslie,"Bruce, North—Nord",ON,ON060004,Eiderslie,Bruce S,ON,SAME_AS,1.0,1.0,1.0,77.22
ON049004,"Chesley, Village","Bruce, North—Nord",ON,ON060008,Chesley t-v,Bruce S,ON,SAME_AS,1.0,1.0,1.0,61.67
ON048006,"Walkerton, Town—Ville","Bruce, East—Est",ON,ON060009,Walkerton t-v,Bruce S,ON,SAME_AS,1.0,1.0,1.0,68.5
ON050006,"Lucknow, Village","Bruce, West—Ouest",ON,ON060010,Lucknow vl,Bruce S,ON,SAME_AS,1.0,1.0,1.0,71.35
ON049008,"Paisley, Village","Bruce, North—Nord",ON,ON060011,Paisley vl,Bruce S,ON,SAME_AS,1.0,1.0,1.0,68.85
ON048005,"Teeswater, Village","Bruce, East—Est",ON,ON060012,Teeswater vl,Bruce S,ON,SAME_AS,1.0,1.0,1.0,75.09
ON080004,Fitzroy,"Lanark, North—Nord",ON,ON061001,Fitzroy,Carleton,ON,SAME_AS,1.0,1.0,1.0,79.23
ON052006,North Gower,Carleton,ON,ON061003,Gower N,Carleton,ON,SAME_AS,1.0,1.0,1.0,68.89
ON080005,Huntley,"Lanark, North—Nord",ON,ON061004,Huntley,Carleton,ON,SAME_AS,1.0,1.0,1.0,79.23
ON052002,"Hintonburg, Village",Carleton,ON,ON061009,Hintonburg Ottawa city part,Carleton,ON,SAME_AS,1.0,1.0,1.0,69.57
ON052007,"Ottawa East, Village",Carleton,ON,ON061010,Ottawa E Ottawa city part,Carleton,ON,SAME_AS,1.0,1.0,1.0,67.33
ON125001,Amaranth,"Wellington, North—Nord",ON,ON062001,Amaranth,Dufferin,ON,SAME_AS,1.0,1.0,1.0,76.0
ON064005,Melancthon,"Grey, East—Est",ON,ON062004,Melancthon,Dufferin,ON,SAME_AS,1.0,1.0,1.0,72.73
ON051005,Mono,Cardwell,ON,ON062005,Mono,Dufferin,ON,SAME_AS,1.0,1.0,1.0,77.5
ON115006,Mulmur,"Simcoe, South—Sud",ON,ON062006,Mulmur,Dufferin,ON,SAME_AS,1.0,1.0,1.0,72.4
ON125005,"Grand Valley, Village","Wellington, North—Nord",ON,ON062008,Grand Valley vl,Dufferin,ON,SAME_AS,1.0,1.0,1.0,64.33
ON056001,"Bowmanville, Town—Ville","Durham, West—Ouest",ON,ON064007,Bowmanville t-v,Durham,ON,SAME_AS,1.0,1.0,1.0,66.58
ON055005,"Port Hope, Town—Ville","Durham, East—Est",ON,ON064008,Port Hope t-v,Durham,ON,SAME_AS,1.0,1.0,1.0,65.78
ON055004,"Millbrook, Village","Durham, East—Est",ON,ON064009,Millbrook vl,Durham,ON,SAME_AS,1.0,1.0,1.0,72.36
ON056005,"Newcastle, Village","Durham, West—Ouest",ON,ON064010,Newcastle vl,Durham,ON,SAME_AS,1.0,1.0,1.0,71.0
ON057001,"Aylmer, Town—Ville","Elgin, East—Est",ON,ON065005,Aylmer t-v,Elgin E,ON,SAME_AS,1.0,1.0,1.0,64.09
ON057004,"Port Stanley, Village","Elgin, East—Est",ON,ON065006,Port Stanley vl,Elgin E,ON,SAME_AS,1.0,1.0,1.0,77.42
ON087007,"Springfield, Village","Middlesex, East—Est",ON,ON065007,Springfield vl,Elgin E,ON,SAME_AS,1.0,1.0,1.0,64.57
ON057006,"Vienna, Town—Ville","Elgin, East—Est",ON,ON065008,Vienna vl,Elgin E,ON,SAME_AS,1.0,1.0,1.0,65.76
ON057005,"St. Thomas, City—Cité","Elgin, East—Est",ON,ON066004,St. Thomas c,Elgin W-O,ON,SAME_AS,1.0,1.0,1.0,65.91
ON058003,"Dutton, Village","Elgin, West—Ouest",ON,ON066005,Dutton vl,Elgin W-O,ON,SAME_AS,1.0,1.0,1.0,70.96
ON059004,"Sandwich, East—Est","Essex, North—Nord",ON,ON067003,Sandwich E,Essex N,ON,SAME_AS,1.0,1.0,1.0,67.5
ON059005,"Sandwich, South—Sud","Essex, North—Nord",ON,ON067004,Sandwich S,Essex N,ON,SAME_AS,1.0,1.0,1.0,65.78
ON059007,"Sandwich, West—Ouest","Essex, North—Nord",ON,ON067005,Sandwich W-O,Essex N,ON,SAME_AS,1.0,1.0,1.0,65.62
ON059012,"Windsor, City—Cité","Essex, North—Nord",ON,ON067006,Windsor c,Essex N,ON,SAME_AS,1.0,1.0,1.0,64.17
ON059006,"Sandwich, Town—Ville","Essex, North—Nord",ON,ON067007,Sandwich t-v,Essex N,ON,SAME_AS,1.0,1.0,1.0,65.62
ON059011,"Walkerville, Town—Ville","Essex, North—Nord",ON,ON067008,Walkerville t-v,Essex N,ON,SAME_AS,1.0,1.0,1.0,69.08
ON059001,"Belle River, Village","Essex, North—Nord",ON,ON067009,Belle River vl,Essex N,ON,SAME_AS,1.0,1.0,1.0,75.15
ON060003,"Colchester, North—Nord","Essex, South—Sud",ON,ON068002,Colchester N,Essex S,ON,SAME_AS,1.0,1.0,1.0,67.67
ON060004,"Colchester, South—Sud","Essex, South—Sud",ON,ON068003,Colchester S,Essex S,ON,SAME_AS,1.0,1.0,1.0,69.17
ON060006,"Gosfield, North—Nord","Essex, South—Sud",ON,ON068004,Gosfield N,Essex S,ON,SAME_AS,1.0,1.0,1.0,64.93
ON060007,"Gosfield, South—Sud","Essex, South—Sud",ON,ON068005,Gosfield S,Essex S,ON,SAME_AS,1.0,1.0,1.0,66.54
ON060010,Malden,"Essex, South—Sud",ON,ON068006,Maiden,Essex S,ON,SAME_AS,1.0,1.0,1.0,76.59
ON059010,"Tilbury, West—Ouest","Essex, North—Nord",ON,ON068010,Tilbury W-O,Essex S,ON,SAME_AS,1.0,1.0,1.0,61.67
ON060001,"Amherstburg, Town—Ville","Essex, South—Sud",ON,ON068011,Amherstburg t-v,Essex S,ON,SAME_AS,1.0,1.0,1.0,69.84
ON060005,"Essex, Town—Ville","Essex, South—Sud",ON,ON068012,Essex t-v,Essex S,ON,SAME_AS,1.0,1.0,1.0,61.34
ON060008,"Kingsville, Village","Essex, South—Sud",ON,ON068013,Kingsville t-v,Essex S,ON,SAME_AS,1.0,1.0,1.0,69.17
ON060009,"Leamington, Town—Ville","Essex, South—Sud",ON,ON068014,Leamington t-v,Essex S,ON,SAME_AS,1.0,1.0,1.0,68.82
ON043005,Clarendon & Miller,Addington,ON,ON069005,Clarendon } Miller,Frontenac,ON,SAME_AS,1.0,1.0,1.0,76.11
ON043006,Hinchinbrooke,Addington,ON,ON069006,Hinchinbrook,Frontenac,ON,SAME_AS,1.0,1.0,1.0,77.2
ON063004,"Prescott, Town—Ville","Grenville, South—Sud",ON,ON071006,Prescott t-v,Grenville,ON,SAME_AS,1.0,1.0,1.0,66.75
ON063002,"Cardinal, Village","Grenville, South—Sud",ON,ON071007,Cardinal vl,Grenville,ON,SAME_AS,1.0,1.0,1.0,73.62
ON082003,"Kemptville, Village","Leeds & Grenville, North—Nord",ON,ON071008,Kemptville vl,Grenville,ON,SAME_AS,1.0,1.0,1.0,71.09
ON082004,"Merrickville, Village","Leeds & Grenville, North—Nord",ON,ON071009,Merrickville vl,Grenville,ON,SAME_AS,1.0,1.0,1.0,72.54
ON064010,"Thornbury, Town—Ville","Grey, East—Est",ON,ON072007,Thornbury t-v,Grey E,ON,SAME_AS,1.0,1.0,1.0,67.41
ON064002,"Dundalk, Village","Grey, East—Est",ON,ON072008,Dundalk vl,Grey E,ON,SAME_AS,1.0,1.0,1.0,71.85
ON066007,"Markdale, Village","Grey, South—Sud",ON,ON072009,Markdale vl,Grey E,ON,SAME_AS,1.0,1.0,1.0,69.29
ON064004,"Meaford, Town—Ville","Grey, East—Est",ON,ON073006,Meaford t-v,Grey N,ON,SAME_AS,1.0,1.0,1.0,61.67
ON065004,"Owen Sound, Town—Ville","Grey, North—Nord",ON,ON073007,Owen Sound t-v,Grey N,ON,SAME_AS,1.0,1.0,1.0,66.92
ON066004,"Durham, Town—Ville","Grey, South—Sud",ON,ON074006,Durham t-v,Grey S,ON,SAME_AS,1.0,1.0,1.0,62.14
ON066003,"Hanover, Village","Grey, South—Sud",ON,ON074007,Hanover t-v,Grey S,ON,SAME_AS,1.0,1.0,1.0,63.81
ON067003,"Cayuga, North—Nord",Haldimand & Monok,ON,ON075002,Cayuga N,Haldimand,ON,SAME_AS,1.0,1.0,1.0,63.85
ON067004,"Cayuga, South—Sud",Haldimand & Monok,ON,ON075003,Cayuga S,Haldimand,ON,SAME_AS,1.0,1.0,1.0,65.57
ON094008,Walpole,"Norfolk, South—Sud",ON,ON075010,Walpole,Haldimand,ON,SAME_AS,0.9914,0.9914,1.0,74.44
ON067007,"Dunnville, Village",Haldimand & Monok,ON,ON075011,Dunnville t-v,Haldimand,ON,SAME_AS,1.0,1.0,1.0,70.45
ON067001,"Caledonia, Village",Haldimand & Monok,ON,ON075012,Caledonia vl,Haldimand,ON,SAME_AS,1.0,1.0,1.0,76.77
ON067005,"Cayuga, Village",Haldimand & Monok,ON,ON075013,Cayuga vl,Haldimand,ON,SAME_AS,1.0,1.0,1.0,73.27
ON067008,"Hagersville, Village",Haldimand & Monok,ON,ON075014,Hagersville vl,Haldimand,ON,SAME_AS,1.0,1.0,1.0,78.42
ON068005,"Milton, Town—Ville",Halton,ON,ON076005,Milton t-v,Halton,ON,SAME_AS,1.0,1.0,1.0,75.0
ON068008,"Oakville, Town—Ville",Halton,ON,ON076006,Oakville t-v,Halton,ON,SAME_AS,1.0,1.0,1.0,78.12
ON071013,Monteagle & Herschell,"Hastings, North—Nord",ON,ON080003,Herschell & McClure,Hastings W-O,ON,OVERLAPS,0.3568,0.5232,0.5288,50.25
ON070003,Thurlow,"Hastings, East—Est",ON,ON079011,Thurlow,Hastings E,ON,OVERLAPS,0.9605,1.0,0.9605,91.43
ON070005,Tyendinaga,"Hastings, East—Est",ON,ON079013,Tyendinaga,Hastings E,ON,OVERLAPS,0.9613,1.0,0.9613,91.43
ON070001,"Deseronto, Town—Ville","Hastings, East—Est",ON,ON079014,Deseronto t-v,Hastings E,ON,SAME_AS,1.0,1.0,1.0,70.84
ON071009,"Madoc, Village","Hastings, North—Nord",ON,ON079015,Madoc t-v,Hastings E,ON,SAME_AS,1.0,1.0,1.0,60.61
ON070004,"Tweed, Village","Hastings, East—Est",ON,ON079016,Tweed t-v,Hastings E,ON,SAME_AS,1.0,1.0,1.0,64.04
ON072002,Sydney,"Hastings, West—Ouest",ON,ON080007,Sydney,Hastings W-O,ON,OVERLAPS,0.9584,1.0,0.9584,90.62
ON072003,"Trenton, Town—Ville","Hastings, West—Ouest",ON,ON080010,Trenton t-v,Hastings W-O,ON,SAME_AS,1.0,1.0,1.0,67.29
ON071011,"Marmora, Village","Hastings, North—Nord",ON,ON080012,Marmora vl,Hastings W-O,ON,SAME_AS,1.0,1.0,1.0,72.6
ON071015,"Stirling, Village","Hastings, North—Nord",ON,ON080013,Stirling vl,Hastings W-O,ON,SAME_AS,1.0,1.0,1.0,73.75
ON073006,Tumberry,"Huron, East—Est",ON,ON081004,Turnberry,Huron E,ON,SAME_AS,1.0,1.0,1.0,76.74
ON075006,"Wawanosh, East—Est","Huron, West—Ouest",ON,ON081005,Wawanosh E,Huron E,ON,SAME_AS,1.0,1.0,1.0,67.5
ON073007,"Wingham, Town—Ville","Huron, East—Est",ON,ON081006,Wingham t-v,Huron E,ON,SAME_AS,1.0,1.0,1.0,65.76
ON073001,"Blyth, Village","Huron, East—Est",ON,ON081007,Blyth vl,Huron E,ON,SAME_AS,1.0,1.0,1.0,70.0
ON073002,"Brussels, Village","Huron, East—Est",ON,ON081008,Brussels vl,Huron E,ON,SAME_AS,1.0,1.0,1.0,74.09
ON073008,"Wroxeter, Village","Huron, East—Est",ON,ON081009,Wroxeter vl,Huron E,ON,SAME_AS,1.0,1.0,1.0,74.09
ON088007,Stephen,"Middlesex, North—Nord",ON,ON082004,Stephen,Huron S,ON,SAME_AS,1.0,1.0,1.0,74.29
ON105007,Usborne,"Perth, South—Sud",ON,ON082006,Usborne,Huron S,ON,SAME_AS,1.0,1.0,1.0,77.83
ON074001,"Bayfield, Village","Huron, South—Sud",ON,ON082008,Bayfield,Huron S,ON,SAME_AS,1.0,1.0,1.0,63.06
ON074003,"Hensall, Village","Huron, South—Sud",ON,ON082010,Hensall,Huron S,ON,SAME_AS,1.0,1.0,1.0,60.87
ON075007,"Wawanosh, West—Ouest","Huron, West—Ouest",ON,ON083005,Wawanosh W-O,Huron W-O,ON,SAME_AS,1.0,1.0,1.0,66.59
ON075002,"Clinton, Town—Ville","Huron, West—Ouest",ON,ON083006,Clinton t-v,Huron W-O,ON,SAME_AS,1.0,1.0,1.0,65.13
ON075005,"Goderich, Town—Ville","Huron, West—Ouest",ON,ON083007,Goderich t-v,Huron W-O,ON,SAME_AS,1.0,1.0,1.0,66.59
ON045002,Camden,Bothwell,ON,ON084001,Camden,Kent E,ON,SAME_AS,1.0,1.0,1.0,78.57
ON045003,Chatham,Bothwell,ON,ON084002,Chatham,Kent E,ON,SAME_AS,1.0,1.0,1.0,78.57
ON045009,Zone,Bothwell,ON,ON084005,Zone,Kent E,ON,SAME_AS,1.0,1.0,1.0,78.57
ON045008,"Wallaceburg, Town—Ville",Bothwell,ON,ON084009,Wallaceburg t-v,Kent E,ON,SAME_AS,1.0,1.0,1.0,60.15
ON045007,"Thamesville, village",Bothwell,ON,ON084010,Thamesville vl,Kent E,ON,SAME_AS,1.0,1.0,1.0,66.22
ON076008,"Tilbury, East—Est",Kent,ON,ON085005,Tilbury E,Kent W-O,ON,SAME_AS,1.0,1.0,1.0,68.46
ON076002,"Chatham, City—Cite",Kent,ON,ON085006,Chatham c,Kent W-O,ON,SAME_AS,1.0,1.0,1.0,66.67
ON076001,"Blenheim, Town—Ville",Kent,ON,ON085007,Blenheim t-v,Kent W-O,ON,SAME_AS,1.0,1.0,1.0,68.12
ON061005,"Portsmouth, Village",Frontenac,ON,ON086002,Portsmouth vl,Kingston,ON,SAME_AS,1.0,1.0,1.0,67.46
ON078001,"Alvinston, Village","Lambton, East—Est",ON,ON087006,Alvinston t-v,Lambton East,ON,SAME_AS,1.0,1.0,1.0,74.51
ON079001,"Forest, Town—Ville","Lambton, West—Ouest",ON,ON087007,Forest t-v,Lambton East,ON,SAME_AS,1.0,1.0,1.0,66.29
ON078007,"Petrolia, Town—Ville","Lambton, East—Est",ON,ON087008,Petrolia t-v,Lambton East,ON,SAME_AS,1.0,1.0,1.0,72.95
ON078002,"Arkona, Village","Lambton, East—Est",ON,ON087009,Arkona vl,Lambton East,ON,SAME_AS,1.0,1.0,1.0,77.33
ON078008,"Thedford, Village","Lambton, East—Est",ON,ON087011,Thedford vl,Lambton East,ON,SAME_AS,1.0,1.0,1.0,79.83
ON078010,"Watford, Village","Lambton, East—Est",ON,ON087012,Watford vl,Lambton East,ON,SAME_AS,1.0,1.0,1.0,78.67
ON045004,Dawn,Bothwell,ON,ON088001,Dawn,Lambton W-O,ON,SAME_AS,1.0,1.0,1.0,79.47
ON045006,Sombra & Walpole Island,Bothwell,ON,ON088005,Sombra & Walpole Is,Lambton W-O,ON,SAME_AS,1.0,1.0,1.0,72.81
ON079006,"Sarnia, Town—Ville","Lambton, West—Ouest",ON,ON088006,Sarnia t-v,Lambton W-O,ON,SAME_AS,1.0,1.0,1.0,65.0
ON079004,"Point Edward, Village","Lambton, West—Ouest",ON,ON088008,Point Edward vl,Lambton W-O,ON,SAME_AS,1.0,1.0,1.0,78.33
ON079007,"Wyoming, Village","Lambton, West—Ouest",ON,ON088009,Wyoming vl,Lambton W-O,ON,SAME_AS,1.0,1.0,1.0,73.85
ON080001,"Almonte, Town—Ville","Lanark, North—Nord",ON,ON089008,Almonte t-v,Lanark N,ON,SAME_AS,1.0,1.0,1.0,65.13
ON081004,"Carleton Place, Town—Ville","Lanark, South—Sud",ON,ON089009,Carleton Place t-v,Lanark N,ON,SAME_AS,1.0,1.0,1.0,70.89
ON080007,"Lanark, Village","Lanark, North—Nord",ON,ON089010,Lanark vl,Lanark N,ON,SAME_AS,1.0,1.0,1.0,70.96
ON081003,"Burgess, North—Nord","Lanark, South—Sud",ON,ON090003,Burgess N,Lanark S,ON,SAME_AS,1.0,1.0,1.0,64.2
ON081005,Drummond,"Lanark, South—Sud",ON,ON090004,Drurnmond,Lanark S,ON,SAME_AS,1.0,1.0,1.0,76.85
ON081006,"Elmsley, North—Nord","Lanark, South—Sud",ON,ON090005,Elmsley N,Lanark S,ON,SAME_AS,1.0,1.0,1.0,64.2
ON081009,"Sherbrooke, South—Sud","Lanark, South—Sud",ON,ON090007,Sherbrooke S,Lanark S,ON,SAME_AS,1.0,1.0,1.0,70.11
ON081008,"Perth, Town—Ville","Lanark, South—Sud",ON,ON090008,Perth t-v,Lanark S,ON,SAME_AS,1.0,1.0,1.0,62.28
ON083002,"Bastard & Burgess, South—Sud","Leeds, South—Sud",ON,ON091001,Bastard & Burgess,Leeds,ON,SAME_AS,1.0,1.0,1.0,67.17
