tcpuid_1861,csd_name_1861,cd_name_1861,pr_1861,tcpuid_1871,csd_name_1871,cd_name_1871,pr_1871,relationship,iou,frac_from,frac_to,name_similarity
ON070004,Dunwich,Elgin,ON,ON005002,Dunwich,"Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,83.64
ON070006,Southwold,Elgin,ON,ON005003,Southwold,"Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,83.64
ON071005,Maidstone,Essex,ON,ON001012,Maidstone,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071011,Rochester,Essex,ON,ON001013,Rochester,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071008,"Sandwich, East",Essex,ON,ON001010,"Sandwich, E",Essex,ON,SAME_AS,1.0,1.0,1.0,91.6
ON071009,"Sandwich, West",Essex,ON,ON001008,"Sandwich, W-O",Essex,ON,SAME_AS,1.0,1.0,1.0,87.04
ON071010,"Sandwich, Town of",Essex,ON,ON001009,"Sandwich, Town—Ville",Essex,ON,SAME_AS,1.0,1.0,1.0,82.97
ON071002,Anderdon,Essex,ON,ON001003,Anderdon,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071003,Colchester,Essex,ON,ON001004,Colchester,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071006,Malden,Essex,ON,ON001001,Malden,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071007,Mersea,Essex,ON,ON001006,Mersea,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON071012,"Tilbury,West",Essex,ON,ON001014,"Tilbury, W-O",Essex,ON,SAME_AS,1.0,1.0,1.0,82.5
ON071001,"Amherstburgh, Town of",Essex,ON,ON001002,"Amherstburg, Town—Ville",Essex,ON,SAME_AS,1.0,1.0,1.0,84.09
ON072002,Bedford,Frontenac,ON,ON064011,Bedford,Addington,ON,SAME_AS,1.0,1.0,1.0,80.0
ON072006,Loughborough,Frontenac,ON,ON064010,Loughborough,Addington,ON,SAME_AS,1.0,1.0,1.0,80.0
ON072008,Olden,Frontenac,ON,ON064013,Olden,Addington,ON,SAME_AS,1.0,1.0,1.0,80.0
ON072009,Oso,Frontenac,ON,ON064012,Oso,Addington,ON,SAME_AS,1.0,1.0,1.0,80.0
ON072012,Portland,Frontenac,ON,ON064009,Portland,Addington,ON,SAME_AS,1.0,1.0,1.0,80.0
ON072014,Storington,Frontenac,ON,ON065006,Storrington,Frontenac,ON,SAME_AS,1.0,1.0,1.0,96.67
ON072015,Wolfe Island,Frontenac,ON,ON065003,Garden Island,Frontenac,ON,CONTAINS,0.0022,0.0022,1.0,74.8
ON072015,Wolfe Island,Frontenac,ON,ON065004,Wolfe Island,Frontenac,ON,SAME_AS,0.9978,0.9978,1.0,100.0
ON073001,Charlottenburgh,Glengary ,ON,ON074001,Charlottenburg,Glengarry,ON,SAME_AS,1.0,1.0,1.0,95.82
ON073002,Kenyon,Glengary ,ON,ON074003,Kenyon,Glengarry,ON,SAME_AS,1.0,1.0,1.0,98.24
ON073003,Lancaster,Glengary ,ON,ON074002,Lancaster,Glengarry,ON,SAME_AS,1.0,1.0,1.0,98.24
ON073004,Lochiel,Glengary ,ON,ON074004,Lochiel,Glengarry,ON,SAME_AS,1.0,1.0,1.0,98.24
ON074001,Augusta,Grenville ,ON,ON069001,Augusta,"Grenville, South—Sud",ON,SAME_AS,1.0,1.0,1.0,88.62
ON074002,Edwardsburg,Grenville ,ON,ON069003,Edwardsburg,"Grenville, South—Sud",ON,SAME_AS,1.0,1.0,1.0,88.62
ON074006,Oxford,Grenville ,ON,ON070005,Oxford,"Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,84.21
ON074008,Wolford,Grenville ,ON,ON070003,Wolford,"Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,84.21
ON074004,"Kemptville, Village",Grenville ,ON,ON070006,"Kemptville, Village","Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,84.21
ON075003,Collingwood,Grey,ON,ON037004,Collingwood,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075006,Euphrasia,Grey,ON,ON037003,Euphrasia,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075008,Holland,Grey,ON,ON037002,Holland,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075012,Osprey,Grey,ON,ON036008,Osprey,"Grey, South—Sud",ON,SAME_AS,0.9965,0.9965,1.0,82.63
ON075014,Proton,Grey,ON,ON036003,Proton,"Grey, South—Sud",ON,WITHIN,0.9448,0.9984,0.9463,82.63
ON075004,Derby,Grey,ON,ON037005,Derby,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075009,"Keppel, Sarawak and Brook",Grey,ON,ON037010,Sarawack,"Grey, North—Nord",ON,CONTAINS,0.1028,0.1028,1.0,41.7
ON075009,"Keppel, Sarawak and Brook",Grey,ON,ON037009,Keppel,"Grey, North—Nord",ON,CONTAINS,0.8972,0.8972,1.0,39.1
ON075017,St. Vincent,Grey,ON,ON037008,St. Vincent,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075016,Sydenham,Grey,ON,ON037006,Sydenham,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON075002,Bentinck,Grey,ON,ON036005,Bentinck,"Grey, South—Sud",ON,SAME_AS,1.0,1.0,1.0,82.63
ON075005,Egremont,Grey,ON,ON036002,Egremont,"Grey, South—Sud",ON,SAME_AS,1.0,1.0,1.0,82.63
ON075007,Glenelg,Grey,ON,ON036006,Glenelg,"Grey, South—Sud",ON,SAME_AS,0.9851,1.0,0.9851,82.63
ON075011,Normanby,Grey,ON,ON036001,Normanby,"Grey, South—Sud",ON,SAME_AS,1.0,1.0,1.0,82.63
ON075015,Sullivan,Grey,ON,ON037001,Sullivan,"Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,82.0
ON076002,"Cayuga, North",Haldimand,ON,ON017005,"Cayuga, Village",Haldimand,ON,CONTAINS,0.0164,0.0164,1.0,70.0
ON076002,"Cayuga, North",Haldimand,ON,ON017004,"Cayuga, N",Haldimand,ON,SAME_AS,0.9836,0.9836,1.0,87.27
ON076003,"Cayuga, South",Haldimand,ON,ON017003,"Cayuga, S",Haldimand,ON,SAME_AS,1.0,1.0,1.0,87.27
ON076004,Dunn,Haldimand,ON,ON017009,Dunn,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON076007,Oneida,Haldimand,ON,ON017006,Oneida,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON076008,Bainham,Haldimand,ON,ON017002,Rainham,Haldimand,ON,SAME_AS,1.0,1.0,1.0,90.0
ON076009,Seneca,Haldimand,ON,ON017007,Seneca,Haldimand,ON,SAME_AS,0.9863,0.9863,1.0,100.0
ON076009,Seneca,Haldimand,ON,ON017008,"Caledonia, Village",Haldimand,ON,CONTAINS,0.0137,0.0137,1.0,47.5
ON076010,Walpole,Haldimand,ON,ON017001,Walpole,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON077001,Esquesing,Halton,ON,ON038006,Esquesing,Halton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON077004,Nassagiweya,Halton,ON,ON038005,Nassagaweya,Halton,ON,SAME_AS,1.0,1.0,1.0,93.64
ON077005,Nelson,Halton,ON,ON038001,Nelson,Halton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON077007,Trafalgar,Halton,ON,ON038002,Trafalgar,Halton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON077003,"Milton, Town of",Halton,ON,ON038004,"Milton, Town—Ville",Halton,ON,SAME_AS,1.0,1.0,1.0,80.91
ON077006,"Oakville, Village",Halton,ON,ON038003,"Oakville, Town—Ville",Halton,ON,SAME_AS,1.0,1.0,1.0,86.76
ON077002,"Georgetown, Village",Halton,ON,ON038007,"Georgetown, Village",Halton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON078004,Hungerford,Hastings,ON,ON061003,Hungerford,"Hastings, East—Est",ON,SAME_AS,1.0,1.0,1.0,88.46
ON078999,NO DATA,Hastings,ON,ON062009,"Faraday, Dungannon","Hastings, North—Nord",ON,CONTAINS,0.2429,0.2429,1.0,33.94
ON078999,NO DATA,Hastings,ON,ON062008,"Carlow, Mayo","Hastings, North—Nord",ON,CONTAINS,0.2111,0.2111,1.0,39.25
ON078999,NO DATA,Hastings,ON,ON062010,"Herschel, Monteagle, McClure, Wicklow, Bangor","Hastings, North—Nord",ON,CONTAINS,0.546,0.546,1.0,27.91
ON078014,Tyendinaga,Hastings,ON,ON061002,Tyendinaga,"Hastings, East—Est",ON,SAME_AS,1.0,1.0,1.0,88.46
ON078005,Huntingdon,Hastings,ON,ON062003,Huntingdon,"Hastings, North—Nord",ON,SAME_AS,0.9878,1.0,0.9878,87.14
ON078008,Rawdon,Hastings,ON,ON062001,Rawdon,"Hastings, North—Nord",ON,WITHIN,0.9419,1.0,0.9419,87.14
ON078012,"Trenton, Village",Hastings,ON,ON060002,"Trenton, Village","Hastings, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,87.14
ON078009,"Sterling, Village",Hastings,ON,ON062002,"Stirling, Village","Hastings, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.03
ON079007,Grey,Huron,ON,ON026010,Grey,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.64
ON079009,Howick,Huron,ON,ON026012,Howick,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.64
ON079013,Morris,Huron,ON,ON026007,Morris,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.64
ON079019,Wawanosh,Huron,ON,ON026004,"Wawanosh, E","Huron, North—Nord",ON,CONTAINS,0.502,0.502,1.0,72.58
ON079019,Wawanosh,Huron,ON,ON026003,"Wawanosh, W-O","Huron, North—Nord",ON,CONTAINS,0.498,0.498,1.0,66.97
ON079008,Hay,Huron,ON,ON025002,Hay,"Huron, South—Sud",ON,SAME_AS,1.0,1.0,1.0,84.29
ON079012,McKillop,Huron,ON,ON026008,McKillop,"Huron, North—Nord",ON,SAME_AS,0.9945,0.9945,1.0,83.64
ON079015,Stephen,Huron,ON,ON025001,Stephen,"Huron, South—Sud",ON,SAME_AS,1.0,1.0,1.0,84.29
ON079016,Tuckersmith,Huron,ON,ON025005,Tuckersmith,"Huron, South—Sud",ON,SAME_AS,0.9919,0.9919,1.0,84.29
ON079018,Usborne,Huron,ON,ON025003,Usborne,"Huron, South—Sud",ON,SAME_AS,1.0,1.0,1.0,84.29
ON079001,Ashfield,Huron,ON,ON026002,Ashfield,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.64
ON079005,Goderich,Huron,ON,ON025006,Goderich,"Huron, South—Sud",ON,SAME_AS,1.0,1.0,1.0,84.29
ON079010,Hullett,Huron,ON,ON026005,Hullett,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,83.64
ON072013,"Portsmouth, Village",Frontenac,ON,ON065002,"Portsmouth, Village",Frontenac,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081001,Bosanquet,Lambton,ON,ON004010,Bosanquet,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081002,Brooke,Lambton,ON,ON004005,Brooke,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081004,Enniskillen,Lambton,ON,ON004003,"Oil Springs, Village",Lambton,ON,CONTAINS,0.0068,0.0068,1.0,57.1
ON081004,Enniskillen,Lambton,ON,ON004002,Enniskillen,Lambton,ON,SAME_AS,0.9864,0.9864,1.0,100.0
ON081004,Enniskillen,Lambton,ON,ON004004,"Petrolia, Village",Lambton,ON,CONTAINS,0.0068,0.0068,1.0,60.0
ON081005,Euphemia,Lambton,ON,ON003008,Euphemia,Bothwell,ON,WITHIN,0.7083,1.0,0.7083,78.0
ON081011,Warwick,Lambton,ON,ON004009,Warwick,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081006,Moore,Lambton,ON,ON004001,Moore,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081007,Plympton,Lambton,ON,ON004008,Plympton,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081008,Sarnia,Lambton,ON,ON004006,Sarnia,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON081009,"Sarnia, Town of",Lambton,ON,ON004007,"Sarnia, Town—Ville",Lambton,ON,SAME_AS,1.0,1.0,1.0,80.91
ON082004,Dalhousie,Lanark,ON,ON080007,"Dalhousie, Sherbrooke, North, Lavant","Lanark, North—Nord",ON,WITHIN,0.4352,1.0,0.4352,43.0
ON082005,Darling,Lanark,ON,ON080006,Darling,"Lanark, North—Nord",ON,SAME_AS,1.0,1.0,1.0,85.0
ON082008,Lanark,Lanark,ON,ON080005,"Lanark, Village","Lanark, North—Nord",ON,CONTAINS,0.0095,0.0095,1.0,55.0
ON082008,Lanark,Lanark,ON,ON080004,Lanark,"Lanark, North—Nord",ON,SAME_AS,0.9905,0.9905,1.0,85.0
ON082011,Packenham,Lanark,ON,ON080003,Pakenham,"Lanark, North—Nord",ON,SAME_AS,1.0,1.0,1.0,80.88
ON082013,Ramsay,Lanark,ON,ON080002,"Almonte, Village","Lanark, North—Nord",ON,CONTAINS,0.0161,0.0161,1.0,34.09
ON082001,Bathurst,Lanark,ON,ON079006,Bathurst,"Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,85.65
ON082002,Beckwith,Lanark,ON,ON079009,Beckwith,"Lanark, South—Sud",ON,SAME_AS,0.9809,0.9809,1.0,85.65
ON082006,Drummond,Lanark,ON,ON079007,Drummond,"Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,85.65
ON082010,Montague,Lanark,ON,ON079001,Montague,"Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,85.65
ON083001,Bastard,Leeds,ON,ON067009,"Bastard, Burgess","Leeds, South—Sud",ON,WITHIN,0.8196,1.0,0.8196,56.89
ON084001,Adolphustown,Lennox and Addington ,ON,ON063001,Adolphustown,Lennox,ON,SAME_AS,1.0,1.0,1.0,83.85
ON084002,Amherst Island,Lennox and Addington ,ON,ON063006,Amherst Island,Lennox,ON,SAME_AS,1.0,1.0,1.0,83.85
ON084008,Kaladar,Lennox and Addington ,ON,ON064004,"Kaladar, Anglesea",Addington,ON,WITHIN,0.5366,1.0,0.5366,59.45
ON084004,Camden,Lennox and Addington ,ON,ON064002,"Newburgh, Village",Addington,ON,CONTAINS,0.0065,0.0065,1.0,30.79
ON084006,Ernestown,Lennox and Addington ,ON,ON063008,"Bath, Village",Lennox,ON,CONTAINS,0.0089,0.0089,1.0,20.21
ON084006,Ernestown,Lennox and Addington ,ON,ON063007,Earnestown,Lennox,ON,SAME_AS,0.9911,0.9911,1.0,80.16
ON084007,Frederichsburgh,Lennox and Addington ,ON,ON063002,"Fredericksburgh, S",Lennox,ON,CONTAINS,0.4635,0.4635,1.0,73.24
ON084007,Frederichsburgh,Lennox and Addington ,ON,ON063003,"Fredericksburgh, N",Lennox,ON,CONTAINS,0.5365,0.5365,1.0,73.24
ON084010,Richmond,Lennox and Addington ,ON,ON063004,Richmond,Lennox,ON,SAME_AS,1.0,1.0,1.0,83.85
ON084011,Sheffield,Lennox and Addington ,ON,ON064003,Sheffield,Addington,ON,SAME_AS,1.0,1.0,1.0,88.62
ON084009,"Napanee, Village",Lennox and Addington ,ON,ON063005,"Napanee, Village",Lennox,ON,SAME_AS,1.0,1.0,1.0,83.85
ON085001,Caistor,Lincoln,ON,ON018004,Caistor,Monck,ON,SAME_AS,1.0,1.0,1.0,80.0
ON085002,Clinton,Lincoln,ON,ON021005,Clinton,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON085003,Gainsborough,Lincoln,ON,ON018005,Gainsborough,Monck,ON,SAME_AS,1.0,1.0,1.0,80.0
ON085004,Grantham,Lincoln,ON,ON021003,"Port Dalhousie, Village",Lincoln,ON,CONTAINS,0.0259,0.0259,1.0,48.06
ON085005,Grimsby,Lincoln,ON,ON021006,Grimsby,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON085006,Louth,Lincoln,ON,ON021004,Louth,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON085009,"St. Catherines, Town of",Lincoln,ON,ON021002,"St. Catherines, Town—Ville",Lincoln,ON,SAME_AS,1.0,1.0,1.0,87.14
ON085008,"Niagara, Town of",Lincoln,ON,ON020004,"Niagara, East Ward—Quartier",Niagara,ON,CONTAINS,0.5497,0.5497,1.0,40.1
ON085008,"Niagara, Town of",Lincoln,ON,ON020003,"Niagara, Centre Ward—Quartier",Niagara,ON,CONTAINS,0.2809,0.2809,1.0,38.51
ON085008,"Niagara, Town of",Lincoln,ON,ON020002,"Niagara, West Ward—Quartier",Niagara,ON,CONTAINS,0.1694,0.1694,1.0,40.1
ON086014,Westminster,Middlesex,ON,ON009001,Westminster,"Middlesex, East—Est",ON,SAME_AS,1.0,1.0,1.0,89.29
ON086001,Adelaide,Middlesex,ON,ON008001,Adelaide,"Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,88.0
ON086006,Lobo,Middlesex,ON,ON008004,Lobo,"Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,88.0
ON086002,Carradoc,Middlesex,ON,ON007005,Caradoc,"Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,83.33
ON086003,Delaware,Middlesex,ON,ON007007,Delaware,"Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,88.0
ON086005,Ekfrid,Middlesex,ON,ON007003,Ekfrid,"Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,88.0
ON086008,Metcalf,Middlesex,ON,ON007004,Metcalfe,"Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,83.33
ON086009,Mosa,Middlesex,ON,ON007002,"Wardsville, Village","Middlesex, West—Ouest",ON,CONTAINS,0.012,0.012,1.0,30.17
ON086009,Mosa,Middlesex,ON,ON007001,Mosa,"Middlesex, West—Ouest",ON,SAME_AS,0.988,0.988,1.0,88.0
ON086011,"Strathroy, Village",Middlesex,ON,ON007006,"Strathroy, Village","Middlesex, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,88.0
ON100013,Macauley and Draper,Victoria,ON,ON085009,Macaulay,Muskoka,ON,CONTAINS,0.3342,0.3342,1.0,44.3
ON100999,NO DATA,Victoria,ON,ON085010,Stephenson,Muskoka,ON,CONTAINS,0.1092,0.1092,1.0,24.47
ON100999,NO DATA,Victoria,ON,ON085011,"McLean, Brunel, Kidout, Franklin",Muskoka,ON,CONTAINS,0.4274,0.4281,0.9959,25.95
ON100999,NO DATA,Victoria,ON,ON085012,Lake Vernon,Muskoka,ON,CONTAINS,0.3422,0.3422,1.0,23.56
ON107000,Nipissing,Nipissing,ON,ON083001,"Madawaska, E","Nipissing, South—Sud",ON,CONTAINS,0.0244,0.0244,1.0,25.29
ON107000,Nipissing,Nipissing,ON,ON083003,Bonnechère,"Nipissing, South—Sud",ON,CONTAINS,0.0216,0.0216,1.0,33.36
ON107000,Nipissing,Nipissing,ON,ON083004,"Petawawa, S","Nipissing, South—Sud",ON,CONTAINS,0.0128,0.0128,1.0,32.62
ON107000,Nipissing,Nipissing,ON,ON083006,"Petawawa, Centre","Nipissing, South—Sud",ON,CONTAINS,0.0161,0.0161,1.0,29.82
ON107000,Nipissing,Nipissing,ON,ON084001,Rocher Capitaine,"Nipissing, North—Nord",ON,CONTAINS,0.0093,0.0093,1.0,40.4
ON107000,Nipissing,Nipissing,ON,ON082012,Head,"Renfrew, North—Nord",ON,CONTAINS,0.0041,0.0041,1.0,4.29
ON107000,Nipissing,Nipissing,ON,ON083002,"Madaouaska, W-O","Nipissing, South—Sud",ON,CONTAINS,0.054,0.054,1.0,24.45
ON107000,Nipissing,Nipissing,ON,ON083007,"Petawawa, W-O","Nipissing, South—Sud",ON,CONTAINS,0.0453,0.0453,1.0,24.98
ON107000,Nipissing,Nipissing,ON,ON083005,"Petawawa, N","Nipissing, South—Sud",ON,CONTAINS,0.0066,0.0066,1.0,32.62
ON107000,Nipissing,Nipissing,ON,ON084003,"Matawan, S","Nipissing, North—Nord",ON,CONTAINS,0.0182,0.0182,1.0,32.74
ON107000,Nipissing,Nipissing,ON,ON084002,Deux Rivières,"Nipissing, North—Nord",ON,CONTAINS,0.0093,0.0093,1.0,37.09
ON107000,Nipissing,Nipissing,ON,ON086002,Aumick Lake,Parry Sound,ON,CONTAINS,0.1015,0.1015,1.0,16.0
ON107000,Nipissing,Nipissing,ON,ON086001,The Sound,Parry Sound,ON,CONTAINS,0.0354,0.0354,1.0,24.56
ON107000,Nipissing,Nipissing,ON,ON086003,Maganetawan,Parry Sound,ON,CONTAINS,0.0635,0.0635,1.0,23.0
ON107000,Nipissing,Nipissing,ON,ON084009,Tamagamingue,"Nipissing, North—Nord",ON,CONTAINS,0.1203,0.1203,1.0,38.0
ON107000,Nipissing,Nipissing,ON,ON084004,"Mataouan, W-O","Nipissing, North—Nord",ON,CONTAINS,0.0687,0.0687,1.0,24.36
ON107000,Nipissing,Nipissing,ON,ON084005,"Matawan, N","Nipissing, North—Nord",ON,CONTAINS,0.0195,0.0195,1.0,32.74
ON107000,Nipissing,Nipissing,ON,ON084006,Jacko River,"Nipissing, North—Nord",ON,CONTAINS,0.0322,0.0322,1.0,25.0
ON107000,Nipissing,Nipissing,ON,ON084008,"Temiscamang, W-O","Nipissing, North—Nord",ON,CONTAINS,0.0665,0.0665,1.0,40.4
