person_id,dcb_url,dcb_url_en,dcb_url_fr,dcb_label_en,dcb_label_fr,in_cohort
lincs:YKOzJ59Kl8S,http://www.biographi.ca/en/bio/le_baillif_georges_1E.html,http://www.biographi.ca/en/bio/le_baillif_georges_1E.html,http://www.biographi.ca/fr/bio/le_baillif_georges_1F.html,English DCB biography of Georges Le Baillif,Biographie en anglais du DBC de Georges Le Baillif,0
lincs:YLfg6fP2MTq,http://www.biographi.ca/en/bio/kallihirua_8E.html,http://www.biographi.ca/en/bio/kallihirua_8E.html,http://www.biographi.ca/fr/bio/kallihirua_8F.html,English DCB biography of  Kallihirua,Biographie en anglais du DBC de  Kallihirua,1
lincs:YMGHGRLdWQ6,http://www.biographi.ca/en/bio/hantraye_claude_4E.html,http://www.biographi.ca/en/bio/hantraye_claude_4E.html,http://www.biographi.ca/fr/bio/hantraye_claude_4F.html,English DCB biography of Claude Hantraye,Biographie en anglais du DBC de Claude Hantraye,0
lincs:YN0cuGKhssB,http://www.biographi.ca/en/bio/niaqutiaq_15E.html,http://www.biographi.ca/en/bio/niaqutiaq_15E.html,http://www.biographi.ca/fr/bio/niaqutiaq_15F.html,English DCB biography of Niaqutiaq,,1
lincs:YNm7cWQEers,http://www.biographi.ca/en/bio/fleming_peter_8E.html,http://www.biographi.ca/en/bio/fleming_peter_8E.html,http://www.biographi.ca/fr/bio/fleming_peter_8F.html,French DCB biography of Peter Fleming,Biographie française du DBC de Peter Fleming,0
lincs:YObGUe2uqhA,http://www.biographi.ca/en/bio/damours_de_chauffours_louis_2E.html,http://www.biographi.ca/en/bio/damours_de_chauffours_louis_2E.html,http://www.biographi.ca/fr/bio/damours_de_chauffours_louis_2F.html,English DCB biography of Louis Damours de Chauffours,Biographie en anglais du DBC de Louis Damours de Chauffours,0
lincs:YQRnIC4pK5f,http://www.biographi.ca/en/bio/koutaoiliboe_2E.html,http://www.biographi.ca/en/bio/koutaoiliboe_2E.html,http://www.biographi.ca/fr/bio/koutaoiliboe_2F.html,English DCB biography of Koutaoiliboe,Biographie en anglais du DBC de  Koutaoiliboe,0
lincs:YR8Hj9IRVtw,http://www.biographi.ca/en/bio/lavoie_napoleon_16E.html,http://www.biographi.ca/en/bio/lavoie_napoleon_16E.html,http://www.biographi.ca/fr/bio/lavoie_napoleon_16F.html,English DCB biography of Napoléon Lavoie,Biographie en anglais du DBC de Napoléon Lavoie,1
lincs:YRRfd2RkPmq,http://www.biographi.ca/en/bio/dethunes_exupere_1E.html,http://www.biographi.ca/en/bio/dethunes_exupere_1E.html,http://www.biographi.ca/fr/bio/dethunes_exupere_1F.html,English DCB biography of Exupère Dethunes,Biographie en anglais du DBC de Exupère Dethunes,0
lincs:YRopYTYvGZd,http://www.biographi.ca/en/bio/smith_william_1821_97_12E.html,http://www.biographi.ca/en/bio/smith_william_1821_97_12E.html,http://www.biographi.ca/fr/bio/smith_william_1821_97_12F.html,French DCB biography of William Smith,Biographie française du DBC de William Smith,1
lincs:YTcAQ5XIVgK,http://www.biographi.ca/en/bio/rowell_sarah_alice_15E.html,http://www.biographi.ca/en/bio/rowell_sarah_alice_15E.html,http://www.biographi.ca/fr/bio/rowell_sarah_alice_15F.html,English DCB biography of Sarah Alice Rowell,,1
lincs:YU6956dphBp,http://www.biographi.ca/en/bio/winton_henry_9E.html,http://www.biographi.ca/en/bio/winton_henry_9E.html,http://www.biographi.ca/fr/bio/winton_henry_9F.html,French DCB biography of Henry Winton,Biographie française du DBC de Henry Winton,1
lincs:YUv8ff0FuXc,http://www.biographi.ca/en/bio/rondeau_jacques_philippe_urbain_3E.html,http://www.biographi.ca/en/bio/rondeau_jacques_philippe_urbain_3E.html,http://www.biographi.ca/fr/bio/rondeau_jacques_philippe_urbain_3F.html,French DCB biography of Jacques-Philippe-Urbain Rondeau,Biographie française du DBC de Jacques-Philippe-Urbain Rondeau,0
lincs:YVUSyZATvp2,http://www.biographi.ca/en/bio/murphy_michael_9E.html,http://www.biographi.ca/en/bio/murphy_michael_9E.html,http://www.biographi.ca/fr/bio/murphy_michael_9F.html,English DCB biography of Michael Murphy,Biographie en anglais du DBC de Michael Murphy,1
lincs:YWiXVwQSvEk,http://www.biographi.ca/en/bio/parent_louis_francois_7E.html,http://www.biographi.ca/en/bio/parent_louis_francois_7E.html,http://www.biographi.ca/fr/bio/parent_louis_francois_7F.html,French DCB biography of Louis-François Parent,Biographie française du DBC de Louis-François Parent,1
lincs:YYaP0N1BzHL,http://www.biographi.ca/en/bio/tonene_ignace_14E.html,http://www.biographi.ca/en/bio/tonene_ignace_14E.html,http://www.biographi.ca/fr/bio/tonene_ignace_14F.html,English DCB biography of Ignace Tonené,Biographie en anglais du DBC de Ignace Tonené,1
lincs:YZvN7o6Ieli,http://www.biographi.ca/en/bio/dennis_john_stoughton_1856_1938_16E.html,http://www.biographi.ca/en/bio/dennis_john_stoughton_1856_1938_16E.html,http://www.biographi.ca/fr/bio/dennis_john_stoughton_1856_1938_16F.html,English DCB biography of John Stoughton Dennis,Biographie en anglais du DBC de John Stoughton Dennis,1
lincs:Ya2cQrQAf2H,http://www.biographi.ca/en/bio/pienovi_angelo_7E.html,http://www.biographi.ca/en/bio/pienovi_angelo_7E.html,http://www.biographi.ca/fr/bio/pienovi_angelo_7F.html,English DCB biography of Angelo Pienovi,Biographie en anglais du DBC de Angelo Pienovi,0
lincs:YaHHT9BXVgu,http://www.biographi.ca/en/bio/bruyeres_john_4E.html,http://www.biographi.ca/en/bio/bruyeres_john_4E.html,http://www.biographi.ca/fr/bio/bruyeres_john_4F.html,French DCB biography of John Bruyères,Biographie française du DBC de John Bruyères,0
lincs:YaRYbrCh3yO,http://www.biographi.ca/en/bio/fonte_bartholomew_de_1E.html,http://www.biographi.ca/en/bio/fonte_bartholomew_de_1E.html,http://www.biographi.ca/fr/bio/fonte_bartholomew_de_1F.html,English DCB biography of Bartholomew de Fonte,,0
lincs:Yc1U1u23ugq,http://www.biographi.ca/en/bio/langford_edward_edwards_12E.html,http://www.biographi.ca/en/bio/langford_edward_edwards_12E.html,http://www.biographi.ca/fr/bio/langford_edward_edwards_12F.html,English DCB biography of Edward Edwards Langford,Biographie en anglais du DBC de Edward Edwards Langford,1
lincs:YezJlgU12Zb,http://www.biographi.ca/en/bio/burpee_richard_e_8E.html,http://www.biographi.ca/en/bio/burpee_richard_e_8E.html,http://www.biographi.ca/fr/bio/burpee_richard_e_8F.html,English DCB biography of Richard E. Burpee,,1
lincs:YjoVxiYmxZe,http://www.biographi.ca/en/bio/parisien_norbert_9E.html,http://www.biographi.ca/en/bio/parisien_norbert_9E.html,http://www.biographi.ca/fr/bio/parisien_norbert_9F.html,English DCB biography of Norbert Parisien,Biographie en anglais du DBC de Norbert Parisien,1
lincs:Yl8to1B1qXk,http://www.biographi.ca/en/bio/mowat_thomas_12E.html,http://www.biographi.ca/en/bio/mowat_thomas_12E.html,http://www.biographi.ca/fr/bio/mowat_thomas_12F.html,English DCB biography of Thomas Mowat,Biographie en anglais du DBC de Thomas Mowat,1
lincs:YlsQ3J9Ninh,http://www.biographi.ca/en/bio/ailleboust_de_cerry_philippe_marie_d_4E.html,http://www.biographi.ca/en/bio/ailleboust_de_cerry_philippe_marie_d_4E.html,http://www.biographi.ca/fr/bio/ailleboust_de_cerry_philippe_marie_d_4F.html,English DCB biography of Philippe-Marie d' Ailleboust de Cerry,Biographie en anglais du DBC de Philippe-Marie d' Ailleboust de Cerry,0
lincs:YmIKVahQFeY,http://www.biographi.ca/en/bio/gouentagrandi_2E.html,http://www.biographi.ca/en/bio/gouentagrandi_2E.html,http://www.biographi.ca/fr/bio/gouentagrandi_2F.html,English DCB biography of  Gouentagrandi,Biographie en anglais du DBC de  Gouentagrandi,0
lincs:YmL9AmsuWw2,http://www.biographi.ca/en/bio/stayner_thomas_allen_9E.html,http://www.biographi.ca/en/bio/stayner_thomas_allen_9E.html,http://www.biographi.ca/fr/bio/stayner_thomas_allen_9F.html,English DCB biography of Thomas Allen Stayner,Biographie en anglais du DBC de Thomas Allen Stayner,1
lincs:YmOwwciMyNR,http://www.biographi.ca/en/bio/munro_jessie_knox_15E.html,http://www.biographi.ca/en/bio/munro_jessie_knox_15E.html,http://www.biographi.ca/fr/bio/munro_jessie_knox_15F.html,English DCB biography of Jessie Knox Munro,,1
lincs:YmmUOPfPuVA,http://www.biographi.ca/en/bio/casgrain_pierre_6E.html,http://www.biographi.ca/en/bio/casgrain_pierre_6E.html,http://www.biographi.ca/fr/bio/casgrain_pierre_6F.html,English DCB biography of Pierre Casgrain,Biographie en anglais du DBC de Pierre Casgrain,0
lincs:YoScyKO88hK,http://www.biographi.ca/en/bio/walker_william_1792_4E.html,http://www.biographi.ca/en/bio/walker_william_1792_4E.html,http://www.biographi.ca/fr/bio/walker_william_1792_4F.html,English DCB biography of William Walker,Biographie en anglais du DBC de William Walker,0
lincs:YpBex8WOFfV,http://www.biographi.ca/en/bio/gordon_edward_john_9E.html,http://www.biographi.ca/en/bio/gordon_edward_john_9E.html,http://www.biographi.ca/fr/bio/gordon_edward_john_9F.html,English DCB biography of Edward John Gordon,Biographie en anglais du DBC de Edward John Gordon,1
lincs:YpS0szHo976,http://www.biographi.ca/en/bio/ailleboust_d_argenteuil_pierre_d_2E.html,http://www.biographi.ca/en/bio/ailleboust_d_argenteuil_pierre_d_2E.html,http://www.biographi.ca/fr/bio/ailleboust_d_argenteuil_pierre_d_2F.html,English DCB biography of Pierre d' Ailleboust d'Argenteuil,Biographie en anglais du DBC de Pierre d' Ailleboust d'Argenteuil,0
lincs:YphT5Md2Chs,http://www.biographi.ca/en/bio/chiniquay_john_13E.html,http://www.biographi.ca/en/bio/chiniquay_john_13E.html,http://www.biographi.ca/fr/bio/chiniquay_john_13F.html,French DCB biography of John Chiniquay,Biographie française du DBC de John Chiniquay,0
lincs:YqKUxatzIPm,http://www.biographi.ca/en/bio/heck_samuel_7E.html,http://www.biographi.ca/en/bio/heck_samuel_7E.html,http://www.biographi.ca/fr/bio/heck_samuel_7F.html,English DCB biography of Samuel Heck,Biographie en anglais du DBC de Samuel Heck,0
lincs:YtXC20we4aw,http://www.biographi.ca/en/bio/paquet_joseph_marie_9E.html,http://www.biographi.ca/en/bio/paquet_joseph_marie_9E.html,http://www.biographi.ca/fr/bio/paquet_joseph_marie_9F.html,English DCB biography of Joseph-Marie Paquet,Biographie en anglais du DBC de Joseph-Marie Paquet,1
lincs:Yu13BgdPIzF,http://www.biographi.ca/en/bio/labelle_ida_13E.html,http://www.biographi.ca/en/bio/labelle_ida_13E.html,http://www.biographi.ca/fr/bio/labelle_ida_13F.html,English DCB biography of Ida Labelle,Biographie en anglais du DBC de Ida Labelle,1
lincs:YusZYRsV1o2,http://www.biographi.ca/en/bio/mccowen_john_roche_13E.html,http://www.biographi.ca/en/bio/mccowen_john_roche_13E.html,http://www.biographi.ca/fr/bio/mccowen_john_roche_13F.html,English DCB biography of John Roche McCowen,Biographie en anglais du DBC de John Roche McCowen,1
lincs:YvlOtd0YZS2,http://www.biographi.ca/en/bio/michaud_joseph_1841_1903_13E.html,http://www.biographi.ca/en/bio/michaud_joseph_1841_1903_13E.html,http://www.biographi.ca/fr/bio/michaud_joseph_1841_1903_13F.html,English DCB biography of Joseph Michaud,Biographie en anglais du DBC de Joseph Michaud,1
lincs:YwCSYZOrG5t,http://www.biographi.ca/en/bio/gregory_francis_brooke_16E.html,http://www.biographi.ca/en/bio/gregory_francis_brooke_16E.html,http://www.biographi.ca/fr/bio/gregory_francis_brooke_16F.html,English DCB biography of Francis Brooke Gregory,Biographie en anglais du DBC de Francis Brooke Gregory,1
lincs:YwbThVqIdsX,http://www.biographi.ca/en/bio/saint_germain_jean_baptiste_9E.html,http://www.biographi.ca/en/bio/saint_germain_jean_baptiste_9E.html,http://www.biographi.ca/fr/bio/saint_germain_jean_baptiste_9F.html,English DCB biography of Jean-Baptiste Saint-Germain,Biographie en anglais du DBC de Jean-Baptiste Saint-Germain,1
lincs:YxGItzC9CCl,http://www.biographi.ca/en/bio/malhiot_edouard_elisee_10E.html,http://www.biographi.ca/en/bio/malhiot_edouard_elisee_10E.html,http://www.biographi.ca/fr/bio/malhiot_edouard_elisee_10F.html,English DCB biography of Édouard-Élisée Malhiot,Biographie en anglais du DBC de Édouard-Élisée Malhiot,1
lincs:Yxt4JLCMNfg,http://www.biographi.ca/en/bio/leith_james_7E.html,http://www.biographi.ca/en/bio/leith_james_7E.html,http://www.biographi.ca/fr/bio/leith_james_7F.html,English DCB biography of James Leith,Biographie en anglais du DBC de James Leith,0
lincs:Yyjnnn9ZKNy,http://www.biographi.ca/en/bio/chenneque_martin_6E.html,http://www.biographi.ca/en/bio/chenneque_martin_6E.html,http://www.biographi.ca/fr/bio/chenneque_martin_6F.html,English DCB biography of Martin Chenneque,Biographie en anglais du DBC de Martin Chenneque,0
lincs:Z1TxgXT8hoK,http://www.biographi.ca/en/bio/mcknight_alexander_12E.html,http://www.biographi.ca/en/bio/mcknight_alexander_12E.html,http://www.biographi.ca/fr/bio/mcknight_alexander_12F.html,English DCB biography of Alexander McKnight,Biographie en anglais du DBC de Alexander McKnight,1
lincs:Z2YF0Z3Xrzs,http://www.biographi.ca/en/bio/ohonsiowanne_2E.html,http://www.biographi.ca/en/bio/ohonsiowanne_2E.html,http://www.biographi.ca/fr/bio/ohonsiowanne_2F.html,English DCB biography of Ohonsiowanne,,0
lincs:Z2d8RZccK5U,http://www.biographi.ca/en/bio/starkman_besha_15E.html,http://www.biographi.ca/en/bio/starkman_besha_15E.html,http://www.biographi.ca/fr/bio/starkman_besha_15F.html,English DCB biography of Besha Starkman,Biographie en anglais du DBC de Besha Starkman,1
lincs:Z5N4MA88bJz,http://www.biographi.ca/en/bio/hwistesmetxe_qen_8E.html,http://www.biographi.ca/en/bio/hwistesmetxe_qen_8E.html,http://www.biographi.ca/fr/bio/hwistesmetxe_qen_8F.html,French DCB biography of Hwistesmetxē ́Qen,Biographie française du DBC de  Hwistesmetxē ́Qen,0
lincs:Z6uaRHxiOcM,http://www.biographi.ca/en/bio/drummond_george_edward_14E.html,http://www.biographi.ca/en/bio/drummond_george_edward_14E.html,http://www.biographi.ca/fr/bio/drummond_george_edward_14F.html,English DCB biography of George Edward Drummond,Biographie en anglais du DBC de George Edward Drummond,1
lincs:Z734XIel45C,http://www.biographi.ca/en/bio/huestis_george_oxley_13E.html,http://www.biographi.ca/en/bio/huestis_george_oxley_13E.html,http://www.biographi.ca/fr/bio/huestis_george_oxley_13F.html,English DCB biography of George Oxley Huestis,Biographie en anglais du DBC de George Oxley Huestis,1
lincs:Z9CrYU6xhTT,http://www.biographi.ca/en/bio/aleyrac_jean_baptiste_d_4E.html,http://www.biographi.ca/en/bio/aleyrac_jean_baptiste_d_4E.html,http://www.biographi.ca/fr/bio/aleyrac_jean_baptiste_d_4F.html,English DCB biography of Jean-Baptiste d' Aleyrac,Biographie en anglais du DBC de Jean-Baptiste d' Aleyrac,0
lincs:Z9l8Aa7RdFI,http://www.biographi.ca/en/bio/washington_john_2E.html,http://www.biographi.ca/en/bio/washington_john_2E.html,http://www.biographi.ca/fr/bio/washington_john_2F.html,English DCB biography of John Washington,Biographie en anglais du DBC de John Washington,0
lincs:ZBNzMFAwfCH,http://www.biographi.ca/en/bio/rexford_elson_irving_16E.html,http://www.biographi.ca/en/bio/rexford_elson_irving_16E.html,http://www.biographi.ca/fr/bio/rexford_elson_irving_16F.html,English DCB biography of Elson Irving Rexford,Biographie en anglais du DBC de Elson Irving Rexford,1
lincs:ZBopFHD2aGJ,http://www.biographi.ca/en/bio/roy_thomas_7E.html,http://www.biographi.ca/en/bio/roy_thomas_7E.html,http://www.biographi.ca/fr/bio/roy_thomas_7F.html,French DCB biography of Thomas Roy,Biographie française du DBC de Thomas Roy,0
lincs:ZCCWN2RNrJY,http://www.biographi.ca/en/bio/finlayson_nicol_10E.html,http://www.biographi.ca/en/bio/finlayson_nicol_10E.html,http://www.biographi.ca/fr/bio/finlayson_nicol_10F.html,French DCB biography of Nicol Finlayson,Biographie française du DBC de Nicol Finlayson,1
lincs:ZDC5QaNbB8C,http://www.biographi.ca/en/bio/trahan_gregoire_5E.html,http://www.biographi.ca/en/bio/trahan_gregoire_5E.html,http://www.biographi.ca/fr/bio/trahan_gregoire_5F.html,English DCB biography of Grégoire Trahan,,0
lincs:ZDEOyVeBkgo,http://www.biographi.ca/en/bio/deguise_girard_guillaume_3E.html,http://www.biographi.ca/en/bio/deguise_girard_guillaume_3E.html,http://www.biographi.ca/fr/bio/deguise_girard_guillaume_3F.html,English DCB biography of Girard-Guillaume Deguise,Biographie en anglais du DBC de Girard-Guillaume Deguise,0
lincs:ZDqlQcS7N2I,http://www.biographi.ca/en/bio/bown_john_campbell_ferrie_16E.html,http://www.biographi.ca/en/bio/bown_john_campbell_ferrie_16E.html,http://www.biographi.ca/fr/bio/bown_john_campbell_ferrie_16F.html,French DCB biography of John Campbell Ferrie Bown,Biographie française du DBC de John Campbell Ferrie Bown,1
lincs:ZF1JsrwYQtP,http://www.biographi.ca/en/bio/maclean_duncan_8E.html,http://www.biographi.ca/en/bio/maclean_duncan_8E.html,http://www.biographi.ca/fr/bio/maclean_duncan_8F.html,English DCB biography of Duncan Maclean,Biographie en anglais du DBC de Duncan Maclean,1
lincs:ZGXQKdXarxV,http://www.biographi.ca/en/bio/harvey_alexander_11E.html,http://www.biographi.ca/en/bio/harvey_alexander_11E.html,http://www.biographi.ca/fr/bio/harvey_alexander_11F.html,English DCB biography of Alexander Harvey,Biographie en anglais du DBC de Alexander Harvey,1
lincs:ZHNaqoCSCbP,http://www.biographi.ca/en/bio/guitte_p_j_9E.html,http://www.biographi.ca/en/bio/guitte_p_j_9E.html,http://www.biographi.ca/fr/bio/guitte_p_j_9F.html,English DCB biography of P.-J. Guitté,Biographie en anglais du DBC de P.-J. Guitté,0
lincs:ZLtmqV1SrwI,http://www.biographi.ca/en/bio/mccord_william_king_8E.html,http://www.biographi.ca/en/bio/mccord_william_king_8E.html,http://www.biographi.ca/fr/bio/mccord_william_king_8F.html,English DCB biography of William King McCord,Biographie en anglais du DBC de William King McCord,1
lincs:ZNgQQyZ7gkL,http://www.biographi.ca/en/bio/hamilton_andrew_1E.html,http://www.biographi.ca/en/bio/hamilton_andrew_1E.html,http://www.biographi.ca/fr/bio/hamilton_andrew_1F.html,English DCB biography of Andrew Hamilton,,0
lincs:ZOnSN5rlYnr,http://www.biographi.ca/en/bio/magill_robert_15E.html,http://www.biographi.ca/en/bio/magill_robert_15E.html,http://www.biographi.ca/fr/bio/magill_robert_15F.html,English DCB biography of Robert Magill,Biographie en anglais du DBC de Robert Magill,1
lincs:ZPNVqTwKa9W,http://www.biographi.ca/en/bio/durie_william_smith_11E.html,http://www.biographi.ca/en/bio/durie_william_smith_11E.html,http://www.biographi.ca/fr/bio/durie_william_smith_11F.html,English DCB biography of William Smith Durie,Biographie en anglais du DBC de William Smith Durie,1
lincs:ZPiemuExZjM,http://www.biographi.ca/en/bio/brown_frederick_7E.html,http://www.biographi.ca/en/bio/brown_frederick_7E.html,http://www.biographi.ca/fr/bio/brown_frederick_7F.html,English DCB biography of Frederick Brown,Biographie en anglais du DBC de Frederick Brown,0
lincs:ZQXKgpw3w8s,http://www.biographi.ca/en/bio/panton_george_5E.html,http://www.biographi.ca/en/bio/panton_george_5E.html,http://www.biographi.ca/fr/bio/panton_george_5F.html,French DCB biography of George Panton,Biographie française du DBC de George Panton,0
lincs:ZUrcKhR0LHz,http://www.biographi.ca/en/bio/lejeune_marie_henriette_8E.html,http://www.biographi.ca/en/bio/lejeune_marie_henriette_8E.html,http://www.biographi.ca/fr/bio/lejeune_marie_henriette_8F.html,English DCB biography of Marie-Henriette Lejeune,Biographie en anglais du DBC de Marie-Henriette Lejeune,1
lincs:ZVGZhSHT0Qn,http://www.biographi.ca/en/bio/godefroy_de_tonnancour_charles_antoine_1698_1757_3E.html,http://www.biographi.ca/en/bio/godefroy_de_tonnancour_charles_antoine_1698_1757_3E.html,http://www.biographi.ca/fr/bio/godefroy_de_tonnancour_charles_antoine_1698_1757_3F.html,English DCB biography of Charles-Antoine Godefroy de Tonnancour,Biographie en anglais du DBC de Charles-Antoine Godefroy de Tonnancour,0
lincs:ZYYaCcJTAC0,http://www.biographi.ca/en/bio/dease_john_5E.html,http://www.biographi.ca/en/bio/dease_john_5E.html,http://www.biographi.ca/fr/bio/dease_john_5F.html,English DCB biography of John Dease,Biographie en anglais du DBC de John Dease,0
lincs:ZbLyMOFavBV,http://www.biographi.ca/en/bio/bell_gordon_15E.html,http://www.biographi.ca/en/bio/bell_gordon_15E.html,http://www.biographi.ca/fr/bio/bell_gordon_15F.html,English DCB biography of Gordon Bell,,1
lincs:ZbanrybmTzQ,http://www.biographi.ca/en/bio/wells_joseph_8E.html,http://www.biographi.ca/en/bio/wells_joseph_8E.html,http://www.biographi.ca/fr/bio/wells_joseph_8F.html,English DCB biography of Joseph Wells,Biographie en anglais du DBC de Joseph Wells,1
lincs:ZfHHS4MUPZ7,http://www.biographi.ca/en/bio/renaud_pierre_4E.html,http://www.biographi.ca/en/bio/renaud_pierre_4E.html,http://www.biographi.ca/fr/bio/renaud_pierre_4F.html,French DCB biography of Pierre Renaud,Biographie française du DBC de Pierre Renaud,0
lincs:ZgQquXgrzy1,http://www.biographi.ca/en/bio/weir_william_13E.html,http://www.biographi.ca/en/bio/weir_william_13E.html,http://www.biographi.ca/fr/bio/weir_william_13F.html,English DCB biography of William Weir,Biographie en anglais du DBC de William Weir,1
lincs:ZgzQOhntcpr,http://www.biographi.ca/en/bio/arraud_jacques_victor_10E.html,http://www.biographi.ca/en/bio/arraud_jacques_victor_10E.html,http://www.biographi.ca/fr/bio/arraud_jacques_victor_10F.html,English DCB biography of Jacques-Victor Arraud,Biographie en anglais du DBC de Jacques-Victor Arraud,1
lincs:ZiigjGkBG3i,http://www.biographi.ca/en/bio/courreaud_de_la_coste_pierre_4E.html,http://www.biographi.ca/en/bio/courreaud_de_la_coste_pierre_4E.html,http://www.biographi.ca/fr/bio/courreaud_de_la_coste_pierre_4F.html,English DCB biography of Pierre Courreaud de la Coste,Biographie en anglais du DBC de Pierre Courreaud de la Coste,0
lincs:ZioZU91YTBe,http://www.biographi.ca/en/bio/jenkins_james_francis_16E.html,http://www.biographi.ca/en/bio/jenkins_james_francis_16E.html,http://www.biographi.ca/fr/bio/jenkins_james_francis_16F.html,English DCB biography of James Francis Jenkins,Biographie en anglais du DBC de James Francis Jenkins,1
lincs:Zjihx4bT8Yt,http://www.biographi.ca/en/bio/gill_joseph_louis_4E.html,http://www.biographi.ca/en/bio/gill_joseph_louis_4E.html,http://www.biographi.ca/fr/bio/gill_joseph_louis_4F.html,English DCB biography of Joseph-Louis Gill,Biographie en anglais du DBC de Joseph-Louis Gill,0
lincs:ZkVEGFyFWhE,http://www.biographi.ca/en/bio/gallant_xavier_5E.html,http://www.biographi.ca/en/bio/gallant_xavier_5E.html,http://www.biographi.ca/fr/bio/gallant_xavier_5F.html,English DCB biography of Xavier Gallant,Biographie en anglais du DBC de Xavier Gallant,0
lincs:ZkfaAHyAuCg,http://www.biographi.ca/en/bio/gibb_benaiah_6E.html,http://www.biographi.ca/en/bio/gibb_benaiah_6E.html,http://www.biographi.ca/fr/bio/gibb_benaiah_6F.html,English DCB biography of Benaiah Gibb,Biographie en anglais du DBC de Benaiah Gibb,0
lincs:Zm2jjiNrwFM,http://www.biographi.ca/en/bio/melancon_marie_venerande_5E.html,http://www.biographi.ca/en/bio/melancon_marie_venerande_5E.html,http://www.biographi.ca/fr/bio/melancon_marie_venerande_5F.html,English DCB biography of Marie-Vénérande Melançon,,0
lincs:ZoEe2elTsHs,http://www.biographi.ca/en/bio/yates_horatio_11E.html,http://www.biographi.ca/en/bio/yates_horatio_11E.html,http://www.biographi.ca/fr/bio/yates_horatio_11F.html,French DCB biography of Horatio Yates,Biographie française du DBC de Horatio Yates,1
lincs:ZqDrTqvTBPA,http://www.biographi.ca/en/bio/foucher_francois_3E.html,http://www.biographi.ca/en/bio/foucher_francois_3E.html,http://www.biographi.ca/fr/bio/foucher_francois_3F.html,English DCB biography of François Foucher,Biographie en anglais du DBC de François Foucher,0
lincs:ZrhA7DFpk0z,http://www.biographi.ca/en/bio/glode_charles_8E.html,http://www.biographi.ca/en/bio/glode_charles_8E.html,http://www.biographi.ca/fr/bio/glode_charles_8F.html,English DCB biography of Charles Glode,Biographie en anglais du DBC de Charles Glode,1
lincs:ZsFSufANrqe,http://www.biographi.ca/en/bio/mccausland_joseph_13E.html,http://www.biographi.ca/en/bio/mccausland_joseph_13E.html,http://www.biographi.ca/fr/bio/mccausland_joseph_13F.html,French DCB biography of Joseph McCausland,Biographie française du DBC de Joseph McCausland,1
lincs:ZsvXUQU2Pgn,http://www.biographi.ca/en/bio/colclough_caesar_6E.html,http://www.biographi.ca/en/bio/colclough_caesar_6E.html,http://www.biographi.ca/fr/bio/colclough_caesar_6F.html,English DCB biography of Cæsar Colclough,Biographie en anglais du DBC de Cæsar Colclough,0
lincs:ZteWCsCzM6l,http://www.biographi.ca/en/bio/hache_juste_12E.html,http://www.biographi.ca/en/bio/hache_juste_12E.html,http://www.biographi.ca/fr/bio/hache_juste_12F.html,English DCB biography of Juste Haché,Biographie en anglais du DBC de Juste Haché,1
lincs:ZtfwPvmrrR1,http://www.biographi.ca/en/bio/chabrand_delisle_david_4E.html,http://www.biographi.ca/en/bio/chabrand_delisle_david_4E.html,http://www.biographi.ca/fr/bio/chabrand_delisle_david_4F.html,English DCB biography of David Chabrand Delisle,Biographie en anglais du DBC de David Chabrand Delisle,0
lincs:ZtkEqYBay23,http://www.biographi.ca/en/bio/carey_daniel_11E.html,http://www.biographi.ca/en/bio/carey_daniel_11E.html,http://www.biographi.ca/fr/bio/carey_daniel_11F.html,English DCB biography of Daniel Carey,Biographie en anglais du DBC de Daniel Carey,1
lincs:Zu1WcuPLyYS,http://www.biographi.ca/en/bio/vincent_3E.html,http://www.biographi.ca/en/bio/vincent_3E.html,http://www.biographi.ca/fr/bio/vincent_3F.html,English DCB biography of Vincent,Biographie en anglais du DBC de  Vincent,0
lincs:ZuvLlVD6ziv,http://www.biographi.ca/en/bio/dorion_francois_xavier_jules_16E.html,http://www.biographi.ca/en/bio/dorion_francois_xavier_jules_16E.html,http://www.biographi.ca/fr/bio/dorion_francois_xavier_jules_16F.html,English DCB biography of François-Xavier-Jules Dorion,Biographie en anglais du DBC de François-Xavier-Jules Dorion,1
lincs:ZvfNZeVLhD5,http://www.biographi.ca/en/bio/hazlewood_samuel_10E.html,http://www.biographi.ca/en/bio/hazlewood_samuel_10E.html,http://www.biographi.ca/fr/bio/hazlewood_samuel_10F.html,English DCB biography of Samuel Hazlewood,,1
lincs:ZwXHuRWXl6u,http://www.biographi.ca/en/bio/lanctot_magloire_10E.html,http://www.biographi.ca/en/bio/lanctot_magloire_10E.html,http://www.biographi.ca/fr/bio/lanctot_magloire_10F.html,English DCB biography of Magloire Lanctôt,Biographie en anglais du DBC de Magloire Lanctôt,1
lincs:ZxGQyMwZPOM,http://www.biographi.ca/en/bio/isabeau_michel_philippe_2E.html,http://www.biographi.ca/en/bio/isabeau_michel_philippe_2E.html,http://www.biographi.ca/fr/bio/isabeau_michel_philippe_2F.html,English DCB biography of Michel-Philippe Isabeau,Biographie en anglais du DBC de Michel-Philippe Isabeau,0
lincs:ZzFD8COsjG2,http://www.biographi.ca/en/bio/byron_frances_dalrymple_16E.html,http://www.biographi.ca/en/bio/byron_frances_dalrymple_16E.html,http://www.biographi.ca/fr/bio/byron_frances_dalrymple_16F.html,English DCB biography of Frances Dalrymple Byron,Biographie en anglais du DBC de Frances Dalrymple Byron,1
