confidence,dcb_birthYear,dcb_birthplace_buckets,dcb_deathYear,dcb_name,dcb_personId,dcb_url_en,locality_conflict,match_status,matched_age,matched_chain,matched_name,matched_uid,n_candidates
medium_no_birthplace,1824,,1913,John Lowe,lincs:kVZmxm7Hox7,http://www.biographi.ca/en/bio/lowe_john_14E.html,,ambiguous,,,,,3
medium_no_birthplace,1850,,1927,Elzéar Charest,lincs:kVqIFu5OCkV,http://www.biographi.ca/en/bio/charest_elzear_15E.html,,matched,30,PLACE_QC187002,elzear charest,500804024,1
,1830,,1902,Charles Henry Danielle,lincs:kYsF4wYLCcT,http://www.biographi.ca/en/bio/danielle_charles_henry_13E.html,,no_match,,,,,0
high,1830,prince edward island,1889,Angus McDonald,lincs:kbGrHZlnFC2,http://www.biographi.ca/en/bio/mcdonald_angus_1830_89_11E.html,,ambiguous,,,,,8
,1844,,1924,Isidore-Joseph-Amédée Marsan,lincs:kdVLy1s4txR,http://www.biographi.ca/en/bio/marsan_isidore_joseph_amedee_15E.html,,no_match,,,,,0
medium_no_birthplace,1827,,1907,Philip Simpson Ross,lincs:keJXQyF3QEF,http://www.biographi.ca/en/bio/ross_philip_simpson_13E.html,,ambiguous,,,,,2
high,1843,quebec,1895,Cléophas Rochette,lincs:kf9c0fZ1X5P,http://www.biographi.ca/en/bio/rochette_cleophas_12E.html,,matched,38,PLACE_QC188001,cleophas rochette,490504110,1
,1833,,1911, Chula,lincs:kpThzMsQiLU,http://www.biographi.ca/en/bio/chula_14E.html,,no_lastname,,,,,0
high,1849,ontario,1929,Hugh McKellar,lincs:ksxIHVld5pS,http://www.biographi.ca/en/bio/mckellar_hugh_15E.html,,matched,32,PLACE_ON128012,hugh mckellar,1080301919,1
,1834,,1922,Aurélie Lesaulnier,lincs:ktoPGusoQJC,http://www.biographi.ca/en/bio/lesaulnier_aurelie_15E.html,,no_match,,,,,0
,1805,,1886,Robert McBeath,lincs:kyM9tKKNdeV,http://www.biographi.ca/en/bio/mcbeath_robert_11E.html,,no_match,,,,,0
high,1840,ontario,1929,Eliza Jane Creighton,lincs:l0f8ZBKgmmC,http://www.biographi.ca/en/bio/creighton_eliza_jane_15E.html,,matched,41,PLACE_ON171001,elizabeth creighton,1092303508,1
,1840,new brunswick,1927,Henry A. Braithwaite,lincs:l0xqNZLJANo,http://www.biographi.ca/en/bio/braithwaite_henry_a_15E.html,,no_match,,,,,0
medium_no_birthplace,1826,,1881,Walter M. Buck,lincs:l66ALOzD90S,http://www.biographi.ca/en/bio/buck_walter_m_11E.html,,matched,54,PLACE_NB024003_1881,walter buck,230801823,1
high,1835,ontario,1907,Thomas Vincent,lincs:l7FigLKUOK6,http://www.biographi.ca/en/bio/vincent_thomas_1835_1907_13E.html,,no_match,,,,,0
,1810,british columbia,1894, Eda'nsa,lincs:l96YcDgPJcb,http://www.biographi.ca/en/bio/eda_nsa_12E.html,,no_lastname,,,,,0
medium_no_birthplace,1831,,1900,James Robertson,lincs:l9XbVJb5oN7,http://www.biographi.ca/en/bio/robertson_james_1831_1900_12E.html,,ambiguous,,,,,13
,1862,,1926,Alfred Edward Burke,lincs:lDAhWI7VLyo,http://www.biographi.ca/en/bio/burke_alfred_edward_15E.html,,no_match,,,,,0
high,1845,ireland,1899,Thomas Winning Dyas,lincs:lGhjtv8ZxPE,http://www.biographi.ca/en/bio/dyas_thomas_winning_12E.html,,matched,36,PLACE_ON120001,thos dyas,860315318,1
high,1858,ontario,1928,Charles Coursolles McCaul,lincs:lJNgt7lb1t7,http://www.biographi.ca/en/bio/mccaul_charles_coursolles_15E.html,,matched,22,PLACE_ON134003_1881,charles mccaul,850500606,1
medium_no_birthplace,1862,,1923,Harry Alden Richardson,lincs:lQCNFgK9YBx,http://www.biographi.ca/en/bio/richardson_harry_alden_15E.html,,ambiguous,,,,,3
,1835,,1903,James Maria McGuckin,lincs:lVmkspiJD0o,http://www.biographi.ca/en/bio/mcguckin_james_maria_13E.html,,no_match,,,,,0
,1849,,1915,James Speakman,lincs:ldhcYeaFWK5,http://www.biographi.ca/en/bio/speakman_james_14E.html,,no_match,,,,,0
medium_no_birthplace,1813,,1894,James Stevenson,lincs:lfoDEtEf8rD,http://www.biographi.ca/en/bio/stevenson_james_12E.html,,ambiguous,,,,,2
medium_no_birthplace,1818,,1887,Alfred Brunel,lincs:lkXehm9d1Er,http://www.biographi.ca/en/bio/brunel_alfred_11E.html,,matched,63,PLACE_ON100007,alfred brunel,681601603,1
medium_no_birthplace,1804,,,James Purcell,lincs:ll1TJjDQMVQ,http://www.biographi.ca/en/bio/purcell_james_8E.html,,matched,76,PLACE_NS011027,james purcell,80400407,1
medium_no_birthplace,1865,,1927,Joseph-Narcisse Perrault,lincs:lmtFe34mIaC,http://www.biographi.ca/en/bio/perrault_joseph_narcisse_15E.html,,ambiguous,,,,,19
,1831,,1903,George Adkin Hartley,lincs:lodBpYgLVMX,http://www.biographi.ca/en/bio/hartley_george_adkin_13E.html,,no_match,,,,,0
,1858,ontario,1920,Thomas Nathaniel Willing,lincs:loid1Li1Jxz,http://www.biographi.ca/en/bio/willing_thomas_nathaniel_14E.html,,no_match,,,,,0
medium_no_birthplace,1833,,1898,John Leonard Harris,lincs:lpX1kDNugkZ,http://www.biographi.ca/en/bio/harris_john_leonard_12E.html,,ambiguous,,,,,8
medium_no_birthplace,1852,,1914,John Bolingbroke Sparrow,lincs:lpy1d9kbMUu,http://www.biographi.ca/en/bio/sparrow_john_bolingbroke_14E.html,,ambiguous,,,,,3
medium_no_birthplace,1845,,1921,George Washington Smith,lincs:luXHGA5xcmi,http://www.biographi.ca/en/bio/smith_george_washington_15E.html,,ambiguous,,,,,73
medium_no_birthplace,1859,,1912,Isabella Hendry Macmillan,lincs:lvKNPYbd1gx,http://www.biographi.ca/en/bio/macmillan_isabella_hendry_14E.html,,ambiguous,,,,,9
medium_no_birthplace,1829,,1901,William Flannery,lincs:lwHOgDILYKZ,http://www.biographi.ca/en/bio/flannery_william_13E.html,,matched,51,PLACE_ON109008_1881,william flannery,1042404218,1
medium_no_birthplace,1859,,1932,Joseph-Narcisse Dupuis,lincs:m0ZfssDe94O,http://www.biographi.ca/en/bio/dupuis_joseph_narcisse_16E.html,,ambiguous,,,,,15
high,1851,ontario,1930,John Alexander MacDonell,lincs:m15h4qPvRCh,http://www.biographi.ca/en/bio/macdonell_john_alexander_15E.html,,ambiguous,,,,,4
medium_no_birthplace,1863,,1910,C. Bruce MacDougall,lincs:m2zDqfFIspD,http://www.biographi.ca/en/bio/macdougall_c_bruce_13E.html,,ambiguous,,,,,24
,1831,,1912,H’Damani,lincs:m47Q1m5TmeW,http://www.biographi.ca/en/bio/h_damani_14E.html,,no_lastname,,,,,0
medium_no_birthplace,1847,,1922,John Joseph Wright,lincs:m4LxYraxsSm,http://www.biographi.ca/en/bio/wright_john_joseph_15E.html,,ambiguous,,,,,25
high,1828,england,1895,George Cornish,lincs:m5y2jWC6pr3,http://www.biographi.ca/en/bio/cornish_george_12E.html,,matched,53,PLACE_QC180001,george cornish,590103007,1
,1828,,1889, KamĪyistowesit,lincs:m7bBc2yJsnf,http://www.biographi.ca/en/bio/kamiyistowesit_11E.html,,no_lastname,,,,,0
,1864,,1902,Gilbert Favel,lincs:mAI2KM4xCdm,http://www.biographi.ca/en/bio/favel_gilbert_13E.html,,no_match,,,,,0
medium_no_birthplace,1841,,1934,John Redpath Dougall,lincs:mFWuuGXUKs6,http://www.biographi.ca/en/bio/dougall_john_redpath_16E.html,,ambiguous,,,,,2
,1825,,1902,Edwin Delevan Tillson,lincs:mPjGGfdVOMq,http://www.biographi.ca/en/bio/tillson_edwin_delevan_13E.html,,no_match,,,,,0
medium_no_birthplace,1858,,1932,Dorimène Desjardins,lincs:mRQ6VXH7zqf,http://www.biographi.ca/en/bio/desjardins_dorimene_16E.html,,matched,22,PLACE_QC066014,doriene desjardins,311216009,1
high,1812,nova scotia;scotland,1899,George Edward Fenety,lincs:meeHz7uom2O,http://www.biographi.ca/en/bio/fenety_george_edward_12E.html,,matched,68,PLACE_NB025006,george fenety,202304112,1
high,1837,quebec,1920,Malvina Gagné,lincs:mfZKoxhglqc,http://www.biographi.ca/en/bio/gagne_malvina_14E.html,,matched,43,PLACE_QC187005,malvina gagne,500501219,1
,1831,,1910,Julie Gaudry,lincs:mhWfDjLnrjw,http://www.biographi.ca/en/bio/gaudry_julie_13E.html,,no_match,,,,,0
,1820,,1883,Nazaire Leclerc,lincs:mn2LsM9DIg7,http://www.biographi.ca/en/bio/leclerc_nazaire_11E.html,,no_match,,,,,0
medium_no_birthplace,1847,,1914,Dougald Robert Boyle,lincs:mqAKi5maY5w,http://www.biographi.ca/en/bio/boyle_dougald_robert_14E.html,,matched,33,PLACE_NS018003_1871,dougald boyle,61604401,1
,1863,newfoundland,1940,John William Froude,lincs:msDyYlX4c6a,http://www.biographi.ca/en/bio/froude_john_william_16E.html,,no_match,,,,,0
high,1836,ontario,1917,Nathan Fellowes Dupuis,lincs:msyi3s24HX7,http://www.biographi.ca/en/bio/dupuis_nathan_fellowes_14E.html,,matched,44,PLACE_ON077007,nathan dupuis,742602917,1
high,1855,ontario,1930,Elisha Frederick Hutchings,lincs:mtrGrpa9g9K,http://www.biographi.ca/en/bio/hutchings_elisha_frederick_15E.html,,matched,25,PLACE_MB183003,elisha hutchings,1213300620,1
medium_no_birthplace,1850,,1917,Edward Black Greenshields,lincs:n2LswuVycH0,http://www.biographi.ca/en/bio/greenshields_edward_black_14E.html,,matched,31,PLACE_QC180001,edward greenshields,590102614,1
medium_no_birthplace,1810,,1892,John Bernard Gilpin,lincs:n4L8LzqriPW,http://www.biographi.ca/en/bio/gilpin_john_bernard_12E.html,,matched,70,PLACE_NS045044,john gilpin,70505106,1
medium_no_birthplace,1836,,1925,Alexander Anderson,lincs:n6zms0dyQ6v,http://www.biographi.ca/en/bio/anderson_alexander_15E.html,,ambiguous,,,,,11
medium_no_birthplace,1802,,1888,Romuald Trudeau,lincs:nCO28I8V93D,http://www.biographi.ca/en/bio/trudeau_romuald_11E.html,,matched,80,PLACE_QC173001,romuald trudeau,562002212,1
medium_no_birthplace,1822,,1902,Joseph Michaud,lincs:nF0EcpLmKb1,http://www.biographi.ca/en/bio/michaud_joseph_1822_1902_13E.html,,ambiguous,,,,,2
high,1838,england,1908,Henry Robert Gray,lincs:nOILbh1bqS5,http://www.biographi.ca/en/bio/gray_henry_robert_13E.html,,matched,42,PLACE_QC182002,henry gray,570510824,1
medium_no_birthplace,1816,,1908,Richard Jacob Heartz,lincs:nOML4ijdtHF,http://www.biographi.ca/en/bio/heartz_richard_jacob_13E.html,,matched,64,PLACE_PE136001,richard heartz,20310405,1
,1832,,1907,Alexander Ewen,lincs:nPs9XjlJ4kc,http://www.biographi.ca/en/bio/ewen_alexander_13E.html,,no_match,,,,,0
,1856,,1931,Henry Ogle Bell-Irving,lincs:nRhBGMXUVFJ,http://www.biographi.ca/en/bio/bell_irving_henry_ogle_16E.html,,no_match,,,,,0
medium_no_birthplace,1853,,1914,Edward Westhead Arthy,lincs:nT1oobFCCuh,http://www.biographi.ca/en/bio/arthy_edward_westhead_14E.html,,matched,28,PLACE_QC182001,edward arthy,600105701,1
medium_no_birthplace,1844,,1907,William Bruce McGregor,lincs:nXAtcjDQXa9,http://www.biographi.ca/en/bio/mcgregor_william_bruce_13E.html,,ambiguous,,,,,10
,1833,,1910,François-Xavier Saint-Charles,lincs:nZRsLohMIaS,http://www.biographi.ca/en/bio/saint_charles_francois_xavier_13E.html,,no_match,,,,,0
,1852,,1913,Pierre Oger,lincs:nbuNxpKPcom,http://www.biographi.ca/en/bio/oger_pierre_14E.html,,no_match,,,,,0
medium_no_birthplace,1811,,1886,James Ross,lincs:ndKkrZdm4I5,http://www.biographi.ca/en/bio/ross_james_1811_86_11E.html,,ambiguous,,,,,7
high,1800,ireland,,William Parks,lincs:no3vGv2N3uk,http://www.biographi.ca/en/bio/parks_william_9E.html,,no_match,,,,,0
,1858,newfoundland,1903,Simeon Kelloway,lincs:noJz82FkmAX,http://www.biographi.ca/en/bio/kelloway_simeon_13E.html,,no_match,,,,,0
,1864,,1917,Almon Penfield Turner,lincs:nrsFhIXvP6p,http://www.biographi.ca/en/bio/turner_almon_penfield_14E.html,,no_match,,,,,0
,1842,,1921,Seth Newhouse,lincs:nsAL7ec2wZu,http://www.biographi.ca/en/bio/newhouse_seth_15E.html,,no_match,,,,,0
medium_no_birthplace,1842,,,George Purvis,lincs:o60Z0ZJBojW,http://www.biographi.ca/en/bio/purvis_george_12E.html,,ambiguous,,,,,4
,1826,,1890,Léger Brousseau,lincs:o6gqmZdoV8R,http://www.biographi.ca/en/bio/brousseau_leger_11E.html,,no_match,,,,,0
medium_no_birthplace,1864,,1940,Arthur Osborne Dawson,lincs:o8a4PyN0qAX,http://www.biographi.ca/en/bio/dawson_arthur_osborne_16E.html,,matched,16,PLACE_NB031001,arthur dawson,252502503,1
high,1814,nova scotia;scotland,1903,William Chamberlain Silver,lincs:o8wIvoZJts6,http://www.biographi.ca/en/bio/silver_william_chamberlain_13E.html,,matched,66,PLACE_NS045043,william silver,70313616,1
,1848,,1928,Nitai’kihtsipimi,lincs:o9ouuy98arN,http://www.biographi.ca/en/bio/nitai_kihtsipimi_15E.html,,no_lastname,,,,,0
high,1835,ontario,1903,William McCabe,lincs:oDv0qQfLct7,http://www.biographi.ca/en/bio/mccabe_william_13E.html,,no_match,,,,,0
medium_no_birthplace,1827,,1886,Ashley Hibbard,lincs:oLCcvvCKSX7,http://www.biographi.ca/en/bio/hibbard_ashley_11E.html,,matched,54,PLACE_QC072005,ashley hibbard,431001824,1
medium_no_birthplace,1818,,1882,François Vézina,lincs:oLPk3NbWSPA,http://www.biographi.ca/en/bio/vezina_francois_11E.html,,ambiguous,,,,,3
high,1823,scotland,1903,William Proudfoot,lincs:oNOUaxwk9AG,http://www.biographi.ca/en/bio/proudfoot_william_1823_1903_13E.html,,matched,58,PLACE_NS007009,william proudfoot,140100123,1
,1850,,1919,Ebenezer Forsyth Blackie Johnston,lincs:oRNSkSwBqtH,http://www.biographi.ca/en/bio/johnston_ebenezer_forsyth_blackie_14E.html,,no_match,,,,,0
medium_no_birthplace,1863,,1928,James White,lincs:oUlBkII8nBh,http://www.biographi.ca/en/bio/white_james_15E.html,,ambiguous,,,,,31
medium_no_birthplace,1830,,1901,George Gordon Dustan,lincs:oUrlT4NXaEb,http://www.biographi.ca/en/bio/dustan_george_gordon_13E.html,,matched,53,PLACE_NS010014,george dustan,81805116,1
medium_no_birthplace,1803,,1892,Ephraim Evans,lincs:oVVMq3QqVoz,http://www.biographi.ca/en/bio/evans_ephraim_12E.html,,matched,77,PLACE_ON170007,ephraim evans,1092100709,1
,1842,,1925,Alphonse-Alred-Clément La Rivière,lincs:oiVVAPezZjT,http://www.biographi.ca/en/bio/la_riviere_alphonse_alfred_clement_15E.html,,no_match,,,,,0
high,1829,nova scotia;scotland,1904,William Hall,lincs:okp9bMEDK5J,http://www.biographi.ca/en/bio/hall_william_1829_1904_13E.html,,ambiguous,,,,,3
high,1861,ontario,1900,Angus Jonas McLeod,lincs:onve4La2Xfl,http://www.biographi.ca/en/bio/mcleod_angus_jonas_12E.html,,ambiguous,,,,,11
high,1830,ontario,1908,Mary Ann Wilson,lincs:ovTy3YRabC3,http://www.biographi.ca/en/bio/wilson_mary_ann_13E.html,,ambiguous,,,,,16
high,1834,ontario,1903,Thomas Willet Casey,lincs:oyjt53jllA1,http://www.biographi.ca/en/bio/casey_thomas_willet_13E.html,,ambiguous,,,,,2
medium_no_birthplace,1841,,1906,Peter Evander McKerrow,lincs:p2Ih0fgprw4,http://www.biographi.ca/en/bio/mckerrow_peter_evander_13E.html,,matched,40,PLACE_NS045044,peter mckerrow,70505208,1
,1848,,1930,Richard Burton Deane,lincs:p3AfW2CO0Lp,http://www.biographi.ca/en/bio/deane_richard_burton_15E.html,,no_match,,,,,0
medium_no_birthplace,1811,,,Henry Joseph Philips,lincs:p3aHPSm14gQ,http://www.biographi.ca/en/bio/philips_henry_joseph_7E.html,,matched,69,PLACE_ON131005,henry philips,870906301,1
,1839,nova scotia;scotland,1921,Alice Jane Sterling,lincs:p4kduaYUh7t,http://www.biographi.ca/en/bio/sterling_alice_jane_15E.html,,no_match,,,,,0
medium_no_birthplace,1865,,1936,Robert Alexander Ross,lincs:p66ESrBlm47,http://www.biographi.ca/en/bio/ross_robert_alexander_16E.html,,ambiguous,,,,,26
high,1857,ontario,1928,Nicholas Du Bois Dominic Beck,lincs:p94Mc1WuqBh,http://www.biographi.ca/en/bio/beck_nicholas_du_bois_dominic_15E.html,,matched,23,PLACE_ON126001_1881,nicholas beck,800601314,1
high,1856,nova scotia;scotland,1924,Clarence Campbell Chipman,lincs:p96Avir59Mv,http://www.biographi.ca/en/bio/chipman_clarence_campbell_15E.html,,ambiguous,,,,,2
,1845,ontario,1887,Simon Jackson Hogg,lincs:pDcHM2KHi6l,http://www.biographi.ca/en/bio/hogg_simon_jackson_11E.html,,no_match,,,,,0
,1852,ontario,1926,James Wilford Good,lincs:pHXLbdUarxP,http://www.biographi.ca/en/bio/good_james_wilford_15E.html,,no_match,,,,,0
medium_no_birthplace,1825,,1910,Jean-Philippe Rottot,lincs:pKUMo0G2nCo,http://www.biographi.ca/en/bio/rottot_jean_philippe_13E.html,,matched,56,PLACE_QC176002,jean rottot,570705219,1
high,1826,ontario,1909,James Beatty Grafton,lincs:pMfzXKy6Oj0,http://www.biographi.ca/en/bio/grafton_james_beatty_13E.html,,matched,54,PLACE_ON148001,james grafton,950706606,1
medium_no_birthplace,1831,,1909,William Brodie,lincs:pYrS267MW5X,http://www.biographi.ca/en/bio/brodie_william_13E.html,,ambiguous,,,,,2
medium_no_birthplace,1828,,1882,John Gordon,lincs:pZGxy11Hv4I,http://www.biographi.ca/en/bio/gordon_john_1828_82_11E.html,,ambiguous,,,,,9
high,1822,france,1901,Jean-François Dubois,lincs:pfsrrFxQRZM,http://www.biographi.ca/en/bio/dubois_jean_francois_13E.html,,no_match,,,,,0
medium_no_birthplace,1859,,1927,David Arthur Carey,lincs:pjHXA3kDOtl,http://www.biographi.ca/en/bio/carey_david_arthur_15E.html,,ambiguous,,,,,2
high,1828,ontario,1910,Uzziel Ogden,lincs:pmj7sckMsnM,http://www.biographi.ca/en/bio/ogden_uzziel_13E.html,,matched,52,PLACE_ON120004,uzziel ogden,851013307,1
medium_no_birthplace,1815,,1886,William Jeffrey Patterson,lincs:pqmJEqT1zPs,http://www.biographi.ca/en/bio/patterson_william_jeffrey_11E.html,,ambiguous,,,,,7
high,1859,nova scotia;scotland,1937,Robert Henry Dunbar,lincs:pyDUBy22QV3,http://www.biographi.ca/en/bio/dunbar_robert_henry_16E.html,,matched,20,PLACE_ON104020,robert dunbar,1141902818,1
,1842,,1905,Louis-Gustave d' Odet d'Orsonnens,lincs:pymx01WFyzv,http://www.biographi.ca/en/bio/odet_d_orsonnens_louis_gustave_d_13E.html,,no_match,,,,,0
medium_no_birthplace,1811,,1886,Edward White,lincs:q4AJ20udaqr,http://www.biographi.ca/en/bio/white_edward_1811_86_11E.html,death_1886_outside_census_coverage:newfoundland_bbox,rejected_locality,,,,,0
high,1855,ontario,1914,Mossom Martin Boyd,lincs:q6ymBSeTISf,http://www.biographi.ca/en/bio/boyd_mossom_martin_14E.html,,ambiguous,,,,,2
,1857,,1931,Charles Benjamin Chappell,lincs:qDDHuVLAVM3,http://www.biographi.ca/en/bio/chappell_charles_benjamin_16E.html,,no_match,,,,,0
high,1834,ontario,1909,Edward Playter,lincs:qJKQD2JxiuU,http://www.biographi.ca/en/bio/playter_edward_13E.html,,matched,46,PLACE_ON136003,edward playter,872100501,1
medium_no_birthplace,1825,,1906,Frederick William Fearman,lincs:qPcjWxqbEUz,http://www.biographi.ca/en/bio/fearman_frederick_william_13E.html,,matched,54,PLACE_ON069001,fred fearman,951601104,1
medium_no_birthplace,1852,,1914,Emma Sophia Skinner,lincs:qWrZyFSdlhJ,http://www.biographi.ca/en/bio/skinner_emma_sophia_14E.html,,matched,29,PLACE_ON110006,emma skinner,1201205016,1
medium_no_birthplace,1857,,1918,Joseph-Hormisdas Malo,lincs:qXGaPrSIfKT,http://www.biographi.ca/en/bio/malo_joseph_hormisdas_14E.html,,ambiguous,,,,,3
medium_no_birthplace,1809,,1883,Horace Merrill,lincs:qXqHySVhLKg,http://www.biographi.ca/en/bio/merrill_horace_11E.html,,matched,71,PLACE_ON105008,horace merrill,700904706,1
high,1837,quebec,1912,Julien Brosseau,lincs:qbOH2LoqN5F,http://www.biographi.ca/en/bio/brosseau_julien_14E.html,,matched,43,PLACE_QC064008,julien brosseau,442403016,1
high,1861,ontario,1922,Robert Kelly,lincs:qgStG1RVpD0,http://www.biographi.ca/en/bio/kelly_robert_15E.html,,ambiguous,,,,,6
medium_no_birthplace,1850,,1921,John Semmens,lincs:qhWOBD9nrQ4,http://www.biographi.ca/en/bio/semmens_john_15E.html,,matched,31,PLACE_MB183003,john semmens,1213002025,1
medium_no_birthplace,1858,,1932,Joseph Taylor Marks,lincs:qhzHCMpZY5o,http://www.biographi.ca/en/bio/marks_joseph_taylor_16E.html,,matched,21,PLACE_ON152007,joseph marks,981901711,1
high,1858,ontario,1916,Henry Oscar Partridge,lincs:qmyCYYCqRY9,http://www.biographi.ca/en/bio/partridge_henry_oscar_14E.html,,no_match,,,,,0
,1834,,1884,John Riordon,lincs:qowTQ04GAtN,http://www.biographi.ca/en/bio/riordon_john_11E.html,,no_match,,,,,0
medium_no_birthplace,1814,,1881,Joseph Desautels,lincs:qqRUaiYMekn,http://www.biographi.ca/en/bio/desautels_joseph_11E.html,death_1881_outside_census_coverage:country_US,rejected_locality,,,,,0
,1827,,1905,Edward Mallandaine,lincs:qqgxOseWQsI,http://www.biographi.ca/en/bio/mallandaine_edward_13E.html,,no_match,,,,,0
high,1824,scotland,1887,Alexander Henderson,lincs:qsP4p8ONcVT,http://www.biographi.ca/en/bio/henderson_alexander_1824_87_11E.html,,no_match,,,,,0
high,1857,ontario,1910,Annie Amelia Chesley,lincs:quRPUgNcNzA,http://www.biographi.ca/en/bio/chesley_annie_amelia_13E.html,,matched,22,PLACE_ON100007,anna chesley,681702013,1
,1805,,1881,Andrew Taylor McCord,lincs:qvtRNcdppNY,http://www.biographi.ca/en/bio/mccord_andrew_taylor_11E.html,,no_match,,,,,0
,1828,,1902,George Seaton Milligan,lincs:qx1MSx9IziK,http://www.biographi.ca/en/bio/milligan_george_seaton_13E.html,,no_match,,,,,0
,1806,,1885,Marie Fisbach,lincs:qyMz4XBrvEi,http://www.biographi.ca/en/bio/fisbach_marie_11E.html,,no_match,,,,,0
,1842,,1921,Alexandrine Teyssèdre,lincs:r36xr9rWyOl,http://www.biographi.ca/en/bio/teyssedre_alexandrine_15E.html,,no_match,,,,,0
,1846,,1921,Matokinajin,lincs:r7fM8kbSNfG,http://www.biographi.ca/en/bio/matokinajin_15E.html,,no_lastname,,,,,0
high,1863,new brunswick,1921,Jennie Grahl Hunter Shirreff,lincs:r9VJOdzZwbf,http://www.biographi.ca/en/bio/shirreff_jennie_grahl_hunter_15E.html,,matched,16,PLACE_NB029015,jennie shirreff,250102922,1
,1851,ontario,1930,Emily Ann McCausland Shortt,lincs:rBFxavQ4R7l,http://www.biographi.ca/en/bio/shortt_emily_ann_mccausland_15E.html,,no_match,,,,,0
medium_no_birthplace,1848,,1933,John Stewart,lincs:rCBWXNB1Q5V,http://www.biographi.ca/en/bio/stewart_john_1848_1933_16E.html,,ambiguous,,,,,46
high,1849,wales,1919,Robert Harris,lincs:rIQmdHy9CAp,http://www.biographi.ca/en/bio/harris_robert_14E.html,,matched,32,PLACE_PE136001,robert harris,20106103,1
medium_no_birthplace,1858,,1929,Frank Hamilton Mewburn,lincs:rLA2GAwpWOi,http://www.biographi.ca/en/bio/mewburn_frank_hamilton_15E.html,,matched,23,PLACE_QC180001,frank mewburn,581503419,1
,1861,,1924,Mong Kow Lee,lincs:rLJI2bA56hc,http://www.biographi.ca/en/bio/lee_mong_kow_15E.html,,no_match,,,,,0
,1838,,1908,Samuel J. Ritchie,lincs:rPrD32xpiN3,http://www.biographi.ca/en/bio/ritchie_samuel_j_13E.html,,no_match,,,,,0
,1837,ontario,1915,James Branston Willmott,lincs:rUlUBrS5h37,http://www.biographi.ca/en/bio/willmott_james_branston_14E.html,,no_match,,,,,0
,1843,,1919,Narcisse-Amable Troie,lincs:rcrXjhvL77n,http://www.biographi.ca/en/bio/troie_narcisse_amable_14E.html,,no_match,,,,,0
medium_no_birthplace,1851,,1926,François-Xavier Choquet,lincs:riOvhpyVO0c,http://www.biographi.ca/en/bio/choquet_francois_xavier_15E.html,,matched,30,PLACE_QC173001,francois choquet,562001507,1
medium_no_birthplace,1830,,1908,Robert Gerrie,lincs:rlZNmQnK9tH,http://www.biographi.ca/en/bio/gerrie_robert_13E.html,,matched,51,PLACE_MB183003,robt gerrie,1213105211,1
high,1828,nova scotia;scotland,1899,William Wallace Turnbull,lincs:ro4Nc7XaKv9,http://www.biographi.ca/en/bio/turnbull_william_wallace_12E.html,,matched,53,PLACE_ON056001,william turnbull,1030602016,1
medium_no_birthplace,1839,,1888,John Cunningham Stewart,lincs:rpNCmpzObAN,http://www.biographi.ca/en/bio/stewart_john_cunningham_11E.html,,ambiguous,,,,,45
,1829,,1901,Ellen Dinan,lincs:rpc83pJs0GS,http://www.biographi.ca/en/bio/dinan_ellen_13E.html,,no_match,,,,,0
medium_no_birthplace,1858,,1925,Marie-Louise-Thérèse Lemoine,lincs:rxGnc90KLmR,http://www.biographi.ca/en/bio/lemoine_marie_louise_therese_15E.html,,ambiguous,,,,,2
,1848,,1928,Andrew Loggie,lincs:rzlQFU1P3Ja,http://www.biographi.ca/en/bio/loggie_andrew_15E.html,,no_match,,,,,0
high,1856,nova scotia;scotland,1902,Arthur M. Chisholm,lincs:s2nLUTQlk6d,http://www.biographi.ca/en/bio/chisholm_arthur_m_13E.html,,matched,25,PLACE_NS045043,arthur chisholm,70316109,1
,1823,,1905,William Gomez Fonseca,lincs:s3400vt3wwz,http://www.biographi.ca/en/bio/fonseca_william_gomez_13E.html,,no_match,,,,,0
,1851,quebec,1917,Louis William Coutlée,lincs:s4KNlStt53c,http://www.biographi.ca/en/bio/coutlee_louis_william_14E.html,,no_match,,,,,0
high,1834,england,1906,Richard Sugden Williams,lincs:s4U5YMtuzz1,http://www.biographi.ca/en/bio/williams_richard_sugden_13E.html,,matched,47,PLACE_ON134003_1881,richard williams,850505714,1
,1862,,1937,Humphrey Pickard Wolfgang Mellish,lincs:sEwPjF1JfO2,http://www.biographi.ca/en/bio/mellish_humphrey_pickard_wolfgang_16E.html,,no_match,,,,,0
high,1832,nova scotia;scotland,1905,Isabella Forrest,lincs:sKdALW5aRrK,http://www.biographi.ca/en/bio/forrest_isabella_13E.html,,no_match,,,,,0
medium_no_birthplace,1854,,1922,John Thomas Hawke,lincs:sNRDVBB0xRr,http://www.biographi.ca/en/bio/hawke_john_thomas_15E.html,,matched,26,PLACE_ON100007,john hawke,681711203,1
medium_no_birthplace,1863,,1926,Frances Mahony,lincs:sRWFumDjEl6,http://www.biographi.ca/en/bio/mahony_frances_15E.html,,ambiguous,,,,,3
high,1842,ontario,1901,James McIntosh,lincs:sdFCG3DQqGf,http://www.biographi.ca/en/bio/mcintosh_james_13E.html,,ambiguous,,,,,2
,1845,,1894,Anderson Veney,lincs:skPb3SKe1lu,http://www.biographi.ca/en/bio/veney_anderson_12E.html,,no_match,,,,,0
