confidence,dcb_birthYear,dcb_birthplace_buckets,dcb_deathYear,dcb_name,dcb_personId,dcb_url_en,locality_conflict,match_status,matched_age,matched_chain,matched_name,matched_uid,n_candidates
medium_no_birthplace,1856,,1912,Charles Melville Hays,viaf:106033019,http://www.biographi.ca/en/bio/hays_charles_melville_14E.html,,ambiguous,,,,,2
medium_no_birthplace,1854,,1925,E. (Elzéar) DeLamarre,viaf:106112358,http://www.biographi.ca/en/bio/de_lamarre_elzear_15E.html,,matched,25,PLACE_QC179012,eleonore delamarre,491200110,1
,1851,new brunswick,1909,Abraham Beverley Walker,viaf:1061156677151733770000,http://www.biographi.ca/en/bio/walker_abraham_beverley_13E.html,,no_match,,,,,0
medium_no_birthplace,1865,,1931,Henry Ivan Neilson,viaf:106151635,http://www.biographi.ca/en/bio/neilson_henry_ivan_16E.html,,ambiguous,,,,,2
high,1827,ontario,1897,William Thomas Aikins,viaf:106156531,http://www.biographi.ca/en/bio/aikins_william_thomas_12E.html,,matched,54,PLACE_ON120004,william aikins,851015704,1
,1833,,1904,Paul,viaf:106156937,http://www.biographi.ca/en/bio/buote_gilbert_13E.html,,no_lastname,,,,,0
high,1833,scotland,1903,James Innes,viaf:106187925,http://www.biographi.ca/en/bio/innes_james_13E.html,,no_match,,,,,0
,1842,,1886, Pītikwahanapiwīyin,viaf:106198432,http://www.biographi.ca/en/bio/pitikwahanapiwiyin_11E.html,,no_lastname,,,,,0
,1835,,1904,Cyrille Beaudry,viaf:106222217,http://www.biographi.ca/en/bio/beaudry_cyrille_13E.html,,no_match,,,,,0
high,1820,ontario,1888,John Angus Cameron,viaf:106365198,http://www.biographi.ca/en/bio/cameron_john_1820_88_11E.html,,ambiguous,,,,,8
medium_no_birthplace,1823,,1882,Adam Oliver,viaf:106381590,http://www.biographi.ca/en/bio/oliver_adam_11E.html,,matched,57,PLACE_ON134013,adam oliver,1061102012,1
,1863,,1922,Joseph Seraphim Fortes,viaf:106436921,http://www.biographi.ca/en/bio/fortes_joseph_seraphim_15E.html,,no_match,,,,,0
high,1857,ontario,1929,T. A. (Theodore Arthur) Burrows,viaf:106455426,http://www.biographi.ca/en/bio/burrows_theodore_arthur_15E.html,,matched,26,PLACE_MB022003,theodore burrows,1220700311,1
medium_no_birthplace,1831,,1901,John Ross,viaf:106481323,http://www.biographi.ca/en/bio/ross_john_jones_13E.html,,ambiguous,,,,,22
,1829,,1908,Henri-Gustave Joly de Lotbinière,viaf:106485702,http://www.biographi.ca/en/bio/joly_de_lotbiniere_henri_gustave_13E.html,,no_match,,,,,0
,1823,,1917,Sir Mackenzie Bowell,viaf:106492909,http://www.biographi.ca/en/bio/bowell_mackenzie_14E.html,,no_match,,,,,0
,1845,,1927, Yip Sang,viaf:106512443,http://www.biographi.ca/en/bio/yip_sang_15E.html,,no_match,,,,,0
medium_no_birthplace,1836,,1917,Johann Funk,viaf:106618421,http://www.biographi.ca/en/bio/funk_johann_14E.html,,ambiguous,,,,,2
,1821,nova scotia;scotland,1892,Charles Fenerty,viaf:106717452,http://www.biographi.ca/en/bio/fenerty_charles_12E.html,,no_match,,,,,0
medium_no_birthplace,1818,,1890,James Williams,viaf:107043149,http://www.biographi.ca/en/bio/williams_james_miller_11E.html,,ambiguous,,,,,9
medium_no_birthplace,1841,,1907,Napoléon Legendre,viaf:10746426,http://www.biographi.ca/en/bio/legendre_napoleon_13E.html,,matched,40,PLACE_QC187004,napoleon legendre,500300414,1
,1853,,1927,Stephan Gudmundur Stephansson,viaf:107763,http://www.biographi.ca/en/bio/stephansson_stephan_gudmundur_15E.html,,no_match,,,,,0
,1864,,1922,James Alexander Teit,viaf:108925566,http://www.biographi.ca/en/bio/teit_james_alexander_1884_15E.html,,no_match,,,,,0
,1859,england,1925,Gwatkin,viaf:109146937873213832858,http://www.biographi.ca/en/bio/gwatkin_willoughby_garnons_15E.html,,no_lastname,,,,,0
high,1855,newfoundland,1892,J.E. (Joseph Edmund) Collins,viaf:109149294393980522532,http://www.biographi.ca/en/bio/collins_joseph_edmund_12E.html,,no_match,,,,,0
high,1840,quebec,1923,Louis-Olivier Taillon,viaf:1114087,http://www.biographi.ca/en/bio/taillon_louis_olivier_15E.html,,matched,40,PLACE_QC176002,louis taillon,570707923,1
medium_no_birthplace,1861,,1925,Joséphine Marchand,viaf:11186165,http://www.biographi.ca/en/bio/marchand_josephine_15E.html,,ambiguous,,,,,17
,1838,ontario,1927,Charles Mair,viaf:1122343,http://www.biographi.ca/en/bio/mair_charles_15E.html,,no_match,,,,,0
high,1837,ontario,1916,J. A. (John Alexander) Boyd,viaf:11271963,http://www.biographi.ca/en/bio/boyd_john_alexander_14E.html,,ambiguous,,,,,8
medium_no_birthplace,1838,,1910,Alfred Sandham,viaf:11370654,http://www.biographi.ca/en/bio/sandham_alfred_13E.html,,matched,42,PLACE_ON120001,alfred sandham,860405801,1
high,1848,quebec,1895,Joseph Tassé,viaf:11429669,http://www.biographi.ca/en/bio/tasse_joseph_12E.html,,matched,32,PLACE_QC173002,joseph tasse,562109301,1
high,1832,ontario,1897,Alexander Milton Ross,viaf:11465443,http://www.biographi.ca/en/bio/ross_alexander_milton_12E.html,,ambiguous,,,,,3
,1815,,1886,Zacharie Vincent,viaf:1147602519357641667,http://www.biographi.ca/en/bio/vincent_zacharie_11E.html,,no_match,,,,,0
high,1861,england,1940,George Exton Lloyd,viaf:11737281,http://www.biographi.ca/en/bio/lloyd_george_exton_16E.html,,no_match,,,,,0
,1823,,1915,Mifflin Wistar Gibbs,viaf:117455517,http://www.biographi.ca/en/bio/gibbs_mifflin_wistar_14E.html,,no_match,,,,,0
,1845,newfoundland,1911,Sir James Spearman Winter,viaf:11757194,http://www.biographi.ca/en/bio/winter_james_spearman_14E.html,,no_match,,,,,0
,1860,,1930,Reuben Wells Leonard,viaf:11858016,http://www.biographi.ca/en/bio/leonard_reuben_wells_15E.html,,no_match,,,,,0
,1861,,1934,Edward Wellington Backus,viaf:11985031,http://www.biographi.ca/en/bio/backus_edward_wellington_16E.html,,no_match,,,,,0
medium_no_birthplace,1844,,1904,Édouard Richard,viaf:11985962,http://www.biographi.ca/en/bio/richard_edouard_13E.html,,matched,38,PLACE_QC078001,edovidge richard,350101501,1
,1845,,1881,Joseph Onasakenrat,viaf:12007543,http://www.biographi.ca/en/bio/onasakenrat_joseph_11E.html,,no_match,,,,,0
medium_no_birthplace,1839,,1918,Nathanael Burwash,viaf:120784145,http://www.biographi.ca/en/bio/burwash_nathanael_14E.html,,matched,41,PLACE_ON132012,nathaniel burwash,791004806,1
,1851,ontario,1923,John Wilson Bengough,viaf:12151242,http://www.biographi.ca/en/bio/bengough_john_wilson_15E.html,,no_match,,,,,0
,1850,,1923,Warren Franklin Hatheway,viaf:12152455,http://www.biographi.ca/en/bio/hatheway_warren_franklin_15E.html,,no_match,,,,,0
medium_no_birthplace,1825,,1892,James Williams,viaf:121554614,http://www.biographi.ca/en/bio/williams_james_william_12E.html,,ambiguous,,,,,7
medium_no_birthplace,1818,,1886,Duncan Campbell,viaf:12169644,http://www.biographi.ca/en/bio/campbell_duncan_11E.html,,ambiguous,,,,,12
high,1809,nova scotia;scotland,1891,Thomas B. Akins,viaf:12176243,http://www.biographi.ca/en/bio/akins_thomas_beamish_12E.html,,matched,70,PLACE_NS012003,thomas akins,123701612,1
,1807,,1881,Charles-Félix Cazeau,viaf:121893373,http://www.biographi.ca/en/bio/cazeau_charles_felix_11E.html,,no_match,,,,,0
,1850,,1928,Sir Cecil E. Denny,viaf:12204345,http://www.biographi.ca/en/bio/denny_cecil_edward_15E.html,,no_match,,,,,0
medium_no_birthplace,1840,,1904,John Campbell,viaf:122048139,http://www.biographi.ca/en/bio/campbell_john_1840_1904_13E.html,,ambiguous,,,,,78
medium_no_birthplace,1849,,1912,Robert Barr,viaf:122140022,http://www.biographi.ca/en/bio/barr_robert_1849_1912_14E.html,,ambiguous,,,,,8
high,1824,nova scotia;scotland,1906,A. G. (Alfred Gilpin) Jones,viaf:122228910,http://www.biographi.ca/en/bio/jones_alfred_gilpin_13E.html,,ambiguous,,,,,2
medium_no_birthplace,1827,,1893,Sigismund Mohr,viaf:122404910,http://www.biographi.ca/en/bio/mohr_sigismund_12E.html,,matched,54,PLACE_QC187005,sigismond mohr,500403611,1
,1815,newfoundland,1905,Sir Ambrose Shea,viaf:123149066625065602278,http://www.biographi.ca/en/bio/shea_ambrose_13E.html,,no_match,,,,,0
medium_no_birthplace,1845,,1885,Oscar Dunn,viaf:12349019,http://www.biographi.ca/en/bio/dunn_oscar_11E.html,,matched,36,PLACE_QC189003_1871,oscar dunn,501702015,1
,1831,,1904,Henri-Raymond Casgrain,viaf:12432023,http://www.biographi.ca/en/bio/casgrain_henri_raymond_13E.html,,no_match,,,,,0
,1854,nova scotia;scotland,1937,Sir Robert Laird Borden,viaf:12434114,http://www.biographi.ca/en/bio/borden_robert_laird_16E.html,,no_match,,,,,0
,1827,,1905,Peter O’Reilly,viaf:125729442,http://www.biographi.ca/en/bio/o_reilly_peter_13E.html,,no_match,,,,,0
,1849,,1892,Frederick Schwatka,viaf:12607767,http://www.biographi.ca/en/bio/schwatka_frederick_12E.html,,no_match,,,,,0
medium_no_birthplace,1826,,1892,Thomas Sterry Hunt,viaf:12608053,http://www.biographi.ca/en/bio/hunt_thomas_sterry_12E.html,,ambiguous,,,,,3
,1851,,1924,Charles Frederic Newcombe,viaf:126145067295166631032,http://www.biographi.ca/en/bio/newcombe_charles_frederic_15E.html,,no_match,,,,,0
high,1811,scotland,1885,Alexander Somerville,viaf:12738885,http://www.biographi.ca/en/bio/somerville_alexander_11E.html,,matched,70,PLACE_ON120003,alex somerville,860219319,1
,1797,quebec,1887,Augustine Magloire Alexander Blanchet,viaf:1277825,http://www.biographi.ca/en/bio/blanchet_augustin_magloire_11E.html,,no_match,,,,,0
medium_no_birthplace,1808,,1894,Robert Campbell,viaf:13101075,http://www.biographi.ca/en/bio/campbell_robert_1808_94_12E.html,,ambiguous,,,,,2
,1841,,1885,Juliana Horatia Ewing,viaf:13120498,http://www.biographi.ca/en/bio/gatty_juliana_horatia_11E.html,,no_match,,,,,0
medium_no_birthplace,1852,,1909,G.-A. (Guillaume-Alphonse) Nantel,viaf:1312506,http://www.biographi.ca/en/bio/nantel_guillaume_alphonse_13E.html,,matched,30,PLACE_QC065006,georgeline nantel,551105424,1
,1847,newfoundland,1918,James Patrick Howley,viaf:13131037,http://www.biographi.ca/en/bio/howley_james_patrick_14E.html,,no_match,,,,,0
medium_no_birthplace,1812,,1885,Stewart Campbell,viaf:132949457,http://www.biographi.ca/en/bio/campbell_stewart_11E.html,,matched,68,PLACE_NS010010_1881,stewart campbell,61902217,1
medium_no_birthplace,1839,,1912,G. Mercer (Graeme Mercer) Adam,viaf:13424678,http://www.biographi.ca/en/bio/adam_graeme_mercer_14E.html,,ambiguous,,,,,2
medium_no_birthplace,1860,,1915,Thomas Leopold Willson,viaf:13559108,http://www.biographi.ca/en/bio/willson_thomas_leopold_14E.html,,ambiguous,,,,,6
medium_no_birthplace,1827,,1895,George Lawson,viaf:1370484,http://www.biographi.ca/en/bio/lawson_george_12E.html,,ambiguous,,,,,5
,1846,,1916,Thomas Hampson Jones English painter,viaf:137111484,http://www.biographi.ca/en/bio/english_thomas_14E.html,,no_match,,,,,0
,1831,,1901,Frances Elizabeth Murray,viaf:13744220,http://www.biographi.ca/en/bio/murray_frances_elizabeth_13E.html,,no_match,,,,,0
,1828,quebec,1888,Dominique Racine,viaf:13767397,http://www.biographi.ca/en/bio/racine_dominique_11E.html,,no_match,,,,,0
high,1839,ontario,1925,George T. (George Taylor) Denison,viaf:13803047,http://www.biographi.ca/en/bio/denison_george_taylor_1839_1925_15E.html,,matched,42,PLACE_ON134009,george denison,870210119,1
medium_no_birthplace,1826,,1889,Alexander Morris,viaf:13890711,http://www.biographi.ca/en/bio/morris_alexander_11E.html,,matched,55,PLACE_ON120002_1881,alex morris,850201905,1
high,1834,quebec,1915,Ernest Gagnon,viaf:140268,http://www.biographi.ca/en/bio/gagnon_ernest_14E.html,,matched,46,PLACE_QC187003,ernest gagnon,491502514,1
,1818,,1905,Lydia Campbell,viaf:14267990,http://www.biographi.ca/en/bio/brooks_lydia_13E.html,,no_match,,,,,0
medium_no_birthplace,1852,,1919,Francis Cochrane,viaf:14321512,http://www.biographi.ca/en/bio/cochrane_francis_14E.html,,matched,28,PLACE_ON114013_1881,francis cochrane,740704424,1
medium_no_birthplace,1837,,1919,Louis-Edouard Desjardins,viaf:14355864,http://www.biographi.ca/en/bio/desjardins_louis_edouard_14E.html,,ambiguous,,,,,3
,1841,,1904,Hamon,viaf:143978771,http://www.biographi.ca/en/bio/hamon_edouard_13E.html,,no_lastname,,,,,0
medium_no_birthplace,1823,,1887,Maximilien Bibaud,viaf:14475626,http://www.biographi.ca/en/bio/bibaud_francois_maximilien_11E.html,,matched,57,PLACE_QC182002,maximilie bibaud,570500422,1
,1827,,1893,Toussaint-Antoine-Rodolphe Laflamme,viaf:14610054,http://www.biographi.ca/en/bio/laflamme_toussaint_antoine_rodolphe_12E.html,,no_match,,,,,0
medium_no_birthplace,1844,,1915,David Ouellet,viaf:14697216,http://www.biographi.ca/en/bio/ouellet_david_14E.html,,ambiguous,,,,,2
,1845,,1918,Torfhildur Þorsteinsdóttir,viaf:14731186,http://www.biographi.ca/en/bio/thorsteinsdottir_torfhildur_14E.html,,no_match,,,,,0
high,1864,quebec,1933,Ludger Gravel,viaf:147677556,http://www.biographi.ca/en/bio/gravel_ludger_16E.html,,matched,16,PLACE_QC182002,ludger gravel,570213603,1
,1833,ireland,1913,Garnet Joseph Wolseley,viaf:14786042,http://www.biographi.ca/en/bio/wolseley_garnet_joseph_14E.html,,no_match,,,,,0
high,1814,england,1885,David Anderson,viaf:1490851,http://www.biographi.ca/en/bio/anderson_david_11E.html,,no_match,,,,,0
,1811,,1883,Richard Collinson,viaf:15138218,http://www.biographi.ca/en/bio/collinson_richard_11E.html,,no_match,,,,,0
high,1831,ireland,1920,John Macoun,viaf:15567823,http://www.biographi.ca/en/bio/macoun_john_14E.html,,matched,50,PLACE_ON120001_1851,john macoun,762206604,1
,1858,ontario,1934,Archibald Byron Macallum,viaf:156690290,http://www.biographi.ca/en/bio/macallum_archibald_byron_16E.html,,no_match,,,,,0
,1818,,1896,Sir Samuel Leonard Tilley,viaf:15704010,http://www.biographi.ca/en/bio/tilley_samuel_leonard_12E.html,,no_match,,,,,0
,1850,,1913,Séverin Lachapelle,viaf:1571718,http://www.biographi.ca/en/bio/lachapelle_severin_14E.html,,no_match,,,,,0
medium_no_birthplace,1823,,1897,Margaret Murray Robertson,viaf:158149196281374790901,http://www.biographi.ca/en/bio/robertson_margaret_murray_12E.html,,ambiguous,,,,,34
medium_no_birthplace,1827,,1925,J. R. (John Rudolphus) Booth,viaf:15848856,http://www.biographi.ca/en/bio/booth_john_rudolphus_15E.html,,ambiguous,,,,,13
,1824,england,1920,John Sebastian Helmcken,viaf:15871337,http://www.biographi.ca/en/bio/helmcken_john_sebastian_14E.html,,no_match,,,,,0
,1820,,1888,Sir John Rose,viaf:1597193,http://www.biographi.ca/en/bio/rose_john_11E.html,,no_match,,,,,0
,1862,british columbia,1920,Kate Carmack,viaf:160144647692880256802,http://www.biographi.ca/en/bio/shaaw_tlaa_14E.html,,no_match,,,,,0
high,1799,quebec,1885,Ignace Bourget,viaf:160149294335080521959,http://www.biographi.ca/en/bio/bourget_ignace_11E.html,,matched,81,PLACE_QC163016,ignase bourget,610702005,1
high,1835,nova scotia;scotland,1902,George Monro Grant,viaf:16113198,http://www.biographi.ca/en/bio/grant_george_monro_13E.html,,ambiguous,,,,,4
medium_no_birthplace,1806,,1884,Charles D. (Charles Dewey) Day,viaf:16200532,http://www.biographi.ca/en/bio/day_charles_dewey_11E.html,,matched,74,PLACE_QC063001_1881,charles day,421100602,1
medium_no_birthplace,1855,,1915,John Adam Rittinger,viaf:16216105,http://www.biographi.ca/en/bio/rittinger_john_adam_14E.html,,matched,26,PLACE_ON104021,john rittinger,1140902712,1
,1842,,1910,Henry Sandham,viaf:16276438,http://www.biographi.ca/en/bio/sandham_henry_13E.html,,no_match,,,,,0
,1814,nova scotia;scotland,1907,William Bayard,viaf:1628888,http://www.biographi.ca/en/bio/bayard_william_13E.html,,no_match,,,,,0
,1844,,1897,Faucher de Saint-Maurice,viaf:163793,http://www.biographi.ca/en/bio/faucher_de_saint_maurice_narcisse_henri_edouard_12E.html,,no_match,,,,,0
,1813,,1898,Sir C. S. (Casimir Stanislaus) Gzowski,viaf:16462557,http://www.biographi.ca/en/bio/gzowski_casimir_stanislaus_12E.html,,no_match,,,,,0
,1820,ireland,1889,suora Teresa Dease,viaf:164991608,http://www.biographi.ca/en/bio/dease_ellen_11E.html,,no_match,,,,,0
,1844,nova scotia;scotland,1909,Joshua Slocum,viaf:165153561,http://www.biographi.ca/en/bio/slocum_joshua_13E.html,,no_match,,,,,0
high,1846,newfoundland,1920,Z. A. (Zebulon Aiton) Lash,viaf:16660139,http://www.biographi.ca/en/bio/lash_zebulon_aiton_14E.html,,no_match,,,,,0
,1848,,1913,John Thomas Walbran,viaf:16669089,http://www.biographi.ca/en/bio/walbran_john_thomas_14E.html,,no_match,,,,,0
,1854,,1939,Julie-Marguerite-Lia Blanchard,viaf:16736133,http://www.biographi.ca/en/bio/blanchard_julie_marguerite_lia_16E.html,,no_match,,,,,0
medium_no_birthplace,1852,,1911,Thomas Mayne Daly,viaf:16905756,http://www.biographi.ca/en/bio/daly_thomas_mayne_1852_1911_14E.html,,ambiguous,,,,,3
,1849,nova scotia;scotland,1922,James Wilberforce Longley,viaf:16948642,http://www.biographi.ca/en/bio/longley_james_wilberforce_15E.html,,no_match,,,,,0
high,1845,ontario,1924,David Lynch Scott,viaf:170411800,http://www.biographi.ca/en/bio/scott_david_lynch_15E.html,,matched,35,PLACE_ON106007,david scott,980105215,1
,1818,,1894,Louisa Annie Murray,viaf:17061578,http://www.biographi.ca/en/bio/murray_louisa_annie_12E.html,,no_match,,,,,0
,1833,,1902,Eusèbe Senécal,viaf:17115069,http://www.biographi.ca/en/bio/senecal_eusebe_13E.html,,no_match,,,,,0
,1841,,1923,Benjamin Sulte,viaf:17145857775523020384,http://www.biographi.ca/en/bio/sulte_benjamin_15E.html,,no_match,,,,,0
,1829,england,1912,Arthur Hamilton Gordon,viaf:17272546,http://www.biographi.ca/en/bio/gordon_arthur_hamilton_14E.html,,no_match,,,,,0
medium_no_birthplace,1843,,1918,Auguste Gosselin,viaf:17319938,http://www.biographi.ca/en/bio/gosselin_auguste_honore_14E.html,,ambiguous,,,,,2
medium_no_birthplace,1814,,1885,Félix Poutré,viaf:17350244,http://www.biographi.ca/en/bio/poutre_felix_11E.html,,matched,65,PLACE_QC173002,felix poutre,562103511,1
medium_no_birthplace,1858,,1923,Georges-Émile Tanguay,viaf:173514931,http://www.biographi.ca/en/bio/tanguay_georges_emile_15E.html,,ambiguous,,,,,2
medium_no_birthplace,1805,,1887,Robert Whale,viaf:173561591,http://www.biographi.ca/en/bio/whale_robert_11E.html,,matched,75,PLACE_ON103007_1891,robert whale,1021304810,1
,1831,british columbia,1916,Arthur Wellington Clah,viaf:173795142,http://www.biographi.ca/en/bio/clah_arthur_wellington_14E.html,,no_match,,,,,0
,1819,,1894,Charles Stanley Monck,viaf:1746756,http://www.biographi.ca/en/bio/monck_charles_stanley_12E.html,,no_match,,,,,0
,1840,,1914,Thomas Crosby,viaf:18025090,http://www.biographi.ca/en/bio/crosby_thomas_14E.html,,no_match,,,,,0
medium_no_birthplace,1865,,1924,James Wilson Morrice,viaf:18075040,http://www.biographi.ca/en/bio/morrice_james_wilson_15E.html,,matched,15,PLACE_ON103007_1891,james morrice,1021900224,1
,1853,ontario,1921,Sir Samuel Hughes,viaf:18287281,http://www.biographi.ca/en/bio/hughes_samuel_15E.html,,no_match,,,,,0
,1848,,1907,Tarte,viaf:18326217,http://www.biographi.ca/en/bio/tarte_joseph_israel_13E.html,,no_lastname,,,,,0
medium_no_birthplace,1800,,1883,William Fenwick Williams,viaf:18438222,http://www.biographi.ca/en/bio/williams_william_fenwick_11E.html,,ambiguous,,,,,5
medium_no_birthplace,1844,,1931,George Bryce,viaf:18653537,http://www.biographi.ca/en/bio/bryce_george_16E.html,,ambiguous,,,,,2
,1802,,1890,Adam Thom,viaf:18671956,http://www.biographi.ca/en/bio/thom_adam_11E.html,,no_match,,,,,0
,1838,,1886,Joseph Alfred Mousseau,viaf:18719522,http://www.biographi.ca/en/bio/mousseau_joseph_alfred_11E.html,,no_match,,,,,0
,1824,england,1892,F.N. (Frederick Newton) Gisborne,viaf:18746685,http://www.biographi.ca/en/bio/gisborne_frederic_newton_12E.html,,no_match,,,,,0
,1835,england,1883,William Jordan Rattray,viaf:18839307,http://www.biographi.ca/en/bio/rattray_william_jordan_11E.html,,no_match,,,,,0
medium_no_birthplace,1856,,1924,Sara Anne Maclure,viaf:18971123,http://www.biographi.ca/en/bio/maclure_sara_anne_15E.html,,matched,27,PLACE_ON104019,sarah mclure,1140301202,1
medium_no_birthplace,1827,,1903,Alfred H. (Alfred Hutchinson) Dymond,viaf:19246842,http://www.biographi.ca/en/bio/dymond_alfred_hutchinson_13E.html,,matched,53,PLACE_ON134003_1881,alfred dymond,850402325,1
,1860,ontario,1925,Sir Augustus Meredith Nanton,viaf:192624724,http://www.biographi.ca/en/bio/nanton_augustus_meredith_15E.html,,no_match,,,,,0
,1857,,1923,Mabel Gardiner Hubbard,viaf:193665195,http://www.biographi.ca/en/bio/hubbard_mabel_gardiner_15E.html,,no_match,,,,,0
,1825,,1886,Joseph Doutre,viaf:19518958,http://www.biographi.ca/en/bio/doutre_joseph_11E.html,,no_match,,,,,0
medium_no_birthplace,1839,,1908,Louis Fréchette,viaf:19677544,http://www.biographi.ca/en/bio/frechette_louis_13E.html,,ambiguous,,,,,4
,1836,,1902,Sir John George Bourinot,viaf:197129563,http://www.biographi.ca/en/bio/bourinot_john_george_13E.html,,no_match,,,,,0
,1865,,1934,A. (Alfred) Fyen,viaf:197159397438519301193,http://www.biographi.ca/en/bio/fyen_alfred_16E.html,,no_match,,,,,0
medium_no_birthplace,1820,,1908,Charles Lindsey,viaf:19723994,http://www.biographi.ca/en/bio/lindsey_charles_13E.html,,matched,61,PLACE_ON134009,charles lindsey,870111421,1
medium_no_birthplace,1819,,1902,Cyprien Tanguay,viaf:19766140,http://www.biographi.ca/en/bio/tanguay_cyprien_13E.html,,matched,61,PLACE_ON104002,cyprien tanguay,690809607,1
medium_no_birthplace,1840,,1926,L.-O. (Laurent-Olivier) David,viaf:19798005,http://www.biographi.ca/en/bio/david_laurent_olivier_15E.html,,ambiguous,,,,,2
,1841,,1922,Cyrille Duquet,viaf:1992159478114827990004,http://www.biographi.ca/en/bio/duquet_cyrille_15E.html,,no_match,,,,,0
,1827,england,1889,Charles John Brydges,viaf:20479854,http://www.biographi.ca/en/bio/brydges_charles_john_11E.html,,no_match,,,,,0
medium_no_birthplace,1840,,1898,Joseph-Adolphe Chapleau,viaf:20483640,http://www.biographi.ca/en/bio/chapleau_joseph_adolphe_12E.html,,ambiguous,,,,,2
,1844,,1930,David Ross McCord,viaf:205073882,http://www.biographi.ca/en/bio/mccord_david_ross_15E.html,,no_match,,,,,0
,1854,ontario,1925,Sir James Alexander Lougheed,viaf:205169485,http://www.biographi.ca/en/bio/lougheed_james_alexander_15E.html,,no_match,,,,,0
medium_no_birthplace,1835,,1916,Edgar Dewdney,viaf:20583753,http://www.biographi.ca/en/bio/dewdney_edgar_14E.html,,matched,44,PLACE_MB183003,edgar dewdney,1213402222,1
,1803,,1885,Susanna Strickland,viaf:20989,http://www.biographi.ca/en/bio/strickland_susanna_11E.html,,no_match,,,,,0
high,1823,england,1905,Henry Pering Pellew Crease,viaf:21032708,http://www.biographi.ca/en/bio/crease_henry_pering_pellew_13E.html,,matched,59,PLACE_BC004001,henry crease,1241600711,1
,1830,ontario,1910,William Canniff,viaf:21147547,http://www.biographi.ca/en/bio/canniff_william_13E.html,,no_match,,,,,0
high,1850,nova scotia;scotland,1907,Edwin Gilpin,viaf:21713538,http://www.biographi.ca/en/bio/gilpin_edwin_13E.html,,matched,31,PLACE_NS045044,edwin gilpin,70405022,1
medium_no_birthplace,1816,,1885,Joseph Cauchon,viaf:21793977,http://www.biographi.ca/en/bio/cauchon_joseph_edouard_11E.html,,matched,64,PLACE_MB183003,joseph cauchon,1213101214,1
medium_no_birthplace,1807,,1884,George Okill Stuart,viaf:21859803,http://www.biographi.ca/en/bio/stuart_george_okill_1807_84_11E.html,,matched,73,PLACE_QC187005,george stuart,500601213,1
medium_no_birthplace,1810,,1884,Thomas Brock Fuller,viaf:2186990,http://www.biographi.ca/en/bio/fuller_thomas_brock_11E.html,,matched,70,PLACE_ON069003_1881,thomas fuller,952107012,1
,1812,,1901,Otto Reinhold Jacobi,viaf:21910902,http://www.biographi.ca/en/bio/jacobi_otto_reinhold_13E.html,,no_match,,,,,0
,1836,,1920,Louis-Amable Jetté,viaf:21982285,http://www.biographi.ca/en/bio/jette_louis_amable_14E.html,,no_match,,,,,0
high,1803,england,1890,John George Howard,viaf:22047546,http://www.biographi.ca/en/bio/howard_john_george_11E.html,,matched,77,PLACE_ON133008_1891,john howard,881301801,1
,1842,quebec,1891,Calixa Lavallée,viaf:22327815,http://www.biographi.ca/en/bio/lavallee_calixa_12E.html,,no_match,,,,,0
medium_no_birthplace,1843,,1909,Peter E. Jones,viaf:223467275,http://www.biographi.ca/en/bio/jones_peter_edmund_13E.html,,matched,36,PLACE_ON115006,petre jones,941606013,1
,1854,,1925,James Mavor,viaf:22506996,http://www.biographi.ca/en/bio/mavor_james_15E.html,,no_match,,,,,0
medium_no_birthplace,1803,,1882,Egerton Ryerson,viaf:23073360,http://www.biographi.ca/en/bio/ryerson_egerton_11E.html,,matched,78,PLACE_ON120004,egerton ryerson,851002220,1
,1807,,1885,Sir Francis Hincks,viaf:23073568,http://www.biographi.ca/en/bio/hincks_francis_11E.html,,no_match,,,,,0
,1838,,1910,Sir William Francis Butler,viaf:23076247,http://www.biographi.ca/en/bio/butler_william_francis_13E.html,,no_match,,,,,0
high,1832,quebec,1900,Félix-Gabriel Marchand,viaf:23241583,http://www.biographi.ca/en/bio/marchand_felix_gabriel_12E.html,,ambiguous,,,,,2
medium_no_birthplace,1803,,1888,Thomas Storrow Brown,viaf:2325573,http://www.biographi.ca/en/bio/brown_thomas_storrow_11E.html,,ambiguous,,,,,2
,1819,,1894,Sir Matthew Baillie Begbie,viaf:23392563,http://www.biographi.ca/en/bio/begbie_matthew_baillie_12E.html,,no_match,,,,,0
medium_no_birthplace,1845,,1924,Félicité Angers,viaf:234004435,http://www.biographi.ca/en/bio/angers_felicite_15E.html,,matched,36,PLACE_QC152004,felicite angers,481703219,1
high,1841,ontario,1918,John Ross Robertson,viaf:23499770,http://www.biographi.ca/en/bio/robertson_john_ross_14E.html,,ambiguous,,,,,7
high,1852,england,1908,James Fletcher,viaf:23500723,http://www.biographi.ca/en/bio/fletcher_james_13E.html,,matched,29,PLACE_ON105008,james fletcher,700914901,1
medium_no_birthplace,1842,,1923,Alexander Francis Dunlop,viaf:2355181,http://www.biographi.ca/en/bio/dunlop_alexander_francis_15E.html,,matched,37,PLACE_ON133003,alexander dunlop,831400816,1
high,1832,nova scotia;scotland,1907,J. A. (James Alexander) McLellan,viaf:23558673,http://www.biographi.ca/en/bio/mclellan_james_alexander_13E.html,,ambiguous,,,,,14
medium_no_birthplace,1826,,1897,George Irvine,viaf:23572167,http://www.biographi.ca/en/bio/irvine_george_12E.html,,ambiguous,,,,,2
