person_id,person_name,person_qid,dcb_url,event_type,event_year,census_year,place_id,place_label,geonames_id,geonames_name,match_strategy,confidence
viaf:104467323,Edouard-André Barnard,Q8078087,http://www.biographi.ca/en/bio/barnard_edouard_andre_12E.html,death,1898,,PLACE_QC075002_1921,L'Ange-Gardien,,,wd,high
viaf:104467323,Edouard-André Barnard,Q8078087,http://www.biographi.ca/en/bio/barnard_edouard_andre_12E.html,death,1898,,PLACE_QC098007,Varennes,,,wd,high
viaf:104467323,Edouard-André Barnard,Q8078087,http://www.biographi.ca/en/bio/barnard_edouard_andre_12E.html,death,1898,1901,PLACE_QC178003,L’Ange-Gardien,,L'Ange-Gardien,pip,high
viaf:104467491,William Elder,Q8008514,http://www.biographi.ca/en/bio/elder_william_1822_83_11E.html,death,1883,1881,PLACE_NB021002,"St. John, Duke's Ward—Quartier",6138517,Saint John,pip,high
viaf:104467600,Thomas Scott,Q721259,http://www.biographi.ca/en/bio/scott_thomas_1870_9E.html,death,1870,1881,PLACE_MB011001,Assiniboia,5887796,Assiniboia,pip,high
viaf:104468372,Michel-Thomas Labrecque,Q3308810,http://www.biographi.ca/en/bio/labrecque_michel_thomas_16E.html,birth,,,PLACE_QC053021,Saint-Anselme,,,wd,high
viaf:104468372,Michel-Thomas Labrecque,Q3308810,http://www.biographi.ca/en/bio/labrecque_michel_thomas_16E.html,death,1932,1921,PLACE_QC050018,"Chicoutimi, T-V",5921225,Chicoutimi,pip,high
viaf:104468522,Ernest Pacaud,Q3057117,http://www.biographi.ca/en/bio/pacaud_ernest_13E.html,birth,1850,1851,PLACE_QC073001,"Three Rivers, Gaol of Three Rivers, Friar’s School, Ursulines",6169141,Trois-Rivières,pip,high
viaf:104468522,Ernest Pacaud,Q3057117,http://www.biographi.ca/en/bio/pacaud_ernest_13E.html,birth,1850,,PLACE_QC093015,Trois-Rivières,,,wd,high
viaf:104468522,Ernest Pacaud,Q3057117,http://www.biographi.ca/en/bio/pacaud_ernest_13E.html,death,1904,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104468522,Ernest Pacaud,Q3057117,http://www.biographi.ca/en/bio/pacaud_ernest_13E.html,death,1904,1901,PLACE_QC182002,"Québec, Montcalm (Centre), Ward—Quartier",6325494,Québec,pip,high
viaf:104468533,Joseph Gould,Q6283529,http://www.biographi.ca/en/bio/gould_joseph_11E.html,death,1886,1881,PLACE_ON133009,Uxbridge,6172932,Uxbridge,pip,high
viaf:104468546,Henry G. (Henry George) Vennor,Q18528754,http://www.biographi.ca/en/bio/vennor_henry_george_11E.html,birth,1840,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104468630,Peter Mitchell,Q2090332,http://www.biographi.ca/en/bio/mitchell_peter_12E.html,death,1899,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469562,Andrew George Blair,Q2846607,http://www.biographi.ca/en/bio/blair_andrew_george_13E.html,birth,1844,,PLACE_NB036016,Fredericton,,,wd,high
viaf:104469562,Andrew George Blair,Q2846607,http://www.biographi.ca/en/bio/blair_andrew_george_13E.html,death,1907,1911,PLACE_NB036016,Fredericton,,"Fredericton, N.B",wd+pip,high
viaf:104469589,Boucher de la Bruère,Q7192092,http://www.biographi.ca/en/bio/boucher_de_la_bruere_pierre_14E.html,birth,1837,,PLACE_QC091012,Saint-Hyacinthe,,,wd,high
viaf:104469589,Boucher de la Bruère,Q7192092,http://www.biographi.ca/en/bio/boucher_de_la_bruere_pierre_14E.html,death,1917,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104469660,Stanley Clark Bagg,Q3496809,http://www.biographi.ca/en/bio/bagg_stanley_clark_10E.html,birth,1820,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469660,Stanley Clark Bagg,Q3496809,http://www.biographi.ca/en/bio/bagg_stanley_clark_10E.html,death,1873,1871,PLACE_QC107004,Côteau St. Louis,6077243,Montreal,pip,high
viaf:104469710,Urgel-Eugène Archambeault,Q16216363,http://www.biographi.ca/en/bio/archambeault_urgel_eugene_13E.html,birth,1834,,PLACE_QC065011,L'Assomption,,,wd,high
viaf:104469710,Urgel-Eugène Archambeault,Q16216363,http://www.biographi.ca/en/bio/archambeault_urgel_eugene_13E.html,death,1904,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469768,J. A. (Joseph Aldéric) Ouimet,Q3184148,http://www.biographi.ca/en/bio/ouimet_joseph_aldric_14E.html,birth,1847,,PLACE_QC028003,Sainte-Rose,,,wd,high
viaf:104469768,J. A. (Joseph Aldéric) Ouimet,Q3184148,http://www.biographi.ca/en/bio/ouimet_joseph_aldric_14E.html,death,1916,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469775,Sydney Fisher,Q3506807,http://www.biographi.ca/en/bio/fisher_sydney_arthur_15E.html,birth,1850,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104469775,Sydney Fisher,Q3506807,http://www.biographi.ca/en/bio/fisher_sydney_arthur_15E.html,birth,1850,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469775,Sydney Fisher,Q3506807,http://www.biographi.ca/en/bio/fisher_sydney_arthur_15E.html,death,1921,1921,PLACE_ON105011_1921,Ottawa,,"Ottawa, Ontario",wd+pip,high
viaf:104469884,Richard Cartwright,Q7326872,http://www.biographi.ca/en/bio/cartwright_richard_john_14E.html,birth,1835,1851,PLACE_ON045005,"Kingston, Ontario Ward",5992500,Kingston,pip,high
viaf:104469884,Richard Cartwright,Q7326872,http://www.biographi.ca/en/bio/cartwright_richard_john_14E.html,birth,1835,,PLACE_ON086001_1911,Kingston,,,wd,high
viaf:104469884,Richard Cartwright,Q7326872,http://www.biographi.ca/en/bio/cartwright_richard_john_14E.html,death,1912,1911,PLACE_ON086001_1911,Kingston,5992500,Kingston,wd+pip,high
viaf:104469969,J.U. (Joseph Ubald) Baudry,Q6280701,http://www.biographi.ca/en/bio/beaudry_joseph_ubalde_10E.html,birth,1816,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104469969,J.U. (Joseph Ubald) Baudry,Q6280701,http://www.biographi.ca/en/bio/beaudry_joseph_ubalde_10E.html,birth,1816,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469969,J.U. (Joseph Ubald) Baudry,Q6280701,http://www.biographi.ca/en/bio/beaudry_joseph_ubalde_10E.html,death,1876,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104469969,J.U. (Joseph Ubald) Baudry,Q6280701,http://www.biographi.ca/en/bio/beaudry_joseph_ubalde_10E.html,death,1876,1871,PLACE_QC107004,Côteau St. Louis,6077243,Montreal,pip,high
viaf:104470002,Theodore F. Chamberlain,Q7781778,http://www.biographi.ca/en/bio/chamberlain_theodore_f_15E.html,birth,1838,1851,PLACE_ON145003,Osnabruck,,Eastern Ontario,pip,high
viaf:104470002,Theodore F. Chamberlain,Q7781778,http://www.biographi.ca/en/bio/chamberlain_theodore_f_15E.html,death,1927,1921,PLACE_ON124003_1911,Crosby S,,"Chaffey’s Mills (Chaffeys Locks), Upper Canada",pip,high
viaf:104470213,Roderick McLellan,Q7356669,http://www.biographi.ca/en/bio/mclennan_roderick_13E.html,birth,1842,1851,PLACE_ON112001,Charlottenburg,5920283,Charlottenburgh,pip,high
viaf:104470213,Roderick McLellan,Q7356669,http://www.biographi.ca/en/bio/mclennan_roderick_13E.html,death,1907,1911,PLACE_ON145005_1911,Cornwall t-v,5928065,Cornwall,pip,high
viaf:104470311,Charles Thibault,Q2960299,http://www.biographi.ca/en/bio/thibault_charles_13E.html,death,1905,1901,PLACE_QC045011_1901,Sutton,6160070,Sutton,wd+pip,high
viaf:104470923,Alexander Forrester,Q4718879,http://www.biographi.ca/en/bio/forrester_alexander_9E.html,death,1869,,PLACE_NS007026,Truro,,,wd,high
viaf:104470947,P. (Pierre) Bachand,Q3383833,http://www.biographi.ca/en/bio/bachand_pierre_10E.html,birth,1835,,PLACE_QC098013_1921,Verchères,,,wd,high
viaf:104470947,P. (Pierre) Bachand,Q3383833,http://www.biographi.ca/en/bio/bachand_pierre_10E.html,death,1878,1881,PLACE_QC091012,Saint-Hyacinthe,6138374,Saint-Hyacinthe,wd+pip,high
viaf:104471042,William Warren Lynch,Q8020039,http://www.biographi.ca/en/bio/lynch_william_warren_14E.html,birth,1845,1851,PLACE_QC072011_1891,Stanbridge,,Bedford,pip,high
viaf:104471042,William Warren Lynch,Q8020039,http://www.biographi.ca/en/bio/lynch_william_warren_14E.html,birth,1845,,PLACE_QC072013,Bedford,,,wd,high
viaf:104471042,William Warren Lynch,Q8020039,http://www.biographi.ca/en/bio/lynch_william_warren_14E.html,death,1916,1911,PLACE_QC045010_1901,Knowlton vl,5993723,Knowlton,pip,high
viaf:104471354,Richard Chapman Weldon Canadian politician (1849-1925),Q3430631,http://www.biographi.ca/en/bio/weldon_richard_chapman_15E.html,birth,1849,,PLACE_NB027016,Sussex,,,wd,high
viaf:104471354,Richard Chapman Weldon Canadian politician (1849-1925),Q3430631,http://www.biographi.ca/en/bio/weldon_richard_chapman_15E.html,death,1925,1921,PLACE_NS011044,Dartmouth,,"Dartmouth, N. S",wd+pip,high
viaf:104471377,Michel-Delphis Brochu,Q50718078,http://www.biographi.ca/en/bio/brochu_michel_delphis_16E.html,birth,1853,,PLACE_QC042011_1921,Saint-Lazare-de-Bellechasse,,,wd,high
viaf:104471377,Michel-Delphis Brochu,Q50718078,http://www.biographi.ca/en/bio/brochu_michel_delphis_16E.html,birth,1853,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:104471377,Michel-Delphis Brochu,Q50718078,http://www.biographi.ca/en/bio/brochu_michel_delphis_16E.html,death,1933,1921,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:104471455,Charles-Eugène Boucher de Boucherville,Q718349,http://www.biographi.ca/en/bio/boucher_de_boucherville_charles_14E.html,birth,1822,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104471455,Charles-Eugène Boucher de Boucherville,Q718349,http://www.biographi.ca/en/bio/boucher_de_boucherville_charles_14E.html,birth,1822,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104471455,Charles-Eugène Boucher de Boucherville,Q718349,http://www.biographi.ca/en/bio/boucher_de_boucherville_charles_14E.html,death,1915,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104471660,William Bullock Ives,Q3568464,http://www.biographi.ca/en/bio/ives_william_bullock_12E.html,death,1899,1901,PLACE_ON105007_1901,"Ottawa, Victoria, Ward—Quartier",,"Ottawa, Ontario",pip,high
viaf:104471660,William Bullock Ives,Q3568464,http://www.biographi.ca/en/bio/ives_william_bullock_12E.html,death,1899,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:104471752,Louis-Adélard Senécal,Q3260271,http://www.biographi.ca/en/bio/senecal_louis_adelard_11E.html,birth,1829,1851,PLACE_QC082001,Varennes,6173508,Varennes,pip,high
viaf:104471752,Louis-Adélard Senécal,Q3260271,http://www.biographi.ca/en/bio/senecal_louis_adelard_11E.html,birth,1829,,PLACE_QC098007,Varennes,,,wd,high
viaf:104471752,Louis-Adélard Senécal,Q3260271,http://www.biographi.ca/en/bio/senecal_louis_adelard_11E.html,death,1887,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104471799,Henri Faraud,Q378769,http://www.biographi.ca/en/bio/faraud_henri_11E.html,death,1890,1891,PLACE_MB008012,St. Boniface,6155708,St. Boniface,pip,high
viaf:104471897,Joseph Marcoux,Q6285286,http://www.biographi.ca/en/bio/marcoux_joseph_8E.html,birth,1791,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:104471982,William Hamilton Merritt,Q8010770,http://www.biographi.ca/en/bio/merritt_william_hamilton_1855_1918_14E.html,birth,1855,1851,PLACE_ON085007,Niagara,6087884,Niagara,pip,high
viaf:104471982,William Hamilton Merritt,Q8010770,http://www.biographi.ca/en/bio/merritt_william_hamilton_1855_1918_14E.html,birth,1855,,PLACE_ON126009,St. Catharines,,,wd,high
viaf:104471982,William Hamilton Merritt,Q8010770,http://www.biographi.ca/en/bio/merritt_william_hamilton_1855_1918_14E.html,death,1918,1921,PLACE_ON154011,Toronto,,Toronto,wd+pip,high
viaf:104472080,Charles B. (Charles Borromée) Rouleau,Q5082189,http://www.biographi.ca/en/bio/rouleau_charles_borromee_13E.html,birth,1840,,PLACE_QC095003_1891,L'Isle-Verte,,,wd,high
viaf:104472337,Félix-Emmanuel Juneau,Q98940390,http://www.biographi.ca/en/bio/juneau_felix_emmanuel_11E.html,birth,1816,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:104472469,Richard B. (Richard Bladworth) Angus,Q3430546,http://www.biographi.ca/en/bio/angus_richard_bladworth_15E.html,death,1922,,PLACE_QC162028,Senneville,,,wd,high
viaf:104472513,M.J. (Michael Joseph) Ahern,Q19886671,http://www.biographi.ca/en/bio/ahern_michael_joseph_14E.html,birth,1844,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:104472513,M.J. (Michael Joseph) Ahern,Q19886671,http://www.biographi.ca/en/bio/ahern_michael_joseph_14E.html,death,1914,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104472513,M.J. (Michael Joseph) Ahern,Q19886671,http://www.biographi.ca/en/bio/ahern_michael_joseph_14E.html,death,1914,1911,PLACE_QC187002_1911,"Québec, Montcalm (Centre) ward-quartier",6325494,Québec,pip,high
viaf:104472815,F.-X. (François-Xavier) Toussaint,Q96246401,http://www.biographi.ca/en/bio/toussaint_francois_xavier_12E.html,birth,1821,1851,PLACE_QC075008,Saint-Jean-de-l'Île-d'Orléans,6941063,Saint-Jean-de-l'Ile-d'Orléans,wd+pip,high
viaf:104472815,F.-X. (François-Xavier) Toussaint,Q96246401,http://www.biographi.ca/en/bio/toussaint_francois_xavier_12E.html,death,1895,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104473305,Sir Frederick William Borden,Q5499050,http://www.biographi.ca/en/bio/borden_frederick_william_14E.html,death,1917,1921,PLACE_NS014004_1911,Canning,5914921,Canning,pip,high
viaf:104473398,Emmanuel-Marie Blain de Saint-Aubin,Q5373108,http://www.biographi.ca/en/bio/blain_de_saint_aubin_emmanuel_marie_11E.html,death,1883,1881,PLACE_ON104004_1871,"Ottawa, Victoria Ward—Quartier",,"Ottawa, Ontario",pip,high
viaf:104473398,Emmanuel-Marie Blain de Saint-Aubin,Q5373108,http://www.biographi.ca/en/bio/blain_de_saint_aubin_emmanuel_marie_11E.html,death,1883,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:104473488,John Charlton,Q2657327,http://www.biographi.ca/en/bio/charlton_john_13E.html,death,1910,1911,PLACE_ON131001_1891,Charlotteville,,Lynedoch,pip,high
viaf:104473708,Albert Carman,Q18537257,http://www.biographi.ca/en/bio/carman_albert_14E.html,birth,1833,1851,PLACE_ON145003,Osnabruck,,Eastern Ontario,pip,high
viaf:104473708,Albert Carman,Q18537257,http://www.biographi.ca/en/bio/carman_albert_14E.html,death,1917,1921,PLACE_ON154011,Toronto,,Toronto,wd+pip,high
viaf:104473731,Thomas Maguire,Q7792121,http://www.biographi.ca/en/bio/maguire_thomas_8E.html,death,1854,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104473777,C. (Cléophas) Beausoleil,Q2980758,http://www.biographi.ca/en/bio/beausoleil_cleophas_13E.html,birth,1845,1851,PLACE_QC025010,St. Félix,6138210,Saint-Félix-de-Valois,pip,high
viaf:104473777,C. (Cléophas) Beausoleil,Q2980758,http://www.biographi.ca/en/bio/beausoleil_cleophas_13E.html,death,1904,1901,PLACE_QC043016,"St. Gabriel de Brandon, Village",6138269,Saint-Gabriel-de-Brandon,pip,high
viaf:104473852,Sir Horace Archambeault,Q5901469,http://www.biographi.ca/en/bio/archambeault_horace_14E.html,birth,1857,,PLACE_QC065011,L'Assomption,,,wd,high
viaf:104473852,Sir Horace Archambeault,Q5901469,http://www.biographi.ca/en/bio/archambeault_horace_14E.html,birth,1857,1861,PLACE_QC162002,"L’Assomption, Parish",6050263,L'Assomption,pip,high
viaf:104473852,Sir Horace Archambeault,Q5901469,http://www.biographi.ca/en/bio/archambeault_horace_14E.html,death,1918,1921,PLACE_QC095030,Trois-Pistoles,6942037,Trois Pistoles,wd+pip,high
viaf:104473932,Sir Alexandre Lacoste,Q2833795,http://www.biographi.ca/en/bio/lacoste_alexandre_15E.html,birth,1842,,PLACE_QC046001_1881,Boucherville,,,wd,high
viaf:104473932,Sir Alexandre Lacoste,Q2833795,http://www.biographi.ca/en/bio/lacoste_alexandre_15E.html,death,1923,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:104474047,Malcolm Colin Cameron,Q15496843,http://www.biographi.ca/en/bio/cameron_malcolm_colin_12E.html,birth,1831,1851,PLACE_ON123017_1911,Perth,6101546,Perth,wd+pip,high
viaf:104474047,Malcolm Colin Cameron,Q15496843,http://www.biographi.ca/en/bio/cameron_malcolm_colin_12E.html,death,1898,1901,PLACE_ON086001_1891,"London, Ward—Quartier 1 (part)",,London,pip,high
viaf:104474047,Malcolm Colin Cameron,Q15496843,http://www.biographi.ca/en/bio/cameron_malcolm_colin_12E.html,death,1898,,PLACE_ON128016,London,,,wd,high
viaf:104474068,Archibald Woodbury McLelan,Q633347,http://www.biographi.ca/en/bio/mclelan_archibald_woodbury_11E.html,birth,1824,,PLACE_NS007001,Londonderry,,,wd,high
viaf:104474068,Archibald Woodbury McLelan,Q633347,http://www.biographi.ca/en/bio/mclelan_archibald_woodbury_11E.html,death,1890,1891,PLACE_NS033002,"Halifax, Ward—Quartier No. 2",,"Halifax, N.S",pip,high
viaf:104474178,Philip Carteret Hill,Q3378986,http://www.biographi.ca/en/bio/hill_philip_carteret_12E.html,birth,1821,,PLACE_NS011043,Halifax,,,wd,high
viaf:104474197,William Rennie,Q19975115,http://www.biographi.ca/en/bio/rennie_william_13E.html,birth,1835,1851,PLACE_ON154007,Scarborough,6948711,Scarborough,pip,high
viaf:104474197,William Rennie,Q19975115,http://www.biographi.ca/en/bio/rennie_william_13E.html,death,1910,1911,PLACE_ON138001_1911,York,7870923,Swansea,pip,high
viaf:104474204,Mary Electa Adams,Q6778783,http://www.biographi.ca/en/bio/adams_mary_electa_12E.html,death,1898,1901,PLACE_ON129007,"Toronto, Ward—Quartier 2 (part)",,Toronto,pip,high
viaf:104474204,Mary Electa Adams,Q6778783,http://www.biographi.ca/en/bio/adams_mary_electa_12E.html,death,1898,,PLACE_ON154011,Toronto,,,wd,high
viaf:104474270,Frederick Seymour,Q1453002,http://www.biographi.ca/en/bio/seymour_frederick_9E.html,death,1869,1881,PLACE_BC188004,Coast of main land,,"Bella Coola, B.C",pip,high
viaf:104474317,Thomas Spence,Q109859283,http://www.biographi.ca/en/bio/spence_thomas_1832_1900_12E.html,death,1900,,PLACE_AB199016,Edmonton,,,wd,high
viaf:104474317,Thomas Spence,Q109859283,http://www.biographi.ca/en/bio/spence_thomas_1832_1900_12E.html,death,1900,1901,PLACE_NT202039,"Edmonton, East—Est",5946768,Edmonton,pip,high
viaf:104474449,Hector Berthelot,Q3129219,http://www.biographi.ca/en/bio/berthelot_hector_12E.html,birth,1842,1851,PLACE_QC073001,"Three Rivers, Gaol of Three Rivers, Friar’s School, Ursulines",6169141,Trois-Rivières,pip,high
viaf:104474449,Hector Berthelot,Q3129219,http://www.biographi.ca/en/bio/berthelot_hector_12E.html,birth,1842,,PLACE_QC093015,Trois-Rivières,,,wd,high
viaf:104474449,Hector Berthelot,Q3129219,http://www.biographi.ca/en/bio/berthelot_hector_12E.html,death,1895,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104474676,Narcisse-Fortunat Belleau,Q505938,http://www.biographi.ca/en/bio/belleau_narcisse_fortunat_12E.html,birth,1808,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104474676,Narcisse-Fortunat Belleau,Q505938,http://www.biographi.ca/en/bio/belleau_narcisse_fortunat_12E.html,death,1894,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104474676,Narcisse-Fortunat Belleau,Q505938,http://www.biographi.ca/en/bio/belleau_narcisse_fortunat_12E.html,death,1894,1891,PLACE_QC182002,"Québec, Montcalm Centre, Ward—Quartier",6325494,Québec,pip,high
viaf:104474757,Louis Beaubien,Q3261201,http://www.biographi.ca/en/bio/beaubien_louis_14E.html,birth,1837,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104474757,Louis Beaubien,Q3261201,http://www.biographi.ca/en/bio/beaubien_louis_14E.html,death,1915,1911,PLACE_QC162016,Outremont t-v,,Outremont (Montreal),pip,high
viaf:104475445,Robert Beaven,Q1765680,http://www.biographi.ca/en/bio/beaven_robert_14E.html,death,1920,1921,PLACE_BC217001,Victoria,6174041,Victoria,wd+pip,high
viaf:104475581,Jules Helbronner,Q30149788,http://www.biographi.ca/en/bio/helbronner_jules_15E.html,death,1921,1921,PLACE_ON105011_1921,Ottawa,,"Ottawa, Ontario",wd+pip,high
viaf:104475770,Joseph-Xavier Perrault,Q15179632,http://www.biographi.ca/en/bio/perrault_joseph_xavier_13E.html,birth,1836,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:104475770,Joseph-Xavier Perrault,Q15179632,http://www.biographi.ca/en/bio/perrault_joseph_xavier_13E.html,death,1905,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104475791,E. W. (Edward Wilkes) Rathbun,Q23620726,http://www.biographi.ca/en/bio/rathbun_edward_wilkes_13E.html,death,1903,1901,PLACE_ON118026,"Deseronto, Town—Ville",5938187,Deseronto,pip,high
viaf:104475840,John Jennings,Q6241811,http://www.biographi.ca/en/bio/jennings_john_10E.html,death,1876,1871,PLACE_ON135004,"Yorkville, Village",,Toronto,pip,high
viaf:104475990,Elijah Leonard,Q5360946,http://www.biographi.ca/en/bio/leonard_elijah_1841_91_12E.html,death,1891,1891,PLACE_ON086001_1891,"London, Ward—Quartier No. 1",,London,pip,high
viaf:104476319,C. A. (Charles Augustus) Semlin,Q361816,http://www.biographi.ca/en/bio/semlin_charles_augustus_15E.html,birth,1836,1851,PLACE_ON026001,Whitby,,Centre de l'Ontario,pip,high
viaf:104476319,C. A. (Charles Augustus) Semlin,Q361816,http://www.biographi.ca/en/bio/semlin_charles_augustus_15E.html,birth,1836,,PLACE_ON144019,Barrie,,,wd,high
viaf:104476319,C. A. (Charles Augustus) Semlin,Q361816,http://www.biographi.ca/en/bio/semlin_charles_augustus_15E.html,death,1927,,PLACE_BC005001,Cache Creek,,,wd,high
viaf:104476446,Israel Wood Powell,Q1674627,http://www.biographi.ca/en/bio/powell_israel_wood_14E.html,birth,1836,1851,PLACE_ON131007_1891,Windham,5924962,Colborne,pip,high
viaf:104476446,Israel Wood Powell,Q1674627,http://www.biographi.ca/en/bio/powell_israel_wood_14E.html,death,1915,1911,PLACE_BC217001,Victoria,6174041,Victoria,wd+pip,high
viaf:104476498,Henry Joseph Clarke,Q1606929,http://www.biographi.ca/en/bio/clarke_henry_joseph_11E.html,death,1889,1891,PLACE_NT200002,Medicine Hat,6071618,Medicine Hat,pip,high
viaf:104476498,Henry Joseph Clarke,Q1606929,http://www.biographi.ca/en/bio/clarke_henry_joseph_11E.html,death,1889,,PLACE_NT204040,Medicine Hat,,,wd,high
viaf:104476530,Frederic Nicholls,Q5497144,http://www.biographi.ca/en/bio/nicholls_frederic_thomas_15E.html,death,1921,1921,PLACE_ON154011,Toronto,,Toronto,wd+pip,high
viaf:104476621,Roderick Finlayson,Q7356609,http://www.biographi.ca/en/bio/finlayson_roderick_12E.html,death,1892,1891,PLACE_BC004002,"Victoria, Johnson Street, Ward—Quartier",6174041,Victoria,pip,high
viaf:104476621,Roderick Finlayson,Q7356609,http://www.biographi.ca/en/bio/finlayson_roderick_12E.html,death,1892,,PLACE_BC217001,Victoria,,,wd,high
viaf:104477193,Joseph Auclair,Q109857240,http://www.biographi.ca/en/bio/auclair_joseph_11E.html,birth,1813,1851,PLACE_QC069003,St. Ambroise,6945996,Loretteville,pip,high
viaf:104477193,Joseph Auclair,Q109857240,http://www.biographi.ca/en/bio/auclair_joseph_11E.html,death,1887,1891,PLACE_QC182002,"Québec, Montcalm Centre, Ward—Quartier",6325494,Québec,pip,high
viaf:104477299,Edward Jackson,Q5343708,http://www.biographi.ca/en/bio/jackson_edward_10E.html,death,1872,1871,PLACE_ON153002_1921,Barton,5969782,Hamilton,pip,high
viaf:104477456,John Graham Haggart,Q6235973,http://www.biographi.ca/en/bio/haggart_john_graham_14E.html,birth,1836,1851,PLACE_ON123017_1911,Perth,6101546,Perth,wd+pip,high
viaf:104477456,John Graham Haggart,Q6235973,http://www.biographi.ca/en/bio/haggart_john_graham_14E.html,death,1913,1911,PLACE_ON105007_1901,"Ottawa, Victoria ward-quartier",,"Ottawa, Ontario",pip,high
viaf:104477456,John Graham Haggart,Q6235973,http://www.biographi.ca/en/bio/haggart_john_graham_14E.html,death,1913,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:104477635,Frédéric-Auguste Quesnel,Q1471413,http://www.biographi.ca/en/bio/quesnel_frederic_auguste_9E.html,birth,1785,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104477635,Frédéric-Auguste Quesnel,Q1471413,http://www.biographi.ca/en/bio/quesnel_frederic_auguste_9E.html,birth,1785,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104477635,Frédéric-Auguste Quesnel,Q1471413,http://www.biographi.ca/en/bio/quesnel_frederic_auguste_9E.html,death,1866,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104477635,Frédéric-Auguste Quesnel,Q1471413,http://www.biographi.ca/en/bio/quesnel_frederic_auguste_9E.html,death,1866,1861,PLACE_QC107004,"Côte St. Louis, Village",6077243,Montreal,pip,high
viaf:104478499,Theodore Davie,Q2418636,http://www.biographi.ca/en/bio/davie_theodore_12E.html,death,1898,1901,PLACE_BC004004,"Victoria, City—Cité",6174041,Victoria,pip,high
viaf:104478499,Theodore Davie,Q2418636,http://www.biographi.ca/en/bio/davie_theodore_12E.html,death,1898,,PLACE_BC217001,Victoria,,,wd,high
viaf:104478565,Guillaume Amyot,Q3119641,http://www.biographi.ca/en/bio/amyot_guillaume_12E.html,birth,1843,,PLACE_QC042010_1921,Saint-Gervais,,,wd,high
viaf:104478565,Guillaume Amyot,Q3119641,http://www.biographi.ca/en/bio/amyot_guillaume_12E.html,birth,1843,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:104478565,Guillaume Amyot,Q3119641,http://www.biographi.ca/en/bio/amyot_guillaume_12E.html,death,1896,,PLACE_QC081017,Quebec City,,,wd,high
viaf:104478740,Sir F. (François) Langelier,Q1451090,http://www.biographi.ca/en/bio/langelier_francois_14E.html,death,1915,1911,PLACE_QC081007,Sillery,8740849,Sillery,wd+pip,high
viaf:104478764,Charles J. (Charles James) Townshend,Q5079459,http://www.biographi.ca/en/bio/townshend_charles_james_15E.html,death,1924,1921,PLACE_NS014008_1921,Horton,6183858,Wolfville,pip,high
viaf:104478793,Frederick Debartzch Monk,Q3087104,http://www.biographi.ca/en/bio/monk_frederick_debartzch_14E.html,birth,1856,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:104478793,Frederick Debartzch Monk,Q3087104,http://www.biographi.ca/en/bio/monk_frederick_debartzch_14E.html,birth,1856,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:104478793,Frederick Debartzch Monk,Q3087104,http://www.biographi.ca/en/bio/monk_frederick_debartzch_14E.html,death,1914,,PLACE_QC076013_1921,Montreal,,,wd,high
