person_id,person_name,person_qid,dcb_url,event_type,event_year,census_year,place_id,place_label,geonames_id,geonames_name,match_strategy,confidence
viaf:35254237,Sir Arthur Currie,Q517904,http://www.biographi.ca/en/bio/currie_arthur_william_16E.html,birth,1875,1871,PLACE_ON110006,Maidstone,6955983,Southwestern Ontario,pip,high
viaf:35254237,Sir Arthur Currie,Q517904,http://www.biographi.ca/en/bio/currie_arthur_william_16E.html,death,1933,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:35336219,Ernest Lapointe,Q3057040,http://www.biographi.ca/en/bio/lapointe_ernest_17E.html,birth,1876,1871,PLACE_QC095012,St. Eloi,8672584,Saint-Éloi,pip,high
viaf:35336219,Ernest Lapointe,Q3057040,http://www.biographi.ca/en/bio/lapointe_ernest_17E.html,death,1941,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:35388747,Robert Baldwin,Q2093662,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,birth,1804,1851,PLACE_ON026001,Whitby,,Centre de l'Ontario,pip,high
viaf:35388747,Robert Baldwin,Q2093662,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,birth,1804,,PLACE_ON154011,Toronto,,,wd,high
viaf:35388747,Robert Baldwin,Q2093662,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,death,1858,1861,PLACE_ON135004,"Yorkville, Village",,Toronto,pip,high
viaf:35388747,Robert Baldwin,Q2093662,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,death,1858,,PLACE_ON154011,Toronto,,,wd,high
viaf:35518287,Louis-Zéphirin Moreau,Q2496468,http://www.biographi.ca/en/bio/moreau_louis_zephirin_13E.html,death,1901,1901,PLACE_QC091012,Saint-Hyacinthe,6138374,Saint-Hyacinthe,wd+pip,high
viaf:35554083,Whitney,Q3161488,http://www.biographi.ca/en/bio/whitney_james_pliny_14E.html,birth,1842,1851,PLACE_ON145003,Osnabruck,,Eastern Ontario,pip,high
viaf:35554083,Whitney,Q3161488,http://www.biographi.ca/en/bio/whitney_james_pliny_14E.html,death,1914,,PLACE_ON154011,Toronto,,,wd,high
viaf:35555225,Ludger Duvernay,Q3266045,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,birth,1799,,PLACE_QC098013_1921,Verchères,,,wd,high
viaf:35555225,Ludger Duvernay,Q3266045,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,burial,1852,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:35555225,Ludger Duvernay,Q3266045,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,death,1852,1851,PLACE_QC065010,St. Louis,6077243,Montreal,pip,high
viaf:35555225,Ludger Duvernay,Q3266045,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,death,1852,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:35556891,Joliette,Q2885977,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,birth,1789,,PLACE_QC074014_1921,Montmagny,,,wd,high
viaf:35556891,Joliette,Q2885977,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,birth,1789,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:35556891,Joliette,Q2885977,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,death,1850,1851,PLACE_QC050008,St. Charles Borromée,5987650,Joliette,pip,high
viaf:35556891,Joliette,Q2885977,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,death,1850,,PLACE_QC158001_1871,Joliette,,,wd,high
viaf:35557502,Sir John Beverley Robinson,Q7528023,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,birth,1791,1851,PLACE_QC043007_1921,St. Cuthbert,,"Berthier (Berthier County), L.C",pip,high
viaf:35557502,Sir John Beverley Robinson,Q7528023,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,birth,1791,,PLACE_QC043015,Berthierville,,,wd,high
viaf:35557502,Sir John Beverley Robinson,Q7528023,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,death,1863,1861,PLACE_ON135004,"Yorkville, Village",6167865,"Yorkville, Toronto",pip,high
viaf:35557502,Sir John Beverley Robinson,Q7528023,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,death,1863,,PLACE_ON154011,Toronto,,,wd,high
viaf:35559504,Richard Charles Hardisty,Q7326265,http://www.biographi.ca/en/bio/hardisty_richard_charles_11E.html,death,1889,1891,PLACE_MB012004,"Winnipeg, Ward—Quartier No. 4",,Winnipeg (Man.),pip,high
viaf:35593058,James Bird,Q6129799,http://www.biographi.ca/en/bio/bird_james_1892_12E.html,birth,1798,1881,PLACE_NT193015,McKenzie,6141242,Saskatchewan,pip,high
viaf:35694515,Robert Steele Ambrose,Q7341490,http://www.biographi.ca/en/bio/ambrose_robert_steele_13E.html,death,1908,1911,PLACE_ON077001_1911,Hamilton c part,5969782,Hamilton,pip,high
viaf:3571559,Thomas Greenway,Q2424330,http://www.biographi.ca/en/bio/greenway_thomas_13E.html,death,1908,1911,PLACE_ON105007_1901,"Ottawa, Victoria ward-quartier",,"Ottawa, Ontario",pip,high
viaf:3571559,Thomas Greenway,Q2424330,http://www.biographi.ca/en/bio/greenway_thomas_13E.html,death,1908,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:35736743,John Mann,Q110721426,http://www.biographi.ca/en/bio/mann_john_12E.html,death,1891,1891,PLACE_NB029002,Blackville,5908203,Breadalbane,pip,high
viaf:35779218,C.D. (Clarence Decatur) Howe,Q373508,http://www.biographi.ca/en/bio/howe_clarence_decatur_18E.html,death,1960,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:35928607,John Pease Babcock,Q20898599,http://www.biographi.ca/en/bio/babcock_john_pease_16E.html,death,1936,1921,PLACE_BC217001,Victoria,6174041,Victoria,wd+pip,high
viaf:35950988,Thomas Phillips Thompson (1843-1933),Q19975322,http://www.biographi.ca/en/bio/thompson_thomas_phillips_16E.html,death,1933,1921,PLACE_ON117004,Trafalgar,6092122,Oakville,pip,high
viaf:35950988,Thomas Phillips Thompson (1843-1933),Q19975322,http://www.biographi.ca/en/bio/thompson_thomas_phillips_16E.html,death,1933,,PLACE_ON117008_1911,Oakville,,,wd,high
viaf:35956882,Louis-Philippe Turcotte,Q3260816,http://www.biographi.ca/en/bio/turcotte_louis_philippe_10E.html,birth,1842,1851,PLACE_QC075008,Saint-Jean-de-l'Île-d'Orléans,6941063,Saint-Jean-de-l'Ile-d'Orléans,wd+pip,high
viaf:35956882,Louis-Philippe Turcotte,Q3260816,http://www.biographi.ca/en/bio/turcotte_louis_philippe_10E.html,death,1878,,PLACE_QC081017,Quebec City,,,wd,high
viaf:35971714,Janet Carnochan,Q94520504,http://www.biographi.ca/en/bio/carnochan_janet_15E.html,birth,1839,1851,PLACE_ON085007,Niagara,6087884,Niagara,pip,high
viaf:35971714,Janet Carnochan,Q94520504,http://www.biographi.ca/en/bio/carnochan_janet_15E.html,birth,1839,,PLACE_ON151005_1911,Stamford,,,wd,high
viaf:35971714,Janet Carnochan,Q94520504,http://www.biographi.ca/en/bio/carnochan_janet_15E.html,burial,1926,,PLACE_ON151009,Niagara Falls,,,wd,high
viaf:35971714,Janet Carnochan,Q94520504,http://www.biographi.ca/en/bio/carnochan_janet_15E.html,death,1926,1921,PLACE_ON126011,Niagara-on-the-Lake,6087905,Niagara-on-the-Lake,wd+pip,high
viaf:36006952,Alexander Caulfield Anderson,Q4718551,http://www.biographi.ca/en/bio/anderson_alexander_caulfield_11E.html,death,1884,1881,PLACE_BC003012,Saanich S & N,6136944,Saanich,pip,high
viaf:36006952,Alexander Caulfield Anderson,Q4718551,http://www.biographi.ca/en/bio/anderson_alexander_caulfield_11E.html,death,1884,,PLACE_BC212004,Saanich,,,wd,high
viaf:36449363,Edward John Horan,Q3048572,http://www.biographi.ca/en/bio/horan_edward_john_10E.html,birth,1817,,PLACE_QC081017,Quebec City,,,wd,high
viaf:36449363,Edward John Horan,Q3048572,http://www.biographi.ca/en/bio/horan_edward_john_10E.html,death,1875,1871,PLACE_ON077003,"Kingston, Ontario Ward—Quartier",5992500,Kingston,pip,high
viaf:36449363,Edward John Horan,Q3048572,http://www.biographi.ca/en/bio/horan_edward_john_10E.html,death,1875,,PLACE_ON086001_1911,Kingston,,,wd,high
viaf:36512161,Benjamin Russell,Q4889192,http://www.biographi.ca/en/bio/russell_benjamin_16E.html,birth,1849,,PLACE_NS011044,Dartmouth,,,wd,high
viaf:36512161,Benjamin Russell,Q4889192,http://www.biographi.ca/en/bio/russell_benjamin_16E.html,death,1935,1921,PLACE_NS011001,Bedford Basin,5897321,Bedford,pip,high
viaf:36512161,Benjamin Russell,Q4889192,http://www.biographi.ca/en/bio/russell_benjamin_16E.html,death,1935,,PLACE_NS011043,Halifax,,,wd,high
viaf:36516591,Alexander Sutherland,Q112359821,http://www.biographi.ca/en/bio/sutherland_alexander_13E.html,birth,1833,1851,PLACE_ON110006,Maidstone,6955983,Southwestern Ontario,pip,high
viaf:36516591,Alexander Sutherland,Q112359821,http://www.biographi.ca/en/bio/sutherland_alexander_13E.html,death,1910,,PLACE_ON154011,Toronto,,,wd,high
viaf:36638390,Antoine Dessane,Q25999335,http://www.biographi.ca/en/bio/dessane_marie_hippolyte_antoine_10E.html,death,1873,,PLACE_QC081017,Quebec City,,,wd,high
viaf:36817517,Sir Charles Henry Darling,Q458995,http://www.biographi.ca/en/bio/darling_charles_henry_9E.html,birth,1809,,PLACE_NS004029,Annapolis Royal,,,wd,high
viaf:36826018,J.D. (James David) Edgar,Q6132370,http://www.biographi.ca/en/bio/edgar_james_david_12E.html,birth,1841,1851,PLACE_QC077003,Hatley,5971973,Hatley,pip,high
viaf:36826018,J.D. (James David) Edgar,Q6132370,http://www.biographi.ca/en/bio/edgar_james_david_12E.html,burial,1899,,PLACE_ON154011,Toronto,,,wd,high
viaf:36826018,J.D. (James David) Edgar,Q6132370,http://www.biographi.ca/en/bio/edgar_james_david_12E.html,death,1899,1901,PLACE_ON129007,"Toronto, Ward—Quartier 2 (part)",,Toronto,pip,high
viaf:36826018,J.D. (James David) Edgar,Q6132370,http://www.biographi.ca/en/bio/edgar_james_david_12E.html,death,1899,,PLACE_ON154011,Toronto,,,wd,high
viaf:36839694,Joseph-Ferdinand Peachy,Q3184243,http://www.biographi.ca/en/bio/peachy_joseph_ferdinand_13E.html,birth,1830,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:36839694,Joseph-Ferdinand Peachy,Q3184243,http://www.biographi.ca/en/bio/peachy_joseph_ferdinand_13E.html,death,1903,,PLACE_QC081017,Quebec City,,,wd,high
viaf:36839694,Joseph-Ferdinand Peachy,Q3184243,http://www.biographi.ca/en/bio/peachy_joseph_ferdinand_13E.html,death,1903,1901,PLACE_QC182002,"Québec, Montcalm (Centre), Ward—Quartier",6325494,Québec,pip,high
viaf:36880652,Sir James Outram,Q6140705,http://www.biographi.ca/en/bio/outram_james_15E.html,death,1925,1921,PLACE_BC217001,Victoria City,6174041,Victoria,pip,high
viaf:36919573,Louis Hémon,Q561378,http://www.biographi.ca/en/bio/hemon_louis_14E.html,death,1913,1911,PLACE_ON054017,Chapleau,5919916,Chapleau,pip,high
viaf:37010393,Pamphile Le May,Q3361811,http://www.biographi.ca/en/bio/le_may_pamphile_14E.html,birth,1837,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:37010393,Pamphile Le May,Q3361811,http://www.biographi.ca/en/bio/le_may_pamphile_14E.html,death,1918,,PLACE_QC171011,Deschaillons-sur-Saint-Laurent,,,wd,high
viaf:3703154688486948380002,Adolphe Rho,Q2824895,http://www.biographi.ca/en/bio/rho_adolphe_13E.html,birth,1839,,PLACE_QC078001_1921,Bécancour,,,wd,high
viaf:3703154688486948380002,Adolphe Rho,Q2824895,http://www.biographi.ca/en/bio/rho_adolphe_13E.html,death,1905,,PLACE_QC078001_1921,Bécancour,,,wd,high
viaf:3703154688486948380002,Adolphe Rho,Q2824895,http://www.biographi.ca/en/bio/rho_adolphe_13E.html,death,1905,1901,PLACE_QC078014,Ste. Marie de Blandford,5897212,Bécancour,pip,high
viaf:37041715,Sir Adolphe-Basile Routhier,Q2824752,http://www.biographi.ca/en/bio/routhier_adolphe_basile_14E.html,birth,1839,1851,PLACE_QC097007,St. Benoit,6137492,Saint-Benoît,pip,high
viaf:37041715,Sir Adolphe-Basile Routhier,Q2824752,http://www.biographi.ca/en/bio/routhier_adolphe_basile_14E.html,death,1920,1921,PLACE_QC048009,St. Irénée,8593685,Saint-Irénée,pip,high
viaf:37043411,Napoléon Aubin,Q3335926,http://www.biographi.ca/en/bio/aubin_napoleon_11E.html,death,1890,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:370806,Henry Scadding,Q5728052,http://www.biographi.ca/en/bio/scadding_henry_13E.html,death,1901,1901,PLACE_ON129007,"Toronto, Ward—Quartier 2 (part)",,Toronto,pip,high
viaf:37722436,John Cameron,Q6224910,http://www.biographi.ca/en/bio/cameron_john_1827_1910_13E.html,death,1910,1911,PLACE_NS005019,Antigonish,5886182,Antigonish Nova Scotia,wd+pip,high
viaf:37808242,Joseph Légaré,Q680528,http://www.biographi.ca/en/bio/legare_joseph_8E.html,birth,1795,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:37808242,Joseph Légaré,Q680528,http://www.biographi.ca/en/bio/legare_joseph_8E.html,death,1855,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:37808257,Antoine Plamondon,Q2856626,http://www.biographi.ca/en/bio/plamondon_antoine_12E.html,birth,1804,,PLACE_QC081001,L'Ancienne-Lorette,,,wd,high
viaf:37808257,Antoine Plamondon,Q2856626,http://www.biographi.ca/en/bio/plamondon_antoine_12E.html,birth,1804,1851,PLACE_QC081017,"Québec, cité",6325494,Québec,pip,high
viaf:37808257,Antoine Plamondon,Q2856626,http://www.biographi.ca/en/bio/plamondon_antoine_12E.html,death,1895,,PLACE_QC080006_1921,Neuville,,,wd,high
viaf:37808257,Antoine Plamondon,Q2856626,http://www.biographi.ca/en/bio/plamondon_antoine_12E.html,death,1895,1891,PLACE_QC181007,Pointe aux Trembles,6325572,Neuville,pip,high
viaf:3784159477872227990004,Sir George Airey Kirkpatrick,Q5536102,http://www.biographi.ca/en/bio/kirkpatrick_george_airey_12E.html,birth,1841,,PLACE_ON086001_1911,Kingston,,,wd,high
viaf:3784159477872227990004,Sir George Airey Kirkpatrick,Q5536102,http://www.biographi.ca/en/bio/kirkpatrick_george_airey_12E.html,birth,1841,1851,PLACE_ON145003,Osnabruck,,Eastern Ontario,pip,high
viaf:3784159477872227990004,Sir George Airey Kirkpatrick,Q5536102,http://www.biographi.ca/en/bio/kirkpatrick_george_airey_12E.html,death,1899,1901,PLACE_ON129007,"Toronto, Ward—Quartier 2 (part)",,Toronto,pip,high
viaf:3784159477872227990004,Sir George Airey Kirkpatrick,Q5536102,http://www.biographi.ca/en/bio/kirkpatrick_george_airey_12E.html,death,1899,,PLACE_ON154011,Toronto,,,wd,high
viaf:37999219,Thomas C. Keefer,Q7791448,http://www.biographi.ca/en/bio/keefer_thomas_coltrin_14E.html,birth,1821,1851,PLACE_ON040002_1851,Thorold,,"Thorold Township, Upper Canada",pip,high
viaf:37999219,Thomas C. Keefer,Q7791448,http://www.biographi.ca/en/bio/keefer_thomas_coltrin_14E.html,birth,1821,,PLACE_ON151013,Thorold,,,wd,high
viaf:37999219,Thomas C. Keefer,Q7791448,http://www.biographi.ca/en/bio/keefer_thomas_coltrin_14E.html,death,1915,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:38052589,Célestin Lavigueur,Q3010086,http://www.biographi.ca/en/bio/lavigueur_celestin_11E.html,birth,1831,1851,PLACE_QC081017,Quebec City,6325494,Québec,wd+pip,high
viaf:3809161392915958480000,Georges Vézina,Q456736,http://www.biographi.ca/en/bio/vezina_georges_15E.html,birth,1887,,PLACE_QC050018,Chicoutimi,,,wd,high
viaf:3809161392915958480000,Georges Vézina,Q456736,http://www.biographi.ca/en/bio/vezina_georges_15E.html,death,1926,1921,PLACE_QC050018,Chicoutimi,5921225,Chicoutimi,wd+pip,high
viaf:38266073,John Raymond Knister,Q7298933,http://www.biographi.ca/en/bio/knister_john_raymond_16E.html,birth,1899,1901,PLACE_ON110006,Maidstone,6955983,Southwestern Ontario,pip,high
viaf:38266073,John Raymond Knister,Q7298933,http://www.biographi.ca/en/bio/knister_john_raymond_16E.html,burial,1932,,PLACE_ON131011_1911,Port Dover,,,wd,high
viaf:38266073,John Raymond Knister,Q7298933,http://www.biographi.ca/en/bio/knister_john_raymond_16E.html,death,1932,1921,PLACE_ON142027,Ralph,6157427,Stoney Point,pip,high
viaf:3833156858481449780000,Alan Arnett McLeod,Q4706076,http://www.biographi.ca/en/bio/mcleod_alan_arnett_14E.html,birth,1899,,PLACE_MB022012,Stonewall,,,wd,high
viaf:3833156858481449780000,Alan Arnett McLeod,Q4706076,http://www.biographi.ca/en/bio/mcleod_alan_arnett_14E.html,birth,1899,1901,PLACE_MB163003,Rockwood,6157355,Stonewall,pip,high
viaf:3833156858481449780000,Alan Arnett McLeod,Q4706076,http://www.biographi.ca/en/bio/mcleod_alan_arnett_14E.html,death,1918,,PLACE_MB024001,Winnipeg,,,wd,high
viaf:3833156858481449780000,Alan Arnett McLeod,Q4706076,http://www.biographi.ca/en/bio/mcleod_alan_arnett_14E.html,death,1918,1921,PLACE_MB160013,"Winnipeg, C",,Winnipeg (Man.),pip,high
viaf:38343572,Lewis Morris Wilkins,Q6536905,http://www.biographi.ca/en/bio/wilkins_lewis_morris_1801_85_11E.html,death,1885,1881,PLACE_NS012019,"Windsor, Town—Ville",,"Windsor, N.S",pip,high
viaf:38347473,Édouard-Charles Fabre,Q3579695,http://www.biographi.ca/en/bio/fabre_edouard_charles_12E.html,birth,1827,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:38347473,Édouard-Charles Fabre,Q3579695,http://www.biographi.ca/en/bio/fabre_edouard_charles_12E.html,death,1896,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:38380682,William Hamilton Merritt,Q8010769,http://www.biographi.ca/en/bio/merritt_william_hamilton_1793_1862_9E.html,death,1862,1861,PLACE_ON099001,"Cornwall, Town of",5928065,Cornwall,pip,high
viaf:38407974,François-Alexandre-Hubert La Rue,Q3142041,http://www.biographi.ca/en/bio/la_rue_francois_alexandre_hubert_11E.html,birth,1833,1851,PLACE_QC075008,Saint-Jean-de-l'Île-d'Orléans,6941063,Saint-Jean-de-l'Ile-d'Orléans,wd+pip,high
viaf:38407974,François-Alexandre-Hubert La Rue,Q3142041,http://www.biographi.ca/en/bio/la_rue_francois_alexandre_hubert_11E.html,death,1881,,PLACE_QC081017,Quebec City,,,wd,high
viaf:38416291,Benjamin Fish Austin,Q4888587,http://www.biographi.ca/en/bio/austin_benjamin_fish_16E.html,birth,1850,1851,PLACE_ON026001,Whitby,,Centre de l'Ontario,pip,high
viaf:38416291,Benjamin Fish Austin,Q4888587,http://www.biographi.ca/en/bio/austin_benjamin_fish_16E.html,birth,1850,,PLACE_ON132013,Brighton,,,wd,high
viaf:38555120,Émilie Lavergne,Q16030003,http://www.biographi.ca/en/bio/barthe_emilie_15E.html,death,1930,1921,PLACE_QC076013_1921,"Montréal, C",6077243,Montreal,pip,high
viaf:38610484,Nils von Schoultz,Q7037443,http://www.biographi.ca/en/bio/schoultz_nils_von_7E.html,death,,,PLACE_ON086001_1911,Kingston,,,wd,high
viaf:38718335,Anne Langton,Q4768525,http://www.biographi.ca/en/bio/langton_anne_12E.html,death,1893,1891,PLACE_ON131003_1891,"Toronto, St. Paul & St. Mathew’s, Ward—Quartier",,Toronto,pip,high
viaf:38718335,Anne Langton,Q4768525,http://www.biographi.ca/en/bio/langton_anne_12E.html,death,1893,,PLACE_ON154011,Toronto,,,wd,high
viaf:3875149068619365730008,Reginald Aubrey Fessenden,Q334347,http://www.biographi.ca/en/bio/fessenden_reginald_aubrey_16E.html,birth,1866,,PLACE_QC045001_1911,Bolton-Est,,,wd,high
viaf:3875149068619365730008,Reginald Aubrey Fessenden,Q334347,http://www.biographi.ca/en/bio/fessenden_reginald_aubrey_16E.html,birth,1866,1861,PLACE_QC126005,Bolton,,Bolton-Est,pip,high
viaf:3877204,Mary Jane Katzmann,Q6779881,http://www.biographi.ca/en/bio/katzmann_mary_jane_11E.html,death,1890,,PLACE_NS011043,Halifax,,,wd,high
viaf:3877204,Mary Jane Katzmann,Q6779881,http://www.biographi.ca/en/bio/katzmann_mary_jane_11E.html,death,1890,1891,PLACE_NS033002,"Halifax, Ward—Quartier No. 2",,"Halifax, N.S",pip,high
viaf:38863038,Sir Provo William Parry Wallis,Q3924724,http://www.biographi.ca/en/bio/wallis_provo_william_parry_12E.html,birth,1791,,PLACE_NS011043,Halifax,,,wd,high
viaf:38917609,William Case,Q109859516,http://www.biographi.ca/en/bio/case_william_8E.html,death,1855,1851,PLACE_ON132001_1921,Alnwick,5883343,Alderville,pip,high
viaf:38982420,Sir George E. (George Eulas) Foster,Q3101555,http://www.biographi.ca/en/bio/foster_george_eulas_16E.html,death,1931,1921,PLACE_ON105011_1921,Ottawa,,"Ottawa, Ontario",wd+pip,high
viaf:39037417,Francis A. (Francis Alexander) Anglin,Q1441358,http://www.biographi.ca/en/bio/anglin_francis_alexander_16E.html,birth,1865,,PLACE_NB032005,Saint John,,,wd,high
viaf:39037417,Francis A. (Francis Alexander) Anglin,Q1441358,http://www.biographi.ca/en/bio/anglin_francis_alexander_16E.html,death,1933,1921,PLACE_ON105011_1921,Ottawa,,"Ottawa, Ontario",wd+pip,high
viaf:3904559,John Simpson,Q15488972,http://www.biographi.ca/en/bio/simpson_john_1788_1873_10E.html,death,1873,1871,PLACE_ON077003,"Kingston, Ontario Ward—Quartier",5992500,Kingston,pip,high
viaf:3904559,John Simpson,Q15488972,http://www.biographi.ca/en/bio/simpson_john_1788_1873_10E.html,death,1873,,PLACE_ON086001_1911,Kingston,,,wd,high
viaf:39091419,William Pugsley,Q3568895,http://www.biographi.ca/en/bio/pugsley_william_15E.html,birth,1850,,PLACE_NB027016,Sussex,,,wd,high
viaf:39091419,William Pugsley,Q3568895,http://www.biographi.ca/en/bio/pugsley_william_15E.html,death,1925,1921,PLACE_ON154011,Toronto,,Toronto,wd+pip,high
viaf:39322893,James Crooks,Q15498279,http://www.biographi.ca/en/bio/crooks_james_8E.html,death,1860,1861,PLACE_ON104007,"Flamboro, West",6178909,West Flamborough,pip,high
viaf:39386255,John Richardson,Q15506292,http://www.biographi.ca/en/bio/richardson_john_1796_1852_8E.html,birth,1796,1851,PLACE_ON085007,Niagara,6087884,Niagara,pip,high
viaf:3942079,R. E. (Rupert Etherege) Kingsford,Q75910589,http://www.biographi.ca/en/bio/kingsford_rupert_etherege_14E.html,birth,1849,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:3942079,R. E. (Rupert Etherege) Kingsford,Q75910589,http://www.biographi.ca/en/bio/kingsford_rupert_etherege_14E.html,death,1920,1921,PLACE_ON154011,Toronto,,Toronto,wd+pip,high
viaf:39441717,Sir William Osler,Q369668,http://www.biographi.ca/en/bio/osler_william_14E.html,birth,1849,1851,PLACE_ON026001,Whitby,,Centre de l'Ontario,pip,high
viaf:39468826,George Wheelock Burbidge,Q3101446,http://www.biographi.ca/en/bio/burbidge_george_wheelock_13E.html,death,1908,1911,PLACE_ON105007_1901,"Ottawa, Victoria ward-quartier",,"Ottawa, Ontario",pip,high
viaf:39538213,Jean-Baptiste Thibault,Q3164456,http://www.biographi.ca/en/bio/thibault_jean_baptiste_10E.html,birth,1810,,PLACE_QC169015,Lévis,,,wd,high
viaf:39538213,Jean-Baptiste Thibault,Q3164456,http://www.biographi.ca/en/bio/thibault_jean_baptiste_10E.html,death,1879,1881,PLACE_QC164007_1871,Saint-Denis-De La Bouteillerie,8673668,Saint-Denis-De La Bouteillerie,wd+pip,high
viaf:39554690,Siméon Marchesseault,Q55670726,http://www.biographi.ca/en/bio/marchesseault_simeon_8E.html,birth,1806,,PLACE_QC082012_1911,Saint-Ours,,,wd,high
viaf:39554690,Siméon Marchesseault,Q55670726,http://www.biographi.ca/en/bio/marchesseault_simeon_8E.html,death,1855,1851,PLACE_QC078002,"St. Hyacinthe, Town",6138374,Saint-Hyacinthe,pip,high
viaf:39554690,Siméon Marchesseault,Q55670726,http://www.biographi.ca/en/bio/marchesseault_simeon_8E.html,death,1855,,PLACE_QC091012,Saint-Hyacinthe,,,wd,high
viaf:39641881,Émiliano Renaud,Q53751372,http://www.biographi.ca/en/bio/renaud_emiliano_16E.html,birth,1875,,PLACE_QC060011,Saint-Jean-de-Matha,,,wd,high
viaf:39641881,Émiliano Renaud,Q53751372,http://www.biographi.ca/en/bio/renaud_emiliano_16E.html,death,1932,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:40185697,George Young,Q5546605,http://www.biographi.ca/en/bio/young_george_13E.html,birth,1821,1851,PLACE_ON145003,Osnabruck,,Eastern Ontario,pip,high
viaf:40186633,William Bent Berczy,Q15490778,http://www.biographi.ca/en/bio/berczy_william_bent_10E.html,death,1873,1871,PLACE_QC060012,Sainte-Mélanie,6138041,Sainte-Mélanie,wd+pip,high
viaf:40282426,Cuthbert Grant,Q358961,http://www.biographi.ca/en/bio/grant_cuthbert_1854_8E.html,birth,1793,1881,PLACE_NT203081,Qu'Appelle,5989068,Kamsack,pip,high
viaf:40282426,Cuthbert Grant,Q358961,http://www.biographi.ca/en/bio/grant_cuthbert_1854_8E.html,death,1854,1881,PLACE_MB011015,St. François-Xavier,6156605,St. François Xavier,pip,high
viaf:40443139,John Hornby,Q6239887,http://www.biographi.ca/en/bio/hornby_john_15E.html,death,1927,1921,PLACE_NT220001,NORTHWEST  TERRITORIES,6164166,Thelon River,pip,high
viaf:40445990,Egerton Ryerson Young,Q15982610,http://www.biographi.ca/en/bio/young_egerton_ryerson_13E.html,birth,1840,1851,PLACE_ON083005,Crosby S,,"Crosby Township, Upper Canada",pip,high
viaf:40445990,Egerton Ryerson Young,Q15982610,http://www.biographi.ca/en/bio/young_egerton_ryerson_13E.html,death,1909,,PLACE_ON144026,Bradford,,,wd,high
viaf:4046823,John Henry Pope,Q3181739,http://www.biographi.ca/en/bio/pope_john_henry_11E.html,death,1889,1891,PLACE_ON104004_1871,"Ottawa, Victoria, Ward—Quartier",,"Ottawa, Ontario",pip,high
viaf:4046823,John Henry Pope,Q3181739,http://www.biographi.ca/en/bio/pope_john_henry_11E.html,death,1889,,PLACE_ON105011_1921,Ottawa,,,wd,high
viaf:40477328,François-Lambert Bourneuf,Q5493107,http://www.biographi.ca/en/bio/bourneuf_francois_lambert_10E.html,death,1871,1871,PLACE_NS191010,Bellevaux,5967400,Grosses Coques,pip,high
viaf:40603426,Rodolphe Lemieux,Q3438341,http://www.biographi.ca/en/bio/lemieux_rodolphe_16E.html,birth,1866,,PLACE_QC076013_1921,Montreal,,,wd,high
viaf:40603426,Rodolphe Lemieux,Q3438341,http://www.biographi.ca/en/bio/lemieux_rodolphe_16E.html,death,1937,1921,PLACE_QC076013_1921,Montreal,6077243,Montreal,wd+pip,high
viaf:40617577,Josiah Henson,Q9013442,http://www.biographi.ca/en/bio/henson_josiah_11E.html,death,1883,1881,PLACE_ON045005_1881,"Dresden, Village",5942576,Dresden,pip,high
viaf:40617577,Josiah Henson,Q9013442,http://www.biographi.ca/en/bio/henson_josiah_11E.html,death,1883,,PLACE_ON121015,Dresden,,,wd,high
