person_id,person_name,person_qid,dcb_url,event_type,event_year,census_year,geonames_id,geonames_name,tcpuid_csd,csd_name,place_id,match_strategy,confidence
viaf:285796957,Edward Manning Saunders,Q109855544,http://www.biographi.ca/en/bio/saunders_edward_manning_14E.html,birth,1829,1851,5888703,Aylesford,NS996999,NO DATA,PLACE_NS996999,pip,high
viaf:285796957,Edward Manning Saunders,Q109855544,http://www.biographi.ca/en/bio/saunders_edward_manning_14E.html,death,1916,1911,,"Ottawa, Ontario",ON105007,"Ottawa, Victoria ward-quartier",PLACE_ON105007_1871,pip,high
viaf:28796040,C.S.C. mère Marie-de-Saint-Basile,Q6308041,http://www.biographi.ca/en/bio/bertrand_julie_15E.html,death,1923,1921,6138610,St Laurent,QC076027,"Mount Royal, T-V",PLACE_QC076027_1921,pip,high
viaf:288710377,Stanislas-A. (Stanislas-Alfred) Lortie,Q98940310,http://www.biographi.ca/en/bio/lortie_stanislas_alfred_14E.html,birth,1869,1871,6115047,péninsule de la Gaspésie,QC171999,NO DATA,PLACE_QC171999,pip,high
viaf:288710377,Stanislas-A. (Stanislas-Alfred) Lortie,Q98940310,http://www.biographi.ca/en/bio/lortie_stanislas_alfred_14E.html,death,1912,1911,5934090,Curran,ON123015,Curran,PLACE_ON123015_1911,pip,high
viaf:289577277,Émile-Joseph Legal,Q3588289,http://www.biographi.ca/en/bio/legal_emile_joseph_14E.html,death,1920,1921,5946768,Edmonton,AB199016,"Edmonton, C",PLACE_AB199016,pip,high
viaf:29183347,A.P. (Alexander Peter) Cockburn,Q4719831,http://www.biographi.ca/en/bio/cockburn_alexander_peter_13E.html,birth,1837,1851,,Finch,ON036003,Finch,PLACE_ON145002,pip,high
viaf:29183347,A.P. (Alexander Peter) Cockburn,Q4719831,http://www.biographi.ca/en/bio/cockburn_alexander_peter_13E.html,death,1905,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
viaf:29247979,Christopher Robinson,Q2966640,http://www.biographi.ca/en/bio/robinson_christopher_1828_1905_13E.html,birth,1828,1851,,York,ON042005,York,PLACE_ON105011,pip,high
viaf:29247979,Christopher Robinson,Q2966640,http://www.biographi.ca/en/bio/robinson_christopher_1828_1905_13E.html,death,1905,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
viaf:29317092,Jean-Chrysostome Brauneis,Q19666034,http://www.biographi.ca/en/bio/brauneis_jean_chrysostome_10E.html,birth,1814,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:29317092,Jean-Chrysostome Brauneis,Q19666034,http://www.biographi.ca/en/bio/brauneis_jean_chrysostome_10E.html,death,1871,1871,6077243,Montreal,QC107004,Côteau St. Louis,PLACE_QC107004,pip,high
viaf:293550170,Ada Florence Kinton,Q30138320,http://www.biographi.ca/en/bio/kinton_ada_florence_13E.html,death,1905,1901,5978765,Huntsville,ON091022,"Huntsville, Village",PLACE_ON129026,pip,high
viaf:29403804,Adolphus Mordecai Hart,Q4684468,http://www.biographi.ca/en/bio/hart_adolphus_mordecai_10E.html,birth,1814,1851,6169141,Trois-Rivières,QC073001,"Three Rivers, Gaol of Three Rivers, Friar’s School, Ursulines",PLACE_QC073001,pip,high
viaf:29403804,Adolphus Mordecai Hart,Q4684468,http://www.biographi.ca/en/bio/hart_adolphus_mordecai_10E.html,death,1879,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
viaf:29432595,Joseph James Hargrave,Q6284328,http://www.biographi.ca/en/bio/hargrave_joseph_james_12E.html,birth,1841,1881,6065171,Manitoba,NT193999,NO DATA,PLACE_NT202999,pip,high
viaf:29469630,Peter McGill,Q2076985,http://www.biographi.ca/en/bio/mcgill_peter_8E.html,death,1860,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
viaf:29542511,Louis Riel,Q313691,http://www.biographi.ca/en/bio/riel_louis_1844_85_11E.html,birth,1844,1881,6065171,Manitoba,NT193999,NO DATA,PLACE_NT202999,pip,high
viaf:29542511,Louis Riel,Q313691,http://www.biographi.ca/en/bio/riel_louis_1844_85_11E.html,death,1885,1881,6119109,Regina,NT193003,Wood Mountain,PLACE_NT193003,pip,high
viaf:29655268,William Bliss Carman,Q3068116,http://www.biographi.ca/en/bio/carman_william_bliss_15E.html,birth,1861,1861,,"Fredericton, N.B",NB995999,NO DATA,PLACE_NB995999,pip,high
viaf:29671748,Ægidius Fauteux,Q2825515,http://www.biographi.ca/en/bio/fauteux_aegidius_17E.html,death,1941,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:297792800, Isapo-Muxika,Q338011,http://www.biographi.ca/en/bio/isapo_muxika_11E.html,birth,1830,1881,5898116,Belly River,NT193007,Bow River,PLACE_NT193007,pip,high
viaf:297792800, Isapo-Muxika,Q338011,http://www.biographi.ca/en/bio/isapo_muxika_11E.html,death,1890,1891,,Blackfoot Crossing (Alta),NT198001,Calgary & Red Deer,PLACE_NT198001,pip,high
viaf:29831408,Charles Drolet,Q5076974,http://www.biographi.ca/en/bio/drolet_charles_10E.html,birth,1795,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
viaf:29831408,Charles Drolet,Q5076974,http://www.biographi.ca/en/bio/drolet_charles_10E.html,death,1873,1871,6325494,Québec,QC146004,"Québec, Montcalm (Centre) Ward—Quartier",PLACE_QC187002,pip,high
viaf:299165271792910690007,Ralph Joseph Horner,Q52156361,http://www.biographi.ca/en/bio/horner_ralph_joseph_15E.html,death,1926,1921,,Winnipeg (Man.),MB160013,"Winnipeg, C",PLACE_MB160013,pip,high
viaf:300996345,Pierre de Boucherville,Q3102336,http://www.biographi.ca/en/bio/boucherville_georges_de_12E.html,birth,1814,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:300996345,Pierre de Boucherville,Q3102336,http://www.biographi.ca/en/bio/boucherville_georges_de_12E.html,death,1894,1891,11903570,Saint-Laurent-d'Orléans,QC172010,St. Laurent,PLACE_QC075010,pip,high
viaf:30339868,Norman Duncan,Q7052171,http://www.biographi.ca/en/bio/duncan_norman_mclean_14E.html,birth,1871,1871,6091192,Norwich,ON013002,"Norwich, S",PLACE_ON134006,pip,high
viaf:304913541,François Xavier Lafrance,Q3083709,http://www.biographi.ca/en/bio/lafrance_francois_xavier_stanislas_9E.html,birth,1814,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:304913541,François Xavier Lafrance,Q3083709,http://www.biographi.ca/en/bio/lafrance_francois_xavier_stanislas_9E.html,death,1867,1871,5892710,Barachois,NB186005,Shediac,PLACE_NB035006,pip,high
viaf:304913542,François-Xavier Cormier,Q3083697,http://www.biographi.ca/en/bio/cormier_francois_xavier_13E.html,birth,1846,1851,6087430,"Bathurst, New Brunswick",NB995999,NO DATA,PLACE_NB995999,pip,high
viaf:304913542,François-Xavier Cormier,Q3083697,http://www.biographi.ca/en/bio/cormier_francois_xavier_13E.html,death,1906,1901,5972068,Haute-Aboujagane,NB024007,Shediac,PLACE_NB035006,pip,high
viaf:305115007,Neil McNeil,Q6989009,http://www.biographi.ca/en/bio/mcneil_neil_16E.html,birth,1851,1851,5915569,Cape Breton Island,NS996999,NO DATA,PLACE_NS996999,pip,high
viaf:305115007,Neil McNeil,Q6989009,http://www.biographi.ca/en/bio/mcneil_neil_16E.html,death,1934,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
viaf:305398452,Claver Casavant,Q16972226,http://www.biographi.ca/en/bio/casavant_claver_16E.html,death,1933,1921,6138374,Saint-Hyacinthe,QC091012,"St. Hyacinthe, C",PLACE_QC091012,pip,high
viaf:305447399,Maud Leonora Menten,Q7515,http://www.biographi.ca/en/bio/menten_maud_leonora_18E.html,birth,1879,1881,6955983,Southwestern Ontario,ON181014,Maidstone,PLACE_ON110006,pip,high
viaf:305447399,Maud Leonora Menten,Q7515,http://www.biographi.ca/en/bio/menten_maud_leonora_18E.html,death,1960,1921,6051122,Leamington,ON110021,"Leamington, T-V",PLACE_ON110021,pip,high
viaf:305458597,David Cameron,Q3017607,http://www.biographi.ca/en/bio/cameron_david_10E.html,death,1872,1881,6174041,Victoria,BC191002,"Victoria, Johnson Street Ward—Quartier",PLACE_BC004002,pip,high
viaf:305738,George Copway,Q1507148,http://www.biographi.ca/en/bio/kahgegagahbowh_9E.html,birth,1818,1851,,Eastern Ontario,ON036002,Osnabruck,PLACE_ON145003,pip,high
viaf:305857951,Robert Chambers Edwards,Q4932358,http://www.biographi.ca/en/bio/edwards_robert_chambers_15E.html,death,1922,1921,5913490,Calgary,AB194026,"Calgary, C",PLACE_AB194026,pip,high
viaf:30639106,David Laird,Q1175088,http://www.biographi.ca/en/bio/laird_david_14E.html,birth,1833,1851,6113358,Charlottetown,PE997999,NO DATA,PLACE_PE997999,pip,high
viaf:30639106,David Laird,Q1175088,http://www.biographi.ca/en/bio/laird_david_14E.html,death,1914,1911,,"Ottawa, Ontario",ON105007,"Ottawa, Victoria ward-quartier",PLACE_ON105007_1871,pip,high
viaf:30642060,Antoine Labelle,Q3083681,http://www.biographi.ca/en/bio/labelle_francois_xavier_antoine_12E.html,death,1891,1891,6115047,péninsule de la Gaspésie,QC154999,NO DATA,PLACE_QC056999,pip,high
viaf:30652417,Peter McArthur,Q17012265,http://www.biographi.ca/en/bio/mcarthur_peter_gilchrist_15E.html,birth,1866,1861,,Ekfrid,ON086005,Ekfrid,PLACE_ON128006,pip,high
viaf:30652417,Peter McArthur,Q17012265,http://www.biographi.ca/en/bio/mcarthur_peter_gilchrist_15E.html,death,1924,1921,6058560,London,ON128016,"London, C",PLACE_ON128016,pip,high
viaf:307458411,John Hines,Q47541763,http://www.biographi.ca/en/bio/hines_john_16E.html,death,1931,1921,6155708,St. Boniface,MB160012,"St. Boniface, C",PLACE_MB160012,pip,high
viaf:307471572,Michael Francis Fallon,Q56281596,http://www.biographi.ca/en/bio/fallon_michael_francis_16E.html,birth,1867,1871,,Eastern Ontario,ON072001,Osnabrock,PLACE_ON145003,pip,high
viaf:307471572,Michael Francis Fallon,Q56281596,http://www.biographi.ca/en/bio/fallon_michael_francis_16E.html,death,1931,1921,6058560,London,ON128016,"London, C",PLACE_ON128016,pip,high
viaf:30770699,Thomas Talbot,Q7794340,http://www.biographi.ca/en/bio/talbot_thomas_8E.html,death,1853,1851,6058560,London,ON047003,"London, St. Andrew’s Ward",PLACE_ON047003_1851,pip,high
viaf:30773360,Benjamin Alexander Scott,Q2895979,http://www.biographi.ca/en/bio/scott_benjamin_alexander_15E.html,death,1928,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:308180948,Edmund L. (Edmund Leslie) Newcombe,Q5339637,http://www.biographi.ca/en/bio/newcombe_edmund_leslie_16E.html,birth,1859,1861,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
viaf:308180948,Edmund L. (Edmund Leslie) Newcombe,Q5339637,http://www.biographi.ca/en/bio/newcombe_edmund_leslie_16E.html,death,1931,1921,,"Ottawa, Ontario",ON105011,"Ottawa, C",PLACE_ON105011_1921,pip,high
viaf:308227169,Peter John Leech,Q116712750,http://www.biographi.ca/en/bio/leech_peter_john_12E.html,death,1899,1901,6174041,Victoria,BC004004,"Victoria, City—Cité",PLACE_BC217001,pip,high
viaf:30831697,Dominique-Ceslas Gonthier,Q3034918,http://www.biographi.ca/en/bio/gonthier_dominique_ceslas_14E.html,birth,1853,1851,8672737,Saint-Gervais,QC049009,St. Gervais,PLACE_QC042010,pip,high
viaf:30831697,Dominique-Ceslas Gonthier,Q3034918,http://www.biographi.ca/en/bio/gonthier_dominique_ceslas_14E.html,death,1917,1921,6138374,Saint-Hyacinthe,QC091012,"St. Hyacinthe, C",PLACE_QC091012,pip,high
viaf:30893134,George-Fréderic-Théophile Baillairgé,Q5535875,http://www.biographi.ca/en/bio/baillairge_george_frederic_theophile_13E.html,birth,1824,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
viaf:30893134,George-Fréderic-Théophile Baillairgé,Q5535875,http://www.biographi.ca/en/bio/baillairge_george_frederic_theophile_13E.html,death,1909,1911,,"Joliette, Que.",QC163012,St. Paul,PLACE_QC060013,pip,high
viaf:309813156,probably born 1790 Joseph (Canadian furniture maker Sibley,Q98158013,http://www.biographi.ca/en/bio/sibley_joseph_9E.html,death,1862,1861,6183547,Wittenburg,NS996999,NO DATA,PLACE_NS996999,pip,high
viaf:309813275,Joseph (Canadian potter White,Q97738842,http://www.biographi.ca/en/bio/white_joseph_9E.html,death,1870,1871,6138517,Saint John,NB174005,"St. John, Duke’s Ward—Quartier",PLACE_NB032007,pip,high
viaf:309816741,Louis-Prudent Vallée,Q16216992,http://www.biographi.ca/en/bio/vallee_louis_prudent_13E.html,birth,1837,1851,6139012,Saint-Roch,QC067999,NO DATA,PLACE_QC067999,pip,high
viaf:309816741,Louis-Prudent Vallée,Q16216992,http://www.biographi.ca/en/bio/vallee_louis_prudent_13E.html,death,1905,1901,6325494,Québec,QC182002,"Québec, Montcalm (Centre), Ward—Quartier",PLACE_QC187002,pip,high
viaf:310519350,Henry (Canadian architect Langley,Q5724627,http://www.biographi.ca/en/bio/langley_henry_13E.html,birth,1836,1851,,Toronto,ON042005,York,PLACE_ON105011,pip,high
viaf:310519793,Jean-Baptiste Assiginack,Q6168852,http://www.biographi.ca/en/bio/assiginack_jean_baptiste_9E.html,death,1866,1861,6065256,Manitowaning,ON106002,"Sault Ste. Marie, Village",PLACE_ON106002,pip,high
viaf:310529476,Thomas Molson,Q3525420,http://www.biographi.ca/en/bio/molson_thomas_9E.html,birth,1791,1851,6077243,Montreal,QC065010,St. Louis,PLACE_QC065010,pip,high
viaf:310529476,Thomas Molson,Q3525420,http://www.biographi.ca/en/bio/molson_thomas_9E.html,death,1863,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
viaf:311309165,Augustin Côté,Q112186975,http://www.biographi.ca/en/bio/cote_augustin_13E.html,birth,1818,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:311309165,Augustin Côté,Q112186975,http://www.biographi.ca/en/bio/cote_augustin_13E.html,death,1904,1901,6325494,Québec,QC182002,"Québec, Montcalm (Centre), Ward—Quartier",PLACE_QC187002,pip,high
viaf:311580076,F. C. (Frederick Charles) Alderdice,Q5497454,http://www.biographi.ca/en/bio/alderdice_frederick_charles_munro_16E.html,death,1936,1921,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
viaf:311794247,קלרנס יצחק דה- סולה,Q75445571,http://www.biographi.ca/en/bio/de_sola_clarence_isaac_14E.html,birth,1858,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
viaf:31409979,Gordon Morton McGregor,Q5585584,http://www.biographi.ca/en/bio/mcgregor_gordon_morton_15E.html,birth,1873,1871,6182962,Windsor,ON001011,"Windsor, Town—Ville",PLACE_ON110016,pip,high
viaf:31409979,Gordon Morton McGregor,Q5585584,http://www.biographi.ca/en/bio/mcgregor_gordon_morton_15E.html,death,1922,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:315074040,James Henry Plummer,Q16029367,http://www.biographi.ca/en/bio/plummer_james_henry_16E.html,death,1932,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
viaf:315074042,Macdonald,Q541433,http://www.biographi.ca/en/bio/macdonald_hugh_john_15E.html,birth,1850,1851,,Eastern Ontario,ON036002,Osnabruck,PLACE_ON145003,pip,high
viaf:315074042,Macdonald,Q541433,http://www.biographi.ca/en/bio/macdonald_hugh_john_15E.html,death,1929,1921,,Winnipeg (Man.),MB160013,"Winnipeg, C",PLACE_MB160013,pip,high
viaf:31526959,Eléar-Alexandre Taschereau,Q1334493,http://www.biographi.ca/en/bio/taschereau_elzear_alexandre_12E.html,birth,1820,1851,6945989,Sainte-Marie,QC054013,Ste. Marie,PLACE_QC054013_1851,pip,high
viaf:31526959,Eléar-Alexandre Taschereau,Q1334493,http://www.biographi.ca/en/bio/taschereau_elzear_alexandre_12E.html,death,1898,1901,6325494,Québec,QC182002,"Québec, Montcalm (Centre), Ward—Quartier",PLACE_QC187002,pip,high
viaf:315632224,Philip Francis Little,Q7183561,http://www.biographi.ca/en/bio/little_philip_francis_12E.html,birth,1824,1851,,Charlottetown,PE997999,NO DATA,PLACE_PE997999,pip,high
viaf:315632953,J. (Joseph) Charlebois,Q46999588,http://www.biographi.ca/en/bio/charlebois_joseph_16E.html,birth,1872,1871,6077243,Montreal,QC107004,Côteau St. Louis,PLACE_QC107004,pip,high
viaf:315632953,J. (Joseph) Charlebois,Q46999588,http://www.biographi.ca/en/bio/charlebois_joseph_16E.html,death,1935,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:31565244,Edward Blake,Q333003,http://www.biographi.ca/en/bio/blake_edward_14E.html,birth,1833,1851,6955983,Southwestern Ontario,ON008005,Maidstone,PLACE_ON110006,pip,high
viaf:315940117,William F. Lloyd Canadian politician (1864-1937),Q2576752,http://www.biographi.ca/en/bio/lloyd_william_frederick_16E.html,death,1937,1921,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
viaf:315945255,Timothy Warren Anglin,Q3529084,http://www.biographi.ca/en/bio/anglin_timothy_warren_12E.html,death,1896,1891,,Toronto,ON131003,"Toronto, St. Paul & St. Mathew’s, Ward—Quartier",PLACE_ON131003_1891,pip,high
viaf:315945570,Clarendon Lamb Worrell,Q5126894,http://www.biographi.ca/en/bio/worrell_clarendon_lamb_16E.html,birth,1853,1851,,Eastern Ontario,ON036002,Osnabruck,PLACE_ON145003,pip,high
viaf:315945570,Clarendon Lamb Worrell,Q5126894,http://www.biographi.ca/en/bio/worrell_clarendon_lamb_16E.html,death,1934,1921,,"Halifax, N.S",NS011043,"Halifax, C",PLACE_NS011043,pip,high
viaf:315945638,Andrew Godfrey Stuart,Q4758663,http://www.biographi.ca/en/bio/stuart_andrew_12E.html,birth,1812,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:315945638,Andrew Godfrey Stuart,Q4758663,http://www.biographi.ca/en/bio/stuart_andrew_12E.html,death,1891,1891,6325494,Québec,QC179005,"Québec, Montcalm Centre, Ward—Quartier",PLACE_QC187002,pip,high
viaf:315993761,Angus Morrison Gidney,Q4764213,http://www.biographi.ca/en/bio/gidney_angus_morrison_11E.html,birth,1803,1851,5986174,Jemseg,NB995999,NO DATA,PLACE_NB995999,pip,high
viaf:315993761,Angus Morrison Gidney,Q4764213,http://www.biographi.ca/en/bio/gidney_angus_morrison_11E.html,death,1882,1881,,Bridgetown,NS016004,Bridgetown,PLACE_NS004030,pip,high
viaf:316435961,Pierre-Martial Bardy,Q7192012,http://www.biographi.ca/en/bio/bardy_pierre_martial_9E.html,birth,1797,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:316435961,Pierre-Martial Bardy,Q7192012,http://www.biographi.ca/en/bio/bardy_pierre_martial_9E.html,death,1869,1871,6325494,Québec,QC146004,"Québec, Montcalm (Centre) Ward—Quartier",PLACE_QC187002,pip,high
viaf:316436095,Édouard-Alfred Le Blanc,Q59311072,http://www.biographi.ca/en/bio/le_blanc_edouard_alfred_16E.html,birth,1870,1871,6091530,"Halifax, N.S",NS196002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
viaf:316436095,Édouard-Alfred Le Blanc,Q59311072,http://www.biographi.ca/en/bio/le_blanc_edouard_alfred_16E.html,death,1935,1921,6138517,Saint John,NB032005,"St. John, C",PLACE_NB032005,pip,high
viaf:316736562,Valentin Landry,Q3553584,http://www.biographi.ca/en/bio/landry_valentin_14E.html,birth,1844,1851,12069894,Pokemouche,NB995999,NO DATA,PLACE_NB995999,pip,high
viaf:316736562,Valentin Landry,Q3553584,http://www.biographi.ca/en/bio/landry_valentin_14E.html,death,1919,1921,,"Moncton, New Brunswick",NB035012,"Sunny Brae, T-V",PLACE_NB035012,pip,high
viaf:316884445,Guillaume-Narcisse Ducharme,Q3119613,http://www.biographi.ca/en/bio/ducharme_guillaume_narcisse_15E.html,birth,1851,1851,5920433,Châteauguay,QC057007,Chateauguay,PLACE_QC057007_1851_1851,pip,high
viaf:316884445,Guillaume-Narcisse Ducharme,Q3119613,http://www.biographi.ca/en/bio/ducharme_guillaume_narcisse_15E.html,death,1929,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:316885175,Marie-Louise Marmette,Q105080351,http://www.biographi.ca/en/bio/marmette_marie_louise_15E.html,birth,1870,1871,6325494,Québec,QC146004,"Québec, Montcalm (Centre) Ward—Quartier",PLACE_QC187002,pip,high
viaf:316885175,Marie-Louise Marmette,Q105080351,http://www.biographi.ca/en/bio/marmette_marie_louise_15E.html,death,1928,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:316887751,Constant Doyon,Q97065941,http://www.biographi.ca/en/bio/doyon_constant_15E.html,birth,1875,1871,,Cantons-de-l'Est,QC142007,Westbury,PLACE_QC051016,pip,high
viaf:316887751,Constant Doyon,Q97065941,http://www.biographi.ca/en/bio/doyon_constant_15E.html,death,1927,1921,8674247,Saint-Michel-des-Saints,QC043011,St. Michel des Saints,PLACE_QC043011,pip,high
viaf:316890413,Nazaire LeVasseur,Q24579336,http://www.biographi.ca/en/bio/le_vasseur_nazaire_15E.html,birth,1848,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:316890413,Nazaire LeVasseur,Q24579336,http://www.biographi.ca/en/bio/le_vasseur_nazaire_15E.html,death,1927,1921,6325494,Québec,QC081017,"Québec, C",PLACE_QC081017,pip,high
viaf:316892477,Aurélie Crépeau,Q21705993,http://www.biographi.ca/en/bio/crepeau_aurelie_13E.html,birth,1833,1851,6151350,Sorel-Tracy,QC070003,William Henry,PLACE_QC070003_1851,pip,high
viaf:316892477,Aurélie Crépeau,Q21705993,http://www.biographi.ca/en/bio/crepeau_aurelie_13E.html,death,1910,1911,,Nicolet,QC184004,Nicolet,PLACE_QC078003,pip,high
viaf:316896625,Charles-Joseph Ducharme,Q56491477,http://www.biographi.ca/en/bio/ducharme_charles_joseph_8E.html,death,1853,1851,6138121,Sainte-Thérèse,QC079001,"Ste. Thérèse, Parish",PLACE_QC096016,pip,high
viaf:316898871,Pierre Gauvreau,Q22342916,http://www.biographi.ca/en/bio/gauvreau_pierre_11E.html,birth,1813,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
viaf:316898871,Pierre Gauvreau,Q22342916,http://www.biographi.ca/en/bio/gauvreau_pierre_11E.html,death,1884,1881,6325494,Québec,QC079008,"Québec, Montcalm Ward—Quartier (Centre)",PLACE_QC187002,pip,high
viaf:316898948,Charles Henry Gould,Q23019219,http://www.biographi.ca/en/bio/gould_charles_henry_14E.html,death,1919,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
viaf:316907413,Arthur Simard,Q101125266,http://www.biographi.ca/en/bio/simard_arthur_16E.html,birth,1867,1871,6325494,Québec,QC146004,"Québec, Montcalm (Centre) Ward—Quartier",PLACE_QC187002,pip,high
viaf:316907413,Arthur Simard,Q101125266,http://www.biographi.ca/en/bio/simard_arthur_16E.html,death,1931,1921,6325494,Québec,QC081017,"Québec, C",PLACE_QC081017,pip,high
viaf:316909679,Placide Vigneau,Q52326920,http://www.biographi.ca/en/bio/vigneau_placide_15E.html,birth,1842,1851,,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:316915435,Arthur Rousseau,Q100710216,http://www.biographi.ca/en/bio/rousseau_arthur_16E.html,birth,1871,1871,6325494,Québec,QC146004,"Québec, Montcalm (Centre) Ward—Quartier",PLACE_QC187002,pip,high
viaf:316915435,Arthur Rousseau,Q100710216,http://www.biographi.ca/en/bio/rousseau_arthur_16E.html,death,1934,1921,6325494,Québec,QC081017,"Québec, C",PLACE_QC081017,pip,high
viaf:316917787,Marie-Amable Foretier,Q24879164,http://www.biographi.ca/en/bio/foretier_marie_amable_8E.html,death,1854,1851,6077243,Montreal,QC065010,St. Louis,PLACE_QC065010,pip,high
viaf:316920143,Robert Corrigan,Q16066245,http://www.biographi.ca/en/bio/corrigan_robert_1816_17_55_8E.html,death,1855,1851,8672750,Saint-Sylvestre,QC061008,St. Sylvestre,PLACE_QC171016,pip,high
viaf:316925103,Godf. (Godefroi) Laviolette,Q23019200,http://www.biographi.ca/en/bio/laviolette_godefroy_12E.html,death,1895,1891,6077243,Montreal,QC155999,NO DATA,PLACE_QC162999,pip,high
viaf:316930418,Françoise Simard,Q26222209,http://www.biographi.ca/en/bio/simard_francoise_16E.html,birth,1851,1851,6137270,Saguenay,QC074022,"Chicoutimi, Township",PLACE_QC015005,pip,high
viaf:316930418,Françoise Simard,Q26222209,http://www.biographi.ca/en/bio/simard_francoise_16E.html,death,1937,1921,6137270,Saguenay,QC050018,"Chicoutimi, T-V",PLACE_QC050018,pip,high
viaf:316934559,Julian C. (Julian Cleveland) Smith,Q16222584,http://www.biographi.ca/en/bio/smith_julian_cleveland_16E.html,death,1939,1921,,Westmount,QC076016,"Westmount, C",PLACE_QC076016,pip,high
viaf:316938199,James G. (James Grant) Chewett,Q110212503,http://www.biographi.ca/en/bio/chewett_james_grant_9E.html,birth,1793,1851,5928065,Cornwall,ON036005,"Cornwall, Town",PLACE_ON099001,pip,high
viaf:316938199,James G. (James Grant) Chewett,Q110212503,http://www.biographi.ca/en/bio/chewett_james_grant_9E.html,death,1862,1861,6167865,"Yorkville, Toronto",ON105012,"Yorkville, Village",PLACE_ON135004,pip,high
viaf:316945693,Fergus Patrick McEvay,Q5444198,http://www.biographi.ca/en/bio/mcevay_fergus_patrick_14E.html,birth,1852,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
viaf:316951371,Henry Herbert Godfrey,Q56479677,http://www.biographi.ca/en/bio/godfrey_henry_herbert_13E.html,death,1908,1911,,Westmount,QC160004,Westmount c,PLACE_QC076016,pip,high
viaf:316954388,Thomas Ainslie Young,Q7786965,http://www.biographi.ca/en/bio/young_thomas_ainslie_8E.html,birth,1797,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
viaf:316954388,Thomas Ainslie Young,Q7786965,http://www.biographi.ca/en/bio/young_thomas_ainslie_8E.html,death,1860,1861,6325494,Québec,QC062003,Montcalm Ward,PLACE_QC062003,pip,high
viaf:316973445,Gaudiose Hébert,Q64878017,http://www.biographi.ca/en/bio/hebert_gaudiose_15E.html,birth,1866,1861,6325494,Québec,QC062003,Montcalm Ward,PLACE_QC062003,pip,high
viaf:316973445,Gaudiose Hébert,Q64878017,http://www.biographi.ca/en/bio/hebert_gaudiose_15E.html,death,1923,1921,6325494,Québec,QC081017,"Québec, C",PLACE_QC081017,pip,high
viaf:316979255,Urbain Desrochers,Q55219579,http://www.biographi.ca/en/bio/desrochers_urbain_8E.html,death,1860,1861,6115047,péninsule de la Gaspésie,QC019999,NO DATA,PLACE_QC019999,pip,high
viaf:317004785,L.-P. (Louis-Pierre) Gravel,Q18125273,http://www.biographi.ca/en/bio/gravel_louis_pierre_15E.html,birth,1868,1871,8379101,Princeville,QC137009,Princeville,PLACE_QC038024,pip,high
