dcb_personId,dcb_name,dcb_birthYear,dcb_deathYear,dcb_url_en,wikidataQid,census_unique_identifier,census_namlast,census_namfrst,census_age,census_sex,census_birthplace_label,persistent_place_id,tcpuid_csd_1881,person_uri,leaf_url,match_method,confidence
lincs:YJ8PizuZggK,Alfred Moore Phillips,1847,1896,http://www.biographi.ca/en/bio/phillips_alfred_moore_12E.html,,1202502404,phillips,alfred,33,Male,Ontario,PLACE_ON182007,ON182007,https://jimclifford.ca/hgiscanada/places/on/billings-campbell-on182007-1881/residents/g/p/#p-1202502404,/hgiscanada/places/on/billings-campbell-on182007-1881/residents/g/p/,name_age_birthplace_strict,high
lincs:YmOwwciMyNR,Jessie Knox Munro,1861,1923,http://www.biographi.ca/en/bio/munro_jessie_knox_15E.html,,921905902,munro,jessie,18,Female,Ontario,PLACE_ON142009,ON142009,https://jimclifford.ca/hgiscanada/places/on/thorold-village-on142009-1881/residents/i/m/#p-921905902,/hgiscanada/places/on/thorold-village-on142009-1881/residents/i/m/,name_age_birthplace_strict,high
lincs:Yu13BgdPIzF,Ida Labelle,1848,1910,http://www.biographi.ca/en/bio/labelle_ida_13E.html,,571004003,labelle,ida,32,Female,Quebec,PLACE_QC176002,QC090006,https://jimclifford.ca/hgiscanada/places/qc/montreal-st-james-ward-quartier-st-jacques-qc090006-1881/residents/f/l-2/#p-571004003,/hgiscanada/places/qc/montreal-st-james-ward-quartier-st-jacques-qc090006-1881/residents/f/l-2/,name_age_only,medium_no_birthplace
lincs:YwCSYZOrG5t,Francis Brooke Gregory,1862,1936,http://www.biographi.ca/en/bio/gregory_francis_brooke_16E.html,,202304016,gregory,frank,18,Male,New Brunswick,PLACE_NB025006,NB030005,https://jimclifford.ca/hgiscanada/places/nb/fredericton-king-s-ward-quartier-nb030005-1881/residents/e/g/#p-202304016,/hgiscanada/places/nb/fredericton-king-s-ward-quartier-nb030005-1881/residents/e/g/,name_age_birthplace_strict,high
lincs:Z6uaRHxiOcM,George Edward Drummond,1858,1919,http://www.biographi.ca/en/bio/drummond_george_edward_14E.html,,590502111,drummond,george,21,Male,Ireland,PLACE_QC180001,QC090008,https://jimclifford.ca/hgiscanada/places/qc/montr-al-st-antoine-ward-quartier-qc090008-1881/residents/h/d-1/#p-590502111,/hgiscanada/places/qc/montr-al-st-antoine-ward-quartier-qc090008-1881/residents/h/d-1/,name_age_birthplace_strict,high
lincs:ZDqlQcS7N2I,John Campbell Ferrie Bown,1856,1933,http://www.biographi.ca/en/bio/bown_john_campbell_ferrie_16E.html,,1021703012,bown,john,24,Male,Ontario,PLACE_ON103007_1891,ON159001,https://jimclifford.ca/hgiscanada/places/on/brantford-city-cit-on159001-1881/residents/a/b/#p-1021703012,/hgiscanada/places/on/brantford-city-cit-on159001-1881/residents/a/b/,name_age_only,medium_no_birthplace
lincs:ZbLyMOFavBV,Gordon Bell,1863,1923,http://www.biographi.ca/en/bio/bell_gordon_15E.html,,732601307,bell,gordon,18,Male,Ontario,PLACE_ON142022,ON114006,https://jimclifford.ca/hgiscanada/places/on/pembroke-on114006-1881/residents/#p-732601307,/hgiscanada/places/on/pembroke-on114006-1881/residents/,name_age_birthplace_strict,high
lincs:ZoEe2elTsHs,Horatio Yates,1821,1882,http://www.biographi.ca/en/bio/yates_horatio_11E.html,,500601416,yates,horatio,60,Male,Ontario,PLACE_QC187005,QC079007,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-st-louis-ward-quartier-qc079007-1881/residents/g/y/#p-500601416,/hgiscanada/places/qc/qu-bec-st-louis-ward-quartier-qc079007-1881/residents/g/y/,name_age_only,medium_no_birthplace
lincs:ZsFSufANrqe,Joseph McCausland,1828,1905,http://www.biographi.ca/en/bio/mccausland_joseph_13E.html,,860202207,mccausland,joseph,53,Male,Ireland,PLACE_ON120003,ON134006,https://jimclifford.ca/hgiscanada/places/on/toronto-st-george-s-ward-quartier-on134006-1881/residents/f/m/#p-860202207,/hgiscanada/places/on/toronto-st-george-s-ward-quartier-on134006-1881/residents/f/m/,name_age_only,medium_no_birthplace
lincs:ZteWCsCzM6l,Juste Haché,1823,1895,http://www.biographi.ca/en/bio/hache_juste_12E.html,,252006605,hache,juste,58,Male,New Brunswick,PLACE_NB014003,NB036006,https://jimclifford.ca/hgiscanada/places/nb/caraquette-nb036006-1881/residents/f/h/#p-252006605,/hgiscanada/places/nb/caraquette-nb036006-1881/residents/f/h/,name_age_only,medium_no_birthplace
lincs:a4l83FBcB9s,Peter Nicholas Julian,1854,1938,http://www.biographi.ca/en/bio/julian_peter_nicholas_16E.html,,242002710,julian,peter,25,Male,New Brunswick,PLACE_NB029011,NB035003,https://jimclifford.ca/hgiscanada/places/nb/north-esk-nb035003-1881/residents/c/j/#p-242002710,/hgiscanada/places/nb/north-esk-nb035003-1881/residents/c/j/,name_age_only,medium_no_birthplace
lincs:aLpu5AbrYdZ,Edward Douglas Armour,1851,1922,http://www.biographi.ca/en/bio/armour_edward_douglas_15E.html,,870108913,armour,edward,29,Male,Ontario,PLACE_ON134009,ON134009,https://jimclifford.ca/hgiscanada/places/on/toronto-st-stephen-s-ward-quartier-on134009-1881/residents/i/a/#p-870108913,/hgiscanada/places/on/toronto-st-stephen-s-ward-quartier-on134009-1881/residents/i/a/,name_age_birthplace_strict,high
lincs:aMfp93jKC1j,Ephraim Scott,1845,1931,http://www.biographi.ca/en/bio/scott_ephraim_16E.html,,142608816,scott,ephraim,36,Male,Nova Scotia,PLACE_NS016036,NS020016,https://jimclifford.ca/hgiscanada/places/ns/new-glasgow-town-ville-ns020016-1881/residents/p/s/#p-142608816,/hgiscanada/places/ns/new-glasgow-town-ville-ns020016-1881/residents/p/s/,name_age_birthplace_strict,high
lincs:adXPvMtAtGf,John Lepage,1812,1886,http://www.biographi.ca/en/bio/lepage_john_11E.html,,20104607,lepage,john,68,Male,Prince Edward Island,PLACE_PE136001,PE002001,https://jimclifford.ca/hgiscanada/places/pe/charlottetown-royalty-pe002001-1881/residents/a/l/#p-20104607,/hgiscanada/places/pe/charlottetown-royalty-pe002001-1881/residents/a/l/,name_age_only,medium_no_birthplace
lincs:b1guZaLFxlm,Jane Buchan,1837,1904,http://www.biographi.ca/en/bio/buchan_jane_13E.html,,1140811817,buchan,jane,43,Female,Scotland,PLACE_ON104004,ON176008,https://jimclifford.ca/hgiscanada/places/on/brant-on176008-1881/residents/h/b/#p-1140811817,/hgiscanada/places/on/brant-on176008-1881/residents/h/b/,name_age_only,medium_no_birthplace
lincs:bG0DOTkR5Zp,John Jessop,1829,1901,http://www.biographi.ca/en/bio/jessop_john_13E.html,,1241402510,jessop,john,51,Male,England,PLACE_BC004003,BC191001,https://jimclifford.ca/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/j/#p-1241402510,/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/j/,name_age_only,medium_no_birthplace
lincs:bTdLbr46LfQ,Thomas McCrosson,1827,1905,http://www.biographi.ca/en/bio/mccrosson_thomas_13E.html,,901511024,mccrosson,thomas,53,Male,Ireland,PLACE_ON144012,ON139010,https://jimclifford.ca/hgiscanada/places/on/tay-on139010-1881/residents/j/m/#p-901511024,/hgiscanada/places/on/tay-on139010-1881/residents/j/m/,name_age_only,medium_no_birthplace
lincs:bVeRiuMCQZy,Thomas McMurray,1831,1900,http://www.biographi.ca/en/bio/mcmurray_thomas_11E.html,,552100710,mcmurray,thomas,52,Male,Quebec,PLACE_QC065011,QC088009,https://jimclifford.ca/hgiscanada/places/qc/l-assomption-t-v-qc088009-1881/residents/i/m/#p-552100710,/hgiscanada/places/qc/l-assomption-t-v-qc088009-1881/residents/i/m/,name_age_only,medium_no_birthplace
lincs:ba86TyInWxB,Charles O’Reilly,1846,1920,http://www.biographi.ca/en/bio/o_reilly_charles_14E.html,,850214524,oreilly,charles,34,Male,Ontario,PLACE_ON120002_1881,ON134002,https://jimclifford.ca/hgiscanada/places/on/toronto-st-david-s-ward-quartier-on134002-1881/residents/b/o/#p-850214524,/hgiscanada/places/on/toronto-st-david-s-ward-quartier-on134002-1881/residents/b/o/,name_age_only,medium_no_birthplace
lincs:bjyXttMED2a,George Philliskirk Story,1853,1894,http://www.biographi.ca/en/bio/story_george_philliskirk_12E.html,,1120201510,story,george,27,Male,Ontario,PLACE_ON119012,ON174001,https://jimclifford.ca/hgiscanada/places/on/tuckersmith-on174001-1881/residents/a/s/#p-1120201510,/hgiscanada/places/on/tuckersmith-on174001-1881/residents/a/s/,name_age_only,medium_no_birthplace
lincs:bq4DgWD4t4U,Mark Bredin,1863,1935,http://www.biographi.ca/en/bio/bredin_mark_16E.html,,1213601410,bredin,marshall,19,Female,New York,PLACE_MB011012,MB183005,https://jimclifford.ca/hgiscanada/places/mb/springfield-mb183005-1881/residents/e/b/#p-1213601410,/hgiscanada/places/mb/springfield-mb183005-1881/residents/e/b/,name_age_only,medium_no_birthplace
lincs:bsoPzyDa1vm,Agnes Cowan,1839,1893,http://www.biographi.ca/en/bio/cowan_agnes_12E.html,,1161304505,cowan,agnes,40,Female,Ontario,PLACE_ON122006,ON179003,https://jimclifford.ca/hgiscanada/places/on/moore-on179003-1881/residents/c/c/#p-1161304505,/hgiscanada/places/on/moore-on179003-1881/residents/c/c/,name_age_only,medium_no_birthplace
lincs:cRag33T81Fv,Arthur Mignault,1865,1937,http://www.biographi.ca/en/bio/mignault_arthur_16E.html,,500802301,mignault,arthemise,18,Female,Quebec,PLACE_QC187002,QC079008,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-montcalm-centre-ward-quartier-qc079008-1881/residents/h/m/#p-500802301,/hgiscanada/places/qc/qu-bec-montcalm-centre-ward-quartier-qc079008-1881/residents/h/m/,name_age_only,medium_no_birthplace
lincs:cu2kerqRg10,William Gossip,1809,1889,http://www.biographi.ca/en/bio/gossip_william_11E.html,,70306414,gossip,william,72,Male,England,PLACE_NS045043,NS009001,https://jimclifford.ca/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/g/#p-70306414,/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/g/,name_age_only,medium_no_birthplace
lincs:d1yueoIQQ2M,Caleb Alvord Mallory,1841,1926,http://www.biographi.ca/en/bio/mallory_caleb_alvord_15E.html,,782501113,mallory,caleb,39,Male,Ontario,PLACE_ON132008,ON123006,https://jimclifford.ca/hgiscanada/places/on/percy-on123006-1881/residents/f/m/#p-782501113,/hgiscanada/places/on/percy-on123006-1881/residents/f/m/,name_age_birthplace_strict,high
lincs:d5gAr7Vji3O,Frederick James Rastrick,1819,1897,http://www.biographi.ca/en/bio/rastrick_frederick_james_12E.html,,951903506,rastrick,frederick,62,Male,England,PLACE_ON069002_1881,ON149002,https://jimclifford.ca/hgiscanada/places/on/hamilton-ward-quartier-no-2-on149002-1881/residents/b/r/#p-951903506,/hgiscanada/places/on/hamilton-ward-quartier-no-2-on149002-1881/residents/b/r/,name_age_only,medium_no_birthplace
lincs:dy0Gm3WdPAg,Lewis A. Archibald,1840,1913,http://www.biographi.ca/en/bio/archibald_lewis_a_14E.html,,141404715,archibald,lewis,40,Male,Nova Scotia,PLACE_NS016037,NS020006,https://jimclifford.ca/hgiscanada/places/ns/pictou-town-ville-ns020006-1881/residents/f/a/#p-141404715,/hgiscanada/places/ns/pictou-town-ville-ns020006-1881/residents/f/a/,name_age_birthplace_strict,high
lincs:dy7TrBPrEVF,Alfred Dickie,1860,1929,http://www.biographi.ca/en/bio/dickie_alfred_15E.html,,140805113,dickie,alfred,21,Male,Nova Scotia,PLACE_NS019019,NS019019,https://jimclifford.ca/hgiscanada/places/ns/upper-stewiacke-ns019019-1881/residents/s/d/#p-140805113,/hgiscanada/places/ns/upper-stewiacke-ns019019-1881/residents/s/d/,name_age_birthplace_strict,high
lincs:e7xAsrrNss2,R. Edward Gosnell,1859,1931,http://www.biographi.ca/en/bio/gosnell_r_edward_16E.html,,1151903120,gosnell,rachel,24,Female,Ontario,PLACE_ON121006,ON178002,https://jimclifford.ca/hgiscanada/places/on/orford-on178002-1881/residents/b/g/#p-1151903120,/hgiscanada/places/on/orford-on178002-1881/residents/b/g/,name_age_only,medium_no_birthplace
lincs:eBk8KCBiP7x,Statira Elizabeth Wells,1858,1935,http://www.biographi.ca/en/bio/wells_statira_elizabeth_16E.html,,750403020,wells,stanley,25,Male,Ontario,PLACE_ON117005,ON117005,https://jimclifford.ca/hgiscanada/places/on/fredericksburgh-n-on117005-1881/residents/e/w/#p-750403020,/hgiscanada/places/on/fredericksburgh-n-on117005-1881/residents/e/w/,name_age_only,medium_no_birthplace
lincs:eEBVju098HP,Louis Goulet,1859,1936,http://www.biographi.ca/en/bio/goulet_louis_16E.html,,1220302609,goulet,louis,22,Male,Manitoba,PLACE_MB184006,MB184006,https://jimclifford.ca/hgiscanada/places/mb/cartier-mb184006-1881/residents/f/g/#p-1220302609,/hgiscanada/places/mb/cartier-mb184006-1881/residents/f/g/,name_age_birthplace_strict,high
lincs:eIvpVqnui2F,Henry Hopper Miles,1818,1895,http://www.biographi.ca/en/bio/miles_henry_hopper_12E.html,,850204504,miles,henry,62,Male,England,PLACE_ON120002_1881,ON134002,https://jimclifford.ca/hgiscanada/places/on/toronto-st-david-s-ward-quartier-on134002-1881/residents/b/m-1/#p-850204504,/hgiscanada/places/on/toronto-st-david-s-ward-quartier-on134002-1881/residents/b/m-1/,name_age_birthplace_strict,high
lincs:eOtPsFMPT2J,Nathan Green,1828,1922,http://www.biographi.ca/en/bio/green_nathan_15E.html,,170102606,green,nath,53,Male,Netherlands,PLACE_NB032013,NB024001,https://jimclifford.ca/hgiscanada/places/nb/st-john-prince-ward-quartier-nb024001-1881/residents/a/g/#p-170102606,/hgiscanada/places/nb/st-john-prince-ward-quartier-nb024001-1881/residents/a/g/,name_age_only,medium_no_birthplace
lincs:eQXGs9q7LmW,Adeline Davis,1844,1919,http://www.biographi.ca/en/bio/davis_adeline_14E.html,,1241404018,davis,adelaide,35,Female,United States,PLACE_BC004003,BC191001,https://jimclifford.ca/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/d/#p-1241404018,/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/d/,name_age_only,medium_no_birthplace
lincs:eVybrEm8aRH,George Hay,1822,1910,http://www.biographi.ca/en/bio/hay_george_13E.html,,700913215,hay,george,58,Male,Scotland,PLACE_ON105008,ON108001,https://jimclifford.ca/hgiscanada/places/on/nepean-on108001-1881/residents/a/h/#p-700913215,/hgiscanada/places/on/nepean-on108001-1881/residents/a/h/,name_age_only,medium_no_birthplace
lincs:fL2HNdBFxIs,Charles Raymond,1826,1904,http://www.biographi.ca/en/bio/raymond_charles_13E.html,,971205414,raymond,charles,55,Male,United States,PLACE_ON152013,ON151003,https://jimclifford.ca/hgiscanada/places/on/guelph-city-cit-on151003-1881/residents/c/r/#p-971205414,/hgiscanada/places/on/guelph-city-cit-on151003-1881/residents/c/r/,name_age_only,medium_no_birthplace
lincs:fS1y1IYo3ms,William Pryor,1801,1884,http://www.biographi.ca/en/bio/pryor_william_1801_84_11E.html,,70208112,pryor,will,80,Male,Nova Scotia,PLACE_NS045043,NS009001,https://jimclifford.ca/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/p/#p-70208112,/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/p/,name_age_birthplace_strict,high
lincs:g2j2nkOJvKJ,Robert Borland,1839,1923,http://www.biographi.ca/en/bio/borland_robert_15E.html,,1233001501,borland,robert,41,Male,Ontario,PLACE_BC001005,BC189004,https://jimclifford.ca/hgiscanada/places/bc/keithley-creek-bc189004-1881/residents/#p-1233001501,/hgiscanada/places/bc/keithley-creek-bc189004-1881/residents/,name_age_birthplace_strict,high
lincs:gKghHtqQPtC,John Kellum,1840,1905,http://www.biographi.ca/en/bio/kellum_john_13E.html,,71216824,kellum,john,40,Male,Nova Scotia,PLACE_NS009006,NS009006,https://jimclifford.ca/hgiscanada/places/ns/halifax-ward-quartier-no-5-2nd-section-ns009006-1881/residents/f/k/#p-71216824,/hgiscanada/places/ns/halifax-ward-quartier-no-5-2nd-section-ns009006-1881/residents/f/k/,name_age_birthplace_strict,high
lincs:gXIwkxp036y,Adrien-Gabriel Morice,1859,1938,http://www.biographi.ca/en/bio/morice_adrien_gabriel_16E.html,,1231307324,morice,adrien,22,Male,France,PLACE_BC188002,BC188002,https://jimclifford.ca/hgiscanada/places/bc/north-bc188002-1881/residents/b/m/#p-1231307324,/hgiscanada/places/bc/north-bc188002-1881/residents/b/m/,name_age_only,medium_no_birthplace
lincs:ggbAVgU00QJ,Robert Brooking,1813,1893,http://www.biographi.ca/en/bio/brooking_robert_12E.html,,783400912,brooking,robert,68,Male,England,PLACE_ON132001,ON124001,https://jimclifford.ca/hgiscanada/places/on/alnwick-on124001-1881/residents/a/b/#p-783400912,/hgiscanada/places/on/alnwick-on124001-1881/residents/a/b/,name_age_only,medium_no_birthplace
lincs:gnGbxiO1aa9,Zotique Lespérance,1865,1929,http://www.biographi.ca/en/bio/lesperance_zotique_15E.html,,571202504,lesperance,zotique,16,Male,Quebec,PLACE_QC176002,QC090006,https://jimclifford.ca/hgiscanada/places/qc/montreal-st-james-ward-quartier-st-jacques-qc090006-1881/residents/f/l-2/#p-571202504,/hgiscanada/places/qc/montreal-st-james-ward-quartier-st-jacques-qc090006-1881/residents/f/l-2/,name_age_only,medium_no_birthplace
lincs:gniSfg9bihp,Minard Wentworth Graves,1858,1926,http://www.biographi.ca/en/bio/graves_minard_wentworth_15E.html,,112200316,graves,minard,22,Male,Nova Scotia,PLACE_NS004030,NS016004,https://jimclifford.ca/hgiscanada/places/ns/bridgetown-ns016004-1881/residents/d/g/#p-112200316,/hgiscanada/places/ns/bridgetown-ns016004-1881/residents/d/g/,name_age_birthplace_strict,high
lincs:gzju61pmPWp,Thomas Stockwell Simms,1845,1908,http://www.biographi.ca/en/bio/simms_thomas_stockwell_13E.html,,1241401118,simms,thomas,35,Male,Scotland,PLACE_BC004003,BC191001,https://jimclifford.ca/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/s/#p-1241401118,/hgiscanada/places/bc/victoria-yates-street-ward-quartier-bc191001-1881/residents/a/s/,name_age_only,medium_no_birthplace
lincs:hXIy0FRjEIU,Élie Bourbeau,1864,1934,http://www.biographi.ca/en/bio/bourbeau_elie_16E.html,,421906804,bourbeau,elie,17,Male,Quebec,PLACE_QC085004,QC063008,https://jimclifford.ca/hgiscanada/places/qc/st-c-saire-qc063008-1881/residents/h/b/#p-421906804,/hgiscanada/places/qc/st-c-saire-qc063008-1881/residents/h/b/,name_age_only,medium_no_birthplace
lincs:hXigEHoaBCf,Michael Septimus Brown,1818,1886,http://www.biographi.ca/en/bio/brown_michael_septimus_11E.html,,70313505,brown,michael,62,Male,Nova Scotia,PLACE_NS045043,NS009001,https://jimclifford.ca/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/b/#p-70313505,/hgiscanada/places/ns/halifax-ward-quartier-no-1-ns009001-1881/residents/a/b/,name_age_birthplace_strict,high
lincs:hamAPp04XhM,Jane Lavinia Musgrave,1830,1916,http://www.biographi.ca/en/bio/musgrave_jane_lavinia_14E.html,,52301511,musgrave,jane,53,Female,Nova Scotia,PLACE_NS028001,NS006005,https://jimclifford.ca/hgiscanada/places/ns/ball-s-creek-ns006005-1881/residents/e/m-1/#p-52301511,/hgiscanada/places/ns/ball-s-creek-ns006005-1881/residents/e/m-1/,name_age_only,medium_no_birthplace
lincs:hbX4qym3Hxh,Abraham Cowley,1816,1887,http://www.biographi.ca/en/bio/cowley_abraham_11E.html,,1220703601,cowley,abraham,65,Male,England,PLACE_MB022003,MB185003,https://jimclifford.ca/hgiscanada/places/mb/st-andrews-mb185003-1881/residents/c/c/#p-1220703601,/hgiscanada/places/mb/st-andrews-mb185003-1881/residents/c/c/,name_age_only,medium_no_birthplace
lincs:htNhqog0LOj,William John Withall,1814,1898,http://www.biographi.ca/en/bio/withall_william_john_12E.html,,491403623,withall,william,67,Male,Jersey,PLACE_QC187003,QC079005,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-palais-ward-quartier-qc079005-1881/residents/e/w/#p-491403623,/hgiscanada/places/qc/qu-bec-palais-ward-quartier-qc079005-1881/residents/e/w/,name_age_only,medium_no_birthplace
lincs:i89dO4HEneP,George Gooderham,1830,1905,http://www.biographi.ca/en/bio/gooderham_george_13E.html,,910700108,gooderham,geo,53,Male,England,PLACE_ON136004,ON140001,https://jimclifford.ca/hgiscanada/places/on/toronto-on140001-1881/residents/a/g/#p-910700108,/hgiscanada/places/on/toronto-on140001-1881/residents/a/g/,name_age_only,medium_no_birthplace
lincs:iLyQA3BrhcK,Edwin Rodie Parkhurst,1848,1924,http://www.biographi.ca/en/bio/parkhurst_edwin_rodie_15E.html,,850915411,parkhurst,edwin,33,Male,England,PLACE_ON120004,ON134005,https://jimclifford.ca/hgiscanada/places/on/toronto-st-james-ward-quartier-on134005-1881/residents/e/p/#p-850915411,/hgiscanada/places/on/toronto-st-james-ward-quartier-on134005-1881/residents/e/p/,name_age_birthplace_strict,high
lincs:iPKeQDx93Ff,Annie Glen,1857,1937,http://www.biographi.ca/en/bio/glen_annie_16E.html,,841802205,glen,ann,26,Female,Ontario,PLACE_ON133016,ON133011,https://jimclifford.ca/hgiscanada/places/on/cannington-village-on133011-1881/residents/#p-841802205,/hgiscanada/places/on/cannington-village-on133011-1881/residents/,name_age_only,medium_no_birthplace
lincs:ickcZkoek16,John Sanders,1845,1902,http://www.biographi.ca/en/bio/sanders_john_13E.html,,700700216,sanders,john,38,Male,Ontario,PLACE_ON113008,ON107006,https://jimclifford.ca/hgiscanada/places/on/kemptville-village-on107006-1881/residents/f/s/#p-700700216,/hgiscanada/places/on/kemptville-village-on107006-1881/residents/f/s/,name_age_birthplace_strict,high
lincs:izhfcYIAzvX,Rose Jane Elizabeth Grier,1832,1920,http://www.biographi.ca/en/bio/grier_rose_jane_elizabeth_14E.html,,850701605,grier,rose,49,Female,Ontario,PLACE_ON120005,ON134004,https://jimclifford.ca/hgiscanada/places/on/toronto-st-john-s-ward-quartier-on134004-1881/residents/d/g/#p-850701605,/hgiscanada/places/on/toronto-st-john-s-ward-quartier-on134004-1881/residents/d/g/,name_age_birthplace_strict,high
lincs:jNXzxNe8z3A,Enoch Wood,1802,1888,http://www.biographi.ca/en/bio/wood_enoch_11E.html,,881303915,wood,enock,77,Male,England,PLACE_ON133008_1891,ON136006,https://jimclifford.ca/hgiscanada/places/on/york-w-o-on136006-1881/residents/f/w/#p-881303915,/hgiscanada/places/on/york-w-o-on136006-1881/residents/f/w/,name_age_only,medium_no_birthplace
lincs:jvmVMDDooxM,Damase Dandurand,1819,1921,http://www.biographi.ca/en/bio/dandurand_damase_15E.html,,1212802320,dandurand,damase,62,Male,Quebec,PLACE_MB011001,MB183001,https://jimclifford.ca/hgiscanada/places/mb/assiniboia-mb183001-1881/residents/a/d/#p-1212802320,/hgiscanada/places/mb/assiniboia-mb183001-1881/residents/a/d/,name_age_birthplace_strict,high
lincs:jxLrR1MgpFn,Louis Giard,1809,1887,http://www.biographi.ca/en/bio/giard_louis_11E.html,,491400216,giard,louis,71,Male,Quebec,PLACE_QC187003,QC079005,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-palais-ward-quartier-qc079005-1881/residents/e/g/#p-491400216,/hgiscanada/places/qc/qu-bec-palais-ward-quartier-qc079005-1881/residents/e/g/,name_age_only,medium_no_birthplace
lincs:k4Nisyb2YPc,Henry Wilkes,1805,1886,http://www.biographi.ca/en/bio/wilkes_henry_11E.html,,590202001,wilkes,henry,75,Male,England,PLACE_QC180001,QC090008,https://jimclifford.ca/hgiscanada/places/qc/montr-al-st-antoine-ward-quartier-qc090008-1881/residents/h/w-1/#p-590202001,/hgiscanada/places/qc/montr-al-st-antoine-ward-quartier-qc090008-1881/residents/h/w-1/,name_age_only,medium_no_birthplace
lincs:k9tVbdn42rR,George Woodhouse Culverwell Oland,1856,1933,http://www.biographi.ca/en/bio/oland_george_woodhouse_culverwell_16E.html,,81604107,oland,george,25,Male,England,PLACE_NS011044,NS010013,https://jimclifford.ca/hgiscanada/places/ns/dartmouth-t-v-ns010013-1881/residents/m/o/#p-81604107,/hgiscanada/places/ns/dartmouth-t-v-ns010013-1881/residents/m/o/,name_age_birthplace_strict,high
lincs:kLZpaK3Oxu3,William George Gooderham,1853,1935,http://www.biographi.ca/en/bio/gooderham_william_george_16E.html,,841907019,gooderham,william,29,Male,Ontario,PLACE_ON134001,ON134001,https://jimclifford.ca/hgiscanada/places/on/toronto-st-lawrence-ward-quartier-on134001-1881/residents/a/g/#p-841907019,/hgiscanada/places/on/toronto-st-lawrence-ward-quartier-on134001-1881/residents/a/g/,name_age_birthplace_strict,high
lincs:kLv8vZsSsi8,Jesse Oldfield Wisner,1811,1897,http://www.biographi.ca/en/bio/wisner_jesse_oldfield_12E.html,,1021705212,wisner,jesse,70,Male,United States,PLACE_ON103007_1891,ON159001,https://jimclifford.ca/hgiscanada/places/on/brantford-city-cit-on159001-1881/residents/a/w/#p-1021705212,/hgiscanada/places/on/brantford-city-cit-on159001-1881/residents/a/w/,name_age_only,medium_no_birthplace
lincs:kRoOltIJz9p,Charles-Polycarpe Hébert,1834,1906,http://www.biographi.ca/en/bio/hebert_charles_polycarpe_13E.html,,562101703,hebert,charles,48,Male,Quebec,PLACE_QC173002,QC090004,https://jimclifford.ca/hgiscanada/places/qc/montr-al-east-ward-quartier-qc090004-1881/residents/d/h/#p-562101703,/hgiscanada/places/qc/montr-al-east-ward-quartier-qc090004-1881/residents/d/h/,name_age_only,medium_no_birthplace
lincs:kVqIFu5OCkV,Elzéar Charest,1850,1927,http://www.biographi.ca/en/bio/charest_elzear_15E.html,,500804024,charest,elzear,30,Male,Quebec,PLACE_QC187002,QC079008,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-montcalm-centre-ward-quartier-qc079008-1881/residents/h/c/#p-500804024,/hgiscanada/places/qc/qu-bec-montcalm-centre-ward-quartier-qc079008-1881/residents/h/c/,name_age_only,medium_no_birthplace
lincs:kf9c0fZ1X5P,Cléophas Rochette,1843,1895,http://www.biographi.ca/en/bio/rochette_cleophas_12E.html,,490504110,rochette,cleophas,38,Male,Quebec,PLACE_QC188001,QC079002,https://jimclifford.ca/hgiscanada/places/qc/qu-bec-jacques-cartier-ward-quartier-qc079002-1881/residents/b/r/#p-490504110,/hgiscanada/places/qc/qu-bec-jacques-cartier-ward-quartier-qc079002-1881/residents/b/r/,name_age_birthplace_strict,high
lincs:ksxIHVld5pS,Hugh McKellar,1849,1929,http://www.biographi.ca/en/bio/mckellar_hugh_15E.html,,1080301919,mckellar,hugh,32,Male,Ontario,PLACE_ON128012,ON168001,https://jimclifford.ca/hgiscanada/places/on/mosa-on168001-1881/residents/a/m/#p-1080301919,/hgiscanada/places/on/mosa-on168001-1881/residents/a/m/,name_age_birthplace_strict,high
lincs:l0f8ZBKgmmC,Eliza Jane Creighton,1840,1929,http://www.biographi.ca/en/bio/creighton_eliza_jane_15E.html,,1092303508,creighton,elizabeth,41,Female,Ontario,PLACE_ON171001,ON171001,https://jimclifford.ca/hgiscanada/places/on/blanshard-on171001-1881/residents/a/c/#p-1092303508,/hgiscanada/places/on/blanshard-on171001-1881/residents/a/c/,name_age_birthplace_strict,high
