person_id,person_name,person_qid,dcb_url,event_type,event_year,place_qid,place_id,place_label,match_strategy,confidence
viaf:23572167,George Irvine,Q3101660,http://www.biographi.ca/en/bio/irvine_george_12E.html,death,1897,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:238574,William Fitz William Owen,Q532901,http://www.biographi.ca/en/bio/owen_william_fitz_william_8E.html,death,1857,Q203403,PLACE_NB032005,Saint John,wd,high
viaf:24166008,Victor Bourgeau,Q3557175,http://www.biographi.ca/en/bio/bourgeau_victor_11E.html,birth,1809,Q141403,PLACE_QC043004_1911,Lavaltrie,wd,high
viaf:24166008,Victor Bourgeau,Q3557175,http://www.biographi.ca/en/bio/bourgeau_victor_11E.html,death,1888,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:24205850,Cyrille-Hector-Octave Côté,Q5200946,http://www.biographi.ca/en/bio/cote_cyrille_hector_octave_7E.html,birth,1809,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:242159397448819301827,Charles Hugh Gauthier,Q26934811,http://www.biographi.ca/en/bio/gauthier_charles_hugh_15E.html,birth,1843,Q2077128,PLACE_ON112005_1891,Alexandria,wd,high
viaf:242159397448819301827,Charles Hugh Gauthier,Q26934811,http://www.biographi.ca/en/bio/gauthier_charles_hugh_15E.html,death,1922,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:24320454,Arthur Sweatman,Q4800404,http://www.biographi.ca/en/bio/sweatman_arthur_13E.html,death,1909,Q172,PLACE_ON154011,Toronto,wd,high
viaf:24446863,Paul Peel,Q609959,http://www.biographi.ca/en/bio/peel_paul_12E.html,birth,1860,Q92561,PLACE_ON128016,London,wd,high
viaf:244788448,Sir John Christian Schultz,Q1486983,http://www.biographi.ca/en/bio/schultz_john_christian_12E.html,birth,1840,Q385335,PLACE_ON110017,Amherstburg,wd,high
viaf:24540995,John Frothingham,Q3181542,http://www.biographi.ca/en/bio/frothingham_john_9E.html,death,1870,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:2465504,Alexis Lapointe,Q2834563,http://www.biographi.ca/en/bio/lapointe_alexis_15E.html,death,1924,Q141973,PLACE_QC063035,Alma,wd,high
viaf:24660821,Jules Fournier,Q674971,http://www.biographi.ca/en/bio/fournier_jules_14E.html,death,1918,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:24728807,Louis-François Laflèche,Q3260509,http://www.biographi.ca/en/bio/lafleche_louis_francois_12E.html,death,1898,Q44012,PLACE_QC093015,Trois-Rivières,wd,high
viaf:24835000,Richard Dease,Q2383112,http://www.biographi.ca/en/bio/dease_peter_warren_9E.html,death,1863,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:248951335,John Work,Q6264884,http://www.biographi.ca/en/bio/work_john_9E.html,death,1861,Q2132,PLACE_BC217001,Victoria,wd,high
viaf:24961655,Nicholas Flood Davin,Q7025406,http://www.biographi.ca/en/bio/davin_nicholas_flood_13E.html,death,1901,Q2135,PLACE_MB160013,Winnipeg,wd,high
viaf:251354179,Sir Rodolphe Forget,Q3438310,http://www.biographi.ca/en/bio/forget_rodolphe_14E.html,birth,1861,Q139190,PLACE_QC096021,Terrebonne,wd,high
viaf:251354179,Sir Rodolphe Forget,Q3438310,http://www.biographi.ca/en/bio/forget_rodolphe_14E.html,death,1919,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:25403557,William Mackenzie,Q15516394,http://www.biographi.ca/en/bio/mackenzie_william_15E.html,birth,1849,Q5354067,PLACE_ON149005,Eldon,wd,high
viaf:25403557,William Mackenzie,Q15516394,http://www.biographi.ca/en/bio/mackenzie_william_15E.html,death,1923,Q172,PLACE_ON154011,Toronto,wd,high
viaf:25405370,Sir Oliver Mowat,Q1387837,http://www.biographi.ca/en/bio/mowat_oliver_13E.html,death,1903,Q172,PLACE_ON154011,Toronto,wd,high
viaf:25463834,Sir James Macpherson Le Moine,Q3161239,http://www.biographi.ca/en/bio/le_moine_james_macpherson_14E.html,birth,1825,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:25463834,Sir James Macpherson Le Moine,Q3161239,http://www.biographi.ca/en/bio/le_moine_james_macpherson_14E.html,death,1912,Q3483898,PLACE_QC081007,Sillery,wd,high
viaf:255145542623796640499,Sir John Morison Gibson,Q6249444,http://www.biographi.ca/en/bio/gibson_john_morison_15E.html,birth,1842,Q172,PLACE_ON154011,Toronto,wd,high
viaf:255145542623796640499,Sir John Morison Gibson,Q6249444,http://www.biographi.ca/en/bio/gibson_john_morison_15E.html,death,1929,Q133116,PLACE_ON153009_1921,Hamilton,wd,high
viaf:255149066345565600206,T.C. (Thomas Clement) Douglas,Q359653,http://www.biographi.ca/en/bio/douglas_thomas_clement_21E.html,death,1986,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:25691436,William George Richardson Hind,Q18508732,http://www.biographi.ca/en/bio/hind_william_george_richardson_11E.html,death,1889,Q984084,PLACE_NB027016,Sussex,wd,high
viaf:25706169,Simon-Napoléon Parent,Q750977,http://www.biographi.ca/en/bio/parent_simon_napoleon_14E.html,birth,1855,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:25706169,Simon-Napoléon Parent,Q750977,http://www.biographi.ca/en/bio/parent_simon_napoleon_14E.html,death,1920,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:25712880,Newton Wesley Rowell,Q7020353,http://www.biographi.ca/en/bio/rowell_newton_wesley_17E.html,death,1941,Q172,PLACE_ON154011,Toronto,wd,high
viaf:25838840,Marie-Rosalie Cadron,Q628365,http://www.biographi.ca/en/bio/cadron_marie_rosalie_9E.html,birth,1794,Q141403,PLACE_QC043004_1911,Lavaltrie,wd,high
viaf:25838840,Marie-Rosalie Cadron,Q628365,http://www.biographi.ca/en/bio/cadron_marie_rosalie_9E.html,death,1864,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:25887861,William Sawyer,Q21466386,http://www.biographi.ca/en/bio/sawyer_william_11E.html,birth,1820,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:25926952,Raymond Préfontaine,Q3421100,http://www.biographi.ca/en/bio/prefontaine_raymond_13E.html,birth,1850,Q139398,PLACE_QC150003_1911,Longueuil,wd,high
viaf:26036017,W.T. (William Turnbull) Leach,Q8019571,http://www.biographi.ca/en/bio/leach_william_turnbull_11E.html,death,1886,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:26289112,Georges Delfosse,Q3102575,http://www.biographi.ca/en/bio/delfosse_georges_16E.html,death,1939,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:26300008,Zacharie Lacasse,Q28000310,http://www.biographi.ca/en/bio/lacasse_zacharie_15E.html,birth,1845,Q3462483,PLACE_QC073006,Saint-Jacques,wd,high
viaf:26300008,Zacharie Lacasse,Q28000310,http://www.biographi.ca/en/bio/lacasse_zacharie_15E.html,death,1921,Q994920,PLACE_SK173026,Gravelbourg,wd,high
viaf:263054758,Marcus Child,Q6758080,http://www.biographi.ca/en/bio/child_marcus_8E.html,death,1859,Q142053,PLACE_QC090009,Coaticook,wd,high
viaf:263743007,Henry Albert Harper,Q5717163,http://www.biographi.ca/en/bio/harper_henry_albert_13E.html,birth,1873,Q3492080,PLACE_ON144005,Innisfil,wd,high
viaf:263743007,Henry Albert Harper,Q5717163,http://www.biographi.ca/en/bio/harper_henry_albert_13E.html,death,1901,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:264026363,Richard McBride Canadian politician (1870-1917),Q1731455,http://www.biographi.ca/en/bio/mcbride_richard_14E.html,birth,1870,Q876122,PLACE_BC213004,New Westminster,wd,high
viaf:26451924,Robert Bell,Q914915,http://www.biographi.ca/en/bio/bell_robert_1841_1917_14E.html,birth,1841,Q172,PLACE_ON154011,Toronto,wd,high
viaf:268974950,saint André Bessette,Q517066,http://www.biographi.ca/en/bio/bessette_alfred_16E.html,death,1937,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:26991344,Mary Hiester Reid,Q16037875,http://www.biographi.ca/en/bio/hiester_mary_augusta_catharine_15E.html,death,1921,Q172,PLACE_ON154011,Toronto,wd,high
viaf:27000862,Samuel Keefer,Q63159521,http://www.biographi.ca/en/bio/keefer_samuel_11E.html,birth,1811,Q448120,PLACE_ON151013,Thorold,wd,high
viaf:27000862,Samuel Keefer,Q63159521,http://www.biographi.ca/en/bio/keefer_samuel_11E.html,death,1890,Q34047,PLACE_ON083002,Brockville,wd,high
viaf:27000862,Samuel Keefer,Q63159521,http://www.biographi.ca/en/bio/keefer_samuel_11E.html,burial,1890,Q34047,PLACE_ON083002,Brockville,wd,high
viaf:27058120,James Hannay,Q47088750,http://www.biographi.ca/en/bio/hannay_james_13E.html,birth,1842,Q3431443,PLACE_NB026013,Richibucto,wd,high
viaf:27058120,James Hannay,Q47088750,http://www.biographi.ca/en/bio/hannay_james_13E.html,death,1910,Q203403,PLACE_NB032005,Saint John,wd,high
viaf:27105162,Octave Crémazie,Q685250,http://www.biographi.ca/en/bio/cremazie_octave_10E.html,birth,1827,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:27171261,Charles Chiniquy,Q706020,http://www.biographi.ca/en/bio/chiniquy_charles_12E.html,death,1899,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:27430342,George Frederic Matthew,Q1507376,http://www.biographi.ca/en/bio/matthew_george_frederic_15E.html,birth,1837,Q203403,PLACE_NB032005,Saint John,wd,high
viaf:27447738,Édouard Deville,Q274311,http://www.biographi.ca/en/bio/deville_edouard_15E.html,death,1924,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:27880864,Edmund Burke,Q5339332,http://www.biographi.ca/en/bio/burke_edmund_1850_1919_14E.html,birth,1850,Q172,PLACE_ON154011,Toronto,wd,high
viaf:27880864,Edmund Burke,Q5339332,http://www.biographi.ca/en/bio/burke_edmund_1850_1919_14E.html,death,1919,Q172,PLACE_ON154011,Toronto,wd,high
viaf:27909045,Agar Adamson,Q17421282,http://www.biographi.ca/en/bio/adamson_agar_stewart_allan_masterton_15E.html,birth,1865,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:28146332893718731637,Sallie Holman,Q20811007,http://www.biographi.ca/en/bio/holman_sarah_11E.html,death,1888,Q92561,PLACE_ON128016,London,wd,high
viaf:28184193,Napoléon Bourassa,Q3335933,http://www.biographi.ca/en/bio/bourassa_napoleon_14E.html,death,1916,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:28184193,Napoléon Bourassa,Q3335933,http://www.biographi.ca/en/bio/bourassa_napoleon_14E.html,death,1916,Q6468337,PLACE_QC065001,Lachenaie,wd,high
viaf:2828904,Henry Youle Hind,Q4497800,http://www.biographi.ca/en/bio/hind_henry_youle_13E.html,death,1908,Q182625,PLACE_ON110016_1911,Windsor,wd,high
viaf:28398221,Hector Fabre,Q137138,http://www.biographi.ca/en/bio/fabre_hector_13E.html,birth,1834,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:284640591,Sir Charles Blair Gordon,Q5075638,http://www.biographi.ca/en/bio/gordon_charles_blair_16E.html,birth,1867,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:28498017,Thomas-Aimé Chandonnet,Q3524819,http://www.biographi.ca/en/bio/chandonnet_thomas_aime_11E.html,birth,1834,Q3463195,PLACE_QC078017,Saint-Pierre-les-Becquets,wd,high
viaf:28498017,Thomas-Aimé Chandonnet,Q3524819,http://www.biographi.ca/en/bio/chandonnet_thomas_aime_11E.html,death,1881,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:28498017,Thomas-Aimé Chandonnet,Q3524819,http://www.biographi.ca/en/bio/chandonnet_thomas_aime_11E.html,burial,1881,Q3463195,PLACE_QC078017,Saint-Pierre-les-Becquets,wd,high
viaf:28504013,Benjamin Paquet,Q668668,http://www.biographi.ca/en/bio/paquet_benjamin_12E.html,birth,1832,Q139208,PLACE_QC066014,Lévis,wd,high
viaf:28504468,William Eppes Cormack,Q8007125,http://www.biographi.ca/en/bio/cormack_william_eppes_9E.html,death,1868,Q876122,PLACE_BC213004,New Westminster,wd,high
viaf:285796957,Edward Manning Saunders,Q109855544,http://www.biographi.ca/en/bio/saunders_edward_manning_14E.html,death,1916,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:288710377,Stanislas-A. (Stanislas-Alfred) Lortie,Q98940310,http://www.biographi.ca/en/bio/lortie_stanislas_alfred_14E.html,birth,1869,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:289577277,Émile-Joseph Legal,Q3588289,http://www.biographi.ca/en/bio/legal_emile_joseph_14E.html,death,1920,Q2096,PLACE_AB199016,Edmonton,wd,high
viaf:29183347,A.P. (Alexander Peter) Cockburn,Q4719831,http://www.biographi.ca/en/bio/cockburn_alexander_peter_13E.html,death,1905,Q172,PLACE_ON154011,Toronto,wd,high
viaf:29247979,Christopher Robinson,Q2966640,http://www.biographi.ca/en/bio/robinson_christopher_1828_1905_13E.html,death,1905,Q172,PLACE_ON154011,Toronto,wd,high
viaf:29317092,Jean-Chrysostome Brauneis,Q19666034,http://www.biographi.ca/en/bio/brauneis_jean_chrysostome_10E.html,birth,1814,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:29317092,Jean-Chrysostome Brauneis,Q19666034,http://www.biographi.ca/en/bio/brauneis_jean_chrysostome_10E.html,death,1871,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:29403804,Adolphus Mordecai Hart,Q4684468,http://www.biographi.ca/en/bio/hart_adolphus_mordecai_10E.html,birth,1814,Q44012,PLACE_QC093015,Trois-Rivières,wd,high
viaf:29469630,Peter McGill,Q2076985,http://www.biographi.ca/en/bio/mcgill_peter_8E.html,death,1860,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:29542511,Louis Riel,Q313691,http://www.biographi.ca/en/bio/riel_louis_1844_85_11E.html,birth,1844,Q1004192,PLACE_MB160012,Saint Boniface,wd,high
viaf:29655268,William Bliss Carman,Q3068116,http://www.biographi.ca/en/bio/carman_william_bliss_15E.html,birth,1861,Q2138,PLACE_NB036016,Fredericton,wd,high
viaf:29655268,William Bliss Carman,Q3068116,http://www.biographi.ca/en/bio/carman_william_bliss_15E.html,burial,1929,Q2138,PLACE_NB036016,Fredericton,wd,high
viaf:29671748,Ægidius Fauteux,Q2825515,http://www.biographi.ca/en/bio/fauteux_aegidius_17E.html,birth,1876,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:29671748,Ægidius Fauteux,Q2825515,http://www.biographi.ca/en/bio/fauteux_aegidius_17E.html,death,1941,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:29831408,Charles Drolet,Q5076974,http://www.biographi.ca/en/bio/drolet_charles_10E.html,birth,1795,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:29831408,Charles Drolet,Q5076974,http://www.biographi.ca/en/bio/drolet_charles_10E.html,death,1873,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:299165271792910690007,Ralph Joseph Horner,Q52156361,http://www.biographi.ca/en/bio/horner_ralph_joseph_15E.html,death,1926,Q2135,PLACE_MB160013,Winnipeg,wd,high
viaf:300996345,Pierre de Boucherville,Q3102336,http://www.biographi.ca/en/bio/boucherville_georges_de_12E.html,birth,1814,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:300996345,Pierre de Boucherville,Q3102336,http://www.biographi.ca/en/bio/boucherville_georges_de_12E.html,death,1894,Q3462701,PLACE_QC075010,Saint-Laurent-de-l'Île-d'Orléans,wd,high
viaf:30339868,Norman Duncan,Q7052171,http://www.biographi.ca/en/bio/duncan_norman_mclean_14E.html,birth,1871,Q34180,PLACE_ON103007_1911,Brantford,wd,high
viaf:304913541,François Xavier Lafrance,Q3083709,http://www.biographi.ca/en/bio/lafrance_francois_xavier_stanislas_9E.html,birth,1814,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:305115007,Neil McNeil,Q6989009,http://www.biographi.ca/en/bio/mcneil_neil_16E.html,death,1934,Q172,PLACE_ON154011,Toronto,wd,high
viaf:305398452,Claver Casavant,Q16972226,http://www.biographi.ca/en/bio/casavant_claver_16E.html,birth,1855,Q141873,PLACE_QC091012,Saint-Hyacinthe,wd,high
viaf:305398452,Claver Casavant,Q16972226,http://www.biographi.ca/en/bio/casavant_claver_16E.html,death,1933,Q141873,PLACE_QC091012,Saint-Hyacinthe,wd,high
viaf:305738,George Copway,Q1507148,http://www.biographi.ca/en/bio/kahgegagahbowh_9E.html,birth,1818,Q2739754,PLACE_ON118027,Trenton,wd,high
viaf:30639106,David Laird,Q1175088,http://www.biographi.ca/en/bio/laird_david_14E.html,death,1914,Q1930,PLACE_ON105011_1921,Ottawa,wd,high
viaf:30642060,Antoine Labelle,Q3083681,http://www.biographi.ca/en/bio/labelle_francois_xavier_antoine_12E.html,death,1891,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:30652417,Peter McArthur,Q17012265,http://www.biographi.ca/en/bio/mcarthur_peter_gilchrist_15E.html,death,1924,Q92561,PLACE_ON128016,London,wd,high
viaf:307471572,Michael Francis Fallon,Q56281596,http://www.biographi.ca/en/bio/fallon_michael_francis_16E.html,death,1931,Q92561,PLACE_ON128016,London,wd,high
viaf:30770699,Thomas Talbot,Q7794340,http://www.biographi.ca/en/bio/talbot_thomas_8E.html,death,1853,Q92561,PLACE_ON128016,London,wd,high
viaf:308227169,Peter John Leech,Q116712750,http://www.biographi.ca/en/bio/leech_peter_john_12E.html,death,1899,Q2132,PLACE_BC217001,Victoria,wd,high
viaf:30831697,Dominique-Ceslas Gonthier,Q3034918,http://www.biographi.ca/en/bio/gonthier_dominique_ceslas_14E.html,birth,1853,Q3462315,PLACE_QC042010_1921,Saint-Gervais,wd,high
viaf:30831697,Dominique-Ceslas Gonthier,Q3034918,http://www.biographi.ca/en/bio/gonthier_dominique_ceslas_14E.html,death,1917,Q141873,PLACE_QC091012,Saint-Hyacinthe,wd,high
viaf:30893134,George-Fréderic-Théophile Baillairgé,Q5535875,http://www.biographi.ca/en/bio/baillairge_george_frederic_theophile_13E.html,birth,1824,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:30893134,George-Fréderic-Théophile Baillairgé,Q5535875,http://www.biographi.ca/en/bio/baillairge_george_frederic_theophile_13E.html,death,1909,Q141760,PLACE_QC158001_1871,Joliette,wd,high
viaf:309816741,Louis-Prudent Vallée,Q16216992,http://www.biographi.ca/en/bio/vallee_louis_prudent_13E.html,birth,1837,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:309816741,Louis-Prudent Vallée,Q16216992,http://www.biographi.ca/en/bio/vallee_louis_prudent_13E.html,death,1905,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:310519350,Henry (Canadian architect Langley,Q5724627,http://www.biographi.ca/en/bio/langley_henry_13E.html,birth,1836,Q172,PLACE_ON154011,Toronto,wd,high
viaf:310519350,Henry (Canadian architect Langley,Q5724627,http://www.biographi.ca/en/bio/langley_henry_13E.html,death,1907,Q172,PLACE_ON154011,Toronto,wd,high
viaf:310529476,Thomas Molson,Q3525420,http://www.biographi.ca/en/bio/molson_thomas_9E.html,birth,1791,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:311309165,Augustin Côté,Q112186975,http://www.biographi.ca/en/bio/cote_augustin_13E.html,birth,1818,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:311309165,Augustin Côté,Q112186975,http://www.biographi.ca/en/bio/cote_augustin_13E.html,death,1904,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:31409979,Gordon Morton McGregor,Q5585584,http://www.biographi.ca/en/bio/mcgregor_gordon_morton_15E.html,birth,1873,Q182625,PLACE_ON110016_1911,Windsor,wd,high
viaf:315074040,James Henry Plummer,Q16029367,http://www.biographi.ca/en/bio/plummer_james_henry_16E.html,death,1932,Q172,PLACE_ON154011,Toronto,wd,high
viaf:315074042,Macdonald,Q541433,http://www.biographi.ca/en/bio/macdonald_hugh_john_15E.html,death,1929,Q2135,PLACE_MB160013,Winnipeg,wd,high
viaf:31526959,Eléar-Alexandre Taschereau,Q1334493,http://www.biographi.ca/en/bio/taschereau_elzear_alexandre_12E.html,birth,1820,Q141652,PLACE_QC040028,Sainte-Marie,wd,high
viaf:31526959,Eléar-Alexandre Taschereau,Q1334493,http://www.biographi.ca/en/bio/taschereau_elzear_alexandre_12E.html,death,1898,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:315632224,Philip Francis Little,Q7183561,http://www.biographi.ca/en/bio/little_philip_francis_12E.html,birth,1824,Q2127,PLACE_PE003025,Charlottetown,wd,high
viaf:315632953,J. (Joseph) Charlebois,Q46999588,http://www.biographi.ca/en/bio/charlebois_joseph_16E.html,birth,1872,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:315632953,J. (Joseph) Charlebois,Q46999588,http://www.biographi.ca/en/bio/charlebois_joseph_16E.html,death,1935,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:31565244,Edward Blake,Q333003,http://www.biographi.ca/en/bio/blake_edward_14E.html,birth,1833,Q3525341,PLACE_ON128001_1891,Adelaide Metcalfe,wd,high
viaf:31565244,Edward Blake,Q333003,http://www.biographi.ca/en/bio/blake_edward_14E.html,death,1912,Q172,PLACE_ON154011,Toronto,wd,high
viaf:315945255,Timothy Warren Anglin,Q3529084,http://www.biographi.ca/en/bio/anglin_timothy_warren_12E.html,death,1896,Q172,PLACE_ON154011,Toronto,wd,high
viaf:315945638,Andrew Godfrey Stuart,Q4758663,http://www.biographi.ca/en/bio/stuart_andrew_12E.html,birth,1812,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:315945638,Andrew Godfrey Stuart,Q4758663,http://www.biographi.ca/en/bio/stuart_andrew_12E.html,death,1891,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316435961,Pierre-Martial Bardy,Q7192012,http://www.biographi.ca/en/bio/bardy_pierre_martial_9E.html,birth,1797,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316435961,Pierre-Martial Bardy,Q7192012,http://www.biographi.ca/en/bio/bardy_pierre_martial_9E.html,death,1869,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316884445,Guillaume-Narcisse Ducharme,Q3119613,http://www.biographi.ca/en/bio/ducharme_guillaume_narcisse_15E.html,birth,1851,Q141522,PLACE_QC049010,Châteauguay,wd,high
viaf:316885175,Marie-Louise Marmette,Q105080351,http://www.biographi.ca/en/bio/marmette_marie_louise_15E.html,birth,1870,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316885175,Marie-Louise Marmette,Q105080351,http://www.biographi.ca/en/bio/marmette_marie_louise_15E.html,death,1928,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:316890413,Nazaire LeVasseur,Q24579336,http://www.biographi.ca/en/bio/le_vasseur_nazaire_15E.html,birth,1848,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316890413,Nazaire LeVasseur,Q24579336,http://www.biographi.ca/en/bio/le_vasseur_nazaire_15E.html,death,1927,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316898871,Pierre Gauvreau,Q22342916,http://www.biographi.ca/en/bio/gauvreau_pierre_11E.html,birth,1813,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316898871,Pierre Gauvreau,Q22342916,http://www.biographi.ca/en/bio/gauvreau_pierre_11E.html,death,1884,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316907413,Arthur Simard,Q101125266,http://www.biographi.ca/en/bio/simard_arthur_16E.html,birth,1867,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316907413,Arthur Simard,Q101125266,http://www.biographi.ca/en/bio/simard_arthur_16E.html,death,1931,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316909679,Placide Vigneau,Q52326920,http://www.biographi.ca/en/bio/vigneau_placide_15E.html,birth,1842,Q28029338,PLACE_QC056019,Havre-aux-Maisons,wd,high
viaf:316915435,Arthur Rousseau,Q100710216,http://www.biographi.ca/en/bio/rousseau_arthur_16E.html,death,1934,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316925103,Godf. (Godefroi) Laviolette,Q23019200,http://www.biographi.ca/en/bio/laviolette_godefroy_12E.html,birth,1826,Q141505,PLACE_QC052006_1921,Saint-Eustache,wd,high
viaf:316925103,Godf. (Godefroi) Laviolette,Q23019200,http://www.biographi.ca/en/bio/laviolette_godefroy_12E.html,death,1895,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:316930418,Françoise Simard,Q26222209,http://www.biographi.ca/en/bio/simard_francoise_16E.html,death,1937,Q952269,PLACE_QC050018,Chicoutimi,wd,high
viaf:316938199,James G. (James Grant) Chewett,Q110212503,http://www.biographi.ca/en/bio/chewett_james_grant_9E.html,birth,1793,Q956690,PLACE_ON145005_1911,Cornwall,wd,high
viaf:316938199,James G. (James Grant) Chewett,Q110212503,http://www.biographi.ca/en/bio/chewett_james_grant_9E.html,death,1862,Q172,PLACE_ON154011,Toronto,wd,high
viaf:316945693,Fergus Patrick McEvay,Q5444198,http://www.biographi.ca/en/bio/mcevay_fergus_patrick_14E.html,birth,1852,Q3241437,PLACE_ON149013,Lindsay,wd,high
viaf:316945693,Fergus Patrick McEvay,Q5444198,http://www.biographi.ca/en/bio/mcevay_fergus_patrick_14E.html,death,1911,Q1025401,PLACE_ON154007,Scarborough,wd,high
viaf:316954388,Thomas Ainslie Young,Q7786965,http://www.biographi.ca/en/bio/young_thomas_ainslie_8E.html,birth,1797,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316954388,Thomas Ainslie Young,Q7786965,http://www.biographi.ca/en/bio/young_thomas_ainslie_8E.html,death,1860,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316973445,Gaudiose Hébert,Q64878017,http://www.biographi.ca/en/bio/hebert_gaudiose_15E.html,birth,1866,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316973445,Gaudiose Hébert,Q64878017,http://www.biographi.ca/en/bio/hebert_gaudiose_15E.html,death,1923,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:316979255,Urbain Desrochers,Q55219579,http://www.biographi.ca/en/bio/desrochers_urbain_8E.html,birth,1781,Q142014,PLACE_QC098007,Varennes,wd,high
viaf:316979255,Urbain Desrochers,Q55219579,http://www.biographi.ca/en/bio/desrochers_urbain_8E.html,death,1860,Q2145,PLACE_QC081017,Quebec City,wd,high
viaf:317004785,L.-P. (Louis-Pierre) Gravel,Q18125273,http://www.biographi.ca/en/bio/gravel_louis_pierre_15E.html,birth,1868,Q142516,PLACE_QC038024,Princeville,wd,high
viaf:317004785,L.-P. (Louis-Pierre) Gravel,Q18125273,http://www.biographi.ca/en/bio/gravel_louis_pierre_15E.html,death,1926,Q340,PLACE_QC076013_1921,Montreal,wd,high
viaf:317005233,Joseph Hébert,Q24929339,http://www.biographi.ca/en/bio/hebert_joseph_1830_1919_14E.html,birth,1830,Q2899316,PLACE_QC074003_1891,Berthier-sur-Mer,wd,high
viaf:317273214,James A. (James Alexander) Robb,Q3160898,http://www.biographi.ca/en/bio/robb_james_alexander_15E.html,birth,1859,Q141764,PLACE_QC058012,Huntingdon,wd,high
viaf:317273214,James A. (James Alexander) Robb,Q3160898,http://www.biographi.ca/en/bio/robb_james_alexander_15E.html,death,1929,Q172,PLACE_ON154011,Toronto,wd,high
viaf:317273242,Napoléon Antoine Belcourt,Q3335925,http://www.biographi.ca/en/bio/belcourt_napoleon_antoine_16E.html,birth,1860,Q172,PLACE_ON154011,Toronto,wd,high
viaf:317273265,Joseph-Édouard Caron,Q3184437,http://www.biographi.ca/en/bio/caron_joseph_edouard_15E.html,birth,1866,Q3463285,PLACE_QC067012_1901,Saint-Roch-des-Aulnaies,wd,high
