id,lat,lon,name,country,feature_class,source
2629492,64.181050,-15.913910,Kálfafellsstaður,IS,S,geonames_api
2629691,65.000000,-18.000000,Iceland,IS,A,geonames_api
2630646,66.093220,-17.348280,Héðinshöfði,IS,T,geonames_api
2633397,53.864370,-1.687430,Yeadon,GB,P,geonames_api
2633521,50.817950,-0.375380,Worthing,GB,P,geonames_api
2633560,52.166670,-2.166670,Worcestershire,GB,A,geonames_api
2633643,56.666670,-3.466670,Woodhill House,GB,S,geonames_api
2633678,51.792800,-2.765980,Wonastow,GB,P,geonames_api
2633707,51.285270,-0.033720,Woldingham,GB,P,geonames_api
2633868,51.250000,-1.916670,Wiltshire,GB,A,geonames_api
2633939,50.679480,-1.287640,Isle of Wight,GB,T,geonames_api
2633982,58.439060,-3.094240,Wick,GB,P,geonames_api
2634135,54.487740,-0.614980,Whitby,GB,P,geonames_api
2634341,51.497500,-0.135700,City of Westminster,GB,P,geonames_api
2634424,57.683330,-5.000000,Wester Ross,GB,L,geonames_api
2634491,52.518680,-1.994500,West Bromwich,GB,P,geonames_api
2634614,51.856030,-0.819510,Weedon,GB,P,geonames_api
2634667,58.472620,-3.305890,Watten,GB,P,geonames_api
2634725,52.283330,-1.583330,Warwick,GB,P,geonames_api
2634739,53.392540,-2.580240,Warrington,GB,P,geonames_api
2634780,51.033330,-2.100000,Wardour Castle,GB,S,geonames_api
2634865,60.228740,-1.563130,Walls,GB,P,geonames_api
2634895,52.500000,-3.500000,Wales,GB,A,geonames_api
2635043,52.898380,-1.864880,Uttoxeter,GB,P,geonames_api
2635113,51.415050,-0.092700,Upper Norwood,GB,P,geonames_api
2635140,58.350000,-3.250000,Upper Camster,GB,P,geonames_api
2635167,54.758440,-2.695310,United Kingdom,GB,A,geonames_api
2635259,54.583330,-7.000000,County Tyrone,GB,A,geonames_api
2635329,57.538400,-2.459320,Turriff,GB,P,geonames_api
2635340,50.358510,-4.117700,Turnchapel,GB,P,geonames_api
2635412,50.265260,-5.054360,Truro,GB,P,geonames_api
2635427,51.318890,-2.208610,Trowbridge,GB,P,geonames_api
2635563,55.944390,-2.954120,Tranent,GB,P,geonames_api
2635592,57.203430,-2.929690,Towie,GB,P,geonames_api
2635608,51.603730,-0.067940,Tottenham,GB,P,geonames_api
2635650,50.461980,-3.525220,Torquay,GB,P,geonames_api
2635724,55.850000,-4.183330,Tollcross,GB,P,geonames_api
2635759,52.431110,1.189530,Tivetshall St Margaret,GB,P,geonames_api
2635781,56.494340,-6.910060,Tiree,GB,T,geonames_api
2635788,55.117930,-3.563470,Tinwald,GB,P,geonames_api
2635881,58.592710,-3.525940,Thurso,GB,P,geonames_api
2635981,55.233330,-3.766670,Thornhill,GB,P,geonames_api
2636002,51.608890,-2.520280,Thornbury,GB,P,geonames_api
2636056,51.350000,1.333330,Isle of Thanet,GB,L,geonames_api
2636132,50.545810,-3.496710,Teignmouth,GB,P,geonames_api
2636174,50.549440,-4.144180,Tavistock,GB,P,geonames_api
2636177,51.014940,-3.102930,Taunton,GB,P,geonames_api
2636258,56.713170,-2.860220,Tannadice,GB,P,geonames_api
2636271,54.354860,-6.413960,Tandragee,GB,P,geonames_api
2636432,51.620790,-3.943230,Swansea,GB,P,geonames_api
2636438,50.944040,-1.180210,Swanmore,GB,P,geonames_api
2636445,50.608270,-1.956640,Swanage,GB,P,geonames_api
2636507,58.250000,-4.500000,Sutherlandshire,GB,A,geonames_api
2636512,51.250000,-0.333330,Surrey,GB,A,geonames_api
2636561,52.166670,1.000000,Suffolk,GB,A,geonames_api
2636605,57.503030,-2.046370,Stuartfield,GB,P,geonames_api
2636612,53.300000,0.183330,Strubby,GB,P,geonames_api
2636619,51.393230,0.477130,Strood,GB,P,geonames_api
2636638,58.964980,-3.296010,Stromness,GB,P,geonames_api
2636675,51.428970,-0.131840,Streatham,GB,P,geonames_api
2636703,55.812090,-4.026490,Strathclyde,GB,A,geonames_api
2636719,54.902340,-5.027310,Stranraer,GB,P,geonames_api
2636721,54.566670,-5.916670,Stranmillis,GB,P,geonames_api
2636745,54.833330,-7.333330,Strabane,GB,A,geonames_api
2636749,52.188930,0.997740,Stowmarket,GB,P,geonames_api
2636790,58.209250,-6.386490,Stornoway,GB,P,geonames_api
2636803,54.835800,-4.979040,Stoneykirk,GB,P,geonames_api
2636811,51.750000,-2.283330,Stonehouse,GB,P,geonames_api
2636856,50.325080,-3.598620,Stoke Fleming,GB,P,geonames_api
2636872,58.250000,-5.350000,Point of Stoer,GB,T,geonames_api
2636909,56.115320,-4.233860,Stirling,GB,A,geonames_api
2636915,54.605290,-1.421910,Stillington,GB,P,geonames_api
2636932,55.679860,-4.514350,Stewarton,GB,P,geonames_api
2637022,52.916670,-1.266670,Stapleford,GB,P,geonames_api
2637097,51.766670,-2.283330,Standish,GB,P,geonames_api
2637229,57.667030,-3.098790,River Spey,GB,H,geonames_api
2637330,50.783510,-1.090710,Southsea,GB,P,geonames_api
2637336,58.766670,-2.966670,South Ronaldsay,GB,T,geonames_api
2637343,53.645810,-3.010080,Southport,GB,P,geonames_api
2637370,51.588990,-1.190560,South Moreton,GB,P,geonames_api
2637371,54.850000,-1.700000,South Moor,GB,P,geonames_api
2637395,51.494370,-0.173210,South Kensington,GB,P,geonames_api
2637432,51.333330,-1.500000,Southern England,GB,A,geonames_api
2637474,51.160350,0.257320,Southborough,GB,P,geonames_api
2637532,51.083330,-3.000000,Somerset,GB,A,geonames_api
2637799,54.556540,-7.118370,Sixmilecross,GB,P,geonames_api
2637853,50.690940,-3.239700,Sidmouth,GB,P,geonames_api
2637861,51.426190,0.103600,Sidcup,GB,P,geonames_api
2637875,50.766670,-3.066670,Shute,GB,P,geonames_api
2637918,51.525090,-0.076950,Shoreditch,GB,P,geonames_api
2637958,53.833330,-1.766670,Shipley,GB,P,geonames_api
2638077,53.382970,-1.465900,Sheffield,GB,P,geonames_api
2638096,50.922650,-1.199530,Shedfield,GB,P,geonames_api
2638157,51.005280,-2.193330,Shaftesbury,GB,P,geonames_api
2638229,55.547380,-2.839110,Selkirk,GB,P,geonames_api
2638262,54.321230,-2.525140,Sedbergh,GB,P,geonames_api
2638348,53.496520,-0.674290,Scotter,GB,P,geonames_api
2638360,55.733700,-3.834270,Carluke,,,lincs_inline
2638379,52.367060,1.156740,Scole,GB,P,geonames_api
2638399,54.333330,-6.366670,Scarva,GB,P,geonames_api
2638473,52.439840,-0.284220,Sawtry,GB,P,geonames_api
2638520,55.365270,-3.921600,Sanquhar,GB,P,geonames_api
2638542,51.272230,1.337760,Sandwich,GB,P,geonames_api
2638568,50.651580,-1.161030,Sandown,GB,P,geonames_api
2638580,51.346750,-0.786550,Sandhurst,GB,P,geonames_api
2638588,51.073920,1.147440,Sandgate,GB,P,geonames_api
2638593,51.332280,-2.831220,Sandford,GB,P,geonames_api
2638648,55.636160,-4.785880,Saltcoats,GB,P,geonames_api
2638655,52.666670,-2.750000,Shropshire,GB,A,geonames_api
2638665,56.113990,-3.570340,Saline,GB,P,geonames_api
2638703,51.366670,1.416670,Saint Peters,GB,P,geonames_api
2638710,59.966670,-1.350000,Saint Ninian’s Isle,GB,T,geonames_api
2638717,52.216670,-0.266670,Saint Neots,GB,P,geonames_api
2638768,51.529910,-0.174670,St John's Wood,GB,P,geonames_api
2638774,52.378320,1.407240,Saint James,GB,P,geonames_api
2638783,50.116670,-5.416670,Saint Hilary,GB,P,geonames_api
2638848,55.573010,-2.644100,Saint Boswells,GB,P,geonames_api
2638854,51.402780,-3.413890,St Athan,GB,P,geonames_api
2638864,56.338710,-2.799020,St Andrews,GB,P,geonames_api
2638878,52.023370,0.242340,Saffron Walden,GB,P,geonames_api
2638942,53.454170,-2.224590,Rusholme,GB,P,geonames_api
2638958,52.616670,1.650000,Runham,GB,P,geonames_api
2638991,56.455330,-5.436330,Rubha Garbh,GB,T,geonames_api
2639033,55.500000,-2.500000,Roxburghshire,GB,A,geonames_api
2639080,57.133330,-3.850000,Rothiemurchus,GB,P,geonames_api
2639083,55.836480,-5.055080,Rothesay,GB,P,geonames_api
2639086,57.526240,-3.206630,Rothes,GB,P,geonames_api
2639091,51.500000,-0.050000,Rotherhithe,GB,P,geonames_api
2639110,51.916670,-2.566670,Ross on Wye,GB,P,geonames_api
2639129,57.666670,-5.000000,Ross and Cromarty,GB,A,geonames_api
2639134,56.009850,-4.801510,Rosneath,GB,P,geonames_api
2639253,53.369230,-3.004180,Rock Ferry,GB,P,geonames_api
2639268,51.387640,0.505460,Rochester,GB,P,geonames_api
2639322,52.838650,-0.370270,Rippingale,GB,P,geonames_api
2639323,54.135790,-1.528260,Ripon,GB,P,geonames_api
2639382,52.336490,0.992720,Rickinghall,GB,P,geonames_api
2639389,51.461710,-0.306330,Richmond,GB,P,geonames_api
2639390,54.383330,-6.550000,Richhill,GB,P,geonames_api
2639492,55.972000,-4.583990,Renton,GB,P,geonames_api
2639495,55.871970,-4.392530,Renfrew,GB,P,geonames_api
2639577,51.456250,-0.971130,Reading,GB,P,geonames_api
2639583,51.585710,0.604590,Rayleigh,GB,P,geonames_api
2639628,54.955340,-6.480900,Rasharkin,GB,P,geonames_api
2639796,51.417600,0.744410,Queenborough,GB,P,geonames_api
2639912,53.762820,-2.704520,Preston,GB,P,geonames_api
2639992,57.681440,-2.689560,Portsoy,GB,P,geonames_api
2640076,55.856600,-5.065030,Port Bannatyne,GB,P,geonames_api
2640101,50.714290,-1.984580,Poole,GB,P,geonames_api
2640132,53.691070,-1.312690,Pontefract,GB,P,geonames_api
2640192,50.390740,-4.060220,Plympton,GB,P,geonames_api
2640194,50.371530,-4.143050,Plymouth,GB,P,geonames_api
2640351,57.505170,-1.784350,Peterhead,GB,P,geonames_api
2640357,56.500000,-4.000000,Perthshire,GB,A,geonames_api
2640358,56.395220,-3.431390,Perth,GB,P,geonames_api
2640377,50.118610,-5.537150,Penzance,GB,P,geonames_api
2640401,51.225030,-1.528090,Penton Mewsey,GB,P,geonames_api
2640413,50.168120,-5.104160,Penryn,GB,P,geonames_api
2640460,52.725560,-2.115600,Penkridge,GB,P,geonames_api
2640526,55.651900,-3.188800,Peebles,GB,P,geonames_api
2640611,53.297980,-3.084280,Parkgate,GB,P,geonames_api
2640620,52.195460,1.374240,Parham,GB,P,geonames_api
2640677,55.831730,-4.432540,Paisley,GB,P,geonames_api
2640678,51.785680,-2.195550,Painswick,GB,P,geonames_api
2640681,50.435650,-3.567890,Paignton,GB,P,geonames_api
2640723,55.458070,-2.477370,Oxnam,GB,P,geonames_api
2640729,51.752220,-1.255960,Oxford,GB,P,geonames_api
2640765,51.243890,-1.261540,Overton,GB,P,geonames_api
2640801,57.750000,-7.000000,Outer Hebrides,GB,T,geonames_api
2640895,58.938090,-3.131080,Orphir,GB,P,geonames_api
2640908,53.566850,-2.881780,Ormskirk,GB,P,geonames_api
2640923,59.000000,-3.000000,Orkney Islands,GB,A,geonames_api
2640938,58.133330,-3.600000,Ord of Caithness,GB,T,geonames_api
2640967,54.600000,-7.300000,Omagh,GB,P,geonames_api
2640968,54.583330,-7.250000,Omagh,GB,A,geonames_api
2641170,52.953600,-1.150470,Nottingham,GB,P,geonames_api
2641181,52.627830,1.298340,Norwich,GB,P,geonames_api
2641224,53.258820,-2.520250,Northwich,GB,P,geonames_api
2641364,54.500000,-6.500000,Northern Ireland,GB,A,geonames_api
2641544,55.773340,-4.333390,Newton Mearns,GB,P,geonames_api
2641546,53.450000,-2.600000,Newton-le-Willows,GB,P,geonames_api
2641557,50.528580,-3.611860,Newton Abbot,GB,P,geonames_api
2641661,51.475340,-0.038370,New Cross,GB,P,geonames_api
2641673,54.973280,-1.613960,Newcastle upon Tyne,GB,P,geonames_api
2641843,51.663170,-3.804430,Neath,GB,P,geonames_api
2641907,57.500000,-3.833330,Nairnshire,GB,A,geonames_api
2641910,57.580940,-3.879730,Nairn,GB,P,geonames_api
2641942,55.941700,-3.049910,Musselburgh,GB,P,geonames_api
2642006,56.500000,-3.066670,Muirhead,GB,P,geonames_api
2642101,54.233330,-6.466670,Mount Norris,GB,P,geonames_api
2642136,51.029290,-2.216270,Motcombe,GB,P,geonames_api
2642170,51.366670,-1.050000,Mortimer Lodge,GB,S,geonames_api
2642182,55.168820,-1.688930,Morpeth,GB,P,geonames_api
2642414,51.403220,-0.168310,Mitcham,GB,P,geonames_api
2642429,55.474580,-2.689230,Minto,GB,P,geonames_api
2642624,55.066670,-3.233330,Middlebie,GB,P,geonames_api
2642682,58.637200,-3.229860,Mey,GB,P,geonames_api
2642689,52.523320,0.554020,Methwold,GB,P,geonames_api
2642768,58.785630,-3.264000,Melsetter,GB,P,geonames_api
2642822,55.483330,-3.200000,Megget Water,GB,H,geonames_api
2643040,50.805130,-4.522410,Marhamchurch,GB,P,geonames_api
2643044,51.381320,1.386170,Margate,GB,P,geonames_api
2643096,53.164950,-1.193840,Mansfield Woodhouse,GB,P,geonames_api
2643097,53.133330,-1.200000,Mansfield,GB,P,geonames_api
2643123,53.480950,-2.237430,Manchester,GB,P,geonames_api
2643179,51.266670,0.516670,Maidstone,GB,P,geonames_api
2643251,52.589650,-3.853080,Machynlleth,GB,P,geonames_api
2643284,56.583330,-4.333330,Glen Lyon,GB,T,geonames_api
2643304,50.872590,-1.576620,Lyndhurst,GB,P,geonames_api
2643312,50.759160,-1.538280,Lymington,GB,P,geonames_api
2643337,52.456340,-1.202180,Lutterworth,GB,P,geonames_api
2643553,53.366640,-0.004380,Louth,GB,P,geonames_api
2643714,52.302600,-1.081130,Long Buckby,GB,P,geonames_api
2643736,54.998100,-7.309340,Londonderry,GB,P,geonames_api
2643743,51.508530,-0.125740,London,GB,P,geonames_api
2643750,56.083330,-4.600000,Loch Lomond,GB,H,geonames_api
2643760,56.647520,-3.682160,Logierait,GB,P,geonames_api
2643791,55.123020,-3.356350,Lockerbie,GB,P,geonames_api
2643842,57.398330,-5.498950,Lochcarron,GB,P,geonames_api
2643859,56.950000,-5.050000,Lochaber,GB,L,geonames_api
2643862,55.879450,-3.158740,Loanhead,GB,P,geonames_api
2643937,51.540280,-3.373890,Llantrisant,GB,P,geonames_api
2644216,51.672040,-1.549010,Littleworth,GB,P,geonames_api
2644240,54.567380,-2.674140,Little Strickland,GB,P,geonames_api
2644411,54.523370,-6.035270,Lisburn,GB,P,geonames_api
2644431,55.516670,-2.366670,Linton,GB,P,geonames_api
2644473,53.416670,-0.333330,Parts of Lindsey,GB,A,geonames_api
2644487,53.226830,-0.537920,Lincoln,GB,P,geonames_api
2644502,55.000000,-7.000000,Limavady,GB,A,geonames_api
2644559,50.873980,0.008800,Lewes,GB,P,geonames_api
2644688,53.796480,-1.547850,Leeds,GB,P,geonames_api
2644737,52.285200,-1.520000,Royal Leamington Spa,GB,P,geonames_api
2644809,56.833380,-2.465400,Laurencekirk,GB,P,geonames_api
2644832,55.883440,-3.114980,Lasswade,GB,P,geonames_api
2644853,55.733330,-3.966670,Larkhall,GB,P,geonames_api
2645090,57.283870,-5.711170,Kyle of Lochalsh,GB,P,geonames_api
2645163,54.009100,-1.468510,Knaresborough,GB,P,geonames_api
2645236,55.316670,-4.766670,Kirkoswald,GB,P,geonames_api
2645291,55.385610,-3.998360,Kirkconnel,GB,P,geonames_api
2645298,56.116830,-3.159990,Kirkcaldy,GB,P,geonames_api
2645346,56.126730,-4.170830,Kippen,GB,P,geonames_api
2645425,53.744600,-0.335250,Hull,GB,P,geonames_api
2645525,56.069450,-3.719640,Kincardine,GB,P,geonames_api
2645541,55.653330,-4.706660,Kilwinning,GB,P,geonames_api
2645551,52.333750,-1.175050,Kilsby,GB,P,geonames_api
2645572,55.992250,-4.932380,Kilmun,GB,P,geonames_api
2645593,56.014100,-5.571620,Kilmichael of Inverlussa,GB,P,geonames_api
2645603,56.133540,-5.486140,Kilmartin,GB,P,geonames_api
2645605,55.611710,-4.495810,Kilmarnock,GB,P,geonames_api
2645614,54.350000,-6.783330,Killylea,GB,P,geonames_api
2645645,56.042390,-4.368400,Killearn,GB,P,geonames_api
2645689,56.356810,-5.176300,Kilchrenan,GB,P,geonames_api
2645712,55.750820,-4.687910,Kilbirnie,GB,P,geonames_api
2645801,51.500940,-0.191750,Kensington,GB,P,geonames_api
2645818,56.566670,-3.983330,Kenmore,GB,P,geonames_api
2645826,54.326810,-2.747570,Kendal,GB,P,geonames_api
2645849,55.598140,-2.433820,Kelso,GB,P,geonames_api
2645880,57.536330,-2.948110,Keith,GB,P,geonames_api
2645947,55.947710,-3.090330,Joppa,GB,P,geonames_api
2645951,55.829060,-4.516050,Johnstone,GB,P,geonames_api
2646004,51.475180,-0.342460,Isleworth,GB,P,geonames_api
2646010,58.333330,-6.583330,Isle of Lewis,GB,T,geonames_api
2646057,52.059170,1.155450,Ipswich,GB,P,geonames_api
2646088,57.479080,-4.223980,Inverness,GB,P,geonames_api
2646140,56.230520,-5.074740,Inveraray,GB,P,geonames_api
2646157,57.342730,-2.613210,Insch,GB,P,geonames_api
2646255,53.283330,-2.833330,Ince,GB,P,geonames_api
2646384,57.447410,-2.786080,Huntly,GB,P,geonames_api
2646458,53.649040,-1.784160,Huddersfield,GB,P,geonames_api
2646503,53.012890,-0.959410,Hoveringham,GB,P,geonames_api
2646504,50.830880,-0.167200,Hove,GB,P,geonames_api
2646557,51.063140,-0.327570,Horsham,GB,P,geonames_api
2646580,51.587520,-0.122040,Hornsey,GB,P,geonames_api
2646658,50.799600,-3.188990,Honiton,GB,P,geonames_api
2646914,51.629070,-0.749340,High Wycombe,GB,P,geonames_api
2646943,57.120000,-4.710000,Scottish Highlands,GB,L,geonames_api
2647074,52.056840,-2.714820,Hereford,GB,P,geonames_api
2647101,51.533330,-0.900000,Henley on Thames,GB,P,geonames_api
2647149,54.245770,-1.056830,Helmsley,GB,P,geonames_api
2647212,53.416540,-2.169890,Heaton Norris,GB,P,geonames_api
2647262,51.377860,0.016820,Hayes,GB,P,geonames_api
2647297,55.422730,-2.786660,Hawick,GB,P,geonames_api
2647356,50.855680,0.580090,Hastings,GB,P,geonames_api
2647516,51.518090,-0.335170,Hanwell,GB,P,geonames_api
2647525,53.024920,-2.173950,Hanley,GB,P,geonames_api
2647630,58.512270,-3.491550,Halkirk,GB,P,geonames_api
2647632,53.716670,-1.850000,Halifax,GB,P,geonames_api
2647686,55.956120,-2.783320,Haddington,GB,P,geonames_api
2647948,55.948380,-4.761210,Greenock,GB,P,geonames_api
2647973,57.050000,-4.950000,Greenfield,GB,P,geonames_api
2647984,52.608310,1.730520,Great Yarmouth,GB,P,geonames_api
2648201,54.458360,-3.025190,Grasmere,GB,P,geonames_api
2648272,50.795090,-1.129020,Gosport,GB,P,geonames_api
2648404,51.865680,-2.243100,Gloucester,GB,P,geonames_api
2648506,56.033330,-5.216670,Glendaruel,GB,T,geonames_api
2648579,55.865150,-4.257630,Glasgow,GB,P,geonames_api
2648608,56.608580,-3.003320,Glamis,GB,P,geonames_api
2648773,54.962090,-1.601680,Gateshead,GB,P,geonames_api
2648829,53.900810,-2.774170,Garstang,GB,P,geonames_api
2648909,55.600930,-4.381720,Galston,GB,P,geonames_api
2648945,53.383330,-0.766670,Gainsborough,GB,P,geonames_api
2649024,51.228340,-2.322110,Frome,GB,P,geonames_api
2649089,57.687440,-2.018440,Fraserburgh,GB,P,geonames_api
2649192,57.609970,-3.621150,Forres,GB,P,geonames_api
2649207,56.643820,-2.890010,Forfar,GB,P,geonames_api
2649258,51.081690,1.167340,Folkestone,GB,P,geonames_api
2649463,54.210000,-0.289170,Filey,GB,P,geonames_api
2649468,56.333330,-3.000000,Fifeshire,GB,A,geonames_api
2649532,54.333330,-7.500000,County Fermanagh,GB,L,geonames_api
2649584,52.908770,1.279910,Felbrigg,GB,P,geonames_api
2649770,51.197100,1.266200,Eythorne,GB,P,geonames_api
2649800,50.617230,-3.402330,Exmouth,GB,P,geonames_api
2649808,50.723600,-3.527510,Exeter,GB,P,geonames_api
2649993,51.442510,-1.101640,Englefield,GB,P,geonames_api
2650122,57.649470,-3.318430,Elgin,GB,P,geonames_api
2650225,55.952060,-3.196480,Edinburgh,GB,P,geonames_api
2650328,50.855556,0.552500,"St Leonards (East Sussex), England",,,lincs_inline
2650497,50.768710,0.284530,Eastbourne,GB,P,geonames_api
2650607,57.296470,-3.769260,Duthil,GB,P,geonames_api
2650628,54.776760,-1.575660,Durham,GB,P,geonames_api
2650629,54.776800,-1.575750,Durham,GB,A,geonames_api
2650673,55.777040,-2.345750,Duns,GB,P,geonames_api
2650710,55.711980,-4.536220,Dunlop,GB,P,geonames_api
2650730,54.500000,-6.833330,Dungannon,GB,A,geonames_api
2650732,56.071560,-3.458870,Dunfermline,GB,P,geonames_api
2650752,56.469130,-2.974890,Dundee,GB,P,geonames_api
2650795,55.166670,-3.500000,Dumfriesshire,GB,A,geonames_api
2650797,55.083330,-3.833330,Dumfries and Galloway,GB,A,geonames_api
2650798,55.069590,-3.611390,Dumfries,GB,P,geonames_api
2650812,56.618800,-3.945230,Dull,GB,P,geonames_api
2650892,57.302350,-6.306790,Drynoch,GB,P,geonames_api
2651037,54.333330,-5.750000,County Down,GB,A,geonames_api
2651073,55.550000,-3.850000,Douglas,GB,P,geonames_api
2651079,50.750000,-2.333330,Dorset,GB,A,geonames_api
2651123,53.522850,-1.131160,Doncaster,GB,P,geonames_api
2651194,56.416670,-4.433330,Glen Dochart,GB,T,geonames_api
2651222,56.045650,-2.781410,Dirleton,GB,P,geonames_api
2651286,53.690760,-1.629070,Dewsbury,GB,P,geonames_api
2651287,50.783020,-2.320950,Dewlish,GB,P,geonames_api
2651289,50.378070,-4.175340,Devonport,GB,P,geonames_api
2651292,50.482000,-3.524000,St Marychurch,,,lincs_inline
2651323,56.588540,-6.186460,Dervaig,GB,P,geonames_api
2651366,56.023500,-3.908120,Denny,GB,P,geonames_api
2651468,51.223160,1.402800,Deal,GB,P,geonames_api
2651474,50.581180,-3.466440,Dawlish,GB,P,geonames_api
2651498,50.352200,-3.579400,Dartmouth,GB,P,geonames_api
2651513,54.524290,-1.550390,Darlington,GB,P,geonames_api
2651559,55.397570,-4.591690,Dalrymple,GB,P,geonames_api
2651575,55.324190,-4.402000,Dalmellington,GB,P,geonames_api
2651708,54.984730,-3.347000,Cummertrees,GB,P,geonames_api
2651817,51.383330,-0.100000,Croydon,GB,P,geonames_api
2651819,57.516670,-4.033330,Croy,GB,P,geonames_api
2651983,56.372680,-3.838910,Crieff,GB,P,geonames_api
2652034,50.783330,-3.650000,Crediton,GB,P,geonames_api
2652113,56.285220,-3.003560,Craigrothie,GB,P,geonames_api
2652355,50.416670,-4.750000,Cornwall,GB,A,geonames_api
2652591,51.795350,-2.613540,Coleford,GB,P,geonames_api
2652601,55.651110,-2.252950,Coldstream,GB,P,geonames_api
2652618,51.889210,0.904210,Colchester,GB,P,geonames_api
