:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
ON002001,ON025005,CENSUS_1851,56.72,P122_borders_with
ON002001,ON002005,CENSUS_1851,14542.51,P122_borders_with
ON002001,ON002003,CENSUS_1851,8554.9,P122_borders_with
ON002001,ON002008,CENSUS_1851,7970.17,P122_borders_with
ON002001,ON002006,CENSUS_1851,24436.66,P122_borders_with
ON002001,ON002002,CENSUS_1851,11473.46,P122_borders_with
ON002001,ON002004,CENSUS_1851,21401.49,P122_borders_with
ON002001,ON041004,CENSUS_1851,13501.88,P122_borders_with
ON002003,ON025004,CENSUS_1851,14851.13,P122_borders_with
ON002003,ON027007,CENSUS_1851,8306.7,P122_borders_with
ON002003,ON025005,CENSUS_1851,195.37,P122_borders_with
ON002003,ON002005,CENSUS_1851,8894.14,P122_borders_with
ON002003,ON027004,CENSUS_1851,11506.81,P122_borders_with
ON002003,ON027008,CENSUS_1851,14725.71,P122_borders_with
ON002003,ON002004,CENSUS_1851,2301.55,P122_borders_with
ON002005,ON025005,CENSUS_1851,10858.59,P122_borders_with
ON020005,ON020011,CENSUS_1851,24243.9,P122_borders_with
ON020005,ON020012,CENSUS_1851,3347.97,P122_borders_with
ON020005,ON020008,CENSUS_1851,9935.94,P122_borders_with
ON003001,ON003006,CENSUS_1851,17067.56,P122_borders_with
ON003001,ON011013,CENSUS_1851,4433.99,P122_borders_with
ON003001,ON003011,CENSUS_1851,16713.15,P122_borders_with
ON003001,ON011004,CENSUS_1851,10559.45,P122_borders_with
ON003001,ON011015,CENSUS_1851,17652.98,P122_borders_with
ON003003,ON003009,CENSUS_1851,19536.09,P122_borders_with
ON003003,ON003007,CENSUS_1851,14590.94,P122_borders_with
ON003003,ON003011,CENSUS_1851,20057.55,P122_borders_with
ON003009,ON003010,CENSUS_1851,7837.91,P122_borders_with
ON003011,ON011015,CENSUS_1851,4691.32,P122_borders_with
ON003002,ON003004,CENSUS_1851,16513.84,P122_borders_with
ON003002,ON011010,CENSUS_1851,26.06,P122_borders_with
ON003002,ON003007,CENSUS_1851,18801.46,P122_borders_with
ON003002,ON011002,CENSUS_1851,19047.97,P122_borders_with
ON003002,ON003006,CENSUS_1851,16404.97,P122_borders_with
ON003004,ON016006,CENSUS_1851,16181.25,P122_borders_with
ON003004,ON003005,CENSUS_1851,15930.98,P122_borders_with
ON003004,ON011010,CENSUS_1851,15824.03,P122_borders_with
ON003004,ON039010,CENSUS_1851,221.57,P122_borders_with
ON003005,ON016008,CENSUS_1851,15349.02,P122_borders_with
ON003005,ON016006,CENSUS_1851,100.14,P122_borders_with
ON003005,ON003010,CENSUS_1851,16305.88,P122_borders_with
ON003005,ON003007,CENSUS_1851,15564.32,P122_borders_with
ON003006,ON003007,CENSUS_1851,6882.0,P122_borders_with
ON003006,ON011013,CENSUS_1851,14465.76,P122_borders_with
ON003006,ON003011,CENSUS_1851,7796.06,P122_borders_with
ON003007,ON003010,CENSUS_1851,9462.47,P122_borders_with
ON003007,ON003009,CENSUS_1851,7251.23,P122_borders_with
ON003007,ON003011,CENSUS_1851,2095.89,P122_borders_with
ON003008,ON016009,CENSUS_1851,17541.63,P122_borders_with
ON003008,ON003010,CENSUS_1851,14198.96,P122_borders_with
ON003008,ON003009,CENSUS_1851,16816.68,P122_borders_with
ON003010,ON016008,CENSUS_1851,2536.63,P122_borders_with
ON003010,ON016010,CENSUS_1851,12591.41,P122_borders_with
ON003010,ON016009,CENSUS_1851,4130.8,P122_borders_with
ON004001,ON019012,CENSUS_1851,345.23,P122_borders_with
ON004001,ON019011,CENSUS_1851,16658.5,P122_borders_with
ON004001,ON033007,CENSUS_1851,4179.36,P122_borders_with
ON004001,ON004005,CENSUS_1851,16007.2,P122_borders_with
ON004001,ON004011,CENSUS_1851,18016.6,P122_borders_with
ON004001,QC067016,CENSUS_1851,40.51,P122_borders_with
ON004003,ON019002,CENSUS_1851,16568.04,P122_borders_with
ON004003,ON004007,CENSUS_1851,15364.51,P122_borders_with
ON004003,ON004004,CENSUS_1851,1425.16,P122_borders_with
ON004003,ON004010,CENSUS_1851,5257.22,P122_borders_with
ON004003,ON004005,CENSUS_1851,16536.58,P122_borders_with
ON004003,ON004008,CENSUS_1851,16063.66,P122_borders_with
ON004003,ON004006,CENSUS_1851,4133.18,P122_borders_with
ON004005,ON019012,CENSUS_1851,16594.65,P122_borders_with
ON004005,ON004006,CENSUS_1851,16439.06,P122_borders_with
ON004006,ON004008,CENSUS_1851,8175.7,P122_borders_with
ON004006,ON004011,CENSUS_1851,10323.34,P122_borders_with
ON004007,ON012005,CENSUS_1851,948.99,P122_borders_with
ON004007,ON019010,CENSUS_1851,16356.59,P122_borders_with
ON004007,ON012004,CENSUS_1851,17563.73,P122_borders_with
ON004007,ON019002,CENSUS_1851,1287.43,P122_borders_with
ON004008,ON046002,CENSUS_1851,2351.3,P122_borders_with
ON004008,ON046003,CENSUS_1851,1958.35,P122_borders_with
ON004008,ON046001,CENSUS_1851,1150.13,P122_borders_with
ON039006,ON039007,CENSUS_1851,9624.54,P122_borders_with
ON039006,ON039008,CENSUS_1851,9479.43,P122_borders_with
ON039006,ON039010,CENSUS_1851,20136.27,P122_borders_with
ON039006,ON039011,CENSUS_1851,14159.59,P122_borders_with
ON039010,ON039011,CENSUS_1851,19609.29,P122_borders_with
ON035016,ON039006,CENSUS_1851,4240.16,P122_borders_with
ON035016,ON039011,CENSUS_1851,19764.72,P122_borders_with
ON035015,ON035016,CENSUS_1851,15223.32,P122_borders_with
ON005001,ON012002,CENSUS_1851,20193.94,P122_borders_with
ON005001,ON005003,CENSUS_1851,17922.74,P122_borders_with
ON005001,ON005002,CENSUS_1851,14975.1,P122_borders_with
ON005002,ON012002,CENSUS_1851,23.5,P122_borders_with
ON005002,ON012003,CENSUS_1851,16948.0,P122_borders_with
ON005002,ON005004,CENSUS_1851,16982.53,P122_borders_with
ON005003,ON036002,CENSUS_1851,17828.16,P122_borders_with
ON005003,ON005004,CENSUS_1851,15307.9,P122_borders_with
ON005004,ON036003,CENSUS_1851,17011.84,P122_borders_with
ON005004,ON034004,CENSUS_1851,8655.45,P122_borders_with
ON006001,ON026001,CENSUS_1851,871.74,P122_borders_with
ON006001,ON006004,CENSUS_1851,14561.51,P122_borders_with
ON006001,ON026004,CENSUS_1851,13637.33,P122_borders_with
ON006001,ON026008,CENSUS_1851,26056.18,P122_borders_with
ON006001,ON006006,CENSUS_1851,17992.75,P122_borders_with
ON006001,ON026005,CENSUS_1851,3007.1,P122_borders_with
ON006001,ON037001,CENSUS_1851,14359.75,P122_borders_with
ON006001,ON037002,CENSUS_1851,6082.62,P122_borders_with
ON006002,ON006003,CENSUS_1851,1818.19,P122_borders_with
ON006002,ON006005,CENSUS_1851,13942.24,P122_borders_with
ON006002,ON006006,CENSUS_1851,18349.34,P122_borders_with
ON006002,ON024008,CENSUS_1851,10147.96,P122_borders_with
ON006002,ON030005,CENSUS_1851,10260.41,P122_borders_with
ON006002,ON037003,CENSUS_1851,13673.42,P122_borders_with
ON006003,ON006004,CENSUS_1851,19415.41,P122_borders_with
ON006003,ON006005,CENSUS_1851,20379.84,P122_borders_with
ON006003,ON006006,CENSUS_1851,15150.69,P122_borders_with
ON006004,ON026001,CENSUS_1851,20630.52,P122_borders_with
ON006004,ON006006,CENSUS_1851,2657.32,P122_borders_with
ON006005,ON006007,CENSUS_1851,8169.23,P122_borders_with
ON006005,ON024007,CENSUS_1851,20336.07,P122_borders_with
ON006006,ON037002,CENSUS_1851,15216.97,P122_borders_with
ON006006,ON037003,CENSUS_1851,2251.57,P122_borders_with
ON007002,ON025001,CENSUS_1851,19269.63,P122_borders_with
ON007002,ON007005,CENSUS_1851,20380.82,P122_borders_with
ON007002,ON025002,CENSUS_1851,7648.83,P122_borders_with
ON007002,ON027006,CENSUS_1851,8132.32,P122_borders_with
ON007005,ON007007,CENSUS_1851,17849.31,P122_borders_with
ON007005,ON027006,CENSUS_1851,2774.07,P122_borders_with
ON007007,ON007008,CENSUS_1851,10091.56,P122_borders_with
ON007007,ON023011,CENSUS_1851,10946.08,P122_borders_with
ON007001,ON017005,CENSUS_1851,20928.71,P122_borders_with
