:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
ON182003,ON182005,CENSUS_1881,9447.37,P122_borders_with
ON182003,ON182012,CENSUS_1881,3786.91,P122_borders_with
ON182003,ON182004,CENSUS_1881,10284.63,P122_borders_with
ON182010,ON182011,CENSUS_1881,10708.96,P122_borders_with
ON182007,ON182009,CENSUS_1881,14455.09,P122_borders_with
ON182007,ON182008,CENSUS_1881,22487.79,P122_borders_with
ON182006,ON182007,CENSUS_1881,23278.42,P122_borders_with
ON182999,QC098999,CENSUS_1881,73278.05,P122_borders_with
ON182009,ON182010,CENSUS_1881,8169.17,P122_borders_with
ON182001,ON182002,CENSUS_1881,16503.67,P122_borders_with
ON182001,ON182013,CENSUS_1881,10147.14,P122_borders_with
ON182001,ON182999,CENSUS_1881,15689.0,P122_borders_with
ON182004,ON182005,CENSUS_1881,12606.98,P122_borders_with
ON182004,ON182006,CENSUS_1881,10762.09,P122_borders_with
ON182004,ON182007,CENSUS_1881,441.99,P122_borders_with
ON182005,ON182006,CENSUS_1881,9382.89,P122_borders_with
ON182016,ON182999,CENSUS_1881,27943.67,P122_borders_with
ON182015,ON182999,CENSUS_1881,50030.59,P122_borders_with
ON182026,ON182999,CENSUS_1881,30285.25,P122_borders_with
ON182022,ON182023,CENSUS_1881,9386.62,P122_borders_with
ON182022,ON182999,CENSUS_1881,15085.91,P122_borders_with
ON160001,ON160002,CENSUS_1881,13279.25,P122_borders_with
ON160001,ON160004,CENSUS_1881,1459.96,P122_borders_with
ON160001,ON160003,CENSUS_1881,14396.51,P122_borders_with
ON159002,ON165004,CENSUS_1881,8306.7,P122_borders_with
ON159002,ON159003,CENSUS_1881,8894.14,P122_borders_with
ON159002,ON165006,CENSUS_1881,11506.81,P122_borders_with
ON159002,ON159004,CENSUS_1881,10856.45,P122_borders_with
ON159002,ON166007,CENSUS_1881,14725.71,P122_borders_with
ON160003,ON160004,CENSUS_1881,7408.74,P122_borders_with
ON160003,ON166007,CENSUS_1881,10393.68,P122_borders_with
ON160003,ON161002,CENSUS_1881,19941.1,P122_borders_with
ON159005,ON160002,CENSUS_1881,21098.77,P122_borders_with
ON159003,ON159004,CENSUS_1881,14542.51,P122_borders_with
ON159004,ON159005,CENSUS_1881,7970.17,P122_borders_with
ON159004,ON160002,CENSUS_1881,11157.4,P122_borders_with
ON159004,ON160001,CENSUS_1881,26573.53,P122_borders_with
ON159004,ON160004,CENSUS_1881,2752.1,P122_borders_with
ON159004,ON160003,CENSUS_1881,4181.34,P122_borders_with
ON159001,ON159004,CENSUS_1881,6065.93,P122_borders_with
ON159001,ON160001,CENSUS_1881,11508.64,P122_borders_with
ON109006,ON110008,CENSUS_1881,11126.92,P122_borders_with
ON109006,ON110010,CENSUS_1881,13116.98,P122_borders_with
ON109005,ON109006,CENSUS_1881,1116.2,P122_borders_with
ON177006,ON177999,CENSUS_1881,11437.23,P122_borders_with
ON177006,ON177007,CENSUS_1881,15831.87,P122_borders_with
ON177005,ON177009,CENSUS_1881,5999.91,P122_borders_with
ON177005,ON177006,CENSUS_1881,12496.39,P122_borders_with
ON177002,ON177013,CENSUS_1881,17067.56,P122_borders_with
ON177002,ON177003,CENSUS_1881,13690.88,P122_borders_with
ON177002,ON177011,CENSUS_1881,5999.92,P122_borders_with
ON177002,ON177004,CENSUS_1881,3022.27,P122_borders_with
ON177002,ON177005,CENSUS_1881,17652.98,P122_borders_with
ON177001,ON177003,CENSUS_1881,20057.55,P122_borders_with
ON176005,ON176006,CENSUS_1881,5999.91,P122_borders_with
ON176005,ON176007,CENSUS_1881,7251.23,P122_borders_with
ON176005,ON176011,CENSUS_1881,5999.92,P122_borders_with
ON176005,ON177001,CENSUS_1881,19536.09,P122_borders_with
ON177003,ON177013,CENSUS_1881,7796.06,P122_borders_with
ON177003,ON177008,CENSUS_1881,5999.91,P122_borders_with
ON177003,ON177004,CENSUS_1881,7387.94,P122_borders_with
ON177004,ON177005,CENSUS_1881,4691.32,P122_borders_with
ON176008,ON176009,CENSUS_1881,5999.94,P122_borders_with
ON176008,ON177013,CENSUS_1881,16404.97,P122_borders_with
ON176004,ON176008,CENSUS_1881,16513.84,P122_borders_with
ON176003,ON176010,CENSUS_1881,5999.94,P122_borders_with
ON176003,ON176004,CENSUS_1881,15930.98,P122_borders_with
ON176003,ON176007,CENSUS_1881,15564.32,P122_borders_with
ON176007,ON176008,CENSUS_1881,18801.46,P122_borders_with
ON176007,ON177001,CENSUS_1881,14590.94,P122_borders_with
ON176007,ON177013,CENSUS_1881,6882.0,P122_borders_with
ON176007,ON177003,CENSUS_1881,2095.89,P122_borders_with
ON176001,ON176002,CENSUS_1881,14198.96,P122_borders_with
ON176001,ON176005,CENSUS_1881,16816.68,P122_borders_with
ON176002,ON176012,CENSUS_1881,5005.08,P122_borders_with
ON176002,ON176003,CENSUS_1881,16305.88,P122_borders_with
ON176002,ON176005,CENSUS_1881,7837.91,P122_borders_with
ON176002,ON176007,CENSUS_1881,9462.47,P122_borders_with
ON177010,ON177013,CENSUS_1881,5999.91,P122_borders_with
ON177012,ON177013,CENSUS_1881,5999.91,P122_borders_with
ON108009,ON112003,CENSUS_1881,16658.5,P122_borders_with
ON108009,ON112001,CENSUS_1881,345.23,P122_borders_with
