:START_ID,:END_ID,during_period,:TYPE
ON046045,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046046,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046048,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046049,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046050,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046051,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046027,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046052,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046003,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046055,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046008,CD_ON_Nipissing,CENSUS_1891,P89_falls_within
ON046057,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046011,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046058,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046059,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046060,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046062,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046024,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046014,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046056,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046006,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046013,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046017,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046022,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046016,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON046018,CD_ON_Algoma,CENSUS_1891,P89_falls_within
ON048003,"CD_ON_Brant,_North—Nord",CENSUS_1891,P89_falls_within
ON106001,"CD_ON_Oxford,_South—Sud",CENSUS_1891,P89_falls_within
ON048004,"CD_ON_Brant,_North—Nord",CENSUS_1891,P89_falls_within
ON049003,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
ON049005,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
ON049004,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
ON106006,"CD_ON_Oxford,_South—Sud",CENSUS_1891,P89_falls_within
ON049001,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
ON049002,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
ON050006,CD_ON_Brockville,CENSUS_1891,P89_falls_within
ON086009,"CD_ON_Leeds,_South—Sud",CENSUS_1891,P89_falls_within
ON086010,"CD_ON_Leeds,_South—Sud",CENSUS_1891,P89_falls_within
ON050002,CD_ON_Brockville,CENSUS_1891,P89_falls_within
ON086001,"CD_ON_Leeds,_South—Sud",CENSUS_1891,P89_falls_within
ON052001,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON052002,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON052003,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON053001,"CD_ON_Bruce,_West—Ouest",CENSUS_1891,P89_falls_within
ON052005,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON053003,"CD_ON_Bruce,_West—Ouest",CENSUS_1891,P89_falls_within
ON052007,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON052010,"CD_ON_Bruce,_North—Nord",CENSUS_1891,P89_falls_within
ON053007,"CD_ON_Bruce,_West—Ouest",CENSUS_1891,P89_falls_within
ON053004,"CD_ON_Bruce,_West—Ouest",CENSUS_1891,P89_falls_within
