:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
ON046045,ON046062,CENSUS_1891,9447.37,P122_borders_with
ON046045,ON046063,CENSUS_1891,3786.91,P122_borders_with
ON046045,ON046060,CENSUS_1891,10284.63,P122_borders_with
ON046045,ON046061,CENSUS_1891,9986.25,P122_borders_with
ON046048,ON046051,CENSUS_1891,11983.84,P122_borders_with
ON046048,ON046050,CENSUS_1891,6146.8,P122_borders_with
ON046048,ON046060,CENSUS_1891,441.99,P122_borders_with
ON046049,ON046058,CENSUS_1891,8169.17,P122_borders_with
ON046049,ON046059,CENSUS_1891,5550.48,P122_borders_with
ON046050,ON046051,CENSUS_1891,11294.58,P122_borders_with
ON046050,ON046058,CENSUS_1891,14455.09,P122_borders_with
ON046051,ON046062,CENSUS_1891,9382.89,P122_borders_with
ON046051,ON046060,CENSUS_1891,10762.09,P122_borders_with
ON046027,ON096012,CENSUS_1891,9916.17,P122_borders_with
ON046027,ON096010,CENSUS_1891,29484.46,P122_borders_with
ON046027,ON046064,CENSUS_1891,51063.73,P122_borders_with
ON046003,ON046024,CENSUS_1891,7385.9,P122_borders_with
ON046003,ON046011,CENSUS_1891,5942.51,P122_borders_with
ON046003,ON046064,CENSUS_1891,25428.84,P122_borders_with
ON046055,ON046058,CENSUS_1891,5823.89,P122_borders_with
ON046055,ON046056,CENSUS_1891,5999.91,P122_borders_with
ON046008,ON046021,CENSUS_1891,68304.66,P122_borders_with
ON046008,ON046027,CENSUS_1891,35800.22,P122_borders_with
ON046008,ON046064,CENSUS_1891,72675.19,P122_borders_with
ON046057,ON046061,CENSUS_1891,4068.44,P122_borders_with
ON046011,ON046024,CENSUS_1891,10176.71,P122_borders_with
ON046011,ON046064,CENSUS_1891,14133.5,P122_borders_with
ON046060,ON046062,CENSUS_1891,12606.98,P122_borders_with
ON046024,ON046064,CENSUS_1891,10381.06,P122_borders_with
ON046014,ON046064,CENSUS_1891,57751.28,P122_borders_with
ON046006,ON046017,CENSUS_1891,27368.77,P122_borders_with
ON046006,ON046064,CENSUS_1891,36103.39,P122_borders_with
ON046013,ON046064,CENSUS_1891,30285.25,P122_borders_with
ON046017,ON046020,CENSUS_1891,14793.14,P122_borders_with
ON046017,ON046019,CENSUS_1891,10821.92,P122_borders_with
ON046017,ON046064,CENSUS_1891,6079.41,P122_borders_with
ON046022,ON046023,CENSUS_1891,6003.0,P122_borders_with
ON046016,ON046064,CENSUS_1891,10598.95,P122_borders_with
ON046018,ON046020,CENSUS_1891,4421.4,P122_borders_with
