presence_id:ID,csd_tcpuid,census_year:int,area_sqm:float,:LABEL
AB001001_1911,AB001001,1911,7862003524.43,E93_Presence
AB001002_1911,AB001002,1911,282877360.07,E93_Presence
AB001003_1911,AB001003,1911,411176890.59,E93_Presence
AB001004_1911,AB001004,1911,2598034.36,E93_Presence
AB001005_1911,AB001005,1911,5414193164.83,E93_Presence
AB001006_1911,AB001006,1911,91100054.23,E93_Presence
AB001007_1911,AB001007,1911,2598009.99,E93_Presence
AB001008_1911,AB001008,1911,2598034.3,E93_Presence
AB001009_1911,AB001009,1911,2598020.1,E93_Presence
AB001010_1911,AB001010,1911,2598051.78,E93_Presence
AB001011_1911,AB001011,1911,2598032.21,E93_Presence
AB001012_1911,AB001012,1911,2598034.32,E93_Presence
AB001013_1911,AB001013,1911,2598034.28,E93_Presence
AB001014_1911,AB001014,1911,2598034.87,E93_Presence
AB001015_1911,AB001015,1911,2598020.02,E93_Presence
AB001016_1911,AB001016,1911,2598009.56,E93_Presence
AB001017_1911,AB001017,1911,2598059.18,E93_Presence
AB001018_1911,AB001018,1911,2598035.57,E93_Presence
AB001999_1911,AB001999,1911,459350265.56,E93_Presence
AB002001_1911,AB002001,1911,19064465491.1,E93_Presence
AB002002_1911,AB002002,1911,20784363.53,E93_Presence
AB002003_1911,AB002003,1911,64951133.36,E93_Presence
AB002004_1911,AB002004,1911,500269311.26,E93_Presence
AB002005_1911,AB002005,1911,10734567196.75,E93_Presence
AB002006_1911,AB002006,1911,38793674.27,E93_Presence
AB002007_1911,AB002007,1911,2598049.79,E93_Presence
AB002008_1911,AB002008,1911,2598049.84,E93_Presence
AB002009_1911,AB002009,1911,2598038.52,E93_Presence
AB002010_1911,AB002010,1911,2598077.87,E93_Presence
AB002011_1911,AB002011,1911,2598035.69,E93_Presence
AB002012_1911,AB002012,1911,2598073.8,E93_Presence
AB002013_1911,AB002013,1911,2598062.92,E93_Presence
AB002014_1911,AB002014,1911,2598048.34,E93_Presence
AB002015_1911,AB002015,1911,2598034.3,E93_Presence
AB002016_1911,AB002016,1911,2598024.4,E93_Presence
AB002017_1911,AB002017,1911,2598048.66,E93_Presence
AB002018_1911,AB002018,1911,2598063.23,E93_Presence
AB002999_1911,AB002999,1911,276714750413.61,E93_Presence
AB003001_1911,AB003001,1911,16786412555.47,E93_Presence
AB003002_1911,AB003002,1911,1430381108.98,E93_Presence
AB003003_1911,AB003003,1911,457169559.86,E93_Presence
AB003004_1911,AB003004,1911,2598059.02,E93_Presence
AB003005_1911,AB003005,1911,2598049.46,E93_Presence
AB003006_1911,AB003006,1911,2598034.32,E93_Presence
AB003007_1911,AB003007,1911,2598034.37,E93_Presence
AB003008_1911,AB003008,1911,2598034.77,E93_Presence
AB003009_1911,AB003009,1911,2598049.42,E93_Presence
AB003010_1911,AB003010,1911,2598020.51,E93_Presence
AB003011_1911,AB003011,1911,2598034.32,E93_Presence
AB003012_1911,AB003012,1911,2598034.37,E93_Presence
AB003013_1911,AB003013,1911,2598034.32,E93_Presence
AB003014_1911,AB003014,1911,2598035.44,E93_Presence
AB003015_1911,AB003015,1911,2598034.45,E93_Presence
AB003016_1911,AB003016,1911,2598035.58,E93_Presence
AB003017_1911,AB003017,1911,2598034.47,E93_Presence
AB003018_1911,AB003018,1911,2598021.29,E93_Presence
AB003019_1911,AB003019,1911,2598049.01,E93_Presence
AB003020_1911,AB003020,1911,2598034.75,E93_Presence
AB003021_1911,AB003021,1911,2598059.1,E93_Presence
AB003022_1911,AB003022,1911,2598030.63,E93_Presence
AB003023_1911,AB003023,1911,2598045.6,E93_Presence
AB003999_1911,AB003999,1911,5740900761.95,E93_Presence
AB004001_1911,AB004001,1911,55996190836.28,E93_Presence
AB004002_1911,AB004002,1911,1122629216.49,E93_Presence
AB004003_1911,AB004003,1911,2598007.07,E93_Presence
AB004004_1911,AB004004,1911,17120100.94,E93_Presence
AB004005_1911,AB004005,1911,2598034.8,E93_Presence
AB004006_1911,AB004006,1911,2598010.37,E93_Presence
AB004007_1911,AB004007,1911,2598020.56,E93_Presence
AB004008_1911,AB004008,1911,2597995.37,E93_Presence
AB004009_1911,AB004009,1911,2598034.41,E93_Presence
AB004010_1911,AB004010,1911,2598006.64,E93_Presence
AB004011_1911,AB004011,1911,2597981.13,E93_Presence
AB004012_1911,AB004012,1911,2598020.82,E93_Presence
AB004013_1911,AB004013,1911,2598038.4,E93_Presence
AB004014_1911,AB004014,1911,2598032.95,E93_Presence
AB004015_1911,AB004015,1911,2598020.51,E93_Presence
AB004016_1911,AB004016,1911,2597996.55,E93_Presence
AB004017_1911,AB004017,1911,2598009.57,E93_Presence
AB004018_1911,AB004018,1911,2598035.0,E93_Presence
AB004019_1911,AB004019,1911,2598034.87,E93_Presence
AB004020_1911,AB004020,1911,2598021.19,E93_Presence
AB004021_1911,AB004021,1911,2598021.24,E93_Presence
AB004022_1911,AB004022,1911,2598020.0,E93_Presence
AB004023_1911,AB004023,1911,2598021.29,E93_Presence
AB004999_1911,AB004999,1911,8691586323.25,E93_Presence
AB005001_1911,AB005001,1911,37995198609.88,E93_Presence
AB005002_1911,AB005002,1911,16134872894.11,E93_Presence
AB005003_1911,AB005003,1911,28865101.72,E93_Presence
AB005004_1911,AB005004,1911,2598035.49,E93_Presence
AB005005_1911,AB005005,1911,2598034.76,E93_Presence
AB005006_1911,AB005006,1911,2598034.81,E93_Presence
AB005007_1911,AB005007,1911,2598035.47,E93_Presence
AB005008_1911,AB005008,1911,2598020.04,E93_Presence
AB005009_1911,AB005009,1911,2598035.09,E93_Presence
AB005010_1911,AB005010,1911,2598034.8,E93_Presence
AB005011_1911,AB005011,1911,2598035.07,E93_Presence
AB005012_1911,AB005012,1911,2598020.48,E93_Presence
AB005013_1911,AB005013,1911,2598010.38,E93_Presence
AB005014_1911,AB005014,1911,2598035.08,E93_Presence
AB005015_1911,AB005015,1911,2598049.3,E93_Presence
AB005016_1911,AB005016,1911,2598035.0,E93_Presence
AB005017_1911,AB005017,1911,2598035.15,E93_Presence
AB005018_1911,AB005018,1911,2598035.5,E93_Presence
AB005019_1911,AB005019,1911,2598034.31,E93_Presence
AB005020_1911,AB005020,1911,2598049.36,E93_Presence
AB005021_1911,AB005021,1911,2598034.33,E93_Presence
AB006001_1911,AB006001,1911,23874522094.12,E93_Presence
AB006002_1911,AB006002,1911,103380906.31,E93_Presence
AB006004_1911,AB006004,1911,19228823.59,E93_Presence
AB006005_1911,AB006005,1911,10525597.8,E93_Presence
AB006006_1911,AB006006,1911,40987487.65,E93_Presence
AB006007_1911,AB006007,1911,2598059.06,E93_Presence
AB006008_1911,AB006008,1911,2598035.09,E93_Presence
AB006009_1911,AB006009,1911,2598020.81,E93_Presence
AB006010_1911,AB006010,1911,2598020.05,E93_Presence
AB006011_1911,AB006011,1911,2598010.37,E93_Presence
AB006012_1911,AB006012,1911,2598034.85,E93_Presence
AB006013_1911,AB006013,1911,2598034.81,E93_Presence
AB006014_1911,AB006014,1911,2598035.11,E93_Presence
AB006015_1911,AB006015,1911,2598044.92,E93_Presence
AB006016_1911,AB006016,1911,2598024.01,E93_Presence
AB006017_1911,AB006017,1911,2598035.17,E93_Presence
AB006018_1911,AB006018,1911,2598035.19,E93_Presence
AB006019_1911,AB006019,1911,2598034.99,E93_Presence
AB006020_1911,AB006020,1911,2598034.78,E93_Presence
AB006021_1911,AB006021,1911,2598048.99,E93_Presence
AB006022_1911,AB006022,1911,2598034.4,E93_Presence
AB006999_1911,AB006999,1911,2449224387.22,E93_Presence
AB007001_1911,AB007001,1911,23423641921.43,E93_Presence
AB007002_1911,AB007002,1911,122626310970.01,E93_Presence
AB007003_1911,AB007003,1911,978972059.74,E93_Presence
AB007004_1911,AB007004,1911,2598034.85,E93_Presence
AB007005_1911,AB007005,1911,7625686.33,E93_Presence
AB007006_1911,AB007006,1911,2597995.3,E93_Presence
AB007007_1911,AB007007,1911,2598031.25,E93_Presence
AB007008_1911,AB007008,1911,2598034.88,E93_Presence
AB007009_1911,AB007009,1911,2598034.28,E93_Presence
AB007010_1911,AB007010,1911,2598035.49,E93_Presence
AB007011_1911,AB007011,1911,2598034.82,E93_Presence
AB007012_1911,AB007012,1911,2598020.55,E93_Presence
AB007013_1911,AB007013,1911,2598035.13,E93_Presence
AB007014_1911,AB007014,1911,2598035.68,E93_Presence
BC008001_1911,BC008001,1911,15604016291.84,E93_Presence
BC008002_1911,BC008002,1911,121479094610.42,E93_Presence
BC008003_1911,BC008003,1911,27132650892.18,E93_Presence
BC008004_1911,BC008004,1911,7632548487.59,E93_Presence
BC008005_1911,BC008005,1911,212050572414.45,E93_Presence
BC008006_1911,BC008006,1911,2598048.72,E93_Presence
BC008007_1911,BC008007,1911,2598041.79,E93_Presence
BC009001_1911,BC009001,1911,20375025326.51,E93_Presence
BC009002_1911,BC009002,1911,11450361731.04,E93_Presence
BC009003_1911,BC009003,1911,8319058862.31,E93_Presence
BC009004_1911,BC009004,1911,7341235488.79,E93_Presence
BC009005_1911,BC009005,1911,11541729753.78,E93_Presence
BC009006_1911,BC009006,1911,4951281698.96,E93_Presence
BC009007_1911,BC009007,1911,10161537332.4,E93_Presence
BC009008_1911,BC009008,1911,2598041.34,E93_Presence
BC009009_1911,BC009009,1911,2598040.03,E93_Presence
BC009010_1911,BC009010,1911,2598024.76,E93_Presence
BC009011_1911,BC009011,1911,2598043.11,E93_Presence
BC009012_1911,BC009012,1911,2598070.3,E93_Presence
BC009013_1911,BC009013,1911,2598039.54,E93_Presence
BC009014_1911,BC009014,1911,2598049.03,E93_Presence
BC009015_1911,BC009015,1911,2598056.21,E93_Presence
BC010001_1911,BC010001,1911,2241889636.09,E93_Presence
BC010002_1911,BC010002,1911,2377367773.98,E93_Presence
BC010003_1911,BC010003,1911,1498115500.19,E93_Presence
BC010004_1911,BC010004,1911,257991183.54,E93_Presence
BC010005_1911,BC010005,1911,476667298.8,E93_Presence
BC010006_1911,BC010006,1911,2598051.89,E93_Presence
BC010007_1911,BC010007,1911,49360312.61,E93_Presence
BC010008_1911,BC010008,1911,2598065.84,E93_Presence
BC011001_1911,BC011001,1911,899008059.3,E93_Presence
BC011002_1911,BC011002,1911,857745584.45,E93_Presence
BC011003_1911,BC011003,1911,8961453110.58,E93_Presence
BC011004_1911,BC011004,1911,225192648.63,E93_Presence
