:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
ON065002,ON087005,CENSUS_1861,56.72,P122_borders_with
ON065002,ON065005,CENSUS_1861,14542.51,P122_borders_with
ON065002,ON065003,CENSUS_1861,8554.9,P122_borders_with
ON065002,ON065008,CENSUS_1861,7970.17,P122_borders_with
ON065002,ON065006,CENSUS_1861,24436.66,P122_borders_with
ON065002,ON065004,CENSUS_1861,21401.49,P122_borders_with
ON065002,ON104001,CENSUS_1861,13501.88,P122_borders_with
ON065003,ON087007,CENSUS_1861,14851.13,P122_borders_with
ON065003,ON087005,CENSUS_1861,195.37,P122_borders_with
ON065003,ON090007,CENSUS_1861,8306.7,P122_borders_with
ON065003,ON065005,CENSUS_1861,8894.14,P122_borders_with
ON065003,ON090010,CENSUS_1861,11506.81,P122_borders_with
ON065003,ON090002,CENSUS_1861,14725.71,P122_borders_with
ON065003,ON065004,CENSUS_1861,2301.55,P122_borders_with
ON065004,ON065007,CENSUS_1861,5996.35,P122_borders_with
ON065004,ON090002,CENSUS_1861,10393.68,P122_borders_with
ON065004,ON104001,CENSUS_1861,912.65,P122_borders_with
ON065004,ON101002,CENSUS_1861,19941.1,P122_borders_with
ON065004,ON104004,CENSUS_1861,10462.91,P122_borders_with
ON065008,ON087005,CENSUS_1861,5406.93,P122_borders_with
ON065008,ON076010,CENSUS_1861,9776.98,P122_borders_with
ON065008,ON076007,CENSUS_1861,14745.66,P122_borders_with
ON065005,ON087005,CENSUS_1861,10858.59,P122_borders_with
ON065001,ON065002,CENSUS_1861,11473.46,P122_borders_with
ON083007,ON083012,CENSUS_1861,24243.9,P122_borders_with
ON083007,ON083009,CENSUS_1861,9935.94,P122_borders_with
ON066001,ON066002,CENSUS_1861,12496.39,P122_borders_with
ON066001,ON066999,CENSUS_1861,11157.63,P122_borders_with
ON066002,ON066003,CENSUS_1861,17652.98,P122_borders_with
ON066002,ON066015,CENSUS_1861,4691.32,P122_borders_with
ON066002,ON075009,CENSUS_1861,24575.59,P122_borders_with
ON066003,ON066008,CENSUS_1861,17067.56,P122_borders_with
ON066003,ON066014,CENSUS_1861,13690.88,P122_borders_with
ON066003,ON075015,CENSUS_1861,4433.99,P122_borders_with
ON066003,ON066015,CENSUS_1861,3022.27,P122_borders_with
ON066003,ON075004,CENSUS_1861,10559.45,P122_borders_with
ON066005,ON066011,CENSUS_1861,19536.09,P122_borders_with
ON066005,ON066009,CENSUS_1861,14590.94,P122_borders_with
ON066005,ON066014,CENSUS_1861,20057.55,P122_borders_with
ON066011,ON066013,CENSUS_1861,7837.91,P122_borders_with
ON066011,ON066012,CENSUS_1861,5999.91,P122_borders_with
ON066014,ON066015,CENSUS_1861,7387.94,P122_borders_with
ON066004,ON066006,CENSUS_1861,16513.84,P122_borders_with
ON066004,ON075011,CENSUS_1861,26.06,P122_borders_with
ON066004,ON066009,CENSUS_1861,18801.46,P122_borders_with
ON066004,ON075002,CENSUS_1861,19047.97,P122_borders_with
ON066004,ON066008,CENSUS_1861,16404.97,P122_borders_with
ON066006,ON079009,CENSUS_1861,16181.25,P122_borders_with
ON066006,ON066007,CENSUS_1861,15930.98,P122_borders_with
ON066006,ON103012,CENSUS_1861,221.57,P122_borders_with
ON066006,ON075011,CENSUS_1861,15824.03,P122_borders_with
ON066007,ON079017,CENSUS_1861,15349.02,P122_borders_with
ON066007,ON079009,CENSUS_1861,100.14,P122_borders_with
ON066007,ON066013,CENSUS_1861,16305.88,P122_borders_with
ON066007,ON066009,CENSUS_1861,15564.32,P122_borders_with
ON066008,ON066009,CENSUS_1861,6882.0,P122_borders_with
ON066008,ON066014,CENSUS_1861,7796.06,P122_borders_with
ON066008,ON075015,CENSUS_1861,14465.76,P122_borders_with
ON066009,ON066013,CENSUS_1861,9462.47,P122_borders_with
ON066009,ON066011,CENSUS_1861,7251.23,P122_borders_with
ON066009,ON066014,CENSUS_1861,2095.89,P122_borders_with
ON066010,ON079001,CENSUS_1861,17541.63,P122_borders_with
ON066010,ON066013,CENSUS_1861,14198.96,P122_borders_with
ON066010,ON066011,CENSUS_1861,16816.68,P122_borders_with
ON066013,ON079019,CENSUS_1861,12591.41,P122_borders_with
ON066013,ON079001,CENSUS_1861,4130.8,P122_borders_with
ON066013,ON079017,CENSUS_1861,2536.63,P122_borders_with
ON067001,ON082013,CENSUS_1861,345.23,P122_borders_with
ON067001,ON082011,CENSUS_1861,16658.5,P122_borders_with
ON067001,ON067005,CENSUS_1861,16007.2,P122_borders_with
ON067001,ON067011,CENSUS_1861,18016.6,P122_borders_with
ON067001,ON096011,CENSUS_1861,4179.36,P122_borders_with
ON067001,QC040011,CENSUS_1861,40.51,P122_borders_with
ON067003,ON082002,CENSUS_1861,16568.04,P122_borders_with
ON067003,ON067006,CENSUS_1861,15364.51,P122_borders_with
ON067003,ON067004,CENSUS_1861,1425.16,P122_borders_with
ON067003,ON067010,CENSUS_1861,5257.22,P122_borders_with
ON067003,ON067005,CENSUS_1861,16536.58,P122_borders_with
ON067003,ON067008,CENSUS_1861,16063.66,P122_borders_with
ON067003,ON067007,CENSUS_1861,4133.18,P122_borders_with
ON067004,ON074006,CENSUS_1861,392.41,P122_borders_with
ON067004,ON067006,CENSUS_1861,16804.57,P122_borders_with
ON067004,ON074003,CENSUS_1861,7242.64,P122_borders_with
ON067004,ON067009,CENSUS_1861,16738.16,P122_borders_with
ON067004,ON067008,CENSUS_1861,12173.36,P122_borders_with
ON067005,ON082013,CENSUS_1861,16594.65,P122_borders_with
ON067005,ON067007,CENSUS_1861,16439.06,P122_borders_with
ON067007,ON067008,CENSUS_1861,8175.7,P122_borders_with
ON067007,ON067011,CENSUS_1861,10323.34,P122_borders_with
ON067006,ON074008,CENSUS_1861,948.99,P122_borders_with
ON067006,ON082010,CENSUS_1861,16356.59,P122_borders_with
ON067006,ON074006,CENSUS_1861,17563.73,P122_borders_with
ON067006,ON082002,CENSUS_1861,1287.43,P122_borders_with
ON067008,ON111006,CENSUS_1861,5985.57,P122_borders_with
ON067008,ON111005,CENSUS_1861,4293.74,P122_borders_with
ON067008,ON111004,CENSUS_1861,801.31,P122_borders_with
ON067008,ON111003,CENSUS_1861,1150.13,P122_borders_with
ON103001,ON103007,CENSUS_1861,14159.59,P122_borders_with
ON103001,ON103010,CENSUS_1861,19609.29,P122_borders_with
ON103007,ON103014,CENSUS_1861,9479.43,P122_borders_with
ON103007,ON103013,CENSUS_1861,13258.08,P122_borders_with
ON103007,ON103010,CENSUS_1861,20136.27,P122_borders_with
ON075010,ON103010,CENSUS_1861,3318.11,P122_borders_with
ON075010,ON103001,CENSUS_1861,14085.0,P122_borders_with
ON075010,ON075014,CENSUS_1861,19951.75,P122_borders_with
ON075010,ON098012,CENSUS_1861,19991.29,P122_borders_with
ON075010,ON075012,CENSUS_1861,16771.08,P122_borders_with
ON075010,ON098013,CENSUS_1861,1401.38,P122_borders_with
ON098010,ON103007,CENSUS_1861,4240.16,P122_borders_with
ON098010,ON103001,CENSUS_1861,19764.72,P122_borders_with
ON098010,ON098012,CENSUS_1861,15223.32,P122_borders_with
ON098012,ON098019,CENSUS_1861,19732.35,P122_borders_with
ON098012,ON098013,CENSUS_1861,15184.82,P122_borders_with
ON068002,ON074002,CENSUS_1861,20193.94,P122_borders_with
ON068002,ON068005,CENSUS_1861,17922.74,P122_borders_with
ON068002,ON068004,CENSUS_1861,14975.1,P122_borders_with
ON068004,ON074002,CENSUS_1861,23.5,P122_borders_with
ON068004,ON068006,CENSUS_1861,16982.53,P122_borders_with
ON068004,ON074003,CENSUS_1861,16948.0,P122_borders_with
ON068005,ON099004,CENSUS_1861,17828.16,P122_borders_with
ON068005,ON068006,CENSUS_1861,15307.9,P122_borders_with
ON068006,ON099003,CENSUS_1861,17011.84,P122_borders_with
ON068006,ON097004,CENSUS_1861,8655.45,P122_borders_with
ON068001,ON068002,CENSUS_1861,6001.41,P122_borders_with
ON068003,ON068005,CENSUS_1861,5998.81,P122_borders_with
ON069003,ON089011,CENSUS_1861,871.74,P122_borders_with
ON069003,ON069005,CENSUS_1861,14561.51,P122_borders_with
ON069003,ON089006,CENSUS_1861,13637.33,P122_borders_with
ON069003,ON089008,CENSUS_1861,26056.18,P122_borders_with
ON069003,ON069007,CENSUS_1861,17992.75,P122_borders_with
ON069003,ON089001,CENSUS_1861,3007.1,P122_borders_with
ON069003,ON100014,CENSUS_1861,14359.75,P122_borders_with
ON069003,ON100015,CENSUS_1861,6082.62,P122_borders_with
ON069002,ON069004,CENSUS_1861,1818.19,P122_borders_with
ON069002,ON069006,CENSUS_1861,13942.24,P122_borders_with
ON069002,ON069007,CENSUS_1861,18349.34,P122_borders_with
ON069002,ON088009,CENSUS_1861,10147.96,P122_borders_with
ON069002,ON093010,CENSUS_1861,10260.41,P122_borders_with
ON069002,ON100007,CENSUS_1861,13673.42,P122_borders_with
ON069004,ON069008,CENSUS_1861,9127.77,P122_borders_with
ON069004,ON069006,CENSUS_1861,20379.84,P122_borders_with
ON069004,ON069005,CENSUS_1861,19415.41,P122_borders_with
ON069004,ON069007,CENSUS_1861,15150.69,P122_borders_with
ON069005,ON089011,CENSUS_1861,20630.52,P122_borders_with
ON069005,ON069007,CENSUS_1861,2657.32,P122_borders_with
ON069006,ON069009,CENSUS_1861,8169.23,P122_borders_with
ON069006,ON088008,CENSUS_1861,20336.07,P122_borders_with
ON069007,ON100007,CENSUS_1861,2251.57,P122_borders_with
ON069007,ON100015,CENSUS_1861,15216.97,P122_borders_with
ON069001,ON069005,CENSUS_1861,16235.21,P122_borders_with
ON070002,ON070008,CENSUS_1861,5999.91,P122_borders_with
ON070002,ON087002,CENSUS_1861,19269.63,P122_borders_with
ON070002,ON070005,CENSUS_1861,20380.82,P122_borders_with
ON070002,ON087003,CENSUS_1861,7648.83,P122_borders_with
ON070002,ON090003,CENSUS_1861,8132.32,P122_borders_with
ON070003,ON070009,CENSUS_1861,11189.01,P122_borders_with
ON070003,ON070005,CENSUS_1861,13213.32,P122_borders_with
ON070003,ON086014,CENSUS_1861,762.54,P122_borders_with
ON070003,ON090003,CENSUS_1861,8667.88,P122_borders_with
ON070003,ON086004,CENSUS_1861,16230.18,P122_borders_with
ON070005,ON070009,CENSUS_1861,17849.31,P122_borders_with
ON070005,ON090003,CENSUS_1861,2774.07,P122_borders_with
ON070009,ON086014,CENSUS_1861,10946.08,P122_borders_with
ON070001,ON080007,CENSUS_1861,20928.71,P122_borders_with
ON070001,ON070004,CENSUS_1861,20051.21,P122_borders_with
ON070001,ON086009,CENSUS_1861,31258.59,P122_borders_with
ON070004,ON086009,CENSUS_1861,5032.18,P122_borders_with
ON070004,ON086005,CENSUS_1861,27048.93,P122_borders_with
ON070004,ON070006,CENSUS_1861,17293.66,P122_borders_with
ON070006,ON086002,CENSUS_1861,15345.16,P122_borders_with
ON070006,ON070009,CENSUS_1861,21458.54,P122_borders_with
ON070006,ON086003,CENSUS_1861,11062.21,P122_borders_with
ON070006,ON086014,CENSUS_1861,8103.62,P122_borders_with
ON070007,ON070009,CENSUS_1861,10091.56,P122_borders_with
ON071005,ON071008,CENSUS_1861,16971.4,P122_borders_with
ON071005,ON071011,CENSUS_1861,19345.68,P122_borders_with
ON071011,ON071012,CENSUS_1861,15910.12,P122_borders_with
ON071008,ON071009,CENSUS_1861,13478.21,P122_borders_with
ON071008,ON071013,CENSUS_1861,4369.74,P122_borders_with
ON071009,ON071010,CENSUS_1861,9436.64,P122_borders_with
ON071009,ON071013,CENSUS_1861,4128.92,P122_borders_with
ON071002,ON071006,CENSUS_1861,9673.09,P122_borders_with
ON071002,ON071003,CENSUS_1861,8782.11,P122_borders_with
ON071002,ON071009,CENSUS_1861,8720.21,P122_borders_with
ON071002,ON071008,CENSUS_1861,2830.56,P122_borders_with
ON071003,ON071006,CENSUS_1861,12223.42,P122_borders_with
ON071003,ON071004,CENSUS_1861,20740.66,P122_borders_with
ON071003,ON071005,CENSUS_1861,5496.47,P122_borders_with
ON071003,ON071008,CENSUS_1861,7677.72,P122_borders_with
ON071004,ON071007,CENSUS_1861,15617.06,P122_borders_with
ON071004,ON071005,CENSUS_1861,7908.03,P122_borders_with
ON071004,ON071011,CENSUS_1861,7229.1,P122_borders_with
ON071007,ON080009,CENSUS_1861,11482.02,P122_borders_with
ON071007,ON071011,CENSUS_1861,2962.41,P122_borders_with
ON071007,ON071012,CENSUS_1861,12222.99,P122_borders_with
ON071012,ON080009,CENSUS_1861,4959.59,P122_borders_with
ON071012,ON080010,CENSUS_1861,15280.15,P122_borders_with
ON071012,ON080004,CENSUS_1861,1354.05,P122_borders_with
ON071001,ON071006,CENSUS_1861,4826.55,P122_borders_with
ON071001,ON071002,CENSUS_1861,2399.42,P122_borders_with
ON072001,ON084008,CENSUS_1861,2416.65,P122_borders_with
ON072001,ON072004,CENSUS_1861,16701.55,P122_borders_with
ON072001,ON084003,CENSUS_1861,18020.81,P122_borders_with
ON072001,ON072008,CENSUS_1861,10354.17,P122_borders_with
ON072001,ON072010,CENSUS_1861,18862.75,P122_borders_with
ON072001,ON084005,CENSUS_1861,13414.3,P122_borders_with
ON072001,ON072007,CENSUS_1861,14953.01,P122_borders_with
ON072002,ON072006,CENSUS_1861,15543.29,P122_borders_with
ON072002,ON072014,CENSUS_1861,9487.19,P122_borders_with
ON072002,ON072003,CENSUS_1861,19912.64,P122_borders_with
ON072002,ON083005,CENSUS_1861,8510.55,P122_borders_with
ON072002,ON083004,CENSUS_1861,17229.84,P122_borders_with
ON072002,ON072009,CENSUS_1861,10885.05,P122_borders_with
ON072002,ON072008,CENSUS_1861,651.96,P122_borders_with
ON072002,ON082015,CENSUS_1861,3475.85,P122_borders_with
ON072003,ON072012,CENSUS_1861,16684.29,P122_borders_with
ON072003,ON084004,CENSUS_1861,81.52,P122_borders_with
ON072003,ON084011,CENSUS_1861,14602.86,P122_borders_with
ON072003,ON072004,CENSUS_1861,6975.83,P122_borders_with
ON072003,ON072008,CENSUS_1861,14334.09,P122_borders_with
ON072004,ON084011,CENSUS_1861,9203.76,P122_borders_with
ON072004,ON084008,CENSUS_1861,19937.93,P122_borders_with
ON072004,ON072008,CENSUS_1861,20110.96,P122_borders_with
ON072005,ON084006,CENSUS_1861,15989.33,P122_borders_with
ON072005,ON072013,CENSUS_1861,3047.35,P122_borders_with
ON072005,ON109004,CENSUS_1861,2518.18,P122_borders_with
ON072005,ON109008,CENSUS_1861,6001.23,P122_borders_with
ON072005,ON109002,CENSUS_1861,2280.72,P122_borders_with
ON072005,ON109001,CENSUS_1861,266.57,P122_borders_with
ON072005,ON072011,CENSUS_1861,7892.04,P122_borders_with
