space_id:ID,latitude:float,longitude:float,crs,:LABEL
NL001999_1921_centroid,55.090584,-59.154862,EPSG:4326,E94_Space_Primitive
NB022001_1921_centroid,45.634105,-65.008148,EPSG:4326,E94_Space_Primitive
NB022002_1921_centroid,46.005995,-64.878494,EPSG:4326,E94_Space_Primitive
NB022003_1921_centroid,45.80625,-65.033278,EPSG:4326,E94_Space_Primitive
NB022004_1921_centroid,45.705786,-64.811589,EPSG:4326,E94_Space_Primitive
NB022005_1921_centroid,45.905158,-64.766007,EPSG:4326,E94_Space_Primitive
NB022006_1921_centroid,45.80271,-64.686599,EPSG:4326,E94_Space_Primitive
NB023001_1921_centroid,46.507014,-67.281126,EPSG:4326,E94_Space_Primitive
NB023002_1921_centroid,46.33083,-67.359889,EPSG:4326,E94_Space_Primitive
NB023003_1921_centroid,46.620351,-67.299346,EPSG:4326,E94_Space_Primitive
NB023004_1921_centroid,46.131733,-67.471435,EPSG:4326,E94_Space_Primitive
NB023005_1921_centroid,46.406679,-67.531214,EPSG:4326,E94_Space_Primitive
NB023006_1921_centroid,46.077577,-67.72473,EPSG:4326,E94_Space_Primitive
NB023007_1921_centroid,46.366215,-67.606063,EPSG:4326,E94_Space_Primitive
NB023008_1921_centroid,46.240485,-67.626094,EPSG:4326,E94_Space_Primitive
NB023009_1921_centroid,46.501449,-67.706773,EPSG:4326,E94_Space_Primitive
NB023010_1921_centroid,46.34701,-67.709882,EPSG:4326,E94_Space_Primitive
NB023011_1921_centroid,46.065954,-67.597958,EPSG:4326,E94_Space_Primitive
NB023012_1921_centroid,46.104124,-67.607958,EPSG:4326,E94_Space_Primitive
NB023013_1921_centroid,46.29818,-67.501775,EPSG:4326,E94_Space_Primitive
NB023014_1921_centroid,46.145011,-67.587506,EPSG:4326,E94_Space_Primitive
NB024001_1921_centroid,44.888121,-66.935818,EPSG:4326,E94_Space_Primitive
NB024002_1921_centroid,45.406521,-66.621699,EPSG:4326,E94_Space_Primitive
NB024003_1921_centroid,45.179209,-67.212545,EPSG:4326,E94_Space_Primitive
NB024004_1921_centroid,45.411974,-67.049462,EPSG:4326,E94_Space_Primitive
NB024005_1921_centroid,44.696433,-66.806129,EPSG:4326,E94_Space_Primitive
NB024006_1921_centroid,45.214896,-66.524236,EPSG:4326,E94_Space_Primitive
NB024007_1921_centroid,45.187264,-66.688936,EPSG:4326,E94_Space_Primitive
NB024008_1921_centroid,45.120436,-67.064763,EPSG:4326,E94_Space_Primitive
NB024009_1921_centroid,45.205669,-67.111705,EPSG:4326,E94_Space_Primitive
NB024010_1921_centroid,45.290066,-67.19786,EPSG:4326,E94_Space_Primitive
NB024011_1921_centroid,45.288382,-66.849815,EPSG:4326,E94_Space_Primitive
NB024012_1921_centroid,45.382863,-67.342753,EPSG:4326,E94_Space_Primitive
NB024013_1921_centroid,45.237613,-66.992984,EPSG:4326,E94_Space_Primitive
NB024014_1921_centroid,45.207385,-67.322552,EPSG:4326,E94_Space_Primitive
NB024015_1921_centroid,44.982346,-66.97514,EPSG:4326,E94_Space_Primitive
NB024016_1921_centroid,45.177378,-67.310314,EPSG:4326,E94_Space_Primitive
NB024017_1921_centroid,45.086547,-67.062534,EPSG:4326,E94_Space_Primitive
NB024018_1921_centroid,45.134165,-66.821595,EPSG:4326,E94_Space_Primitive
NB024019_1921_centroid,45.208125,-67.271547,EPSG:4326,E94_Space_Primitive
NB025001_1921_centroid,47.469217,-65.71249,EPSG:4326,E94_Space_Primitive
NB025002_1921_centroid,47.735457,-65.86554,EPSG:4326,E94_Space_Primitive
NB025003_1921_centroid,47.747648,-64.885647,EPSG:4326,E94_Space_Primitive
NB025004_1921_centroid,47.645565,-64.906808,EPSG:4326,E94_Space_Primitive
NB025005_1921_centroid,47.697329,-65.2667,EPSG:4326,E94_Space_Primitive
NB025006_1921_centroid,47.627482,-65.17328,EPSG:4326,E94_Space_Primitive
NB025007_1921_centroid,47.556248,-65.064115,EPSG:4326,E94_Space_Primitive
NB025008_1921_centroid,47.45183,-65.13821,EPSG:4326,E94_Space_Primitive
NB025009_1921_centroid,47.864822,-64.584583,EPSG:4326,E94_Space_Primitive
NB025010_1921_centroid,47.532864,-65.664182,EPSG:4326,E94_Space_Primitive
NB025011_1921_centroid,47.616333,-65.683539,EPSG:4326,E94_Space_Primitive
NB026001_1921_centroid,46.715173,-65.315836,EPSG:4326,E94_Space_Primitive
NB026002_1921_centroid,46.879849,-65.007058,EPSG:4326,E94_Space_Primitive
NB026003_1921_centroid,46.32117,-64.675726,EPSG:4326,E94_Space_Primitive
NB026004_1921_centroid,46.376534,-65.448256,EPSG:4326,E94_Space_Primitive
NB026005_1921_centroid,46.625066,-64.843708,EPSG:4326,E94_Space_Primitive
NB026006_1921_centroid,46.665661,-65.035749,EPSG:4326,E94_Space_Primitive
NB026007_1921_centroid,46.70509,-65.104098,EPSG:4326,E94_Space_Primitive
NB026008_1921_centroid,46.394089,-64.858791,EPSG:4326,E94_Space_Primitive
NB026009_1921_centroid,46.331003,-65.008572,EPSG:4326,E94_Space_Primitive
NB026010_1921_centroid,46.522259,-65.11118,EPSG:4326,E94_Space_Primitive
NB026011_1921_centroid,46.475053,-64.735929,EPSG:4326,E94_Space_Primitive
NB026012_1921_centroid,46.585346,-64.977612,EPSG:4326,E94_Space_Primitive
NB026013_1921_centroid,46.683493,-64.88058,EPSG:4326,E94_Space_Primitive
NB026999_1921_centroid,46.554961,-65.501991,EPSG:4326,E94_Space_Primitive
NB027001_1921_centroid,45.784761,-65.303687,EPSG:4326,E94_Space_Primitive
NB027002_1921_centroid,45.51337,-66.128661,EPSG:4326,E94_Space_Primitive
NB027003_1921_centroid,45.568695,-65.394796,EPSG:4326,E94_Space_Primitive
NB027004_1921_centroid,45.493806,-65.834107,EPSG:4326,E94_Space_Primitive
NB027005_1921_centroid,45.952184,-65.388468,EPSG:4326,E94_Space_Primitive
NB027006_1921_centroid,45.618722,-65.968982,EPSG:4326,E94_Space_Primitive
NB027007_1921_centroid,45.475947,-66.019206,EPSG:4326,E94_Space_Primitive
NB027008_1921_centroid,45.597278,-65.745124,EPSG:4326,E94_Space_Primitive
NB027009_1921_centroid,45.416801,-65.914314,EPSG:4326,E94_Space_Primitive
NB027010_1921_centroid,45.698194,-65.800548,EPSG:4326,E94_Space_Primitive
NB027011_1921_centroid,45.813308,-65.574743,EPSG:4326,E94_Space_Primitive
NB027012_1921_centroid,45.655704,-65.525039,EPSG:4326,E94_Space_Primitive
NB027013_1921_centroid,45.508235,-65.661973,EPSG:4326,E94_Space_Primitive
NB027014_1921_centroid,45.663312,-65.293593,EPSG:4326,E94_Space_Primitive
NB027015_1921_centroid,45.340936,-66.291367,EPSG:4326,E94_Space_Primitive
NB027016_1921_centroid,45.72495,-65.507061,EPSG:4326,E94_Space_Primitive
NB027017_1921_centroid,45.518799,-65.832828,EPSG:4326,E94_Space_Primitive
NB027018_1921_centroid,45.392104,-65.984839,EPSG:4326,E94_Space_Primitive
NB028001_1921_centroid,47.284333,-68.636293,EPSG:4326,E94_Space_Primitive
NB028002_1921_centroid,47.323932,-68.143366,EPSG:4326,E94_Space_Primitive
NB028003_1921_centroid,47.353595,-68.655301,EPSG:4326,E94_Space_Primitive
NB028004_1921_centroid,47.564427,-68.210768,EPSG:4326,E94_Space_Primitive
NB028005_1921_centroid,47.133868,-67.745236,EPSG:4326,E94_Space_Primitive
NB028006_1921_centroid,47.388994,-67.862419,EPSG:4326,E94_Space_Primitive
NB028007_1921_centroid,47.487042,-68.042871,EPSG:4326,E94_Space_Primitive
NB028008_1921_centroid,47.271776,-68.855615,EPSG:4326,E94_Space_Primitive
NB028009_1921_centroid,47.341999,-68.50284,EPSG:4326,E94_Space_Primitive
NB028010_1921_centroid,47.559749,-68.34291,EPSG:4326,E94_Space_Primitive
NB028011_1921_centroid,47.249309,-67.79697,EPSG:4326,E94_Space_Primitive
NB028012_1921_centroid,47.367817,-68.302591,EPSG:4326,E94_Space_Primitive
NB028013_1921_centroid,47.380997,-68.320231,EPSG:4326,E94_Space_Primitive
NB028014_1921_centroid,47.17147,-67.920019,EPSG:4326,E94_Space_Primitive
NB029001_1921_centroid,47.276085,-65.200965,EPSG:4326,E94_Space_Primitive
NB029002_1921_centroid,46.673415,-65.800397,EPSG:4326,E94_Space_Primitive
NB029003_1921_centroid,46.600025,-66.041765,EPSG:4326,E94_Space_Primitive
NB029004_1921_centroid,47.020925,-65.444528,EPSG:4326,E94_Space_Primitive
NB029005_1921_centroid,46.880554,-65.697038,EPSG:4326,E94_Space_Primitive
NB029006_1921_centroid,46.946279,-65.281795,EPSG:4326,E94_Space_Primitive
NB029007_1921_centroid,47.02678,-65.020612,EPSG:4326,E94_Space_Primitive
NB029008_1921_centroid,46.599201,-66.36181,EPSG:4326,E94_Space_Primitive
NB029009_1921_centroid,46.846582,-65.590428,EPSG:4326,E94_Space_Primitive
NB029010_1921_centroid,47.156474,-65.553239,EPSG:4326,E94_Space_Primitive
NB029011_1921_centroid,47.257877,-66.261477,EPSG:4326,E94_Space_Primitive
NB029012_1921_centroid,46.763216,-65.461099,EPSG:4326,E94_Space_Primitive
NB029013_1921_centroid,46.989891,-66.432977,EPSG:4326,E94_Space_Primitive
NB029014_1921_centroid,47.121205,-65.548441,EPSG:4326,E94_Space_Primitive
NB029015_1921_centroid,47.019905,-65.444021,EPSG:4326,E94_Space_Primitive
NB029016_1921_centroid,46.99655,-65.576227,EPSG:4326,E94_Space_Primitive
NB030001_1921_centroid,46.082356,-65.548288,EPSG:4326,E94_Space_Primitive
NB030002_1921_centroid,45.818062,-66.044495,EPSG:4326,E94_Space_Primitive
NB030003_1921_centroid,45.972721,-66.091761,EPSG:4326,E94_Space_Primitive
NB030004_1921_centroid,46.213026,-65.818432,EPSG:4326,E94_Space_Primitive
NB030005_1921_centroid,45.744657,-66.250191,EPSG:4326,E94_Space_Primitive
NB030006_1921_centroid,45.628189,-66.161208,EPSG:4326,E94_Space_Primitive
NB030007_1921_centroid,45.889336,-65.805898,EPSG:4326,E94_Space_Primitive
NB030008_1921_centroid,45.521923,-66.366084,EPSG:4326,E94_Space_Primitive
NB030009_1921_centroid,46.061411,-65.820826,EPSG:4326,E94_Space_Primitive
NB030010_1921_centroid,45.717785,-65.971322,EPSG:4326,E94_Space_Primitive
NB030011_1921_centroid,45.790832,-66.164276,EPSG:4326,E94_Space_Primitive
NB031001_1921_centroid,47.710623,-66.767962,EPSG:4326,E94_Space_Primitive
NB031002_1921_centroid,47.725554,-66.513089,EPSG:4326,E94_Space_Primitive
NB031003_1921_centroid,47.766026,-66.27057,EPSG:4326,E94_Space_Primitive
NB031004_1921_centroid,48.005724,-66.508325,EPSG:4326,E94_Space_Primitive
NB031005_1921_centroid,47.790917,-66.061713,EPSG:4326,E94_Space_Primitive
NB031006_1921_centroid,47.668606,-67.064172,EPSG:4326,E94_Space_Primitive
NB031007_1921_centroid,47.758325,-67.733366,EPSG:4326,E94_Space_Primitive
NB031008_1921_centroid,47.992487,-66.689957,EPSG:4326,E94_Space_Primitive
NB031009_1921_centroid,48.052641,-66.3901,EPSG:4326,E94_Space_Primitive
NB032001_1921_centroid,45.227926,-66.181898,EPSG:4326,E94_Space_Primitive
NB032002_1921_centroid,45.182927,-66.352707,EPSG:4326,E94_Space_Primitive
NB032003_1921_centroid,45.455142,-65.438872,EPSG:4326,E94_Space_Primitive
NB032004_1921_centroid,45.309116,-65.859439,EPSG:4326,E94_Space_Primitive
NB032005_1921_centroid,45.297383,-66.072906,EPSG:4326,E94_Space_Primitive
