:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
MB008010,MB008013,CENSUS_1901,19604.84,P122_borders_with
MB008010,MB009018,CENSUS_1901,30411.7,P122_borders_with
MB008010,MB008015,CENSUS_1901,95057.51,P122_borders_with
MB008010,MB009028,CENSUS_1901,36031.77,P122_borders_with
MB006011,MB007011,CENSUS_1901,18612.85,P122_borders_with
MB006011,MB008003,CENSUS_1901,19555.37,P122_borders_with
MB006011,MB006016,CENSUS_1901,118.36,P122_borders_with
MB006005,MB006011,CENSUS_1901,29481.57,P122_borders_with
MB006005,MB008003,CENSUS_1901,9828.53,P122_borders_with
MB006005,MB006016,CENSUS_1901,9830.7,P122_borders_with
MB006005,MB008002,CENSUS_1901,10940.27,P122_borders_with
MB006005,MB006007,CENSUS_1901,18364.5,P122_borders_with
MB006007,MB006016,CENSUS_1901,1400.26,P122_borders_with
MB006007,MB008002,CENSUS_1901,19596.47,P122_borders_with
MB006007,MB009019,CENSUS_1901,19610.52,P122_borders_with
MB006007,MB009006,CENSUS_1901,9826.58,P122_borders_with
MB006008,MB006009,CENSUS_1901,18410.63,P122_borders_with
MB006008,MB006011,CENSUS_1901,19518.1,P122_borders_with
MB006008,MB006013,CENSUS_1901,19730.83,P122_borders_with
MB006008,MB006016,CENSUS_1901,29466.84,P122_borders_with
MB006016,MB006019,CENSUS_1901,9814.25,P122_borders_with
MB006006,MB006016,CENSUS_1901,27889.63,P122_borders_with
MB006006,MB006007,CENSUS_1901,19599.97,P122_borders_with
MB006006,MB006019,CENSUS_1901,21228.34,P122_borders_with
MB006006,MB009006,CENSUS_1901,9799.1,P122_borders_with
MB006006,MB009005,CENSUS_1901,19635.18,P122_borders_with
MB006013,MB006016,CENSUS_1901,9779.81,P122_borders_with
MB006013,MB006019,CENSUS_1901,31399.52,P122_borders_with
MB006019,MB009005,CENSUS_1901,10.99,P122_borders_with
MB006019,MB009014,CENSUS_1901,19642.41,P122_borders_with
MB006019,MB009016,CENSUS_1901,9802.2,P122_borders_with
MB006012,NT203005,CENSUS_1901,11685.52,P122_borders_with
MB006012,MB006013,CENSUS_1901,29385.35,P122_borders_with
MB006012,NT203048,CENSUS_1901,19621.49,P122_borders_with
MB006012,MB006014,CENSUS_1901,39198.53,P122_borders_with
MB006014,MB006015,CENSUS_1901,6633.3,P122_borders_with
MB006014,MB006019,CENSUS_1901,31269.99,P122_borders_with
MB006014,NT203064,CENSUS_1901,16763.06,P122_borders_with
MB006014,NT203036,CENSUS_1901,14788.89,P122_borders_with
MB006014,MB009016,CENSUS_1901,19597.56,P122_borders_with
MB006014,MB009001,CENSUS_1901,19492.76,P122_borders_with
MB006002,MB006005,CENSUS_1901,19710.17,P122_borders_with
MB006002,MB006016,CENSUS_1901,9792.95,P122_borders_with
MB006002,MB006007,CENSUS_1901,9815.18,P122_borders_with
MB011016,MB011017,CENSUS_1901,50398.79,P122_borders_with
MB008014,MB011008,CENSUS_1901,39125.47,P122_borders_with
MB008014,MB011018,CENSUS_1901,9818.96,P122_borders_with
MB008014,MB008015,CENSUS_1901,58824.09,P122_borders_with
MB008015,MB011016,CENSUS_1901,24020.33,P122_borders_with
MB008015,MB011008,CENSUS_1901,12084.49,P122_borders_with
MB008015,MB011018,CENSUS_1901,291278.85,P122_borders_with
MB008015,MB009028,CENSUS_1901,156015.12,P122_borders_with
MB008015,NT205024,CENSUS_1901,13262.38,P122_borders_with
MB008015,NT205064,CENSUS_1901,3824.43,P122_borders_with
MB008006,MB008014,CENSUS_1901,80168.72,P122_borders_with
MB008006,MB008013,CENSUS_1901,69701.57,P122_borders_with
MB008006,MB008010,CENSUS_1901,9882.96,P122_borders_with
MB008006,MB008015,CENSUS_1901,19359.53,P122_borders_with
MB008013,MB009019,CENSUS_1901,11028.65,P122_borders_with
MB008013,MB009009,CENSUS_1901,30549.51,P122_borders_with
MB008013,MB009028,CENSUS_1901,29429.11,P122_borders_with
MB009018,MB009028,CENSUS_1901,31395.14,P122_borders_with
MB009028,NT203057,CENSUS_1901,9718.85,P122_borders_with
MB009028,NT203076,CENSUS_1901,15871.97,P122_borders_with
MB009028,NT205040,CENSUS_1901,11592.36,P122_borders_with
MB009028,NT205002,CENSUS_1901,31044.9,P122_borders_with
MB009028,NT205049,CENSUS_1901,66559.35,P122_borders_with
MB009028,NT205064,CENSUS_1901,80109.45,P122_borders_with
MB009010,MB009018,CENSUS_1901,23005.4,P122_borders_with
MB009010,MB009011,CENSUS_1901,5999.91,P122_borders_with
MB009010,MB009012,CENSUS_1901,45742.46,P122_borders_with
MB009010,MB009028,CENSUS_1901,98735.12,P122_borders_with
MB009027,MB009028,CENSUS_1901,99650.73,P122_borders_with
MB009012,MB009013,CENSUS_1901,45644.57,P122_borders_with
MB009012,MB009028,CENSUS_1901,45489.72,P122_borders_with
MB007008,MB007010,CENSUS_1901,5999.91,P122_borders_with
MB007008,MB010003,CENSUS_1901,9940.36,P122_borders_with
MB007008,MB007009,CENSUS_1901,6335.99,P122_borders_with
MB007008,MB010006,CENSUS_1901,29451.47,P122_borders_with
MB007008,MB007012,CENSUS_1901,49403.13,P122_borders_with
MB007008,MB010007,CENSUS_1901,19762.4,P122_borders_with
MB007012,MB007013,CENSUS_1901,5999.91,P122_borders_with
MB007012,MB010007,CENSUS_1901,9876.06,P122_borders_with
MB007006,MB007012,CENSUS_1901,39742.01,P122_borders_with
MB007006,MB007007,CENSUS_1901,6922.67,P122_borders_with
MB007005,MB007006,CENSUS_1901,39898.75,P122_borders_with
MB007005,MB007014,CENSUS_1901,19745.02,P122_borders_with
MB011007,MB011015,CENSUS_1901,19623.18,P122_borders_with
MB011001,MB011007,CENSUS_1901,22565.54,P122_borders_with
MB011001,MB012001,CENSUS_1901,6535.31,P122_borders_with
MB011001,MB012003,CENSUS_1901,4610.31,P122_borders_with
MB011001,MB012004,CENSUS_1901,203.99,P122_borders_with
MB011001,MB011015,CENSUS_1901,14223.08,P122_borders_with
MB011001,MB011010,CENSUS_1901,21557.97,P122_borders_with
MB007002,MB007012,CENSUS_1901,39358.08,P122_borders_with
MB007002,MB007006,CENSUS_1901,9865.51,P122_borders_with
MB007002,MB010007,CENSUS_1901,19753.83,P122_borders_with
MB007002,MB007004,CENSUS_1901,20036.42,P122_borders_with
MB007002,MB007003,CENSUS_1901,5999.91,P122_borders_with
MB007002,MB011007,CENSUS_1901,29418.01,P122_borders_with
MB007002,MB008009,CENSUS_1901,29607.17,P122_borders_with
MB007002,MB011015,CENSUS_1901,9867.97,P122_borders_with
MB007002,MB008011,CENSUS_1901,39198.75,P122_borders_with
MB008011,MB011015,CENSUS_1901,40014.71,P122_borders_with
MB008011,MB008012,CENSUS_1901,30059.05,P122_borders_with
MB008011,MB011017,CENSUS_1901,34240.47,P122_borders_with
MB008011,MB011016,CENSUS_1901,2597.11,P122_borders_with
MB008011,MB008014,CENSUS_1901,49116.86,P122_borders_with
MB008011,MB008015,CENSUS_1901,17060.12,P122_borders_with
MB007004,MB007006,CENSUS_1901,19796.15,P122_borders_with
MB007004,MB007005,CENSUS_1901,19740.94,P122_borders_with
MB007004,MB008009,CENSUS_1901,48757.13,P122_borders_with
MB008009,MB008011,CENSUS_1901,9813.88,P122_borders_with
MB009009,MB009019,CENSUS_1901,19564.11,P122_borders_with
MB009009,MB009015,CENSUS_1901,29461.32,P122_borders_with
MB009009,MB009028,CENSUS_1901,18248.97,P122_borders_with
MB009006,MB009020,CENSUS_1901,5999.88,P122_borders_with
MB009006,MB009019,CENSUS_1901,30745.56,P122_borders_with
MB009006,MB009015,CENSUS_1901,19483.68,P122_borders_with
MB009015,MB009019,CENSUS_1901,68.65,P122_borders_with
MB009015,MB009025,CENSUS_1901,29413.72,P122_borders_with
MB009015,MB009028,CENSUS_1901,19452.7,P122_borders_with
MB009005,MB009006,CENSUS_1901,30920.73,P122_borders_with
MB009005,MB009014,CENSUS_1901,30975.34,P122_borders_with
MB009005,MB009025,CENSUS_1901,19649.79,P122_borders_with
MB009025,MB009028,CENSUS_1901,19440.63,P122_borders_with
MB009024,MB009025,CENSUS_1901,29452.66,P122_borders_with
MB009024,MB009028,CENSUS_1901,1750.96,P122_borders_with
MB009021,MB009024,CENSUS_1901,17800.02,P122_borders_with
MB009021,MB009023,CENSUS_1901,29321.05,P122_borders_with
MB009021,MB009028,CENSUS_1901,58684.28,P122_borders_with
MB009003,MB009016,CENSUS_1901,29295.2,P122_borders_with
MB009003,MB009024,CENSUS_1901,29485.59,P122_borders_with
MB009003,MB009004,CENSUS_1901,5999.91,P122_borders_with
MB009003,MB009021,CENSUS_1901,11742.78,P122_borders_with
MB009003,MB009023,CENSUS_1901,17500.94,P122_borders_with
MB009007,MB009021,CENSUS_1901,1.62,P122_borders_with
MB009007,MB009023,CENSUS_1901,19446.87,P122_borders_with
MB009007,MB009013,CENSUS_1901,47598.66,P122_borders_with
MB009007,MB009008,CENSUS_1901,57560.16,P122_borders_with
MB009007,MB009028,CENSUS_1901,29170.74,P122_borders_with
MB009001,NT203036,CENSUS_1901,9731.1,P122_borders_with
MB009001,MB009016,CENSUS_1901,33007.55,P122_borders_with
MB009001,NT203071,CENSUS_1901,20225.5,P122_borders_with
MB009001,NT203033,CENSUS_1901,1600.04,P122_borders_with
MB009001,MB009002,CENSUS_1901,19669.17,P122_borders_with
MB009002,MB009003,CENSUS_1901,29379.85,P122_borders_with
MB009002,NT203033,CENSUS_1901,19500.22,P122_borders_with
MB009002,NT203093,CENSUS_1901,9872.4,P122_borders_with
MB009002,MB009023,CENSUS_1901,1991.78,P122_borders_with
