presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_ON_Addington_1921,CD_ON_Addington,1921,2246974567.87,9,E93_Presence
CD_NB_Albert_1921,CD_NB_Albert,1921,1875784374.06,6,E93_Presence
CD_ON_Algoma_1921,CD_ON_Algoma,1921,164685941687.87,111,E93_Presence
CD_NS_Annapolis_1921,CD_NS_Annapolis,1921,3516176118.83,32,E93_Presence
CD_NS_Antigonish_1921,CD_NS_Antigonish,1921,1561894002.12,19,E93_Presence
CD_QC_Argenteuil_1921,CD_QC_Argenteuil,1921,2041411462.68,17,E93_Presence
CD_QC_Arthabaska_1921,CD_QC_Arthabaska,1921,1785702929.69,25,E93_Presence
CD_QC_Bagot_1921,CD_QC_Bagot,1921,910289660.01,18,E93_Presence
CD_QC_Beauce_1921,CD_QC_Beauce,1921,2940971657.92,29,E93_Presence
CD_QC_Beauharnois_1921,CD_QC_Beauharnois,1921,393990597.45,13,E93_Presence
CD_QC_Bellechasse_1921,CD_QC_Bellechasse,1921,1796440477.16,18,E93_Presence
CD_QC_Berthier_1921,CD_QC_Berthier,1921,5824766063.68,17,E93_Presence
CD_QC_Bonaventure_1921,CD_QC_Bonaventure,1921,9013421860.64,25,E93_Presence
CD_ON_Brant_1921,CD_ON_Brant,1921,1166893891.74,8,E93_Presence
CD_QC_Brome_1921,CD_QC_Brome,1921,1312195387.02,11,E93_Presence
CD_ON_Bruce_1921,CD_ON_Bruce,1921,4343790679.74,31,E93_Presence
CD_BC_Burrard_1921,CD_BC_Burrard,1921,295151799.2,5,E93_Presence
CD_NS_Cape_Breton_1921,CD_NS_Cape_Breton,1921,2741025851.04,32,E93_Presence
CD_BC_Cariboo_1921,CD_BC_Cariboo,1921,406711342345.08,10,E93_Presence
CD_NB_Carleton_1921,CD_NB_Carleton,1921,3427847681.28,14,E93_Presence
CD_ON_Carleton_1921,CD_ON_Carleton,1921,2576540624.74,13,E93_Presence
CD_QC_Chambly_1921,CD_QC_Chambly,1921,371183531.79,13,E93_Presence
CD_QC_Champlain_1921,CD_QC_Champlain,1921,36484700707.46,40,E93_Presence
CD_QC_Charlevoix_1921,CD_QC_Charlevoix,1921,5878218957.86,17,E93_Presence
CD_NB_Charlotte_1921,CD_NB_Charlotte,1921,3676128978.55,19,E93_Presence
CD_QC_Chicoutimi_1921,CD_QC_Chicoutimi,1921,44815614391.38,26,E93_Presence
CD_QC_Châteauguay_1921,CD_QC_Châteauguay,1921,693171105.54,14,E93_Presence
CD_NS_Colchester_1921,CD_NS_Colchester,1921,3786859186.89,26,E93_Presence
CD_BC_Comox-Alberni_1921,CD_BC_Comox-Alberni,1921,51783664424.78,8,E93_Presence
CD_QC_Compton_1921,CD_QC_Compton,1921,2474872296.16,22,E93_Presence
CD_NS_Cumberland_1921,CD_NS_Cumberland,1921,4521900425.01,34,E93_Presence
CD_QC_Deux_Montagnes_1921,CD_QC_Deux_Montagnes,1921,731412768.25,15,E93_Presence
CD_NS_Digby_1921,CD_NS_Digby,1921,2801570126.73,29,E93_Presence
CD_AB_Division_No._1_1921,CD_AB_Division_No._1,1921,19082360373.77,31,E93_Presence
CD_MB_Division_No._1_1921,CD_MB_Division_No._1,1921,10955372089.7,9,E93_Presence
CD_SK_Division_No._1_1921,CD_SK_Division_No._1,1921,15326307758.15,46,E93_Presence
CD_AB_Division_No._10_1921,CD_AB_Division_No._10,1921,15790606010.37,34,E93_Presence
CD_MB_Division_No._10_1921,CD_MB_Division_No._10,1921,7195672353.32,10,E93_Presence
CD_SK_Division_No._10_1921,CD_SK_Division_No._10,1921,13317634232.65,40,E93_Presence
CD_AB_Division_No._11_1921,CD_AB_Division_No._11,1921,11930079609.56,26,E93_Presence
CD_MB_Division_No._11_1921,CD_MB_Division_No._11,1921,7467702769.28,20,E93_Presence
CD_SK_Division_No._11_1921,CD_SK_Division_No._11,1921,15414072514.13,55,E93_Presence
CD_AB_Division_No._12_1921,CD_AB_Division_No._12,1921,34116966433.35,26,E93_Presence
CD_MB_Division_No._12_1921,CD_MB_Division_No._12,1921,11713728777.83,13,E93_Presence
CD_SK_Division_No._12_1921,CD_SK_Division_No._12,1921,15227926171.0,47,E93_Presence
CD_AB_Division_No._13_1921,CD_AB_Division_No._13,1921,20162448439.26,26,E93_Presence
CD_MB_Division_No._13_1921,CD_MB_Division_No._13,1921,10215739248.95,10,E93_Presence
CD_SK_Division_No._13_1921,CD_SK_Division_No._13,1921,17371913403.66,54,E93_Presence
CD_AB_Division_No._14_1921,CD_AB_Division_No._14,1921,22440184707.66,33,E93_Presence
CD_MB_Division_No._14_1921,CD_MB_Division_No._14,1921,9333036883.16,17,E93_Presence
CD_SK_Division_No._14_1921,CD_SK_Division_No._14,1921,33696670031.9,40,E93_Presence
CD_AB_Division_No._15_1921,CD_AB_Division_No._15,1921,58316608204.53,30,E93_Presence
CD_MB_Division_No._15_1921,CD_MB_Division_No._15,1921,5758561892.91,4,E93_Presence
CD_SK_Division_No._15_1921,CD_SK_Division_No._15,1921,20777604123.34,54,E93_Presence
CD_AB_Division_No._16_1921,CD_AB_Division_No._16,1921,27669112980.54,27,E93_Presence
CD_MB_Division_No._16_1921,CD_MB_Division_No._16,1921,508420739963.54,3,E93_Presence
CD_SK_Division_No._16_1921,CD_SK_Division_No._16,1921,22364553876.84,43,E93_Presence
CD_AB_Division_No._17_1921,CD_AB_Division_No._17,1921,262029771242.74,2,E93_Presence
CD_SK_Division_No._17_1921,CD_SK_Division_No._17,1921,17488491176.48,33,E93_Presence
CD_SK_Division_No._18_1921,CD_SK_Division_No._18,1921,315288471566.95,2,E93_Presence
