presence_id:ID,csd_tcpuid,census_year:int,area_sqm:float,:LABEL
MB008010_1901,MB008010,1901,1647525438.31,E93_Presence
MB006011_1901,MB006011,1901,578759129.98,E93_Presence
MB006005_1901,MB006005,1901,480840759.15,E93_Presence
MB006007_1901,MB006007,1901,578116350.31,E93_Presence
MB006008_1901,MB006008,1901,578776013.45,E93_Presence
MB006016_1901,MB006016,1901,576412518.09,E93_Presence
MB006006_1901,MB006006,1901,577109624.0,E93_Presence
MB006013_1901,MB006013,1901,869545295.23,E93_Presence
MB006019_1901,MB006019,1901,868084342.9,E93_Presence
MB006012_1901,MB006012,1901,1156822014.39,E93_Presence
MB006014_1901,MB006014,1901,1152791668.96,E93_Presence
MB006002_1901,MB006002,1901,96691384.05,E93_Presence
MB006015_1901,MB006015,1901,2746101.41,E93_Presence
MB011016_1901,MB011016,1901,578446716.5,E93_Presence
MB008014_1901,MB008014,1901,3722927348.43,E93_Presence
MB008015_1901,MB008015,1901,6222838254.99,E93_Presence
MB008006_1901,MB008006,1901,1533357277.82,E93_Presence
MB008013_1901,MB008013,1901,1340653273.17,E93_Presence
MB009018_1901,MB009018,1901,295184442.99,E93_Presence
MB009028_1901,MB009028,1901,20096642854.37,E93_Presence
MB009010_1901,MB009010,1901,1523844393.8,E93_Presence
MB009027_1901,MB009027,1901,1179332903.39,E93_Presence
MB009011_1901,MB009011,1901,2597995.85,E93_Presence
MB009012_1901,MB009012,1901,1039247855.31,E93_Presence
MB007008_1901,MB007008,1901,1156269655.35,E93_Presence
MB007012_1901,MB007012,1901,1064519094.3,E93_Presence
MB007006_1901,MB007006,1901,1163531247.05,E93_Presence
MB007005_1901,MB007005,1901,1436983770.9,E93_Presence
MB007013_1901,MB007013,1901,2597996.02,E93_Presence
MB007010_1901,MB007010,1901,2597995.98,E93_Presence
MB007007_1901,MB007007,1901,2983700.76,E93_Presence
MB007009_1901,MB007009,1901,2504139.18,E93_Presence
MB011007_1901,MB011007,1901,1143081773.52,E93_Presence
MB011001_1901,MB011001,1901,267841197.05,E93_Presence
MB011017_1901,MB011017,1901,1354767413.79,E93_Presence
MB007002_1901,MB007002,1901,2415457528.99,E93_Presence
MB008011_1901,MB008011,1901,2533087557.57,E93_Presence
MB007004_1901,MB007004,1901,971885963.61,E93_Presence
MB008009_1901,MB008009,1901,1450253321.62,E93_Presence
MB007003_1901,MB007003,1901,2597996.09,E93_Presence
MB009019_1901,MB009019,1901,560301602.12,E93_Presence
MB009009_1901,MB009009,1901,573324592.94,E93_Presence
MB009006_1901,MB009006,1901,572441939.46,E93_Presence
MB009015_1901,MB009015,1901,574385031.57,E93_Presence
MB009005_1901,MB009005,1901,576031763.79,E93_Presence
MB009025_1901,MB009025,1901,574051819.85,E93_Presence
MB009024_1901,MB009024,1901,578526590.73,E93_Presence
MB009021_1901,MB009021,1901,862294308.51,E93_Presence
MB009016_1901,MB009016,1901,859728087.11,E93_Presence
MB009003_1901,MB009003,1901,857885916.03,E93_Presence
MB009023_1901,MB009023,1901,571705218.95,E93_Presence
MB009007_1901,MB009007,1901,1082111883.98,E93_Presence
MB009001_1901,MB009001,1901,572658843.36,E93_Presence
MB009002_1901,MB009002,1901,574593773.96,E93_Presence
MB009008_1901,MB009008,1901,1334353999.93,E93_Presence
MB009004_1901,MB009004,1901,2597996.01,E93_Presence
MB009017_1901,MB009017,1901,15455987.85,E93_Presence
MB009020_1901,MB009020,1901,2597971.53,E93_Presence
MB009014_1901,MB009014,1901,574972848.42,E93_Presence
MB009022_1901,MB009022,1901,576226171.84,E93_Presence
MB008008_1901,MB008008,1901,1156866901.74,E93_Presence
MB008002_1901,MB008002,1901,1155230496.95,E93_Presence
MB008003_1901,MB008003,1901,1154233817.24,E93_Presence
MB008005_1901,MB008005,1901,558975113.0,E93_Presence
MB008001_1901,MB008001,1901,1954798.15,E93_Presence
MB008004_1901,MB008004,1901,23380153.77,E93_Presence
MB008007_1901,MB008007,1901,16379185.92,E93_Presence
MB008012_1901,MB008012,1901,43681385.37,E93_Presence
MB010007_1901,MB010007,1901,1020372538.83,E93_Presence
MB010003_1901,MB010003,1901,2700698583.7,E93_Presence
MB010001_1901,MB010001,1901,670408621.36,E93_Presence
MB010004_1901,MB010004,1901,768285906.45,E93_Presence
MB010013_1901,MB010013,1901,670193066.59,E93_Presence
MB010005_1901,MB010005,1901,1541775985.57,E93_Presence
MB010014_1901,MB010014,1901,6321329503.25,E93_Presence
MB010010_1901,MB010010,1901,85028555.21,E93_Presence
MB010009_1901,MB010009,1901,333355162.49,E93_Presence
MB010011_1901,MB010011,1901,10519839.46,E93_Presence
MB010002_1901,MB010002,1901,17145467.68,E93_Presence
MB010008_1901,MB010008,1901,26726358.14,E93_Presence
MB011009_1901,MB011009,1901,1437007379.95,E93_Presence
MB011012_1901,MB011012,1901,1728796408.77,E93_Presence
MB011018_1901,MB011018,1901,68414829320.34,E93_Presence
MB011005_1901,MB011005,1901,76866704.52,E93_Presence
MB011013_1901,MB011013,1901,800346916.06,E93_Presence
MB011014_1901,MB011014,1901,1834195205.36,E93_Presence
MB011006_1901,MB011006,1901,135457320.39,E93_Presence
MB011003_1901,MB011003,1901,71267263.47,E93_Presence
MB011011_1901,MB011011,1901,25698167.31,E93_Presence
MB011004_1901,MB011004,1901,4327249547.37,E93_Presence
