:START_ID,:END_ID,during_period,:TYPE
ON002001,CD_ON_Brant,CENSUS_1851,P89_falls_within
ON002003,CD_ON_Brant,CENSUS_1851,P89_falls_within
ON002005,CD_ON_Brant,CENSUS_1851,P89_falls_within
ON002002,CD_ON_Brant,CENSUS_1851,P89_falls_within
ON020005,CD_ON_Leeds,CENSUS_1851,P89_falls_within
ON003001,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003003,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003009,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003011,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003002,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003004,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003005,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003006,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003007,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003008,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON003010,CD_ON_Bruce,CENSUS_1851,P89_falls_within
ON004001,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004003,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004005,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004006,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004007,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004008,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004011,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON004010,CD_ON_Carleton,CENSUS_1851,P89_falls_within
ON039011,CD_ON_Wellington,CENSUS_1851,P89_falls_within
ON039006,CD_ON_Wellington,CENSUS_1851,P89_falls_within
ON039010,CD_ON_Wellington,CENSUS_1851,P89_falls_within
ON035016,CD_ON_Simcoe,CENSUS_1851,P89_falls_within
ON035015,CD_ON_Simcoe,CENSUS_1851,P89_falls_within
ON005001,CD_ON_Dundas,CENSUS_1851,P89_falls_within
ON005002,CD_ON_Dundas,CENSUS_1851,P89_falls_within
ON005003,CD_ON_Dundas,CENSUS_1851,P89_falls_within
ON005004,CD_ON_Dundas,CENSUS_1851,P89_falls_within
ON006001,CD_ON_Durham,CENSUS_1851,P89_falls_within
ON006002,CD_ON_Durham,CENSUS_1851,P89_falls_within
ON006003,CD_ON_Durham,CENSUS_1851,P89_falls_within
ON006004,CD_ON_Durham,CENSUS_1851,P89_falls_within
