presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_ON_Addington_1881,CD_ON_Addington,1881,5660581327.99,15,E93_Presence
CD_NB_Albert_1881,CD_NB_Albert,1881,1875784373.85,6,E93_Presence
CD_ON_Algoma_1881,CD_ON_Algoma,1881,355137122897.02,34,E93_Presence
CD_NS_Annapolis_1881,CD_NS_Annapolis,1881,3516171729.92,16,E93_Presence
CD_NS_Antigonish_1881,CD_NS_Antigonish,1881,1561894002.12,11,E93_Presence
CD_QC_Argenteuil_1881,CD_QC_Argenteuil,1881,2525113990.7,14,E93_Presence
CD_QC_Bagot_1881,CD_QC_Bagot,1881,868466694.69,12,E93_Presence
CD_QC_Beauce_1881,CD_QC_Beauce,1881,5171696912.41,22,E93_Presence
CD_QC_Beauharnois_1881,CD_QC_Beauharnois,1881,393990597.35,8,E93_Presence
CD_QC_Bellechasse_1881,CD_QC_Bellechasse,1881,1694022207.63,11,E93_Presence
CD_QC_Berthier_1881,CD_QC_Berthier,1881,5650794918.73,12,E93_Presence
CD_QC_Bonaventure_1881,CD_QC_Bonaventure,1881,9014472416.88,19,E93_Presence
CD_ON_Bothwell_1881,CD_ON_Bothwell,1881,1613671069.2,11,E93_Presence
"CD_ON_Brant,_North—Nord_1881","CD_ON_Brant,_North—Nord",1881,460109999.21,4,E93_Presence
"CD_ON_Brant,_South—Sud_1881","CD_ON_Brant,_South—Sud",1881,706783894.16,5,E93_Presence
CD_ON_Brockville_1881,CD_ON_Brockville,1881,371180445.25,6,E93_Presence
CD_QC_Brome_1881,CD_QC_Brome,1881,1323044135.99,6,E93_Presence
"CD_ON_Bruce,_North—Nord_1881","CD_ON_Bruce,_North—Nord",1881,2506892602.84,14,E93_Presence
"CD_ON_Bruce,_South—Sud_1881","CD_ON_Bruce,_South—Sud",1881,1836898075.8,12,E93_Presence
CD_NS_Cape_Breton_1881,CD_NS_Cape_Breton,1881,2736852654.65,18,E93_Presence
CD_ON_Cardwell_1881,CD_ON_Cardwell,1881,1046316934.2,5,E93_Presence
CD_BC_Cariboo_1881,CD_BC_Cariboo,1881,331249018748.59,6,E93_Presence
CD_NB_Carleton_1881,CD_NB_Carleton,1881,3427847680.77,12,E93_Presence
CD_ON_Carleton_1881,CD_ON_Carleton,1881,1780678033.16,9,E93_Presence
CD_QC_Chambly_1881,CD_QC_Chambly,1881,370416645.33,10,E93_Presence
CD_QC_Champlain_1881,CD_QC_Champlain,1881,27829545505.59,16,E93_Presence
CD_QC_Charlevoix_1881,CD_QC_Charlevoix,1881,5886124590.53,13,E93_Presence
CD_NB_Charlotte_1881,CD_NB_Charlotte,1881,3676128982.85,18,E93_Presence
CD_QC_Chateauguay_1881,CD_QC_Chateauguay,1881,693171105.07,8,E93_Presence
CD_QC_Chicoutimi_&_Saguenay_1881,CD_QC_Chicoutimi_&_Saguenay,1881,356287676634.07,33,E93_Presence
CD_NS_Colchester_1881,CD_NS_Colchester,1881,3786859186.89,19,E93_Presence
CD_QC_Compton_1881,CD_QC_Compton,1881,3815927221.93,21,E93_Presence
CD_ON_Cornwall_1881,CD_ON_Cornwall,1881,291061772.15,4,E93_Presence
CD_NS_Cumberland_1881,CD_NS_Cumberland,1881,4521900424.99,13,E93_Presence
CD_QC_Deux-Montagnes_1881,CD_QC_Deux-Montagnes,1881,725927618.03,13,E93_Presence
CD_NS_Digby_1881,CD_NS_Digby,1881,2801570126.73,17,E93_Presence
CD_QC_Dorchester_1881,CD_QC_Dorchester,1881,2507527242.67,14,E93_Presence
CD_QC_Drummond_&_Arthabaska_1881,CD_QC_Drummond_&_Arthabaska,1881,3628867387.12,33,E93_Presence
CD_ON_Dundas_1881,CD_ON_Dundas,1881,1062423684.66,6,E93_Presence
"CD_ON_Durham,_East—Est_1881","CD_ON_Durham,_East—Est",1881,885913445.98,5,E93_Presence
"CD_ON_Durham,_West—Ouest_1881","CD_ON_Durham,_West—Ouest",1881,823788577.65,5,E93_Presence
"CD_ON_Elgin,_East—Est_1881","CD_ON_Elgin,_East—Est",1881,1007453073.43,9,E93_Presence
"CD_ON_Elgin,_West—Ouest_1881","CD_ON_Elgin,_West—Ouest",1881,986138874.04,3,E93_Presence
CD_ON_Essex_1881,CD_ON_Essex,1881,1994187140.82,18,E93_Presence
CD_MB_Extension_1881,CD_MB_Extension,1881,154275079835.79,5,E93_Presence
CD_ON_Frontenac_1881,CD_ON_Frontenac,1881,965396815.68,7,E93_Presence
CD_QC_Gaspé_1881,CD_QC_Gaspé,1881,12136459436.52,24,E93_Presence
CD_ON_Glengarry_1881,CD_ON_Glengarry,1881,1300967157.42,4,E93_Presence
CD_NB_Gloucester_1881,CD_NB_Gloucester,1881,4649288068.04,7,E93_Presence
"CD_ON_Grenville,_South—Sud_1881","CD_ON_Grenville,_South—Sud",1881,657967742.46,3,E93_Presence
"CD_ON_Grey,_East—Est_1881","CD_ON_Grey,_East—Est",1881,2207048983.16,9,E93_Presence
"CD_ON_Grey,_North—Nord_1881","CD_ON_Grey,_North—Nord",1881,1614238519.93,8,E93_Presence
"CD_ON_Grey,_South—Sud_1881","CD_ON_Grey,_South—Sud",1881,1254370930.45,5,E93_Presence
CD_NS_Guysborough_1881,CD_NS_Guysborough,1881,4385253580.94,20,E93_Presence
CD_ON_Haldimand_1881,CD_ON_Haldimand,1881,1016569972.23,8,E93_Presence
CD_NS_Halifax_(City-Ville)_1881,CD_NS_Halifax_(City-Ville),1881,57469280.92,8,E93_Presence
CD_NS_Halifax_(County-Comté)_1881,CD_NS_Halifax_(County-Comté),1881,6158016022.29,32,E93_Presence
CD_ON_Halton_1881,CD_ON_Halton,1881,1022520353.28,9,E93_Presence
"CD_ON_Hamilton,_City—Cité_1881","CD_ON_Hamilton,_City—Cité",1881,17469935.97,7,E93_Presence
CD_NS_Hants_1881,CD_NS_Hants,1881,3253315285.08,17,E93_Presence
"CD_ON_Hastings,_East—Est_1881","CD_ON_Hastings,_East—Est",1881,1068763698.85,4,E93_Presence
"CD_ON_Hastings,_North—Nord_1881","CD_ON_Hastings,_North—Nord",1881,5968107614.76,17,E93_Presence
"CD_ON_Hastings,_West—Ouest_1881","CD_ON_Hastings,_West—Ouest",1881,322873392.86,3,E93_Presence
CD_QC_Hochelaga_1881,CD_QC_Hochelaga,1881,236315168.23,20,E93_Presence
CD_QC_Huntingdon_1881,CD_QC_Huntingdon,1881,987466927.68,9,E93_Presence
"CD_ON_Huron,_Centre_1881","CD_ON_Huron,_Centre",1881,1105199367.02,8,E93_Presence
"CD_ON_Huron,_North—Nord_1881","CD_ON_Huron,_North—Nord",1881,1358182102.8,11,E93_Presence
"CD_ON_Huron,_South—Sud_1881","CD_ON_Huron,_South—Sud",1881,1137009623.16,8,E93_Presence
CD_QC_Iberville_1881,CD_QC_Iberville,1881,523606554.76,7,E93_Presence
CD_NS_Inverness_1881,CD_NS_Inverness,1881,4241431980.04,18,E93_Presence
CD_QC_Jacques-Cartier_1881,CD_QC_Jacques-Cartier,1881,257333014.06,11,E93_Presence
CD_QC_Joliette_1881,CD_QC_Joliette,1881,7863375806.8,14,E93_Presence
CD_QC_Kamouraska_1881,CD_QC_Kamouraska,1881,2834514247.32,13,E93_Presence
CD_NB_Kent_1881,CD_NB_Kent,1881,4720822750.27,9,E93_Presence
CD_ON_Kent_1881,CD_ON_Kent,1881,1988396178.44,10,E93_Presence
CD_NB_King's_1881,CD_NB_King's,1881,3618141557.22,15,E93_Presence
CD_NS_King's_1881,CD_NS_King's,1881,2295127038.48,14,E93_Presence
CD_PE_King's_1881,CD_PE_King's,1881,1761486807.47,22,E93_Presence
"CD_ON_Kingston,_City—Cite_1881","CD_ON_Kingston,_City—Cite",1881,1800678.56,1,E93_Presence
"CD_ON_Kingston,_City—Cité_1881","CD_ON_Kingston,_City—Cité",1881,6040472.89,6,E93_Presence
CD_QC_L'Assomption_1881,CD_QC_L'Assomption,1881,671646424.43,10,E93_Presence
CD_QC_L'Islet_1881,CD_QC_L'Islet,1881,2134179763.0,8,E93_Presence
CD_ON_Lambton_1881,CD_ON_Lambton,1881,2246244313.53,17,E93_Presence
"CD_ON_Lanark,_North—Nord_1881","CD_ON_Lanark,_North—Nord",1881,1684088108.44,7,E93_Presence
"CD_ON_Lanark,_South—Sud_1881","CD_ON_Lanark,_South—Sud",1881,1616377000.44,10,E93_Presence
CD_QC_Laprairie_1881,CD_QC_Laprairie,1881,455369194.27,7,E93_Presence
CD_QC_Laval_1881,CD_QC_Laval,1881,251703807.49,6,E93_Presence
"CD_ON_Leeds_&_Grenville,_North—Nord_1881","CD_ON_Leeds_&_Grenville,_North—Nord",1881,973315994.3,7,E93_Presence
"CD_ON_Leeds,_South—Sud_1881","CD_ON_Leeds,_South—Sud",1881,1750764747.99,12,E93_Presence
CD_ON_Lennox_1881,CD_ON_Lennox,1881,848955836.11,8,E93_Presence
CD_ON_Lincoln_1881,CD_ON_Lincoln,1881,466569096.08,9,E93_Presence
CD_MB_Lisgar_1881,CD_MB_Lisgar,1881,6507368047.42,4,E93_Presence
"CD_ON_London,_City—Cité_1881","CD_ON_London,_City—Cité",1881,9108903.78,7,E93_Presence
CD_QC_Lotbinière_1881,CD_QC_Lotbinière,1881,1963875773.86,14,E93_Presence
CD_NS_Lunenburg_1881,CD_NS_Lunenburg,1881,3269059803.46,13,E93_Presence
CD_QC_Lévis_1881,CD_QC_Lévis,1881,694603560.89,12,E93_Presence
CD_MB_Marquette_1881,CD_MB_Marquette,1881,16301812640.75,12,E93_Presence
CD_QC_Maskinongé_1881,CD_QC_Maskinongé,1881,7783875212.79,12,E93_Presence
CD_QC_Megantic_1881,CD_QC_Megantic,1881,1999625257.42,13,E93_Presence
"CD_ON_Middlesex,_East—Est_1881","CD_ON_Middlesex,_East—Est",1881,1213970568.64,6,E93_Presence
"CD_ON_Middlesex,_North—Nord_1881","CD_ON_Middlesex,_North—Nord",1881,1218223493.37,9,E93_Presence
