:START_ID,:END_ID,:TYPE
NT999999_1871,NT999999,P166_was_a_presence_of
BC999999_1871,BC999999,P166_was_a_presence_of
MB999999_1871,MB999999,P166_was_a_presence_of
ON087002_1871,ON087002,P166_was_a_presence_of
ON087003_1871,ON087003,P166_was_a_presence_of
ON088003_1871,ON088003,P166_was_a_presence_of
ON090002_1871,ON090002,P166_was_a_presence_of
ON016002_1871,ON016002,P166_was_a_presence_of
ON015001_1871,ON015001,P166_was_a_presence_of
ON016001_1871,ON016001,P166_was_a_presence_of
ON015005_1871,ON015005,P166_was_a_presence_of
ON015002_1871,ON015002,P166_was_a_presence_of
ON015003_1871,ON015003,P166_was_a_presence_of
ON015004_1871,ON015004,P166_was_a_presence_of
ON068004_1871,ON068004,P166_was_a_presence_of
ON068003_1871,ON068003,P166_was_a_presence_of
ON028007_1871,ON028007,P166_was_a_presence_of
ON028006_1871,ON028006,P166_was_a_presence_of
ON028005_1871,ON028005,P166_was_a_presence_of
ON028001_1871,ON028001,P166_was_a_presence_of
ON027005_1871,ON027005,P166_was_a_presence_of
ON028002_1871,ON028002,P166_was_a_presence_of
ON027006_1871,ON027006,P166_was_a_presence_of
ON028003_1871,ON028003,P166_was_a_presence_of
ON027008_1871,ON027008,P166_was_a_presence_of
ON027004_1871,ON027004,P166_was_a_presence_of
ON027003_1871,ON027003,P166_was_a_presence_of
ON028004_1871,ON028004,P166_was_a_presence_of
ON027007_1871,ON027007,P166_was_a_presence_of
ON027001_1871,ON027001,P166_was_a_presence_of
ON027002_1871,ON027002,P166_was_a_presence_of
ON078009_1871,ON078009,P166_was_a_presence_of
ON078004_1871,ON078004,P166_was_a_presence_of
ON078002_1871,ON078002,P166_was_a_presence_of
ON078007_1871,ON078007,P166_was_a_presence_of
ON078006_1871,ON078006,P166_was_a_presence_of
ON078003_1871,ON078003,P166_was_a_presence_of
ON078001_1871,ON078001,P166_was_a_presence_of
ON078008_1871,ON078008,P166_was_a_presence_of
ON078005_1871,ON078005,P166_was_a_presence_of
ON035007_1871,ON035007,P166_was_a_presence_of
ON034008_1871,ON034008,P166_was_a_presence_of
ON035006_1871,ON035006,P166_was_a_presence_of
ON036004_1871,ON036004,P166_was_a_presence_of
ON040003_1871,ON040003,P166_was_a_presence_of
ON041004_1871,ON041004,P166_was_a_presence_of
ON034009_1871,ON034009,P166_was_a_presence_of
ON071001_1871,ON071001,P166_was_a_presence_of
ON071005_1871,ON071005,P166_was_a_presence_of
ON071003_1871,ON071003,P166_was_a_presence_of
ON071006_1871,ON071006,P166_was_a_presence_of
ON071002_1871,ON071002,P166_was_a_presence_of
ON071004_1871,ON071004,P166_was_a_presence_of
ON050003_1871,ON050003,P166_was_a_presence_of
ON051003_1871,ON051003,P166_was_a_presence_of
ON050004_1871,ON050004,P166_was_a_presence_of
ON050001_1871,ON050001,P166_was_a_presence_of
ON051001_1871,ON051001,P166_was_a_presence_of
ON051004_1871,ON051004,P166_was_a_presence_of
ON050002_1871,ON050002,P166_was_a_presence_of
ON051002_1871,ON051002,P166_was_a_presence_of
ON050005_1871,ON050005,P166_was_a_presence_of
ON006005_1871,ON006005,P166_was_a_presence_of
ON006004_1871,ON006004,P166_was_a_presence_of
ON006003_1871,ON006003,P166_was_a_presence_of
ON006001_1871,ON006001,P166_was_a_presence_of
ON006006_1871,ON006006,P166_was_a_presence_of
ON005001_1871,ON005001,P166_was_a_presence_of
ON005002_1871,ON005002,P166_was_a_presence_of
ON005003_1871,ON005003,P166_was_a_presence_of
ON006002_1871,ON006002,P166_was_a_presence_of
ON001012_1871,ON001012,P166_was_a_presence_of
ON001013_1871,ON001013,P166_was_a_presence_of
ON001010_1871,ON001010,P166_was_a_presence_of
ON001008_1871,ON001008,P166_was_a_presence_of
