:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
NT999999,QC152999,CENSUS_1871,2287155.58,P122_borders_with
NT999999,QC152008,CENSUS_1871,19401.75,P122_borders_with
NT999999,QC092999,CENSUS_1871,458987.5,P122_borders_with
NT999999,QC093999,CENSUS_1871,106719.87,P122_borders_with
NT999999,QC094999,CENSUS_1871,29070.92,P122_borders_with
NT999999,QC130999,CENSUS_1871,210739.07,P122_borders_with
NT999999,QC150999,CENSUS_1871,831218.56,P122_borders_with
NT999999,QC151999,CENSUS_1871,171499.72,P122_borders_with
NT999999,ON088003,CENSUS_1871,99192.67,P122_borders_with
NT999999,ON088002,CENSUS_1871,245654.69,P122_borders_with
NT999999,ON084007,CENSUS_1871,72201.23,P122_borders_with
NT999999,ON090002,CENSUS_1871,482784.54,P122_borders_with
NT999999,ON090006,CENSUS_1871,379946.36,P122_borders_with
NT999999,ON090003,CENSUS_1871,214969.34,P122_borders_with
NT999999,ON090005,CENSUS_1871,428696.85,P122_borders_with
BC999999,NT999999,CENSUS_1871,2491736.28,P122_borders_with
MB999999,NT999999,CENSUS_1871,1069121.73,P122_borders_with
ON087002,ON087003,CENSUS_1871,8169.17,P122_borders_with
ON088003,ON089001,CENSUS_1871,112691.65,P122_borders_with
ON088003,ON090001,CENSUS_1871,39347.47,P122_borders_with
ON088003,ON090002,CENSUS_1871,27082.19,P122_borders_with
ON090002,ON090003,CENSUS_1871,142999.69,P122_borders_with
ON016002,ON016004,CENSUS_1871,13279.25,P122_borders_with
ON016002,ON022005,CENSUS_1871,13501.88,P122_borders_with
ON015001,ON015002,CENSUS_1871,8894.14,P122_borders_with
ON015001,ON015003,CENSUS_1871,8554.9,P122_borders_with
ON015001,ON016001,CENSUS_1871,2301.55,P122_borders_with
ON016001,ON016002,CENSUS_1871,14896.83,P122_borders_with
ON016001,ON016003,CENSUS_1871,11620.8,P122_borders_with
ON016001,ON022005,CENSUS_1871,912.65,P122_borders_with
ON016001,ON031003,CENSUS_1871,19941.1,P122_borders_with
ON016001,ON023001,CENSUS_1871,10462.91,P122_borders_with
ON015005,ON017001,CENSUS_1871,9776.98,P122_borders_with
ON015005,ON017006,CENSUS_1871,14745.66,P122_borders_with
ON015005,ON016004,CENSUS_1871,21098.77,P122_borders_with
ON015002,ON015003,CENSUS_1871,14542.51,P122_borders_with
ON015003,ON015005,CENSUS_1871,7970.17,P122_borders_with
ON015003,ON016004,CENSUS_1871,11157.4,P122_borders_with
ON015003,ON015004,CENSUS_1871,3509.12,P122_borders_with
ON015003,ON016002,CENSUS_1871,29016.1,P122_borders_with
ON015003,ON016001,CENSUS_1871,6504.66,P122_borders_with
ON015004,ON016002,CENSUS_1871,7964.34,P122_borders_with
ON068004,ON070001,CENSUS_1871,9935.94,P122_borders_with
ON068004,ON069001,CENSUS_1871,23236.85,P122_borders_with
ON068004,ON070003,CENSUS_1871,6028.75,P122_borders_with
ON068003,ON068004,CENSUS_1871,2166.11,P122_borders_with
ON028007,ON028999,CENSUS_1871,11437.23,P122_borders_with
ON028007,ON028008,CENSUS_1871,11157.63,P122_borders_with
ON028006,ON037009,CENSUS_1871,24575.59,P122_borders_with
ON028006,ON028007,CENSUS_1871,12496.39,P122_borders_with
ON028005,ON037001,CENSUS_1871,4433.99,P122_borders_with
