:START_ID,:END_ID,during_period,shared_border_length_m:float,:TYPE
AB001001,AB004001,CENSUS_1911,79052.04,P122_borders_with
AB001001,AB003001,CENSUS_1911,55134.23,P122_borders_with
AB001001,AB003999,CENSUS_1911,9778.51,P122_borders_with
AB001001,AB001017,CENSUS_1911,5999.98,P122_borders_with
AB001001,AB001018,CENSUS_1911,5999.95,P122_borders_with
AB001001,AB001002,CENSUS_1911,48337.56,P122_borders_with
AB001001,AB001006,CENSUS_1911,44727.31,P122_borders_with
AB001001,AB001014,CENSUS_1911,5999.95,P122_borders_with
AB001001,AB001008,CENSUS_1911,5999.95,P122_borders_with
AB001001,AB001016,CENSUS_1911,5999.92,P122_borders_with
AB001001,AB001004,CENSUS_1911,5999.95,P122_borders_with
AB001001,AB001999,CENSUS_1911,78167.19,P122_borders_with
AB001001,AB001007,CENSUS_1911,5999.92,P122_borders_with
AB001001,AB001003,CENSUS_1911,99284.34,P122_borders_with
AB001001,AB001015,CENSUS_1911,5999.94,P122_borders_with
AB001001,AB001009,CENSUS_1911,5999.94,P122_borders_with
AB001001,AB001013,CENSUS_1911,5999.95,P122_borders_with
AB001001,AB001011,CENSUS_1911,3984.82,P122_borders_with
AB001001,AB001005,CENSUS_1911,158331.12,P122_borders_with
AB001001,AB005001,CENSUS_1911,110177.84,P122_borders_with
AB001002,AB003001,CENSUS_1911,28946.26,P122_borders_with
AB001002,AB003999,CENSUS_1911,307.38,P122_borders_with
AB001003,AB001999,CENSUS_1911,6815.48,P122_borders_with
AB001003,AB001005,CENSUS_1911,40467.51,P122_borders_with
AB001005,AB003999,CENSUS_1911,43455.51,P122_borders_with
AB001005,AB001999,CENSUS_1911,9697.65,P122_borders_with
AB001005,AB001012,CENSUS_1911,5999.95,P122_borders_with
AB001005,AB001010,CENSUS_1911,5999.97,P122_borders_with
AB001005,AB001011,CENSUS_1911,2015.13,P122_borders_with
AB001005,AB005001,CENSUS_1911,488.28,P122_borders_with
AB001005,BC009001,CENSUS_1911,144497.76,P122_borders_with
AB001005,AB005002,CENSUS_1911,102793.62,P122_borders_with
AB001999,AB003999,CENSUS_1911,19453.27,P122_borders_with
AB002001,AB006001,CENSUS_1911,134427.63,P122_borders_with
AB002001,AB006999,CENSUS_1911,32332.32,P122_borders_with
AB002001,AB002006,CENSUS_1911,22303.1,P122_borders_with
AB002001,AB002016,CENSUS_1911,5999.94,P122_borders_with
AB002001,AB002013,CENSUS_1911,5999.98,P122_borders_with
AB002001,AB002018,CENSUS_1911,5999.99,P122_borders_with
AB002001,AB002017,CENSUS_1911,5999.97,P122_borders_with
