:START_ID,:END_ID,relationship_type,iou:float,from_fraction:float,to_fraction:float,year_from:int,year_to:int,:TYPE
NB032013_1881,NB023005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032011_1881,NB023007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032006_1881,NB023008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032005_1881,NB023009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032001_1881,NB023010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032002_1881,NB023011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032004_1881,NB023012_1891,CONTAINS,0.7841,0.7841,1.0,1881,1891,P134_continued
NB032007_1881,NB023013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033004_1881,NB024001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033001_1881,NB024002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033007_1881,NB024004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033002_1881,NB024005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033008_1881,NB024006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033005_1881,NB024007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB033003_1881,NB024008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030015_1881,NB025001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030011_1881,NB025002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030016_1881,NB025003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030010_1881,NB025004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030008_1881,NB025010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030007_1881,NB025011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030006_1881,NB025013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030012_1881,NB025014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030009_1881,NB025015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030014_1881,NB025016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030018_1881,NB025012_1891,CONTAINS,0.0032,0.0032,1.0,1881,1891,P134_continued
NB030018_1881,NB025017_1891,SAME_AS,0.9968,0.9968,1.0,1881,1891,P134_continued
NB030013_1881,NB025018_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030017_1881,NB025019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB024008_1881,NB020001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030005_1881,NB025006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030004_1881,NB025007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030003_1881,NB025005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030002_1881,NB025008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB030001_1881,NB025009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB026011_1881,NB013015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB026013_1881,NB013017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NB032003_1881,NB023006_1891,WITHIN,0.2845,1.0,0.2845,1881,1891,P134_continued
NS016005_1881,NS026003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS016011_1881,NS026005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS016003_1881,NS026006_1891,CONTAINS,0.6143,0.6143,1.0,1881,1891,P134_continued
NS016003_1881,NS026026_1891,CONTAINS,0.3857,0.3857,1.0,1881,1891,P134_continued
NS016009_1881,NS026002_1891,CONTAINS,0.6185,0.6185,1.0,1881,1891,P134_continued
NS016009_1881,NS026008_1891,CONTAINS,0.3815,0.3815,1.0,1881,1891,P134_continued
NS016008_1881,NS026007_1891,CONTAINS,0.4542,0.4542,1.0,1881,1891,P134_continued
NS016008_1881,NS026009_1891,CONTAINS,0.5458,0.5458,1.0,1881,1891,P134_continued
NS016006_1881,NS026011_1891,CONTAINS,0.4357,0.4357,1.0,1881,1891,P134_continued
NS016006_1881,NS026024_1891,CONTAINS,0.5643,0.5643,1.0,1881,1891,P134_continued
NS016015_1881,NS026016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS016001_1881,NS026018_1891,CONTAINS,0.2729,0.2729,1.0,1881,1891,P134_continued
NS016001_1881,NS026019_1891,CONTAINS,0.4341,0.4341,1.0,1881,1891,P134_continued
NS016001_1881,NS026017_1891,CONTAINS,0.293,0.293,1.0,1881,1891,P134_continued
NS016002_1881,NS026020_1891,CONTAINS,0.3815,0.3815,1.0,1881,1891,P134_continued
NS016002_1881,NS026025_1891,CONTAINS,0.6185,0.6185,1.0,1881,1891,P134_continued
NS016013_1881,NS026028_1891,CONTAINS,0.5796,0.5796,1.0,1881,1891,P134_continued
NS016013_1881,NS026022_1891,CONTAINS,0.4204,0.4204,1.0,1881,1891,P134_continued
NS016012_1881,NS026014_1891,CONTAINS,0.6947,0.6947,1.0,1881,1891,P134_continued
NS016012_1881,NS026023_1891,CONTAINS,0.3053,0.3053,1.0,1881,1891,P134_continued
NS016010_1881,NS026021_1891,CONTAINS,0.3513,0.3513,1.0,1881,1891,P134_continued
NS016010_1881,NS026015_1891,CONTAINS,0.3652,0.3652,1.0,1881,1891,P134_continued
NS016010_1881,NS026001_1891,CONTAINS,0.0091,0.0091,1.0,1881,1891,P134_continued
NS016010_1881,NS026027_1891,CONTAINS,0.2745,0.2745,1.0,1881,1891,P134_continued
NS016004_1881,NS026004_1891,CONTAINS,0.0243,0.0243,1.0,1881,1891,P134_continued
NS021004_1881,NS027003_1891,CONTAINS,0.4986,0.4986,1.0,1881,1891,P134_continued
NS021004_1881,NS027010_1891,CONTAINS,0.5014,0.5014,1.0,1881,1891,P134_continued
NS021003_1881,NS027002_1891,CONTAINS,0.2341,0.2341,1.0,1881,1891,P134_continued
NS021003_1881,NS027014_1891,CONTAINS,0.741,0.741,1.0,1881,1891,P134_continued
NS021003_1881,NS027001_1891,CONTAINS,0.0249,0.0249,1.0,1881,1891,P134_continued
NS021010_1881,NS027006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS021008_1881,NS027007_1891,CONTAINS,0.5721,0.5721,1.0,1881,1891,P134_continued
NS021008_1881,NS027012_1891,CONTAINS,0.4279,0.4279,1.0,1881,1891,P134_continued
NS021002_1881,NS027009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS021011_1881,NS027015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS021001_1881,NS027016_1891,CONTAINS,0.6485,0.6485,1.0,1881,1891,P134_continued
NS021001_1881,NS027005_1891,CONTAINS,0.3515,0.3515,1.0,1881,1891,P134_continued
NS005005_1881,NS043001_1891,CONTAINS,0.6577,0.6577,1.0,1881,1891,P134_continued
NS005005_1881,NS043003_1891,CONTAINS,0.3423,0.3423,1.0,1881,1891,P134_continued
NS005014_1881,NS043002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006002_1881,NS028003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006003_1881,NS028004_1891,CONTAINS,0.57,0.57,1.0,1881,1891,P134_continued
NS006003_1881,NS028016_1891,CONTAINS,0.43,0.43,1.0,1881,1891,P134_continued
NS005013_1881,NS043013_1891,CONTAINS,0.2816,0.2816,1.0,1881,1891,P134_continued
NS005013_1881,NS043005_1891,CONTAINS,0.7184,0.7184,1.0,1881,1891,P134_continued
NS005008_1881,NS043006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006001_1881,NS028012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005012_1881,NS043008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005003_1881,NS043007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005002_1881,NS043009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005001_1881,NS043010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005004_1881,NS043011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005007_1881,NS043012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005010_1881,NS043015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005011_1881,NS043014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS005009_1881,NS043016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006004_1881,NS028020_1891,CONTAINS,0.4916,0.4916,1.0,1881,1891,P134_continued
NS006004_1881,NS028025_1891,CONTAINS,0.1915,0.1915,1.0,1881,1891,P134_continued
NS006004_1881,NS028023_1891,CONTAINS,0.3169,0.3169,1.0,1881,1891,P134_continued
NS006005_1881,NS028001_1891,CONTAINS,0.7458,0.7458,1.0,1881,1891,P134_continued
NS006005_1881,NS028014_1891,CONTAINS,0.2542,0.2542,1.0,1881,1891,P134_continued
NS006008_1881,NS028002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006012_1881,NS028006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006014_1881,NS028009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006015_1881,NS028017_1891,CONTAINS,0.3136,0.3136,1.0,1881,1891,P134_continued
NS006015_1881,NS028011_1891,CONTAINS,0.6864,0.6864,1.0,1881,1891,P134_continued
NS006009_1881,NS028005_1891,CONTAINS,0.456,0.456,1.0,1881,1891,P134_continued
NS006009_1881,NS028015_1891,CONTAINS,0.3421,0.3421,1.0,1881,1891,P134_continued
NS006009_1881,NS028010_1891,CONTAINS,0.2019,0.2019,1.0,1881,1891,P134_continued
NS006010_1881,NS028019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006013_1881,NS028007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006017_1881,NS028024_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS006016_1881,NS028022_1891,CONTAINS,0.873,0.873,1.0,1881,1891,P134_continued
NS006016_1881,NS028021_1891,CONTAINS,0.127,0.127,1.0,1881,1891,P134_continued
NS006011_1881,NS028018_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019015_1881,NS029004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019011_1881,NS029005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019002_1881,NS029006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019001_1881,NS029007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019017_1881,NS029010_1891,CONTAINS,0.5079,0.5079,1.0,1881,1891,P134_continued
NS019017_1881,NS029009_1891,CONTAINS,0.4921,0.4921,1.0,1881,1891,P134_continued
NS019003_1881,NS029012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019006_1881,NS029011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019004_1881,NS029001_1891,CONTAINS,0.1884,0.1884,1.0,1881,1891,P134_continued
NS019004_1881,NS029013_1891,CONTAINS,0.6832,0.6832,1.0,1881,1891,P134_continued
NS019004_1881,NS029002_1891,CONTAINS,0.1283,0.1283,1.0,1881,1891,P134_continued
NS019018_1881,NS029014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019008_1881,NS029015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019007_1881,NS029016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019013_1881,NS029017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019009_1881,NS029019_1891,CONTAINS,0.5827,0.5827,1.0,1881,1891,P134_continued
NS019009_1881,NS029018_1891,CONTAINS,0.4173,0.4173,1.0,1881,1891,P134_continued
NS019005_1881,NS029023_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS019019_1881,NS029021_1891,CONTAINS,0.5578,0.5578,1.0,1881,1891,P134_continued
NS019019_1881,NS029022_1891,CONTAINS,0.4422,0.4422,1.0,1881,1891,P134_continued
NS019010_1881,NS029025_1891,CONTAINS,0.7048,0.7048,1.0,1881,1891,P134_continued
NS019010_1881,NS029024_1891,CONTAINS,0.2952,0.2952,1.0,1881,1891,P134_continued
NS019014_1881,NS029020_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022011_1881,NS030004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022002_1881,NS030003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022012_1881,NS030011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022001_1881,NS030001_1891,CONTAINS,0.0428,0.0428,1.0,1881,1891,P134_continued
NS022009_1881,NS030015_1891,CONTAINS,0.4405,0.4405,1.0,1881,1891,P134_continued
NS022009_1881,NS030005_1891,CONTAINS,0.528,0.528,1.0,1881,1891,P134_continued
NS022009_1881,NS030014_1891,CONTAINS,0.0316,0.0316,1.0,1881,1891,P134_continued
NS022003_1881,NS030008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022010_1881,NS030013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022008_1881,NS030012_1891,CONTAINS,0.468,0.468,1.0,1881,1891,P134_continued
NS022008_1881,NS030007_1891,CONTAINS,0.532,0.532,1.0,1881,1891,P134_continued
NS022004_1881,NS030018_1891,CONTAINS,0.8009,0.8009,1.0,1881,1891,P134_continued
NS022004_1881,NS030006_1891,CONTAINS,0.1991,0.1991,1.0,1881,1891,P134_continued
NS022005_1881,NS030019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS022006_1881,NS030017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015011_1881,NS031001_1891,CONTAINS,0.3631,0.3631,1.0,1881,1891,P134_continued
NS015011_1881,NS031011_1891,CONTAINS,0.3494,0.3494,1.0,1881,1891,P134_continued
NS015011_1881,NS031012_1891,CONTAINS,0.2875,0.2875,1.0,1881,1891,P134_continued
NS015010_1881,NS031003_1891,CONTAINS,0.164,0.164,1.0,1881,1891,P134_continued
NS015010_1881,NS031002_1891,CONTAINS,0.3224,0.3224,1.0,1881,1891,P134_continued
NS015010_1881,NS031007_1891,CONTAINS,0.5135,0.5135,1.0,1881,1891,P134_continued
NS015005_1881,NS031006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015001_1881,NS031008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015002_1881,NS031010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015014_1881,NS031013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015007_1881,NS031014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015015_1881,NS031015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015012_1881,NS031016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015004_1881,NS031009_1891,CONTAINS,0.4245,0.4245,1.0,1881,1891,P134_continued
NS015004_1881,NS031017_1891,CONTAINS,0.5755,0.5755,1.0,1881,1891,P134_continued
NS015016_1881,NS031018_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015009_1881,NS031019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015013_1881,NS031020_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015006_1881,NS031021_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015008_1881,NS031022_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS015003_1881,NS031005_1891,CONTAINS,0.0265,0.0265,1.0,1881,1891,P134_continued
NS008009_1881,NS032001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008005_1881,NS032003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008002_1881,NS032004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008010_1881,NS032005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008001_1881,NS032006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008006_1881,NS032009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008013_1881,NS032007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008019_1881,NS032010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008018_1881,NS032011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008011_1881,NS032013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008008_1881,NS032014_1891,CONTAINS,0.4117,0.4117,1.0,1881,1891,P134_continued
NS008008_1881,NS032012_1891,CONTAINS,0.5883,0.5883,1.0,1881,1891,P134_continued
NS008014_1881,NS032015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008015_1881,NS032016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008012_1881,NS032017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008007_1881,NS032018_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008017_1881,NS032019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS008004_1881,NS032020_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS010020_1881,NS034025_1891,CONTAINS,0.461,0.461,1.0,1881,1891,P134_continued
NS010020_1881,NS034024_1891,CONTAINS,0.539,0.539,1.0,1881,1891,P134_continued
NS010009_1881,NS034005_1891,CONTAINS,0.4334,0.4334,1.0,1881,1891,P134_continued
NS010009_1881,NS034006_1891,CONTAINS,0.5666,0.5666,1.0,1881,1891,P134_continued
NS010010_1881,NS034030_1891,CONTAINS,0.3719,0.3719,1.0,1881,1891,P134_continued
NS010010_1881,NS034029_1891,CONTAINS,0.6281,0.6281,1.0,1881,1891,P134_continued
NS010022_1881,NS034023_1891,CONTAINS,0.5881,0.5881,1.0,1881,1891,P134_continued
NS010022_1881,NS034022_1891,CONTAINS,0.4119,0.4119,1.0,1881,1891,P134_continued
NS010021_1881,NS034034_1891,CONTAINS,0.2076,0.2076,1.0,1881,1891,P134_continued
NS010021_1881,NS034035_1891,CONTAINS,0.6412,0.6412,1.0,1881,1891,P134_continued
NS010018_1881,NS034027_1891,CONTAINS,0.6841,0.6841,1.0,1881,1891,P134_continued
NS010023_1881,NS034021_1891,CONTAINS,0.4596,0.4596,1.0,1881,1891,P134_continued
NS010023_1881,NS034020_1891,CONTAINS,0.5404,0.5404,1.0,1881,1891,P134_continued
NS010014_1881,NS034028_1891,WITHIN,0.9067,1.0,0.9067,1881,1891,P134_continued
NS009001_1881,NS033001_1891,CONTAINS,0.8296,0.8296,1.0,1881,1891,P134_continued
NS018002_1881,NS035005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018009_1881,NS035008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018015_1881,NS035010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018010_1881,NS035012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018013_1881,NS035013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018005_1881,NS035020_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018007_1881,NS035001_1891,CONTAINS,0.1421,0.1421,1.0,1881,1891,P134_continued
NS018007_1881,NS035015_1891,CONTAINS,0.2089,0.2089,1.0,1881,1891,P134_continued
NS018007_1881,NS035003_1891,CONTAINS,0.6491,0.6491,1.0,1881,1891,P134_continued
NS018011_1881,NS035017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018006_1881,NS035002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018014_1881,NS035021_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018001_1881,NS035009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS018003_1881,NS035004_1891,CONTAINS,0.889,0.889,1.0,1881,1891,P134_continued
NS018003_1881,NS035022_1891,CONTAINS,0.111,0.111,1.0,1881,1891,P134_continued
NS004010_1881,NS036001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004013_1881,NS036002_1891,CONTAINS,0.7957,0.7957,1.0,1881,1891,P134_continued
NS004013_1881,NS036013_1891,CONTAINS,0.2043,0.2043,1.0,1881,1891,P134_continued
NS004007_1881,NS036003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004005_1881,NS036006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004016_1881,NS036007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004009_1881,NS036008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004008_1881,NS036005_1891,CONTAINS,0.3851,0.3851,1.0,1881,1891,P134_continued
NS004008_1881,NS036014_1891,CONTAINS,0.6149,0.6149,1.0,1881,1891,P134_continued
NS004001_1881,NS036004_1891,CONTAINS,0.1488,0.1488,1.0,1881,1891,P134_continued
NS004001_1881,NS036015_1891,CONTAINS,0.8512,0.8512,1.0,1881,1891,P134_continued
NS004006_1881,NS036016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004002_1881,NS036018_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004011_1881,NS036019_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004003_1881,NS036012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS004017_1881,NS036021_1891,CONTAINS,0.7106,0.7106,1.0,1881,1891,P134_continued
NS004017_1881,NS036020_1891,CONTAINS,0.2894,0.2894,1.0,1881,1891,P134_continued
NS017012_1881,NS037012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS017002_1881,NS037002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS017004_1881,NS037004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS017011_1881,NS037011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS017014_1881,NS037014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS017005_1881,NS037005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011009_1881,NS038003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011003_1881,NS038002_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011005_1881,NS038008_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011006_1881,NS038004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011013_1881,NS038005_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011004_1881,NS038012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011012_1881,NS038007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011007_1881,NS038009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011008_1881,NS038010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011002_1881,NS038011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011011_1881,NS038001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011010_1881,NS038013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS011001_1881,NS038006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020023_1881,NS039003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020020_1881,NS039007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020004_1881,NS039004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020021_1881,NS039010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020009_1881,NS039012_1891,WITHIN,0.5322,1.0,0.5322,1881,1891,P134_continued
NS020014_1881,NS039013_1891,CONTAINS,0.8729,0.8729,1.0,1881,1891,P134_continued
NS020018_1881,NS039014_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020019_1881,NS039015_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020022_1881,NS039016_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020013_1881,NS039017_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020001_1881,NS039019_1891,CONTAINS,0.7103,0.7103,1.0,1881,1891,P134_continued
NS020001_1881,NS039006_1891,CONTAINS,0.2897,0.2897,1.0,1881,1891,P134_continued
NS020012_1881,NS039021_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020003_1881,NS039024_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020026_1881,NS039009_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020016_1881,NS039020_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS020006_1881,NS039023_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007001_1881,NS041001_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007005_1881,NS041003_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007003_1881,NS041004_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007009_1881,NS041006_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007004_1881,NS041012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007012_1881,NS041007_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007008_1881,NS041010_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007006_1881,NS041011_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS007010_1881,NS041014_1891,CONTAINS,0.4792,0.4792,1.0,1881,1891,P134_continued
NS007010_1881,NS041008_1891,CONTAINS,0.5208,0.5208,1.0,1881,1891,P134_continued
NS007007_1881,NS041013_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS013010_1881,NS042002_1891,CONTAINS,0.1388,0.1388,1.0,1881,1891,P134_continued
NS013010_1881,NS042001_1891,CONTAINS,0.8612,0.8612,1.0,1881,1891,P134_continued
NS013009_1881,NS042003_1891,CONTAINS,0.5476,0.5476,1.0,1881,1891,P134_continued
NS013009_1881,NS042004_1891,CONTAINS,0.4524,0.4524,1.0,1881,1891,P134_continued
NS013005_1881,NS042006_1891,CONTAINS,0.8582,0.8582,1.0,1881,1891,P134_continued
NS013005_1881,NS042008_1891,CONTAINS,0.1418,0.1418,1.0,1881,1891,P134_continued
NS013004_1881,NS042012_1891,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
NS013011_1881,NS042014_1891,CONTAINS,0.2387,0.2387,1.0,1881,1891,P134_continued
