presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_ON_Addington_1901,CD_ON_Addington,1901,5660581326.6,15,E93_Presence
CD_NB_Albert_1901,CD_NB_Albert,1901,1875784373.85,6,E93_Presence
CD_NT_Alberta_1901,CD_NT_Alberta,1901,260702828404.34,134,E93_Presence
CD_ON_Algoma_1901,CD_ON_Algoma,1901,280734101756.56,96,E93_Presence
CD_NS_Annapolis_1901,CD_NS_Annapolis,1901,3516171729.92,29,E93_Presence
CD_NS_Antigonish_1901,CD_NS_Antigonish,1901,1561894002.12,17,E93_Presence
CD_QC_Argenteuil_1901,CD_QC_Argenteuil,1901,2041411461.79,14,E93_Presence
"CD_NT_Assiniboia,_East—Est_1901","CD_NT_Assiniboia,_East—Est",1901,60217419146.59,109,E93_Presence
"CD_NT_Assiniboia,_West—Ouest_1901","CD_NT_Assiniboia,_West—Ouest",1901,169347740009.2,79,E93_Presence
CD_QC_Bagot_1901,CD_QC_Bagot,1901,854842427.0,14,E93_Presence
CD_QC_Beauce_1901,CD_QC_Beauce,1901,5158330013.82,32,E93_Presence
CD_QC_Beauharnois_1901,CD_QC_Beauharnois,1901,393990597.35,8,E93_Presence
CD_QC_Bellechasse_1901,CD_QC_Bellechasse,1901,1693961183.05,13,E93_Presence
CD_QC_Berthier_1901,CD_QC_Berthier,1901,5580853957.24,14,E93_Presence
CD_QC_Bonaventure_1901,CD_QC_Bonaventure,1901,9013421925.66,14,E93_Presence
CD_ON_Bothwell_1901,CD_ON_Bothwell,1901,1506485357.53,9,E93_Presence
CD_MB_Brandon_1901,CD_MB_Brandon,1901,13914076243.23,19,E93_Presence
"CD_ON_Brant,_South—Sud_1901","CD_ON_Brant,_South—Sud",1901,468893080.7,5,E93_Presence
CD_ON_Brockville_1901,CD_ON_Brockville,1901,609351364.57,7,E93_Presence
CD_QC_Brome_1901,CD_QC_Brome,1901,1323044135.99,11,E93_Presence
"CD_ON_Bruce,_East—Est_1901","CD_ON_Bruce,_East—Est",1901,1107404713.98,6,E93_Presence
"CD_ON_Bruce,_North—Nord_1901","CD_ON_Bruce,_North—Nord",1901,2027700273.81,12,E93_Presence
"CD_ON_Bruce,_West—Ouest_1901","CD_ON_Bruce,_West—Ouest",1901,1208685690.84,9,E93_Presence
CD_BC_Burrard_1901,CD_BC_Burrard,1901,459356339433.07,4,E93_Presence
CD_NS_Cape_Breton_1901,CD_NS_Cape_Breton,1901,2736852654.64,28,E93_Presence
CD_ON_Cardwell_1901,CD_ON_Cardwell,1901,1049210234.45,5,E93_Presence
CD_NB_Carleton_1901,CD_NB_Carleton,1901,3427847680.77,12,E93_Presence
CD_ON_Carleton_1901,CD_ON_Carleton,1901,1241223573.05,9,E93_Presence
CD_QC_Chambly_&_Verchères_1901,CD_QC_Chambly_&_Verchères,1901,922806338.95,20,E93_Presence
CD_QC_Champlain_1901,CD_QC_Champlain,1901,27829545505.6,23,E93_Presence
CD_QC_Charlevoix_1901,CD_QC_Charlevoix,1901,5878218959.49,15,E93_Presence
CD_NB_Charlotte_1901,CD_NB_Charlotte,1901,3676128982.84,17,E93_Presence
CD_QC_Chateauguay_1901,CD_QC_Chateauguay,1901,745673693.36,11,E93_Presence
CD_QC_Chicoutimi_&_Saguenay_1901,CD_QC_Chicoutimi_&_Saguenay,1901,356287676612.55,56,E93_Presence
CD_NS_Colchester_1901,CD_NS_Colchester,1901,3786859186.89,23,E93_Presence
CD_QC_Compton_1901,CD_QC_Compton,1901,3815927221.93,23,E93_Presence
CD_ON_Cornwall_&_Stormont_1901,CD_ON_Cornwall_&_Stormont,1901,1073175841.0,5,E93_Presence
CD_NS_Cumberland_1901,CD_NS_Cumberland,1901,4521900424.99,33,E93_Presence
CD_QC_Deux-Montagnes_1901,CD_QC_Deux-Montagnes,1901,731412767.62,13,E93_Presence
CD_NS_Digby_1901,CD_NS_Digby,1901,2801570126.73,25,E93_Presence
CD_QC_Dorchester_1901,CD_QC_Dorchester,1901,2504117912.39,16,E93_Presence
