:START_ID,:END_ID,during_period,:TYPE
NL001999_1921,CD_NL_Labrador_1921,CENSUS_1921,P10_falls_within
NB022001_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB022002_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB022003_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB022004_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB022005_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB022006_1921,CD_NB_Albert_1921,CENSUS_1921,P10_falls_within
NB023001_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023002_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023003_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023004_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023005_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023006_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023007_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023008_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023009_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023010_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023011_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023012_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023013_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB023014_1921,CD_NB_Carleton_1921,CENSUS_1921,P10_falls_within
NB024001_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024002_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024003_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024004_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024005_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024006_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024007_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024008_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024009_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024010_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024011_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024012_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024013_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024014_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024015_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024016_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024017_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024018_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB024019_1921,CD_NB_Charlotte_1921,CENSUS_1921,P10_falls_within
NB025001_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025002_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025003_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025004_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025005_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025006_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025007_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025008_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025009_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025010_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB025011_1921,CD_NB_Gloucester_1921,CENSUS_1921,P10_falls_within
NB026001_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026002_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026003_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026004_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026005_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026006_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026007_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026008_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026009_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026010_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026011_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026012_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026013_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB026999_1921,CD_NB_Kent_1921,CENSUS_1921,P10_falls_within
NB027001_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027002_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027003_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027004_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027005_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027006_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027007_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027008_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027009_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027010_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027011_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027012_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027013_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027014_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027015_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027016_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027017_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB027018_1921,CD_NB_Kings_1921,CENSUS_1921,P10_falls_within
NB028001_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028002_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028003_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028004_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028005_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028006_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028007_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028008_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028009_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028010_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028011_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028012_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028013_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB028014_1921,CD_NB_Madawaska_1921,CENSUS_1921,P10_falls_within
NB029001_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029002_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029003_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029004_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029005_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029006_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029007_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029008_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029009_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029010_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029011_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029012_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029013_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029014_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029015_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB029016_1921,CD_NB_Northumberland_1921,CENSUS_1921,P10_falls_within
NB030001_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030002_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030003_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030004_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030005_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030006_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030007_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030008_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030009_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030010_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB030011_1921,CD_NB_Queens_1921,CENSUS_1921,P10_falls_within
NB031001_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031002_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031003_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031004_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031005_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031006_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031007_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031008_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB031009_1921,CD_NB_Restigouche_1921,CENSUS_1921,P10_falls_within
NB032001_1921,CD_NB_St._John_1921,CENSUS_1921,P10_falls_within
NB032002_1921,CD_NB_St._John_1921,CENSUS_1921,P10_falls_within
NB032003_1921,CD_NB_St._John_1921,CENSUS_1921,P10_falls_within
NB032004_1921,CD_NB_St._John_1921,CENSUS_1921,P10_falls_within
NB032005_1921,CD_NB_St._John_1921,CENSUS_1921,P10_falls_within
NB033001_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033002_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033003_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033004_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033005_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033006_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033007_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB033008_1921,CD_NB_Sunbury_1921,CENSUS_1921,P10_falls_within
NB034001_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034002_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034003_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034004_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034005_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034006_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034007_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034008_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034009_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB034010_1921,CD_NB_Victoria_1921,CENSUS_1921,P10_falls_within
NB035001_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035002_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035003_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035004_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035005_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035006_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035007_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035008_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035009_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035010_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035011_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035012_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB035013_1921,CD_NB_Westmorland_1921,CENSUS_1921,P10_falls_within
NB036001_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036002_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036003_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036004_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036005_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036006_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036007_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036008_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036009_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036010_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036011_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036012_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036013_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036014_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036015_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036016_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036017_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NB036018_1921,CD_NB_York_1921,CENSUS_1921,P10_falls_within
NS004001_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004002_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004003_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004004_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004005_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004006_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004007_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004008_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004009_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004010_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004011_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004012_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004013_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004014_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004015_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004016_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004017_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004018_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004019_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004020_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004021_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004022_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004023_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004024_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004025_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004026_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004027_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004028_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004029_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004030_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004031_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS004999_1921,CD_NS_Annapolis_1921,CENSUS_1921,P10_falls_within
NS005001_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005002_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005003_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005004_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005005_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005006_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005007_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005008_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005009_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005010_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005011_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005012_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005013_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005014_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005015_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005016_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005017_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005018_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS005019_1921,CD_NS_Antigonish_1921,CENSUS_1921,P10_falls_within
NS006001_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006002_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006003_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006004_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006005_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006006_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006007_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006008_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006009_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006010_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
NS006011_1921,CD_NS_Cape_Breton_1921,CENSUS_1921,P10_falls_within
