presence_id:ID,csd_tcpuid,census_year:int,area_sqm:float,:LABEL
ON182003_1881,ON182003,1881,175411049.49,E93_Presence
ON182010_1881,ON182010,1881,493780070.3,E93_Presence
ON182007_1881,ON182007,1881,394730639.64,E93_Presence
ON182006_1881,ON182006,1881,205519565.11,E93_Presence
ON182999_1881,ON182999,1881,337176183810.18,E93_Presence
ON182011_1881,ON182011,1881,358083349.42,E93_Presence
ON182009_1881,ON182009,1881,223608121.22,E93_Presence
ON182001_1881,ON182001,1881,369650587.38,E93_Presence
ON182004_1881,ON182004,1881,132848233.58,E93_Presence
ON182005_1881,ON182005,1881,150358092.73,E93_Presence
ON182016_1881,ON182016,1881,105540416.28,E93_Presence
ON182015_1881,ON182015,1881,246629799.02,E93_Presence
ON182026_1881,ON182026,1881,72739544.64,E93_Presence
ON182033_1881,ON182033,1881,417786492.46,E93_Presence
ON182022_1881,ON182022,1881,93530140.64,E93_Presence
ON160001_1881,ON160001,1881,150082504.02,E93_Presence
ON159002_1881,ON159002,1881,293840439.66,E93_Presence
ON160003_1881,ON160003,1881,205751206.65,E93_Presence
ON159005_1881,ON159005,1881,180074350.78,E93_Presence
ON159003_1881,ON159003,1881,48438869.1,E93_Presence
ON159004_1881,ON159004,1881,173138379.66,E93_Presence
ON159001_1881,ON159001,1881,11291854.96,E93_Presence
ON109006_1881,ON109006,1881,366925299.38,E93_Presence
ON109005_1881,ON109005,1881,1112988.11,E93_Presence
ON177006_1881,ON177006,1881,261740228.51,E93_Presence
ON177005_1881,ON177005,1881,354738711.4,E93_Presence
ON177002_1881,ON177002,1881,244170341.42,E93_Presence
ON177001_1881,ON177001,1881,301384094.6,E93_Presence
ON177007_1881,ON177007,1881,845563228.34,E93_Presence
ON176005_1881,ON176005,1881,261703943.1,E93_Presence
ON177003_1881,ON177003,1881,167195471.29,E93_Presence
ON176006_1881,ON176006,1881,2597995.9,E93_Presence
ON177009_1881,ON177009,1881,2597995.76,E93_Presence
ON177008_1881,ON177008,1881,2597995.94,E93_Presence
ON177004_1881,ON177004,1881,13411373.4,E93_Presence
ON177011_1881,ON177011,1881,2598010.34,E93_Presence
ON176011_1881,ON176011,1881,2598006.39,E93_Presence
ON176008_1881,ON176008,1881,308964108.05,E93_Presence
ON176004_1881,ON176004,1881,261388218.5,E93_Presence
ON176003_1881,ON176003,1881,246604461.12,E93_Presence
ON177013_1881,ON177013,1881,237007679.09,E93_Presence
ON176007_1881,ON176007,1881,285251885.09,E93_Presence
ON176001_1881,ON176001,1881,256747075.13,E93_Presence
ON176002_1881,ON176002,1881,202845442.92,E93_Presence
ON177010_1881,ON177010,1881,2597996.01,E93_Presence
ON176009_1881,ON176009,1881,2598020.63,E93_Presence
ON176012_1881,ON176012,1881,3000898.43,E93_Presence
ON177012_1881,ON177012,1881,2597995.96,E93_Presence
ON176010_1881,ON176010,1881,2598020.52,E93_Presence
ON108009_1881,ON108009,1881,269923915.74,E93_Presence
ON108004_1881,ON108004,1881,291866579.85,E93_Presence
ON108002_1881,ON108002,1881,155288450.79,E93_Presence
ON108007_1881,ON108007,1881,269530544.33,E93_Presence
ON108006_1881,ON108006,1881,124383085.43,E93_Presence
ON108003_1881,ON108003,1881,275185755.84,E93_Presence
ON108001_1881,ON108001,1881,276948340.45,E93_Presence
ON108008_1881,ON108008,1881,115830468.94,E93_Presence
ON108005_1881,ON108005,1881,1720891.79,E93_Presence
ON153009_1881,ON153009,1881,274223086.64,E93_Presence
ON152009_1881,ON152009,1881,178788272.93,E93_Presence
ON153008_1881,ON153008,1881,389417686.11,E93_Presence
ON155005_1881,ON155005,1881,332176726.27,E93_Presence
ON141005_1881,ON141005,1881,297027714.4,E93_Presence
ON138004_1881,ON138004,1881,300695831.7,E93_Presence
ON152001_1881,ON152001,1881,6791829.55,E93_Presence
ON155006_1881,ON155006,1881,1368360.46,E93_Presence
ON102001_1881,ON102001,1881,274490362.6,E93_Presence
ON102005_1881,ON102005,1881,260569643.04,E93_Presence
ON102003_1881,ON102003,1881,260554407.95,E93_Presence
ON102006_1881,ON102006,1881,261612198.61,E93_Presence
ON102002_1881,ON102002,1881,2598988.7,E93_Presence
ON102004_1881,ON102004,1881,2598083.75,E93_Presence
ON128004_1881,ON128004,1881,182855371.37,E93_Presence
ON127003_1881,ON127003,1881,277306684.69,E93_Presence
ON128003_1881,ON128003,1881,311223125.69,E93_Presence
ON128001_1881,ON128001,1881,303388804.77,E93_Presence
