:START_ID,:END_ID,during_period,:TYPE
AB001001,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001002,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001003,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001004,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001005,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001006,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001007,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001008,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001009,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001010,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001011,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001012,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001013,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001014,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001015,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001016,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001017,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001018,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB001999,CD_AB_Calgary,CENSUS_1911,P89_falls_within
AB002001,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002002,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002003,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002004,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002005,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002006,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002007,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002008,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002009,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002010,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002011,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002012,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002013,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002014,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002015,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002016,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002017,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002018,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB002999,CD_AB_Edmonton,CENSUS_1911,P89_falls_within
AB003001,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003002,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003003,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003004,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003005,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003006,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003007,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003008,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003009,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003010,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003011,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003012,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003013,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003014,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003015,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003016,CD_AB_Macleod,CENSUS_1911,P89_falls_within
AB003017,CD_AB_Macleod,CENSUS_1911,P89_falls_within
