place_id:ID,place_type,:LABEL
PE139009,CSD,E53_Place
ON146037,CSD,E53_Place
ON166002,CSD,E53_Place
SK212001,CSD,E53_Place
QC041016,CSD,E53_Place
QC171012,CSD,E53_Place
QC185017,CSD,E53_Place
NB031007,CSD,E53_Place
ON111015,CSD,E53_Place
ON102026,CSD,E53_Place
AB194038,CSD,E53_Place
ON131008,CSD,E53_Place
ON133001,CSD,E53_Place
NS006014,CSD,E53_Place
SK213008,CSD,E53_Place
SK213021,CSD,E53_Place
ON062003,CSD,E53_Place
ON179006,CSD,E53_Place
ON115016,CSD,E53_Place
QC061999,CSD,E53_Place
NS035012,CSD,E53_Place
AB191005,CSD,E53_Place
ON151013,CSD,E53_Place
ON044046,CSD,E53_Place
NS197011,CSD,E53_Place
ON112011,CSD,E53_Place
MB164008,CSD,E53_Place
ON095019,CSD,E53_Place
NT218002,CSD,E53_Place
NT202108,CSD,E53_Place
QC152012,CSD,E53_Place
NS204008,CSD,E53_Place
NS035007,CSD,E53_Place
NT202062,CSD,E53_Place
QC165037,CSD,E53_Place
SK214009,CSD,E53_Place
NS041014,CSD,E53_Place
SK174017,CSD,E53_Place
QC059016,CSD,E53_Place
ON086004,CSD,E53_Place
ON087010,CSD,E53_Place
NT203092,CSD,E53_Place
QC200015,CSD,E53_Place
QC117005,CSD,E53_Place
BC009012,CSD,E53_Place
ON146098,CSD,E53_Place
AB190009,CSD,E53_Place
QC047039,CSD,E53_Place
QC059015,CSD,E53_Place
ON163001,CSD,E53_Place
AB195031,CSD,E53_Place
QC083017,CSD,E53_Place
NB029018,CSD,E53_Place
QC182016,CSD,E53_Place
QC156006,CSD,E53_Place
NS048013,CSD,E53_Place
QC155019,CSD,E53_Place
SK208022,CSD,E53_Place
NB035013,CSD,E53_Place
NS049035,CSD,E53_Place
AB189025,CSD,E53_Place
ON146031,CSD,E53_Place
ON148033,CSD,E53_Place
SK183002,CSD,E53_Place
PE133008,CSD,E53_Place
ON055037,CSD,E53_Place
ON102060,CSD,E53_Place
ON046035,CSD,E53_Place
NS045041,CSD,E53_Place
AB194004,CSD,E53_Place
QC115002,CSD,E53_Place
SK216007,CSD,E53_Place
ON131018,CSD,E53_Place
NS027009,CSD,E53_Place
ON054078,CSD,E53_Place
QC095012,CSD,E53_Place
NB185001,CSD,E53_Place
QC176038,CSD,E53_Place
QC184014,CSD,E53_Place
NS037021,CSD,E53_Place
ON135016,CSD,E53_Place
NS051006,CSD,E53_Place
QC084023,CSD,E53_Place
PE002001,CSD,E53_Place
ON123024,CSD,E53_Place
SK215011,CSD,E53_Place
AB202028,CSD,E53_Place
ON102070,CSD,E53_Place
ON091024,CSD,E53_Place
QC203012,CSD,E53_Place
AB189015,CSD,E53_Place
ON043014,CSD,E53_Place
QC074008,CSD,E53_Place
QC200007,CSD,E53_Place
ON135023,CSD,E53_Place
ON128006,CSD,E53_Place
QC201009,CSD,E53_Place
ON154019,CSD,E53_Place
QC070008,CSD,E53_Place
QC015008,CSD,E53_Place
NS046018,CSD,E53_Place
ON044063,CSD,E53_Place
NT205046,CSD,E53_Place
NS018011,CSD,E53_Place
ON011006,CSD,E53_Place
PE136015,CSD,E53_Place
NS037006,CSD,E53_Place
QC058011,CSD,E53_Place
NS043006,CSD,E53_Place
ON057007,CSD,E53_Place
ON123085,CSD,E53_Place
QC047020,CSD,E53_Place
MB011008,CSD,E53_Place
QC20N006,CSD,E53_Place
MB010007,CSD,E53_Place
NS049001,CSD,E53_Place
QC094012,CSD,E53_Place
ON016013,CSD,E53_Place
MB020004,CSD,E53_Place
QC202004,CSD,E53_Place
ON167006,CSD,E53_Place
NS034009,CSD,E53_Place
QC179015,CSD,E53_Place
ON096014,CSD,E53_Place
NS200999,CSD,E53_Place
QC086006,CSD,E53_Place
QC096007,CSD,E53_Place
ON055023,CSD,E53_Place
NB021013,CSD,E53_Place
SK181048,CSD,E53_Place
NS014016,CSD,E53_Place
AB190012,CSD,E53_Place
ON063010,CSD,E53_Place
SK181043,CSD,E53_Place
NB178006,CSD,E53_Place
ON146111,CSD,E53_Place
SK214012,CSD,E53_Place
QC072020,CSD,E53_Place
MB162006,CSD,E53_Place
SK185052,CSD,E53_Place
QC195004,CSD,E53_Place
QC139028,CSD,E53_Place
SK213004,CSD,E53_Place
SK183047,CSD,E53_Place
QC203015,CSD,E53_Place
ON175006,CSD,E53_Place
ON148048,CSD,E53_Place
NB022012,CSD,E53_Place
QC154034,CSD,E53_Place
QC149023,CSD,E53_Place
NS011042,CSD,E53_Place
ON099130,CSD,E53_Place
NB016006,CSD,E53_Place
QC192029,CSD,E53_Place
ON085001,CSD,E53_Place
ON044062,CSD,E53_Place
BC211010,CSD,E53_Place
QC084004,CSD,E53_Place
MB168002,CSD,E53_Place
ON127017,CSD,E53_Place
QC072016,CSD,E53_Place
AB003008,CSD,E53_Place
SK182045,CSD,E53_Place
SK208048,CSD,E53_Place
QC198011,CSD,E53_Place
AB204017,CSD,E53_Place
ON130999,CSD,E53_Place
NB174011,CSD,E53_Place
ON013004,CSD,E53_Place
QC074018,CSD,E53_Place
ON018006,CSD,E53_Place
SK179034,CSD,E53_Place
QC160036,CSD,E53_Place
QC084002,CSD,E53_Place
AB195032,CSD,E53_Place
QC153034,CSD,E53_Place
SK208047,CSD,E53_Place
NS027003,CSD,E53_Place
QC154025,CSD,E53_Place
QC058009,CSD,E53_Place
ON138016,CSD,E53_Place
ON146123,CSD,E53_Place
QC181011,CSD,E53_Place
SK171018,CSD,E53_Place
AB006005,CSD,E53_Place
SK186005,CSD,E53_Place
SK185008,CSD,E53_Place
MB165008,CSD,E53_Place
ON049001,CSD,E53_Place
ON108009,CSD,E53_Place
QC160015,CSD,E53_Place
ON123054,CSD,E53_Place
SK181006,CSD,E53_Place
MB168014,CSD,E53_Place
SK176019,CSD,E53_Place
QC153040,CSD,E53_Place
QC095020,CSD,E53_Place
QC036008,CSD,E53_Place
SK212016,CSD,E53_Place
ON108049,CSD,E53_Place
QC176039,CSD,E53_Place
SK176063,CSD,E53_Place
ON149008,CSD,E53_Place
ON135017,CSD,E53_Place
QC177007,CSD,E53_Place
NS048006,CSD,E53_Place
AB203001,CSD,E53_Place
QC086064,CSD,E53_Place
NS045002,CSD,E53_Place
MB162009,CSD,E53_Place
QC053007,CSD,E53_Place
ON123118,CSD,E53_Place
QC205012,CSD,E53_Place
AB003017,CSD,E53_Place
ON148051,CSD,E53_Place
NS026007,CSD,E53_Place
ON144006,CSD,E53_Place
QC197017,CSD,E53_Place
NS036007,CSD,E53_Place
QC073006,CSD,E53_Place
QC011008,CSD,E53_Place
QC173007,CSD,E53_Place
ON026008,CSD,E53_Place
ON045010,CSD,E53_Place
AB190032,CSD,E53_Place
ON142023,CSD,E53_Place
AB189026,CSD,E53_Place
NB026017,CSD,E53_Place
MB019001,CSD,E53_Place
SK211020,CSD,E53_Place
NS004017,CSD,E53_Place
AB203005,CSD,E53_Place
NS016030,CSD,E53_Place
ON029008,CSD,E53_Place
ON018008,CSD,E53_Place
NB181006,CSD,E53_Place
NB183001,CSD,E53_Place
NB033008,CSD,E53_Place
ON146084,CSD,E53_Place
ON088005,CSD,E53_Place
NS191999,CSD,E53_Place
ON142007,CSD,E53_Place
ON103009,CSD,E53_Place
NS015032,CSD,E53_Place
QC052021,CSD,E53_Place
ON057006,CSD,E53_Place
ON091039,CSD,E53_Place
QC062066,CSD,E53_Place
ON083012,CSD,E53_Place
NB033005,CSD,E53_Place
QC086069,CSD,E53_Place
NB023010,CSD,E53_Place
NS045039,CSD,E53_Place
ON037002,CSD,E53_Place
ON148125,CSD,E53_Place
QC112002,CSD,E53_Place
SK208023,CSD,E53_Place
QC056021,CSD,E53_Place
ON114007,CSD,E53_Place
QC081004,CSD,E53_Place
ON146130,CSD,E53_Place
NS205002,CSD,E53_Place
QC099011,CSD,E53_Place
NS039018,CSD,E53_Place
NS204009,CSD,E53_Place
SK181042,CSD,E53_Place
QC025002,CSD,E53_Place
ON099141,CSD,E53_Place
ON148049,CSD,E53_Place
MB164006,CSD,E53_Place
QC127001,CSD,E53_Place
NB025018,CSD,E53_Place
NS032004,CSD,E53_Place
QC160011,CSD,E53_Place
ON109011,CSD,E53_Place
QC065008,CSD,E53_Place
QC201012,CSD,E53_Place
ON015003,CSD,E53_Place
PE136004,CSD,E53_Place
ON069014,CSD,E53_Place
SK207022,CSD,E53_Place
ON148173,CSD,E53_Place
QC011001,CSD,E53_Place
NT205045,CSD,E53_Place
ON142038,CSD,E53_Place
ON113005,CSD,E53_Place
QC164015,CSD,E53_Place
ON046005,CSD,E53_Place
QC107006,CSD,E53_Place
AB197004,CSD,E53_Place
PE001003,CSD,E53_Place
NS030016,CSD,E53_Place
SK176017,CSD,E53_Place
QC158035,CSD,E53_Place
ON087005,CSD,E53_Place
QC002002,CSD,E53_Place
NS020010,CSD,E53_Place
NS035004,CSD,E53_Place
QC197009,CSD,E53_Place
ON008004,CSD,E53_Place
QC152014,CSD,E53_Place
QC016011,CSD,E53_Place
QC077005,CSD,E53_Place
ON092022,CSD,E53_Place
ON046058,CSD,E53_Place
ON044033,CSD,E53_Place
NB016010,CSD,E53_Place
AB193013,CSD,E53_Place
ON142039,CSD,E53_Place
NS009016,CSD,E53_Place
ON102099,CSD,E53_Place
AB203003,CSD,E53_Place
NS053003,CSD,E53_Place
ON096005,CSD,E53_Place
SK209003,CSD,E53_Place
QC159023,CSD,E53_Place
ON146005,CSD,E53_Place
QC192034,CSD,E53_Place
MB006009,CSD,E53_Place
AB192010,CSD,E53_Place
SK178004,CSD,E53_Place
ON124011,CSD,E53_Place
ON091050,CSD,E53_Place
YT219003,CSD,E53_Place
SK171022,CSD,E53_Place
QC011006,CSD,E53_Place
QC133007,CSD,E53_Place
NS016003,CSD,E53_Place
MB008005,CSD,E53_Place
ON146011,CSD,E53_Place
ON142022,CSD,E53_Place
QC123004,CSD,E53_Place
AB193001,CSD,E53_Place
NS042011,CSD,E53_Place
SK185047,CSD,E53_Place
ON099070,CSD,E53_Place
QC184013,CSD,E53_Place
ON124009,CSD,E53_Place
ON148005,CSD,E53_Place
QC076006,CSD,E53_Place
QC076036,CSD,E53_Place
QC191001,CSD,E53_Place
QC157999,CSD,E53_Place
ON135033,CSD,E53_Place
NS013016,CSD,E53_Place
AB201010,CSD,E53_Place
ON146118,CSD,E53_Place
NS010001,CSD,E53_Place
ON079017,CSD,E53_Place
QC094053,CSD,E53_Place
NS015031,CSD,E53_Place
SK175037,CSD,E53_Place
QC157011,CSD,E53_Place
ON100999,CSD,E53_Place
QC124004,CSD,E53_Place
QC178011,CSD,E53_Place
NB019006,CSD,E53_Place
ON111001,CSD,E53_Place
QC008010,CSD,E53_Place
PE141016,CSD,E53_Place
MB157007,CSD,E53_Place
NT204065,CSD,E53_Place
NS046011,CSD,E53_Place
NT204036,CSD,E53_Place
MB163004,CSD,E53_Place
QC013012,CSD,E53_Place
MB018005,CSD,E53_Place
ON074001,CSD,E53_Place
PE001011,CSD,E53_Place
ON143001,CSD,E53_Place
QC160028,CSD,E53_Place
SK172008,CSD,E53_Place
ON044012,CSD,E53_Place
MB186002,CSD,E53_Place
MB021004,CSD,E53_Place
ON031003,CSD,E53_Place
ON147023,CSD,E53_Place
NS015013,CSD,E53_Place
QC085002,CSD,E53_Place
ON135020,CSD,E53_Place
ON182009,CSD,E53_Place
QC192009,CSD,E53_Place
NT202002,CSD,E53_Place
ON054002,CSD,E53_Place
ON044045,CSD,E53_Place
ON071005,CSD,E53_Place
NS042015,CSD,E53_Place
NT203088,CSD,E53_Place
MB166005,CSD,E53_Place
ON002999,CSD,E53_Place
SK181026,CSD,E53_Place
ON108040,CSD,E53_Place
QC047023,CSD,E53_Place
QC040025,CSD,E53_Place
QC076038,CSD,E53_Place
ON182999,CSD,E53_Place
ON099165,CSD,E53_Place
QC138010,CSD,E53_Place
ON147025,CSD,E53_Place
SK214011,CSD,E53_Place
NS195008,CSD,E53_Place
NS050033,CSD,E53_Place
SK173016,CSD,E53_Place
NB181007,CSD,E53_Place
QC200005,CSD,E53_Place
NS028006,CSD,E53_Place
QC153016,CSD,E53_Place
NB030016,CSD,E53_Place
AB194028,CSD,E53_Place
QC026005,CSD,E53_Place
NT202089,CSD,E53_Place
QC154057,CSD,E53_Place
ON142024,CSD,E53_Place
SK185030,CSD,E53_Place
ON003011,CSD,E53_Place
ON024004,CSD,E53_Place
ON182004,CSD,E53_Place
ON105012,CSD,E53_Place
QC062055,CSD,E53_Place
ON029007,CSD,E53_Place
NT202106,CSD,E53_Place
PE001019,CSD,E53_Place
ON178008,CSD,E53_Place
BC191003,CSD,E53_Place
NT220001,CSD,E53_Place
ON152018,CSD,E53_Place
SK172015,CSD,E53_Place
MB007031,CSD,E53_Place
PE140001,CSD,E53_Place
ON059006,CSD,E53_Place
QC083004,CSD,E53_Place
NS016036,CSD,E53_Place
SK180033,CSD,E53_Place
ON093999,CSD,E53_Place
ON092055,CSD,E53_Place
SK184037,CSD,E53_Place
ON054044,CSD,E53_Place
ON139008,CSD,E53_Place
SK185001,CSD,E53_Place
AB204021,CSD,E53_Place
ON092008,CSD,E53_Place
QC149003,CSD,E53_Place
ON149011,CSD,E53_Place
ON033004,CSD,E53_Place
AB190031,CSD,E53_Place
MB163009,CSD,E53_Place
PE136011,CSD,E53_Place
SK186028,CSD,E53_Place
QC185032,CSD,E53_Place
ON054051,CSD,E53_Place
SK173040,CSD,E53_Place
QC165053,CSD,E53_Place
AB196042,CSD,E53_Place
SK180021,CSD,E53_Place
ON117005,CSD,E53_Place
NT206005,CSD,E53_Place
NS049024,CSD,E53_Place
ON119001,CSD,E53_Place
NS052023,CSD,E53_Place
QC094050,CSD,E53_Place
BC008001,CSD,E53_Place
ON110003,CSD,E53_Place
QC128008,CSD,E53_Place
QC142015,CSD,E53_Place
ON022008,CSD,E53_Place
ON152012,CSD,E53_Place
NS012016,CSD,E53_Place
AB193004,CSD,E53_Place
MB159011,CSD,E53_Place
ON099045,CSD,E53_Place
NB029004,CSD,E53_Place
NS034030,CSD,E53_Place
NB013015,CSD,E53_Place
AB004012,CSD,E53_Place
NS192008,CSD,E53_Place
NS192006,CSD,E53_Place
SK208001,CSD,E53_Place
ON110027,CSD,E53_Place
NS006025,CSD,E53_Place
NS044005,CSD,E53_Place
SK185004,CSD,E53_Place
MB163005,CSD,E53_Place
ON147011,CSD,E53_Place
ON056004,CSD,E53_Place
ON099054,CSD,E53_Place
QC061015,CSD,E53_Place
ON102088,CSD,E53_Place
ON114018,CSD,E53_Place
QC100017,CSD,E53_Place
QC089001,CSD,E53_Place
ON022005,CSD,E53_Place
ON046050,CSD,E53_Place
AB006999,CSD,E53_Place
NS047004,CSD,E53_Place
ON068002,CSD,E53_Place
MB160013,CSD,E53_Place
QC130999,CSD,E53_Place
NS014004,CSD,E53_Place
QC150023,CSD,E53_Place
ON055001,CSD,E53_Place
ON044061,CSD,E53_Place
SK179026,CSD,E53_Place
NS044007,CSD,E53_Place
NS015045,CSD,E53_Place
NB014001,CSD,E53_Place
NB016013,CSD,E53_Place
SK171006,CSD,E53_Place
AB195040,CSD,E53_Place
NS031022,CSD,E53_Place
NS041012,CSD,E53_Place
ON106015,CSD,E53_Place
ON130057,CSD,E53_Place
QC100019,CSD,E53_Place
QC037005,CSD,E53_Place
ON166006,CSD,E53_Place
SK180014,CSD,E53_Place
QC192014,CSD,E53_Place
NS050006,CSD,E53_Place
QC027007,CSD,E53_Place
QC174008,CSD,E53_Place
AB195005,CSD,E53_Place
QC206002,CSD,E53_Place
QC168021,CSD,E53_Place
NS199004,CSD,E53_Place
SK178009,CSD,E53_Place
QC157016,CSD,E53_Place
QC049004,CSD,E53_Place
ON054075,CSD,E53_Place
ON036004,CSD,E53_Place
ON126004,CSD,E53_Place
NS015030,CSD,E53_Place
QC205014,CSD,E53_Place
ON023004,CSD,E53_Place
BC211009,CSD,E53_Place
NT202094,CSD,E53_Place
QC201999,CSD,E53_Place
SK215013,CSD,E53_Place
ON054048,CSD,E53_Place
QC086076,CSD,E53_Place
ON092028,CSD,E53_Place
ON123063,CSD,E53_Place
AB203028,CSD,E53_Place
QC139014,CSD,E53_Place
ON148119,CSD,E53_Place
QC076016,CSD,E53_Place
ON092003,CSD,E53_Place
QC177023,CSD,E53_Place
PE003022,CSD,E53_Place
MB009021,CSD,E53_Place
NB034006,CSD,E53_Place
SK178003,CSD,E53_Place
QC070999,CSD,E53_Place
ON025007,CSD,E53_Place
SK182043,CSD,E53_Place
AB201021,CSD,E53_Place
PE002013,CSD,E53_Place
NS026006,CSD,E53_Place
NS029016,CSD,E53_Place
QC011002,CSD,E53_Place
NS202999,CSD,E53_Place
SK180020,CSD,E53_Place
QC070020,CSD,E53_Place
QC119006,CSD,E53_Place
NT204040,CSD,E53_Place
ON130015,CSD,E53_Place
PE001025,CSD,E53_Place
SK172045,CSD,E53_Place
QC066018,CSD,E53_Place
ON144002,CSD,E53_Place
NT205016,CSD,E53_Place
QC056029,CSD,E53_Place
ON003007,CSD,E53_Place
ON091041,CSD,E53_Place
QC063008,CSD,E53_Place
QC086019,CSD,E53_Place
ON107009,CSD,E53_Place
SK172036,CSD,E53_Place
ON054109,CSD,E53_Place
ON066007,CSD,E53_Place
AB201004,CSD,E53_Place
ON075007,CSD,E53_Place
QC097007,CSD,E53_Place
ON130002,CSD,E53_Place
NS007001,CSD,E53_Place
ON145001,CSD,E53_Place
ON016004,CSD,E53_Place
PE132009,CSD,E53_Place
QC024006,CSD,E53_Place
ON044004,CSD,E53_Place
ON096019,CSD,E53_Place
NS194002,CSD,E53_Place
QC108001,CSD,E53_Place
BC001006,CSD,E53_Place
ON084007,CSD,E53_Place
QC171999,CSD,E53_Place
SK214013,CSD,E53_Place
NT203012,CSD,E53_Place
SK176058,CSD,E53_Place
ON083009,CSD,E53_Place
NT202086,CSD,E53_Place
QC188026,CSD,E53_Place
QC036005,CSD,E53_Place
QC086027,CSD,E53_Place
NS008019,CSD,E53_Place
NS033003,CSD,E53_Place
ON126005,CSD,E53_Place
QC071022,CSD,E53_Place
NS015005,CSD,E53_Place
ON148026,CSD,E53_Place
NB017011,CSD,E53_Place
ON118033,CSD,E53_Place
QC051020,CSD,E53_Place
ON064001,CSD,E53_Place
ON153005,CSD,E53_Place
ON123108,CSD,E53_Place
SK177018,CSD,E53_Place
NB026016,CSD,E53_Place
QC065004,CSD,E53_Place
NS049038,CSD,E53_Place
SK208999,CSD,E53_Place
MB163002,CSD,E53_Place
QC049007,CSD,E53_Place
ON092009,CSD,E53_Place
QC039031,CSD,E53_Place
PE002024,CSD,E53_Place
NS016007,CSD,E53_Place
QC063010,CSD,E53_Place
ON014007,CSD,E53_Place
AB002002,CSD,E53_Place
QC158038,CSD,E53_Place
AB189002,CSD,E53_Place
QC062024,CSD,E53_Place
NS010027,CSD,E53_Place
MB010006,CSD,E53_Place
BC211002,CSD,E53_Place
ON054105,CSD,E53_Place
QC074022,CSD,E53_Place
QC185001,CSD,E53_Place
ON148171,CSD,E53_Place
MB006010,CSD,E53_Place
ON091008,CSD,E53_Place
QC168022,CSD,E53_Place
AB200001,CSD,E53_Place
QC160034,CSD,E53_Place
QC086061,CSD,E53_Place
ON123035,CSD,E53_Place
SK207001,CSD,E53_Place
QC154002,CSD,E53_Place
QC082013,CSD,E53_Place
QC20N005,CSD,E53_Place
QC177015,CSD,E53_Place
MB157001,CSD,E53_Place
QC199008,CSD,E53_Place
ON094003,CSD,E53_Place
ON046031,CSD,E53_Place
NS044018,CSD,E53_Place
QC074027,CSD,E53_Place
QC185024,CSD,E53_Place
ON110028,CSD,E53_Place
NS047002,CSD,E53_Place
QC183013,CSD,E53_Place
ON006006,CSD,E53_Place
ON174003,CSD,E53_Place
AB189030,CSD,E53_Place
ON064012,CSD,E53_Place
SK174032,CSD,E53_Place
ON064008,CSD,E53_Place
QC174004,CSD,E53_Place
ON044070,CSD,E53_Place
NS032016,CSD,E53_Place
QC177006,CSD,E53_Place
ON099023,CSD,E53_Place
ON112006,CSD,E53_Place
ON171002,CSD,E53_Place
NS029009,CSD,E53_Place
QC063026,CSD,E53_Place
MB010005,CSD,E53_Place
ON158004,CSD,E53_Place
QC200002,CSD,E53_Place
SK209025,CSD,E53_Place
ON147022,CSD,E53_Place
NS200008,CSD,E53_Place
QC035003,CSD,E53_Place
QC102007,CSD,E53_Place
MB184005,CSD,E53_Place
QC160012,CSD,E53_Place
NS046003,CSD,E53_Place
ON098014,CSD,E53_Place
ON105010,CSD,E53_Place
QC205007,CSD,E53_Place
QC080018,CSD,E53_Place
QC026009,CSD,E53_Place
SK186021,CSD,E53_Place
ON083002,CSD,E53_Place
QC089008,CSD,E53_Place
SK208046,CSD,E53_Place
NB024015,CSD,E53_Place
SK180028,CSD,E53_Place
SK179041,CSD,E53_Place
PE141011,CSD,E53_Place
SK176001,CSD,E53_Place
AB199015,CSD,E53_Place
NB178001,CSD,E53_Place
AB195024,CSD,E53_Place
QC203006,CSD,E53_Place
NS203012,CSD,E53_Place
ON091002,CSD,E53_Place
QC159022,CSD,E53_Place
ON102092,CSD,E53_Place
QC070013,CSD,E53_Place
QC117002,CSD,E53_Place
ON159001,CSD,E53_Place
QC184024,CSD,E53_Place
SK186039,CSD,E53_Place
QC139011,CSD,E53_Place
ON120016,CSD,E53_Place
NS191004,CSD,E53_Place
ON123011,CSD,E53_Place
ON092999,CSD,E53_Place
ON085006,CSD,E53_Place
QC086031,CSD,E53_Place
QC064004,CSD,E53_Place
ON098010,CSD,E53_Place
NS043005,CSD,E53_Place
QC152015,CSD,E53_Place
NB179001,CSD,E53_Place
NB022017,CSD,E53_Place
SK211005,CSD,E53_Place
QC062057,CSD,E53_Place
QC188034,CSD,E53_Place
QC025011,CSD,E53_Place
QC174002,CSD,E53_Place
QC158999,CSD,E53_Place
QC197004,CSD,E53_Place
QC156001,CSD,E53_Place
ON123089,CSD,E53_Place
ON102101,CSD,E53_Place
MB157010,CSD,E53_Place
QC149999,CSD,E53_Place
QC187028,CSD,E53_Place
ON040004,CSD,E53_Place
NS039016,CSD,E53_Place
NS036017,CSD,E53_Place
NS037035,CSD,E53_Place
ON148079,CSD,E53_Place
NS190011,CSD,E53_Place
NS206004,CSD,E53_Place
QC202010,CSD,E53_Place
QC062029,CSD,E53_Place
QC084019,CSD,E53_Place
QC196010,CSD,E53_Place
QC052027,CSD,E53_Place
QC051021,CSD,E53_Place
QC149049,CSD,E53_Place
QC074026,CSD,E53_Place
QC097021,CSD,E53_Place
NS036020,CSD,E53_Place
ON130031,CSD,E53_Place
NS197002,CSD,E53_Place
MB021011,CSD,E53_Place
NS053020,CSD,E53_Place
SK208032,CSD,E53_Place
NS007010,CSD,E53_Place
NS033026,CSD,E53_Place
SK181035,CSD,E53_Place
MB009004,CSD,E53_Place
QC184019,CSD,E53_Place
QC045006,CSD,E53_Place
NB013017,CSD,E53_Place
ON135028,CSD,E53_Place
QC163001,CSD,E53_Place
ON026001,CSD,E53_Place
QC176022,CSD,E53_Place
SK179001,CSD,E53_Place
SK187024,CSD,E53_Place
BC009014,CSD,E53_Place
QC030004,CSD,E53_Place
ON138002,CSD,E53_Place
ON154017,CSD,E53_Place
NS041021,CSD,E53_Place
NB032003,CSD,E53_Place
ON120037,CSD,E53_Place
ON076003,CSD,E53_Place
QC201017,CSD,E53_Place
QC121008,CSD,E53_Place
QC102010,CSD,E53_Place
NS035010,CSD,E53_Place
NS028015,CSD,E53_Place
ON044034,CSD,E53_Place
QC110001,CSD,E53_Place
ON046043,CSD,E53_Place
SK209038,CSD,E53_Place
NS012009,CSD,E53_Place
QC083010,CSD,E53_Place
SK214025,CSD,E53_Place
QC025008,CSD,E53_Place
NB015011,CSD,E53_Place
QC149043,CSD,E53_Place
QC097027,CSD,E53_Place
NS050018,CSD,E53_Place
AB199006,CSD,E53_Place
ON096020,CSD,E53_Place
QC153028,CSD,E53_Place
QC097019,CSD,E53_Place
NS011024,CSD,E53_Place
AB198023,CSD,E53_Place
SK177020,CSD,E53_Place
QC154050,CSD,E53_Place
QC201013,CSD,E53_Place
ON148203,CSD,E53_Place
AB007009,CSD,E53_Place
BC001010,CSD,E53_Place
MB007023,CSD,E53_Place
PE134010,CSD,E53_Place
QC043008,CSD,E53_Place
QC161007,CSD,E53_Place
BC009007,CSD,E53_Place
AB198024,CSD,E53_Place
QC062061,CSD,E53_Place
NB032007,CSD,E53_Place
QC066001,CSD,E53_Place
ON020004,CSD,E53_Place
ON126014,CSD,E53_Place
ON160003,CSD,E53_Place
QC187018,CSD,E53_Place
QC174005,CSD,E53_Place
ON148192,CSD,E53_Place
NB019012,CSD,E53_Place
QC183009,CSD,E53_Place
BC206002,CSD,E53_Place
MB022001,CSD,E53_Place
NS013020,CSD,E53_Place
NS033044,CSD,E53_Place
NS202015,CSD,E53_Place
NS045001,CSD,E53_Place
QC128007,CSD,E53_Place
PE140010,CSD,E53_Place
QC145007,CSD,E53_Place
QC145020,CSD,E53_Place
NS039011,CSD,E53_Place
QC202014,CSD,E53_Place
ON027006,CSD,E53_Place
ON016010,CSD,E53_Place
QC019002,CSD,E53_Place
NS043014,CSD,E53_Place
ON148122,CSD,E53_Place
AB199024,CSD,E53_Place
QC186022,CSD,E53_Place
AB006009,CSD,E53_Place
QC031008,CSD,E53_Place
QC008003,CSD,E53_Place
AB195029,CSD,E53_Place
ON013007,CSD,E53_Place
QC165015,CSD,E53_Place
ON069010,CSD,E53_Place
ON102103,CSD,E53_Place
ON104016,CSD,E53_Place
QC036002,CSD,E53_Place
QC078022,CSD,E53_Place
SK176042,CSD,E53_Place
ON148084,CSD,E53_Place
QC076040,CSD,E53_Place
ON135005,CSD,E53_Place
QC076042,CSD,E53_Place
ON099120,CSD,E53_Place
QC186016,CSD,E53_Place
QC155025,CSD,E53_Place
QC158022,CSD,E53_Place
SK171025,CSD,E53_Place
NB028014,CSD,E53_Place
AB198030,CSD,E53_Place
QC183031,CSD,E53_Place
ON121009,CSD,E53_Place
NB025010,CSD,E53_Place
NS031008,CSD,E53_Place
NT204038,CSD,E53_Place
NT202073,CSD,E53_Place
AB195007,CSD,E53_Place
QC158016,CSD,E53_Place
BC005013,CSD,E53_Place
PE001010,CSD,E53_Place
NS033004,CSD,E53_Place
ON037006,CSD,E53_Place
ON039003,CSD,E53_Place
SK209011,CSD,E53_Place
QC048004,CSD,E53_Place
NS020015,CSD,E53_Place
SK174021,CSD,E53_Place
ON108007,CSD,E53_Place
ON141008,CSD,E53_Place
ON146102,CSD,E53_Place
ON054012,CSD,E53_Place
NT202047,CSD,E53_Place
QC053016,CSD,E53_Place
BC212005,CSD,E53_Place
QC193034,CSD,E53_Place
NS046004,CSD,E53_Place
QC164006,CSD,E53_Place
NS006032,CSD,E53_Place
QC149032,CSD,E53_Place
ON135052,CSD,E53_Place
MB007001,CSD,E53_Place
QC063024,CSD,E53_Place
QC035010,CSD,E53_Place
QC073999,CSD,E53_Place
QC165038,CSD,E53_Place
NS031016,CSD,E53_Place
ON131019,CSD,E53_Place
QC154042,CSD,E53_Place
NS012999,CSD,E53_Place
ON148015,CSD,E53_Place
SK186002,CSD,E53_Place
ON089005,CSD,E53_Place
QC005009,CSD,E53_Place
QC074009,CSD,E53_Place
QC181002,CSD,E53_Place
NB026019,CSD,E53_Place
PE141014,CSD,E53_Place
MB021013,CSD,E53_Place
QC084009,CSD,E53_Place
QC157009,CSD,E53_Place
QC149047,CSD,E53_Place
ON099076,CSD,E53_Place
QC076044,CSD,E53_Place
ON146004,CSD,E53_Place
AB198015,CSD,E53_Place
AB203018,CSD,E53_Place
QC097011,CSD,E53_Place
ON141016,CSD,E53_Place
QC050024,CSD,E53_Place
QC094030,CSD,E53_Place
QC161005,CSD,E53_Place
