presence_id:ID,csd_tcpuid,census_year:int,area_sqm:float,:LABEL
ON065002_1861,ON065002,1861,283139409.27,E93_Presence
ON065003_1861,ON065003,1861,293840443.06,E93_Presence
ON065004_1861,ON065004,1861,251408547.91,E93_Presence
ON065008_1861,ON065008,1861,180074350.78,E93_Presence
ON065005_1861,ON065005,1861,48438869.1,E93_Presence
ON065001_1861,ON065001,1861,6529295.12,E93_Presence
ON083007_1861,ON083007,1861,369857063.14,E93_Presence
ON066001_1861,ON066001,1861,574021775.56,E93_Presence
ON066002_1861,ON066002,1861,357336707.16,E93_Presence
ON066003_1861,ON066003,1861,246768351.76,E93_Presence
ON066005_1861,ON066005,1861,301384094.6,E93_Presence
ON066011_1861,ON066011,1861,264301949.49,E93_Presence
ON066014_1861,ON066014,1861,169793467.26,E93_Presence
ON066012_1861,ON066012,1861,2597995.9,E93_Presence
ON066015_1861,ON066015,1861,13411373.4,E93_Presence
ON066004_1861,ON066004,1861,311562128.68,E93_Presence
ON066006_1861,ON066006,1861,261388218.5,E93_Presence
ON066007_1861,ON066007,1861,249202481.65,E93_Presence
ON066008_1861,ON066008,1861,242203671.06,E93_Presence
ON066009_1861,ON066009,1861,285251885.09,E93_Presence
ON066010_1861,ON066010,1861,256747075.13,E93_Presence
ON066013_1861,ON066013,1861,205846341.34,E93_Presence
ON067001_1861,ON067001,1861,269923915.73,E93_Presence
ON067003_1861,ON067003,1861,291866579.85,E93_Presence
ON067004_1861,ON067004,1861,155288450.79,E93_Presence
ON067005_1861,ON067005,1861,269530544.33,E93_Presence
ON067007_1861,ON067007,1861,124383085.43,E93_Presence
ON067006_1861,ON067006,1861,275185755.84,E93_Presence
ON067008_1861,ON067008,1861,278818113.09,E93_Presence
ON067011_1861,ON067011,1861,115830468.94,E93_Presence
ON067010_1861,ON067010,1861,1720891.79,E93_Presence
ON103001_1861,ON103001,1861,275452950.64,E93_Presence
ON103007_1861,ON103007,1861,390572711.83,E93_Presence
ON103010_1861,ON103010,1861,389417686.11,E93_Presence
ON075010_1861,ON075010,1861,349520799.63,E93_Presence
ON098010_1861,ON098010,1861,299929909.57,E93_Presence
ON098012_1861,ON098012,1861,300695831.7,E93_Presence
ON068002_1861,ON068002,1861,274490164.53,E93_Presence
ON068004_1861,ON068004,1861,260569643.04,E93_Presence
ON068005_1861,ON068005,1861,260554407.95,E93_Presence
ON068006_1861,ON068006,1861,261612198.61,E93_Presence
ON068001_1861,ON068001,1861,2598988.7,E93_Presence
ON068003_1861,ON068003,1861,2598083.75,E93_Presence
ON069003_1861,ON069003,1861,295228955.07,E93_Presence
ON069002_1861,ON069002,1861,279904683.53,E93_Presence
ON069004_1861,ON069004,1861,311223125.69,E93_Presence
ON069005_1861,ON069005,1861,304613211.5,E93_Presence
ON069006_1861,ON069006,1861,284026611.63,E93_Presence
ON069007_1861,ON069007,1861,313462855.7,E93_Presence
ON069001_1861,ON069001,1861,16868930.94,E93_Presence
ON069009_1861,ON069009,1861,8519295.12,E93_Presence
ON069008_1861,ON069008,1861,8227938.15,E93_Presence
ON070002_1861,ON070002,1861,257865687.53,E93_Presence
ON070003_1861,ON070003,1861,141760355.14,E93_Presence
ON070005_1861,ON070005,1861,284436713.02,E93_Presence
ON070009_1861,ON070009,1861,314198332.48,E93_Presence
ON070008_1861,ON070008,1861,2598005.37,E93_Presence
ON070001_1861,ON070001,1861,343227130.27,E93_Presence
ON070004_1861,ON070004,1861,313307447.99,E93_Presence
ON070006_1861,ON070006,1861,329864913.48,E93_Presence
ON070007_1861,ON070007,1861,6333362.16,E93_Presence
ON071005_1861,ON071005,1861,200546493.13,E93_Presence
ON071011_1861,ON071011,1861,150012390.73,E93_Presence
ON071008_1861,ON071008,1861,195078648.19,E93_Presence
ON071009_1861,ON071009,1861,109183881.35,E93_Presence
ON071010_1861,ON071010,1861,11728869.16,E93_Presence
ON071002_1861,ON071002,1861,107103615.72,E93_Presence
ON071003_1861,ON071003,1861,295617846.07,E93_Presence
ON071004_1861,ON071004,1861,265226072.94,E93_Presence
ON071006_1861,ON071006,1861,92101860.4,E93_Presence
ON071007_1861,ON071007,1861,286724272.05,E93_Presence
ON071999_1861,ON071999,1861,44184502.59,E93_Presence
ON071012_1861,ON071012,1861,222889262.61,E93_Presence
ON071001_1861,ON071001,1861,6332634.23,E93_Presence
ON072001_1861,ON072001,1861,529195274.28,E93_Presence
ON072002_1861,ON072002,1861,393911342.38,E93_Presence
ON072003_1861,ON072003,1861,320281390.6,E93_Presence
ON072004_1861,ON072004,1861,319673885.62,E93_Presence
ON072005_1861,ON072005,1861,246607169.97,E93_Presence
ON072006_1861,ON072006,1861,257369494.93,E93_Presence
ON072008_1861,ON072008,1861,301463046.06,E93_Presence
ON072009_1861,ON072009,1861,207191136.38,E93_Presence
ON072011_1861,ON072011,1861,261396527.84,E93_Presence
ON072012_1861,ON072012,1861,238629514.29,E93_Presence
ON072014_1861,ON072014,1861,305416898.86,E93_Presence
ON072015_1861,ON072015,1861,144886908.64,E93_Presence
ON073001_1861,ON073001,1861,371615192.22,E93_Presence
ON073002_1861,ON073002,1861,348894958.93,E93_Presence
ON073003_1861,ON073003,1861,258951454.84,E93_Presence
ON073004_1861,ON073004,1861,321505551.43,E93_Presence
ON074001_1861,ON074001,1861,327406450.46,E93_Presence
ON074002_1861,ON074002,1861,326005117.87,E93_Presence
ON074003_1861,ON074003,1861,94823977.58,E93_Presence
ON074006_1861,ON074006,1861,273405714.05,E93_Presence
ON074008_1861,ON074008,1861,235074432.36,E93_Presence
ON074007_1861,ON074007,1861,4556174.12,E93_Presence
ON074004_1861,ON074004,1861,2598823.31,E93_Presence
ON074005_1861,ON074005,1861,2600086.15,E93_Presence
ON075001_1861,ON075001,1861,306738608.78,E93_Presence
ON075003_1861,ON075003,1861,299622310.53,E93_Presence
ON075006_1861,ON075006,1861,319239794.57,E93_Presence
ON075008_1861,ON075008,1861,304040663.07,E93_Presence
ON075012_1861,ON075012,1861,309787090.07,E93_Presence
ON075014_1861,ON075014,1861,337790781.12,E93_Presence
ON075004_1861,ON075004,1861,177793067.56,E93_Presence
ON075009_1861,ON075009,1861,465316535.55,E93_Presence
ON075017_1861,ON075017,1861,288855351.88,E93_Presence
ON075016_1861,ON075016,1861,325493858.52,E93_Presence
ON075013_1861,ON075013,1861,20369359.24,E93_Presence
ON075002_1861,ON075002,1861,332606916.48,E93_Presence
ON075005_1861,ON075005,1861,326242445.66,E93_Presence
ON075007_1861,ON075007,1861,297504451.32,E93_Presence
ON075011_1861,ON075011,1861,293511363.59,E93_Presence
ON075015_1861,ON075015,1861,321225035.98,E93_Presence
ON076001_1861,ON076001,1861,97291540.98,E93_Presence
ON076002_1861,ON076002,1861,158156594.58,E93_Presence
ON076003_1861,ON076003,1861,62336206.39,E93_Presence
ON076004_1861,ON076004,1861,74699198.94,E93_Presence
ON076006_1861,ON076006,1861,155805660.15,E93_Presence
ON076007_1861,ON076007,1861,186216586.64,E93_Presence
ON076008_1861,ON076008,1861,114400104.55,E93_Presence
ON076009_1861,ON076009,1861,190070401.03,E93_Presence
ON076010_1861,ON076010,1861,305390079.04,E93_Presence
ON076005_1861,ON076005,1861,2597973.67,E93_Presence
ON077001_1861,ON077001,1861,300793134.16,E93_Presence
ON077004_1861,ON077004,1861,199578071.31,E93_Presence
ON077005_1861,ON077005,1861,211613600.63,E93_Presence
ON077007_1861,ON077007,1861,298962171.63,E93_Presence
ON077003_1861,ON077003,1861,2597995.81,E93_Presence
ON077006_1861,ON077006,1861,6377383.71,E93_Presence
ON077002_1861,ON077002,1861,2597996.06,E93_Presence
ON108002_1861,ON108002,1861,3385798.97,E93_Presence
ON078002_1861,ON078002,1861,588672380.21,E93_Presence
