:START_ID,:END_ID,during_period,:TYPE
NT999999_1871,CD_NT_The_Territories_1871,CENSUS_1871,P10_falls_within
BC999999_1871,CD_BC_British_Colombia_1871,CENSUS_1871,P10_falls_within
MB999999_1871,CD_MB_Manitoba_1871,CENSUS_1871,P10_falls_within
ON087002_1871,CD_ON_Manitoulin_1871,CENSUS_1871,P10_falls_within
ON087003_1871,CD_ON_Manitoulin_1871,CENSUS_1871,P10_falls_within
ON088003_1871,"CD_ON_Algoma,_East—Est_1871",CENSUS_1871,P10_falls_within
ON090002_1871,"CD_ON_Algoma,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON016002_1871,"CD_ON_Brant,_North_or_East—Nord_ou_Est_1871",CENSUS_1871,P10_falls_within
ON015001_1871,"CD_ON_Brant,_South_or_West—Sud_ou_Ouest_1871",CENSUS_1871,P10_falls_within
ON016001_1871,"CD_ON_Brant,_North_or_East—Nord_ou_Est_1871",CENSUS_1871,P10_falls_within
ON015005_1871,"CD_ON_Brant,_North_or_East—Nord_ou_Est_1871",CENSUS_1871,P10_falls_within
ON015002_1871,"CD_ON_Brant,_South_or_West—Sud_ou_Ouest_1871",CENSUS_1871,P10_falls_within
ON015003_1871,"CD_ON_Brant,_South_or_West—Sud_ou_Ouest_1871",CENSUS_1871,P10_falls_within
ON015004_1871,"CD_ON_Brant,_South_or_West—Sud_ou_Ouest_1871",CENSUS_1871,P10_falls_within
ON068004_1871,CD_ON_Brockville_1871,CENSUS_1871,P10_falls_within
ON068003_1871,CD_ON_Brockville_1871,CENSUS_1871,P10_falls_within
ON028007_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON028006_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON028005_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON028001_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON027005_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON028002_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON027006_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON028003_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON027008_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON027004_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON027003_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON028004_1871,"CD_ON_Bruce,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON027007_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON027001_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON027002_1871,"CD_ON_Bruce,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON078009_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078004_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078002_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078007_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078006_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078003_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078001_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078008_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON078005_1871,CD_ON_Carleton_1871,CENSUS_1871,P10_falls_within
ON035007_1871,"CD_ON_Wellington,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON034008_1871,"CD_ON_Wellington,_Centre_1871",CENSUS_1871,P10_falls_within
ON035006_1871,"CD_ON_Wellington,_North—Nord_1871",CENSUS_1871,P10_falls_within
ON036004_1871,"CD_ON_Grey,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON040003_1871,CD_ON_Cardwell_1871,CENSUS_1871,P10_falls_within
ON041004_1871,"CD_ON_Simcoe,_South—Sud_1871",CENSUS_1871,P10_falls_within
ON034009_1871,"CD_ON_Wellington,_Centre_1871",CENSUS_1871,P10_falls_within
ON071001_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON071005_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON071003_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON071006_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON071002_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON071004_1871,CD_ON_Dundas_1871,CENSUS_1871,P10_falls_within
ON050003_1871,"CD_ON_Durham,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON051003_1871,"CD_ON_Durham,_East—Est_1871",CENSUS_1871,P10_falls_within
ON050004_1871,"CD_ON_Durham,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON050001_1871,"CD_ON_Durham,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON051001_1871,"CD_ON_Durham,_East—Est_1871",CENSUS_1871,P10_falls_within
ON051004_1871,"CD_ON_Durham,_East—Est_1871",CENSUS_1871,P10_falls_within
ON050002_1871,"CD_ON_Durham,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON051002_1871,"CD_ON_Durham,_East—Est_1871",CENSUS_1871,P10_falls_within
ON050005_1871,"CD_ON_Durham,_West—Ouest_1871",CENSUS_1871,P10_falls_within
ON006005_1871,"CD_ON_Elgin,_East—Est_1871",CENSUS_1871,P10_falls_within
