chain_id,year,tcpuid,original_name,canonical_name,should_apply,cd_name,province
chain_00365,1851,QC064011,[Start of chain],[Start of chain],False,Montmorency,QC
chain_00365,1861,QC036008,St. Jean,St. Jean,False,Montmorency,QC
chain_00366,1851,QC062008,[Start of chain],[Start of chain],False,Megantic,QC
chain_00366,1861,QC032010,Thetford,Thetford,False,Megantic,QC
chain_00367,1851,QC076002,[Start of chain],[Start of chain],False,Compton,QC
chain_00367,1861,QC016002,Clifton,Clifton,False,Compton,QC
chain_00368,1851,ON032002,[Start of chain],[Start of chain],False,Prince Edward,ON
chain_00368,1861,ON095002,Athol,Athol,False,Prince Edward,ON
chain_00369,1851,QC062002,[Start of chain],[Start of chain],False,Megantic,QC
chain_00369,1861,QC032004,Inverness,Inverness,False,Megantic,QC
chain_00370,1851,QC081009,[Start of chain],[Start of chain],False,Soulanges,QC
chain_00370,1861,QC049003,St. Clet,St. Clet,False,Soulanges,QC
chain_00371,1851,QC055007,[Start of chain],[Start of chain],False,Drummond,QC
chain_00371,1861,QC018006,Wendover,Wendover,False,Drummond,QC
chain_00372,1851,ON030002,[Start of chain],[Start of chain],False,Peterborough,ON
chain_00372,1861,ON093004,Douro,Douro,False,Peterborough,ON
chain_00373,1851,QC053002,[Start of chain],[Start of chain],False,Champlain,QC
chain_00373,1861,QC012001,Batiscan,Batiscan,False,Champlain,QC
chain_00374,1851,ON013007,[Start of chain],[Start of chain],False,Haldimand,ON
chain_00374,1861,ON076008,Bainham,Bainham,False,Haldimand,ON
chain_00375,1851,ON025003,[Start of chain],[Start of chain],False,Norfolk,ON
chain_00375,1861,ON087001,Charlotteville,Charlotteville,False,Norfolk,ON
chain_00376,1851,ON011005,[Start of chain],[Start of chain],False,Grey,ON
chain_00376,1861,ON075005,Egremont,Egremont,False,Grey,ON
chain_00377,1851,QC074004,[Start of chain],[Start of chain],False,Charlevoix,QC
chain_00377,1861,QC013005,Isle-aux-Coudres,Isle-aux-Coudres,False,Charlevoix,QC
chain_00378,1851,QC071002,[Start of chain],[Start of chain],False,Temiscouata,QC
chain_00378,1861,QC054003,Fraserville,Fraserville,False,Temiscouata,QC
chain_00379,1851,ON033003,[Start of chain],[Start of chain],False,Renfrew,ON
chain_00379,1861,ON096006,Blithfield,Blithfield,False,Renfrew,ON
chain_00380,1851,ON024004,[Start of chain],[Start of chain],False,Northumberland,ON
chain_00380,1861,ON088001,Alnwick,Alnwick,False,Northumberland,ON
chain_00381,1851,QC063003,[Start of chain],[Start of chain],False,Missisquoi,QC
chain_00381,1861,QC033005,"St. Armand, West","St. Armand, West",False,Missisquoi,QC
chain_00382,1851,QC055004,[Start of chain],[Start of chain],False,Drummond,QC
chain_00382,1861,QC018001,Durham,Durham,False,Drummond,QC
chain_00383,1851,ON014004,[Start of chain],[Start of chain],False,Halton,ON
chain_00383,1861,ON077005,Nelson,Nelson,False,Halton,ON
chain_00384,1851,QC059015,[Start of chain],[Start of chain],False,Montcalm,QC
chain_00384,1861,QC034001,Chertsey,Chertsey,False,Montcalm,QC
chain_00385,1851,QC063002,[Start of chain],[Start of chain],False,Missisquoi,QC
chain_00385,1861,QC033006,"St. Armand, East","St. Armand, East",False,Missisquoi,QC
chain_00386,1851,QC061009,[Start of chain],[Start of chain],False,Lotbiniere,QC
chain_00386,1861,QC030002,Ste. Agathe,Ste. Agathe,False,Lotbiniere,QC
chain_00387,1851,ON042003,[Start of chain],[Start of chain],False,York,ON
chain_00387,1861,ON105007,Markham,Markham,False,York,ON
chain_00388,1851,QC082002,[Start of chain],[Start of chain],False,Vercheres,QC
chain_00388,1861,QC058007,Verchères,Verchères,False,Vercheres,QC
chain_00389,1851,QC062001,[Start of chain],[Start of chain],False,Megantic,QC
chain_00389,1861,QC032006,Leeds,Leeds,False,Megantic,QC
chain_00390,1851,QC082003,[Start of chain],[Start of chain],False,Vercheres,QC
chain_00390,1861,QC058002,Contrecœur,Contrecœur,False,Vercheres,QC
chain_00391,1851,ON026003,[Start of chain],[Start of chain],False,Ontario,ON
chain_00391,1861,ON089010,Uxbridge,Uxbridge,False,Ontario,ON
chain_00392,1851,ON045004,[Start of chain],[Start of chain],False,Kingston,ON
chain_00392,1861,ON109001,Cataraqui Ward,Cataraqui Ward,False,Kingston,ON
chain_00393,1851,ON019008,[Start of chain],[Start of chain],False,Lanark,ON
chain_00393,1861,ON082008,Lanark,Lanark,False,Lanark,ON
chain_00394,1851,QC051008,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00394,1861,QC009010,Nouvelle and Shoolbreds,Nouvelle and Shoolbreds,False,Bonaventure,QC
chain_00395,1851,ON034002,[Start of chain],[Start of chain],False,Russell,ON
chain_00395,1861,ON097002,Clarence,Clarence,False,Russell,ON
chain_00396,1851,QC054019,[Start of chain],[Start of chain],False,Dorchester,QC
chain_00396,1861,QC017002,Cranbourne,Cranbourne,False,Dorchester,QC
chain_00397,1851,ON016004,[Start of chain],[Start of chain],False,Huron,ON
chain_00397,1861,ON079002,Biddulph,Biddulph,False,Huron,ON
chain_00398,1851,ON025004,[Start of chain],[Start of chain],False,Norfolk,ON
chain_00398,1861,ON087007,Windham,Windham,False,Norfolk,ON
chain_00399,1851,QC054002,[Start of chain],[Start of chain],False,Lévis,QC
chain_00399,1861,QC029001,Notre Dame de la Victoire,Notre Dame de la Victoire,False,Lévis,QC
chain_00400,1851,ON028002,[Start of chain],[Start of chain],False,Peel,ON
chain_00400,1861,ON091003,Caledon,Caledon,False,Peel,ON
chain_00401,1851,QC056005,[Start of chain],[Start of chain],False,Gaspé,QC
chain_00401,1861,QC019003,Douglas,Douglas,False,Gaspé,QC
chain_00402,1851,ON003010,[Start of chain],[Start of chain],False,Bruce,ON
chain_00402,1861,ON066013,Kinlas,Kinlas,False,Bruce,ON
chain_00403,1851,ON037007,[Start of chain],[Start of chain],False,Victoria,ON
chain_00403,1861,ON100017,Verulam,Verulam,False,Victoria,ON
chain_00404,1851,ON031007,[Start of chain],[Start of chain],False,Prescott,ON
chain_00404,1861,ON094008,"Plantagenet, South","Plantagenet, South",False,Prescott,ON
chain_00405,1851,ON037003,[Start of chain],[Start of chain],False,Victoria,ON
chain_00405,1861,ON100007,Emily,Emily,False,Victoria,ON
chain_00406,1851,QC060012,[Start of chain],[Start of chain],False,Montmagny,QC
chain_00406,1861,QC035004,Isle aux Oies,Isle aux Oies,False,Montmagny,QC
chain_00407,1851,ON030001,[Start of chain],[Start of chain],False,Peterborough,ON
chain_00407,1861,ON093003,Belmont and Methuen,Belmont and Methuen,False,Peterborough,ON
chain_00408,1851,QC051002,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00408,1861,QC009005,Hope,Hope,False,Bonaventure,QC
chain_00409,1851,QC062014,[Start of chain],[Start of chain],False,Beauce,QC
chain_00409,1861,QC005010,Price,Price,False,Beauce,QC
chain_00410,1851,QC073003,[Start of chain],[Start of chain],False,St. Maurice,QC
chain_00410,1861,QC052004,St. Etienne,St. Etienne,False,St. Maurice,QC
chain_00411,1851,ON018006,[Start of chain],[Start of chain],False,Lambton,ON
chain_00411,1861,ON081006,Moore,Moore,False,Lambton,ON
chain_00412,1851,QC077007,[Start of chain],[Start of chain],False,Stanstead,QC
chain_00412,1861,QC053002,Barford,Barford,False,Stanstead,QC
chain_00413,1851,ON013001,[Start of chain],[Start of chain],False,Haldimand,ON
chain_00413,1861,ON076001,Canboro,Canboro,False,Haldimand,ON
chain_00414,1851,ON004010,[Start of chain],[Start of chain],False,Carleton,ON
chain_00414,1861,ON067010,"Richmond, Village","Richmond, Village",False,Carleton,ON
chain_00415,1851,ON020009,[Start of chain],[Start of chain],False,Leeds,ON
chain_00415,1861,ON083011,Leeds,Leeds,False,Leeds,ON
chain_00416,1851,QC062013,[Start of chain],[Start of chain],False,Beauce,QC
chain_00416,1861,QC005002,Aylmer,Aylmer,False,Beauce,QC
chain_00417,1851,QC060001,[Start of chain],[Start of chain],False,Montmagny,QC
chain_00417,1861,QC035007,"Montmagny, Village","Montmagny, Village",False,Montmagny,QC
chain_00418,1851,ON025006,[Start of chain],[Start of chain],False,Norfolk,ON
chain_00418,1861,ON087008,Woodhouse and Gore,Woodhouse and Gore,False,Norfolk,ON
chain_00419,1851,QC077004,[Start of chain],[Start of chain],False,Brome,QC
chain_00419,1861,QC010001,Bolton,Bolton,False,Brome,QC
chain_00420,1851,ON011013,[Start of chain],[Start of chain],False,Grey,ON
chain_00420,1861,ON075015,Sullivan,Sullivan,False,Grey,ON
chain_00421,1851,ON029010,[Start of chain],[Start of chain],False,Perth,ON
chain_00421,1861,ON092014,Wallace,Wallace,False,Perth,ON
chain_00422,1851,ON034003,[Start of chain],[Start of chain],False,Russell,ON
chain_00422,1861,ON097001,Cambridge,Cambridge,False,Russell,ON
chain_00423,1851,ON033001,[Start of chain],[Start of chain],False,Renfrew,ON
chain_00423,1861,ON096001,Admaston,Admaston,False,Renfrew,ON
chain_00424,1851,ON016016,[Start of chain],[Start of chain],False,Huron,ON
chain_00424,1861,ON079006,"Goderich, Town of","Goderich, Town of",False,Huron,ON
chain_00425,1851,QC082006,[Start of chain],[Start of chain],False,Vercheres,QC
chain_00425,1861,QC058003,St. Antoine,St. Antoine,False,Vercheres,QC
chain_00426,1851,QC049002,[Start of chain],[Start of chain],False,Montmagny,QC
chain_00426,1861,QC035001,Berthier,Berthier,False,Montmagny,QC
chain_00427,1851,QC076021,[Start of chain],[Start of chain],False,Wolfe,QC
chain_00427,1861,QC059006,Stratford,Stratford,False,Wolfe,QC
chain_00428,1851,ON038005,[Start of chain],[Start of chain],False,Waterloo,ON
chain_00428,1861,ON101010,Wellesley,Wellesley,False,Waterloo,ON
chain_00429,1851,ON026011,[Start of chain],[Start of chain],False,Ontario,ON
chain_00429,1861,ON089003,"Oshawa, Village","Oshawa, Village",False,Ontario,ON
chain_00430,1851,QC063005,[Start of chain],[Start of chain],False,Missisquoi,QC
chain_00430,1861,QC033001,Dunham,Dunham,False,Missisquoi,QC
chain_00431,1851,ON006007,[Start of chain],[Start of chain],False,Durham ,ON
chain_00431,1861,ON069009,"Port Hope, Town of","Port Hope, Town of",False,Durham ,ON
chain_00432,1851,ON042004,[Start of chain],[Start of chain],False,York,ON
chain_00432,1861,ON105008,Scarborough,Scarborough,False,York,ON
chain_00433,1851,QC074006,[Start of chain],[Start of chain],False,Charlevoix,QC
chain_00433,1861,QC013011,St. Irénée,St. Irénée,False,Charlevoix,QC
chain_00434,1851,ON004009,[Start of chain],[Start of chain],False,Carleton,ON
chain_00434,1861,ON067009,Osgoode,Osgoode,False,Carleton,ON
chain_00435,1851,ON006005,[Start of chain],[Start of chain],False,Durham ,ON
chain_00435,1861,ON069006,Hope,Hope,False,Durham ,ON
chain_00436,1851,ON017004,[Start of chain],[Start of chain],False,Kent,ON
chain_00436,1861,ON080005,Harwich,Harwich,False,Kent,ON
chain_00437,1851,QC079001,[Start of chain],[Start of chain],False,Terrebonne,QC
chain_00437,1861,QC055009,"Ste. Thérèse, Parish","Ste. Thérèse, Parish",False,Terrebonne,QC
chain_00438,1851,QC054018,[Start of chain],[Start of chain],False,Dorchester,QC
chain_00438,1861,QC017003,Frampton,Frampton,False,Dorchester,QC
chain_00439,1851,QC058008,[Start of chain],[Start of chain],False,Kamouraska,QC
chain_00439,1861,QC026012,St. Paschal,St. Paschal,False,Kamouraska,QC
chain_00440,1851,QC072002,[Start of chain],[Start of chain],False,Iberville,QC
chain_00440,1861,QC022003,St. Athanase,St. Athanase,False,Iberville,QC
chain_00441,1851,ON022002,[Start of chain],[Start of chain],False,Lincoln,ON
chain_00441,1861,ON085002,Clinton,Clinton,False,Lincoln,ON
chain_00442,1851,QC079003,[Start of chain],[Start of chain],False,Terrebonne,QC
chain_00442,1861,QC055004,St. Janvier,St. Janvier,False,Terrebonne,QC
chain_00443,1851,QC065004,[Start of chain],[Start of chain],False,Hochelaga,QC
chain_00443,1861,QC020007,Sault au Récollet,Sault au Récollet,False,Hochelaga,QC
chain_00444,1851,ON025009,[Start of chain],[Start of chain],False,Norfolk,ON
chain_00444,1861,ON087004,"Simcoe, Town of","Simcoe, Town of",False,Norfolk,ON
chain_00445,1851,ON027006,[Start of chain],[Start of chain],False,Oxford,ON
chain_00445,1861,ON090003,Dereham,Dereham,False,Oxford,ON
chain_00446,1851,ON019012,[Start of chain],[Start of chain],False,Lanark,ON
chain_00446,1861,ON082013,Ramsay,Ramsay,False,Lanark,ON
chain_00447,1851,QC073006,[Start of chain],[Start of chain],False,St. Maurice,QC
chain_00447,1861,QC052002,St. Barnabé,St. Barnabé,False,St. Maurice,QC
chain_00448,1851,QC067024,[Start of chain],[Start of chain],False,Outaouais,QC
chain_00448,1861,QC039026,Low,Low,False,Outaouais,QC
chain_00449,1851,QC067023,[Start of chain],[Start of chain],False,Pontiac,QC
chain_00449,1861,QC040016,Waltham,Waltham,False,Pontiac,QC
chain_00450,1851,QC079002,[Start of chain],[Start of chain],False,Terrebonne,QC
chain_00450,1861,QC055010,"Ste. Thérèse de Blainville, Village and College","Ste. Thérèse de Blainville, Village and College",False,Terrebonne,QC
chain_00451,1851,ON011007,[Start of chain],[Start of chain],False,Grey,ON
chain_00451,1861,ON075007,Glenelg,Glenelg,False,Grey,ON
chain_00452,1851,ON031003,[Start of chain],[Start of chain],False,Prescott,ON
chain_00452,1861,ON094003,"Hawkesbury, East","Hawkesbury, East",False,Prescott,ON
chain_00453,1851,ON035004,[Start of chain],[Start of chain],False,Simcoe,ON
chain_00453,1861,ON098015,Oro,Oro,False,Simcoe,ON
chain_00454,1851,ON033013,[Start of chain],[Start of chain],False,Renfrew,ON
chain_00454,1861,ON096021,Wilberforce,Wilberforce,False,Renfrew,ON
chain_00455,1851,QC073011,[Start of chain],[Start of chain],False,Maskinonge,QC
chain_00455,1861,QC031008,Ste. Ursule,Ste. Ursule,False,Maskinonge,QC
chain_00456,1851,QC068001,[Start of chain],[Start of chain],False,Portneuf,QC
chain_00456,1861,QC041009,St. Casimir,St. Casimir,False,Portneuf,QC
chain_00457,1851,QC067017,[Start of chain],[Start of chain],False,Pontiac,QC
chain_00457,1861,QC040002,Aldfield,Aldfield,False,Pontiac,QC
chain_00458,1851,ON011001,[Start of chain],[Start of chain],False,Grey,ON
chain_00458,1861,ON075001,Artemesia,Artemesia,False,Grey,ON
chain_00459,1851,ON039006,[Start of chain],[Start of chain],False,Wellington,ON
chain_00459,1861,ON103007,Garafraxa,Garafraxa,False,Wellington,ON
chain_00460,1851,QC076019,[Start of chain],[Start of chain],False,Wolfe,QC
chain_00460,1861,QC059002,Garthby,Garthby,False,Wolfe,QC
chain_00461,1851,QC072001,[Start of chain],[Start of chain],False,Iberville,QC
chain_00461,1861,QC022001,Iberville,Iberville,False,Iberville,QC
chain_00462,1851,QC073010,[Start of chain],[Start of chain],False,Maskinonge,QC
chain_00462,1861,QC031001,Hunterstown,Hunterstown,False,Maskinonge,QC
chain_00463,1851,ON026002,[Start of chain],[Start of chain],False,Ontario,ON
chain_00463,1861,ON089004,Pickering,Pickering,False,Ontario,ON
chain_00464,1851,ON016003,[Start of chain],[Start of chain],False,Huron,ON
chain_00464,1861,ON079011,McGillivray,McGillivray,False,Huron,ON
chain_00465,1851,QC057008,[Start of chain],[Start of chain],False,Laprairie,QC
chain_00465,1861,QC027007,Sault St. Louis,Sault St. Louis,False,Laprairie,QC
chain_00466,1851,QC071020,[Start of chain],[Start of chain],False,Rimouski,QC
chain_00466,1861,QC045005,"Matane, Parish","Matane, Parish",False,Rimouski,QC
chain_00467,1851,ON002007,[Start of chain],[Start of chain],False,Brant,ON
chain_00467,1861,ON065007,"Paris, Village","Paris, Village",False,Brant,ON
chain_00468,1851,QC081001,[Start of chain],[Start of chain],False,Vaudreuil,QC
chain_00468,1861,QC057001,Isle Perrot,Isle Perrot,False,Vaudreuil,QC
chain_00469,1851,QC064002,[Start of chain],[Start of chain],False,Montmorency,QC
chain_00469,1861,QC036001,Ange Gardien,Ange Gardien,False,Montmorency,QC
chain_00470,1851,ON018001,[Start of chain],[Start of chain],False,Lambton,ON
chain_00470,1861,ON081001,Bosanquet,Bosanquet,False,Lambton,ON
chain_00471,1851,QC069002,[Start of chain],[Start of chain],False,Quebec (Comté),QC
chain_00471,1861,QC042012,St. Gabriel,St. Gabriel,False,Quebec (Comté),QC
chain_00472,1851,QC068010,[Start of chain],[Start of chain],False,Portneuf,QC
chain_00472,1861,QC041005,Pointe-aux-Trembles,Pointe-aux-Trembles,False,Portneuf,QC
chain_00473,1851,QC083001,[Start of chain],[Start of chain],False,Yamaska,QC
chain_00473,1861,QC060003,St. David,St. David,False,Yamaska,QC
chain_00474,1851,QC067021,[Start of chain],[Start of chain],False,Outaouais,QC
chain_00474,1861,QC039036,Templeton,Templeton,False,Outaouais,QC
chain_00475,1851,ON028001,[Start of chain],[Start of chain],False,Peel,ON
chain_00475,1861,ON091001,Albion,Albion,False,Peel,ON
chain_00476,1851,ON042009,[Start of chain],[Start of chain],False,York,ON
chain_00476,1861,ON105010,Whitchurch,Whitchurch,False,York,ON
chain_00477,1851,ON042007,[Start of chain],[Start of chain],False,York,ON
chain_00477,1861,ON105004,"Gwillimhury, North","Gwillimhury, North",False,York,ON
chain_00478,1851,QC064007,[Start of chain],[Start of chain],False,Montmorency,QC
chain_00478,1861,QC036011,St. Pierre,St. Pierre,False,Montmorency,QC
chain_00479,1851,QC085999,[Start of chain],[Start of chain],False,City of Montreal,QC
chain_00479,1861,QC061999,NO DATA,NO DATA,False,City of Montreal,QC
chain_00480,1851,QC067006,[Start of chain],[Start of chain],False,Pontiac,QC
chain_00480,1861,QC040006,Chichester,Chichester,False,Pontiac,QC
chain_00481,1851,QC053001,[Start of chain],[Start of chain],False,Champlain,QC
chain_00481,1861,QC012005,Ste. Anne,Ste. Anne,False,Champlain,QC
chain_00482,1851,ON008009,[Start of chain],[Start of chain],False,Essex,ON
chain_00482,1861,ON071011,Rochester,Rochester,False,Essex,ON
chain_00483,1851,ON035015,[Start of chain],[Start of chain],False,Simcoe,ON
chain_00483,1861,ON098012,Mulmer,Mulmer,False,Simcoe,ON
chain_00484,1851,ON044001,[Start of chain],[Start of chain],False,Hamilton,ON
chain_00484,1861,ON108005,St. Patricks’ Ward,St. Patricks’ Ward,False,Hamilton,ON
chain_00485,1851,ON020004,[Start of chain],[Start of chain],False,Leeds,ON
chain_00485,1861,ON083005,"Crosby, South","Crosby, South",False,Leeds,ON
chain_00486,1851,ON040006,[Start of chain],[Start of chain],False,Welland,ON
chain_00486,1861,ON102011,Wainfleet.,Wainfleet.,False,Welland,ON
chain_00487,1851,ON031004,[Start of chain],[Start of chain],False,Prescott,ON
chain_00487,1861,ON094006,Longueuil,Longueuil,False,Prescott,ON
chain_00488,1851,ON036004,[Start of chain],[Start of chain],False,Stormont,ON
chain_00488,1861,ON099005,Roxborough,Roxborough,False,Stormont,ON
chain_00489,1851,QC066007,[Start of chain],[Start of chain],False,Nicolet,QC
chain_00489,1861,QC038009,St. Pierre,St. Pierre,False,Nicolet,QC
chain_00490,1851,QC083002,[Start of chain],[Start of chain],False,Yamaska,QC
chain_00490,1861,QC060005,St. Michel,St. Michel,False,Yamaska,QC
chain_00491,1851,ON001004,[Start of chain],[Start of chain],False,Lennox and Addington ,ON
chain_00491,1861,ON084011,Sheffield,Sheffield,False,Lennox and Addington ,ON
chain_00492,1851,ON029009,[Start of chain],[Start of chain],False,Perth,ON
chain_00492,1861,ON092006,Elma,Elma,False,Perth,ON
chain_00493,1851,ON011010,[Start of chain],[Start of chain],False,Grey,ON
chain_00493,1861,ON075011,Normanby,Normanby,False,Grey,ON
chain_00494,1851,QC067022,[Start of chain],[Start of chain],False,Outaouais,QC
chain_00494,1861,QC039038,Wakefield,Wakefield,False,Outaouais,QC
chain_00495,1851,ON024007,[Start of chain],[Start of chain],False,Northumberland,ON
chain_00495,1861,ON088008,Hamilton,Hamilton,False,Northumberland,ON
chain_00496,1851,ON015001,[Start of chain],[Start of chain],False,Hastings,ON
chain_00496,1861,ON078001,"Belleville, Town of","Belleville, Town of",False,Hastings,ON
chain_00497,1851,QC057002,[Start of chain],[Start of chain],False,Laprairie,QC
chain_00497,1861,QC027001,"Laprairie, Village","Laprairie, Village",False,Laprairie,QC
chain_00498,1851,ON010003,[Start of chain],[Start of chain],False,Glengary ,ON
chain_00498,1861,ON073004,Lochiel,Lochiel,False,Glengary ,ON
chain_00499,1851,ON035012,[Start of chain],[Start of chain],False,Simcoe,ON
chain_00499,1861,ON098018,Tecumseth,Tecumseth,False,Simcoe,ON
chain_00500,1851,ON037005,[Start of chain],[Start of chain],False,Victoria,ON
chain_00500,1861,ON100008,Fenelon,Fenelon,False,Victoria,ON
chain_00501,1851,QC060007,[Start of chain],[Start of chain],False,L'Islet,QC
chain_00501,1861,QC023004,St. Cyrille,St. Cyrille,False,L'Islet,QC
chain_00502,1851,QC066005,[Start of chain],[Start of chain],False,Nicolet,QC
chain_00502,1861,QC038007,St. Grégoire,St. Grégoire,False,Nicolet,QC
chain_00503,1851,QC050009,[Start of chain],[Start of chain],False,Joliette,QC
chain_00503,1861,QC025014,St. Thomas,St. Thomas,False,Joliette,QC
chain_00504,1851,QC072010,[Start of chain],[Start of chain],False,Rouville,QC
chain_00504,1861,QC046004,St. Hilaire,St. Hilaire,False,Rouville,QC
chain_00505,1851,QC076010,[Start of chain],[Start of chain],False,Compton,QC
chain_00505,1861,QC016001,Bury,Bury,False,Compton,QC
chain_00506,1851,QC051006,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00506,1861,QC009007,Maria,Maria,False,Bonaventure,QC
chain_00507,1851,QC083005,[Start of chain],[Start of chain],False,Yamaska,QC
chain_00507,1861,QC060006,St. Zéphirin,St. Zéphirin,False,Yamaska,QC
chain_00508,1851,ON026004,[Start of chain],[Start of chain],False,Ontario,ON
chain_00508,1861,ON089006,Reach,Reach,False,Ontario,ON
chain_00509,1851,QC080016,[Start of chain],[Start of chain],False,Argenteuil,QC
chain_00509,1861,QC002006,Harrington,Harrington,False,Argenteuil,QC
chain_00510,1851,ON009005,[Start of chain],[Start of chain],False,Frontenac,ON
chain_00510,1861,ON072002,Bedford,Bedford,False,Frontenac,ON
chain_00511,1851,ON002005,[Start of chain],[Start of chain],False,Brant ,ON
chain_00511,1861,ON065005,Oakland,Oakland,False,Brant ,ON
chain_00512,1851,ON020002,[Start of chain],[Start of chain],False,Leeds,ON
chain_00512,1861,ON083003,Burgess,Burgess,False,Leeds,ON
chain_00513,1851,ON033006,[Start of chain],[Start of chain],False,Renfrew,ON
chain_00513,1861,ON096017,Ross,Ross,False,Renfrew,ON
chain_00514,1851,QC054021,[Start of chain],[Start of chain],False,Beauce,QC
chain_00514,1861,QC005008,Linière,Linière,False,Beauce,QC
chain_00515,1851,ON027010,[Start of chain],[Start of chain],False,Oxford,ON
chain_00515,1861,ON090006,"Nissouri, East","Nissouri, East",False,Oxford,ON
chain_00516,1851,QC057014,[Start of chain],[Start of chain],False,Napierville,QC
chain_00516,1861,QC037005,Sherrington,Sherrington,False,Napierville,QC
chain_00517,1851,QC076018,[Start of chain],[Start of chain],False,Compton,QC
chain_00517,1861,QC016010,Westbury,Westbury,False,Compton,QC
chain_00518,1851,QC054012,[Start of chain],[Start of chain],False,Beauce,QC
chain_00518,1861,QC005012,St. Elzéar,St. Elzéar,False,Beauce,QC
chain_00519,1851,ON020003,[Start of chain],[Start of chain],False,Leeds,ON
chain_00519,1861,ON083004,"Crosby, North","Crosby, North",False,Leeds,ON
chain_00520,1851,QC051004,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00520,1861,QC009004,Hamilton,Hamilton,False,Bonaventure,QC
chain_00521,1851,ON020012,[Start of chain],[Start of chain],False,Leeds,ON
chain_00521,1861,ON083002,"Brockville, Town of","Brockville, Town of",False,Leeds,ON
chain_00522,1851,ON007008,[Start of chain],[Start of chain],False,Elgin,ON
chain_00522,1861,ON070007,"St. Thomas, Town of","St. Thomas, Town of",False,Elgin,ON
chain_00523,1851,QC052001,[Start of chain],[Start of chain],False,Chambly,QC
chain_00523,1861,QC011006,"Longueuil, Village","Longueuil, Village",False,Chambly,QC
chain_00524,1851,QC076012,[Start of chain],[Start of chain],False,Wolfe,QC
chain_00524,1861,QC059007,Weedon,Weedon,False,Wolfe,QC
chain_00525,1851,ON026010,[Start of chain],[Start of chain],False,York,ON
chain_00525,1861,ON105002,Georgina,Georgina,False,York,ON
chain_00526,1851,QC066009,[Start of chain],[Start of chain],False,Nicolet,QC
chain_00526,1861,QC038005,St. Célestin,St. Célestin,False,Nicolet,QC
chain_00527,1851,ON016014,[Start of chain],[Start of chain],False,Huron,ON
chain_00527,1861,ON079014,Stanley and Bayfield,Stanley and Bayfield,False,Huron,ON
chain_00528,1851,QC059012,[Start of chain],[Start of chain],False,Montcalm,QC
chain_00528,1861,QC034003,Kilkenny,Kilkenny,False,Montcalm,QC
chain_00529,1851,QC058004,[Start of chain],[Start of chain],False,Kamouraska,QC
chain_00529,1861,QC026008,St. Denis,St. Denis,False,Kamouraska,QC
chain_00530,1851,ON037004,[Start of chain],[Start of chain],False,Victoria,ON
chain_00530,1861,ON100006,Eldon,Eldon,False,Victoria,ON
chain_00531,1851,QC068002,[Start of chain],[Start of chain],False,Portneuf,QC
chain_00531,1861,QC041004,Grondines,Grondines,False,Portneuf,QC
chain_00532,1851,QC074010,[Start of chain],[Start of chain],False,Charlevoix,QC
chain_00532,1861,QC013010,St. Fidèle,St. Fidèle,False,Charlevoix,QC
chain_00533,1851,ON030009,[Start of chain],[Start of chain],False,Peterborough,ON
chain_00533,1861,ON093012,"Peterborough, Town of","Peterborough, Town of",False,Peterborough,ON
chain_00534,1851,QC061004,[Start of chain],[Start of chain],False,Lotbiniere,QC
chain_00534,1861,QC030006,St. Flavien,St. Flavien,False,Lotbiniere,QC
chain_00535,1851,ON029002,[Start of chain],[Start of chain],False,Perth,ON
chain_00535,1861,ON092008,Hibbert,Hibbert,False,Perth,ON
chain_00536,1851,ON004004,[Start of chain],[Start of chain],False,Carleton,ON
chain_00536,1861,ON067004,"Gower, North","Gower, North",False,Carleton,ON
chain_00537,1851,QC058999,[Start of chain],[Start of chain],False,Kamouraska,QC
chain_00537,1861,QC026999,NO DATA,NO DATA,False,Kamouraska,QC
chain_00538,1851,QC080009,[Start of chain],[Start of chain],False,Two Mountains,QC
chain_00538,1861,QC056006,"St. Eustache, Village","St. Eustache, Village",False,Two Mountains,QC
chain_00539,1851,ON008001,[Start of chain],[Start of chain],False,Essex,ON
chain_00539,1861,ON071001,"Amherstburgh, Town of","Amherstburgh, Town of",False,Essex,ON
chain_00540,1851,QC054005,[Start of chain],[Start of chain],False,Lévis,QC
chain_00540,1861,QC029004,St. Henri,St. Henri,False,Lévis,QC
chain_00541,1851,ON007003,[Start of chain],[Start of chain],False,Elgin,ON
chain_00541,1861,ON070004,Dunwich,Dunwich,False,Elgin,ON
chain_00542,1851,QC062006,[Start of chain],[Start of chain],False,Wolfe,QC
chain_00542,1861,QC059009,Wolfestown,Wolfestown,False,Wolfe,QC
chain_00543,1851,ON045001,[Start of chain],[Start of chain],False,Kingston,ON
chain_00543,1861,ON109006,Sydenham Ward,Sydenham Ward,False,Kingston,ON
chain_00544,1851,ON034001,[Start of chain],[Start of chain],False,Russell,ON
chain_00544,1861,ON097003,Cumberland,Cumberland,False,Russell,ON
chain_00545,1851,QC077003,[Start of chain],[Start of chain],False,Stanstead,QC
chain_00545,1861,QC053004,Hatley,Hatley,False,Stanstead,QC
chain_00546,1851,ON013002,[Start of chain],[Start of chain],False,Haldimand,ON
chain_00546,1861,ON076003,"Cayuga, South","Cayuga, South",False,Haldimand,ON
