year_from,year_to,tcpuid_from,tcpuid_to,name_from,name_to,iou,name_similarity,len_diff,cd_name_from,cd_name_to,pr_from
1851,1861,QC048008,QC014007,St. Urbain,St. Urbain Premier,1.0,60.91,8,Beauharnois,Chateauguay,QC
1851,1861,QC060008,QC035010,Cap St. Ignace,St. Ignace,1.0,62.08,4,L’Islet,Montmagny,QC
1851,1861,ON030003,ON093005,Dummer & Burleigh,Dummer,1.0,62.24,11,Peterboro,Peterborough,ON
1851,1861,ON038006,ON101003,Galt,"Galt, Town of",1.0,62.94,9,Waterloo,Waterloo,ON
1851,1861,QC053002,QC012001,"St. François X., Batiscan",Batiscan,1.0,63.94,17,Champlain,Champlain,QC
1851,1861,QC051001,QC009003,Port Daniel,Daniel (Port),1.0,65.0,2,Bonaventure,Bonaventure,QC
1851,1861,QC056003,QC019013,"Percé, Township",Percé,1.0,65.0,10,Gaspé,Gaspé,QC
1851,1861,QC052014,QC051003,"St. John, Parish","St. Jean, Parish",1.0,65.0,0,Chambly,St. Johns,QC
1851,1861,QC072001,QC022001,Christieville,Iberville,1.0,65.72,4,Rouville,Iberville,QC
1851,1861,QC074004,QC013005,Isles aux Coudres,Isle-aux-Coudres,1.0,66.06,1,Saguenay,Charlevoix,QC
1851,1861,QC051008,QC009010,Nouvelle,Nouvelle and Shoolbreds,1.0,66.13,15,Bonaventure,Bonaventure,QC
1851,1861,ON016014,ON079014,Stanley,Stanley and Bayfield,1.0,66.3,13,Huron,Huron,ON
1851,1861,QC066008,QC038004,Nicolet,Nicolet and Seminary,1.0,66.3,13,Nicolet,Nicolet,QC
1851,1861,QC056004,QC019009,"Malbay, Township",Malbaie,1.0,66.52,9,Gaspé,Gaspé,QC
1851,1861,ON001004,ON084011,Shefford,Sheffield,1.0,68.03,1,Addington,Lennox and Addington ,ON
1851,1861,QC055004,QC018001,"Durham, Township",Durham,1.0,68.18,10,Drummond,Drummond,QC
1851,1861,ON040009,ON102002,Chippewa,"Chippawa, Village",1.0,69.2,9,Welland,Welland,ON
1851,1861,QC056005,QC019003,"Douglass, Township",Douglas,1.0,69.2,11,Gaspé,Gaspé,QC
1851,1861,ON045002,ON109004,"Kingston, Rideau Ward",Rideau Ward,0.9993,69.94,10,"Kingston, City",Kingston,ON
1851,1861,ON008004,ON071004,Gosfield,Golded,1.0,70.0,2,Essex,Essex,ON
1851,1861,ON026011,ON089003,Oshawa,"Oshawa, Village",1.0,70.0,9,Ontario,Ontario,ON
1851,1861,QC079010,QC028001,St. François de Sales,St. François de Sales,1.0,70.0,0,Terrebonne,Laval,QC
1851,1861,QC079011,QC028004,St. Vincent de Paul,St. Vincent de Paul,0.9981,70.0,0,Terrebonne,Laval,QC
1851,1861,QC079013,QC028002,St. Martin,St. Martin,1.0,70.0,0,Terrebonne,Laval,QC
1851,1861,QC060014,QC035002,Grosse Ile,Grosse Isle,1.0,70.42,1,L’Islet,Montmagny,QC
1851,1861,QC061006,QC030005,Ste. Croix,Ste. Croix and Convent,1.0,70.75,12,Lotbinière,Lotbiniere,QC
1851,1861,QC055008,QC018004,"Simpson, Township",Simpson,1.0,70.83,10,Drummond,Drummond,QC
1851,1861,QC055010,QC018007,"Wickham, Township",Wickham,1.0,70.83,10,Drummond,Drummond,QC
1851,1861,QC055018,QC018003,"Kingsey, Township",Kingsey,1.0,70.83,10,Drummond,Drummond,QC
1851,1861,QC058002,QC026001,"Ixworth, Township",Ixworth,1.0,70.83,10,Kamouraska,Kamouraska,QC
1851,1861,QC062006,QC059009,Wolfstown,Wolfestown,1.0,70.93,1,Megantic,Wolfe,QC
1851,1861,QC060012,QC035004,Ile aux Oies,Isle aux Oies,1.0,70.95,1,L’Islet,Montmagny,QC
1851,1861,QC060011,QC035003,Ile aux Grues,Isle aux Grues,1.0,71.16,1,L’Islet,Montmagny,QC
1851,1861,QC067001,QC039003,"Aylmer, Town","Aylmer, Village",1.0,71.48,3,Outaouais,Outaouais,QC
1851,1861,QC061007,QC030001,"St. Louis, Lotbinière",Lotbinière,1.0,72.16,11,Lotbinière,Lotbiniere,QC
1851,1861,ON045001,ON109006,"Kingston, Sydenham Ward",Sydenham Ward,1.0,72.37,10,"Kingston, City",Kingston,ON
1851,1861,QC067017,QC040002,Oldfield,Aldfield,1.0,72.5,0,Outaouais,Pontiac,QC
1851,1861,ON017002,ON080003,Chatham,Chatham and Gore,1.0,72.61,9,Kent,Kent,ON
1851,1861,QC049002,QC035001,Berthier,Berthier,1.0,73.0,0,Bellechasse,Montmagny,QC
1851,1861,ON036001,ON099002,Cornwall,"Cornwall, Township",1.0,73.08,10,Stormont,Stormont,ON
1851,1861,QC055005,QC018002,"Grantham, Township",Grantham,1.0,73.08,10,Drummond,Drummond,QC
1851,1861,QC055007,QC018006,"Wendover, Township",Wendover,1.0,73.08,10,Drummond,Drummond,QC
1851,1861,QC057008,QC027007,Sault St. Louis,Sault St. Louis,1.0,73.16,0,Huntingdon,Laprairie,QC
1851,1861,QC057003,QC027003,St. Constant,St. Constant,1.0,73.16,0,Huntingdon,Laprairie,QC
1851,1861,QC057005,QC027004,St. Isidore,St. Isidore,1.0,73.16,0,Huntingdon,Laprairie,QC
1851,1861,QC057004,QC027006,St. Philippe,St. Philippe,1.0,73.16,0,Huntingdon,Laprairie,QC
1851,1861,QC057002,QC027001,"Laprairie, Village","Laprairie, Village",1.0,73.16,0,Huntingdon,Laprairie,QC
1851,1861,QC065004,QC020007,Sault aux Récollets,Sault au Récollet,1.0,73.17,2,Montréal,Hochelaga,QC
1851,1861,QC079002,QC055010,"Ste. Thérèse, Village","Ste. Thérèse de Blainville, Village and College",1.0,73.24,26,Terrebonne,Terrebonne,QC
1851,1861,ON045004,ON109001,"Kingston, Cataraqui Ward",Cataraqui Ward,1.0,73.4,10,"Kingston, City",Kingston,ON
1851,1861,ON027012,ON090005,"Ingersol, Town","Ingersoll, Village",1.0,73.75,4,Oxford,Oxford,ON
1851,1861,QC060002,QC035012,St. Thomas,St. Thomas,1.0,73.75,0,L’Islet,Montmagny,QC
1851,1861,QC060001,QC035007,"Montmagny, Village","Montmagny, Village",1.0,73.75,0,L’Islet,Montmagny,QC
1851,1861,QC063001,QC010005,Sutton,Sutton,1.0,74.0,0,Missisquoi,Brome,QC
1851,1861,QC054005,QC029004,St. Henri,St. Henri,1.0,74.0,0,Dorchester,Lévis,QC
1851,1861,QC054002,QC029001,Notre Dame de la Victoire,Notre Dame de la Victoire,1.0,74.0,0,Dorchester,Lévis,QC
1851,1861,QC054017,QC005015,St. George,St. Georges,1.0,74.17,1,Dorchester,Beauce,QC
1851,1861,ON007008,ON070007,"St. Thomas, Village","St. Thomas, Town of",1.0,74.21,0,Elgin,Elgin,ON
1851,1861,ON026008,ON089008,Scugog,Scugog Island,1.0,74.21,7,Ontario,Ontario,ON
1851,1861,QC077004,QC010001,Bolton,Bolton,1.0,74.29,0,Stanstead,Brome,QC
1851,1861,QC077005,QC010004,Potton,Potton,1.0,74.29,0,Stanstead,Brome,QC
1851,1861,ON030005,ON093010,Monaghan,"Monaghan, North",1.0,74.41,7,Peterboro,Peterborough,ON
1851,1861,QC075008,QC010002,Brome,Brome,1.0,74.62,0,Shefford,Brome,QC
1851,1861,QC065007,QC024004,Ste. Anne,Ste. Anne,1.0,75.22,0,Montréal,Jacques Cartier,QC
1851,1861,QC065005,QC024007,St. Laurent,St. Laurent,1.0,75.22,0,Montréal,Jacques Cartier,QC
1851,1861,QC065009,QC024002,"Lachine, Village","Lachine, Village",1.0,75.22,0,Montréal,Jacques Cartier,QC
1851,1861,QC057014,QC037005,Sherrington,Sherrington,1.0,75.71,0,Huntingdon,Napierville,QC
1851,1861,ON045006,ON109005,"Kingston, St. Lawrence Ward",St. Lawrence Ward,1.0,75.91,10,"Kingston, City",Kingston,ON
1851,1861,QC071004,QC054009,St. George de Kacouna,St. George de Kakouna,1.0,76.14,0,Rimouski,Temiscouata,QC
1851,1861,ON021002,ON084007,Fredericksburg,Frederichsburgh,1.0,76.6,1,Lennox,Lennox and Addington ,ON
1851,1861,ON006007,ON069009,Port Hope,"Port Hope, Town of",1.0,76.67,9,Durham,Durham ,ON
1851,1861,ON025006,ON087008,Woodhouse,Woodhouse and Gore,1.0,76.67,9,Norfolk,Norfolk,ON
1851,1861,QC078010,QC004007,Ste. Rosalie,Ste. Rosalie,1.0,76.67,0,St. Hyacinthe,Bagot,QC
1851,1861,QC053001,QC012005,Ste. Anne Lapérade,Ste. Anne,1.0,76.67,9,Champlain,Champlain,QC
1851,1861,QC074001,QC013001,Baie St. Paul,Baie St. Paul,1.0,76.67,0,Saguenay,Charlevoix,QC
1851,1861,QC074005,QC013004,Eboulements,Eboulements,1.0,76.67,0,Saguenay,Charlevoix,QC
1851,1861,QC074010,QC013010,St. Fidèle,St. Fidèle,1.0,76.67,0,Saguenay,Charlevoix,QC
1851,1861,QC074006,QC013011,St. Irénée,St. Irénée,1.0,76.67,0,Saguenay,Charlevoix,QC
1851,1861,QC074002,QC013012,St. Urbain,St. Urbain,1.0,76.67,0,Saguenay,Charlevoix,QC
1851,1861,QC076016,QC044008,Windsor,Windsor,1.0,76.67,0,Sherbrooke,Richmond,QC
1851,1861,QC081009,QC049003,St. Clet,St. Clet,1.0,76.67,0,Vaudreuil,Soulanges,QC
1851,1861,QC081007,QC049004,St. Ignace,St. Ignace,1.0,76.67,0,Vaudreuil,Soulanges,QC
1851,1861,QC081010,QC049008,St. Zotique,St. Zotique,0.9875,76.67,0,Vaudreuil,Soulanges,QC
1851,1861,QC050004,QC008001,Berthier,"Berthier, Parish",0.9862,76.67,8,Berthier,Berthier,QC
1851,1861,QC058009,QC026013,"Woodbridge, Township",Woodbridge,0.9888,76.67,10,Kamouraska,Kamouraska,QC
1851,1861,QC076010,QC016001,Bury,Bury,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076002,QC016002,Clifton,Clifton,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076004,QC016003,Compton,Compton,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076008,QC016004,Eaton,Eaton,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076001,QC016006,Hereford,Hereford,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076011,QC016007,Lingwick,Lingwick,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076018,QC016010,Westbury,Westbury,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC076020,QC016011,Winslow,Winslow,1.0,77.06,0,Sherbrooke,Compton,QC
1851,1861,QC065999,QC020999,NO DATA,NO DATA,1.0,77.06,0,Montréal,Hochelaga,QC
1851,1861,QC054012,QC005012,St. Elzéar,St. Elzéar,1.0,77.5,0,Dorchester,Beauce,QC
1851,1861,QC054016,QC005014,St. François,St. François,1.0,77.5,0,Dorchester,Beauce,QC
1851,1861,QC054015,QC005013,St. Frédéric,St. Frédéric,1.0,77.5,0,Dorchester,Beauce,QC
1851,1861,QC059010,QC034005,St. Alexis,St. Alexis,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC059012,QC034003,Kilkenny,Kilkenny,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC059008,QC034006,St. Esprit,St. Esprit,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC059013,QC034008,Ste. Julienne,Ste. Julienne,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC059015,QC034001,Chertsey,Chertsey,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC054020,QC005006,Jersey,Jersey,1.0,77.5,0,Dorchester,Beauce,QC
1851,1861,QC054021,QC005008,Linière,Linière,1.0,77.5,0,Dorchester,Beauce,QC
1851,1861,QC059016,QC034010,Wexford,Wexford,1.0,77.5,0,Leinster,Montcalm,QC
1851,1861,QC080013,QC002002,Chatham,Chatham,1.0,77.83,0,Two Mountains,Argenteuil,QC
1851,1861,QC080017,QC002005,Gore,Gore,1.0,77.83,0,Two Mountains,Argenteuil,QC
1851,1861,QC080015,QC002004,Grenville,Grenville,1.0,77.83,0,Two Mountains,Argenteuil,QC
1851,1861,QC080014,QC002012,Wentworth,Wentworth,1.0,77.83,0,Two Mountains,Argenteuil,QC
1851,1861,QC080016,QC002006,Harrington,Harrington,1.0,77.83,0,Two Mountains,Argenteuil,QC
1851,1861,QC076017,QC059001,Dudswell,Dudswell,1.0,78.0,0,Sherbrooke,Wolfe,QC
1851,1861,QC076021,QC059006,Stratford,Stratford,1.0,78.0,0,Sherbrooke,Wolfe,QC
1851,1861,QC076012,QC059007,Weedon,Weedon,1.0,78.0,0,Sherbrooke,Wolfe,QC
1851,1861,QC076019,QC059002,Garthby,Garthby,1.0,78.0,0,Sherbrooke,Wolfe,QC
1851,1861,QC070008,QC050002,St. Barnabé,St. Barnabé,1.0,78.18,0,Richelieu,St. Hyacinthe,QC
1851,1861,QC081002,QC057006,Vaudreuil,"Vaudreuil, Parish",1.0,78.46,8,Vaudreuil,Vaudreuil,QC
1851,1861,QC057006,QC014006,Ste. Philomène,Ste. Philomène,1.0,78.57,0,Huntingdon,Chateauguay,QC
1851,1861,QC048001,QC021006,St. Anicet,St. Anicet,1.0,78.57,0,Beauharnois,Huntingdon,QC
1851,1861,ON008010,ON071012,Tilbury W-O,"Tilbury,West",1.0,78.7,1,Essex,Essex,ON
1851,1861,ON027002,ON090014,Zorra W-O,"Zorra, West",0.9898,79.0,2,Oxford,Oxford,ON
1851,1861,QC059003,QC001011,St. Sulpice,St. Sulpice,1.0,79.0,0,Leinster,L'Assomption,QC
1851,1861,QC059005,QC001005,Lachenaie,Lachenaie,1.0,79.0,0,Leinster,L'Assomption,QC
1851,1861,ON019007,ON082007,Elmsley N,Elinsley,0.9862,79.41,1,Lanark,Lanark,ON
1851,1861,QC071010,QC054004,Isle Verte,Isle Verte,1.0,79.47,0,Rimouski,Temiscouata,QC
1851,1861,QC071009,QC054008,St. Eloi,St. Eloi,1.0,79.47,0,Rimouski,Temiscouata,QC
1851,1861,QC071002,QC054003,Fraserville,Fraserville,1.0,79.47,0,Rimouski,Temiscouata,QC
1851,1861,QC048005,QC006001,"Beauharnois, Village",Beauharnois,1.0,79.68,9,Beauharnois,Beauharnois,QC
1861,1871,ON112007,ON046003,St. Patricks’ Ward,"Toronto, St. Patrick’s Ward—Quartier",1.0,60.23,18,Toronto,"Toronto, West—Ouest",ON
1861,1871,ON069001,ON050002,Bowmanville,"Bowmanville, Town—Ville",1.0,60.29,12,Durham ,"Durham, West—Ouest",ON
1861,1871,ON111005,ON077001,Wellington Ward,"Ottawa, Wellington Ward—Quartier",1.0,60.33,17,Ottawa,"Ottawa, City—Cité",ON
1861,1871,ON089008,ON049003,Scugog Island,Scugog,1.0,60.36,7,Ontario,"Ontario, North—Nord",ON
1861,1871,ON082003,ON079004,Burgess,"Burgess, N",1.0,60.37,3,Lanark,"Leeds, South—Sud",ON
1861,1871,QC026006,QC165012,St. André,"St. André, Notre Dame du Portage",1.0,60.73,23,Kamouraska,Kamouraska,QC
1861,1871,ON084005,ON064005,Denbigh and Abinger,"Denbigh, Abinger, Ashby, Effingham",1.0,60.88,15,Lennox and Addington ,Addington,ON
1861,1871,ON074007,ON069002,"Present, town of","Prescott, Town—Ville",1.0,61.4,4,Grenville ,"Grenville, South—Sud",ON
1861,1871,ON096004,ON081002,Arnprior,"Arnprior, Village",1.0,61.6,9,Renfrew,"Renfrew, South—Sud",ON
1861,1871,ON069008,ON050005,Newcastle,"Newcastle, Village",1.0,61.67,9,Durham ,"Durham, West—Ouest",ON
1861,1871,ON065001,ON015004,"Brantford, Town of","Brantford, Town—Ville",1.0,61.74,3,Brant,"Brant, South or West—Sud ou Ouest",ON
1861,1871,QC045004,QC168006,"Matane, Township",Matane,1.0,62.18,10,Rimouski,Rimouski Est,QC
1861,1871,QC023002,QC164001,L’Islet,"L’lslet, St. Eugène",1.0,62.31,12,L'Islet,L'Islet,QC
1861,1871,ON082007,ON079003,Elinsley,"Elmsley, N",1.0,62.32,2,Lanark,"Lanark, South—Sud",ON
1861,1871,ON112006,ON047001,St. Lawrence Ward,"Toronto, St. Lawrence Ward—Quartier",1.0,63.27,18,Toronto,"Toronto, East—Est",ON
1861,1871,ON087008,ON011004,Woodhouse and Gore,Woodhouse,1.0,63.47,9,Norfolk,"Norfolk, South—Sud",ON
1861,1871,QC019014,QC170002,Ste. Anne,Ste. Anne des Monts,1.0,63.75,10,Gaspé,Gaspé Ouest,QC
1861,1871,ON070007,ON006002,"St. Thomas, Town of","Saint Thomas, Town—Ville",1.0,63.84,5,Elgin,"Elgin, East—Est",ON
1861,1871,ON080010,ON002002,Tilbury East,"Tilbury, E",1.0,63.94,2,Kent,Dover,ON
1861,1871,QC044003,QC138007,"Danville, Village, Academy and College of St. Francis","Danville, Village",1.0,64.0,36,Richmond,Richmond,QC
1861,1871,QC062002,QC147002,Jacques Cartier Ward,"Québec, Jacques Cartier Ward—Quartier",1.0,64.12,17,City of Quebec,Quebec Est,QC
1861,1871,QC046002,QC123006,"Marieville, College and Convent",Marieville,1.0,64.15,21,Rouville,Rouville,QC
1861,1871,QC019006,QC171006,"Gaspé Bay, South","Gaspé, S",1.0,64.31,8,Gaspé,Gaspé Centre,QC
1861,1871,QC029003,QC154005,St. Etienne de Lauzon,St. Etienne,1.0,64.79,10,Lévis,Lévis (Comté),QC
1861,1871,QC005017,QC158002,Ste. Marie de la Beauce,Ste. Marie,1.0,64.92,13,Beauce,Beauce Est,QC
1861,1871,QC009003,QC169001,Daniel (Port),Port Daniel,1.0,65.0,2,Bonaventure,Bonaventure,QC
1861,1871,QC049002,QC110006,Cedars,Les Cèdres,1.0,65.0,4,Soulanges,Soulanges,QC
1861,1871,QC012005,QC132007,Ste. Anne,Ste. Anne de la Pérade,1.0,65.19,13,Champlain,Champlain Sud,QC
1861,1871,ON082012,ON079008,"Perth, Town of","Perth, Town—Ville",1.0,65.33,3,Lanark,"Lanark, South—Sud",ON
1861,1871,QC051004,QC117005,"St. Johns, Town of","St. Jean, Town—Ville",1.0,65.39,2,St. Johns,St. Jean,QC
1861,1871,ON066011,ON027005,Kincaraio,Kincardine,1.0,65.86,1,Bruce,"Bruce, South—Sud",ON
1861,1871,ON098002,ON042005,"Barrie, Town of","Barrie, Town—Ville",1.0,65.91,3,Simcoe,"Simcoe, North—Nord",ON
1861,1871,ON101003,ON031004,"Galt, Town of","Galt, Town—Ville",1.0,66.05,3,Waterloo,"Waterloo, South—Sud",ON
1861,1871,ON076001,ON018003,Canboro,Canborough,1.0,66.22,3,Haldimand,Monck,ON
1861,1871,QC023001,QC164006,Ashford,"Ste. Louise, Ashford",1.0,66.3,13,L'Islet,L'Islet,QC
1861,1871,QC038004,QC135001,Nicolet and Seminary,Nicolet,1.0,66.3,13,Nicolet,Nicolet,QC
1861,1871,ON075013,ON037007,"Owen Sound, Town of","Owen Sound, Town—Ville",1.0,66.63,3,Grey,"Grey, North—Nord",ON
1861,1871,ON087004,ON012004,"Simcoe, Town of","Simcoe, Town—Ville",1.0,67.06,3,Norfolk,"Norfolk, North—Nord",ON
1861,1871,ON088009,ON056001,"Monaghan, South","Monaghan, S",1.0,67.13,4,Northumberland,"Peterborough, West—Ouest",ON
1861,1871,ON079006,ON025007,"Goderich, Town of","Goderich, Town—Ville",1.0,67.26,3,Huron,"Huron, South—Sud",ON
1861,1871,ON065004,ON016001,"Dumfries, South","Dumfries, S",0.9862,67.34,4,Brant ,"Brant, North or East—Nord ou Est",ON
1861,1871,QC056009,QC097003,St. Joseph du Lac,St. Joseph,1.0,67.41,7,Two Mountains,Deux-Montagnes,QC
1861,1871,ON092013,ON030003,"Stratford, Town of","Stratford, Town—Ville",1.0,67.48,3,Perth,"Perth, North—Nord",ON
1861,1871,ON109004,ON066002,Rideau Ward,"Kingston, Rideau Ward—Quartier",1.0,67.56,19,Kingston,Kingston,ON
1861,1871,ON089013,ON048003,"Whitby, Town of","Whitby, Town—Ville",1.0,67.71,3,Ontario,"Ontario, South—Sud",ON
1861,1871,ON110007,ON010007,Ward No. 7,"London, Ward—Quartier No. 7",1.0,67.84,17,London,London,ON
1861,1871,ON110001,ON010001,Ward No. 1,"London, Ward—Quartier No. 1",1.0,67.84,17,London,London,ON
1861,1871,ON110005,ON010005,Ward No. 5,"London, Ward—Quartier No. 5",1.0,67.84,17,London,London,ON
1861,1871,ON110003,ON010003,Ward No. 3,"London, Ward—Quartier No. 3",1.0,67.84,17,London,London,ON
1861,1871,ON110006,ON010006,Ward No. 6,"London, Ward—Quartier No. 6",1.0,67.84,17,London,London,ON
1861,1871,ON110002,ON010002,Ward No. 2,"London, Ward—Quartier No. 2",1.0,67.84,17,London,London,ON
1861,1871,ON110004,ON010004,Ward No. 4,"London, Ward—Quartier No. 4",1.0,67.84,17,London,London,ON
1861,1871,QC033007,QC125002,St. George de Clarenceville,St. George,1.0,67.84,17,Missisquoi,Missisquoi,QC
1861,1871,QC051003,QC117004,"St. Jean, Parish",St. Jean,1.0,67.84,8,St. Johns,St. Jean,QC
1861,1871,QC040007,QC091008,Isle du Calumet,Calumet,1.0,67.88,8,Pontiac,Pontiac Sud,QC
1861,1871,QC056007,QC097004,"St. Eustache, Parish",St. Eustache,1.0,68.06,8,Two Mountains,Deux-Montagnes,QC
1861,1871,ON066013,ON027002,Kinlas,Kinloss,1.0,68.13,1,Bruce,"Bruce, South—Sud",ON
1861,1871,ON090014,ON014002,"Zorra, West","Zorra, W-O",1.0,68.33,1,Oxford,"Oxford, North—Nord",ON
1861,1871,QC030008,QC155001,St. Jean Deschaillons,St. Jean,0.9985,68.62,13,Lotbiniere,Lotbiniere,QC
1861,1871,ON090012,ON014005,"Woodstock, Town of","Woodstock, Town—Ville",1.0,68.85,3,Oxford,"Oxford, North—Nord",ON
1861,1871,ON105004,ON043007,"Gwillimhury, North","Gwillimbury, N",1.0,68.88,4,York,"York, North—Nord",ON
1861,1871,ON104005,ON023003,"Dundas, Town of","Dundas, Town—Ville",1.0,68.91,3,Wentworth,"Wentworth, North—Nord",ON
1861,1871,QC055012,QC099001,"Terrebonne, Village, and College Masson","Terrebonne, Town—Ville",1.0,69.02,17,Terrebonne,Terrebonne,QC
1861,1871,ON109003,ON066005,Ontario Ward,"Kingston, Ontario Ward—Quartier",1.0,69.07,19,Kingston,Kingston,ON
1861,1871,QC032005,QC156007,Ireland,"Ireland, Coleraine",1.0,69.2,11,Megantic,Megantic,QC
1861,1871,ON104007,ON023002,"Flamboro, West","Flamborough, W-O",1.0,69.33,2,Wentworth,"Wentworth, North—Nord",ON
1861,1871,ON100011,ON052003,"Lindsay, Town of","Lindsay, Town—Ville",1.0,69.78,3,Victoria,"Victoria, South—Sud",ON
1861,1871,ON086012,ON008002,"Williams, East","Williams, W-O",1.0,69.85,1,Middlesex,"Middlesex, North—Nord",ON
1861,1871,ON071004,ON001005,Golded,Gosfield,1.0,70.0,2,Essex,Essex,ON
1861,1871,ON108004,ON024002,St. Mary’s Ward,"Hamilton, St. Mary's Ward—Quartier",1.0,70.0,19,Hamilton,Hamilton,ON
1861,1871,QC043008,QC120006,"Sorel, Town, College and Convent","Sorel, Town—Ville",1.0,70.0,15,Richelieu,Richelieu,QC
1861,1871,ON076006,ON018001,Moulton and Sherbrooke,"Moulton, Sherbrooke",1.0,70.03,3,Haldimand,Monck,ON
1861,1871,ON069009,ON051002,"Port Hope, Town of","Port Hope, Town—Ville",1.0,70.21,3,Durham ,"Durham, East—Est",ON
1861,1871,ON074003,ON070007,"Gower, South","Gower, S",1.0,70.21,4,Grenville ,"Leeds & Grenville, North—Nord",ON
1861,1871,ON103009,ON033003,"Guelph, Town of","Guelph, Town—Ville",1.0,70.26,3,Wellington,"Wellington, South—Sud",ON
1861,1871,ON096008,ON081007,"Brudenoll, Raglan and Radcliffe","Brudenell, Raglan, Radcliffe, Lyndoch",1.0,70.33,6,Renfrew,"Renfrew, South—Sud",ON
1861,1871,ON098004,ON042002,"Collingwood, Town of","Collingwood, Town—Ville",1.0,70.35,3,Simcoe,"Simcoe, North—Nord",ON
1861,1871,ON090011,ON013005,"Oxford, West","Oxford, W-O",0.9896,70.43,1,Oxford,"Oxford, South—Sud",ON
1861,1871,ON109007,ON066001,Victoria Ward,"Kingston, Victoria Ward—Quartier",1.0,70.44,19,Kingston,Kingston,ON
1861,1871,ON109006,ON066006,Sydenham Ward,"Kingston, Sydenham Ward—Quartier",1.0,70.44,19,Kingston,Kingston,ON
1861,1871,QC024008,QC108009,St. Raphaël and Isle Bizard,Isle Bizard,1.0,70.53,16,Jacques Cartier,Jacques Cartier,QC
1861,1871,QC001007,QC100002,St. Henri de Mascouche,St. Henri,1.0,70.65,13,L'Assomption,L'Assomption,QC
1861,1871,ON091006,ON039001,Toronto,"Toronto, Township",1.0,70.83,10,Peel,Peel,ON
1861,1871,QC013006,QC149001,Petite Rivière St. François-Xavier,Petite Rivière,1.0,70.83,20,Charlevoix,Charlevoix,QC
1861,1871,ON091002,ON039005,"Brampton, Town of","Brampton, Village",1.0,71.18,0,Peel,Peel,ON
1861,1871,ON079017,ON026011,Turnbury,Turnberry,1.0,71.28,1,Huron,"Huron, North—Nord",ON
1861,1871,ON102011,ON018007,Wainfleet.,Wainfleet,1.0,71.32,1,Welland,Monck,ON
1861,1871,ON083004,ON067008,"Crosby, North","Crosby, N",1.0,71.56,4,Leeds,"Leeds, South—Sud",ON
1861,1871,ON083005,ON067007,"Crosby, South","Crosby, S",1.0,71.56,4,Leeds,"Leeds, South—Sud",ON
1861,1871,ON089012,ON048002,"Whitby, West","Whitby, W-O",1.0,71.58,1,Ontario,"Ontario, South—Sud",ON
1861,1871,QC014003,QC112001,St. Joachim de Chateauguay,St. Joachim,1.0,71.62,15,Chateauguay,Chateauguay,QC
1861,1871,ON109002,ON066003,Frontenac Ward,"Kingston, Frontenac Ward—Quartier",1.0,71.7,19,Kingston,Kingston,ON
1861,1871,ON109001,ON066007,Cataraqui Ward,"Kingston, Cataraqui Ward—Quartier",1.0,71.7,19,Kingston,Kingston,ON
1861,1871,ON078001,ON060003,"Belleville, Town of","Belleville, Town—Ville",1.0,71.78,3,Hastings,"Hastings, West—Ouest",ON
1861,1871,QC019007,QC172004,Grand River,Grande-Rivière,1.0,71.83,3,Gaspé,Gaspé Sud,QC
1861,1871,QC006004,QC111005,St. Louis de Gonzague,St. Louis,1.0,72.0,12,Beauharnois,Beauharnois,QC
1861,1871,QC050005,QC121004,St. Denis and Convent,St. Denis,1.0,72.0,12,St. Hyacinthe,St. Hyacinthe,QC
1861,1871,QC056013,QC097009,"Ste. Scholastique, Parish",Ste. Scholastique,1.0,72.22,8,Two Mountains,Deux-Montagnes,QC
1861,1871,ON108002,ON024001,St. Georges’ Ward,"Hamilton, St. George’s Ward—Quartier",1.0,72.26,19,Hamilton,Hamilton,ON
1861,1871,ON108001,ON024003,St. Andrews’ Ward,"Hamilton, St. Andrew’s Ward—Quartier",1.0,72.26,19,Hamilton,Hamilton,ON
1861,1871,ON101001,ON032004,"Berlin, Village","Berlin, Town—Ville",1.0,72.29,3,Waterloo,"Waterloo, North—Nord",ON
1861,1871,QC038009,QC135008,St. Pierre,St. Pierre les Becquets,1.0,72.42,13,Nicolet,Nicolet,QC
1861,1871,QC056012,QC097010,"Ste. Scholastique, Village and Convent","Ste. Scholastique, Village",1.0,72.43,12,Two Mountains,Deux-Montagnes,QC
1861,1871,ON086010,ON009004,Nissouri,"Nissouri, W-O",1.0,72.62,5,Middlesex,"Middlesex, East—Est",ON
1861,1871,QC008002,QC103004,"Berthier, Village and Convent","Berthier, Town—Ville",1.0,72.86,9,Berthier,Berthier,QC
