observation_id:ID,:LABEL,variable_name,variable_category,value_numeric:float,value_string,unit,source_table,notes
ON001001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,21770.0,,unknown,V1T1,
ON001001_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
ON001001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,280.0,,unknown,V1T1,
ON001001_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,7.0,,unknown,V1T1,
ON001001_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,6.0,,unknown,V1T1,
ON001001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,281.0,,unknown,V1T1,
ON001001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,283.0,,persons,V1T1,
ON001001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1566.0,,persons,V1T1,
ON001001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,812.0,,persons,V1T1,
ON001001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,754.0,,persons,V1T1,
ON001001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,253.0,,persons,V1T1,
ON001001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,251.0,,persons,V1T1,
ON001001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,504.0,,persons,V1T1,
ON001001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,10.0,,persons,V1T1,
ON001001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,19.0,,persons,V1T1,
ON001001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,29.0,,persons,V1T1,
ON001001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,549.0,,persons,V1T1,
ON001001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,484.0,,persons,V1T1,
ON001001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1033.0,,persons,V1T1,
ON001002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,756.0,,unknown,V1T1,
ON001002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,415.0,,unknown,V1T1,
ON001002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,15.0,,unknown,V1T1,
ON001002_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,2.0,,unknown,V1T1,
ON001002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,415.0,,unknown,V1T1,
ON001002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,415.0,,persons,V1T1,
ON001002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1936.0,,persons,V1T1,
ON001002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,974.0,,persons,V1T1,
ON001002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,962.0,,persons,V1T1,
ON001002_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,343.0,,persons,V1T1,
ON001002_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,344.0,,persons,V1T1,
ON001002_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,687.0,,persons,V1T1,
ON001002_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,17.0,,persons,V1T1,
ON001002_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,82.0,,persons,V1T1,
ON001002_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,99.0,,persons,V1T1,
ON001002_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,614.0,,persons,V1T1,
ON001002_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,536.0,,persons,V1T1,
ON001002_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1150.0,,persons,V1T1,
ON001003_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,23860.0,,unknown,V1T1,
ON001003_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,346.0,,unknown,V1T1,
ON001003_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,26.0,,unknown,V1T1,
ON001003_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,10.0,,unknown,V1T1,
ON001003_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,346.0,,unknown,V1T1,
ON001003_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,346.0,,persons,V1T1,
ON001003_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1895.0,,persons,V1T1,
ON001003_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,997.0,,persons,V1T1,
ON001003_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,898.0,,persons,V1T1,
ON001003_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,308.0,,persons,V1T1,
ON001003_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,308.0,,persons,V1T1,
ON001003_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,616.0,,persons,V1T1,
ON001003_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,29.0,,persons,V1T1,
ON001003_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,35.0,,persons,V1T1,
ON001003_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,64.0,,persons,V1T1,
ON001003_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,660.0,,persons,V1T1,
ON001003_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,555.0,,persons,V1T1,
ON001003_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1215.0,,persons,V1T1,
ON001004_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,65823.0,,unknown,V1T1,
ON001004_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,540.0,,unknown,V1T1,
ON001004_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,3.0,,unknown,V1T1,
ON001004_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,9.0,,unknown,V1T1,
ON001004_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,540.0,,unknown,V1T1,
ON001004_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,542.0,,persons,V1T1,
ON001004_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2920.0,,persons,V1T1,
ON001004_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1505.0,,persons,V1T1,
ON001004_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1415.0,,persons,V1T1,
ON001004_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,476.0,,persons,V1T1,
ON001004_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,476.0,,persons,V1T1,
ON001004_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,952.0,,persons,V1T1,
ON001004_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,36.0,,persons,V1T1,
ON001004_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,55.0,,persons,V1T1,
ON001004_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,91.0,,persons,V1T1,
ON001004_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,993.0,,persons,V1T1,
ON001004_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,884.0,,persons,V1T1,
ON001004_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1877.0,,persons,V1T1,
ON001005_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,60790.0,,unknown,V1T1,
ON001005_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
ON001005_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,554.0,,unknown,V1T1,
ON001005_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,21.0,,unknown,V1T1,
ON001005_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,11.0,,unknown,V1T1,
ON001005_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,555.0,,unknown,V1T1,
ON001005_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,559.0,,persons,V1T1,
ON001005_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2994.0,,persons,V1T1,
ON001005_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1555.0,,persons,V1T1,
ON001005_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1439.0,,persons,V1T1,
ON001005_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,530.0,,persons,V1T1,
ON001005_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,527.0,,persons,V1T1,
ON001005_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1057.0,,persons,V1T1,
ON001005_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,39.0,,persons,V1T1,
ON001005_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,43.0,,persons,V1T1,
ON001005_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,82.0,,persons,V1T1,
ON001005_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,986.0,,persons,V1T1,
ON001005_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,869.0,,persons,V1T1,
ON001005_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1855.0,,persons,V1T1,
ON001006_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,60580.0,,unknown,V1T1,
ON001006_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
ON001006_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,589.0,,unknown,V1T1,
ON001006_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,7.0,,unknown,V1T1,
ON001006_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,8.0,,unknown,V1T1,
ON001006_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,590.0,,unknown,V1T1,
ON001006_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,596.0,,persons,V1T1,
ON001006_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,3248.0,,persons,V1T1,
ON001006_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1728.0,,persons,V1T1,
ON001006_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1520.0,,persons,V1T1,
ON001006_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,551.0,,persons,V1T1,
ON001006_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,556.0,,persons,V1T1,
ON001006_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1107.0,,persons,V1T1,
ON001006_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,23.0,,persons,V1T1,
ON001006_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,41.0,,persons,V1T1,
ON001006_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,64.0,,persons,V1T1,
ON001006_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1154.0,,persons,V1T1,
ON001006_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,923.0,,persons,V1T1,
ON001006_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2077.0,,persons,V1T1,
ON001007_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,10500.0,,unknown,V1T1,
ON001007_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,30.0,,unknown,V1T1,
ON001007_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,30.0,,unknown,V1T1,
ON001007_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,31.0,,persons,V1T1,
ON001007_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,150.0,,persons,V1T1,
ON001007_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,84.0,,persons,V1T1,
ON001007_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,66.0,,persons,V1T1,
ON001007_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,24.0,,persons,V1T1,
ON001007_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,24.0,,persons,V1T1,
ON001007_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,48.0,,persons,V1T1,
ON001007_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,3.0,,persons,V1T1,
ON001007_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,3.0,,persons,V1T1,
ON001007_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,0.0,,persons,V1T1,
ON001007_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,57.0,,persons,V1T1,
ON001007_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,39.0,,persons,V1T1,
ON001007_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,96.0,,persons,V1T1,
ON001008_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,24237.0,,unknown,V1T1,
ON001008_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,382.0,,unknown,V1T1,
ON001008_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,3.0,,unknown,V1T1,
ON001008_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,4.0,,unknown,V1T1,
ON001008_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,382.0,,unknown,V1T1,
ON001008_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,385.0,,persons,V1T1,
ON001008_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2228.0,,persons,V1T1,
ON001008_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1141.0,,persons,V1T1,
ON001008_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1087.0,,persons,V1T1,
ON001008_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,352.0,,persons,V1T1,
ON001008_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,351.0,,persons,V1T1,
ON001008_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,703.0,,persons,V1T1,
ON001008_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,29.0,,persons,V1T1,
ON001008_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,54.0,,persons,V1T1,
ON001008_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,83.0,,persons,V1T1,
ON001008_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,760.0,,persons,V1T1,
ON001008_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,682.0,,persons,V1T1,
ON001008_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1442.0,,persons,V1T1,
ON001009_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,2151.0,,unknown,V1T1,
ON001009_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
ON001009_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,217.0,,unknown,V1T1,
ON001009_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,14.0,,unknown,V1T1,
ON001009_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
ON001009_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,218.0,,unknown,V1T1,
ON001009_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,220.0,,persons,V1T1,
ON001009_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1160.0,,persons,V1T1,
ON001009_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,578.0,,persons,V1T1,
ON001009_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,582.0,,persons,V1T1,
ON001009_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,179.0,,persons,V1T1,
ON001009_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,179.0,,persons,V1T1,
ON001009_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,358.0,,persons,V1T1,
ON001009_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,13.0,,persons,V1T1,
ON001009_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,44.0,,persons,V1T1,
ON001009_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,57.0,,persons,V1T1,
ON001009_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,386.0,,persons,V1T1,
ON001009_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,359.0,,persons,V1T1,
ON001009_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,745.0,,persons,V1T1,
ON001010_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,43101.0,,unknown,V1T1,
ON001010_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,657.0,,unknown,V1T1,
ON001010_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,17.0,,unknown,V1T1,
ON001010_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,6.0,,unknown,V1T1,
ON001010_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,657.0,,unknown,V1T1,
ON001010_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,657.0,,persons,V1T1,
ON001010_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,3748.0,,persons,V1T1,
ON001010_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1997.0,,persons,V1T1,
ON001010_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1751.0,,persons,V1T1,
ON001010_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,581.0,,persons,V1T1,
ON001010_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,573.0,,persons,V1T1,
ON001010_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1154.0,,persons,V1T1,
ON001010_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,52.0,,persons,V1T1,
ON001010_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,46.0,,persons,V1T1,
ON001010_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,98.0,,persons,V1T1,
ON001010_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1364.0,,persons,V1T1,
ON001010_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1132.0,,persons,V1T1,
ON001010_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2496.0,,persons,V1T1,
ON001011_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,1872.0,,unknown,V1T1,
ON001011_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,857.0,,unknown,V1T1,
ON001011_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,14.0,,unknown,V1T1,
ON001011_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,25.0,,unknown,V1T1,
ON001011_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,857.0,,unknown,V1T1,
ON001011_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,861.0,,persons,V1T1,
ON001011_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4253.0,,persons,V1T1,
ON001011_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2084.0,,persons,V1T1,
ON001011_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2169.0,,persons,V1T1,
ON001011_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,756.0,,persons,V1T1,
ON001011_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,756.0,,persons,V1T1,
ON001011_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1512.0,,persons,V1T1,
ON001011_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,45.0,,persons,V1T1,
ON001011_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,168.0,,persons,V1T1,
ON001011_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,213.0,,persons,V1T1,
ON001011_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1283.0,,persons,V1T1,
ON001011_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1245.0,,persons,V1T1,
ON001011_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2528.0,,persons,V1T1,
ON001012_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,48454.0,,unknown,V1T1,
ON001012_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,2.0,,unknown,V1T1,
ON001012_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,384.0,,unknown,V1T1,
ON001012_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,14.0,,unknown,V1T1,
ON001012_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
ON001012_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,386.0,,unknown,V1T1,
ON001012_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,386.0,,persons,V1T1,
ON001012_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2055.0,,persons,V1T1,
ON001012_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1107.0,,persons,V1T1,
ON001012_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,948.0,,persons,V1T1,
ON001012_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,333.0,,persons,V1T1,
ON001012_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,329.0,,persons,V1T1,
ON001012_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,662.0,,persons,V1T1,
ON001012_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,30.0,,persons,V1T1,
ON001012_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,30.0,,persons,V1T1,
ON001012_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,66.0,,persons,V1T1,
ON001012_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,744.0,,persons,V1T1,
ON001012_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,589.0,,persons,V1T1,
ON001012_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1333.0,,persons,V1T1,
ON001013_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,35910.0,,unknown,V1T1,
ON001013_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,358.0,,unknown,V1T1,
ON001013_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,8.0,,unknown,V1T1,
ON001013_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,15.0,,unknown,V1T1,
ON001013_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,358.0,,unknown,V1T1,
ON001013_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,360.0,,persons,V1T1,
ON001013_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2152.0,,persons,V1T1,
ON001013_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1137.0,,persons,V1T1,
ON001013_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1015.0,,persons,V1T1,
ON001013_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,342.0,,persons,V1T1,
ON001013_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,342.0,,persons,V1T1,
ON001013_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,684.0,,persons,V1T1,
ON001013_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,21.0,,persons,V1T1,
ON001013_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,21.0,,persons,V1T1,
ON001013_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,42.0,,persons,V1T1,
ON001013_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,774.0,,persons,V1T1,
ON001013_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,652.0,,persons,V1T1,
ON001013_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1426.0,,persons,V1T1,
ON001014_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,50590.0,,unknown,V1T1,
ON001014_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,422.0,,unknown,V1T1,
ON001014_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,11.0,,unknown,V1T1,
ON001014_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,17.0,,unknown,V1T1,
