observation_id:ID,:LABEL,variable_name,variable_category,value_numeric:float,value_string,unit,source_table,notes
QC137006_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,116.0,,persons,V1T1,
QC137006_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,232.0,,persons,V1T1,
QC137006_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,8.0,,persons,V1T1,
QC137006_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,13.0,,persons,V1T1,
QC137006_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,21.0,,persons,V1T1,
QC137006_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,227.0,,persons,V1T1,
QC137006_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,250.0,,persons,V1T1,
QC137006_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,477.0,,persons,V1T1,
QC137007_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,18900.0,,unknown,V1T1,
QC137007_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,124.0,,unknown,V1T1,
QC137007_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,22.0,,unknown,V1T1,
QC137007_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,1.0,,unknown,V1T1,
QC137007_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,124.0,,unknown,V1T1,
QC137007_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,131.0,,persons,V1T1,
QC137007_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,852.0,,persons,V1T1,
QC137007_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,431.0,,persons,V1T1,
QC137007_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,421.0,,persons,V1T1,
QC137007_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,129.0,,persons,V1T1,
QC137007_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,130.0,,persons,V1T1,
QC137007_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,259.0,,persons,V1T1,
QC137007_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,2.0,,persons,V1T1,
QC137007_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,16.0,,persons,V1T1,
QC137007_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,18.0,,persons,V1T1,
QC137007_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,300.0,,persons,V1T1,
QC137007_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,275.0,,persons,V1T1,
QC137007_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,575.0,,persons,V1T1,
QC137008_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,72200.0,,unknown,V1T1,
QC137008_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,4.0,,unknown,V1T1,
QC137008_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,270.0,,unknown,V1T1,
QC137008_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,17.0,,unknown,V1T1,
QC137008_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,5.0,,unknown,V1T1,
QC137008_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,274.0,,unknown,V1T1,
QC137008_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,290.0,,persons,V1T1,
QC137008_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1953.0,,persons,V1T1,
QC137008_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,991.0,,persons,V1T1,
QC137008_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,962.0,,persons,V1T1,
QC137008_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,282.0,,persons,V1T1,
QC137008_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,287.0,,persons,V1T1,
QC137008_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,569.0,,persons,V1T1,
QC137008_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,13.0,,persons,V1T1,
QC137008_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,18.0,,persons,V1T1,
QC137008_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,31.0,,persons,V1T1,
QC137008_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,696.0,,persons,V1T1,
QC137008_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,657.0,,persons,V1T1,
QC137008_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1353.0,,persons,V1T1,
QC137009_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,86.0,,unknown,V1T1,
QC137009_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,5.0,,unknown,V1T1,
QC137009_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,2.0,,unknown,V1T1,
QC137009_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,86.0,,unknown,V1T1,
QC137009_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,98.0,,persons,V1T1,
QC137009_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,511.0,,persons,V1T1,
QC137009_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,249.0,,persons,V1T1,
QC137009_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,262.0,,persons,V1T1,
QC137009_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,82.0,,persons,V1T1,
QC137009_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,82.0,,persons,V1T1,
QC137009_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,164.0,,persons,V1T1,
QC137009_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,5.0,,persons,V1T1,
QC137009_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,9.0,,persons,V1T1,
QC137009_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,14.0,,persons,V1T1,
QC137009_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,162.0,,persons,V1T1,
QC137009_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,171.0,,persons,V1T1,
QC137009_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,333.0,,persons,V1T1,
QC137010_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,12390.0,,unknown,V1T1,
QC137010_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,55.0,,unknown,V1T1,
QC137010_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,4.0,,unknown,V1T1,
QC137010_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,2.0,,unknown,V1T1,
QC137010_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,55.0,,unknown,V1T1,
QC137010_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,64.0,,persons,V1T1,
QC137010_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,370.0,,persons,V1T1,
QC137010_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,202.0,,persons,V1T1,
QC137010_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,168.0,,persons,V1T1,
QC137010_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,61.0,,persons,V1T1,
QC137010_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,61.0,,persons,V1T1,
QC137010_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,122.0,,persons,V1T1,
QC137010_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,1.0,,persons,V1T1,
QC137010_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,5.0,,persons,V1T1,
QC137010_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,6.0,,persons,V1T1,
QC137010_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,140.0,,persons,V1T1,
QC137010_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,102.0,,persons,V1T1,
QC137010_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,242.0,,persons,V1T1,
QC137011_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,21840.0,,unknown,V1T1,
QC137011_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
QC137011_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,155.0,,unknown,V1T1,
QC137011_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,14.0,,unknown,V1T1,
QC137011_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,2.0,,unknown,V1T1,
QC137011_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,156.0,,unknown,V1T1,
QC137011_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,174.0,,persons,V1T1,
QC137011_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1165.0,,persons,V1T1,
QC137011_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,602.0,,persons,V1T1,
QC137011_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,563.0,,persons,V1T1,
QC137011_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,163.0,,persons,V1T1,
QC137011_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,164.0,,persons,V1T1,
QC137011_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,327.0,,persons,V1T1,
QC137011_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,12.0,,persons,V1T1,
QC137011_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,11.0,,persons,V1T1,
QC137011_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,23.0,,persons,V1T1,
QC137011_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,427.0,,persons,V1T1,
QC137011_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,388.0,,persons,V1T1,
QC137011_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,815.0,,persons,V1T1,
QC137012_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,2400.0,,unknown,V1T1,
QC137012_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,74.0,,unknown,V1T1,
QC137012_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,3.0,,unknown,V1T1,
QC137012_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,74.0,,unknown,V1T1,
QC137012_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,95.0,,persons,V1T1,
QC137012_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,542.0,,persons,V1T1,
QC137012_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,266.0,,persons,V1T1,
QC137012_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,276.0,,persons,V1T1,
QC137012_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,80.0,,persons,V1T1,
QC137012_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,79.0,,persons,V1T1,
QC137012_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,159.0,,persons,V1T1,
QC137012_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,2.0,,persons,V1T1,
QC137012_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,5.0,,persons,V1T1,
QC137012_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,7.0,,persons,V1T1,
QC137012_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,184.0,,persons,V1T1,
QC137012_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,192.0,,persons,V1T1,
QC137012_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,376.0,,persons,V1T1,
QC137013_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,13860.0,,unknown,V1T1,
QC137013_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,177.0,,unknown,V1T1,
QC137013_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,5.0,,unknown,V1T1,
QC137013_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,1.0,,unknown,V1T1,
QC137013_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,177.0,,unknown,V1T1,
QC137013_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,186.0,,persons,V1T1,
QC137013_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1287.0,,persons,V1T1,
QC137013_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,670.0,,persons,V1T1,
QC137013_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,617.0,,persons,V1T1,
QC137013_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,170.0,,persons,V1T1,
QC137013_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,170.0,,persons,V1T1,
QC137013_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,340.0,,persons,V1T1,
QC137013_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,6.0,,persons,V1T1,
QC137013_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,9.0,,persons,V1T1,
QC137013_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,15.0,,persons,V1T1,
QC137013_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,494.0,,persons,V1T1,
QC137013_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,438.0,,persons,V1T1,
QC137013_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,932.0,,persons,V1T1,
QC137014_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,10080.0,,unknown,V1T1,
QC137014_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,115.0,,unknown,V1T1,
QC137014_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,4.0,,unknown,V1T1,
QC137014_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,115.0,,unknown,V1T1,
QC137014_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,115.0,,persons,V1T1,
QC137014_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,780.0,,persons,V1T1,
QC137014_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,374.0,,persons,V1T1,
QC137014_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,406.0,,persons,V1T1,
QC137014_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,121.0,,persons,V1T1,
QC137014_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,120.0,,persons,V1T1,
QC137014_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,241.0,,persons,V1T1,
QC137014_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,3.0,,persons,V1T1,
QC137014_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,8.0,,persons,V1T1,
QC137014_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,11.0,,persons,V1T1,
QC137014_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,250.0,,persons,V1T1,
QC137014_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,278.0,,persons,V1T1,
QC137014_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,528.0,,persons,V1T1,
QC137015_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,22680.0,,unknown,V1T1,
QC137015_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,211.0,,unknown,V1T1,
QC137015_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,8.0,,unknown,V1T1,
QC137015_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,3.0,,unknown,V1T1,
QC137015_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,211.0,,unknown,V1T1,
QC137015_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,249.0,,persons,V1T1,
QC137015_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1544.0,,persons,V1T1,
QC137015_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,783.0,,persons,V1T1,
QC137015_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,761.0,,persons,V1T1,
QC137015_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,243.0,,persons,V1T1,
QC137015_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,242.0,,persons,V1T1,
QC137015_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,485.0,,persons,V1T1,
QC137015_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,12.0,,persons,V1T1,
QC137015_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,8.0,,persons,V1T1,
QC137015_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,20.0,,persons,V1T1,
QC137015_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,528.0,,persons,V1T1,
QC137015_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,511.0,,persons,V1T1,
QC137015_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1039.0,,persons,V1T1,
QC137016_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,25200.0,,unknown,V1T1,
QC137016_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,198.0,,unknown,V1T1,
QC137016_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,14.0,,unknown,V1T1,
QC137016_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,5.0,,unknown,V1T1,
QC137016_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,198.0,,unknown,V1T1,
QC137016_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,206.0,,persons,V1T1,
QC137016_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1368.0,,persons,V1T1,
QC137016_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,713.0,,persons,V1T1,
QC137016_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,655.0,,persons,V1T1,
QC137016_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,197.0,,persons,V1T1,
QC137016_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,197.0,,persons,V1T1,
QC137016_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,394.0,,persons,V1T1,
QC137016_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,13.0,,persons,V1T1,
QC137016_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,17.0,,persons,V1T1,
QC137016_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,30.0,,persons,V1T1,
QC137016_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,503.0,,persons,V1T1,
QC137016_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,441.0,,persons,V1T1,
QC137016_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,944.0,,persons,V1T1,
QC137017_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,32550.0,,unknown,V1T1,
QC137017_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,266.0,,unknown,V1T1,
QC137017_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,34.0,,unknown,V1T1,
QC137017_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,20.0,,unknown,V1T1,
QC137017_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,266.0,,unknown,V1T1,
QC137017_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,314.0,,persons,V1T1,
QC137017_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1866.0,,persons,V1T1,
QC137017_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,970.0,,persons,V1T1,
QC137017_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,896.0,,persons,V1T1,
QC137017_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,277.0,,persons,V1T1,
QC137017_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,280.0,,persons,V1T1,
QC137017_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,557.0,,persons,V1T1,
QC137017_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,11.0,,persons,V1T1,
QC137017_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,26.0,,persons,V1T1,
QC137017_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,37.0,,persons,V1T1,
QC137017_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,682.0,,persons,V1T1,
QC137017_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,590.0,,persons,V1T1,
QC137017_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1272.0,,persons,V1T1,
QC137018_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,28770.0,,unknown,V1T1,
QC137018_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,3.0,,unknown,V1T1,
QC137018_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,178.0,,unknown,V1T1,
QC137018_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,28.0,,unknown,V1T1,
QC137018_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
QC137018_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,181.0,,unknown,V1T1,
QC137018_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,196.0,,persons,V1T1,
QC137018_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1177.0,,persons,V1T1,
QC137018_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,632.0,,persons,V1T1,
QC137018_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,545.0,,persons,V1T1,
QC137018_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,178.0,,persons,V1T1,
QC137018_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,181.0,,persons,V1T1,
QC137018_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,359.0,,persons,V1T1,
QC137018_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,12.0,,persons,V1T1,
QC137018_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,13.0,,persons,V1T1,
QC137018_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,25.0,,persons,V1T1,
QC137018_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,442.0,,persons,V1T1,
QC137018_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,351.0,,persons,V1T1,
QC137018_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,793.0,,persons,V1T1,
QC138001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,41440.0,,unknown,V1T1,
QC138001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,152.0,,unknown,V1T1,
QC138001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,152.0,,unknown,V1T1,
QC138001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,152.0,,persons,V1T1,
QC138001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,856.0,,persons,V1T1,
QC138001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,476.0,,persons,V1T1,
QC138001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,380.0,,persons,V1T1,
QC138001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,142.0,,persons,V1T1,
QC138001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,143.0,,persons,V1T1,
QC138001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,285.0,,persons,V1T1,
QC138001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,7.0,,persons,V1T1,
QC138001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,12.0,,persons,V1T1,
QC138001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,19.0,,persons,V1T1,
QC138001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,327.0,,persons,V1T1,
QC138001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,225.0,,persons,V1T1,
QC138001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,552.0,,persons,V1T1,
QC138002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,61510.0,,unknown,V1T1,
QC138002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,404.0,,unknown,V1T1,
