identifier_id:ID,:LABEL,identifier_value,identifier_type,uri,label,retrieved_date
IDENT_WIKIDATA_Q3492477,E42_Identifier,Q3492477,WIKIDATA,http://www.wikidata.org/entity/Q3492477,Wikidata ID for Rainy River,2025-10-01
IDENT_GEONAMES_6116136,E42_Identifier,6116136,GEONAMES,https://www.geonames.org/6116136,GeoNames ID for Rainy River,2025-10-01
IDENT_WIKIDATA_Q3323039,E42_Identifier,Q3323039,WIKIDATA,http://www.wikidata.org/entity/Q3323039,Wikidata ID for Bon Accord,2025-10-01
IDENT_GEONAMES_5905348,E42_Identifier,5905348,GEONAMES,https://www.geonames.org/5905348,GeoNames ID for Bon Accord,2025-10-01
IDENT_WIKIDATA_Q3476268,E42_Identifier,Q3476268,WIKIDATA,http://www.wikidata.org/entity/Q3476268,Wikidata ID for Lambton Shores,2025-10-01
IDENT_GEONAMES_6049024,E42_Identifier,6049024,GEONAMES,https://www.geonames.org/6049024,GeoNames ID for Lambton Shores,2025-10-01
IDENT_WIKIDATA_Q3476268,E42_Identifier,Q3476268,WIKIDATA,http://www.wikidata.org/entity/Q3476268,Wikidata ID for Lambton Shores,2025-10-01
IDENT_GEONAMES_6049024,E42_Identifier,6049024,GEONAMES,https://www.geonames.org/6049024,GeoNames ID for Lambton Shores,2025-10-01
IDENT_WIKIDATA_Q3498168,E42_Identifier,Q3498168,WIKIDATA,http://www.wikidata.org/entity/Q3498168,Wikidata ID for Stellarton,2025-10-01
IDENT_GEONAMES_6156141,E42_Identifier,6156141,GEONAMES,https://www.geonames.org/6156141,GeoNames ID for Stellarton,2025-10-01
IDENT_WIKIDATA_Q3492596,E42_Identifier,Q3492596,WIKIDATA,http://www.wikidata.org/entity/Q3492596,Wikidata ID for Erin,2025-10-01
IDENT_GEONAMES_5949247,E42_Identifier,5949247,GEONAMES,https://www.geonames.org/5949247,GeoNames ID for Erin,2025-10-01
IDENT_WIKIDATA_Q3492472,E42_Identifier,Q3492472,WIKIDATA,http://www.wikidata.org/entity/Q3492472,Wikidata ID for Huron East,2025-10-01
IDENT_GEONAMES_5978831,E42_Identifier,5978831,GEONAMES,https://www.geonames.org/5978831,GeoNames ID for Huron East,2025-10-01
IDENT_WIKIDATA_Q3499358,E42_Identifier,Q3499358,WIKIDATA,http://www.wikidata.org/entity/Q3499358,Wikidata ID for Stewiacke,2025-10-01
IDENT_GEONAMES_6156586,E42_Identifier,6156586,GEONAMES,https://www.geonames.org/6156586,GeoNames ID for Stewiacke,2025-10-01
IDENT_WIKIDATA_Q3343828,E42_Identifier,Q3343828,WIKIDATA,http://www.wikidata.org/entity/Q3343828,Wikidata ID for Norman Wells,2025-10-01
IDENT_GEONAMES_6089245,E42_Identifier,6089245,GEONAMES,https://www.geonames.org/6089245,GeoNames ID for Norman Wells,2025-10-01
IDENT_WIKIDATA_Q3492080,E42_Identifier,Q3492080,WIKIDATA,http://www.wikidata.org/entity/Q3492080,Wikidata ID for Innisfil,2025-10-01
IDENT_GEONAMES_5983433,E42_Identifier,5983433,GEONAMES,https://www.geonames.org/5983433,GeoNames ID for Innisfil,2025-10-01
IDENT_WIKIDATA_Q3492487,E42_Identifier,Q3492487,WIKIDATA,http://www.wikidata.org/entity/Q3492487,Wikidata ID for Greenstone,2025-10-01
IDENT_GEONAMES_5966622,E42_Identifier,5966622,GEONAMES,https://www.geonames.org/5966622,GeoNames ID for Greenstone,2025-10-01
IDENT_WIKIDATA_Q3492590,E42_Identifier,Q3492590,WIKIDATA,http://www.wikidata.org/entity/Q3492590,Wikidata ID for South Bruce Peninsula,2025-10-01
IDENT_GEONAMES_6151762,E42_Identifier,6151762,GEONAMES,https://www.geonames.org/6151762,GeoNames ID for South Bruce Peninsula,2025-10-01
IDENT_WIKIDATA_Q3347411,E42_Identifier,Q3347411,WIKIDATA,http://www.wikidata.org/entity/Q3347411,Wikidata ID for O'Leary,2025-10-01
IDENT_GEONAMES_6093437,E42_Identifier,6093437,GEONAMES,https://www.geonames.org/6093437,GeoNames ID for O'Leary,2025-10-01
IDENT_WIKIDATA_Q3421337,E42_Identifier,Q3421337,WIKIDATA,http://www.wikidata.org/entity/Q3421337,Wikidata ID for Rayside-Balfour,2025-10-01
IDENT_GEONAMES_6117731,E42_Identifier,6117731,GEONAMES,https://www.geonames.org/6117731,GeoNames ID for Rayside-Balfour,2025-10-01
IDENT_WIKIDATA_Q3347411,E42_Identifier,Q3347411,WIKIDATA,http://www.wikidata.org/entity/Q3347411,Wikidata ID for O'Leary,2025-10-01
IDENT_GEONAMES_6093437,E42_Identifier,6093437,GEONAMES,https://www.geonames.org/6093437,GeoNames ID for O'Leary,2025-10-01
IDENT_WIKIDATA_Q3492582,E42_Identifier,Q3492582,WIKIDATA,http://www.wikidata.org/entity/Q3492582,Wikidata ID for Kincardine,2025-10-01
IDENT_GEONAMES_5992144,E42_Identifier,5992144,GEONAMES,https://www.geonames.org/5992144,GeoNames ID for Kincardine,2025-10-01
IDENT_WIKIDATA_Q3344161,E42_Identifier,Q3344161,WIKIDATA,http://www.wikidata.org/entity/Q3344161,Wikidata ID for North Rustico,2025-10-01
IDENT_GEONAMES_6090575,E42_Identifier,6090575,GEONAMES,https://www.geonames.org/6090575,GeoNames ID for North Rustico,2025-10-01
IDENT_WIKIDATA_Q1143653,E42_Identifier,Q1143653,WIKIDATA,http://www.wikidata.org/entity/Q1143653,Wikidata ID for Cumberland,2025-10-01
IDENT_GEONAMES_5933885,E42_Identifier,5933885,GEONAMES,https://www.geonames.org/5933885,GeoNames ID for Cumberland,2025-10-01
IDENT_WIKIDATA_Q2484356,E42_Identifier,Q2484356,WIKIDATA,http://www.wikidata.org/entity/Q2484356,Wikidata ID for View Royal,2025-10-01
IDENT_GEONAMES_6174232,E42_Identifier,6174232,GEONAMES,https://www.geonames.org/6174232,GeoNames ID for View Royal,2025-10-01
IDENT_WIKIDATA_Q917796,E42_Identifier,Q917796,WIKIDATA,http://www.wikidata.org/entity/Q917796,Wikidata ID for Osoyoos,2025-10-01
IDENT_GEONAMES_6094665,E42_Identifier,6094665,GEONAMES,https://www.geonames.org/6094665,GeoNames ID for Osoyoos,2025-10-01
IDENT_WIKIDATA_Q2568572,E42_Identifier,Q2568572,WIKIDATA,http://www.wikidata.org/entity/Q2568572,Wikidata ID for Cobalt,2025-10-01
IDENT_GEONAMES_5924511,E42_Identifier,5924511,GEONAMES,https://www.geonames.org/5924511,GeoNames ID for Cobalt,2025-10-01
IDENT_WIKIDATA_Q2599367,E42_Identifier,Q2599367,WIKIDATA,http://www.wikidata.org/entity/Q2599367,Wikidata ID for Killarney,2025-10-01
IDENT_GEONAMES_5991905,E42_Identifier,5991905,GEONAMES,https://www.geonames.org/5991905,GeoNames ID for Killarney,2025-10-01
IDENT_WIKIDATA_Q2739754,E42_Identifier,Q2739754,WIKIDATA,http://www.wikidata.org/entity/Q2739754,Wikidata ID for Trenton,2025-10-01
IDENT_GEONAMES_6168768,E42_Identifier,6168768,GEONAMES,https://www.geonames.org/6168768,GeoNames ID for Trenton,2025-10-01
IDENT_WIKIDATA_Q1909386,E42_Identifier,Q1909386,WIKIDATA,http://www.wikidata.org/entity/Q1909386,Wikidata ID for Bengough,2025-10-01
IDENT_GEONAMES_5898304,E42_Identifier,5898304,GEONAMES,https://www.geonames.org/5898304,GeoNames ID for Bengough,2025-10-01
IDENT_WIKIDATA_Q984084,E42_Identifier,Q984084,WIKIDATA,http://www.wikidata.org/entity/Q984084,Wikidata ID for Sussex,2025-10-01
IDENT_GEONAMES_6159980,E42_Identifier,6159980,GEONAMES,https://www.geonames.org/6159980,GeoNames ID for Sussex,2025-10-01
IDENT_WIKIDATA_Q892841,E42_Identifier,Q892841,WIKIDATA,http://www.wikidata.org/entity/Q892841,Wikidata ID for Bonnyville,2025-10-01
IDENT_GEONAMES_5905616,E42_Identifier,5905616,GEONAMES,https://www.geonames.org/5905616,GeoNames ID for Bonnyville,2025-10-01
IDENT_WIKIDATA_Q2782497,E42_Identifier,Q2782497,WIKIDATA,http://www.wikidata.org/entity/Q2782497,Wikidata ID for La Ronge,2025-10-01
IDENT_GEONAMES_6050066,E42_Identifier,6050066,GEONAMES,https://www.geonames.org/6050066,GeoNames ID for La Ronge,2025-10-01
IDENT_WIKIDATA_Q2695763,E42_Identifier,Q2695763,WIKIDATA,http://www.wikidata.org/entity/Q2695763,Wikidata ID for Fort Albany,2025-10-01
IDENT_GEONAMES_5955777,E42_Identifier,5955777,GEONAMES,https://www.geonames.org/5955777,GeoNames ID for Fort Albany,2025-10-01
IDENT_WIKIDATA_Q1208051,E42_Identifier,Q1208051,WIKIDATA,http://www.wikidata.org/entity/Q1208051,Wikidata ID for Gananoque,2025-10-01
IDENT_GEONAMES_5959326,E42_Identifier,5959326,GEONAMES,https://www.geonames.org/5959326,GeoNames ID for Gananoque,2025-10-01
IDENT_WIKIDATA_Q918621,E42_Identifier,Q918621,WIKIDATA,http://www.wikidata.org/entity/Q918621,Wikidata ID for South Harbour,2025-10-01
IDENT_GEONAMES_6152209,E42_Identifier,6152209,GEONAMES,https://www.geonames.org/6152209,GeoNames ID for South Harbour,2025-10-01
IDENT_WIKIDATA_Q2593110,E42_Identifier,Q2593110,WIKIDATA,http://www.wikidata.org/entity/Q2593110,Wikidata ID for Woodbridge,2025-10-01
IDENT_GEONAMES_6184009,E42_Identifier,6184009,GEONAMES,https://www.geonames.org/6184009,GeoNames ID for Woodbridge,2025-10-01
IDENT_WIKIDATA_Q1139747,E42_Identifier,Q1139747,WIKIDATA,http://www.wikidata.org/entity/Q1139747,Wikidata ID for Creston,2025-10-01
IDENT_GEONAMES_5932311,E42_Identifier,5932311,GEONAMES,https://www.geonames.org/5932311,GeoNames ID for Creston,2025-10-01
IDENT_WIKIDATA_Q928252,E42_Identifier,Q928252,WIKIDATA,http://www.wikidata.org/entity/Q928252,Wikidata ID for Hampton,2025-10-01
IDENT_GEONAMES_5970018,E42_Identifier,5970018,GEONAMES,https://www.geonames.org/5970018,GeoNames ID for Hampton,2025-10-01
IDENT_WIKIDATA_Q2462444,E42_Identifier,Q2462444,WIKIDATA,http://www.wikidata.org/entity/Q2462444,Wikidata ID for Two and One-Half Mile Village,2025-10-01
IDENT_WIKIDATA_Q1909440,E42_Identifier,Q1909440,WIKIDATA,http://www.wikidata.org/entity/Q1909440,Wikidata ID for Bienfait,2025-10-01
IDENT_GEONAMES_5899466,E42_Identifier,5899466,GEONAMES,https://www.geonames.org/5899466,GeoNames ID for Bienfait,2025-10-01
IDENT_WIKIDATA_Q985187,E42_Identifier,Q985187,WIKIDATA,http://www.wikidata.org/entity/Q985187,Wikidata ID for Saint-Léonard,2025-10-01
IDENT_GEONAMES_7731836,E42_Identifier,7731836,GEONAMES,https://www.geonames.org/7731836,GeoNames ID for Saint-Léonard,2025-10-01
IDENT_WIKIDATA_Q2798556,E42_Identifier,Q2798556,WIKIDATA,http://www.wikidata.org/entity/Q2798556,Wikidata ID for Hardisty,2025-10-01
IDENT_GEONAMES_5970726,E42_Identifier,5970726,GEONAMES,https://www.geonames.org/5970726,GeoNames ID for Hardisty,2025-10-01
IDENT_WIKIDATA_Q2874907,E42_Identifier,Q2874907,WIKIDATA,http://www.wikidata.org/entity/Q2874907,Wikidata ID for Aylmer,2025-10-01
IDENT_GEONAMES_5888716,E42_Identifier,5888716,GEONAMES,https://www.geonames.org/5888716,GeoNames ID for Aylmer,2025-10-01
IDENT_WIKIDATA_Q2593110,E42_Identifier,Q2593110,WIKIDATA,http://www.wikidata.org/entity/Q2593110,Wikidata ID for Woodbridge,2025-10-01
IDENT_GEONAMES_6184009,E42_Identifier,6184009,GEONAMES,https://www.geonames.org/6184009,GeoNames ID for Woodbridge,2025-10-01
IDENT_WIKIDATA_Q928787,E42_Identifier,Q928787,WIKIDATA,http://www.wikidata.org/entity/Q928787,Wikidata ID for Swan Hills,2025-10-01
IDENT_GEONAMES_6160291,E42_Identifier,6160291,GEONAMES,https://www.geonames.org/6160291,GeoNames ID for Swan Hills,2025-10-01
IDENT_WIKIDATA_Q2747793,E42_Identifier,Q2747793,WIKIDATA,http://www.wikidata.org/entity/Q2747793,Wikidata ID for Blackfalds,2025-10-01
IDENT_GEONAMES_5902599,E42_Identifier,5902599,GEONAMES,https://www.geonames.org/5902599,GeoNames ID for Blackfalds,2025-10-01
IDENT_WIKIDATA_Q2470087,E42_Identifier,Q2470087,WIKIDATA,http://www.wikidata.org/entity/Q2470087,Wikidata ID for Orangeville,2025-10-01
IDENT_GEONAMES_6094201,E42_Identifier,6094201,GEONAMES,https://www.geonames.org/6094201,GeoNames ID for Orangeville,2025-10-01
IDENT_WIKIDATA_Q937901,E42_Identifier,Q937901,WIKIDATA,http://www.wikidata.org/entity/Q937901,Wikidata ID for Gravenhurst,2025-10-01
IDENT_GEONAMES_5965546,E42_Identifier,5965546,GEONAMES,https://www.geonames.org/5965546,GeoNames ID for Gravenhurst,2025-10-01
IDENT_WIKIDATA_Q1142330,E42_Identifier,Q1142330,WIKIDATA,http://www.wikidata.org/entity/Q1142330,Wikidata ID for Crystal Beach,2025-10-01
IDENT_GEONAMES_5933618,E42_Identifier,5933618,GEONAMES,https://www.geonames.org/5933618,GeoNames ID for Crystal Beach,2025-10-01
IDENT_WIKIDATA_Q2485745,E42_Identifier,Q2485745,WIKIDATA,http://www.wikidata.org/entity/Q2485745,Wikidata ID for Rainbow Lake,2025-10-01
IDENT_GEONAMES_6116030,E42_Identifier,6116030,GEONAMES,https://www.geonames.org/6116030,GeoNames ID for Rainbow Lake,2025-10-01
IDENT_WIKIDATA_Q918621,E42_Identifier,Q918621,WIKIDATA,http://www.wikidata.org/entity/Q918621,Wikidata ID for South Harbour,2025-10-01
IDENT_GEONAMES_6152209,E42_Identifier,6152209,GEONAMES,https://www.geonames.org/6152209,GeoNames ID for South Harbour,2025-10-01
IDENT_WIKIDATA_Q2532991,E42_Identifier,Q2532991,WIKIDATA,http://www.wikidata.org/entity/Q2532991,Wikidata ID for Riverview,2025-10-01
IDENT_GEONAMES_6122758,E42_Identifier,6122758,GEONAMES,https://www.geonames.org/6122758,GeoNames ID for Riverview,2025-10-01
IDENT_WIKIDATA_Q990470,E42_Identifier,Q990470,WIKIDATA,http://www.wikidata.org/entity/Q990470,Wikidata ID for Kamsack,2025-10-01
IDENT_GEONAMES_5989068,E42_Identifier,5989068,GEONAMES,https://www.geonames.org/5989068,GeoNames ID for Kamsack,2025-10-01
IDENT_WIKIDATA_Q1909185,E42_Identifier,Q1909185,WIKIDATA,http://www.wikidata.org/entity/Q1909185,Wikidata ID for Lemberg,2025-10-01
IDENT_GEONAMES_6052153,E42_Identifier,6052153,GEONAMES,https://www.geonames.org/6052153,GeoNames ID for Lemberg,2025-10-01
IDENT_WIKIDATA_Q891636,E42_Identifier,Q891636,WIKIDATA,http://www.wikidata.org/entity/Q891636,Wikidata ID for Bolton,2025-10-01
IDENT_GEONAMES_5905308,E42_Identifier,5905308,GEONAMES,https://www.geonames.org/5905308,GeoNames ID for Bolton,2025-10-01
IDENT_WIKIDATA_Q1909230,E42_Identifier,Q1909230,WIKIDATA,http://www.wikidata.org/entity/Q1909230,Wikidata ID for Balcarres,2025-10-01
IDENT_GEONAMES_5891964,E42_Identifier,5891964,GEONAMES,https://www.geonames.org/5891964,GeoNames ID for Balcarres,2025-10-01
IDENT_WIKIDATA_Q2650984,E42_Identifier,Q2650984,WIKIDATA,http://www.wikidata.org/entity/Q2650984,Wikidata ID for Gibbons,2025-10-01
IDENT_GEONAMES_5960842,E42_Identifier,5960842,GEONAMES,https://www.geonames.org/5960842,GeoNames ID for Gibbons,2025-10-01
IDENT_WIKIDATA_Q1909256,E42_Identifier,Q1909256,WIKIDATA,http://www.wikidata.org/entity/Q1909256,Wikidata ID for Balgonie,2025-10-01
IDENT_WIKIDATA_Q1909612,E42_Identifier,Q1909612,WIKIDATA,http://www.wikidata.org/entity/Q1909612,Wikidata ID for Big River,2025-10-01
IDENT_GEONAMES_5900745,E42_Identifier,5900745,GEONAMES,https://www.geonames.org/5900745,GeoNames ID for Big River,2025-10-01
IDENT_WIKIDATA_Q3248963,E42_Identifier,Q3248963,WIKIDATA,http://www.wikidata.org/entity/Q3248963,Wikidata ID for Oxford,2025-10-01
IDENT_GEONAMES_6095779,E42_Identifier,6095779,GEONAMES,https://www.geonames.org/6095779,GeoNames ID for Oxford,2025-10-01
IDENT_WIKIDATA_Q2922719,E42_Identifier,Q2922719,WIKIDATA,http://www.wikidata.org/entity/Q2922719,Wikidata ID for Bowmanville,2025-10-01
IDENT_GEONAMES_5906831,E42_Identifier,5906831,GEONAMES,https://www.geonames.org/5906831,GeoNames ID for Bowmanville,2025-10-01
IDENT_WIKIDATA_Q2991780,E42_Identifier,Q2991780,WIKIDATA,http://www.wikidata.org/entity/Q2991780,Wikidata ID for Penetanguishene,2025-10-01
IDENT_GEONAMES_6100932,E42_Identifier,6100932,GEONAMES,https://www.geonames.org/6100932,GeoNames ID for Penetanguishene,2025-10-01
IDENT_WIKIDATA_Q2923610,E42_Identifier,Q2923610,WIKIDATA,http://www.wikidata.org/entity/Q2923610,Wikidata ID for Turner Valley,2025-10-01
IDENT_GEONAMES_6170469,E42_Identifier,6170469,GEONAMES,https://www.geonames.org/6170469,GeoNames ID for Turner Valley,2025-10-01
IDENT_WIKIDATA_Q3089341,E42_Identifier,Q3089341,WIKIDATA,http://www.wikidata.org/entity/Q3089341,Wikidata ID for Petrolia,2025-10-01
IDENT_GEONAMES_6103581,E42_Identifier,6103581,GEONAMES,https://www.geonames.org/6103581,GeoNames ID for Petrolia,2025-10-01
IDENT_WIKIDATA_Q2910716,E42_Identifier,Q2910716,WIKIDATA,http://www.wikidata.org/entity/Q2910716,Wikidata ID for Borden-Carleton,2025-10-01
IDENT_GEONAMES_5905881,E42_Identifier,5905881,GEONAMES,https://www.geonames.org/5905881,GeoNames ID for Borden-Carleton,2025-10-01
IDENT_WIKIDATA_Q3047234,E42_Identifier,Q3047234,WIKIDATA,http://www.wikidata.org/entity/Q3047234,Wikidata ID for Wasaga Beach,2025-10-01
IDENT_GEONAMES_6176421,E42_Identifier,6176421,GEONAMES,https://www.geonames.org/6176421,GeoNames ID for Wasaga Beach,2025-10-01
IDENT_WIKIDATA_Q2910716,E42_Identifier,Q2910716,WIKIDATA,http://www.wikidata.org/entity/Q2910716,Wikidata ID for Borden-Carleton,2025-10-01
IDENT_GEONAMES_5905881,E42_Identifier,5905881,GEONAMES,https://www.geonames.org/5905881,GeoNames ID for Borden-Carleton,2025-10-01
IDENT_WIKIDATA_Q3089334,E42_Identifier,Q3089334,WIKIDATA,http://www.wikidata.org/entity/Q3089334,Wikidata ID for Tecumseh,2025-10-01
IDENT_GEONAMES_6162416,E42_Identifier,6162416,GEONAMES,https://www.geonames.org/6162416,GeoNames ID for Tecumseh,2025-10-01
IDENT_WIKIDATA_Q3116824,E42_Identifier,Q3116824,WIKIDATA,http://www.wikidata.org/entity/Q3116824,Wikidata ID for Smooth Rock Falls,2025-10-01
IDENT_GEONAMES_6150321,E42_Identifier,6150321,GEONAMES,https://www.geonames.org/6150321,GeoNames ID for Smooth Rock Falls,2025-10-01
IDENT_WIKIDATA_Q3154557,E42_Identifier,Q3154557,WIKIDATA,http://www.wikidata.org/entity/Q3154557,Wikidata ID for Iroquois Falls,2025-10-01
IDENT_GEONAMES_5984000,E42_Identifier,5984000,GEONAMES,https://www.geonames.org/5984000,GeoNames ID for Iroquois Falls,2025-10-01
IDENT_WIKIDATA_Q3267266,E42_Identifier,Q3267266,WIKIDATA,http://www.wikidata.org/entity/Q3267266,Wikidata ID for Laurentian Hills,2025-10-01
IDENT_WIKIDATA_Q2982694,E42_Identifier,Q2982694,WIKIDATA,http://www.wikidata.org/entity/Q2982694,Wikidata ID for Gore Bay,2025-10-01
IDENT_GEONAMES_5963553,E42_Identifier,5963553,GEONAMES,https://www.geonames.org/5963553,GeoNames ID for Gore Bay,2025-10-01
IDENT_WIKIDATA_Q2925383,E42_Identifier,Q2925383,WIKIDATA,http://www.wikidata.org/entity/Q2925383,Wikidata ID for Brighton,2025-10-01
IDENT_GEONAMES_5908835,E42_Identifier,5908835,GEONAMES,https://www.geonames.org/5908835,GeoNames ID for Brighton,2025-10-01
IDENT_WIKIDATA_Q2981802,E42_Identifier,Q2981802,WIKIDATA,http://www.wikidata.org/entity/Q2981802,Wikidata ID for Mississippi Mills,2025-10-01
IDENT_GEONAMES_6075370,E42_Identifier,6075370,GEONAMES,https://www.geonames.org/6075370,GeoNames ID for Mississippi Mills,2025-10-01
IDENT_WIKIDATA_Q2892162,E42_Identifier,Q2892162,WIKIDATA,http://www.wikidata.org/entity/Q2892162,Wikidata ID for Bay L'Argent,2025-10-01
IDENT_GEONAMES_5895353,E42_Identifier,5895353,GEONAMES,https://www.geonames.org/5895353,GeoNames ID for Bay L'Argent,2025-10-01
IDENT_WIKIDATA_Q3214684,E42_Identifier,Q3214684,WIKIDATA,http://www.wikidata.org/entity/Q3214684,Wikidata ID for Lac-à-la-Tortue,2025-10-01
IDENT_GEONAMES_5996085,E42_Identifier,5996085,GEONAMES,https://www.geonames.org/5996085,GeoNames ID for Lac-à-la-Tortue,2025-10-01
IDENT_WIKIDATA_Q3115831,E42_Identifier,Q3115831,WIKIDATA,http://www.wikidata.org/entity/Q3115831,Wikidata ID for French River,2025-10-01
IDENT_GEONAMES_5958111,E42_Identifier,5958111,GEONAMES,https://www.geonames.org/5958111,GeoNames ID for French River,2025-10-01
IDENT_WIKIDATA_Q2975642,E42_Identifier,Q2975642,WIKIDATA,http://www.wikidata.org/entity/Q2975642,Wikidata ID for Clark's Harbour,2025-10-01
IDENT_GEONAMES_5923320,E42_Identifier,5923320,GEONAMES,https://www.geonames.org/5923320,GeoNames ID for Clark's Harbour,2025-10-01
IDENT_WIKIDATA_Q3054292,E42_Identifier,Q3054292,WIKIDATA,http://www.wikidata.org/entity/Q3054292,Wikidata ID for Englehart,2025-10-01
IDENT_GEONAMES_5948844,E42_Identifier,5948844,GEONAMES,https://www.geonames.org/5948844,GeoNames ID for Englehart,2025-10-01
IDENT_WIKIDATA_Q3054408,E42_Identifier,Q3054408,WIKIDATA,http://www.wikidata.org/entity/Q3054408,Wikidata ID for Simcoe,2025-10-01
IDENT_GEONAMES_6147962,E42_Identifier,6147962,GEONAMES,https://www.geonames.org/6147962,GeoNames ID for Simcoe,2025-10-01
IDENT_WIKIDATA_Q3257744,E42_Identifier,Q3257744,WIKIDATA,http://www.wikidata.org/entity/Q3257744,Wikidata ID for Lockeport,2025-10-01
IDENT_GEONAMES_6058237,E42_Identifier,6058237,GEONAMES,https://www.geonames.org/6058237,GeoNames ID for Lockeport,2025-10-01
IDENT_WIKIDATA_Q3182395,E42_Identifier,Q3182395,WIKIDATA,http://www.wikidata.org/entity/Q3182395,Wikidata ID for St. Charles,2025-10-01
IDENT_GEONAMES_6155736,E42_Identifier,6155736,GEONAMES,https://www.geonames.org/6155736,GeoNames ID for St. Charles,2025-10-01
IDENT_WIKIDATA_Q3108251,E42_Identifier,Q3108251,WIKIDATA,http://www.wikidata.org/entity/Q3108251,Wikidata ID for Glace Bay,2025-10-01
IDENT_GEONAMES_5961564,E42_Identifier,5961564,GEONAMES,https://www.geonames.org/5961564,GeoNames ID for Glace Bay,2025-10-01
IDENT_WIKIDATA_Q3085326,E42_Identifier,Q3085326,WIKIDATA,http://www.wikidata.org/entity/Q3085326,Wikidata ID for Kingsville,2025-10-01
IDENT_GEONAMES_6136775,E42_Identifier,6136775,GEONAMES,https://www.geonames.org/6136775,GeoNames ID for Kingsville,2025-10-01
IDENT_WIKIDATA_Q4899452,E42_Identifier,Q4899452,WIKIDATA,http://www.wikidata.org/entity/Q4899452,Wikidata ID for Beverly,2025-10-01
IDENT_WIKIDATA_Q4864447,E42_Identifier,Q4864447,WIKIDATA,http://www.wikidata.org/entity/Q4864447,Wikidata ID for The Blue Mountains,2025-10-01
IDENT_WIKIDATA_Q4859889,E42_Identifier,Q4859889,WIKIDATA,http://www.wikidata.org/entity/Q4859889,Wikidata ID for Kearney,2025-10-01
IDENT_GEONAMES_5989967,E42_Identifier,5989967,GEONAMES,https://www.geonames.org/5989967,GeoNames ID for Kearney,2025-10-01
IDENT_WIKIDATA_Q4859889,E42_Identifier,Q4859889,WIKIDATA,http://www.wikidata.org/entity/Q4859889,Wikidata ID for Kearney,2025-10-01
IDENT_GEONAMES_5989967,E42_Identifier,5989967,GEONAMES,https://www.geonames.org/5989967,GeoNames ID for Kearney,2025-10-01
IDENT_WIKIDATA_Q4859960,E42_Identifier,Q4859960,WIKIDATA,http://www.wikidata.org/entity/Q4859960,Wikidata ID for Northeastern Manitoulin and the Islands,2025-10-01
IDENT_WIKIDATA_Q4864429,E42_Identifier,Q4864429,WIKIDATA,http://www.wikidata.org/entity/Q4864429,Wikidata ID for Bluewater,2025-10-01
IDENT_GEONAMES_5904501,E42_Identifier,5904501,GEONAMES,https://www.geonames.org/5904501,GeoNames ID for Bluewater,2025-10-01
IDENT_WIKIDATA_Q4859513,E42_Identifier,Q4859513,WIKIDATA,http://www.wikidata.org/entity/Q4859513,Wikidata ID for Mono,2025-10-01
IDENT_GEONAMES_6076359,E42_Identifier,6076359,GEONAMES,https://www.geonames.org/6076359,GeoNames ID for Mono,2025-10-01
IDENT_WIKIDATA_Q5052477,E42_Identifier,Q5052477,WIKIDATA,http://www.wikidata.org/entity/Q5052477,Wikidata ID for Cathedraltown,2025-10-01
IDENT_WIKIDATA_Q4899452,E42_Identifier,Q4899452,WIKIDATA,http://www.wikidata.org/entity/Q4899452,Wikidata ID for Beverly,2025-10-01
IDENT_WIKIDATA_Q5001034,E42_Identifier,Q5001034,WIKIDATA,http://www.wikidata.org/entity/Q5001034,Wikidata ID for Burwash,2025-10-01
IDENT_GEONAMES_5912298,E42_Identifier,5912298,GEONAMES,https://www.geonames.org/5912298,GeoNames ID for Burwash,2025-10-01
IDENT_WIKIDATA_Q4859952,E42_Identifier,Q4859952,WIKIDATA,http://www.wikidata.org/entity/Q4859952,Wikidata ID for Latchford,2025-10-01
IDENT_GEONAMES_6050330,E42_Identifier,6050330,GEONAMES,https://www.geonames.org/6050330,GeoNames ID for Latchford,2025-10-01
IDENT_WIKIDATA_Q4859943,E42_Identifier,Q4859943,WIKIDATA,http://www.wikidata.org/entity/Q4859943,Wikidata ID for Markstay-Warren,2025-10-01
IDENT_GEONAMES_6066595,E42_Identifier,6066595,GEONAMES,https://www.geonames.org/6066595,GeoNames ID for Markstay-Warren,2025-10-01
IDENT_WIKIDATA_Q4859518,E42_Identifier,Q4859518,WIKIDATA,http://www.wikidata.org/entity/Q4859518,Wikidata ID for Blind River,2025-10-01
IDENT_GEONAMES_5903851,E42_Identifier,5903851,GEONAMES,https://www.geonames.org/5903851,GeoNames ID for Blind River,2025-10-01
IDENT_WIKIDATA_Q5036220,E42_Identifier,Q5036220,WIKIDATA,http://www.wikidata.org/entity/Q5036220,Wikidata ID for Capreol,2025-10-01
IDENT_GEONAMES_5916567,E42_Identifier,5916567,GEONAMES,https://www.geonames.org/5916567,GeoNames ID for Capreol,2025-10-01
IDENT_WIKIDATA_Q4859980,E42_Identifier,Q4859980,WIKIDATA,http://www.wikidata.org/entity/Q4859980,Wikidata ID for Shelburne,2025-10-01
IDENT_GEONAMES_6145890,E42_Identifier,6145890,GEONAMES,https://www.geonames.org/6145890,GeoNames ID for Shelburne,2025-10-01
IDENT_WIKIDATA_Q4859889,E42_Identifier,Q4859889,WIKIDATA,http://www.wikidata.org/entity/Q4859889,Wikidata ID for Kearney,2025-10-01
