PR,name_cd,name_csd,tcpuid_csd,csd_presence,chain_id,resolution,valid_csd,valid_chain,year
QC,Ottawa County—Comté.,N.-D de Bonsecours,QC097015,QC097015_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Monte Bello, Village",QC097016,QC097016_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,St. André Avelin,QC097017,QC097017_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Ripon,QC097018,QC097018_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Hartwell,QC097019,QC097019_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Suffolk,QC097020,QC097020_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Petite Nation, N",QC097021,QC097021_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Rivière Rouge,QC097022,QC097022_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Ponsonby, Namur",QC097023,QC097023_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Hull, City—Ville",QC097024,QC097024_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Hull,QC097025,QC097025_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Aylmer, Village",QC097026,QC097026_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Eardly,QC097027,QC097027_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Gatineau, Village",QC097028,QC097028_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Templeton, Est",QC097029,QC097029_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Templeton, W.-O",QC097030,QC097030_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Wakefield,QC097031,QC097031_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Masham,QC097032,QC097032_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Portland, W.-Ouest",QC097033,QC097033_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Lowe,QC097034,QC097034_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Aylwin,QC097035,QC097035_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Hincks,QC097036,QC097036_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Wright,QC097037,QC097037_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Northfield,QC097038,QC097038_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Bouchette,QC097039,QC097039_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Cameron,QC097040,QC097040_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Denholm,QC097041,QC097041_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,"Egan, Maniwaki",QC097042,QC097042_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Kensington,QC097043,QC097043_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Aumond,QC097044,QC097044_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
QC,Ottawa County—Comté.,Unorganiz’d Country,QC097045,QC097045_1881,CD_QC_Ottawa_County—Comté.,unmatched,True,False,1881
ON,Ottawa (City—Ville.),"Wellington Ward, Q.",ON105001,ON105001_1881,CD_ON_Ottawa_(City—Ville.),unmatched,True,False,1881
ON,Ottawa (City—Ville.),"Victoria Ward, Q",ON105002,ON105002_1881,CD_ON_Ottawa_(City—Ville.),unmatched,True,False,1881
ON,Ottawa (City—Ville.),"St George’s Ward, Q.",ON105003,ON105003_1881,CD_ON_Ottawa_(City—Ville.),unmatched,True,False,1881
ON,Ottawa (City—Ville.),"By Ward, Quartier",ON105004,ON105004_1881,CD_ON_Ottawa_(City—Ville.),unmatched,True,False,1881
ON,Ottawa (City—Ville.),"Ottawa Ward, Q’tr",ON105005,ON105005_1881,CD_ON_Ottawa_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Victoria Ward, Q’tr.",ON116001,ON116001_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Rideau Ward, Qu’tr",ON116002,ON116002_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Frontenac Ward,Q’tr",ON116003,ON116003_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"St.Lawrence Ward, Q",ON116004,ON116004_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Ontario Ward, Q’tr",ON116005,ON116005_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Sydenham Ward,Q’tr",ON116006,ON116006_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Kingston (City—Ville.),"Cataraqui Ward,Q’tr",ON116007,ON116007_1881,CD_ON_Kingston_(City—Ville.),unmatched,True,False,1881
ON,Toronto (City-Ville),"St. Lawrence Ward,Q.",ON134001,ON134001_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St. David’s Ward,Q.",ON134002,ON134002_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St Thomas’ Ward,Q",ON134003,ON134003_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St. John’s Ward, Q.",ON134004,ON134004_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St. James’ Ward, Q.",ON134005,ON134005_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St.George’s Ward,Q.",ON134006,ON134006_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St.Andrew’s Ward,Q.",ON134007,ON134007_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St. Patrick’s Ward,Q.",ON134008,ON134008_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Toronto (City-Ville),"St Stephen’s Ward,Q.",ON134009,ON134009_1881,CD_ON_Toronto_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 1, Quart’r.",ON149001,ON149001_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 2, Quart’r.",ON149002,ON149002_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 3, Quart’r",ON149003,ON149003_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 4, Quart’r.",ON149004,ON149004_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 5, Quart’r.",ON149005,ON149005_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 6, Quart’r.",ON149006,ON149006_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,Hamilton (City-Ville),"Ward No. 7, Quart’r.",ON149007,ON149007_1881,CD_ON_Hamilton_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 1, Quart’r.",ON170001,ON170001_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 2, Quart’r",ON170002,ON170002_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 3, Quart’r",ON170003,ON170003_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 4, Quart’r",ON170004,ON170004_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 5, Quart’r",ON170005,ON170005_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 6, Quart’r",ON170006,ON170006_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
ON,London (City-Ville),"Ward No. 7, Quart’r",ON170007,ON170007_1881,CD_ON_London_(City-Ville),unmatched,True,False,1881
NB,"St. John, City—Cité",Albert Ward-Quartier,NB020001,NB020001_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Brook’s Ward-Quartier,NB020002,NB020002_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Dukes Ward-Quartier,NB020003,NB020003_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Guy’s Ward-Quartier,NB020004,NB020004_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",King’s Ward-Quartier,NB020005,NB020005_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Prince Ward-Quartier,NB020006,NB020006_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Queen’s Ward-Quartier,NB020007,NB020007_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Sydney Ward-Quartier,NB020008,NB020008_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NB,"St. John, City—Cité",Wellington Ward-Quartier,NB020009,NB020009_1891,"CD_NB_St._John,_City—Cité",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 7,NS034001,NS034001_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 8,NS034002,NS034002_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 9,NS034003,NS034003_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 10,NS034004,NS034004_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 11,NS034005,NS034005_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 12,NS034006,NS034006_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 13,NS034007,NS034007_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 14,NS034008,NS034008_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 15,NS034009,NS034009_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 16,NS034010,NS034010_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 17,NS034011,NS034011_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 18,NS034012,NS034012_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 19,NS034013,NS034013_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 20,NS034014,NS034014_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 21,NS034015,NS034015_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 22,NS034016,NS034016_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 23,NS034017,NS034017_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 24,NS034018,NS034018_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 25,NS034019,NS034019_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 26a,NS034020,NS034020_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 26b,NS034021,NS034021_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 27a,NS034022,NS034022_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 27b,NS034023,NS034023_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 28a,NS034024,NS034024_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 28b,NS034025,NS034025_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 29,NS034026,NS034026_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 30,NS034027,NS034027_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté","Dartmouth, Town-Ville",NS034028,NS034028_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 32a ,NS034029,NS034029_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 32b,NS034030,NS034030_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 33,NS034031,NS034031_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 34,NS034032,NS034032_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 35,NS034033,NS034033_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 36,NS034034,NS034034_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 37,NS034035,NS034035_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 38,NS034036,NS034036_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
NS,"Halifax, County-Comté",Polling District No. 39,NS034037,NS034037_1891,"CD_NS_Halifax,_County-Comté",unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Algoma Mills ,ON046001,ON046001_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Bruce Mines,ON046002,ON046002_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Day,ON046003,ON046003_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Echo River,ON046004,ON046004_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Garden River,ON046005,ON046005_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Goulais Bay,ON046006,ON046006_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Grande Pointe ,ON046007,ON046007_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Hallam and Graham,ON046008,ON046008_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Hilton,ON046009,ON046009_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Killarney,ON046010,ON046010_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Kirkwood,ON046011,ON046011_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Mamainse,ON046012,ON046012_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Michipicoton,ON046013,ON046013_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Mississagua,ON046014,ON046014_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Otter Tail,ON046015,ON046015_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Port Findley,ON046016,ON046016_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Root River and Korah,ON046017,ON046017_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Sault Ste. Marie, Center",ON046018,ON046018_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Sault Ste. Marie, E",ON046019,ON046019_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Sault Ste. Marie W-O,ON046020,ON046020_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Spanish River,ON046021,ON046021_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),St. Joseph,ON046022,ON046022_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Tenby Bay ,ON046023,ON046023_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Thessalon (Western Division—Ouest.),ON046024,ON046024_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Beaver, and Silver Mountain",ON046025,ON046025_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Biscotasing, Chapleau, Missanaoi, White River, Peninsula and Schreiber. ",ON046026,ON046026_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Chelmsford and Cartie,ON046027,ON046027_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Fort Francis,ON046028,ON046028_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Hawk Lake,ON046029,ON046029_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Keewatin, North—Nord",ON046030,ON046030_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Keewatin, South—Sud",ON046031,ON046031_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Murillo,ON046032,ON046032_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Neebing, Centre & South-Sud",ON046033,ON046033_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Neebing, North—Nord",ON046034,ON046034_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Nipigon and Pays Plat,ON046035,ON046035_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Norman ,ON046036,ON046036_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Port Arthur, Centre",ON046037,ON046037_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Port Arthur, North—Nord",ON046038,ON046038_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Port Arthur, South—Sud",ON046039,ON046039_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Rainy River,ON046040,ON046040_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Rat Portage, East—Est ",ON046041,ON046041_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Rat Portage, West—Ouest",ON046042,ON046042_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Savanne, Ignace, Barclay and Vermillion (Manitoulin)",ON046043,ON046043_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Allan,ON046044,ON046044_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Assiginack,ON046045,ON046045_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Barry Island,ON046046,ON046046_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Kidwell,ON046047,ON046047_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Billings,ON046048,ON046048_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Burpee,ON046049,ON046049_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Campbell,ON046050,ON046050_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Carnavon,ON046051,ON046051_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Cockburn Island,ON046052,ON046052_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Dawson,ON046053,ON046053_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Duck Islands ,ON046054,ON046054_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Gordon,ON046055,ON046055_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),"Gore Bay, Town— Ville",ON046056,ON046056_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Howland ,ON046057,ON046057_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Mills,ON046058,ON046058_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Robinson,ON046059,ON046059_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Sandfield,ON046060,ON046060_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Sheguiandah,ON046061,ON046061_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Tehkummah,ON046062,ON046062_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Wookwamakong,ON046063,ON046063_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
ON,Algoma (Eastern Division-Est.),Unorganized Territory,ON046064,ON046064_1891,CD_ON_Algoma_(Eastern_Division-Est.),unmatched,True,False,1891
QC,L’lslet,St. Damase,QC165001,QC165001_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,Elgin and Taché,QC165002,QC165002_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,L’Islet,QC165003,QC165003_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Aubert,QC165004,QC165004_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Cyrille,QC165005,QC165005_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Eugène,QC165006,QC165006_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Jean Port Joli,QC165007,QC165007_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,Ste. Louise,QC165008,QC165008_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Pamphile,QC165009,QC165009_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,L’lslet,St. Roch des Aulnaies,QC165010,QC165010_1891,CD_QC_L’lslet,unmatched,True,False,1891
QC,Rouvilla,"Canrobert, Village",QC189001,QC189001_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,L’Ange-Gardien,QC189002,QC189002_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,"Marieville, Village",QC189003,QC189003_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,Notre-Dame de Bonsecours,QC189004,QC189004_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,"Richelieu, Village",QC189005,QC189005_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,Ste. Angèle,QC189006,QC189006_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,St. Césaire,QC189007,QC189007_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,"St. Césaire, Village",QC189008,QC189008_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,St. Hilaire,QC189009,QC189009_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,St. Jean-Baptiste,QC189010,QC189010_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,Ste. Marie de Monnoir,QC189011,QC189011_1901,CD_QC_Rouvilla,unmatched,True,False,1901
QC,Rouvilla,St. Mathias,QC189012,QC189012_1901,CD_QC_Rouvilla,unmatched,True,False,1901
