PR,name_cd,name_csd,tcpuid_csd,csd_presence,chain_id,resolution,valid_csd,valid_chain,year
ON,"Bytown, Town",East Ward,ON046001,ON046001_1851,"CD_ON_Bytown,_Town",unmatched,True,False,1851
ON,"Bytown, Town",West Ward,ON046002,ON046002_1851,"CD_ON_Bytown,_Town",unmatched,True,False,1851
ON,"Bytown, Town",Centre Ward,ON046003,ON046003_1851,"CD_ON_Bytown,_Town",unmatched,True,False,1851
ON,"London, Town",St. George’s Ward,ON047001,ON047001_1851,"CD_ON_London,_Town",unmatched,True,False,1851
ON,"London, Town",St. Patrick’s Ward,ON047002,ON047002_1851,"CD_ON_London,_Town",unmatched,True,False,1851
ON,"London, Town",St. Andrew’s Ward,ON047003,ON047003_1851,"CD_ON_London,_Town",unmatched,True,False,1851
ON,"London, Town",St. David’s Ward,ON047004,ON047004_1851,"CD_ON_London,_Town",unmatched,True,False,1851
QC,Ottawa,"Aylmer, Town",QC067001,QC067001_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Allumettes,QC067002,QC067002_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Bristol,QC067003,QC067003_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Buckingham ,QC067004,QC067004_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Calumet,QC067005,QC067005_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Chichester,QC067006,QC067006_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Clarendon,QC067007,QC067007_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Derry,QC067008,QC067008_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Eardley,QC067009,QC067009_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Hull,QC067010,QC067010_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Litchfield,QC067011,QC067011_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Lochaber ,QC067012,QC067012_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,"Lochaber, Gore",QC067013,QC067013_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Mansfield,QC067014,QC067014_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Masham,QC067015,QC067015_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Onslow,QC067016,QC067016_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Oldfield,QC067017,QC067017_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Petite Nation,QC067018,QC067018_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Portland,QC067019,QC067019_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Sheen,QC067020,QC067020_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Templeton,QC067021,QC067021_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Wakefield ,QC067022,QC067022_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Waltham ,QC067023,QC067023_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Ottawa,Low,QC067024,QC067024_1851,CD_QC_Ottawa,unmatched,True,False,1851
QC,Rimouski,Indians,QC071022,QC071022_1851,CD_QC_Rimouski,exact,False,True,1851
QC,Ottawa,Addington,QC039001,QC039001_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Aumond,QC039002,QC039002_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,"Aylmer, Village",QC039003,QC039003_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Aylwin,QC039004,QC039004_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Bidwell,QC039005,QC039005_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Bigelow,QC039006,QC039006_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Blake,QC039007,QC039007_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Bowman,QC039008,QC039008_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Bouchette,QC039009,QC039009_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Bouthillier,QC039010,QC039010_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,"Buckingham, Village",QC039011,QC039011_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Buckingham,QC039012,QC039012_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Cameron,QC039013,QC039013_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Denholm,QC039014,QC039014_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,"Derry, East and West",QC039015,QC039015_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Dudley ,QC039016,QC039016_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Eardley,QC039017,QC039017_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Egan ,QC039018,QC039018_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Hartwell,QC039019,QC039019_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Hincks ,QC039020,QC039020_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Hull,QC039021,QC039021_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Killaly and Sicotte,QC039022,QC039022_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Kiamica,QC039023,QC039023_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Kensington,QC039024,QC039024_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Lochaber,QC039025,QC039025_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Low,QC039026,QC039026_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Maniwaky and McGill,QC039027,QC039027_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Masham,QC039028,QC039028_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Northfield,QC039029,QC039029_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Petite Nation,QC039030,QC039030_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Portland,QC039031,QC039031_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Preston,QC039032,QC039032_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Rippon,QC039033,QC039033_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,"Suffolk, Wells and Villeneuve",QC039034,QC039034_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Ste. Angélique,QC039035,QC039035_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Templeton,QC039036,QC039036_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Wabasse and Wright         ,QC039037,QC039037_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Ottawa,Wakefield,QC039038,QC039038_1861,CD_QC_Ottawa,unmatched,True,False,1861
QC,Québec,Ancienne Lorette,QC042001,QC042001_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,Beauport,QC042002,QC042002_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,Charlesbourg,QC042003,QC042003_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,General Hospital,QC042004,QC042004_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,Lunatic Asylum,QC042005,QC042005_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,Notre Dame de Québec,QC042006,QC042006_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Ambroise ,QC042007,QC042007_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Colomb,QC042008,QC042008_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Dunstan,QC042009,QC042009_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Edmond ,QC042010,QC042010_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,Ste. Foy ,QC042011,QC042011_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Gabriel,QC042012,QC042012_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Québec,St. Koch,QC042013,QC042013_1861,CD_QC_Québec,unmatched,True,False,1861
QC,Montreal,Centre Ward,QC061001,QC061001_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,East Ward,QC061002,QC061002_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. Ann’s Ward ,QC061003,QC061003_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. Antoine Ward,QC061004,QC061004_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. James’ Ward,QC061005,QC061005_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. Lawrence Ward,QC061006,QC061006_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. Lewis’ Ward,QC061007,QC061007_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,St. Mary’s Ward ,QC061008,QC061008_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,West Ward,QC061009,QC061009_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Montreal,Religious Institutions,QC061010,QC061010_1861,CD_QC_Montreal,unmatched,True,False,1861
QC,Quebec,Champlain Ward,QC062001,QC062001_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,Jacques Cartier Ward ,QC062002,QC062002_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,Montcalm Ward,QC062003,QC062003_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,Palace Ward,QC062004,QC062004_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,St. Johns’ Ward,QC062005,QC062005_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,St. Lewis’ Ward,QC062006,QC062006_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,St. Peters’ Ward,QC062007,QC062007_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Quebec,St. Roohs’ Ward,QC062008,QC062008_1861,CD_QC_Quebec,unmatched,True,False,1861
QC,Three Rivers,Banlicue ,QC063001,QC063001_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
QC,Three Rivers,"Christian Brothers, College, &c",QC063002,QC063002_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
QC,Three Rivers,Notre Dame Ward,QC063003,QC063003_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
QC,Three Rivers,St. Lewis’ Ward,QC063004,QC063004_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
QC,Three Rivers,St. Phillips’ Ward,QC063005,QC063005_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
QC,Three Rivers,Ste. Ursule Ward,QC063006,QC063006_1861,CD_QC_Three_Rivers,unmatched,True,False,1861
ON,"Peterborough, North - Nord",Harvey,ON058001,ON058001_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord",Galway. Cavendish,ON058002,ON058002_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord","Burleigh,Anstruther, Monmouth, Chandos, Cardiff",ON058003,ON058003_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord","Snowden, Glamorgan",ON058004,ON058004_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord",Minden,ON058005,ON058005_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord","Stanhope, Sherborne",ON058006,ON058006_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Peterborough, North - Nord","Dysart,Dudley, Harcourt, Guilford, Harbum, Bruton",ON058007,ON058007_1871,"CD_ON_Peterborough,_North_-_Nord",unmatched,True,False,1871
ON,"Ottawa, City - Ville",Wellington Ward,ON077001,ON077001_1871,"CD_ON_Ottawa,_City_-_Ville",unmatched,True,False,1871
ON,"Ottawa, City - Ville",Victoria Ward,ON077002,ON077002_1871,"CD_ON_Ottawa,_City_-_Ville",unmatched,True,False,1871
ON,"Ottawa, City - Ville",St. George’s Ward.,ON077003,ON077003_1871,"CD_ON_Ottawa,_City_-_Ville",unmatched,True,False,1871
ON,"Ottawa, City - Ville",By Ward,ON077004,ON077004_1871,"CD_ON_Ottawa,_City_-_Ville",unmatched,True,False,1871
ON,"Ottawa, City - Ville",Ottawa Ward,ON077005,ON077005_1871,"CD_ON_Ottawa,_City_-_Ville",unmatched,True,False,1871
QC,Pontiac South—Sud,"Onslow, Aldfield",QC091001,QC091001_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Bristol,QC091002,QC091002_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Claredon,QC091003,QC091003_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Thorne,QC091004,QC091004_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Leslie,QC091005,QC091005_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Litchfield,QC091006,QC091006_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Portage du Fort,QC091007,QC091007_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Calumct,QC091008,QC091008_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,"Mansfield, Pontefract",QC091009,QC091009_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Waltham ,QC091010,QC091010_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Allumettes,QC091011,QC091011_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Chichester,QC091012,QC091012_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac South—Sud,Sheen,QC091013,QC091013_1871,CD_QC_Pontiac_South—Sud,unmatched,True,False,1871
QC,Pontiac North—Nord,Basse Coulonge,QC092001,QC092001_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Moyenne Coulonge,QC092002,QC092002_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Haute Coulonge,QC092003,QC092003_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Basse Rivière Noire,QC092004,QC092004_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Moyenne Rivière Noire,QC092005,QC092005_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Haute Rivière Noire,QC092006,QC092006_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Rivière Creuse,QC092007,QC092007_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Bas Dumoine,QC092008,QC092008_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Moyen Dumoine,QC092009,QC092009_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Haut Dumoine,QC092010,QC092010_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Maganacipi ,QC092011,QC092011_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Lac de Sept Lieues ,QC092012,QC092012_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Kipaoua,QC092013,QC092013_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,"Temiscamang, East—Est",QC092014,QC092014_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Pontiac North—Nord,Victoria,QC092015,QC092015_1871,CD_QC_Pontiac_North—Nord,unmatched,True,False,1871
QC,Ottawa West—Ouest,Templeton,QC093001,QC093001_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Hull,QC093002,QC093002_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,"Aylmer, Village",QC093003,QC093003_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Eardley,QC093004,QC093004_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Masham,QC093005,QC093005_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Wakefield,QC093006,QC093006_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Low,QC093007,QC093007_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Pikanock,QC093008,QC093008_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Aylwin,QC093009,QC093009_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Hincks,QC093010,QC093010_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Northfield,QC093011,QC093011_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Wright,QC093012,QC093012_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Rivière à l’Aigle,QC093013,QC093013_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Bouchette,QC093014,QC093014_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Cameron,QC093015,QC093015_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Kensington,QC093016,QC093016_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Tomasine,QC093017,QC093017_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Kakebonga,QC093018,QC093018_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa West—Ouest,Baskatong ,QC093019,QC093019_1871,CD_QC_Ottawa_West—Ouest,unmatched,True,False,1871
QC,Ottawa East—Est,Lochaber,QC095001,QC095001_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
QC,Ottawa East—Est,St. Malachie,QC095002,QC095002_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
QC,Ottawa East—Est,Mulgrave,QC095003,QC095003_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
QC,Ottawa East—Est,Ste. Angélique,QC095004,QC095004_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
QC,Ottawa East—Est,Notre Dame de Bonsecours,QC095005,QC095005_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
QC,Ottawa East—Est,"St. André Avelin, Petite Nation",QC095006,QC095006_1871,CD_QC_Ottawa_East—Est,unmatched,True,False,1871
