csd_id,csd_name,cd_id,cd_name,wikidata_qid,wikidata_label,wikidata_types,distance_km,our_lat,our_lon
SK182038,"McGee, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q115865923,McGee,human settlement,0.81,51.497063,-108.239224
SK182039,"Milden, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q2201119,Milden,village in Saskatchewan,0.12,51.482313,-107.51634
SK182040,"Perdue, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q2202153,Perdue,village in Saskatchewan,0.71,52.055112,-107.543839
SK182041,"Sovereign, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q7571573,Sovereign,human settlement,0.65,51.512814,-107.724027
SK182042,"Springwater, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q7581256,Springwater,human settlement,0.7,51.977506,-108.379314
SK182043,"Stranraer, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q7621655,Stranraer,human settlement; village,0.91,51.71599,-108.497146
SK182044,"Swanson, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q7653730,Swanson,human settlement; village,1.13,51.698885,-107.151609
SK182045,"Tessier, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q2204928,Tessier,village in Saskatchewan,0.22,51.805554,-107.436091
SK182046,"Vanscoy, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q2205152,Vanscoy,village in Saskatchewan,1.23,52.005752,-106.967697
SK182047,"Wiseton, VL",CD_SK_Division_No._12,CD_SK_Division_No._12,Q2205356,Wiseton,village in Saskatchewan,0.77,51.309082,-107.656007
SK183004,292. Milton,CD_SK_Division_No._13,CD_SK_Division_No._13,Q14874992,Milton No. 292,rural municipality of Canada,0.65,51.489764,-109.831797
SK183005,319. Winslow,CD_SK_Division_No._13,CD_SK_Division_No._13,Q8025961,Winslow No. 319,rural municipality of Canada,0.65,51.750276,-108.76777
SK183006,320. Oakdale,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7073808,Oakdale No. 320,rural municipality of Canada,4.94,51.750783,-109.193584
SK183007,321. Prairiedale,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7238050,Prairiedale No. 321,rural municipality of Canada,1.67,51.750572,-109.549186
SK183008,322. Antelope Park,CD_SK_Division_No._13,CD_SK_Division_No._13,Q4771169,Antelope Park No. 322,rural municipality of Canada,2.89,51.750817,-109.847505
SK183009,349. Grandview,CD_SK_Division_No._13,CD_SK_Division_No._13,Q5595583,Grandview No. 349,rural municipality of Canada,1.37,52.01466,-108.609934
SK183010,350. Mariposa,CD_SK_Division_No._13,CD_SK_Division_No._13,Q6765525,Mariposa No. 350,rural municipality of Canada,0.07,52.00901,-108.965205
SK183011,351. Progress,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7248571,Progress No. 351,rural municipality of Canada,0.55,52.012162,-109.352023
SK183012,352. Hearts Hill,CD_SK_Division_No._13,CD_SK_Division_No._13,Q115865901,Hearts Hill,human settlement,17.47,52.010433,-109.78484
SK183013,379. Reford,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7307378,Reford No. 379,rural municipality of Canada,0.6,52.272645,-108.62481
SK183014,380. Tramping Lake,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7833187,Tramping Lake No. 380,rural municipality of Canada,0.73,52.275196,-108.982717
SK183015,381. Grass Lake,CD_SK_Division_No._13,CD_SK_Division_No._13,Q5597440,Grass Lake No. 381,rural municipality of Canada,1.59,52.27419,-109.367081
SK183016,382. Eye Hill,CD_SK_Division_No._13,CD_SK_Division_No._13,Q5422622,Eye Hill No. 382,rural municipality of Canada,1.51,52.271801,-109.792099
SK183017,409. Buffalo,CD_SK_Division_No._13,CD_SK_Division_No._13,Q4985800,Buffalo No. 409,rural municipality of Canada,8.98,52.53642,-108.810204
SK183018,410. Round Valley,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7371178,Round Valley No. 410,rural municipality of Canada,1.02,52.536656,-109.241241
SK183019,411. Senlac,CD_SK_Division_No._13,CD_SK_Division_No._13,Q7450819,Senlac No. 411,rural municipality of Canada,3.21,52.536365,-109.730951
SK183020,439. Cut Knife,CD_SK_Division_No._13,CD_SK_Division_No._13,Q5196639,Cut Knife No. 439,rural municipality of Canada,1.54,52.773905,-108.994271
SK183021,440. Hillsdale,CD_SK_Division_No._13,CD_SK_Division_No._13,Q5763805,Hillsdale No. 440,rural municipality of Canada,0.95,52.828727,-109.40348
SK183022,442. Manitou Lake,CD_SK_Division_No._13,CD_SK_Division_No._13,Q6750244,Manitou Lake No. 442,rural municipality of Canada,4.3,52.846067,-109.768223
SK183024,"Alsask, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q61197207,Alsask,weather station,0.77,51.381003,-109.989032
SK183025,"Kerrobert, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1914825,Kerrobert,town in Saskatchewan,0.11,51.921295,-109.139133
SK183026,"Kindersley, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1914835,Kindersley,town,0.47,51.465068,-109.161811
SK183027,"Macklin, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1915322,Macklin,town,0.44,52.332193,-109.937561
SK183028,"Scott, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1916940,Scott,town,11.3,52.364735,-108.833158
SK183029,"Unity, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1917375,Unity,town,0.47,52.441317,-109.150797
SK183030,"Wilkie, T-V",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1917621,Wilkie,town,0.56,52.415059,-108.707823
SK183031,"Adanac, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q4680619,Adanac,human settlement,0.34,52.452946,-109.061084
SK183032,"Brock, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1999339,Brock,village in Saskatchewan,0.05,51.442053,-108.717332
SK183033,"Cavell, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q5054991,Cavell,human settlement,0.44,52.255534,-108.593101
SK183034,"Cut Knife, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1427945,Cut Knife,town,0.41,52.745648,-109.014436
SK183035,"Denzil, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1999939,Denzil,village in Saskatchewan,0.9,52.220746,-109.652761
SK183036,"Dodsland, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1999988,Dodsland,village in Saskatchewan,1.0,51.803113,-108.823861
SK183037,"Druid, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q5308974,Druid,human settlement; village,0.7,51.802917,-108.79707
SK183038,"Evesham, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q5418196,Evesham,human settlement; village,0.12,52.391084,-109.845797
SK183039,"Flaxcombe, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2003300,Flaxcombe,village in Saskatchewan,2.25,51.475521,-109.603217
SK183040,"Handel, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q14874948,Handel,human settlement,0.25,52.064227,-108.693861
SK183041,"Kelfield, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q14874968,Kelfield,human settlement,0.24,51.948109,-108.615426
SK183042,"Landis, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2085246,Landis,village in Saskatchewan,0.43,52.196165,-108.45015
SK183043,"Leipzig, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q6520140,Leipzig,hamlet,0.35,52.182273,-108.68108
SK183044,"Loverna, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q6692384,Loverna,human settlement,1.28,51.658462,-109.988727
SK183045,"Luseland, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q1915299,Luseland,town in Saskatchewan,0.22,52.080763,-109.392656
SK183046,"Major, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2086011,Major,village in Saskatchewan,0.23,51.871978,-109.615915
SK183047,"Marengo, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2086281,Marengo,village in Saskatchewan,0.19,51.481369,-109.783904
SK183048,"Netherhill, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2201233,Netherhill,village in Saskatchewan,6.58,51.471232,-108.857372
SK183049,"Plenty, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2202254,Plenty,village in Saskatchewan,13.45,51.783685,-108.64449
SK183051,"Salvador, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q115865939,Salvador,human settlement,0.53,52.166593,-109.508598
SK183052,"Senlac, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2204289,Senlac,village in Saskatchewan,1.11,52.483245,-109.705794
SK183053,"Smiley, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q61197282,Smiley,weather station,0.16,51.63141,-109.470721
SK183054,"Tramping Lake, VL",CD_SK_Division_No._13,CD_SK_Division_No._13,Q2205012,Tramping Lake,village in Saskatchewan,0.16,52.133701,-108.94788
SK184005,366. Kelvington,CD_SK_Division_No._14,CD_SK_Division_No._14,Q6386772,Kelvington No. 366,rural municipality of Canada,11.28,52.269162,-103.498898
SK184006,367. Ponass Lake,CD_SK_Division_No._14,CD_SK_Division_No._14,Q7227562,Ponass Lake No. 367,rural municipality of Canada,1.09,52.274805,-103.939495
SK184007,368. Spalding,CD_SK_Division_No._14,CD_SK_Division_No._14,Q14875012,Spalding No. 368,rural municipality of Canada,3.29,52.274621,-104.369565
SK184012,397. Barrier Valley,CD_SK_Division_No._14,CD_SK_Division_No._14,Q4863596,Barrier Valley No. 397,rural municipality of Canada,2.53,52.536196,-103.94981
SK184013,398. Pleasantdale,CD_SK_Division_No._14,CD_SK_Division_No._14,Q7204121,Pleasantdale No. 398,rural municipality of Canada,1.5,52.533549,-104.387612
SK184019,427. Tisdale,CD_SK_Division_No._14,CD_SK_Division_No._14,Q7809545,Tisdale No. 427,rural municipality of Canada,2.95,52.797961,-103.963116
SK184020,428. Star City,CD_SK_Division_No._14,CD_SK_Division_No._14,Q7600671,Star City No. 428,rural municipality of Canada,1.44,52.797807,-104.398014
SK184022,456. Arborfield,CD_SK_Division_No._14,CD_SK_Division_No._14,Q4784899,Arborfield No. 456,rural municipality of Canada,5.28,53.060379,-103.535135
SK184023,457. Connaught,CD_SK_Division_No._14,CD_SK_Division_No._14,Q5161330,Connaught No. 457,rural municipality of Canada,1.09,53.060248,-103.972362
SK184024,458. Willow Creek,CD_SK_Division_No._14,CD_SK_Division_No._14,Q8022298,Willow Creek No. 458,rural municipality of Canada,0.81,53.060322,-104.409862
SK184027,486. Moose Range,CD_SK_Division_No._14,CD_SK_Division_No._14,Q6908638,Moose Range,human settlement,14.41,53.322406,-103.543716
SK184028,487. Nipawin,CD_SK_Division_No._14,CD_SK_Division_No._14,Q16823083,Nipawin No. 487,rural municipality of Canada,4.77,53.281308,-104.062747
SK184035,"Melfort, T-V",CD_SK_Division_No._14,CD_SK_Division_No._14,Q61197356,Melfort,weather station,0.67,52.864103,-104.597867
SK184036,"Tisdale, T-V",CD_SK_Division_No._14,CD_SK_Division_No._14,Q1917345,Tisdale,town,0.17,52.849096,-104.047969
SK184038,"Naicam, VL",CD_SK_Division_No._14,CD_SK_Division_No._14,Q1915528,Naicam,town,0.41,52.415769,-104.496124
SK184039,"Star City, VL",CD_SK_Division_No._14,CD_SK_Division_No._14,Q1917229,Star City,town,0.5,52.862231,-104.332056
SK185002,370. Humboldt,CD_SK_Division_No._15,CD_SK_Division_No._15,Q61196815,Humboldt,weather station,7.24,52.275013,-105.226153
SK185003,371. Bayne,CD_SK_Division_No._15,CD_SK_Division_No._15,Q4874652,Bayne No. 371,rural municipality of Canada,0.74,52.27475,-105.655316
SK185004,372. Grant,CD_SK_Division_No._15,CD_SK_Division_No._15,Q5596377,Grant No. 372,rural municipality of Canada,1.11,52.313297,-106.011037
SK185005,373. Aberdeen,CD_SK_Division_No._15,CD_SK_Division_No._15,Q619819,Aberdeen,town,1.6,52.312644,-106.283497
SK185006,374. Warman,CD_SK_Division_No._15,CD_SK_Division_No._15,Q1904521,Warman,city,5.23,52.365494,-106.613132
SK185007,399. Lake Lenore,CD_SK_Division_No._15,CD_SK_Division_No._15,Q6476613,Lake Lenore No. 399,rural municipality of Canada,6.25,52.535777,-104.812162
SK185008,400. Three Lakes,CD_SK_Division_No._15,CD_SK_Division_No._15,Q7797560,Three Lakes No. 400,rural municipality of Canada,2.58,52.536366,-105.243055
SK185009,401. Hoodoo,CD_SK_Division_No._15,CD_SK_Division_No._15,Q14874957,Hoodoo No. 401,rural municipality of Canada,10.83,52.566004,-105.632462
SK185010,402. Fish Creek,CD_SK_Division_No._15,CD_SK_Division_No._15,Q8563399,Fish Creek No. 402,rural municipality of Canada,1.34,52.597982,-105.944117
SK185011,403. Rosthern,CD_SK_Division_No._15,CD_SK_Division_No._15,Q1916887,Rosthern,town,4.28,52.642218,-106.390296
SK185012,404. Laird,CD_SK_Division_No._15,CD_SK_Division_No._15,Q6474080,Laird No. 404,rural municipality of Canada,2.52,52.581242,-106.738871
SK185013,429. Carrot River,CD_SK_Division_No._15,CD_SK_Division_No._15,Q5046702,Carrot River,river; watercourse,38.06,52.802534,-104.842873
SK185014,430. Invergordon,CD_SK_Division_No._15,CD_SK_Division_No._15,Q14874961,Invergordon No. 430,rural municipality of Canada,1.55,52.805934,-105.266489
SK185015,431. St. Louis,CD_SK_Division_No._15,CD_SK_Division_No._15,Q2204776,St. Louis,village in Saskatchewan,10.07,52.827581,-105.790458
SK185016,459. Weldon,CD_SK_Division_No._15,CD_SK_Division_No._15,Q61197444,Weldon,weather station,13.02,53.070955,-104.917517
SK185017,460. Birch Hills,CD_SK_Division_No._15,CD_SK_Division_No._15,Q1909957,Birch Hills,town,3.25,53.012514,-105.430085
SK185018,461. Prince Albert,CD_SK_Division_No._15,CD_SK_Division_No._15,Q3403305,Prince Albert No. 461,rural municipality of Canada,5.61,53.11007,-105.657216
SK185019,463. Duck Lake,CD_SK_Division_No._15,CD_SK_Division_No._15,Q5311457,Duck Lake No. 463,rural municipality of Canada,6.65,52.958641,-106.209635
SK185022,491. Buckland,CD_SK_Division_No._15,CD_SK_Division_No._15,Q4983296,Buckland No. 491,rural municipality of Canada,5.49,53.322874,-105.774315
SK185026,"Prince Albert, C",CD_SK_Division_No._15,CD_SK_Division_No._15,Q104874856,Prince Albert,provincial electoral district of Saskatchewan,0.46,53.193431,-105.74921
SK185027,"Duck Lake, T-V",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1427938,Duck Lake,town in Saskatchewan,0.86,52.810086,-106.226444
SK185028,"Humboldt, T-V",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1904018,Humboldt,city in Saskatchewan,0.23,52.203315,-105.125371
SK185029,"Rosthern, T-V",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1916887,Rosthern,town,0.95,52.655849,-106.332842
SK185030,"Vonda, T-V",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1917423,Vonda,town in Saskatchewan,0.18,52.322941,-106.094697
SK185031,"Aberdeen, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q4666955,Aberdeen No. 373,rural municipality of Canada,0.49,52.328145,-106.273565
SK185032,"Beatty, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q4877309,Beatty,village in Saskatchewan,1.56,52.900063,-104.806285
SK185033,"Birch Hills, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1909957,Birch Hills,town,0.08,52.98289,-105.432035
SK185034,"Bruno, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q855987,Bruno,town,0.09,52.263634,-105.521326
SK185035,"Cudworth, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q61197308,Cudworth,weather station,0.44,52.483971,-105.730108
SK185036,"Dalmeny, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1425657,Dalmeny,town,0.03,52.340911,-106.773227
SK185037,"Dana, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q5214646,Dana,human settlement,1.54,52.297194,-105.685943
SK185038,"Domremy, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q3035634,Domremy,human settlement,0.49,52.787309,-105.736008
SK185039,"Englefeld, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2003183,Englefeld,village in Saskatchewan,0.89,52.161431,-104.657615
SK185040,"Hague, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1911281,Hague,town,1.19,52.510648,-106.415444
SK185041,"Hepburn, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1911417,Hepburn,town,0.65,52.523128,-106.739661
SK185043,"Kinistino, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1914869,Kinistino,municipal government in Canada; town,0.29,52.9525,-105.03131
SK185044,"Laird, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2085203,Laird,village in Saskatchewan,0.32,52.714868,-106.589262
SK185045,"Lake Lenore, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2085226,Lake Lenore,village in Saskatchewan,3.07,52.395262,-104.986051
SK185046,"Muenster, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2201181,Muenster,village in Saskatchewan,0.21,52.190511,-104.991928
SK185047,"Osler, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1916342,Osler,town,0.33,52.367221,-106.538484
SK185048,"St. Brieux, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1917109,St. Brieux,town,1.09,52.634311,-104.90203
SK185049,"St. Gregor, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2204760,St. Gregor,village in Saskatchewan,4.91,52.177283,-104.83053
SK185050,"Wakaw, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q61197441,Wakaw,weather station,0.87,52.651851,-105.732495
SK185051,"Waldheim, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1917497,Waldheim,town,4.33,52.619448,-106.656717
SK185052,"Warman, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q1904521,Warman,city,1.55,52.308798,-106.591531
SK185053,"Weldon, VL",CD_SK_Division_No._15,CD_SK_Division_No._15,Q2205294,Weldon,village in Saskatchewan,0.14,53.006355,-105.141015
SK186001,405. Great Bend,CD_SK_Division_No._16,CD_SK_Division_No._16,Q5598759,Great Bend No. 405,rural municipality of Canada,4.35,52.480426,-107.189207
SK186002,406. Mayfield,CD_SK_Division_No._16,CD_SK_Division_No._16,Q6797184,Mayfield No. 406,rural municipality of Canada,10.78,52.571377,-107.692597
SK186003,434. Blaine Lake,CD_SK_Division_No._16,CD_SK_Division_No._16,Q4923957,Blaine Lake No. 434,rural municipality of Canada,4.63,52.797127,-106.82716
SK186004,435. Redberry,CD_SK_Division_No._16,CD_SK_Division_No._16,Q7305465,Redberry No. 435,rural municipality of Canada,0.64,52.759504,-107.239522
SK186005,436. Douglas,CD_SK_Division_No._16,CD_SK_Division_No._16,Q5301848,Douglas No. 436,rural municipality of Canada,1.91,52.799125,-107.672974
SK186006,437. North Battleford,CD_SK_Division_No._16,CD_SK_Division_No._16,Q61197263,North Battleford,weather station,9.1,52.813008,-108.124894
SK186007,464. Leask,CD_SK_Division_No._16,CD_SK_Division_No._16,Q61197344,Leask,weather station,9.81,53.051402,-106.612952
SK186009,466. Meeting Lake,CD_SK_Division_No._16,CD_SK_Division_No._16,Q6807891,Meeting Lake No. 466,rural municipality of Canada,4.68,53.061227,-107.536435
SK186010,467. Round Hill,CD_SK_Division_No._16,CD_SK_Division_No._16,Q7371043,Round Hill No. 467,rural municipality of Canada,0.46,53.059033,-107.97008
SK186012,494. Canwood,CD_SK_Division_No._16,CD_SK_Division_No._16,Q1999491,Canwood,village in Saskatchewan,5.22,53.318836,-106.637758
SK186015,497. Medstead,CD_SK_Division_No._16,CD_SK_Division_No._16,Q61197256,Medstead,weather station,4.3,53.322317,-107.984687
SK186026,"North Battleford, C",CD_SK_Division_No._16,CD_SK_Division_No._16,Q7054085,North Battleford railway station,railway station,0.46,52.775754,-108.296809
SK186027,"Radisson, T-V",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1916651,Radisson,town,0.46,52.463797,-107.39568
SK186028,"Blaine Lake, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1910004,Blaine Lake,town,0.7,52.828977,-106.890652
SK186029,"Borden, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1817854,Borden,village in Saskatchewan,1.44,52.405309,-107.239085
SK186030,"Canwood, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1999491,Canwood,village in Saskatchewan,0.5,53.356978,-106.605592
SK186031,"Denholm, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1999922,Denholm,village in Saskatchewan,0.54,52.657315,-108.00299
SK186032,"Fielding, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q14874946,Fielding,human settlement,1.01,52.51576,-107.547846
SK186033,"Hafford, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1911249,Hafford,town,0.04,52.72658,-107.353388
SK186034,"Krydor, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q2004313,Krydor,village in Saskatchewan,0.12,52.788115,-107.076184
SK186035,"Leask, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q61197344,Leask,weather station,0.79,53.026992,-106.751625
SK186036,"Marcelin, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q61197351,Marcelin,weather station,0.38,52.920173,-106.794395
SK186037,"Maymont, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q2086383,Maymont,village in Saskatchewan,0.21,52.562785,-107.709082
SK186038,"Parkside, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q2202074,Parkside,village in Saskatchewan,0.25,53.167887,-106.533891
SK186039,"Richard, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q2202473,Richard,village in Saskatchewan,0.93,52.692386,-107.705767
SK186040,"Ruddell, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q2204173,Ruddell,village in Saskatchewan,0.81,52.60512,-107.85861
SK186041,"Shellbrook, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q1916980,Shellbrook,town,1.02,53.220969,-106.386481
SK186042,"Speers, VL",CD_SK_Division_No._16,CD_SK_Division_No._16,Q16900391,Speers,village in Saskatchewan,0.14,52.708743,-107.559276
SK187001,468. Meota,CD_SK_Division_No._17,CD_SK_Division_No._17,Q2201072,Meota,village in Saskatchewan,2.92,53.054599,-108.42362
SK187002,469. Turtle River,CD_SK_Division_No._17,CD_SK_Division_No._17,Q7856447,Turtle River No. 469,rural municipality of Canada,1.44,53.155822,-108.801926
SK187003,470. Paynton,CD_SK_Division_No._17,CD_SK_Division_No._17,Q7156866,Paynton No. 470,rural municipality of Canada,2.88,53.02289,-108.993158
SK187005,472. Wilton,CD_SK_Division_No._17,CD_SK_Division_No._17,Q8023392,Wilton No. 472,rural municipality of Canada,8.75,53.124827,-109.790345
SK187006,498. Parkdale,CD_SK_Division_No._17,CD_SK_Division_No._17,Q7138219,Parkdale No. 498,rural municipality of Canada,10.43,53.322375,-108.424392
SK187007,499. Mervin,CD_SK_Division_No._17,CD_SK_Division_No._17,Q2201086,Mervin,village in Saskatchewan,7.89,53.403926,-108.873738
SK187008,501. Paradise Hill,CD_SK_Division_No._17,CD_SK_Division_No._17,Q22474280,Paradise Hill,hill,10.55,53.449563,-109.306253
SK187009,502. Britannia,CD_SK_Division_No._17,CD_SK_Division_No._17,Q4969289,Britannia No. 502,rural municipality of Canada,1.98,53.422612,-109.778175
SK187011,529. Bright Sand,CD_SK_Division_No._17,CD_SK_Division_No._17,Q115866287,Bright Sand,locality,3.25,53.67142,-108.889082
SK187023,"Lloydminster (pt), T-V",CD_SK_Division_No._17,CD_SK_Division_No._17,Q61197246,Lloydminster,weather station,1.38,53.288399,-109.992457
SK187024,"Edam, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q2002809,Edam,village in Saskatchewan,0.16,53.18183,-108.766953
SK187025,"Lashburn, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q1915126,Lashburn,town,1.67,53.13598,-109.628191
SK187026,"Maidstone, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q1915344,Maidstone,town,0.66,53.085668,-109.286598
SK187027,"Marshall, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q1915390,Marshall,village in Saskatchewan,1.13,53.198808,-109.776363
SK187028,"Meota, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q2201072,Meota,village in Saskatchewan,1.08,53.030361,-108.461594
SK187029,"Mervin, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q2201086,Mervin,village in Saskatchewan,0.22,53.334762,-108.874452
SK187030,"Paynton, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q2202084,Paynton,village in Saskatchewan,0.75,53.012827,-108.935814
SK187031,"Turtleford, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q1917360,Turtleford,town,1.37,53.387176,-108.969556
SK187032,"Vawn, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q7917531,Vawn,human settlement,1.05,53.113417,-108.669241
SK187033,"Waseca, VL",CD_SK_Division_No._17,CD_SK_Division_No._17,Q2205211,Waseca,village in Saskatchewan,0.8,53.094019,-109.473691
SK172001,6. Cambria,CD_SK_Division_No._2,CD_SK_Division_No._2,Q5025264,Cambria No. 6,rural municipality of Canada,1.14,49.130578,-103.41165
SK172002,7. Souris Valley,CD_SK_Division_No._2,CD_SK_Division_No._2,Q7565204,Souris Valley No. 7,rural municipality of Canada,1.98,49.129971,-103.813605
SK172003,8. Lake Alma,CD_SK_Division_No._2,CD_SK_Division_No._2,Q6474742,Lake Alma No. 8,rural municipality of Canada,1.62,49.130597,-104.214897
SK172004,9. Surprise Valley,CD_SK_Division_No._2,CD_SK_Division_No._2,Q7646626,Surprise Valley No. 9,rural municipality of Canada,1.57,49.13054,-104.616473
SK172005,10. Happy Valley,CD_SK_Division_No._2,CD_SK_Division_No._2,Q14874949,Happy Valley No. 10,rural municipality of Canada,0.05,49.130618,-105.018535
SK172006,36. Cymri,CD_SK_Division_No._2,CD_SK_Division_No._2,Q5199852,Cymri No. 36,rural municipality of Canada,3.46,49.391813,-103.41741
SK172007,37. Lomond,CD_SK_Division_No._2,CD_SK_Division_No._2,Q6669525,Lomond No. 37,rural municipality of Canada,3.21,49.39146,-103.822029
SK172008,38. Laurier,CD_SK_Division_No._2,CD_SK_Division_No._2,Q6501793,Laurier No. 38,rural municipality of Canada,4.03,49.391582,-104.225205
SK172009,39. The Gap,CD_SK_Division_No._2,CD_SK_Division_No._2,Q7735794,The Gap No. 39,rural municipality of Canada,3.72,49.39129,-104.628661
SK172010,40. Bengough,CD_SK_Division_No._2,CD_SK_Division_No._2,Q61197149,Bengough,weather station,2.26,49.375213,-105.099591
SK172011,66. Griffin,CD_SK_Division_No._2,CD_SK_Division_No._2,Q5608813,Griffin No. 66,rural municipality of Canada,0.04,49.653887,-103.428696
SK172012,67. Weyburn,CD_SK_Division_No._2,CD_SK_Division_No._2,Q7990301,Weyburn No. 67,rural municipality of Canada,0.41,49.653329,-103.834433
SK172013,68. Brokenshell,CD_SK_Division_No._2,CD_SK_Division_No._2,Q4973530,Brokenshell No. 68,rural municipality of Canada,5.57,49.653689,-104.241773
SK172014,69. Norton,CD_SK_Division_No._2,CD_SK_Division_No._2,Q7060663,Norton No. 69,rural municipality of Canada,6.68,49.653541,-104.648804
SK172015,70. Key West,CD_SK_Division_No._2,CD_SK_Division_No._2,Q6398121,Key West No. 70,rural municipality of Canada,2.03,49.653953,-105.055322
