wikidata_qid,wikidata_label,n_chains,place_ids,names,provinces,place_types,verdict
Q463165,Sault Ste. Marie,4,PLACE_ON046020;PLACE_ON046019;PLACE_ON044026;PLACE_ON102108,"Sault Ste. Marie, W-O;Sault Ste. Marie, E;Sault Ste. Marie;Sault Ste. Marie, C",ON,CSD,variants-match-wikidata
Q3571405,Yamachiche,4,PLACE_QC093018_1891;PLACE_QC093011;PLACE_QC187010_1891;PLACE_QC198013_1901,"Yamachiche, Village;Yamachiche;Yamachiche;Yamachiche",QC,CSD,variants-match-wikidata
Q1019496,Moose Jaw,4,PLACE_NT204045;PLACE_NT204044;PLACE_NT204046;PLACE_SK177024,"Moosejaw, South—Sud;Moosejaw, Northeast—Nord-est;Moosejaw, West—Ouest;Moosejaw, C",NT;SK,CSD,variants-match-wikidata
Q7622058,Strathcona,4,PLACE_NT202119;PLACE_NT202120;PLACE_AB199007;PLACE_AB006004,"Strathcona, East—Est;Strathcona, West—Ouest;518. Strathcona;Strathcona c",AB;NT,CSD,variants-match-wikidata
Q2096,Edmonton,4,PLACE_NT202039;PLACE_NT202040;PLACE_AB002006;PLACE_AB199016,"Edmonton, East—Est;Edmonton, West—Ouest;Edmonton c;Edmonton, C",AB;NT,CSD,variants-match-wikidata
Q3463473,Saint-Valère,4,PLACE_QC153035_1901;PLACE_QC052030_1881;PLACE_QC158026_1911;PLACE_QC038016_1921,St. Valère de Bulstrode;St. Valère de Bulstrode;St. Valère de Bulstrode;St. Valère de Bulstrode,QC,CSD,name-variants-same-place
Q615044,St. François Xavier,4,PLACE_MB011015;PLACE_MB018008;PLACE_MB006014_1891;PLACE_MB163006_1921,St. François-Xavier;St. Francois Xavier pr;St. François-Xavier;St. Francois Xavier,MB,CSD,variants-match-wikidata
Q448120,Thorold,3,PLACE_ON142009;PLACE_ON151006;PLACE_ON151013,"Thorold, Village;Thorold;Thorold, Town—Ville",ON,CSD,variants-match-wikidata
Q3305306,Paris,3,PLACE_ON065007;PLACE_ON160004;PLACE_ON103008,"Paris, Village;Paris, Town—Ville;Paris, Town—Ville",ON,CSD,variants-match-wikidata
Q139398,Longueuil,3,PLACE_QC011005;PLACE_QC046007;PLACE_QC150003_1911,"Longueuil, Parish;Longueuil, Town—Ville;Longueuil",QC,CSD,variants-match-wikidata
Q141760,Joliette,3,PLACE_QC025002;PLACE_QC163014;PLACE_QC060015_1921,"Joliette;Joliette, Town—Ville;Joliette, C",QC,CSD,variants-match-wikidata
Q63243314,Jonquière,3,PLACE_QC150007;PLACE_QC050019;PLACE_QC050004_1921,"Jonquière;Jonquière, T-V;Jonquière (St. Dominique)",QC,CSD,variants-match-wikidata
Q340,Montreal,3,PLACE_QC020002;PLACE_QC107001;PLACE_QC076013_1921,"Montréal, Parish;Montréal, Paroisse;Montréal, C",QC,CSD,variants-match-wikidata
Q2395416,Tatamagouche,3,PLACE_NS019009;PLACE_NS007019;PLACE_NS007018,Tatamagouche;Tatamagouche W-O;Tatamagouche E.,NS,CSD,variants-match-wikidata
Q141954,Roberval,3,PLACE_QC150009;PLACE_QC063027;PLACE_QC063009_1911,"Roberval;Roberval, Village;Roberval, par. (Charlevoix, Roberval, Ouiatchouan tps.-cts.)",QC,CSD,variants-match-wikidata
Q1336,Rimouski,3,PLACE_QC084019;PLACE_QC188007;PLACE_QC071014_1851,"Rimouski, Town—Ville;Rimouski;Rimouski",QC,CSD,variants-match-wikidata
Q44012,Trois-Rivières,3,PLACE_QC131005;PLACE_QC083005;PLACE_QC093015,"Trois Rivières, Paroisse;Trois-Rivières;Trois Rivières, C",QC,CSD,variants-match-wikidata
Q312121,Emerson,3,PLACE_MB184003;PLACE_MB021016;PLACE_MB156010,"Emerson;Emerson t-v;Emerson, T-V",MB,CSD,variants-match-wikidata
Q1658423,Cartier,3,PLACE_MB184006;PLACE_MB008001_1891;PLACE_MB160001_1921,Cartier;Cartier;Cartier,MB,CSD,name-variants-same-place
Q1661430,St. Clements,3,PLACE_MB185002;PLACE_MB022004;PLACE_MB159005_1921,St. Clément;St. Clements;St. Clements,MB,CSD,variants-match-wikidata
Q994375,Brussels,3,PLACE_ON174008;PLACE_ON175007;PLACE_ON119023,"Brussels;Brussels, Village;Brussels, Village",ON,CSD,variants-match-wikidata
Q998994,Thessalon,3,PLACE_ON046024;PLACE_ON102111;PLACE_ON044030,"Thessalon (Western Division);Thessalon, T-V;Thessalon",ON,CSD,variants-match-wikidata
Q776930,Peterborough,3,PLACE_ON126001_1881;PLACE_ON138017;PLACE_ON111004_1891,"Peterborough, Town—Ville;Peterborough, C;Peterborough, Town—Ville",ON,CSD,variants-match-wikidata
Q34180,Brantford,3,PLACE_ON057002;PLACE_ON103007_1891;CD_ON_Brantford,"Brantford W-O;Brantford, City—Cité;Brantford",ON,CD;CSD,variants-match-wikidata
Q274120,Niagara Falls,3,PLACE_ON125006;PLACE_ON151009;PLACE_ON123008_1901,"Niagara Falls, Town—Ville;Niagara Falls, C;Niagara Falls, Village",ON,CSD,variants-match-wikidata
Q1659017,Dufferin,3,PLACE_MB009012;PLACE_MB009011;PLACE_MB160003,Dufferin S;Dufferin N;Dufferin,MB,CSD,variants-match-wikidata
Q112912733,Saint-Raphaël,3,PLACE_QC141012;PLACE_QC146012_1911;PLACE_QC042015_1921,St. Raphaël;St. Raphaël;St. Raphael,QC,CSD,name-variants-same-place
Q3144525,Hébertville,3,PLACE_QC154007;PLACE_QC063028;PLACE_QC063003_1921,"Hébertville pr;Hébertville, VL;Hébertville, par.",QC,CSD,variants-match-wikidata
Q1938153,Smiths Falls,3,PLACE_ON082006;PLACE_ON081010_1901;PLACE_ON123018_1921,"Smiths Falls (part), Town—Ville;Smiths Falls (part), Town—Ville;Smiths Falls, T-V",ON,CSD,variants-match-wikidata
Q10566,Saskatoon,3,PLACE_NT205055;PLACE_NT205056;PLACE_SK181020,"Saskatoon, East—Est;Saskatoon, West—Ouest;Saskatoon, C",NT;SK,CSD,variants-match-wikidata
Q1904554,Weyburn,3,PLACE_NT203100;PLACE_NT203101;PLACE_SK172021,"Weyburn;Weyburn, North—Nord;Weyburn, C",NT;SK,CSD,variants-match-wikidata
Q1893562,Moosomin,3,PLACE_NT203069;PLACE_NT203068;PLACE_SK175026,"Moosomin, South—Sud;Moosomin, North—Nord;Moosomin, T-V",NT;SK,CSD,variants-match-wikidata
Q1916627,Qu'Appelle,3,PLACE_NT203082;PLACE_NT203081;PLACE_SK176027,"Qu’Appelle, South—Sud;Qu’Appelle;Qu'Appelle, T-V",NT;SK,CSD,variants-match-wikidata
Q270887,Lethbridge,3,PLACE_NT202068;PLACE_NT202067;PLACE_AB190018,"Lethbridge, South—Sud;Lethbridge, North—Nord;Lethbridge, C",AB;NT,CSD,variants-match-wikidata
Q983026,Chilliwack,3,PLACE_BC011001;PLACE_BC209005;PLACE_BC209001_1921,"Chilliwack;Chilliwack, C;Chilliwack",BC,CSD,variants-match-wikidata
Q813856,Bedford,3,PLACE_NS033007_1901;PLACE_NS011001;PLACE_NS033008_1901,Bedford;Bedford Basin;Bedford Basin,NS,CSD,variants-match-wikidata
Q3462931,Saint-Martin,3,PLACE_QC139020_1901;PLACE_QC144019_1911;PLACE_QC040016_1921,St. Martin;St. Martin;St. Martin,QC,CSD,name-variants-same-place
Q112912857,Saint-Victor,3,PLACE_QC139027;PLACE_QC144029_1911;PLACE_QC040020_1921,St. Victor de Tring;St. Victor de Tring;St. Victor de Tring,QC,CSD,name-variants-same-place
Q141595,Nicolet,3,PLACE_QC179005;PLACE_QC078024;PLACE_QC078003,"Nicolet;Nicolet, T-V;Nicolet (St. Jean Baptiste)",QC,CSD,variants-match-wikidata
Q24639,Vancouver,3,PLACE_BC012001;PLACE_BC206005;CD_BC_Vancouver_City,"Vancouver c pt;Vancouver (pt), C;Vancouver City",BC,CD;CSD,variants-match-wikidata
Q112912921,Sainte-Anne-du-Sault,3,PLACE_QC158014_1911;PLACE_QC153014_1891;PLACE_QC038008_1921,Ste. Anne du Sault;Ste. Anne du Sault;Ste. Anne du Sault,QC,CSD,name-variants-same-place
Q3114873,Grande-Baie,3,PLACE_QC050008_1911;PLACE_QC154043;PLACE_QC050022,"St. Alexis de la Grande Baie, par. (Boileau & Ferland tp.—ct.);Grande Baie vl;Grande Baie, VL",QC,CSD,variants-match-wikidata
Q6461364,La Broquerie,3,PLACE_MB155003;PLACE_MB008007_1891;PLACE_MB010005_1901,La Broquerie;La Broquerie;La Broquerie,MB,CSD,name-variants-same-place
Q92561,London,3,PLACE_ON128016;CD_ON_London;CD_ON_London_City,"London, C;London;London City",ON,CD;CSD,variants-match-wikidata
Q112912862,Saint-Vincent-de-Paul,3,PLACE_QC076046;PLACE_QC163014_1901;PLACE_QC168010_1911,St. Vincent de Paul;St. Vincent de Paul;St. Vincent de Paul,QC,CSD,name-variants-same-place
Q4681175,Addington County,3,CD_ON_Addington;CD_ON_Addington_1871;CD_ON_Addington_1921,Addington;Addington;Addington,ON,CD,name-variants-same-place
Q17108580,Lennox County,3,CD_ON_Lennox;CD_ON_Lennox_1871;CD_ON_Lennox_1921,Lennox;Lennox;Lennox,ON,CD,name-variants-same-place
Q2991353,comté de Mégantic,3,CD_QC_Megantic;CD_QC_Mégantic;CD_QC_Mégantic_1861,Megantic;Mégantic;Mégantic,QC,CD,name-variants-same-place
Q424901,Grimsby,2,PLACE_ON145005;PLACE_ON126013,"Grimsby;Grimsby, Village",ON,CSD,variants-match-wikidata
Q3492596,Erin,2,PLACE_ON152003;PLACE_ON152021,"Erin;Erin, Village",ON,CSD,variants-match-wikidata
Q182625,Windsor,2,PLACE_ON181013;PLACE_ON110016,"Windsor, Town—Ville;Windsor, C",ON,CSD,variants-match-wikidata
Q5142112,Colchester,2,PLACE_ON001004;PLACE_ON110003,Colchester;Colchester S,ON,CSD,variants-match-wikidata
Q136480718,Sidney,2,PLACE_ON121001;PLACE_ON118018_1921,Sidney;Sidney,ON,CSD,name-variants-same-place
Q386338,Whitby,2,PLACE_ON089011;PLACE_ON133014,"Whitby, East;Whitby, Town—Ville",ON,CSD,variants-match-wikidata
Q4115370,Norwich,2,PLACE_ON027007;PLACE_ON134016,"Norwich;Norwich, Village",ON,CSD,variants-match-wikidata
Q620726,Dundas,2,PLACE_ON148001;PLACE_ON153010_1891,"Dundas, Town—Ville;Dundas, Town—Ville",ON,CSD,name-variants-same-place
Q115261809,Hungerford,2,PLACE_ON015010;PLACE_ON118009,Hungerford;Hungerford,ON,CSD,name-variants-same-place
Q3216692,Lambton,2,PLACE_QC005007;PLACE_QC055023,"Lambton;Lambton, VL",QC,CSD,variants-match-wikidata
Q141924,Boucherville,2,PLACE_QC046011;PLACE_QC046001,"Boucherville, Village;Boucherville",QC,CSD,variants-match-wikidata
Q3304955,Melbourne,2,PLACE_QC044004;PLACE_QC083016,"Melbourne;Melbourne, Village",QC,CSD,variants-match-wikidata
Q63244603,Shipton,2,PLACE_QC192017;PLACE_QC083006_1921,Shipton;Shipton,QC,CSD,name-variants-same-place
Q63244614,Stanstead,2,PLACE_QC053006;PLACE_QC090008,Stanstead Plains;Stanstead,QC,CSD,variants-match-wikidata
Q139190,Terrebonne,2,PLACE_QC096021;PLACE_QC099001,"Terrebonne, Town—Ville;Terrebonne, Town—Ville",QC,CSD,name-variants-same-place
Q142014,Varennes,2,PLACE_QC098007;PLACE_QC098012,"Varennes;Varennes, Village",QC,CSD,variants-match-wikidata
Q142250,Lachute,2,PLACE_QC080012;PLACE_QC037014,"Lachute;Lachute, Town—Ville",QC,CSD,variants-match-wikidata
Q112913028,Sainte-Julie,2,PLACE_QC098004_1861;PLACE_QC082007_1851,Ste. Julie;Ste. Julie,QC,CSD,name-variants-same-place
Q142521,Sutton,2,PLACE_QC045006_1851;PLACE_QC045011_1901,"Sutton;Sutton, VL",QC,CSD,variants-match-wikidata
Q29386656,Sorel,2,PLACE_QC082011;PLACE_QC061002_1881,"Sorel, City—Cité;Sorel",QC,CSD,variants-match-wikidata
Q115261272,Derby,2,PLACE_ON114004;PLACE_ON011004_1851,Derby;Derby,ON,CSD,name-variants-same-place
Q7659765,Sydenham,2,PLACE_ON114016;PLACE_ON011014_1851,Sydenham;Sydenham,ON,CSD,name-variants-same-place
Q1391099,Almonte,2,PLACE_ON112002_1871;PLACE_ON123015,"Almonte, Town—Ville;Almonte, Town—Ville",ON,CSD,name-variants-same-place
Q115134672,Strathroy,2,PLACE_ON168006;PLACE_ON128018,"Strathroy, Village;Strathroy, Town—Ville",ON,CSD,variants-match-wikidata
Q6920786,Mount Forest,2,PLACE_ON035005;PLACE_ON152015,"Mount Forest, Village;Mount Forest, Town—Ville",ON,CSD,variants-match-wikidata
Q424704,Port Colborne,2,PLACE_ON142002;PLACE_ON151012,"Port Colborne, Village;Port Colborne, T-V",ON,CSD,variants-match-wikidata
Q2979345,Clinton,2,PLACE_ON173008;PLACE_ON119017,"Clinton, Village;Clinton, Town—Ville",ON,CSD,variants-match-wikidata
Q2542731,St. Marys,2,PLACE_ON171002;PLACE_ON137015,"St. Mary's, Town—Ville;St Marys, T-V",ON,CSD,variants-match-wikidata
Q3259931,Lot 53,2,PLACE_PE139013;PLACE_PE001013_1921,Township No. 53;Township 53,PE,CSD,name-variants-same-place
Q3259920,Lot 45,2,PLACE_PE132009;PLACE_PE001008,Township No. 45;Township 45,PE,CSD,name-variants-same-place
Q7030693,Nictaux,2,PLACE_NS016012;PLACE_NS004020,Nictaux;Nictau,NS,CSD,variants-match-wikidata
Q3312661,Middleton,2,PLACE_NS016002;PLACE_NS004031,"Middleton Corners;Middleton, T-V",NS,CSD,variants-match-wikidata
Q864688,Yarmouth,2,PLACE_NS014003;PLACE_NS021022,"Yarmouth;Yarmouth, T-V",NS,CSD,variants-match-wikidata
Q474178,Bridgewater,2,PLACE_NS038003;PLACE_NS015043,"Bridgewater;Bridgewater, T-V",NS,CSD,variants-match-wikidata
Q3396115,Pomquet,2,PLACE_NS027013;PLACE_NS005011,Pomquet River;Pomquet,NS,CSD,variants-match-wikidata
Q5594818,Grand Narrows,2,PLACE_NS043007;PLACE_NS006006_1921,Grand Narrows;Grand Narrows,NS,CSD,name-variants-same-place
Q3365863,Northesk Parish,2,PLACE_NB184003;PLACE_NB029011,Northesk;North Esk,NB,CSD,name-variants-same-place
Q810807,Bathurst,2,PLACE_NB025001;PLACE_NB025011,"Bathurst;Bathurst, T-V",NB,CSD,variants-match-wikidata
Q112912026,Saint-Colomban,2,PLACE_QC052005_1861;PLACE_QC080005_1851,St. Colomban;St. Colomban,QC,CSD,name-variants-same-place
Q30322644,Hinchinbrooke,2,PLACE_QC058007;PLACE_QC048007_1851,"Hinchinbrooke;Hinchinbrooke, Township",QC,CSD,variants-match-wikidata
Q138721960,Saint-André-Avellin,2,PLACE_QC160033;PLACE_QC062048_1921,St. André Avelin;St. André Avelin,QC,CSD,name-variants-same-place
Q141754,L'Assomption,2,PLACE_QC065011;PLACE_QC065002,"L'Assomption, T-V;L'Assomption",QC,CSD,variants-match-wikidata
Q139541242,Lotbinière,2,PLACE_QC049003_1871;PLACE_QC068023,"Lotbinière;Lotbinière, VL",QC,CSD,variants-match-wikidata
Q138207981,Dunham,2,PLACE_QC072017;PLACE_QC072001,"Dunham, Village;Dunham",QC,CSD,variants-match-wikidata
Q3463575,Saint-Élie-de-Caxton,2,PLACE_QC203005;PLACE_QC093006_1921,St. Elie de Caxton;St. Elie de Caxton,QC,CSD,name-variants-same-place
Q138053472,Linière,2,PLACE_QC158007;PLACE_QC040023,"Linière;Linière, VL",QC,CSD,variants-match-wikidata
Q112912120,Saint-Étienne-de-Lauzon,2,PLACE_QC169004_1861;PLACE_QC066003_1921,St. Etienne de Lauzon;St. Etienne de Lauzon,QC,CSD,name-variants-same-place
Q2132,Victoria,2,PLACE_BC004003_1881;PLACE_BC217001,Victoria;Victoria City,BC,CSD,variants-match-wikidata
Q179553,Saanich,2,PLACE_BC003012;PLACE_BC212004,Saanich N & S;Saanich,BC,CSD,variants-match-wikidata
Q1661004,Portage la Prairie,2,PLACE_MB186005;PLACE_MB160007,Portage;Portage la Prairie,MB,CSD,variants-match-wikidata
Q4859980,Shelburne,2,PLACE_ON153011;PLACE_ON106009,"Shelburne, Village;Shelburne, Village",ON,CSD,name-variants-same-place
Q6697760,Lucknow,2,PLACE_ON175011;PLACE_ON104025,"Lucknow, Village;Lucknow, Village",ON,CSD,name-variants-same-place
Q7230589,Port Dover,2,PLACE_ON157005;PLACE_ON131011_1891,"Port Dover, Village;Port Dover, Village",ON,CSD,name-variants-same-place
Q5680222,Hastings,2,PLACE_ON125008_1881;PLACE_ON132015,"Hastings, Village;Hastings, Village",ON,CSD,name-variants-same-place
Q543997,Arnprior,2,PLACE_ON117015;PLACE_ON142036_1921,"Arnprior, Village;Arnprior, T-V",ON,CSD,variants-match-wikidata
Q7128296,Palmerston,2,PLACE_ON153010;PLACE_ON152016,"Palmerston, Town—Ville;Palmerston, Town—Ville",ON,CSD,name-variants-same-place
Q1885163,Bruce Mines,2,PLACE_ON182018;PLACE_ON102110,"Bruce Mines;Bruce Mines, T-V",ON,CSD,variants-match-wikidata
Q7440408,Seaforth,2,PLACE_ON174006;PLACE_ON119019,"Seaforth, Village;Seaforth, Town—Ville",ON,CSD,variants-match-wikidata
Q1438830,Fort William,2,PLACE_ON182031;PLACE_ON147036,"Fort William;Fort William, C",ON,CSD,variants-match-wikidata
Q2358467,St. Stephen,2,PLACE_NB015016;PLACE_NB024019,"St. Stephen, Town—Ville;St. Stephen, T-V",NB,CSD,variants-match-wikidata
Q497373,Dartmouth,2,PLACE_NS010014;PLACE_NS011044,"Dartmouth;Dartmouth, T-V",NS,CSD,variants-match-wikidata
Q2933782,Caledonia,2,PLACE_NS052004;PLACE_NS017003_1921,Caledonia;Caledonia,NS,CSD,name-variants-same-place
Q286048,New Glasgow,2,PLACE_NS016036;PLACE_NS020017_1881,"New Glasgow, Town—Ville;New Glasgow",NS,CSD,variants-match-wikidata
Q138094585,Upton,2,PLACE_QC039018_1881;PLACE_QC058008_1881,"St. Ephrem d’Upton, Village;St. Ephrem d'Upton",QC,CSD,variants-match-wikidata
Q138018022,Chambly,2,PLACE_QC067005;PLACE_QC046002,"Chambly, Village;Chambly",QC,CSD,variants-match-wikidata
Q2879166,Bagotville,2,PLACE_QC076014_1881;PLACE_QC050017,"Bagotville, Village;Bagotville, T-V",QC,CSD,variants-match-wikidata
Q1474128,Lachine,2,PLACE_QC158001_1881;PLACE_QC076012,"Lachine;Lachine, C",QC,CSD,variants-match-wikidata
Q141995,Thetford Mines,2,PLACE_QC050011_1881;PLACE_QC071019,"Thetford;Thetford Mines, C",QC,CSD,variants-match-wikidata
Q3462740,Saint-Liguori,2,PLACE_QC073008;PLACE_QC034009_1861,St. Liguori;St. Liguori,QC,CSD,name-variants-same-place
Q14875569,Sainte-Foy,2,PLACE_QC081010;PLACE_QC069008_1851,Ste. Foye;Ste. Foye,QC,CSD,name-variants-same-place
Q139415,Windsor,2,PLACE_QC083012;PLACE_QC083008,"Windsor Mills, Village;Windsor",QC,CSD,variants-match-wikidata
Q112912949,Sainte-Cécile,2,PLACE_QC193012;PLACE_QC084006_1921,Ste. Cécile du Bic;Ste. Cécile du Bic,QC,CSD,name-variants-same-place
Q142306,Richelieu,2,PLACE_QC123001;PLACE_QC085013,"Richelieu;Richelieu, Village",QC,CSD,variants-match-wikidata
Q112911987,Saint-Charles,2,PLACE_QC091004;PLACE_QC070006_1851,St. Charles;St. Charles,QC,CSD,name-variants-same-place
Q143360,Saint-Sauveur,2,PLACE_QC197015;PLACE_QC055007_1861,St. Sauveur;St. Sauveur,QC,CSD,name-variants-same-place
Q3431913,Rigaud,2,PLACE_QC097009_1881;PLACE_QC097001,"Rigaud, Village;Rigaud",QC,CSD,variants-match-wikidata
Q3202686,L'Avenir,2,PLACE_QC158010;PLACE_QC054006_1921,L'Avenir;L'Avenir,QC,CSD,name-variants-same-place
Q7802072,Tilbury,2,PLACE_ON110026;PLACE_ON121017,"Tilbury (pt), T-V;Tilbury (pt), T-V",ON,CSD,name-variants-same-place
Q115262520,Otonabee,2,PLACE_ON112009;PLACE_ON138014_1921,Otonabee;Otonabee,ON,CSD,name-variants-same-place
Q4742320,Ameliasburgh,2,PLACE_ON113001_1891;PLACE_ON140001,Ameliasburgh;Ameliasburg,ON,CSD,variants-match-wikidata
Q86580,Deloraine,2,PLACE_MB009008;PLACE_MB158010,"Deloraine;Deloraine, T-V",MB,CSD,variants-match-wikidata
Q1661973,Whitewater,2,PLACE_MB009029;PLACE_MB158007,Whitewater;Whitewater,MB,CSD,name-variants-same-place
Q1658351,Brenda,2,PLACE_MB009004;PLACE_MB158003,Brenda;Brenda,MB,CSD,name-variants-same-place
Q826427,Yale,2,PLACE_BC005016;PLACE_BC209003,Yale;Yale (pt),BC,CSD,variants-match-wikidata
Q932261,Sydney,2,PLACE_NS040021;PLACE_NS006028_1921,"Sydney, Town—Ville;Sydney, C",NS,CSD,variants-match-wikidata
Q470594,Amherst,2,PLACE_NS008030;PLACE_NS030002,"Amherst, Town—Ville;Amherst",NS,CSD,variants-match-wikidata
Q3153881,Inverness,2,PLACE_QC071004_1891;PLACE_QC071023,"Inverness;Inverness, VL",QC,CSD,variants-match-wikidata
Q112912646,Saint-Patrice,2,PLACE_QC176011;PLACE_QC073010_1921,St. Patrice de Rawdon;St. Patrice de Rawdon,QC,CSD,name-variants-same-place
Q3462497,Saint-Jean-Baptiste,2,PLACE_QC194006;PLACE_QC085006_1921,St. Jean-Baptiste;St. Jean Baptiste,QC,CSD,name-variants-same-place
Q3463478,Saint-Valérien-de-Milton,2,PLACE_QC087009;PLACE_QC127004_1871,St. Valérien;St. Valérien,QC,CSD,name-variants-same-place
Q141777,Maniwaki,2,PLACE_QC057028;PLACE_QC057016_1911,Maniwaki;Maniwaki,QC,CSD,name-variants-same-place
Q2995979,Hull,2,PLACE_QC057029;PLACE_QC205010,"Hull, City—Cité;Hull",QC,CSD,variants-match-wikidata
Q3128714,Havre-Aubert,2,PLACE_QC154025;PLACE_QC056018,"Havre Aubert;Hâvre Aubert, par.",QC,CSD,variants-match-wikidata
Q3411897,Péribonka,2,PLACE_QC076029;PLACE_QC063007,Péribonka;Péribonka (St. Edouard),QC,CSD,variants-match-wikidata
Q112912500,Saint-Louis,2,PLACE_QC181005;PLACE_QC082004_1921,St. Louis de Bonsecours;St. Louis de Bonsecours,QC,CSD,name-variants-same-place
Q6772165,Marmora,2,PLACE_ON118032;PLACE_ON015004_1851,"Marmora, VL;Marmora",ON,CSD,variants-match-wikidata
Q3525341,Adelaide Metcalfe,2,PLACE_ON128001_1891;PLACE_ON023005_1851,Adelaide;Adelaide,ON,CSD,name-variants-same-place
Q115261675,Hamilton,2,PLACE_ON132005_1891;PLACE_ON124003_1881,Hamilton;Hamilton,ON,CSD,name-variants-same-place
Q639408,Waterloo,2,PLACE_ON123003_1891;PLACE_ON150010,"Waterloo;Waterloo, T-V",ON,CSD,variants-match-wikidata
Q619597,Battleford,2,PLACE_NT205005;PLACE_SK182021,"Battleford, South—Sud;Battleford, T-V",NT;SK,CSD,variants-match-wikidata
Q1916887,Rosthern,2,PLACE_NT205050;PLACE_SK185029,"Rosthern;Rosthern, T-V",NT;SK,CSD,variants-match-wikidata
Q1917497,Waldheim,2,PLACE_NT205066;PLACE_SK185051,"Waldheim;Waldheim, VL",NT;SK,CSD,variants-match-wikidata
Q1427938,Duck Lake,2,PLACE_NT205019;PLACE_SK185027,"Duck Lake;Duck Lake, T-V",NT;SK,CSD,variants-match-wikidata
Q1909957,Birch Hills,2,PLACE_NT205007;PLACE_SK185033,"Birch Hills;Birch Hills, VL",NT;SK,CSD,variants-match-wikidata
Q1916980,Shellbrook,2,PLACE_NT205058;PLACE_SK186041,"Shellbrook;Shellbrook, VL",NT;SK,CSD,variants-match-wikidata
Q1917717,Yellow Grass,2,PLACE_NT204079;PLACE_SK172025,"Yellow Grass;Yellow Grass, T-V",NT;SK,CSD,variants-match-wikidata
Q1915440,Milestone,2,PLACE_NT204043;PLACE_SK172022,"Milestone;Milestone, T-V",NT;SK,CSD,variants-match-wikidata
Q1916905,Rouleau,2,PLACE_NT204059;PLACE_SK176028,"Rouleau;Rouleau, T-V",NT;SK,CSD,variants-match-wikidata
Q1909256,Balgonie,2,PLACE_NT204002;PLACE_SK176023,"Balgonie;Balgonie, T-V",NT;SK,CSD,variants-match-wikidata
Q2003100,Edenwold,2,PLACE_NT204023;PLACE_SK176046,"Edenwold;Edenwold, VL",NT;SK,CSD,variants-match-wikidata
Q1915278,Lumsden,2,PLACE_NT204037;PLACE_SK176026,"Lumsden;Lumsden, T-V",NT;SK,CSD,variants-match-wikidata
Q1999813,Craven,2,PLACE_NT204015;PLACE_SK176039,"Craven;Craven, VL",NT;SK,CSD,variants-match-wikidata
Q1427108,Dundurn,2,PLACE_NT204017;PLACE_SK181036,"Dundurn;Dundurn, VL",NT;SK,CSD,variants-match-wikidata
Q1999502,Carievale,2,PLACE_NT203010;PLACE_SK171029,"Carievale;Carievale, VL",NT;SK,CSD,variants-match-wikidata
Q1099427,Carnduff,2,PLACE_NT203014;PLACE_SK171024,"Carnduff;Carnduff, T-V",NT;SK,CSD,variants-match-wikidata
Q2003479,Glen Ewen,2,PLACE_NT203043;PLACE_SK171034,"Glen Ewen;Glen Ewen, VL",NT;SK,CSD,variants-match-wikidata
Q1916400,Oxbow,2,PLACE_NT203075;PLACE_SK171026,"Oxbow;Oxbow, T-V",NT;SK,CSD,variants-match-wikidata
Q2204154,Roche Percée,2,PLACE_NT203087;PLACE_SK171043,"Roche Percée;Roche Percee, VL",NT;SK,CSD,variants-match-wikidata
Q1018271,Estevan,2,PLACE_NT203031;PLACE_SK171025,"Estevan;Estevan, T-V",NT;SK,CSD,variants-match-wikidata
Q1099089,Carlyle,2,PLACE_NT203012;PLACE_SK171023,"Carlyle;Carlyle, T-V",NT;SK,CSD,variants-match-wikidata
Q2086364,Maryfield,2,PLACE_NT203064;PLACE_SK171040,"Maryfield;Maryfield, VL",NT;SK,CSD,variants-match-wikidata
Q1917553,Wawota,2,PLACE_NT203099;PLACE_SK171046,"Wawota;Wawota, VL",NT;SK,CSD,variants-match-wikidata
Q1917505,Wapella,2,PLACE_NT203098;PLACE_SK175028,"Wapella;Wapella, T-V",NT;SK,CSD,variants-match-wikidata
Q1917595,Whitewood,2,PLACE_NT203103;PLACE_SK175029,"Whitewood;Whitewood, T-V",NT;SK,CSD,variants-match-wikidata
Q1916811,Rocanville,2,PLACE_NT203086;PLACE_SK175048,"Rocanville;Rocanville, VL",NT;SK,CSD,variants-match-wikidata
Q2204602,Spy Hill,2,PLACE_NT203093;PLACE_SK175049,"Spy Hill;Spy Hill, VL",NT;SK,CSD,variants-match-wikidata
Q1911671,Indian Head,2,PLACE_NT203054;PLACE_SK176025,"Indian Head;Indian Head, T-V",NT;SK,CSD,variants-match-wikidata
Q1805026,Langenburg,2,PLACE_NT203062;PLACE_SK175044,"Langenburg;Langenburg, VL",NT;SK,CSD,variants-match-wikidata
Q1382237,Churchbridge,2,PLACE_NT203017;PLACE_SK175034,"Churchbridge;Churchbridge, VL",NT;SK,CSD,variants-match-wikidata
Q1866018,Fort Qu'Appelle,2,PLACE_NT203040;PLACE_SK176048,"Fort Qu’Appelle;Fort Qu'Appelle, VL",NT;SK,CSD,variants-match-wikidata
Q1916924,Saltcoats,2,PLACE_NT203089;PLACE_SK175027,"Saltcoats;Saltcoats, T-V",NT;SK,CSD,variants-match-wikidata
Q1639696,Yorkton,2,PLACE_NT203109;PLACE_SK179020,"Yorkton;Yorkton, T-V",NT;SK,CSD,variants-match-wikidata
