qid,enwiki_url,frwiki_url
Q1659757,"https://en.wikipedia.org/wiki/Gimli,_Manitoba",
Q1659770,https://en.wikipedia.org/wiki/Rural_Municipality_of_Glenella,
Q1659801,https://en.wikipedia.org/wiki/Rural_Municipality_of_Glenwood,https://fr.wikipedia.org/wiki/Glenwood_(municipalit%C3%A9_rurale)
Q1659829,"https://en.wikipedia.org/wiki/Roblin,_Manitoba",https://fr.wikipedia.org/wiki/Roblin_(Manitoba)
Q1659931,https://en.wikipedia.org/wiki/Rural_Municipality_of_Grey,
Q1660023,https://en.wikipedia.org/wiki/Rural_Municipality_of_Hanover,
Q1660034,https://en.wikipedia.org/wiki/Rural_Municipality_of_Harrison,https://fr.wikipedia.org/wiki/Harrison_(municipalit%C3%A9_rurale)
Q1660364,https://en.wikipedia.org/wiki/Rural_Municipality_of_Hillsburg,https://fr.wikipedia.org/wiki/Hillsburg
Q1660423,https://en.wikipedia.org/wiki/Municipality_of_Killarney-Turtle_Mountain,https://fr.wikipedia.org/wiki/Killarney-Turtle_Mountain
Q1660491,"https://en.wikipedia.org/wiki/Charlesbourg,_Quebec_City",https://fr.wikipedia.org/wiki/Charlesbourg
Q1660497,https://en.wikipedia.org/wiki/Rural_Municipality_of_Lakeview,
Q1660575,https://en.wikipedia.org/wiki/Rural_Municipality_of_Langford,
Q1660587,https://en.wikipedia.org/wiki/Rural_Municipality_of_Lansdowne,
Q1660595,https://en.wikipedia.org/wiki/Rural_Municipality_of_Lawrence,https://fr.wikipedia.org/wiki/Lawrence_(municipalit%C3%A9_rurale)
Q1660604,https://en.wikipedia.org/wiki/Rural_Municipality_of_Lorne,
Q1660645,https://en.wikipedia.org/wiki/Rural_Municipality_of_Louise,
Q1660666,https://en.wikipedia.org/wiki/Rural_Municipality_of_Macdonald,https://fr.wikipedia.org/wiki/Macdonald_(Manitoba)
Q1660702,https://en.wikipedia.org/wiki/Rural_Municipality_of_Miniota,https://fr.wikipedia.org/wiki/Miniota_(municipalit%C3%A9_rurale)
Q1660715,https://en.wikipedia.org/wiki/Rural_Municipality_of_Minitonas,https://fr.wikipedia.org/wiki/Minitonas_(municipalit%C3%A9_rurale)
Q1660775,https://en.wikipedia.org/wiki/Rural_Municipality_of_Minto,
Q1660784,https://en.wikipedia.org/wiki/Rural_Municipality_of_Montcalm,https://fr.wikipedia.org/wiki/Montcalm_(Manitoba)
Q1660794,https://en.wikipedia.org/wiki/Rural_Municipality_of_Morris,
Q1660803,https://en.wikipedia.org/wiki/Rural_Municipality_of_Morton,https://fr.wikipedia.org/wiki/Morton_(Manitoba)
Q1660813,https://en.wikipedia.org/wiki/Rural_Municipality_of_Mossey_River,https://fr.wikipedia.org/wiki/Mossey_River_(municipalit%C3%A9_rurale)
Q1660873,https://en.wikipedia.org/wiki/Rural_Municipality_of_North_Cypress,
Q1660881,https://en.wikipedia.org/wiki/Rural_Municipality_of_North_Norfolk,
Q1660900,https://en.wikipedia.org/wiki/Rural_Municipality_of_Oakland,
Q1660936,https://en.wikipedia.org/wiki/Rural_Municipality_of_Odanah,
Q1660959,https://en.wikipedia.org/wiki/Rural_Municipality_of_Pembina,
Q1660980,https://en.wikipedia.org/wiki/Rural_Municipality_of_Pipestone,https://fr.wikipedia.org/wiki/Pipestone_(municipalit%C3%A9_rurale)
Q1661004,https://en.wikipedia.org/wiki/Rural_Municipality_of_Portage_la_Prairie,
Q1661040,https://en.wikipedia.org/wiki/Rural_Municipality_of_Ritchot,https://fr.wikipedia.org/wiki/Ritchot
Q1661054,https://en.wikipedia.org/wiki/Rural_Municipality_of_Riverside,
Q1661068,https://en.wikipedia.org/wiki/Rural_Municipality_of_Roblin,
Q1661082,https://en.wikipedia.org/wiki/Rural_Municipality_of_Rockwood,https://fr.wikipedia.org/wiki/Rockwood_(Manitoba)
Q1661133,https://en.wikipedia.org/wiki/Rural_Municipality_of_Roland,
Q1661149,https://en.wikipedia.org/wiki/Rural_Municipality_of_Rosedale,https://fr.wikipedia.org/wiki/Rosedale_(municipalit%C3%A9_rurale)
Q1661166,https://en.wikipedia.org/wiki/Rural_Municipality_of_Rossburn,https://fr.wikipedia.org/wiki/Rossburn_(municipalit%C3%A9_rurale)
Q1661244,https://en.wikipedia.org/wiki/Rural_Municipality_of_Rosser,
Q1661260,https://en.wikipedia.org/wiki/Rural_Municipality_of_Russell,
Q1661270,https://en.wikipedia.org/wiki/Rural_Municipality_of_Saskatchewan,https://fr.wikipedia.org/wiki/Saskatchewan_(municipalit%C3%A9_rurale)
Q1661282,https://en.wikipedia.org/wiki/Rural_Municipality_of_Shell_River,https://fr.wikipedia.org/wiki/Shell_River_(municipalit%C3%A9_rurale)
Q1661326,https://en.wikipedia.org/wiki/Rural_Municipality_of_Sifton,https://fr.wikipedia.org/wiki/Sifton_(municipalit%C3%A9_rurale)
Q1661346,https://en.wikipedia.org/wiki/Rural_Municipality_of_Siglunes,
Q1661361,https://en.wikipedia.org/wiki/Rural_Municipality_of_South_Cypress,
Q1661375,https://en.wikipedia.org/wiki/Rural_Municipality_of_South_Norfolk,
Q1661391,https://en.wikipedia.org/wiki/Rural_Municipality_of_Springfield,https://fr.wikipedia.org/wiki/Springfield_(Manitoba)
Q1661409,https://en.wikipedia.org/wiki/Rural_Municipality_of_St._Andrews,https://fr.wikipedia.org/wiki/St._Andrews_(Manitoba)
Q1661430,https://en.wikipedia.org/wiki/Rural_Municipality_of_St._Clements,
Q1661515,https://en.wikipedia.org/wiki/Rural_Municipality_of_St._Laurent,
Q1661523,https://en.wikipedia.org/wiki/Rural_Municipality_of_Stanley,
Q1661536,https://en.wikipedia.org/wiki/Rural_Municipality_of_Ste._Anne,
Q1661557,https://en.wikipedia.org/wiki/Rural_Municipality_of_Ste._Rose,https://fr.wikipedia.org/wiki/Ste._Rose_(municipalit%C3%A9_rurale)
Q1661585,https://en.wikipedia.org/wiki/Rural_Municipality_of_Strathcona,
Q1661599,https://en.wikipedia.org/wiki/Rural_Municipality_of_Stuartburn,
Q1661608,https://en.wikipedia.org/wiki/Rural_Municipality_of_Swan_River,https://fr.wikipedia.org/wiki/Swan_River_(municipalit%C3%A9_rurale)
Q1661655,https://en.wikipedia.org/wiki/Rural_Municipality_of_Tach%C3%A9,https://fr.wikipedia.org/wiki/Tach%C3%A9_(Manitoba)
Q1661705,https://en.wikipedia.org/wiki/Rural_Municipality_of_Thompson,
Q1661723,https://en.wikipedia.org/wiki/Rural_Municipality_of_Victoria,
Q1661734,"https://en.wikipedia.org/wiki/Victoria_Beach,_Manitoba",
Q1661852,https://en.wikipedia.org/wiki/Rural_Municipality_of_Wallace,https://fr.wikipedia.org/wiki/Wallace_(Manitoba)
Q1661861,https://en.wikipedia.org/wiki/Rural_Municipality_of_West_St._Paul,
Q1661880,https://en.wikipedia.org/wiki/Rural_Municipality_of_Westbourne,
Q1661941,https://en.wikipedia.org/wiki/Rural_Municipality_of_Whitehead,https://fr.wikipedia.org/wiki/Whitehead_(municipalit%C3%A9_rurale)
Q1661949,https://en.wikipedia.org/wiki/Rural_Municipality_of_Whitemouth,
Q1661973,https://en.wikipedia.org/wiki/Rural_Municipality_of_Whitewater,https://fr.wikipedia.org/wiki/Whitewater_(Manitoba)
Q1662005,https://en.wikipedia.org/wiki/Rural_Municipality_of_Winchester,https://fr.wikipedia.org/wiki/Winchester_(Manitoba)
Q1662033,https://en.wikipedia.org/wiki/Rural_Municipality_of_Woodworth,https://fr.wikipedia.org/wiki/Woodworth_(municipalit%C3%A9_rurale)
Q1670967,"https://en.wikipedia.org/wiki/Kings_County,_New_Brunswick",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Kings_(Nouveau-Brunswick)
Q16823011,https://en.wikipedia.org/wiki/Rural_Municipality_of_Miry_Creek_No._229,
Q16823028,https://en.wikipedia.org/wiki/Rural_Municipality_of_Mount_Hope_No._279,
Q16823083,https://en.wikipedia.org/wiki/Rural_Municipality_of_Nipawin_No._487,
Q16823107,https://en.wikipedia.org/wiki/Rural_Municipality_of_Perdue_No._346,
Q168855,"https://en.wikipedia.org/wiki/Killarney,_Manitoba",
Q16891177,https://en.wikipedia.org/wiki/Esquesing_Township,
Q16892548,"https://en.wikipedia.org/wiki/Hunts_Point,_Nova_Scotia",
Q16900391,"https://en.wikipedia.org/wiki/Speers,_Saskatchewan",
Q16902364,https://en.wikipedia.org/wiki/Unorganized_Yukon,https://fr.wikipedia.org/wiki/Yukon_non_organis%C3%A9
Q1693101,"https://en.wikipedia.org/wiki/Shelburne,_Nova_Scotia",https://fr.wikipedia.org/wiki/Shelburne_(Nouvelle-%C3%89cosse)
Q16975352,"https://en.wikipedia.org/wiki/Arnold_Township,_Ontario",
Q16982957,"https://en.wikipedia.org/wiki/Gurd_Township,_Ontario",
Q16989087,https://en.wikipedia.org/wiki/Rural_Municipality_of_King_George_No._256,
Q1709068,"https://en.wikipedia.org/wiki/Birch_River,_Manitoba",https://fr.wikipedia.org/wiki/Birch_River_(Manitoba)
Q1709074,https://en.wikipedia.org/wiki/Binscarth,https://fr.wikipedia.org/wiki/Binscarth
Q17108580,https://en.wikipedia.org/wiki/Lennox_County,
Q1714436,https://en.wikipedia.org/wiki/Montr%C3%A9al-Nord,https://fr.wikipedia.org/wiki/Montr%C3%A9al-Nord
Q17147002,https://en.wikipedia.org/wiki/Kemptville,https://fr.wikipedia.org/wiki/Kemptville
Q172,https://en.wikipedia.org/wiki/Toronto,https://fr.wikipedia.org/wiki/Toronto
Q1742133,"https://en.wikipedia.org/wiki/Kings_County,_Prince_Edward_Island",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Kings_(%C3%8Ele-du-Prince-%C3%89douard)
Q174318,"https://en.wikipedia.org/wiki/Division_No._8,_Manitoba",https://fr.wikipedia.org/wiki/Division_No_8_(Manitoba)
Q1743441,https://en.wikipedia.org/wiki/Ryley,https://fr.wikipedia.org/wiki/Ryley
Q1743545,https://en.wikipedia.org/wiki/Cardston,https://fr.wikipedia.org/wiki/Cardston
Q1743575,https://en.wikipedia.org/wiki/Rocky_Mountain_House,https://fr.wikipedia.org/wiki/Rocky_Mountain_House
Q1743603,"https://en.wikipedia.org/wiki/Fairview,_Alberta",https://fr.wikipedia.org/wiki/Fairview_(Alberta)
Q1743694,"https://en.wikipedia.org/wiki/Sedgewick,_Alberta",https://fr.wikipedia.org/wiki/Sedgewick
Q1743705,https://en.wikipedia.org/wiki/High_River,https://fr.wikipedia.org/wiki/High_River
Q1743722,"https://en.wikipedia.org/wiki/Clairmont,_Alberta",https://fr.wikipedia.org/wiki/Clairmont_(Alberta)
Q1743795,https://en.wikipedia.org/wiki/Three_Hills,https://fr.wikipedia.org/wiki/Three_Hills
Q1743833,"https://en.wikipedia.org/wiki/Lacombe,_Alberta",https://fr.wikipedia.org/wiki/Lacombe_(Alberta)
Q1743848,"https://en.wikipedia.org/wiki/Lamont,_Alberta",https://fr.wikipedia.org/wiki/Lamont_(Alberta)
Q1743949,"https://en.wikipedia.org/wiki/Didsbury,_Alberta",https://fr.wikipedia.org/wiki/Didsbury_(Alberta)
Q1743985,"https://en.wikipedia.org/wiki/Peace_River,_Alberta",https://fr.wikipedia.org/wiki/Rivi%C3%A8re-la-Paix
Q1744021,"https://en.wikipedia.org/wiki/Stony_Plain,_Alberta",https://fr.wikipedia.org/wiki/Stony_Plain
Q1744046,https://en.wikipedia.org/wiki/Pincher_Creek,https://fr.wikipedia.org/wiki/Pincher_Creek
Q1744063,"https://en.wikipedia.org/wiki/Ponoka,_Alberta",https://fr.wikipedia.org/wiki/Ponoka
Q1744077,"https://en.wikipedia.org/wiki/Provost,_Alberta",https://fr.wikipedia.org/wiki/Provost_(Alberta)
Q1744143,"https://en.wikipedia.org/wiki/Nanton,_Alberta",https://fr.wikipedia.org/wiki/Nanton_(Alberta)
Q1744192,"https://en.wikipedia.org/wiki/Spirit_River,_Alberta",https://fr.wikipedia.org/wiki/Spirit_River_(Alberta)
Q1744205,https://en.wikipedia.org/wiki/Smoky_Lake,https://fr.wikipedia.org/wiki/Smoky_Lake
Q1745995,"https://en.wikipedia.org/wiki/St._Paul,_Alberta",https://fr.wikipedia.org/wiki/Saint-Paul_(Alberta)
Q1746010,"https://en.wikipedia.org/wiki/Morrin,_Alberta",https://fr.wikipedia.org/wiki/Morrin_(Alberta)
Q1746019,"https://en.wikipedia.org/wiki/Stettler,_Alberta",https://fr.wikipedia.org/wiki/Stettler_(Alberta)
Q1746026,https://en.wikipedia.org/wiki/Morinville,https://fr.wikipedia.org/wiki/Morinville
Q1746037,"https://en.wikipedia.org/wiki/Taber,_Alberta",https://fr.wikipedia.org/wiki/Taber_(Alberta)
Q1746101,https://en.wikipedia.org/wiki/Kitscoty,https://fr.wikipedia.org/wiki/Kitscoty_(Alberta)
Q1746129,"https://en.wikipedia.org/wiki/Vulcan,_Alberta",https://fr.wikipedia.org/wiki/Vulcan_(Alberta)
Q1746515,"https://en.wikipedia.org/wiki/Warner,_Alberta",https://fr.wikipedia.org/wiki/Warner_(Alberta)
Q1746566,https://en.wikipedia.org/wiki/Claresholm,https://fr.wikipedia.org/wiki/Claresholm
Q17519561,"https://en.wikipedia.org/wiki/Chesterville,_Ontario",
Q1752038,"https://en.wikipedia.org/wiki/York_County,_New_Brunswick",https://fr.wikipedia.org/wiki/Comt%C3%A9_d%27York_(Nouveau-Brunswick)
Q1752156,"https://en.wikipedia.org/wiki/Northumberland_County,_Ontario",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Northumberland_(Ontario)
Q1764673,"https://en.wikipedia.org/wiki/Foxwarren,_Manitoba",https://fr.wikipedia.org/wiki/Foxwarren_(Manitoba)
Q1776238,"https://en.wikipedia.org/wiki/Division_No._12,_Alberta",https://fr.wikipedia.org/wiki/Division_No_12_(Alberta)
Q1776249,"https://en.wikipedia.org/wiki/Division_No._10,_Alberta",https://fr.wikipedia.org/wiki/Division_No_10_(Alberta)
Q1776258,"https://en.wikipedia.org/wiki/Division_No._17,_Alberta",https://fr.wikipedia.org/wiki/Division_No_17_(Alberta)
Q1776283,"https://en.wikipedia.org/wiki/Division_No._11,_Alberta",https://fr.wikipedia.org/wiki/Division_No_11_(Alberta)
Q1776305,"https://en.wikipedia.org/wiki/Division_No._14,_Alberta",https://fr.wikipedia.org/wiki/Division_No_14_(Alberta)
Q1776316,"https://en.wikipedia.org/wiki/Division_No._16,_Alberta",https://fr.wikipedia.org/wiki/Division_No_16_(Alberta)
Q1776327,"https://en.wikipedia.org/wiki/Division_No._9,_Alberta",https://fr.wikipedia.org/wiki/Division_No_9_(Alberta)
Q1776350,"https://en.wikipedia.org/wiki/Division_No._13,_Alberta",https://fr.wikipedia.org/wiki/Division_No_13_(Alberta)
Q177690,"https://en.wikipedia.org/wiki/Perth_County,_Ontario",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Perth
Q1779015,"https://en.wikipedia.org/wiki/Nelson,_British_Columbia",https://fr.wikipedia.org/wiki/Nelson_(Colombie-Britannique)
Q1786989,"https://en.wikipedia.org/wiki/Saint_John_County,_New_Brunswick",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Saint-Jean
Q179553,"https://en.wikipedia.org/wiki/Saanich,_British_Columbia",https://fr.wikipedia.org/wiki/Saanich
Q1798108,https://en.wikipedia.org/wiki/Parry_Sound_District,https://fr.wikipedia.org/wiki/District_de_Parry_Sound
Q17992008,"https://en.wikipedia.org/wiki/Watford,_Ontario",
Q1801761,https://en.wikipedia.org/wiki/Lanark_County,https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Lanark
Q1805026,"https://en.wikipedia.org/wiki/Langenburg,_Saskatchewan",https://fr.wikipedia.org/wiki/Langenburg_(Saskatchewan)
Q1805495,"https://en.wikipedia.org/wiki/Lanigan,_Saskatchewan",https://fr.wikipedia.org/wiki/Lanigan_(Saskatchewan)
Q1808502,"https://en.wikipedia.org/wiki/Trail,_British_Columbia",https://fr.wikipedia.org/wiki/Trail_(Canada)
Q181004,"https://en.wikipedia.org/wiki/Madawaska_County,_New_Brunswick",https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Madawaska
Q1815526,https://en.wikipedia.org/wiki/Renfrew_County,https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Renfrew
Q1815566,https://en.wikipedia.org/wiki/Manitoulin_District,https://fr.wikipedia.org/wiki/District_de_Manitoulin
Q1817854,"https://en.wikipedia.org/wiki/Borden,_Saskatchewan",https://fr.wikipedia.org/wiki/Borden_(Saskatchewan)
Q182625,"https://en.wikipedia.org/wiki/Windsor,_Ontario",https://fr.wikipedia.org/wiki/Windsor_(Ontario)
Q18345798,https://en.wikipedia.org/wiki/Grandview_Municipality,
Q1834784,"https://en.wikipedia.org/wiki/Gadsby,_Alberta",https://fr.wikipedia.org/wiki/Gadsby_(Alberta)
Q18348148,https://en.wikipedia.org/wiki/Hamiota_Municipality,https://fr.wikipedia.org/wiki/Hamiota_(Manitoba)
Q18378256,https://en.wikipedia.org/wiki/Municipality_of_Rhineland,https://fr.wikipedia.org/wiki/Rhineland_(Manitoba)
Q18384994,,https://fr.wikipedia.org/wiki/Bromptonville
Q1841172,"https://en.wikipedia.org/wiki/Wawanesa,_Manitoba",https://fr.wikipedia.org/wiki/Wawanesa_(Manitoba)
Q1850051,"https://en.wikipedia.org/wiki/Bancroft,_Ontario",https://fr.wikipedia.org/wiki/Bancroft_(Ontario)
Q18632575,,
Q1864950,"https://en.wikipedia.org/wiki/Listowel,_Ontario",
Q1866018,https://en.wikipedia.org/wiki/Fort_Qu%27Appelle,https://fr.wikipedia.org/wiki/Fort_Qu%27Appelle
Q1866453,"https://en.wikipedia.org/wiki/Liverpool,_Nova_Scotia",https://fr.wikipedia.org/wiki/Liverpool_(Nouvelle-%C3%89cosse)
Q18702124,https://en.wikipedia.org/wiki/Municipality_of_Ethelbert,
Q1878805,"https://en.wikipedia.org/wiki/Nokomis,_Saskatchewan",https://fr.wikipedia.org/wiki/Nokomis_(Saskatchewan)
Q1885050,"https://en.wikipedia.org/wiki/Mahone_Bay,_Nova_Scotia",https://fr.wikipedia.org/wiki/Mahone_Bay
Q1885163,https://en.wikipedia.org/wiki/Bruce_Mines,
Q1886298,"https://en.wikipedia.org/wiki/Carstairs,_Alberta",https://fr.wikipedia.org/wiki/Carstairs_(Alberta)
Q1890931,"https://en.wikipedia.org/wiki/Mannville,_Alberta",https://fr.wikipedia.org/wiki/Mannville_(Alberta)
Q1893229,"https://en.wikipedia.org/wiki/Revelstoke,_British_Columbia",https://fr.wikipedia.org/wiki/Revelstoke_(Colombie-Britannique)
Q1893562,"https://en.wikipedia.org/wiki/Moosomin,_Saskatchewan",https://fr.wikipedia.org/wiki/Moosomin_(Saskatchewan)
Q1904018,"https://en.wikipedia.org/wiki/Humboldt,_Saskatchewan",https://fr.wikipedia.org/wiki/Humboldt_(Saskatchewan)
Q1904228,"https://en.wikipedia.org/wiki/Melfort,_Saskatchewan",https://fr.wikipedia.org/wiki/Melfort_(Saskatchewan)
Q1904521,"https://en.wikipedia.org/wiki/Warman,_Saskatchewan",https://fr.wikipedia.org/wiki/Warman_(Saskatchewan)
Q1904554,https://en.wikipedia.org/wiki/Weyburn,https://fr.wikipedia.org/wiki/Weyburn_(Saskatchewan)
Q1908610,"https://en.wikipedia.org/wiki/Milk_River,_Alberta",https://fr.wikipedia.org/wiki/Milk_River_(Alberta)
Q1909185,"https://en.wikipedia.org/wiki/Lemberg,_Saskatchewan",https://fr.wikipedia.org/wiki/Lemberg_(Saskatchewan)
Q1909230,"https://en.wikipedia.org/wiki/Balcarres,_Saskatchewan",https://fr.wikipedia.org/wiki/Balcarres_(Saskatchewan)
Q1909256,https://en.wikipedia.org/wiki/Balgonie,https://fr.wikipedia.org/wiki/Balgonie_(Saskatchewan)
Q1909386,"https://en.wikipedia.org/wiki/Bengough,_Saskatchewan",https://fr.wikipedia.org/wiki/Bengough_(Saskatchewan)
Q1909440,https://en.wikipedia.org/wiki/Bienfait,https://fr.wikipedia.org/wiki/Bienfait
Q1909957,https://en.wikipedia.org/wiki/Birch_Hills,https://fr.wikipedia.org/wiki/Birch_Hills
Q1910004,https://en.wikipedia.org/wiki/Blaine_Lake,https://fr.wikipedia.org/wiki/Blaine_Lake
Q1910039,"https://en.wikipedia.org/wiki/Bredenbury,_Saskatchewan",https://fr.wikipedia.org/wiki/Bredenbury_(Canada)
Q1910658,"https://en.wikipedia.org/wiki/Fleming,_Saskatchewan",https://fr.wikipedia.org/wiki/Fleming_(Saskatchewan)
Q1910937,"https://en.wikipedia.org/wiki/Francis,_Saskatchewan",https://fr.wikipedia.org/wiki/Francis_(Saskatchewan)
Q1911125,"https://en.wikipedia.org/wiki/Govan,_Saskatchewan",https://fr.wikipedia.org/wiki/Govan_(Saskatchewan)
Q1911166,"https://en.wikipedia.org/wiki/Grenfell,_Saskatchewan",https://fr.wikipedia.org/wiki/Grenfell_(Saskatchewan)
Q1911196,"https://en.wikipedia.org/wiki/Gull_Lake,_Saskatchewan",https://fr.wikipedia.org/wiki/Gull_Lake_(Saskatchewan)
Q1911249,https://en.wikipedia.org/wiki/Hafford,https://fr.wikipedia.org/wiki/Hafford
Q1911281,"https://en.wikipedia.org/wiki/Hague,_Saskatchewan",https://fr.wikipedia.org/wiki/Hague_(Saskatchewan)
Q1911299,"https://en.wikipedia.org/wiki/Hanley,_Saskatchewan",https://fr.wikipedia.org/wiki/Hanley_(Saskatchewan)
Q1911417,"https://en.wikipedia.org/wiki/Hepburn,_Saskatchewan",https://fr.wikipedia.org/wiki/Hepburn_(Saskatchewan)
Q1911442,"https://en.wikipedia.org/wiki/Herbert,_Saskatchewan",https://fr.wikipedia.org/wiki/Herbert_(Saskatchewan)
Q1911477,"https://en.wikipedia.org/wiki/Hudson_Bay,_Saskatchewan",https://fr.wikipedia.org/wiki/Hudson_Bay
Q1911671,"https://en.wikipedia.org/wiki/Indian_Head,_Saskatchewan",https://fr.wikipedia.org/wiki/Indian_Head_(Saskatchewan)
Q1911758,"https://en.wikipedia.org/wiki/Millet,_Alberta",https://fr.wikipedia.org/wiki/Millet_(Alberta)
Q1914775,https://en.wikipedia.org/wiki/Ituna,https://fr.wikipedia.org/wiki/Ituna_(Saskatchewan)
Q1914825,https://en.wikipedia.org/wiki/Kerrobert,https://fr.wikipedia.org/wiki/Kerrobert_(Saskatchewan)
Q1914835,https://en.wikipedia.org/wiki/Kindersley,https://fr.wikipedia.org/wiki/Kindersley
Q1914869,https://en.wikipedia.org/wiki/Kinistino,https://fr.wikipedia.org/wiki/Kinistino_(Saskatchewan)
Q1914893,"https://en.wikipedia.org/wiki/Kipling,_Saskatchewan",https://fr.wikipedia.org/wiki/Kipling_(Saskatchewan)
Q1914981,"https://en.wikipedia.org/wiki/Lafleche,_Saskatchewan",https://fr.wikipedia.org/wiki/Lafleche_(Saskatchewan)
Q1915005,https://en.wikipedia.org/wiki/Lampman,https://fr.wikipedia.org/wiki/Lampman_(Saskatchewan)
Q1915082,"https://en.wikipedia.org/wiki/Langham,_Saskatchewan",https://fr.wikipedia.org/wiki/Langham_(Saskatchewan)
Q1915126,https://en.wikipedia.org/wiki/Lashburn,https://fr.wikipedia.org/wiki/Lashburn
Q1915145,"https://en.wikipedia.org/wiki/Leader,_Saskatchewan",https://fr.wikipedia.org/wiki/Leader_(Saskatchewan)
Q1915278,"https://en.wikipedia.org/wiki/Lumsden,_Saskatchewan",https://fr.wikipedia.org/wiki/Lumsden_(Saskatchewan)
Q1915299,https://en.wikipedia.org/wiki/Luseland,https://fr.wikipedia.org/wiki/Luseland
Q1915322,"https://en.wikipedia.org/wiki/Macklin,_Saskatchewan",https://fr.wikipedia.org/wiki/Macklin_(Saskatchewan)
Q1915344,"https://en.wikipedia.org/wiki/Maidstone,_Saskatchewan",https://fr.wikipedia.org/wiki/Maidstone_(Saskatchewan)
Q1915371,"https://en.wikipedia.org/wiki/Maple_Creek,_Saskatchewan",https://fr.wikipedia.org/wiki/Maple_Creek_(Saskatchewan)
Q1915390,"https://en.wikipedia.org/wiki/Marshall,_Saskatchewan",https://fr.wikipedia.org/wiki/Marshall_(Saskatchewan)
Q1915411,https://en.wikipedia.org/wiki/Midale,https://fr.wikipedia.org/wiki/Midale
Q1915440,"https://en.wikipedia.org/wiki/Milestone,_Saskatchewan",https://fr.wikipedia.org/wiki/Milestone_(Saskatchewan)
Q1915492,"https://en.wikipedia.org/wiki/Morse,_Saskatchewan",https://fr.wikipedia.org/wiki/Morse_(Saskatchewan)
Q1915513,"https://en.wikipedia.org/wiki/Mossbank,_Saskatchewan",https://fr.wikipedia.org/wiki/Mossbank_(Saskatchewan)
Q1915528,https://en.wikipedia.org/wiki/Naicam,https://fr.wikipedia.org/wiki/Naicam
Q1916300,"https://en.wikipedia.org/wiki/Norquay,_Saskatchewan",https://fr.wikipedia.org/wiki/Norquay_(Saskatchewan)
Q1916323,"https://en.wikipedia.org/wiki/Ogema,_Saskatchewan",https://fr.wikipedia.org/wiki/Ogema_(Saskatchewan)
Q1916342,"https://en.wikipedia.org/wiki/Osler,_Saskatchewan",https://fr.wikipedia.org/wiki/Osler_(Saskatchewan)
Q1916369,"https://en.wikipedia.org/wiki/Outlook,_Saskatchewan",https://fr.wikipedia.org/wiki/Outlook_(Saskatchewan)
Q1916400,"https://en.wikipedia.org/wiki/Oxbow,_Saskatchewan",https://fr.wikipedia.org/wiki/Oxbow_(Saskatchewan)
Q1916426,"https://en.wikipedia.org/wiki/Pense,_Saskatchewan",https://fr.wikipedia.org/wiki/Pense_(Saskatchewan)
Q1916449,"https://en.wikipedia.org/wiki/Pilot_Butte,_Saskatchewan",https://fr.wikipedia.org/wiki/Pilot_Butte_(Saskatchewan)
Q1916471,https://en.wikipedia.org/wiki/Ponteix,https://fr.wikipedia.org/wiki/Ponteix
Q1916526,https://en.wikipedia.org/wiki/Preeceville,https://fr.wikipedia.org/wiki/Preeceville
Q1916627,"https://en.wikipedia.org/wiki/Qu%27Appelle,_Saskatchewan",https://fr.wikipedia.org/wiki/Qu%27Appelle
Q1916651,"https://en.wikipedia.org/wiki/Radisson,_Saskatchewan",https://fr.wikipedia.org/wiki/Radisson_(Saskatchewan)
Q1916667,https://en.wikipedia.org/wiki/Radville,https://fr.wikipedia.org/wiki/Radville
Q1916677,"https://en.wikipedia.org/wiki/Raymore,_Saskatchewan",https://fr.wikipedia.org/wiki/Raymore_(Saskatchewan)
Q1916714,"https://en.wikipedia.org/wiki/Redvers,_Saskatchewan",https://fr.wikipedia.org/wiki/Redvers
Q1916747,https://en.wikipedia.org/wiki/Regina_Beach,https://fr.wikipedia.org/wiki/Regina_Beach
Q1916811,https://en.wikipedia.org/wiki/Rocanville,https://fr.wikipedia.org/wiki/Rocanville
Q1916875,"https://en.wikipedia.org/wiki/Rosetown,_Saskatchewan",https://fr.wikipedia.org/wiki/Rosetown_(Saskatchewan)
Q1916887,https://en.wikipedia.org/wiki/Rosthern,https://fr.wikipedia.org/wiki/Rosthern
Q1916905,"https://en.wikipedia.org/wiki/Rouleau,_Saskatchewan",https://fr.wikipedia.org/wiki/Rouleau_(Saskatchewan)
Q1916924,"https://en.wikipedia.org/wiki/Saltcoats,_Saskatchewan",https://fr.wikipedia.org/wiki/Saltcoats_(Saskatchewan)
Q1916940,"https://en.wikipedia.org/wiki/Scott,_Saskatchewan",https://fr.wikipedia.org/wiki/Scott_(Saskatchewan)
Q1916970,"https://en.wikipedia.org/wiki/Shaunavon,_Saskatchewan",https://fr.wikipedia.org/wiki/Shaunavon_(Saskatchewan)
Q1916980,"https://en.wikipedia.org/wiki/Shellbrook,_Saskatchewan",https://fr.wikipedia.org/wiki/Shellbrook_(Saskatchewan)
