chain_id,name,province,n_presences,decision,inherited_qid,inherited_label,inherited_mint_reason,target_chains,signals,confidence,evidence
PLACE_QC128999,NO DATA,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC129005,St. Etienne,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC129006,Shaouanigan,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130001,Haut Mataouin,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130002,Bas Mataouin,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130003,Ouessoneau,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130004,Rivière au Rat,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130005,Vermillion,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130006,Manouane,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC130999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC133001,Mont Carmel,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC133004,St. Tite,QC,1,INHERIT_QID,Q112912839,Saint-Tite,,PLACE_QC047024,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. tite, BARE, QC) bucket -> PLACE_QC047024"
PLACE_QC133006,Batiscan,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC133007,Mékinac,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC133008,Bostonnais,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC133009,Croche,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC133999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC134001_1871,Yamaska,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC134002,St. Michel,QC,1,INHERIT_QID,Q3462990,Saint-Michel-de-Bellechasse,,PLACE_QC042012_1911,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. michel, BARE, QC) bucket -> PLACE_QC042012_1911"
PLACE_QC134005,La Baie,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC135002,St. Grégoire,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC135004,Ste. Angèle,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC135007,"Gentilly, Blandford",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC135011,Ste. Monique,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC135014,St. Léonard,QC,1,INHERIT_QID,Q3462828,Saint-Léonard-de-Portneuf,,PLACE_QC080017,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. leonard, BARE, QC) bucket -> PLACE_QC080017"
PLACE_QC136012,"Kingsey Falls, W-O",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC137001,Ste. Clothilde,QC,1,INHERIT_MINT,,,"Historic Sainte-Clotilde parish in Châteauguay; modern Q3464223 Sainte-Clotilde is in Les Jardins-de-Napierville (Montérégie), need verification",PLACE_QC049002_1891,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (ste. clothilde, BARE, QC) mint bucket -> PLACE_QC049002_1891"
PLACE_QC137002,Bulstrode,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC137003,St. Louis,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC137007_1901,Harrington & Montcalm,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC137010,"Kingsey Falls, E",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC137014,Wentworth & Montcalm,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC138001,"Acton, Town—Ville",QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC138003,Ste. Christine,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC138004,St. Ephrem d'Upton,QC,1,INHERIT_MINT,,,"Historic Saint-Éphrem-d'Upton parish in Bagot; merged into Upton, no separate Wikidata entity",PLACE_QC039004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. ephrem d'upton, BARE, QC) mint bucket -> PLACE_QC039004"
PLACE_QC138006,"St. Ephrem d’Upton, Village",QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC138008_1881,St. Hughes,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC138011_1901,St. Nazaire (part),QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC138012,St. Théodore,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC139001,Adstock,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC139002,"Ham, N",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139002_1901,"Agnes, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139003_1891,Dorset,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC139003_1901,Ditchfield & Spaulding,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139005,"Ham, S",QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC139006,"Garthby, Stratford",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139006_1881,St. Martin,QC,2,INHERIT_QID,Q3462931,Saint-Martin,,PLACE_QC040016_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. martin, BARE, QC) bucket -> PLACE_QC040016_1921"
PLACE_QC139008_1891,St. Théophile,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139014,St. George,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139016_1891,St. Joseph,QC,2,INHERIT_QID,Q141613,Saint-Joseph-de-Beauce,,PLACE_QC040013,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. joseph, BARE, QC) bucket -> PLACE_QC040013"
PLACE_QC139017,St. George,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139018,"St. Ludger, Gayhurst & Risborough",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139020_1901,St. Martin,QC,1,INHERIT_QID,Q3462931,Saint-Martin,,PLACE_QC040016_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. martin, BARE, QC) bucket -> PLACE_QC040016_1921"
PLACE_QC139026,Spaulding & Risborough,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139027_1891,Woburn & Clinton,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139030,"Shenley, Jersey, Dorset & Marlow",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC139999,NO DATA,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC139999_1901,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC140002,"Salaberry de Valleyfield, Town—Ville",QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC140003,Ascot,QC,1,INHERIT_QID,Q63242331,Ascot,,PLACE_QC088001,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (ascot, BARE, QC) bucket -> PLACE_QC088001"
PLACE_QC141001_1891,Armagh,QC,5,NO_EVIDENCE,,,,,,,
PLACE_QC141002,Beaumont,QC,5,NO_EVIDENCE,,,,,,,
PLACE_QC141003,St. Charles,QC,6,INHERIT_QID,Q112911987,Saint-Charles,,PLACE_QC091004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. charles, BARE, QC) bucket -> PLACE_QC091004"
PLACE_QC141003_1891,Buckland,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC141004,St. Damien,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC141008,St. Magloire,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC141008_1901,"St. Magloire (Rioux, Bellechasse, Daaquam)",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC141009,St. Michel,QC,5,INHERIT_QID,Q3462990,Saint-Michel-de-Bellechasse,,PLACE_QC042012_1911,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. michel, BARE, QC) bucket -> PLACE_QC042012_1911"
PLACE_QC141011_1901,Ste. Philomène de Mailloux,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC142003_1861,Clifton,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC142003_1891,Courcelle,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC142004,Grenville,QC,4,INHERIT_QID,Q63243234,Grenville,,PLACE_QC037004_1921,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via QC142004_1911 -> QC037004_1921 -> PLACE_QC037004_1921
PLACE_QC142006,"Newport, Ditton, Chesham, Clinton, Emberton",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC142009_1901,St. Ignace,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC142010,"Hampden, Marston, Whitton",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC142012,Visitation de l’île Dupas,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143002_1891,Hamilton E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143003,St. Dominique,QC,6,INHERIT_QID,Q3462095,Saint-Dominique,,PLACE_QC039003,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. dominique, BARE, QC) bucket -> PLACE_QC039003"
PLACE_QC143003_1891,Hamilton W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143004_1891,Hope E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143004_1891_1901,Mann & Ind. Reserve,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC143005,Hope W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143007,Maria E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143008,Maria W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143011,New Richmond E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143011_1901,Port Daniel,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC143012,St. Augustin,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143012_1891,New Richmond W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143013_1891,Nouvelle & Shoolbred E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143014,Nouvelle & Shoolbred W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143015,Paspébiac E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143016,Paspébiac W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143017,Port Daniel E,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143018,Port Daniel W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC143999_1891,NO DATA,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144001_1881,Bolton E,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144001_1901,"Bolton, East—Est",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144001_1911,Ditchfield,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144002,Ste. Foy,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144002_1881,Bolton W-O,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144002_1901,"Bolton, West—Ouest",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144003_1871,L'Ancienne Lorette,QC,1,INHERIT_QID,Q142218,L'Ancienne-Lorette,,PLACE_QC081001,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,S1_STRICT_YEAR_LINK via QC144003_1871 -> QC042001_1861 -> PLACE_QC081001 | S2_STRICT_MULTIHOP via QC144003_1871 -> QC180001_1891 -> PLACE_QC081001
PLACE_QC144004,Farnham E,QC,4,NO_EVIDENCE,,,,,,,
PLACE_QC144004_1871,La Jeune Lorette,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144005,St. Côme de Kennebec,QC,3,INHERIT_QID,Q112912027,Saint-Côme,,PLACE_QC040007,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via QC144005_1911 -> QC040007_1921 -> PLACE_QC040007
PLACE_QC144007,St. Dunstan,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC144008,Stoneham,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144009,Tewkesbury,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144009_1901,St. Alphonse,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144010,Valcartier,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144013,St. Hilaire Dorset,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144016,St. Joseph,QC,1,INHERIT_QID,Q141613,Saint-Joseph-de-Beauce,,PLACE_QC040013,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. joseph, BARE, QC) bucket -> PLACE_QC040013"
PLACE_QC144017,St. Ludger,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144019_1911,St. Martin,QC,1,INHERIT_QID,Q3462931,Saint-Martin,,PLACE_QC040016_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. martin, BARE, QC) bucket -> PLACE_QC040016_1921"
PLACE_QC144020_1911,Ste. Martine de Courcelle,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144024,Ste. Rufine,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144025,St. Samuel de Gayhurst,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC144028,St. Théophile,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144031,Sacré-Coeur de Jésus,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC144032,Woburn & Louise,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC144034,Agnès vl,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC144039_1911,Other parts - Autres parties,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC145001,"Québec, St. Pierre Ward—Quartier",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC145002,St. Clément,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC145003,St. Etienne,QC,5,NO_EVIDENCE,,,,,,,
PLACE_QC145003_1871,"Québec, Montcalm (W-O) Ward—Quartier",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC145003_1881,Chambly,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC145004,"Québec, Banlieue Sud Ward—Quartier",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC145006,St. Timothée,QC,6,NO_EVIDENCE,,,,,,,
PLACE_QC145008,Salaberry de Valleyfield t-v,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC146003,Notre-Dame du Mont Carmel,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146003_1901,"Grand’Mère, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146003_1911,St. Charles Borromée,QC,1,INHERIT_QID,Q138578038,Saint-Charles-Borromée,,PLACE_QC042008,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via QC146003_1911 -> QC042008_1921 -> PLACE_QC042008
PLACE_QC146004_1871,"Québec, Montcalm (Centre) Ward—Quartier",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146004_1891,St. Adolphe,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146005,"Québec, Banlieue Centre Ward—Quartier",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146005_1901,St. Étienne de Beaumont,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC146007,St. Lazare,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC146008_1911,"St. Magloire (Rioux, Bellechasse, Daaquam)",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146012,St. Narcisse,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146015_1901,St. Narcisse,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146016,Ste. Thècle,QC,2,INHERIT_QID,Q112913114,Sainte-Thècle,,PLACE_QC047021,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (ste. thecle, BARE, QC) bucket -> PLACE_QC047021"
PLACE_QC146016_1911,St. Gabriel Archange,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146017,St. Tite,QC,1,INHERIT_QID,Q112912839,Saint-Tite,,PLACE_QC047024,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. tite, BARE, QC) bucket -> PLACE_QC047024"
PLACE_QC146018,Unorganized Territory,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146020,St. Théophile,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146021,St. Tite,QC,1,INHERIT_QID,Q112912839,Saint-Tite,,PLACE_QC047024,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. tite, BARE, QC) bucket -> PLACE_QC047024"
PLACE_QC146022,Unorg. ter—Ter. non-organisé,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC146999,NO DATA,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC147003,"St. Roch, S",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC147004_1871,"St. Roch, N",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC147005_1891,Petite Rivière ,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC147006,St. Damien,QC,4,NO_EVIDENCE,,,,,,,
PLACE_QC147011,St. Siméon,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC147012,Visitation (Ile Dupas),QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC147013,St. Siméon,QC,1,INHERIT_QID,Q112912788,Saint-Siméon,,PLACE_QC048010_1911,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,S1_STRICT_YEAR_LINK via QC147013_1901 -> QC152010_1911 -> PLACE_QC048010_1911 | S2_STRICT_MULTIHOP via QC147013_1901 -> QC048010_1921 -> PLACE_QC048010_1911
PLACE_QC147999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148002_1911,Gascons E.,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148003,Gascons W-O,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148004_1901,Hamilton,QC,5,NO_EVIDENCE,,,,,,,
PLACE_QC148006,"Mann & Indian Reserve, I R",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148008,Matapédia,QC,7,NO_EVIDENCE,,,,,,,
PLACE_QC148010_1901,Sault St. Louis,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148011_1891,Très-St. Sacrement,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC148011_1911,Nouvelle & Shoolbred,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC148015,Restigouche,QC,6,NO_EVIDENCE,,,,,,,
PLACE_QC148016,St. Alphonse de Caplan,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148020,Shigawake,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148021,Other parts - Autres parties,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC148999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149001_1871,Petite Rivière,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149003,"Harvey, St. Germain, Durocher & Labrosse",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149004_1891,L’Anse St. Jean ,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149004_1901,Bourget & St. Charles,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149005,"Normandin, Albanel & Parent",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149006,Settrington,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149007,Notre-Dame d’Hébertville,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149007_1901,Delisle (Sacré-Coeur),QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149008,Dufferin,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149009_1891,N.-D. du Lac St. Jean & Roberval,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149009_1901,"Grande Baie, St. Alexis, Otis, Hébert, Ferland & Simon",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149010_1891,"Racine, Dalmas, Taillon & Delisle",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149011_1891,Indian Reserve,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149012_1901,Ind. Reserve Ouiatchouan,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149013,St. Alexis,QC,1,INHERIT_QID,Q3461722,Saint-Alexis,,PLACE_QC073002,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. alexis, BARE, QC) bucket -> PLACE_QC073002"
PLACE_QC149013_1901,Kénogami & St. Cyriac,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149014,"St. Alphonse & Bagotville, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149014_1901,Normandin & Girard,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149015_1901,N.-D. de Laterrière & Township,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149016_1901,Roberval & Charlevoix,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149017_1891,St. Charles & St. Ambroise,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149018,St. Cyriac,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149019,St. Dominique,QC,2,INHERIT_QID,Q3462095,Saint-Dominique,,PLACE_QC039003,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. dominique, BARE, QC) bucket -> PLACE_QC039003"
PLACE_QC149020,"St. Félicien, Ashuapmouchouan N, Desmeules & Dufferin",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149020_1901,St. Dominique,QC,1,INHERIT_QID,Q3462095,Saint-Dominique,,PLACE_QC039003,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. dominique, BARE, QC) bucket -> PLACE_QC039003"
PLACE_QC149021_1901,"St. Félicien, Ashuapmuchuan & Demeules",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149022,St. François de Sales,QC,1,INHERIT_QID,Q112912171,Saint-François-de-Sales,,PLACE_QC063017_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. francois de sales, BARE, QC) bucket -> PLACE_QC063017_1921"
PLACE_QC149023,"St. Hilaire, Dequen, Dablon, &c.",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149023_1901,"St. Fulgence, St. Germain, Champigny & Labrosse",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149024,St. Jérôme,QC,1,INHERIT_QID,Q112912399,Saint-Jérôme,,PLACE_QC096010,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. jerome, BARE, QC) bucket -> PLACE_QC096010"
PLACE_QC149025_1901,St. Jean,QC,1,INHERIT_QID,Q3462540,Saint-Jean-de-l'Île-d'Orléans,,PLACE_QC075008,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. jean, BARE, QC) bucket -> PLACE_QC075008"
PLACE_QC149026,St. Louis de Metabetchouan,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149026_1901,St. Jérôme,QC,1,INHERIT_QID,Q112912399,Saint-Jérôme,,PLACE_QC096010,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. jerome, BARE, QC) bucket -> PLACE_QC096010"
PLACE_QC149027,St. Prime & Ashuapmouchouan S,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149027_1901,"St. Jérôme, Village",QC,1,INHERIT_QID,Q112912401,Saint-Jérôme,,PLACE_QC063034_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. jerome, VILLAGE, QC) bucket -> PLACE_QC063034_1921"
PLACE_QC149028,Isle of Anticosti,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149029,St. Louis de Métabetchouan & St. Hilaire,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149031,"St. Michel de Mistassini, Dolbeau, Racine & Dalmas",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149032,Mécatina,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC149033,Mille Vaches,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149033_1901,St. Thomas d’Aquin,QC,1,INHERIT_QID,Q112912829,Saint-Thomas-d'Aquin,,PLACE_QC091011_1901,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. thomas d'aquin, BARE, QC) bucket -> PLACE_QC091011_1901"
PLACE_QC149034_1901,Simard,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149035,Taché,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149036_1901,Taillon,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149037_1901,Tremblay & Falardeau,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149038_1901,Albert (Sacré-Coeur),QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149039,Unorganized Territory,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149040,Bersimis,QC,1,INHERIT_MINT,,,Saguenay CD QC historical Innu reserve (modern Pessamit Q3376268); P31 indian reserve in Quebec (Q81064299) not in allowed types list,PLACE_QC086002,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bersimis, BARE, QC) mint bucket -> PLACE_QC086002"
PLACE_QC149042,Saguenay & Dumas (St. Etienne),QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149046,Manicouagan,QC,4,NO_EVIDENCE,,,,,,,
PLACE_QC149047_1901,Mekattina,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149048,Moisie,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC149050,Natashkwan,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC149052,Portneuf & Laval,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149055,Unorg. territory—Ter. non-organisé,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149999,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC149999_1901,NO DATA,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150002,Chambly,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150004,"Clifton E & W-O, & St. Edwidge and Martinville, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150004_1871,Chicoutimi,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150004_1901,"Clifton, East & West—Est & Ouest",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150005,"Chicoutimi, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150007_1911,Beloeil pr,QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150008_1881,Ditton,QC,3,NO_EVIDENCE,,,,,,,
PLACE_QC150009_1881,Hamden,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC150010_1891,"Hereford & Paquetteville, Village",QC,1,NO_EVIDENCE,,,,,,,
PLACE_QC150011,Tremblay,QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC150013,"Lake Megantic, Village",QC,2,NO_EVIDENCE,,,,,,,
PLACE_QC150015,"Marsden & Piopolis, Village",QC,2,NO_EVIDENCE,,,,,,,
