chain_id,name,province,inherited_qid,inherited_label,phase_a_signals,phase_a_confidence,decision,notes
PLACE_SK209003,Davidson t-v,SK,Q1427885,Davidson,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK209005,Lanigan t-v,SK,Q1805495,Lanigan,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK209006,Nokomis t-v,SK,Q1878805,Nokomis,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK209007,Watrous t-v,SK,Q1917524,Watrous,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK209008,Watson t-v,SK,Q1917538,Watson,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210004,Yorkton t-v,SK,Q1639696,Yorkton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210005,Buchanan vl,SK,Q1999402,Buchanan,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210008,Sheho vl,SK,Q2204455,Sheho,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210009,Theodore vl,SK,Q2204939,Theodore,S4_TIER_ROOT_PROVINCE,low,DEMOTED,FAR: 197 km from chain centroid
PLACE_SK210010,Togo vl,SK,Q2204967,Togo,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210011,Hubbard vl,SK,Q2003897,Hubbard,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210012,Invermay vl,SK,Q2004069,Invermay,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210013,Margo vl,SK,Q2086292,Margo,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210015,Springside vl,SK,Q1917066,Springside,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK210016,Stornoway vl,SK,Q7620311,Stornoway,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK211002_1911,Moosejaw c,SK,Q1019496,Moose Jaw,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK211004,Kindersley t-v,SK,Q1914835,Kindersley,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK211005,Maple Creek t-v,SK,Q1915371,Maple Creek,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK211006,Swift Current t-v,SK,Q619937,Swift Current,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK212018_1911,Prince Albert c,SK,Q671431,Prince Albert,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK212019,Melfort t-v,SK,Q1904228,Melfort,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213003,Broadview t-v,SK,Q855998,Broadview,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213004,Fleming t-v,SK,Q1910658,Fleming,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213005,Francis t-v,SK,Q1910937,Francis,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213006,Indian Head t-v,SK,Q1911671,Indian Head,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213007_1911,Moosomin t-v,SK,Q1893562,Moosomin,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213008,Qu'Appelle t-v,SK,Q1916627,Qu'Appelle,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213009,Sintaluta t-v,SK,Q1916992,Sintaluta,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213010,Wapella t-v,SK,Q1917505,Wapella,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213011,Whitewood t-v,SK,Q1917595,Whitewood,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK213012,Wolseley t-v,SK,Q1917681,Wolseley,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214003,Regina c,SK,Q2123,Regina,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214004,Balgonie t-v,SK,Q1909256,Balgonie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214005,Craik t-v,SK,Q1381546,Craik,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214006,Lumsden t-v,SK,Q1915278,Lumsden,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214007,Milestone t-v,SK,Q1915440,Milestone,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214008,Rouleau t-v,SK,Q1916905,Rouleau,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK214010,Yellow Grass t-v,SK,Q1917717,Yellow Grass,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK215004,Lemberg t-v,SK,Q1909185,Lemberg,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK215005,Melville t-v,SK,Q605427,Melville,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK215006,Saltcoats t-v,SK,Q1916924,Saltcoats,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216003_1911,Saskatoon c,SK,Q10566,Saskatoon,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216004,Hanley t-v,SK,Q1911299,Hanley,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216005,Langham t-v,SK,Q1915082,Langham,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216006,Outlook t-v,SK,Q1916369,Outlook,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216007,Rosthern t-v,SK,Q1916887,Rosthern,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_SK216008,Vonda t-v,SK,Q1917423,Vonda,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
