chain_id,name,province,n_presences,reason
PLACE_ON099065,Macpherson & Loudan,ON,1,no_inheritance_signal
PLACE_ON099069,Pacard,ON,1,no_inheritance_signal
PLACE_ON099072,Phelps,ON,1,no_inheritance_signal
PLACE_ON099074,"Robillard, Savard and Sharpe",ON,1,no_inheritance_signal
PLACE_ON099078,Stewart & Mulock,ON,1,no_inheritance_signal
PLACE_ON099081,Other parts,ON,1,no_inheritance_signal
PLACE_ON099082,Unsurveyed territory,ON,1,no_inheritance_signal
PLACE_ON099084,Elk Lake Mining Div'n,ON,1,no_inheritance_signal
PLACE_ON099085,"Fort Matatchewan, Bear Creek & Bear Island",ON,1,no_inheritance_signal
PLACE_ON099086,Larder Lake Mining Div.,ON,1,no_inheritance_signal
PLACE_ON099087,Moose Fort,ON,1,no_inheritance_signal
PLACE_ON099088,Temagami Forest Reserve,ON,1,no_inheritance_signal
PLACE_ON099089,"Temagami, French River & Nipissing I R",ON,1,no_inheritance_signal
PLACE_ON099108_1911,Morel,ON,1,no_inheritance_signal
PLACE_ON099109_1911,Mortimer,ON,1,no_inheritance_signal
PLACE_ON099111_1911,Muro,ON,1,no_inheritance_signal
PLACE_ON099117_1911,Pacard,ON,1,no_inheritance_signal
PLACE_ON099121_1911,Phelps,ON,1,no_inheritance_signal
PLACE_ON099124_1911,Rankine,ON,1,no_inheritance_signal
PLACE_ON099125_1911,Rathburne,ON,1,no_inheritance_signal
PLACE_ON099139_1911,Tyrell,ON,1,no_inheritance_signal
PLACE_ON099144_1911,Other parts,ON,1,no_inheritance_signal
PLACE_ON099145_1911,Unsurveyed parts north of Transcontinental Railway,ON,1,no_inheritance_signal
PLACE_ON099146_1911,Bear Creek,ON,1,no_inheritance_signal
PLACE_ON099148_1911,Cross Lake,ON,1,no_inheritance_signal
PLACE_ON099149_1911,Elk Lake,ON,1,no_inheritance_signal
PLACE_ON099150_1911,Elk Lake Mining Division,ON,1,no_inheritance_signal
PLACE_ON099151_1911,Fort Matatchewan,ON,1,no_inheritance_signal
PLACE_ON099152_1911,Larder Lake Mining Division,ON,1,no_inheritance_signal
PLACE_ON099153_1911,Moose Fort,ON,1,no_inheritance_signal
PLACE_ON099154_1911,Temagami Forest Reserve,ON,1,no_inheritance_signal
PLACE_ON099155_1911,French River I R,ON,1,no_inheritance_signal
PLACE_ON099156_1911,Nipissing I R,ON,1,no_inheritance_signal
PLACE_ON099157_1911,Temagami,ON,1,no_inheritance_signal
PLACE_ON099158_1911,Turtle Lake I R,ON,1,no_inheritance_signal
PLACE_ON099999_1911,NO DATA,ON,1,no_inheritance_signal
PLACE_ON100001_1881,"Cornwall, West Ward—Quartier",ON,2,no_inheritance_signal
PLACE_ON100002,"Cornwall, Centre Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON100002_1901,"Ottawa, Central, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON100003_1881,"Cornwall, East Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON100003_1901,"Ottawa, Dalhousie, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON100007,"Ottawa, Wellington, Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON100012,Luterworth,ON,1,no_inheritance_signal
PLACE_ON100013,Macauley and Draper,ON,1,no_inheritance_signal
PLACE_ON100999,NO DATA,ON,1,no_inheritance_signal
PLACE_ON101002,"Dumfries, North",ON,2,no_inheritance_signal
PLACE_ON101002_1901,"Easthope, North—Nord",ON,1,no_inheritance_signal
PLACE_ON101003,"Easthope, South—Sud",ON,1,no_inheritance_signal
PLACE_ON101004_1861,"Hamburg, Village",ON,1,no_inheritance_signal
PLACE_ON101007,"Zorra, East—Est",ON,1,no_inheritance_signal
PLACE_ON101008,"Waterloo, North",ON,1,no_inheritance_signal
PLACE_ON101008_1901,"Zorra, West—Ouest",ON,1,no_inheritance_signal
PLACE_ON101009,"Waterloo, South",ON,1,no_inheritance_signal
PLACE_ON102003_1901,"Norwich, North—Nord",ON,1,no_inheritance_signal
PLACE_ON102004_1901,"Norwich, South—Sud",ON,1,no_inheritance_signal
PLACE_ON102005_1891,Whitby W-O,ON,2,no_inheritance_signal
PLACE_ON102007_1901,"Oxford, East—Est",ON,1,no_inheritance_signal
PLACE_ON102008_1901,"Oxford, North—Nord",ON,1,no_inheritance_signal
PLACE_ON102009_1901,"Oxford, West—Ouest",ON,1,no_inheritance_signal
PLACE_ON102011,Wainfleet.,ON,2,no_inheritance_signal
PLACE_ON102107,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON102999,NO DATA,ON,1,no_inheritance_signal
PLACE_ON103007,Garafraxa,ON,2,no_inheritance_signal
PLACE_ON104001_1871,"Ottawa, By Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON104002,"Ottawa, Ottawa Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON104004_1871,"Ottawa, Victoria Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON104006,"Flamboro, East",ON,2,no_inheritance_signal
PLACE_ON104006_1871,"New Edinburgh, Village",ON,2,no_inheritance_signal
PLACE_ON104007,"Flamboro, West",ON,2,no_inheritance_signal
PLACE_ON104017_1921,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON105001,"Ottawa, By ward-quartier",ON,2,no_inheritance_signal
PLACE_ON105002_1911,"Ottawa, Capital ward-quartier",ON,1,no_inheritance_signal
PLACE_ON105003_1911,"Ottawa, Central ward-quartier",ON,1,no_inheritance_signal
PLACE_ON105004_1911,"Ottawa, Dalhousie ward-quartier",ON,1,no_inheritance_signal
PLACE_ON105004_1911_1921,Grower N,ON,2,no_inheritance_signal
PLACE_ON105005_1901,"Ottawa, Ottawa ward-quartier",ON,2,no_inheritance_signal
PLACE_ON105006_1871,"Ottawa, St. George ward-quartier",ON,5,no_inheritance_signal
PLACE_ON105006_1891,"St. Marys, Town—Ville",ON,2,no_inheritance_signal
PLACE_ON105007_1901,"Ottawa, Victoria ward-quartier",ON,2,no_inheritance_signal
PLACE_ON105008,Zorra W-O,ON,4,no_inheritance_signal
PLACE_ON105008_1911,"Ottawa, Wellington ward-quartier",ON,1,no_inheritance_signal
PLACE_ON106001,"Algoma, District",ON,1,no_inheritance_signal
PLACE_ON106001_1901,"Ashburnham, Village",ON,1,no_inheritance_signal
PLACE_ON106004_1901,Burleigh & Anstruther,ON,1,no_inheritance_signal
PLACE_ON106006_1911_1911,Woodstock c,ON,1,no_inheritance_signal
PLACE_ON106008,"Clyde, Eyre & Havelock",ON,1,no_inheritance_signal
PLACE_ON106008_1911,Tavistock vl pt,ON,1,no_inheritance_signal
PLACE_ON106008_1911_1921,"Grand Valley, VL",ON,3,no_inheritance_signal
PLACE_ON106009_1891,Oxford W-O,ON,1,no_inheritance_signal
PLACE_ON106012,"Guilford, Harburn & Bruton",ON,1,no_inheritance_signal
PLACE_ON106014,"Harcourt, Dudley & Dysart",ON,1,no_inheritance_signal
PLACE_ON106017,"Livingstone, Lawrence & Nightingale",ON,1,no_inheritance_signal
PLACE_ON107002_1901,"Monaghan, North—Nord",ON,1,no_inheritance_signal
PLACE_ON107003_1901,"Monaghan, South—Sud",ON,1,no_inheritance_signal
PLACE_ON108001,St. Andrews’ Ward,ON,2,no_inheritance_signal
PLACE_ON108002,Gower N,ON,4,no_inheritance_signal
PLACE_ON108002_1861,St. Georges’ Ward,ON,1,no_inheritance_signal
PLACE_ON108002_1911,Bethune & Proudfoot,ON,1,no_inheritance_signal
PLACE_ON108003,St. Lawrence Ward,ON,2,no_inheritance_signal
PLACE_ON108003_1911,Burpee & Hagerman,ON,1,no_inheritance_signal
PLACE_ON108004,St. Mary’s Ward,ON,2,no_inheritance_signal
PLACE_ON108004_1911,"Burton, Harrison & McKenzie",ON,1,no_inheritance_signal
PLACE_ON108005,St. Patricks’ Ward,ON,2,no_inheritance_signal
PLACE_ON108005_1911,"Carling, Ferguson & Shawanaga",ON,1,no_inheritance_signal
PLACE_ON108008,Conger & Cowper,ON,2,no_inheritance_signal
PLACE_ON108010,Ferrie & Lount,ON,1,no_inheritance_signal
PLACE_ON108013,"Hardy, McConkey & Patterson",ON,1,no_inheritance_signal
PLACE_ON108014,Himsworth,ON,1,no_inheritance_signal
PLACE_ON108016,Joly & Laurier,ON,1,no_inheritance_signal
PLACE_ON108018,"Mills, Pringle & Wilson",ON,1,no_inheritance_signal
PLACE_ON108029,Wallbridge,ON,1,no_inheritance_signal
PLACE_ON108030,Dokis I R,ON,1,no_inheritance_signal
PLACE_ON108031,Henry Inlet & Lower French I R,ON,1,no_inheritance_signal
PLACE_ON108032,Maganetawan I R,ON,1,no_inheritance_signal
PLACE_ON108037,Depot Harbour vl,ON,1,no_inheritance_signal
PLACE_ON108038,French River vl,ON,1,no_inheritance_signal
PLACE_ON108042_1911,Dokis I R,ON,1,no_inheritance_signal
PLACE_ON108043_1911,Henry Inlet & Lower French I R,ON,1,no_inheritance_signal
PLACE_ON108044_1911,Maganetawan I R,ON,1,no_inheritance_signal
PLACE_ON108049_1911,Depot Harbour vl,ON,1,no_inheritance_signal
PLACE_ON108050_1911,French River vl,ON,1,no_inheritance_signal
PLACE_ON108999,NO DATA,ON,1,no_inheritance_signal
PLACE_ON109001_1861,Cataraqui Ward,ON,1,no_inheritance_signal
PLACE_ON109002_1861,Frontenac Ward,ON,1,no_inheritance_signal
PLACE_ON109003,Ontario Ward,ON,1,no_inheritance_signal
PLACE_ON109004,Rideau Ward,ON,1,no_inheritance_signal
PLACE_ON109005_1861,St. Lawrence Ward,ON,1,no_inheritance_signal
PLACE_ON109005_1901,"Marysburg, North—Nord",ON,1,no_inheritance_signal
PLACE_ON109006_1861,Sydenham Ward,ON,1,no_inheritance_signal
PLACE_ON109006_1901,"Marysburg, South—Sud",ON,1,no_inheritance_signal
PLACE_ON109007,Victoria Ward,ON,1,no_inheritance_signal
PLACE_ON109007_1881_1921,Yarmouth,ON,8,no_inheritance_signal
PLACE_ON109008,"Asylum, Nunnery, &c",ON,1,no_inheritance_signal
PLACE_ON110001_1861,Ward No. 1,ON,1,no_inheritance_signal
PLACE_ON110001_1881,"Lansdowne, Front",ON,1,no_inheritance_signal
PLACE_ON110001_1891,"Ashburnham, Village",ON,1,no_inheritance_signal
PLACE_ON110001_1901,"Algona, South—Sud",ON,1,no_inheritance_signal
PLACE_ON110002_1861,Ward No. 2,ON,1,no_inheritance_signal
PLACE_ON110002_1881,"Lansdowne, Rear",ON,1,no_inheritance_signal
PLACE_ON110003,Ward No. 3,ON,1,no_inheritance_signal
PLACE_ON110003_1881_1881,"Leeds, Front",ON,1,no_inheritance_signal
PLACE_ON110004,Ward No. 4,ON,1,no_inheritance_signal
PLACE_ON110004_1881,"Burleigh, Anstruther & Chandos",ON,2,no_inheritance_signal
PLACE_ON110004_1881_1881,"Leeds, Rear",ON,1,no_inheritance_signal
PLACE_ON110004_1891,"Buchanan, Wylie & Rolph",ON,2,no_inheritance_signal
PLACE_ON110005,"Eganville (part), Village",ON,2,no_inheritance_signal
PLACE_ON110005_1861,Ward No. 5,ON,1,no_inheritance_signal
PLACE_ON110006_1861,Ward No. 6,ON,1,no_inheritance_signal
PLACE_ON110007,Ward No. 7,ON,1,no_inheritance_signal
PLACE_ON110008,"Yonge, Front",ON,2,no_inheritance_signal
PLACE_ON110008_1881_1901,Petewawa & McKay,ON,3,no_inheritance_signal
PLACE_ON110009,"Escott, Front",ON,2,no_inheritance_signal
PLACE_ON110010_1871,"Yonge and Escott, Rear",ON,2,no_inheritance_signal
PLACE_ON110010_1891,"Harcourt, Dudley, Dysart, Guilford, Harburn, Bruton, Clyde, Eyre, Havelock, Livingstone, Lawrence & Nightingale",ON,1,no_inheritance_signal
PLACE_ON110013,"Wilberforce & Algona, North—Nord",ON,2,no_inheritance_signal
PLACE_ON111001,By Ward,ON,1,no_inheritance_signal
PLACE_ON111002_1861,Ottawa Ward,ON,1,no_inheritance_signal
PLACE_ON111003,St. Georges’ Ward,ON,1,no_inheritance_signal
PLACE_ON111004_1861,Victoria Ward,ON,1,no_inheritance_signal
PLACE_ON111005_1861,Wellington Ward,ON,1,no_inheritance_signal
PLACE_ON111005_1901,Brudenell & Lynedoch,ON,1,no_inheritance_signal
PLACE_ON111006,Hospital and other Institutions,ON,1,no_inheritance_signal
PLACE_ON111006_1891,"Eganville (part), Village",ON,2,no_inheritance_signal
PLACE_ON111009_1901,"Hagarty, Sherwood & Jones",ON,1,no_inheritance_signal
PLACE_ON111009_1911,Tavistock vl pt,ON,1,no_inheritance_signal
PLACE_ON111012,Raglan & Radcliffe,ON,3,no_inheritance_signal
PLACE_ON111014_1901,Richards & Burns,ON,1,no_inheritance_signal
PLACE_ON112001_1861,St. Andrews’ Ward,ON,1,no_inheritance_signal
PLACE_ON112001_1911,Anstruther & Burleigh,ON,1,no_inheritance_signal
PLACE_ON112002,St. Davids’ Ward,ON,1,no_inheritance_signal
PLACE_ON112003,St. Georges’ Ward,ON,1,no_inheritance_signal
PLACE_ON112003_1911,Belmont & Methuen,ON,1,no_inheritance_signal
PLACE_ON112004_1861,St. James’ Ward,ON,1,no_inheritance_signal
PLACE_ON112005,St. Johns’ Ward,ON,1,no_inheritance_signal
PLACE_ON112006,St. Lawrence Ward,ON,1,no_inheritance_signal
PLACE_ON112006_1901,"New Edinburg (Rideau Ward, Ottawa)",ON,1,no_inheritance_signal
PLACE_ON112007,St. Patricks’ Ward,ON,1,no_inheritance_signal
PLACE_ON112007_1871,"Dalhousie, Sherbrooke, North Lavant",ON,2,no_inheritance_signal
PLACE_ON112008,"Religious, Collegiate, and other Public Institutions",ON,1,no_inheritance_signal
PLACE_ON113001_1891,Ameliasburgh,ON,1,no_inheritance_signal
PLACE_ON113001_1891_1901,"Gravenhurst, Town—Ville",ON,2,no_inheritance_signal
PLACE_ON113007,"Brundenell, Lynedock",ON,1,no_inheritance_signal
PLACE_ON113007_1911_1921,"Cardinal, VL",ON,4,no_inheritance_signal
PLACE_ON113010,"Griffith, Matawatchan",ON,1,no_inheritance_signal
PLACE_ON113015,Unorganized Territory,ON,1,no_inheritance_signal
PLACE_ON114004_1881,"Head, Clara, Maria",ON,1,no_inheritance_signal
PLACE_ON114005_1891,"Head, Maria & Clara",ON,1,no_inheritance_signal
PLACE_ON114009_1881,"Rolph, Buchanan, Wylie",ON,1,no_inheritance_signal
PLACE_ON114012,"Wilberforce, Algona N",ON,1,no_inheritance_signal
PLACE_ON114013_1881,Unorganized Territory,ON,1,no_inheritance_signal
PLACE_ON115001,Allandale (part of Barrie Town),ON,1,no_inheritance_signal
PLACE_ON115008_1891,Griffith,ON,1,no_inheritance_signal
PLACE_ON115009_1881,Hagarty & Jones,ON,2,no_inheritance_signal
PLACE_ON115011,Lyndoch,ON,1,no_inheritance_signal
PLACE_ON115011_1921,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON115012,Matawatchan,ON,1,no_inheritance_signal
PLACE_ON115017,"Sherwood, Richards & Burns",ON,2,no_inheritance_signal
PLACE_ON116001_1901,"Toronto, Ward—Quartier 3 (part)",ON,1,no_inheritance_signal
PLACE_ON116001_1911,Algona N & Wilberforce,ON,1,no_inheritance_signal
PLACE_ON116005,"Ottawa, New Edinburgh, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON116005_1911,"Buchanan, Rolph & Wylie",ON,1,no_inheritance_signal
PLACE_ON116006_1911,Fraser,ON,1,no_inheritance_signal
PLACE_ON116018_1911,Eganville vl part,ON,1,no_inheritance_signal
PLACE_ON116999_1921,NO DATA,ON,1,no_inheritance_signal
PLACE_ON117001_1901,"Toronto, Ward—Quartier 1 (part)",ON,1,no_inheritance_signal
PLACE_ON117002_1871,Bagot & Blithefield,ON,5,no_inheritance_signal
PLACE_ON117002_1901,"Toronto, Ward—Quartier 2 (part)",ON,1,no_inheritance_signal
PLACE_ON117003_1901,"Toronto, Ward—Quartier 3 (part)",ON,1,no_inheritance_signal
PLACE_ON117005,Fredericksburgh N,ON,2,no_inheritance_signal
PLACE_ON117005_1911,"Burns, Jones & Sherwood",ON,1,no_inheritance_signal
PLACE_ON117006_1871,Fredericksburgh S,ON,2,no_inheritance_signal
PLACE_ON117008_1911_1911,Haggarty & Richards,ON,1,no_inheritance_signal
PLACE_ON117012,Radcliffe & Raglan,ON,1,no_inheritance_signal
PLACE_ON117016,Eganville vl pt,ON,1,no_inheritance_signal
PLACE_ON118001,"Toronto, Ward—Quartier 3 (part)",ON,1,no_inheritance_signal
PLACE_ON118002_1901,"Toronto, Ward—Quartier 4 (part)",ON,1,no_inheritance_signal
PLACE_ON118003_1901,"Toronto, Ward—Quartier 5 (part)",ON,1,no_inheritance_signal
PLACE_ON118004_1901,"Toronto, Ward—Quartier 6 (part)",ON,1,no_inheritance_signal
PLACE_ON118006,"Denbigh, Abinger, Ashby, Effingham",ON,2,no_inheritance_signal
PLACE_ON118007_1911,"Ottawa, Rideau ward-quartier",ON,1,no_inheritance_signal
PLACE_ON118010_1911,Eastview vl,ON,1,no_inheritance_signal
PLACE_ON118024,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON119005_1901,Digby & Longford,ON,1,no_inheritance_signal
PLACE_ON119007_1881,Marysborough N,ON,1,no_inheritance_signal
PLACE_ON119011,Christian Islands I R,ON,1,no_inheritance_signal
PLACE_ON119013,Snowden,ON,4,no_inheritance_signal
PLACE_ON119015,Sherbourne & McClintock,ON,1,no_inheritance_signal
PLACE_ON119017,"Woodville (part), Village",ON,2,no_inheritance_signal
PLACE_ON120001_1871,"Toronto, Andrew’s, Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON120002_1891,"Toronto, St. David’s, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120003,"Toronto, St. George’s, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120004,"Mill Point, Village",ON,1,no_inheritance_signal
PLACE_ON120004_1871,"Toronto, St. James' Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON120005,"Toronto, St. John’s, Ward—Quartier",ON,3,no_inheritance_signal
PLACE_ON120005_1901,"Woodville (part), Village",ON,1,no_inheritance_signal
PLACE_ON120006_1891,"Toronto, St. Lawrence, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120007,"Toronto, St. Patrick’s, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120008,"Toronto, St. Stephen’s and St. Mark’s (part), Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120009,"Toronto, St. Thomas, Ward—Quartier",ON,1,no_inheritance_signal
PLACE_ON120042_1921,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON121001_1891,"Berlin, Town—Ville",ON,5,no_inheritance_signal
PLACE_ON121008,Barrie t-v,ON,1,no_inheritance_signal
PLACE_ON121009,"Laxton, Digby, Longford",ON,3,no_inheritance_signal
PLACE_ON121011_1921,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON121013,"Stanhope, Sherburne & McClintock",ON,1,no_inheritance_signal
PLACE_ON122002_1901,"Dumfries, North—Nord",ON,1,no_inheritance_signal
PLACE_ON122006,"Preston, Village",ON,6,no_inheritance_signal
PLACE_ON122007_1901,"Waterloo, South—Sud",ON,1,no_inheritance_signal
PLACE_ON122009,"Wicklow, McClure",ON,1,no_inheritance_signal
PLACE_ON122011,"Carlow, Mayo",ON,2,no_inheritance_signal
PLACE_ON122011_1921,Indian reserves,ON,1,no_inheritance_signal
PLACE_ON122015,"Limerick, Cashel",ON,1,no_inheritance_signal
PLACE_ON123001_1911,Atwood & Curran,ON,1,no_inheritance_signal
PLACE_ON123002_1911,"Aubrey, Haycock, Langton, Mutrie, Sandford & Temple",ON,1,no_inheritance_signal
PLACE_ON123003_1911,"Aylesworth, Lash & Eno (not inc)",ON,1,no_inheritance_signal
PLACE_ON123003_1911_1921,Burgess N,ON,5,no_inheritance_signal
PLACE_ON123004_1911_1911,"Barwick, Dobie & Mather",ON,1,no_inheritance_signal
PLACE_ON123005_1911,"Bigsby Island, Dewart, Morson & Tovell",ON,1,no_inheritance_signal
PLACE_ON123006_1911,"Blake, Neebing, Pardee & Scoble",ON,1,no_inheritance_signal
PLACE_ON123006_1911_1921,Drummond,ON,8,no_inheritance_signal
PLACE_ON123007_1911,Blue & Worthington,ON,1,no_inheritance_signal
PLACE_ON123008_1911,"Britton, Rugby & Wainwright",ON,1,no_inheritance_signal
PLACE_ON123009_1911,Burriss & Devlin (not inc),ON,1,no_inheritance_signal
PLACE_ON123010,"Carpenter, Dance & Kingsford",ON,1,no_inheritance_signal
PLACE_ON123011_1911,Conmee & Pearson,ON,1,no_inheritance_signal
PLACE_ON123013_1911_1911,Devlin & Woodyat,ON,1,no_inheritance_signal
PLACE_ON123014,Dilke& Nelles,ON,1,no_inheritance_signal
PLACE_ON123015,"Dorion, McGregor, McTavish & Pearl",ON,1,no_inheritance_signal
PLACE_ON123016,Eaton & Van Home,ON,1,no_inheritance_signal
PLACE_ON123017,"Flemming, Potts & Richardson",ON,1,no_inheritance_signal
PLACE_ON123018,"Gillies, Lybster & Marks",ON,1,no_inheritance_signal
PLACE_ON123019,"Gorman, Mclntyre & Ware",ON,1,no_inheritance_signal
PLACE_ON123020,"Grassy Narrows, Swan Lake & White Dog Post",ON,1,no_inheritance_signal
PLACE_ON123021,"Heron Bay, Michipicoten Island & Port Caldwell",ON,1,no_inheritance_signal
PLACE_ON123022,"Jack Fish Island, Nipigon House Post, Tamarack Lake, Wabinosh Bay & Smooth Rock Lake",ON,1,no_inheritance_signal
PLACE_ON123023,Jaffray & Melick,ON,1,no_inheritance_signal
PLACE_ON123025,Lake Savant,ON,1,no_inheritance_signal
PLACE_ON123026,Long Lake Post,ON,1,no_inheritance_signal
PLACE_ON123027,"McCrosson, Pratt & Spohn",ON,1,no_inheritance_signal
PLACE_ON123028,Mclrvine,ON,1,no_inheritance_signal
PLACE_ON123031,Morley & Pattulo,ON,1,no_inheritance_signal
PLACE_ON123038,"Roseberry, Shenstone & Tait",ON,1,no_inheritance_signal
PLACE_ON123039,Rossport,ON,2,no_inheritance_signal
PLACE_ON123040,Bowell & Wabigoon,ON,1,no_inheritance_signal
PLACE_ON123041,Schreiber & C. P. R. line Schreiber to Jack Fish,ON,1,no_inheritance_signal
PLACE_ON123042,Sifton & Sutherland,ON,1,no_inheritance_signal
PLACE_ON123043,"Stanley to Windigo on C.N. Ry., Silver Islet, High Island & Thunder Bay points",ON,1,no_inheritance_signal
PLACE_ON123045,Sturgeon Lake District G.T.P,ON,1,no_inheritance_signal
PLACE_ON123048,Along C. P. R. between English & Kaministiquia rivers,ON,1,no_inheritance_signal
PLACE_ON123049,Railway Construction Camp 3,ON,1,no_inheritance_signal
PLACE_ON123050,Transcontinental Ry. Graham to mile 10 district E,ON,1,no_inheritance_signal
PLACE_ON123051,Indian Reserves,ON,1,no_inheritance_signal
PLACE_ON123052,Unorganised,ON,1,no_inheritance_signal
PLACE_ON123058_1911,Pearl,ON,1,no_inheritance_signal
PLACE_ON123060,Graham vl,ON,1,no_inheritance_signal
PLACE_ON123061_1911,Port Caldwell,ON,1,no_inheritance_signal
PLACE_ON123067_1911,Rossport,ON,1,no_inheritance_signal
PLACE_ON123071_1911,Schieiber & CPR line Schreiber to Jackfish,ON,1,no_inheritance_signal
PLACE_ON123072_1911,Scoble,ON,1,no_inheritance_signal
PLACE_ON123075_1911,Smellie,ON,1,no_inheritance_signal
PLACE_ON123076_1911,Smooth Rock Lake,ON,1,no_inheritance_signal
PLACE_ON123078_1911,"Stanley to Windigo on CN Ry, Silver Islet, High Island & Thunder Bay points",ON,1,no_inheritance_signal
PLACE_ON123080_1911,Sturgeon Lake District GTP,ON,1,no_inheritance_signal
PLACE_ON123082_1911,Swan Lake,ON,1,no_inheritance_signal
PLACE_ON123084_1911,Tamarack Lake,ON,1,no_inheritance_signal
PLACE_ON123087_1911,Van Home,ON,1,no_inheritance_signal
PLACE_ON123089_1911,Wabinosh Bay,ON,1,no_inheritance_signal
PLACE_ON123092_1911,White DogPost,ON,1,no_inheritance_signal
PLACE_ON123093_1911,Woodyat,ON,1,no_inheritance_signal
PLACE_ON123096_1911,Along C P R between English & Kaministiquia rivers,ON,1,no_inheritance_signal
PLACE_ON123098_1911,Railway Construction Camp 3,ON,1,no_inheritance_signal
PLACE_ON123099_1911,Transcontinental Ry Graham to mile 10 district E,ON,1,no_inheritance_signal
PLACE_ON123100_1911,Other parts-aut parties,ON,1,no_inheritance_signal
PLACE_ON123101_1911,Couchiching I R,ON,1,no_inheritance_signal
PLACE_ON123102_1911,Fort William I R,ON,1,no_inheritance_signal
PLACE_ON123103_1911,Gull Bay I R,ON,1,no_inheritance_signal
PLACE_ON123104_1911,Hungry Hall Bands I R,ON,1,no_inheritance_signal
PLACE_ON123105_1911,Lac la Croix I R,ON,1,no_inheritance_signal
PLACE_ON123106_1911,Little Forks I R,ON,1,no_inheritance_signal
PLACE_ON123107_1911,Long Lake I R,ON,1,no_inheritance_signal
PLACE_ON123108_1911,Long Sault Bands I R,ON,1,no_inheritance_signal
PLACE_ON123109_1911,Manitou Rapids Bands I R,ON,1,no_inheritance_signal
PLACE_ON123110_1911,Nickickouse I R,ON,1,no_inheritance_signal
PLACE_ON123111_1911,N W Bay I R,ON,1,no_inheritance_signal
PLACE_ON123112_1911,Pays Plat I R,ON,1,no_inheritance_signal
PLACE_ON123113_1911,Pic I R,ON,1,no_inheritance_signal
PLACE_ON123114_1911,Red Rock I R,ON,1,no_inheritance_signal
PLACE_ON123115_1911,Slavgecoming I R,ON,1,no_inheritance_signal
PLACE_ON123116_1911,Seine River I R,ON,1,no_inheritance_signal
PLACE_ON123117_1911,Sturgeon Lake I R,ON,1,no_inheritance_signal
PLACE_ON123118_1911,Whitefish Bay I R,ON,1,no_inheritance_signal
PLACE_ON123119_1911,Fort William c,ON,1,no_inheritance_signal
PLACE_ON123120_1911,Port Arthur c,ON,1,no_inheritance_signal
PLACE_ON123126_1911,Devlin vl not inc-non-inc,ON,1,no_inheritance_signal
PLACE_ON123127_1911,Eno vl not inc-non-inc,ON,1,no_inheritance_signal
PLACE_ON123128_1911,Graham vl not inc-non-inc,ON,1,no_inheritance_signal
PLACE_ON123129_1911,Nipigon House Post not inc-non-inc,ON,1,no_inheritance_signal
PLACE_ON124000,Toronto Centre,ON,1,no_inheritance_signal
PLACE_ON124004_1911,"Toronto, ward-quartier 5 pt",ON,1,no_inheritance_signal
PLACE_ON124005_1901,"Garafraxa, West—Ouest",ON,1,no_inheritance_signal
PLACE_ON124007,Waterloo S,ON,3,no_inheritance_signal
PLACE_ON125000,Toronto E,ON,1,no_inheritance_signal
PLACE_ON125001,"Ashburnham, Village",ON,2,no_inheritance_signal
PLACE_ON125001_1911,"Toronto, ward-quartier 1 pt",ON,1,no_inheritance_signal
PLACE_ON125002_1911,"Toronto, ward-quartier 2 pt",ON,1,no_inheritance_signal
PLACE_ON125005,"Galway, Cavendish",ON,2,no_inheritance_signal
PLACE_ON125007,"Luther, East—Est",ON,1,no_inheritance_signal
PLACE_ON125008_1901,"Luther, West—Ouest",ON,1,no_inheritance_signal
PLACE_ON125010,"Stanhope, Sherburne, McClintock",ON,1,no_inheritance_signal
PLACE_ON125011,"Dysart, Dudley, Harcourt & C.",ON,1,no_inheritance_signal
PLACE_ON126000,Toronto N,ON,1,no_inheritance_signal
PLACE_ON126002_1911,"Toronto, ward-quartier 3 pt",ON,1,no_inheritance_signal
PLACE_ON126003_1911,"Toronto, ward-quartier 4 pt",ON,1,no_inheritance_signal
PLACE_ON126004_1911,"Toronto, ward-quartier 5 pt",ON,1,no_inheritance_signal
PLACE_ON126005,Garafraxa W-O,ON,3,no_inheritance_signal
PLACE_ON127000,Toronto S,ON,1,no_inheritance_signal
