tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
QC154018,1911,QC,St. Bruno pr,"St. Bruno, par. (Kénogami pt.)",PLACE_QC154018_1911,PLACE_QC063012_1911
QC154019,1911,QC,St. Charles pr,St. Charles Borromée (Bourget),PLACE_QC154019_1911,PLACE_QC050011_1911
QC154020,1911,QC,St. Cyriac pr,Kénogami (St. Cyriac),PLACE_QC154020,PLACE_QC050005_1911
QC154022,1911,QC,St. Édouard de Péribonka pr,Péribonka (St. Edouard),PLACE_QC154022_1911,PLACE_QC063007
QC154023,1911,QC,Ste. Edwidge pr,"Ste. Edwidge, par. (Dalmas tp.-ct.)",PLACE_QC154023_1911,PLACE_QC063015
QC154024,1901,QC,Grande Entrée,Coffin Island,PLACE_QC154024,PLACE_QC159003_1901
QC154024,1911,QC,St. Félicien pr,"St. Félicien, par.",PLACE_QC154024_1911,PLACE_QC063016
QC154025,1901,QC,"Hâvre Aubert, par.",Havre Aubert,PLACE_QC056018,PLACE_QC154025
QC154027,1901,QC,"Wolfe, Bryon Islands, Grosse Ile & Bird Rocks","Grosse Isle, Wolfe, Byron & Bird Rocks",PLACE_QC154027,PLACE_QC159013
QC154028,1911,QC,"St. Gédéon, VL",St. Gédéon,PLACE_QC063033,PLACE_QC063018
QC154031,1911,QC,St. Joseph d'Alma pr,"St. Joseph d'Alma, VL",PLACE_QC154031,PLACE_QC063035
QC154033,1911,QC,St. Louis de Métabetchouan pr,St. Louis Metabetchouan,PLACE_QC154033,PLACE_QC063022
QC154034,1911,QC,St. Louis Nazaire pr,St. Louis Nazaire (Taché tp.—ct.),PLACE_QC154034_1911,PLACE_QC050016
QC154036,1911,QC,St. Michel de Mistassini pr,"St. Michel de Mistassini, par.",PLACE_QC154036,PLACE_QC063024
QC154037,1911,QC,St. Prime pr,"St. Prime, par.",PLACE_QC154037,PLACE_QC063025
QC154038,1911,QC,St. Thomas d'Aquin pr,"St. Thomas d'Aquin, par.",PLACE_QC154038,PLACE_QC063026
QC154041,1911,QC,Roberval t-v,"Roberval, Village",PLACE_QC154041_1911,PLACE_QC063027
QC154042,1911,QC,Bagotville vl,"Bagotville, T-V",PLACE_QC154042,PLACE_QC050017
QC154045,1911,QC,Hébertville Station vl,"Hébertville Stn, VL",PLACE_QC154045,PLACE_QC063029
QC154046,1911,QC,Jonquières vl,"Jonquière, T-V",PLACE_QC154046,PLACE_QC050019
QC154051,1911,QC,Bergeronnes pr,Bergeronnes,PLACE_QC154051,PLACE_QC086001
QC154054,1911,QC,Harrington,Mécatina,PLACE_QC154054,PLACE_QC154054
QC154055,1911,QC,Ile d'Anticosti,Isle of Anticosti,PLACE_QC154055,PLACE_QC086091
QC154057,1911,QC,Mille Vaches pr,St. Paul de Mille Vaches,PLACE_QC154057_1911,PLACE_QC086006
QC154058,1911,QC,Natashquan,Canton Natashkuan,PLACE_QC154058,PLACE_QC086036
QC154059,1911,QC,Notre-Dame de Blanc Sablon,Bonne Espérance,PLACE_QC154059,PLACE_QC086025
QC154065,1911,QC,Sacré-Cœur p. & Labrosse tp.,Sacré Cœur de Jésus & Labrosse tp.-ct.,PLACE_QC154065,PLACE_QC086007
QC154069,1911,QC,Tadoussac pr,"Tadoussac, par.",PLACE_QC154069,PLACE_QC086008
QC155001,1871,QC,St. Jean,St. Jean Deschaillons,PLACE_QC155001_1871,PLACE_QC166012_1901
QC155001,1891,QC,Côte des Neiges,"Côte des Neiges, Village",PLACE_QC162024,PLACE_QC162024
QC155001,1901,QC,"Ste. Cunégonde, City—Cité","Montréal, Ste. Cunégonde ward-quartier",PLACE_QC155001_1881,PLACE_QC160001_1881
QC155002,1901,QC,"Montreal, St. Gabriel, Ward—Quartier","Montréal, St. Gabriel ward-quartier",PLACE_QC155002_1891,PLACE_QC160002_1881
QC155003,1871,QC,"Lotbinière, VL",Lotbinière,PLACE_QC068023,PLACE_QC049003_1871
QC155003,1891,QC,"Côte St. Louis, Town—Ville","Montreal, St. Denis, Ward—Quartier",PLACE_QC155003,PLACE_QC167005_1881
QC155003,1901,QC,"St. Henri, City—Cité","St. Henri, Town—Ville",PLACE_QC155003_1901,PLACE_QC160003_1881
QC155004,1901,QC,"Westmount, City—Cité","Côte St. Antoine, Village",PLACE_QC155004_1901,PLACE_QC076016
QC155004,1911,QC,Clifton E. & Clifton W-O,Clifton E.,PLACE_QC155004_1911,PLACE_QC051004
QC155010,1891,QC,"Mile End, Village","Montréal, Laurier ward-quartier",PLACE_QC155010,PLACE_QC172004
QC155010,1911,QC,La Patrie (Ditton),Ditton,PLACE_QC051011,PLACE_QC051011
QC155011,1891,QC,Notre-Dame de Grâce,"Notre-Dame-de-Grâce, Village",PLACE_QC162015,PLACE_QC155011_1881
QC155012,1891,QC,N.-Dame des Neiges W-O,Notre-Dame des Neiges W-O,PLACE_QC155012_1891,PLACE_QC162002_1891
QC155014,1891,QC,Pointe aux Trembles,"Pointe aux Trembles, par.",PLACE_QC163004,PLACE_QC076005
QC155014,1911,QC,St. Alphonse,Winslow S.,PLACE_QC155014,PLACE_QC055020
QC155015,1911,QC,Ste. Cécile de Whitton,Whitton (Ste. Cécile),PLACE_QC155015_1911,PLACE_QC055018
QC155016,1891,QC,"Ste. Cunégonde, City—Cité","Montréal, Ste. Cunégonde ward-quartier",PLACE_QC155001_1881,PLACE_QC160001_1881
QC155017,1891,QC,"Montreal, St. Gabriel, Ward—Quartier","Montréal, St. Gabriel ward-quartier",PLACE_QC155002_1891,PLACE_QC160002_1881
QC155017,1911,QC,Ste. Edwidge,Ste. Edwidge de Clifton,PLACE_QC155017,PLACE_QC051014
QC155019,1891,QC,"Montréal, St. Jean-Baptiste, Ward—Quartier","Montreal, St. Jean-Baptiste, Ward—Quartier",PLACE_QC155019_1891,PLACE_QC167006
QC155020,1891,QC,"St. Joseph, Riv. des Prairies",Rivière des Prairies,PLACE_QC155020_1891,PLACE_QC076006_1851
QC155020,1911,QC,Winslow & St. Romain,Winslow N. & St. Romain,PLACE_QC155020,PLACE_QC055019
QC155021,1891,QC,"St. Léonard, Port Maurice","St. Léonard de Port Maurice, T-V",PLACE_QC155021_1891,PLACE_QC076033
QC155025,1911,QC,Martinville vl,Clifton W.-O.,PLACE_QC155025,PLACE_QC051005
QC156010,1871,QC,"Plessisville, VL","Plessisville, Village",PLACE_QC071026,PLACE_QC071026
QC157001,1901,QC,Côte des Neiges,"Côte des Neiges, Village",PLACE_QC162024,PLACE_QC162024
QC157002,1911,QC,Ste. Aurélie,Ste. Aurélie (Metgermette N. pt.),PLACE_QC157002_1911,PLACE_QC040005
QC157003,1901,QC,"Dorval, Village","Dorval, T-V",PLACE_QC157003,PLACE_QC076019
QC157004,1901,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC157004_1881,PLACE_QC076012
QC157006,1871,QC,"Lambton, VL",St. Vital de Lambton,PLACE_QC055023,PLACE_QC055016_1911
QC157007,1891,QC,St. Grégoire le Grand,St. Grégoire,PLACE_QC157007,PLACE_QC157007
QC157008,1901,QC,"Outremont, Town—Ville","Outremont, C",PLACE_QC157008_1901,PLACE_QC076014_1921
QC157014,1901,QC,"Ste. Geneviève, Village","Ste. Geneviève, VL",PLACE_QC162026,PLACE_QC076037
QC157017,1911,QC,St. Prosper (Mission),St. Prosper (Watford W.-O.),PLACE_QC157017_1911,PLACE_QC053019
QC157018,1901,QC,"St. Laurent, Village","St. Laurent, T-V",PLACE_QC162019,PLACE_QC076032
QC157019,1901,QC,"St. Paul, Town—Ville","Côte St. Paul, Village",PLACE_QC157019_1901,PLACE_QC162001
QC157020,1901,QC,"St. Pierre aux Liens, Village","St. Pierre aux Liens, T-V",PLACE_QC157020,PLACE_QC076035
QC157021,1901,QC,St. Raphaël de l'Ile Bizard,"Ile Bizard, par.",PLACE_QC162009,PLACE_QC076003_1891
QC158002,1891,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC157004_1881,PLACE_QC076012
QC158003,1911,QC,Chester N.,Chester N. (St. Christophe),PLACE_QC158003_1911,PLACE_QC038003_1911
QC158006,1891,QC,"Ste. Geneviève, Village","Ste. Geneviève, VL",PLACE_QC162026,PLACE_QC076037
QC158007,1871,QC,"Linière, VL",Linière,PLACE_QC040023_1921,PLACE_QC158007
QC158009,1901,QC,Ste. Émilie,Ste. Emélie de l'Energie,PLACE_QC163008_1901,PLACE_QC060009_1881
QC158010,1891,QC,"St. Laurent, Village","St. Laurent, T-V",PLACE_QC162019,PLACE_QC076032
QC158011,1891,QC,St. Raphaël de l'Ile Bizard,"Ile Bizard, par.",PLACE_QC162009,PLACE_QC076003_1891
QC158028,1911,QC,Stanfold,Princeville (Stanfold),PLACE_QC158028_1911,PLACE_QC038006
QC159002,1891,QC,St. Alphonse de Rodriguez,St. Alphonse,PLACE_QC159002_1891,PLACE_QC060002
QC159003,1891,QC,St. Ambroise de Kildare,St. Ambroise,PLACE_QC159003_1891,PLACE_QC060003
QC159005,1871,QC,St. Edouard,St. Edouard de Frampton,PLACE_QC047004_1871,PLACE_QC053006_1921
QC159009,1901,QC,St. Eleuthère & unorg. ter.—Ter. non-org,St. Eleuthère (Pohénégamook),PLACE_QC159009_1901,PLACE_QC061008
QC159012,1911,QC,Grand Étang,Chlorydormes,PLACE_QC159012,PLACE_QC159012
QC159013,1911,QC,Grosse Ile,"Grosse Isle, Wolfe, Byron & Bird Rocks",PLACE_QC159013,PLACE_QC159013
QC159014,1911,QC,"Hâvre Aubert, par.",Havre Aubert & Entry,PLACE_QC056018,PLACE_QC159014_1911
QC160001,1911,QC,"Montréal, ward-quartier Ste. Cunégonde","Montréal, Ste. Cunégonde ward-quartier",PLACE_QC160001_1911,PLACE_QC160001_1881
QC160002,1901,QC,"Buckingham, Town—Ville","Buckingham, T-V",PLACE_QC160002_1901,PLACE_QC062057
QC160002,1911,QC,"Montréal, ward-quartier St. Gabriel","Montréal, St. Gabriel ward-quartier",PLACE_QC160002_1911,PLACE_QC160002_1881
QC160003,1911,QC,"Montréal, ward-quartier St. Henri","St. Henri, Town—Ville",PLACE_QC160003_1911,PLACE_QC160003_1881
QC160004,1911,QC,Westmount c,"Côte St. Antoine, Village",PLACE_QC160004_1911,PLACE_QC076016
QC160006,1871,QC,Ste. Germaine,"Ste. Germaine, lac Etchemin",PLACE_QC160006_1871,PLACE_QC047012
QC160007,1871,QC,Ste. Justine,Ste. Justine de Langevin,PLACE_QC160007_1871,PLACE_QC053010
QC160010,1891,QC,St. Louis,Kamouraska,PLACE_QC160010,PLACE_QC160010
QC160011,1891,QC,St. Onésime d'Ixworth,St. Onésime,PLACE_QC160011,PLACE_QC061012
QC160022,1901,QC,"Montebello, VL","Montebello, Village",PLACE_QC062064,PLACE_QC062064
QC160030,1901,QC,Portland East—Est,Portland E,PLACE_QC160030,PLACE_QC160030
QC160031,1901,QC,Portland West—Ouest,Portland W-O,PLACE_QC160031,PLACE_QC160031
QC160033,1901,QC,St. André-Avellin,St. André Avelin,PLACE_QC165040,PLACE_QC160033
QC160037,1901,QC,"Thurso, VL","Thurso, Village",PLACE_QC062069,PLACE_QC062069
QC161010,1901,QC,St. Michel Archange,St. Michel,PLACE_QC077003_1921,PLACE_QC077003
QC162001,1911,QC,Côte St. Paul,"Côte St. Paul, Village",PLACE_QC162001,PLACE_QC162001
QC162003,1891,QC,"L’Assomption, Town—Ville","L'Assomption, T-V",PLACE_QC162003_1871,PLACE_QC065011
QC162003,1901,QC,"L’Assomption, Town—Ville","L'Assomption, T-V",PLACE_QC162003_1871,PLACE_QC065011
QC162004,1891,QC,"Laurentides, T-V","Laurentides, Town—Ville",PLACE_QC065012_1911,PLACE_QC065012_1891
QC162004,1901,QC,"Laurentides, T-V","Laurentides, Town—Ville",PLACE_QC065012_1911,PLACE_QC065012_1891
QC162009,1911,QC,St. Raphaël de l'Ile Bizard,"Ile Bizard, par.",PLACE_QC162009,PLACE_QC076003_1891
QC162010,1891,QC,St. Roch de l’Achigan,St. Roch,PLACE_QC162010_1891,PLACE_QC162010_1871
QC162013,1911,QC,Lachine t-v,"Lachine, C",PLACE_QC162013,PLACE_QC076012
QC162016,1911,QC,Outremont t-v,"Outremont, C",PLACE_QC162016,PLACE_QC076014_1921
QC162019,1911,QC,"St. Laurent, Village","St. Laurent, T-V",PLACE_QC162019,PLACE_QC076032
QC162020,1911,QC,Verdun t-v,"Verdun, Village",PLACE_QC162020_1911,PLACE_QC076015_1881
QC162021,1911,QC,Ville Émard,Côte St. Paul,PLACE_QC162021,PLACE_QC162021
QC162024,1911,QC,Côte des Neiges,"Côte des Neiges, Village",PLACE_QC162024,PLACE_QC162024
QC162026,1911,QC,"Ste. Geneviève, Village","Ste. Geneviève, VL",PLACE_QC162026,PLACE_QC076037
QC162027,1911,QC,St. Pierre aux Liens vl,"St. Pierre aux Liens, T-V",PLACE_QC162027,PLACE_QC076035
QC163003,1891,QC,St. Martin,"St. Martin, par.",PLACE_QC163003,PLACE_QC076044
QC163004,1871,QC,"Cap St. Ignace, Bourdages, Patton & Talon",Cap St Ignace,PLACE_QC163004_1871,PLACE_QC044007
QC163004,1901,QC,Pointe aux Trembles,"Pointe aux Trembles, par.",PLACE_QC163004,PLACE_QC076005
QC163005,1911,QC,St. Cléophas,St. Cléophas de Brandon,PLACE_QC163005,PLACE_QC060006_1911
QC163008,1871,QC,Ile aux Grues,"St. Antoine, Ile aux Grues",PLACE_QC044006,PLACE_QC074002
QC163008,1901,QC,St. Joseph de Bordeaux,Bordeaux t-v,PLACE_QC163008,PLACE_QC168014
QC163008,1911,QC,Ste. Émilie,Ste. Emélie de l'Energie,PLACE_QC163008_1901,PLACE_QC060009_1881
QC163010,1901,QC,St. Martin,"St. Martin, par.",PLACE_QC163010,PLACE_QC076044
QC163014,1911,QC,Joliette t-v,"Joliette, Town—Ville",PLACE_QC163014_1911,PLACE_QC163014
QC164001,1871,QC,"L’lslet, St. Eugène",L'Islet,PLACE_QC164001,PLACE_QC170001
QC164001,1911,QC,Mont Carmel,Mont Carmel (Notre Dame du),PLACE_QC164001_1911,PLACE_QC061001_1911
QC164003,1871,QC,"St. Aubert, Fournier","Fournier, St. Aubert",PLACE_QC164003,PLACE_QC043004_1861
QC164007,1871,QC,"Casgrain, Dionne, Lafontaine, Garneau","Ste. Perpétue, St. Pamphile, Casgrain, Dionne & c",PLACE_QC164007,PLACE_QC043008
QC164007,1891,QC,St. Henri de Lauzon,St. Henri,PLACE_QC066005,PLACE_QC164007
QC164007,1901,QC,St. Henri de Lauzon,St. Henri,PLACE_QC066005,PLACE_QC164007
QC164008,1911,QC,St. Éleuthère & UNO,St. Eleuthère (Pohénégamook),PLACE_QC164008_1911,PLACE_QC061008
QC164009,1891,QC,St. Joseph,St. Joseph de Lévis,PLACE_QC164009,PLACE_QC066007
QC164012,1891,QC,St. Romuald d’Etchemin,St. Romuald,PLACE_QC164012_1891,PLACE_QC066012
QC165001,1871,QC,Ste. Anne,Ste. Anne de la Pocatière,PLACE_QC042001,PLACE_QC061005
QC165002,1891,QC,Elgin & Taché,Ste. Perpétue,PLACE_QC165002,PLACE_QC067011_1891
QC165002,1901,QC,St. Damase,St. Damase (Ashford),PLACE_QC165002_1901,PLACE_QC170004
QC165012,1871,QC,"St. André, Notre Dame du Portage",St. André,PLACE_QC165012_1871,PLACE_QC042011
QC165054,1911,QC,"Montebello, VL","Montebello, Village",PLACE_QC062064,PLACE_QC062064
QC165058,1911,QC,"Thurso, VL","Thurso, Village",PLACE_QC062069,PLACE_QC062069
QC166007,1891,QC,"Ste. Emilie & Leclercville, Village",Ste. Emélie,PLACE_QC166007_1881,PLACE_QC068009
QC166007,1911,QC,"Laprairie, T-V","Laprairie, Village",PLACE_QC064008,PLACE_QC064008
QC166008,1911,QC,St. Cyprien,St. Cyprien de Léry,PLACE_QC166008_1911,PLACE_QC077001
QC166009,1911,QC,St. Édouard,St. Edouard,PLACE_QC166009_1911,PLACE_QC166009
QC166010,1911,QC,St. Michel Archange,St. Michel,PLACE_QC077003_1921,PLACE_QC077003
QC167001,1901,QC,"De Lorimier, Village","Montréal, DeLormier ward-quartier",PLACE_QC167001,PLACE_QC172001
QC167002,1871,QC,St. Mathieu de Rioux,St. Mathieu,PLACE_QC167002,PLACE_QC084015
QC167002,1901,QC,"Montreal, Hochelaga, Ward—Quartier","Montréal, Hochelaga ward-quartier",PLACE_QC167002_1901,PLACE_QC172003
QC167003,1901,QC,Maisonneuve t-v,"Maisonneuve, Town—Ville",PLACE_QC172005_1901,PLACE_QC172005_1891
QC167007,1891,QC,St. Joseph,St. Joseph de Maskinongé,PLACE_QC168007,PLACE_QC069009_1891
QC167007,1901,QC,"St. Louis, Town—Ville","Montréal, Laurier ward-quartier",PLACE_QC167007_1901,PLACE_QC172004
QC167012,1891,QC,Unorganized Territory,Other parts - Autres parties,PLACE_QC167012,PLACE_QC173011
QC167012,1911,QC,"Laurentides, T-V","Laurentides, Town—Ville",PLACE_QC065012_1911,PLACE_QC065012_1891
QC168001,1911,QC,Pointe-aux-Trembles,"Pointe aux Trembles, par.",PLACE_QC168001_1911,PLACE_QC076005
QC168002,1871,QC,Ste. Angèle de Mérici,Ste. Angèle de Merrici,PLACE_QC168002_1871,PLACE_QC188010
QC168003,1911,QC,Sault au Récollet (partie),"Montréal N., T-V",PLACE_QC168003_1911,PLACE_QC076025_1911
QC168005,1871,QC,"McNider, Township",McNider,PLACE_QC040020_1881,PLACE_QC168005
QC168005,1891,QC,Ireland S & Coleraine,Ireland S.,PLACE_QC168005_1891,PLACE_QC071006_1891
QC168005,1911,QC,St. Elzéar de Laval,"St. Elzéar, par.",PLACE_QC168005_1911,PLACE_QC076042
QC168006,1871,QC,Matane,St. Ulric,PLACE_QC168006_1871,PLACE_QC188035
QC168006,1891,QC,Leeds E,"Leeds, East—Est",PLACE_QC168006_1891,PLACE_QC169009
QC168007,1871,QC,St. Jérôme,Matane,PLACE_QC168007_1871,PLACE_QC040024
QC168007,1901,QC,St. Joseph,St. Joseph de Maskinongé,PLACE_QC168007,PLACE_QC069009_1891
QC168008,1911,QC,St. Martin,"St. Martin, par.",PLACE_QC168008_1911,PLACE_QC076044
QC168009,1891,QC,"Plessisville, VL","Plessisville, Village",PLACE_QC071026,PLACE_QC071026
QC168012,1901,QC,Unorganized territory—Territoire non-organisé,Other parts - Autres parties,PLACE_QC168012_1901,PLACE_QC173011
QC168014,1891,QC,Thetford N,"Thetford, North—Nord",PLACE_QC168014_1891,PLACE_QC169018
QC168015,1891,QC,Thetford S,"Thetford, South—Sud",PLACE_QC168015_1891,PLACE_QC169019
QC169001,1891,QC,"Bedford, T-V","Bedford, Town—Ville",PLACE_QC072013,PLACE_QC072013
QC169001,1901,QC,"Bernierville (St. Ferdinand), Village","Bernierville, VL",PLACE_QC169001,PLACE_QC071022
QC169002,1901,QC,"Halifax, North—Nord",Halifax N.,PLACE_QC169002_1901,PLACE_QC071001_1891
QC169002,1911,QC,Notre-Dame du Perpétuel Secours,Notre Dame de Charny,PLACE_QC169002_1911,PLACE_QC066001
QC169003,1901,QC,"Halifax, South—Sud",Halifax S.,PLACE_QC169003_1901,PLACE_QC071002_1921
QC169005,1901,QC,"Ireland, North—Nord",Ireland N.,PLACE_QC169005_1901,PLACE_QC071005_1891
QC169006,1901,QC,"Ireland, South—Sud  ",Ireland S.,PLACE_QC169006_1901,PLACE_QC071006_1891
QC169009,1891,QC,"N.-D. de Stanbridge, Village",Notre Dame de Stanbridge,PLACE_QC169009_1891,PLACE_QC072003
QC169012,1901,QC,"Plessisville, VL","Plessisville, Village",PLACE_QC071026,PLACE_QC071026
QC169015,1911,QC,Lévis t-v,"Lévis, C",PLACE_QC169015,PLACE_QC066014
QC169016,1901,QC,"Somerset, North—Nord",Somerset N,PLACE_QC169016,PLACE_QC169016
QC169017,1901,QC,"Somerset, South—Sud",Somerset S.,PLACE_QC169017_1901,PLACE_QC071016_1901
QC169018,1891,QC,St. Ignace,St. Ignace de Stanbridge,PLACE_QC169018,PLACE_QC072008_1891
QC170001,1891,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002,PLACE_QC073014_1921
QC170001,1901,QC,"Bedford, T-V","Bedford, Town—Ville",PLACE_QC072013,PLACE_QC072013
QC170002,1891,QC,"St. Calixte, Village",St. Calixte,PLACE_QC170002_1891,PLACE_QC073003
QC170004,1871,QC,Vallée des Monts,Grande Vallée des Monts,PLACE_QC170004,PLACE_QC159010
QC170006,1891,QC,St. Jacques,"St. Jacques, VL",PLACE_QC176007,PLACE_QC073015_1921
QC170006,1901,QC,"Farnham, West—Ouest",Farnham W-O,PLACE_QC170006_1901,PLACE_QC072002
QC170007,1911,QC,Ste. Louise,Ste. Louise des Aulnaies,PLACE_QC170007_1911,PLACE_QC067009
QC170008,1911,QC,St. Marcel,Arago (St. Marcel),PLACE_QC170008,PLACE_QC067001
QC170009,1891,QC,Ste. Marie-Salomé,Ste. Marie Salomée,PLACE_QC171009,PLACE_QC073009
QC170012,1901,QC,St. Georges,St. George de Clarenceville,PLACE_QC175007,PLACE_QC175007
QC171001,1871,QC,Chloridormes,Chlorydormes,PLACE_QC171001,PLACE_QC159012
QC171001,1901,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002,PLACE_QC073014_1921
QC171002,1871,QC,Sydenham (N.) Fox,Fox & Sydenham North—Nord,PLACE_QC171002_1871,PLACE_QC154006
QC171002,1891,QC,L'Assomption de Berthier,Berthier,PLACE_QC074003_1891,PLACE_QC074003
QC171004,1871,QC,Cap des Rosiers,Cap Rosier,PLACE_QC171004,PLACE_QC159002_1911
QC171005,1871,QC,"Gaspé, N, Sydenham, S","Gaspé Bay N, Sydenham S",PLACE_QC171005,PLACE_QC039009
QC171006,1901,QC,St. Jacques,"St. Jacques, VL",PLACE_QC176007,PLACE_QC073015_1921
QC171007,1891,QC,St. François de la Rivière du Sud,St. François,PLACE_QC171007_1891,PLACE_QC074009
QC171009,1901,QC,Ste. Marie-Salomé,Ste. Marie Salomée,PLACE_QC171009,PLACE_QC073009
QC171011,1911,QC,St. Jean Deschaillons,Deschaillons (St. Jean),PLACE_QC171011,PLACE_QC068001
QC171014,1911,QC,St. Patrice,St. Patrice de Beaurivage,PLACE_QC171014,PLACE_QC068016
QC171015,1911,QC,Ste. Philomène,Ste. Philomène de Fortierville,PLACE_QC171015,PLACE_QC068017
QC171017,1911,QC,Sacré-Coeur,Issoudun (N. D. du Sacré Cœur),PLACE_QC171017_1911,PLACE_QC068002
QC172001,1911,QC,"Montréal, ward-quartier DeLormier","Montréal, DeLormier ward-quartier",PLACE_QC172001_1911,PLACE_QC172001
QC172002,1901,QC,L'Assomption de Berthier,Berthier,PLACE_QC074003_1891,PLACE_QC074003
QC172002,1911,QC,"Montréal, ward-quartier Duvernay","Montréal, Duvernay ward-quartier",PLACE_QC172002,PLACE_QC172002
QC172003,1911,QC,"Montréal, ward-quartier Hochelaga","Montréal, Hochelaga ward-quartier",PLACE_QC172003_1911,PLACE_QC172003
QC172004,1891,QC,Ste. Brigitte,Laval,PLACE_QC178004,PLACE_QC178004
QC172004,1911,QC,"Montréal, ward-quartier Laurier","Montréal, Laurier ward-quartier",PLACE_QC172004_1911,PLACE_QC172004
QC172005,1911,QC,Maisonneuve t-v,"Maisonneuve, Town—Ville",PLACE_QC172005_1901,PLACE_QC172005_1891
QC172006,1911,QC,"Montréal, ward-quartier Rosemont","Montréal, Rosemont ward-quartier",PLACE_QC172006,PLACE_QC172006
QC172007,1911,QC,"Montréal, ward-quartier St. Denis","Montréal, St. Denis ward-quartier",PLACE_QC172007,PLACE_QC172007
QC172008,1911,QC,"Montréal, ward-quartier St. Jean Baptiste","Montréal, St. Jean Baptiste ward-quartier",PLACE_QC172008,PLACE_QC172008
QC172009,1911,QC,"Montréal, ward-quartier Ste. Marie (partie)","Montréal, Ste. Marie ward-quartier pt",PLACE_QC172009,PLACE_QC172009
QC173001,1871,QC,Groupe Sud,Hâvre Amherst,PLACE_QC173001,PLACE_QC039020
QC173002,1871,QC,Grindstone Island,Etang du Nord,PLACE_QC173002,PLACE_QC056015
QC173002,1911,QC,Louiseville,Rivière du Loup,PLACE_QC173002_1911,PLACE_QC069003_1891
QC173003,1871,QC,Allright Island,Hâvre aux Maisons,PLACE_QC173003,PLACE_QC056019
QC173004,1871,QC,Groupe Nord,"Grosse Ile, Isle Bryon & Bird Rocks",PLACE_QC173004,PLACE_QC154011
QC173004,1901,QC,Ste. Brigitte,Laval,PLACE_QC178004,PLACE_QC178004
QC173005,1891,QC,"Montréal, St. James', Ward—Quartier","Montreal, St. James Ward—Quartier St. Jacques",PLACE_QC173005,PLACE_QC176002
QC173006,1891,QC,"Montréal, St. Lawrence, Ward—Quartier","Montréal, St. Laurent ward-quartier",PLACE_QC173006,PLACE_QC182001
QC173008,1891,QC,"Montréal, St. Mary’s, Ward—Quartier","Montreal, St. Mary’s Ward—Quartier Ste. Marie",PLACE_QC173008_1881,PLACE_QC178001
QC174001,1901,QC,"Montreal, St. Ann’s Ward—Quartier Ste. Anne","Montréal, Ste. Anne ward-quartier",PLACE_QC174001,PLACE_QC179002_1901
QC174002,1901,QC,"Montréal, ward-quartier Centre","Montréal, Centre ward-quartier",PLACE_QC179001,PLACE_QC179001
QC174003,1901,QC,"Montreal, West Ward—Quartier Ouest","Montréal, West ward-quartier",PLACE_QC174003_1901,PLACE_QC179003
QC174004,1891,QC,St. Michel Archange,St. Michel,PLACE_QC077003_1921,PLACE_QC077003
QC174010,1911,QC,Sacré-Coeur de Marie,Très Saint Cœur de Marie,PLACE_QC174010_1911,PLACE_QC071018
QC174019,1911,QC,Thetford Mines t-v,"Thetford Mines, C",PLACE_QC174019,PLACE_QC071019
QC174023,1911,QC,"Plessisville, VL","Plessisville, Village",PLACE_QC071026,PLACE_QC071026
QC175001,1901,QC,"Montreal, St. Antoine Ward—Quartier","Montréal, St. Antoine ward-quartier",PLACE_QC175001,PLACE_QC180001
QC175004,1911,QC,Notre-Dame des Anges de Stanbridge,Notre Dame des Anges,PLACE_QC175004,PLACE_QC175004
QC175005,1891,QC,"Nicolet, Town—Ville","Nicolet, T-V",PLACE_QC179006,PLACE_QC078024
QC175007,1891,QC,Ste. Brigitte des Saults,Ste. Brigitte,PLACE_QC175007_1891,PLACE_QC175007_1871
QC175007,1911,QC,St. Georges,St. George de Clarenceville,PLACE_QC175007,PLACE_QC175007
QC175012,1891,QC,St. Léonard,"St. Léonard, VL",PLACE_QC175012,PLACE_QC078030
QC175012,1911,QC,"Bedford, T-V","Bedford, Town—Ville",PLACE_QC072013,PLACE_QC072013
QC175013,1911,QC,"Farnham, T-V","Farnham, Town—Ville",PLACE_QC072014,PLACE_QC072014
QC176001,1901,QC,"Montréal, ward-quartier East","Montréal, East ward-quartier",PLACE_QC181001,PLACE_QC181001
QC176001,1911,QC,Ascension,L'Ascension (Mousseau et Lynch),PLACE_QC176001_1911,PLACE_QC062025
QC176002,1911,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002,PLACE_QC073014_1921
QC176007,1911,QC,St. Jacques,"St. Jacques, VL",PLACE_QC176007,PLACE_QC073015_1921
QC176009,1891,QC,"Buckingham, Town—Ville","Buckingham, T-V",PLACE_QC176009,PLACE_QC062057
QC176029,1891,QC,"Montebello, VL","Montebello, Village",PLACE_QC062064,PLACE_QC062064
QC176031,1891,QC,Notre-Dame de Bon Secours,Notre Dame de Bonsecours,PLACE_QC176031,PLACE_QC062037
QC176033,1891,QC,Pointe Gatineau,"Pointe Gatineau, VL",PLACE_QC176033_1891,PLACE_QC057034
QC176039,1891,QC,"St. André Avelin, VL",St. André Avelin,PLACE_QC062068,PLACE_QC160033
QC176045,1891,QC,"Thurso, VL","Thurso, Village",PLACE_QC062069,PLACE_QC062069
