tcpuid,year,persistent_place_id
NS015013,1881,PLACE_NS009023
NS031020,1891,PLACE_NS009023
NS031021,1901,PLACE_NS009023
NS043020,1911,PLACE_NS009023
NS009023,1921,PLACE_NS009023
NS191010,1871,PLACE_NS009003_1921
NS015010,1881,PLACE_NS009003_1921
NS191014,1871,PLACE_NS009015
NS015014,1881,PLACE_NS009015
NS031013,1891,PLACE_NS009015
NS031014,1901,PLACE_NS009015
NS043013,1911,PLACE_NS009015
NS009015,1921,PLACE_NS009015
NS191011,1871,PLACE_NS009018
NS015009,1881,PLACE_NS009018
NS031019,1891,PLACE_NS009018
NS031020,1901,PLACE_NS009018
NS043019,1911,PLACE_NS009018
NS009018,1921,PLACE_NS009018
NS191999,1871,PLACE_NS009999
NS015999,1881,PLACE_NS009999
NS031999,1891,PLACE_NS009999
NS043999,1901,PLACE_NS009999
NS043999,1911,PLACE_NS009999
NS009999,1921,PLACE_NS009999
NS191009,1871,PLACE_NS009025
NS015008,1881,PLACE_NS009025
NS031022,1891,PLACE_NS009025
NS191004,1871,PLACE_NS009020
NS191008,1871,PLACE_NS009016
NS015007,1881,PLACE_NS009016
NS031014,1891,PLACE_NS009016
NS191007,1871,PLACE_NS009011
NS015002,1881,PLACE_NS009011
NS031010,1891,PLACE_NS009011
NS031011,1901,PLACE_NS009011
NS043010,1911,PLACE_NS009011
NS009011,1921,PLACE_NS009011
NS193006,1871,PLACE_NS013003
NS013003,1881,PLACE_NS013003
NS193007,1871,PLACE_NS193007
NS193008,1871,PLACE_NS040014
NS013007,1881,PLACE_NS040014
NS042009,1891,PLACE_NS040014
NS040014,1901,PLACE_NS040014
NS194001,1871,PLACE_NS017010
NS012004,1881,PLACE_NS017010
NS040012,1891,PLACE_NS017010
NS040030,1901,PLACE_NS017010
NS052023,1911,PLACE_NS017010
NS017010,1921,PLACE_NS017010
NS194002,1871,PLACE_NS017013
NS194003,1871,PLACE_NS194003
NS194005,1871,PLACE_NS017005
NS194004,1871,PLACE_NS017009
NS195003,1871,PLACE_NS015033
NS011008,1881,PLACE_NS015033
NS038010,1891,PLACE_NS015033
NS195002,1871,PLACE_NS038003
NS011009,1881,PLACE_NS038003
NS038003,1891,PLACE_NS038003
NS191006,1871,PLACE_NS009009
NS194006,1871,PLACE_NS052004
NS191005,1871,PLACE_NS009028
NS190015,1871,PLACE_NS004014
NS016015,1881,PLACE_NS004014
NS026016,1891,PLACE_NS004014
NS026016,1901,PLACE_NS004014
NS037014,1911,PLACE_NS004014
NS004014,1921,PLACE_NS004014
NS190009,1871,PLACE_NS016009
NS016009,1881,PLACE_NS016009
NS194007,1871,PLACE_NS017001
NS012011,1881,PLACE_NS017001
NS040001,1891,PLACE_NS017001
NS040020,1901,PLACE_NS017001
NS052002,1911,PLACE_NS017001
NS017001,1921,PLACE_NS017001
NS190008,1871,PLACE_NS004007
NS016008,1881,PLACE_NS004007
NS190007,1871,PLACE_NS004026
NS016007,1881,PLACE_NS004026
NS026012,1891,PLACE_NS004026
NS026012,1901,PLACE_NS004026
NS037010,1911,PLACE_NS004026
NS004026,1921,PLACE_NS004026
NS190010,1871,PLACE_NS004029
NS190006,1871,PLACE_NS016006
NS016006,1881,PLACE_NS016006
NS195004,1871,PLACE_NS038005
NS011013,1881,PLACE_NS038005
NS038005,1891,PLACE_NS038005
NS195005,1871,PLACE_NS038011
NS011002,1881,PLACE_NS038011
NS038011,1891,PLACE_NS038011
NS195007,1871,PLACE_NS038012
NS011004,1881,PLACE_NS038012
NS038012,1891,PLACE_NS038012
NS195006,1871,PLACE_NS015044
NS011001,1881,PLACE_NS015044
NS038006,1891,PLACE_NS015044
NS195001,1871,PLACE_NS038008
NS011005,1881,PLACE_NS038008
NS038008,1891,PLACE_NS038008
NS195008,1871,PLACE_NS015004_1901
NS011003,1881,PLACE_NS015004_1901
NS038002,1891,PLACE_NS015004_1901
NS195009,1871,PLACE_NS015037
NS011010,1881,PLACE_NS015037
NS038013,1891,PLACE_NS015037
NS037033,1901,PLACE_NS015037
NS049038,1911,PLACE_NS015037
NS015037,1921,PLACE_NS015037
NS195012,1871,PLACE_NS038004
NS011006,1881,PLACE_NS038004
NS038004,1891,PLACE_NS038004
NS195010,1871,PLACE_NS015003
NS011011,1881,PLACE_NS015003
NS038001,1891,PLACE_NS015003
NS037032,1901,PLACE_NS015003
NS049003,1911,PLACE_NS015003
NS015003,1921,PLACE_NS015003
NS195011,1871,PLACE_NS015024
NS011012,1881,PLACE_NS015024
NS038007,1891,PLACE_NS015024
NS037023,1901,PLACE_NS015024
NS049026,1911,PLACE_NS015024
NS015024,1921,PLACE_NS015024
NS196013,1871,PLACE_NS011041
NS010006,1881,PLACE_NS011041
NS034004,1891,PLACE_NS011041
NS033047,1901,PLACE_NS011041
NS045039,1911,PLACE_NS011041
NS011041,1921,PLACE_NS011041
NS196012,1871,PLACE_NS011040
NS010005,1881,PLACE_NS011040
NS034017,1891,PLACE_NS011040
NS033044,1901,PLACE_NS011040
NS045037,1911,PLACE_NS011040
NS011040,1921,PLACE_NS011040
NS195013,1871,PLACE_NS049028
NS011007,1881,PLACE_NS049028
NS038009,1891,PLACE_NS049028
NS037026,1901,PLACE_NS049028
NS049028,1911,PLACE_NS049028
NS196015,1871,PLACE_NS011005
NS010008,1881,PLACE_NS011005
NS034036,1891,PLACE_NS011005
NS033013,1901,PLACE_NS011005
NS045005,1911,PLACE_NS011005
NS011005,1921,PLACE_NS011005
NS196014,1871,PLACE_NS011039
NS010007,1881,PLACE_NS011039
NS034007,1891,PLACE_NS011039
NS033036,1901,PLACE_NS011039
NS045036,1911,PLACE_NS011039
NS011039,1921,PLACE_NS011039
NS196999,1871,PLACE_NS196999
NS196017,1871,PLACE_NS010010
NS010010,1881,PLACE_NS010010
NS196016,1871,PLACE_NS011009
NS010009,1881,PLACE_NS011009
NS196008,1871,PLACE_NS011024
NS010001,1881,PLACE_NS011024
NS034008,1891,PLACE_NS011024
NS033030,1901,PLACE_NS011024
NS045022,1911,PLACE_NS011024
NS011024,1921,PLACE_NS011024
NS196001,1871,PLACE_NS045043
NS009001,1881,PLACE_NS045043
NS196006,1871,PLACE_NS009006
NS009006,1881,PLACE_NS009006
NS196002,1871,PLACE_NS045044
NS009002,1881,PLACE_NS045044
NS188014,1871,PLACE_NS035007
NS018004,1881,PLACE_NS035007
NS035007,1891,PLACE_NS035007
NS189001,1871,PLACE_NS014016
NS017006,1881,PLACE_NS014016
NS037006,1891,PLACE_NS014016
NS196007,1871,PLACE_NS045048
NS009007,1881,PLACE_NS045048
NS196003,1871,PLACE_NS045045
NS009003,1881,PLACE_NS045045
NS196004,1871,PLACE_NS009004
NS009004,1881,PLACE_NS009004
NS196005,1871,PLACE_NS009005
NS009005,1881,PLACE_NS009005
NS196019,1871,PLACE_NS034009
NS010012,1881,PLACE_NS034009
NS034009,1891,PLACE_NS034009
NS188999,1871,PLACE_NS046999
NS018999,1881,PLACE_NS046999
NS035999,1891,PLACE_NS046999
NS046999,1901,PLACE_NS046999
NS046999,1911,PLACE_NS046999
NS189012,1871,PLACE_NS037012
NS017012,1881,PLACE_NS037012
NS037012,1891,PLACE_NS037012
NS189009,1871,PLACE_NS036002_1901
NS017013,1881,PLACE_NS036002_1901
NS037013,1891,PLACE_NS036002_1901
NS189010,1871,PLACE_NS014014
NS017005,1881,PLACE_NS014014
NS037005,1891,PLACE_NS014014
NS036024,1901,PLACE_NS014014
NS189011,1871,PLACE_NS014007
NS017014,1881,PLACE_NS014007
NS037014,1891,PLACE_NS014007
NS189008,1871,PLACE_NS037004
NS017004,1881,PLACE_NS037004
NS037004,1891,PLACE_NS037004
NS189005,1871,PLACE_NS014003_1901
NS017002,1881,PLACE_NS014003_1901
NS037002,1891,PLACE_NS014003_1901
NS189007,1871,PLACE_NS036009_1901
NS017003,1881,PLACE_NS036009_1901
NS037003,1891,PLACE_NS036009_1901
NS196011,1871,PLACE_NS011031
NS010004,1881,PLACE_NS011031
NS034003,1891,PLACE_NS011031
NS033037,1901,PLACE_NS011031
NS045029,1911,PLACE_NS011031
NS011031,1921,PLACE_NS011031
NS196010,1871,PLACE_NS011027
NS010003,1881,PLACE_NS011027
NS034002,1891,PLACE_NS011027
NS033033,1901,PLACE_NS011027
NS045025,1911,PLACE_NS011027
NS011027,1921,PLACE_NS011027
NS196009,1871,PLACE_NS034001
NS010002,1881,PLACE_NS034001
NS034001,1891,PLACE_NS034001
NS197004,1871,PLACE_NS011006
NS010017,1881,PLACE_NS011006
NS034031,1891,PLACE_NS011006
NS033014,1901,PLACE_NS011006
NS045006,1911,PLACE_NS011006
NS011006,1921,PLACE_NS011006
NS197006,1871,PLACE_NS011017
NS010019,1881,PLACE_NS011017
NS034026,1891,PLACE_NS011017
NS033025,1901,PLACE_NS011017
NS045017,1911,PLACE_NS011017
NS011017,1921,PLACE_NS011017
NS197007,1871,PLACE_NS010020
NS010020,1881,PLACE_NS010020
NS197005,1871,PLACE_NS011028
NS010018,1881,PLACE_NS011028
NS197008,1871,PLACE_NS010021
NS010021,1881,PLACE_NS010021
NS197009,1871,PLACE_NS011016
NS010022,1881,PLACE_NS011016
NS197017,1871,PLACE_NS011019
NS010030,1881,PLACE_NS011019
NS034014,1891,PLACE_NS011019
NS033027,1901,PLACE_NS011019
NS045019,1911,PLACE_NS011019
NS011019,1921,PLACE_NS011019
NS196018,1871,PLACE_NS011012
NS010011,1881,PLACE_NS011012
NS034010,1891,PLACE_NS011012
NS033020,1901,PLACE_NS011012
NS045012,1911,PLACE_NS011012
NS011012,1921,PLACE_NS011012
NS189002,1871,PLACE_NS036026
NS017007,1881,PLACE_NS036026
NS037007,1891,PLACE_NS036026
NS036026,1901,PLACE_NS036026
NS197001,1871,PLACE_NS011044
NS188013,1871,PLACE_NS012003
NS188012,1871,PLACE_NS012019
NS018003,1881,PLACE_NS012019
NS188011,1871,PLACE_NS012011
NS018005,1881,PLACE_NS012011
NS035020,1891,PLACE_NS012011
NS034013,1901,PLACE_NS012011
NS046012,1911,PLACE_NS012011
NS012011,1921,PLACE_NS012011
NS197002,1871,PLACE_NS011030
NS010015,1881,PLACE_NS011030
NS034011,1891,PLACE_NS011030
NS033045,1901,PLACE_NS011030
NS045028,1911,PLACE_NS011030
NS011030,1921,PLACE_NS011030
NS189004,1871,PLACE_NS036027
NS017008,1881,PLACE_NS036027
NS037008,1891,PLACE_NS036027
NS189003,1871,PLACE_NS037009
NS017009,1881,PLACE_NS037009
NS037009,1891,PLACE_NS037009
NS188010,1871,PLACE_NS012014
NS018006,1881,PLACE_NS012014
NS035002,1891,PLACE_NS012014
NS034016,1901,PLACE_NS012014
NS046015,1911,PLACE_NS012014
NS012014,1921,PLACE_NS012014
NS189006,1871,PLACE_NS014004_1911
NS017001,1881,PLACE_NS014004_1911
NS037001,1891,PLACE_NS014004_1911
NS198010,1871,PLACE_NS030029
NS022011,1881,PLACE_NS030029
NS030004,1891,PLACE_NS030029
NS030029,1901,PLACE_NS030029
NS198011,1871,PLACE_NS030011
NS022012,1881,PLACE_NS030011
NS030011,1891,PLACE_NS030011
NS198012,1871,PLACE_NS022013
NS022013,1881,PLACE_NS022013
NS188009,1871,PLACE_NS012010
NS018008,1881,PLACE_NS012010
NS035019,1891,PLACE_NS012010
NS034012,1901,PLACE_NS012010
NS046011,1911,PLACE_NS012010
NS012010,1921,PLACE_NS012010
NS197003,1871,PLACE_NS011007
NS010016,1881,PLACE_NS011007
NS034012,1891,PLACE_NS011007
NS033015,1901,PLACE_NS011007
NS045007,1911,PLACE_NS011007
NS011007,1921,PLACE_NS011007
NS188001,1871,PLACE_NS018007
NS018007,1881,PLACE_NS018007
NS188002,1871,PLACE_NS012005
NS018015,1881,PLACE_NS012005
NS035010,1891,PLACE_NS012005
NS034007,1901,PLACE_NS012005
NS046006,1911,PLACE_NS012005
NS012005,1921,PLACE_NS012005
NS188008,1871,PLACE_NS012009
NS018016,1881,PLACE_NS012009
NS035014,1891,PLACE_NS012009
NS034011,1901,PLACE_NS012009
NS046010,1911,PLACE_NS012009
NS012009,1921,PLACE_NS012009
NS188007,1871,PLACE_NS012007
NS018010,1881,PLACE_NS012007
NS035012,1891,PLACE_NS012007
NS034009,1901,PLACE_NS012007
NS046008,1911,PLACE_NS012007
NS012007,1921,PLACE_NS012007
NS197018,1871,PLACE_NS011010
NS010031,1881,PLACE_NS011010
NS034013,1891,PLACE_NS011010
NS033018,1901,PLACE_NS011010
NS045010,1911,PLACE_NS011010
NS011010,1921,PLACE_NS011010
NS188003,1871,PLACE_NS012015
NS018014,1881,PLACE_NS012015
NS035021,1891,PLACE_NS012015
NS034017,1901,PLACE_NS012015
NS046016,1911,PLACE_NS012015
NS012015,1921,PLACE_NS012015
NS188004,1871,PLACE_NS012008
NS188006,1871,PLACE_NS012013
NS018011,1881,PLACE_NS012013
NS035017,1891,PLACE_NS012013
NS034015,1901,PLACE_NS012013
NS046014,1911,PLACE_NS012013
NS197016,1871,PLACE_NS011018
NS010029,1881,PLACE_NS011018
NS034033,1891,PLACE_NS011018
NS033026,1901,PLACE_NS011018
NS045018,1911,PLACE_NS011018
NS011018,1921,PLACE_NS011018
NS197010,1871,PLACE_NS010023
NS010023,1881,PLACE_NS010023
NS197015,1871,PLACE_NS011021
NS010028,1881,PLACE_NS011021
NS034015,1891,PLACE_NS011021
NS033028,1901,PLACE_NS011021
NS045020,1911,PLACE_NS011021
NS197999,1871,PLACE_NS197999
NS197011,1871,PLACE_NS011033
NS010024,1881,PLACE_NS011033
NS034019,1891,PLACE_NS011033
NS033039,1901,PLACE_NS011033
NS045031,1911,PLACE_NS011033
NS197012,1871,PLACE_NS011025
NS010025,1881,PLACE_NS011025
NS034032,1891,PLACE_NS011025
NS033031,1901,PLACE_NS011025
NS045023,1911,PLACE_NS011025
NS011025,1921,PLACE_NS011025
NS196020,1871,PLACE_NS033007
NS009008,1881,PLACE_NS033007
NS033007,1891,PLACE_NS033007
NS197014,1871,PLACE_NS011023
NS010027,1881,PLACE_NS011023
NS034016,1891,PLACE_NS011023
NS033046,1901,PLACE_NS011023
NS045038,1911,PLACE_NS011023
NS011023,1921,PLACE_NS011023
NS199014,1871,PLACE_NS019019
NS197013,1871,PLACE_NS011037
NS010026,1881,PLACE_NS011037
NS034018,1891,PLACE_NS011037
NS033042,1901,PLACE_NS011037
NS045034,1911,PLACE_NS011037
NS011037,1921,PLACE_NS011037
NS199013,1871,PLACE_NS007012
NS019017,1881,PLACE_NS007012
NS188005,1871,PLACE_NS012006
NS018012,1881,PLACE_NS012006
NS199001,1871,PLACE_NS199001
NS199012,1871,PLACE_NS007004
NS019015,1881,PLACE_NS007004
NS029004,1891,PLACE_NS007004
NS029003,1901,PLACE_NS007004
NS041004,1911,PLACE_NS007004
NS007004,1921,PLACE_NS007004
NS199002,1871,PLACE_NS007010_1901
NS199011,1871,PLACE_NS007026
NS199003,1871,PLACE_NS007020
NS199010,1871,PLACE_NS007011
NS019006,1881,PLACE_NS007011
NS029011,1891,PLACE_NS007011
NS029010,1901,PLACE_NS007011
NS041011,1911,PLACE_NS007011
NS007011,1921,PLACE_NS007011
NS198006,1871,PLACE_NS008028
NS198007,1871,PLACE_NS008019
NS022008,1881,PLACE_NS008019
NS202008,1871,PLACE_NS010021_1891
NS008008,1881,PLACE_NS010021_1891
NS202999,1871,PLACE_NS010999
NS008999,1881,PLACE_NS010999
NS032999,1891,PLACE_NS010999
NS044999,1901,PLACE_NS010999
NS044999,1911,PLACE_NS010999
NS010999,1921,PLACE_NS010999
NS200999,1871,PLACE_NS016999
NS020999,1881,PLACE_NS016999
NS039999,1891,PLACE_NS016999
NS050999,1901,PLACE_NS016999
NS050999,1911,PLACE_NS016999
NS016999,1921,PLACE_NS016999
NS200011,1871,PLACE_NS016026
NS020012,1881,PLACE_NS016026
NS039021,1891,PLACE_NS016026
NS038026,1901,PLACE_NS016026
NS050025,1911,PLACE_NS016026
NS016026,1921,PLACE_NS016026
NS202007,1871,PLACE_NS010028
NS008007,1881,PLACE_NS010028
NS032018,1891,PLACE_NS010028
NS202009,1871,PLACE_NS010002
NS008009,1881,PLACE_NS010002
NS032001,1891,PLACE_NS010002
NS032001,1901,PLACE_NS010002
NS044002,1911,PLACE_NS010002
NS010002,1921,PLACE_NS010002
NS200013,1871,PLACE_NS016018
NS020014,1881,PLACE_NS016018
NS200018,1871,PLACE_NS200018
NS202006,1871,PLACE_NS202006
NS200010,1871,PLACE_NS016024
NS020011,1881,PLACE_NS016024
NS039018,1891,PLACE_NS016024
NS038023,1901,PLACE_NS016024
NS050023,1911,PLACE_NS016024
NS016024,1921,PLACE_NS016024
NS199009,1871,PLACE_NS007016
NS019007,1881,PLACE_NS007016
NS029016,1891,PLACE_NS007016
NS029015,1901,PLACE_NS007016
NS041016,1911,PLACE_NS007016
NS007016,1921,PLACE_NS007016
NS198005,1871,PLACE_NS008026
NS199008,1871,PLACE_NS007009
NS019012,1881,PLACE_NS007009
NS029008,1891,PLACE_NS007009
NS029008,1901,PLACE_NS007009
NS041009,1911,PLACE_NS007009
NS007009,1921,PLACE_NS007009
NS199004,1871,PLACE_NS007015
NS019008,1881,PLACE_NS007015
NS029015,1891,PLACE_NS007015
NS029014,1901,PLACE_NS007015
NS041015,1911,PLACE_NS007015
NS007015,1921,PLACE_NS007015
NS200001,1871,PLACE_NS020001
NS020001,1881,PLACE_NS020001
NS199007,1871,PLACE_NS007005
NS019011,1881,PLACE_NS007005
NS029005,1891,PLACE_NS007005
NS029004,1901,PLACE_NS007005
NS041005,1911,PLACE_NS007005
NS007005,1921,PLACE_NS007005
NS198003,1871,PLACE_NS008016
NS199005,1871,PLACE_NS019009
NS019009,1881,PLACE_NS019009
NS198004,1871,PLACE_NS030018
NS199006,1871,PLACE_NS019010
NS019010,1881,PLACE_NS019010
NS200012,1871,PLACE_NS016023
NS020013,1881,PLACE_NS016023
NS039017,1891,PLACE_NS016023
NS038022,1901,PLACE_NS016023
NS202010,1871,PLACE_NS202010
NS200017,1871,PLACE_NS016021
NS020019,1881,PLACE_NS016021
NS039015,1891,PLACE_NS016021
NS038020,1901,PLACE_NS016021
NS050020,1911,PLACE_NS016021
NS200014,1871,PLACE_NS200014
NS202011,1871,PLACE_NS010004
NS008005,1881,PLACE_NS010004
NS032003,1891,PLACE_NS010004
NS032003,1901,PLACE_NS010004
NS044004,1911,PLACE_NS010004
NS010004,1921,PLACE_NS010004
NS202005,1871,PLACE_NS202005
NS200009,1871,PLACE_NS016016
NS020010,1881,PLACE_NS016016
NS039011,1891,PLACE_NS016016
NS038015,1901,PLACE_NS016016
NS050015,1911,PLACE_NS016016
NS016016,1921,PLACE_NS016016
NS200019,1871,PLACE_NS200019
NS200015,1871,PLACE_NS020017_1881
NS200020,1871,PLACE_NS200020
NS200007,1871,PLACE_NS020008
NS020008,1881,PLACE_NS020008
NS200016,1871,PLACE_NS016019
NS020018,1881,PLACE_NS016019
NS039014,1891,PLACE_NS016019
NS202012,1871,PLACE_NS010027
NS008012,1881,PLACE_NS010027
NS032017,1891,PLACE_NS010027
NS032018,1901,PLACE_NS010027
NS200021,1871,PLACE_NS016003_1871
NS020023,1881,PLACE_NS016003_1871
NS039003,1891,PLACE_NS016003_1871
NS038004,1901,PLACE_NS016003_1871
NS050003,1911,PLACE_NS016003_1871
NS016003,1921,PLACE_NS016003_1871
NS200005,1871,PLACE_NS039005
NS020005,1881,PLACE_NS039005
NS039005,1891,PLACE_NS039005
NS202001,1871,PLACE_NS202001
NS201002,1871,PLACE_NS005007
NS201001,1871,PLACE_NS005016
NS021001,1881,PLACE_NS005016
NS200006,1871,PLACE_NS016037
NS202004,1871,PLACE_NS202004
NS200002,1871,PLACE_NS016029
NS020002,1881,PLACE_NS016029
NS039025,1891,PLACE_NS016029
NS038030,1901,PLACE_NS016029
NS050028,1911,PLACE_NS016029
NS016029,1921,PLACE_NS016029
NS200008,1871,PLACE_NS020009
NS020009,1881,PLACE_NS020009
NS200003,1871,PLACE_NS016028
NS020003,1881,PLACE_NS016028
NS039024,1891,PLACE_NS016028
NS038029,1901,PLACE_NS016028
NS050027,1911,PLACE_NS016028
NS016028,1921,PLACE_NS016028
NS200004,1871,PLACE_NS016006_1901
NS020004,1881,PLACE_NS016006_1901
NS039004,1891,PLACE_NS016006_1901
NS198009,1871,PLACE_NS008018
NS022010,1881,PLACE_NS008018
NS030013,1891,PLACE_NS008018
NS198008,1871,PLACE_NS030005
NS022009,1881,PLACE_NS030005
NS198001,1871,PLACE_NS030002
NS022001,1881,PLACE_NS030002
NS198002,1871,PLACE_NS030003
NS022002,1881,PLACE_NS030003
NS030003,1891,PLACE_NS030003
NS200022,1871,PLACE_NS038003_1871
NS020024,1881,PLACE_NS038003_1871
NS039002,1891,PLACE_NS038003_1871
NS038003,1901,PLACE_NS038003_1871
NS202002,1871,PLACE_NS010005
NS008002,1881,PLACE_NS010005
NS032004,1891,PLACE_NS010005
NS032004,1901,PLACE_NS010005
NS044005,1911,PLACE_NS010005
NS010005,1921,PLACE_NS010005
NS201007,1871,PLACE_NS027013
NS021007,1881,PLACE_NS027013
NS027013,1891,PLACE_NS027013
NS201003,1871,PLACE_NS005019
NS021003,1881,PLACE_NS005019
NS202003,1871,PLACE_NS010033
NS008003,1881,PLACE_NS010033
NS032002,1891,PLACE_NS010033
NS032002,1901,PLACE_NS010033
NS202013,1871,PLACE_NS202013
NS202014,1871,PLACE_NS044017
NS008011,1881,PLACE_NS044017
NS032013,1891,PLACE_NS044017
NS032013,1901,PLACE_NS044017
NS044017,1911,PLACE_NS044017
NS201008,1871,PLACE_NS038006_1891
NS021008,1881,PLACE_NS038006_1891
NS201004,1871,PLACE_NS005002
NS021004,1881,PLACE_NS005002
NS201006,1871,PLACE_NS005009
NS021006,1881,PLACE_NS005009
NS027011,1891,PLACE_NS005009
NS027010,1901,PLACE_NS005009
NS038010,1911,PLACE_NS005009
NS005009,1921,PLACE_NS005009
NS202015,1871,PLACE_NS010022_1901
NS008014,1881,PLACE_NS010022_1901
NS032015,1891,PLACE_NS010022_1901
NS201009,1871,PLACE_NS201009
NS201005,1871,PLACE_NS005003
NS021005,1881,PLACE_NS005003
NS027004,1891,PLACE_NS005003
NS027004,1901,PLACE_NS005003
NS038003,1911,PLACE_NS005003
NS005003,1921,PLACE_NS005003
NS206013,1871,PLACE_NS018003_1871
NS007011,1881,PLACE_NS018003_1871
NS041015,1891,PLACE_NS018003_1871
NS039002,1901,PLACE_NS018003_1871
NS051003,1911,PLACE_NS018003_1871
NS018003,1921,PLACE_NS018003_1871
NS206011,1871,PLACE_NS051011
NS007002,1881,PLACE_NS051011
NS206012,1871,PLACE_NS018001
NS007001,1881,PLACE_NS018001
NS041001,1891,PLACE_NS018001
NS039001,1901,PLACE_NS018001
NS051001,1911,PLACE_NS018001
NS018001,1921,PLACE_NS018001
NS206008,1871,PLACE_NS041012
NS007004,1881,PLACE_NS041012
NS041012,1891,PLACE_NS041012
NS206010,1871,PLACE_NS041004
NS007003,1881,PLACE_NS041004
NS041004,1891,PLACE_NS041004
NS203001,1871,PLACE_NS004001
NS004001,1881,PLACE_NS004001
NS203002,1871,PLACE_NS013018
NS004002,1881,PLACE_NS013018
NS036018,1891,PLACE_NS013018
NS035020,1901,PLACE_NS013018
NS047019,1911,PLACE_NS013018
NS013018,1921,PLACE_NS013018
NS206009,1871,PLACE_NS018014
NS007006,1881,PLACE_NS018014
NS041011,1891,PLACE_NS018014
NS039013,1901,PLACE_NS018014
NS051015,1911,PLACE_NS018014
NS018014,1921,PLACE_NS018014
NS203003,1871,PLACE_NS013021
NS004003,1881,PLACE_NS013021
NS036012,1891,PLACE_NS013021
NS035023,1901,PLACE_NS013021
NS047022,1911,PLACE_NS013021
NS013021,1921,PLACE_NS013021
NS206007,1871,PLACE_NS018004
NS007005,1881,PLACE_NS018004
NS041003,1891,PLACE_NS018004
NS039003,1901,PLACE_NS018004
NS051004,1911,PLACE_NS018004
NS018004,1921,PLACE_NS018004
NS203005,1871,PLACE_NS013006
NS004005,1881,PLACE_NS013006
NS036006,1891,PLACE_NS013006
NS035006,1901,PLACE_NS013006
NS047006,1911,PLACE_NS013006
NS013006,1921,PLACE_NS013006
NS206005,1871,PLACE_NS018009
NS007010,1881,PLACE_NS018009
NS206006,1871,PLACE_NS018016
NS007007,1881,PLACE_NS018016
NS041013,1891,PLACE_NS018016
NS039016,1901,PLACE_NS018016
NS051017,1911,PLACE_NS018016
NS203004,1871,PLACE_NS013017
NS004004,1881,PLACE_NS013017
NS036017,1891,PLACE_NS013017
NS035019,1901,PLACE_NS013017
NS047018,1911,PLACE_NS013017
NS013017,1921,PLACE_NS013017
NS206004,1871,PLACE_NS018007_1871
NS007009,1881,PLACE_NS018007_1871
NS041006,1891,PLACE_NS018007_1871
NS039006,1901,PLACE_NS018007_1871
NS051007,1911,PLACE_NS018007_1871
NS018007,1921,PLACE_NS018007_1871
NS203006,1871,PLACE_NS013027
NS004006,1881,PLACE_NS013027
NS036016,1891,PLACE_NS013027
NS035018,1901,PLACE_NS013027
NS206003,1871,PLACE_NS018013
NS007008,1881,PLACE_NS018013
NS041010,1891,PLACE_NS018013
NS039012,1901,PLACE_NS018013
NS051014,1911,PLACE_NS018013
NS018013,1921,PLACE_NS018013
NS203016,1871,PLACE_NS004017
NS206002,1871,PLACE_NS018010
NS007012,1881,PLACE_NS018010
NS041007,1891,PLACE_NS018010
NS039008,1901,PLACE_NS018010
NS051010,1911,PLACE_NS018010
NS018010,1921,PLACE_NS018010
NS206001,1871,PLACE_NS018006
NS007013,1881,PLACE_NS018006
NS041005,1891,PLACE_NS018006
NS039005,1901,PLACE_NS018006
NS051006,1911,PLACE_NS018006
NS018006,1921,PLACE_NS018006
NS203007,1871,PLACE_NS004008
NS004008,1881,PLACE_NS004008
NS203008,1871,PLACE_NS013008_1871
NS004009,1881,PLACE_NS013008_1871
NS036008,1891,PLACE_NS013008_1871
NS035008,1901,PLACE_NS013008_1871
NS047008,1911,PLACE_NS013008_1871
NS013008,1921,PLACE_NS013008_1871
NS205014,1871,PLACE_NS006013
NS204002,1871,PLACE_NS204002
NS204001,1871,PLACE_NS043007
NS005003,1881,PLACE_NS043007
NS043007,1891,PLACE_NS043007
NS203015,1871,PLACE_NS013007
NS004016,1881,PLACE_NS013007
NS036007,1891,PLACE_NS013007
NS035007,1901,PLACE_NS013007
NS047007,1911,PLACE_NS013007
NS013007,1921,PLACE_NS013007
NS205005,1871,PLACE_NS006006_1921
NS006001,1881,PLACE_NS006006_1921
NS028012,1891,PLACE_NS006006_1921
NS028015,1901,PLACE_NS006006_1921
NS039013,1911,PLACE_NS006006_1921
NS205013,1871,PLACE_NS006018
NS203009,1871,PLACE_NS013020
NS004011,1881,PLACE_NS013020
NS036019,1891,PLACE_NS013020
NS035022,1901,PLACE_NS013020
NS205006,1871,PLACE_NS205006
NS204003,1871,PLACE_NS020013
NS005004,1881,PLACE_NS020013
NS043011,1891,PLACE_NS020013
NS041012,1901,PLACE_NS020013
NS039019,1911,PLACE_NS020013
NS020013,1921,PLACE_NS020013
NS203010,1871,PLACE_NS013001
NS004010,1881,PLACE_NS013001
NS036001,1891,PLACE_NS013001
NS035001,1901,PLACE_NS013001
NS047001,1911,PLACE_NS013001
NS013001,1921,PLACE_NS013001
NS205004,1871,PLACE_NS006001
NS006002,1881,PLACE_NS006001
NS028003,1891,PLACE_NS006001
NS028004,1901,PLACE_NS006001
NS039006,1911,PLACE_NS006001
NS006001,1921,PLACE_NS006001
NS203014,1871,PLACE_NS013012
NS004015,1881,PLACE_NS013012
NS036011,1891,PLACE_NS013012
NS035013,1901,PLACE_NS013012
NS047013,1911,PLACE_NS013012
NS013012,1921,PLACE_NS013012
