tcpuid,year,persistent_place_id
QC155016,1891,PLACE_QC160001_1881
QC155001,1901,PLACE_QC160001_1881
QC160001,1911,PLACE_QC160001_1881
QC092002,1881,PLACE_QC158001_1881
QC158001,1891,PLACE_QC158001_1881
QC092006,1881,PLACE_QC076031_1881
QC158004,1891,PLACE_QC076031_1881
QC157011,1901,PLACE_QC076031_1881
QC162018,1911,PLACE_QC076031_1881
QC076031,1921,PLACE_QC076031_1881
QC108004,1871,PLACE_QC092004_1871
QC092004,1881,PLACE_QC092004_1871
QC092009,1881,PLACE_QC092009_1881
QC092010,1881,PLACE_QC092010_1881
QC102012,1871,PLACE_QC060004_1901
QC087011,1881,PLACE_QC060004_1901
QC159004,1891,PLACE_QC060004_1901
QC102006,1871,PLACE_QC102006
QC087013,1881,PLACE_QC060007
QC159006,1891,PLACE_QC060007
QC158007,1901,PLACE_QC060007
QC163006,1911,PLACE_QC060007
QC060007,1921,PLACE_QC060007
QC042013,1881,PLACE_QC042013_1881
QC165005,1871,PLACE_QC061007_1871
QC042005,1881,PLACE_QC061007_1871
QC160007,1891,PLACE_QC061007_1871
QC159008,1901,PLACE_QC061007_1871
QC164007,1911,PLACE_QC061007_1871
QC061007,1921,PLACE_QC061007_1871
QC165008,1871,PLACE_QC160010
QC042009,1881,PLACE_QC160010
QC160010,1891,PLACE_QC160010
QC042010,1881,PLACE_QC042010_1881
QC165006,1871,PLACE_QC061015
QC042006,1881,PLACE_QC061015
QC160014,1891,PLACE_QC061015
QC159016,1901,PLACE_QC061015
QC164015,1911,PLACE_QC061015
QC061015,1921,PLACE_QC061015
QC097005,1881,PLACE_QC176008
QC176008,1891,PLACE_QC176008
QC097023,1881,PLACE_QC062040
QC176034,1891,PLACE_QC062040
QC160029,1901,PLACE_QC062040
QC165033,1911,PLACE_QC062040
QC062040,1921,PLACE_QC062040
QC097022,1881,PLACE_QC097022
QC097007,1881,PLACE_QC097007
QC097019,1881,PLACE_QC062018
QC176016,1891,PLACE_QC062018
QC160007,1901,PLACE_QC062018
QC097020,1881,PLACE_QC062051
QC176043,1891,PLACE_QC062051
QC097013,1881,PLACE_QC160025
QC176030,1891,PLACE_QC160025
QC160025,1901,PLACE_QC160025
QC097016,1881,PLACE_QC062064
QC176029,1891,PLACE_QC062064
QC160022,1901,PLACE_QC062064
QC165054,1911,PLACE_QC062064
QC062064,1921,PLACE_QC062064
QC097033,1881,PLACE_QC160031
QC176036,1891,PLACE_QC160031
QC160031,1901,PLACE_QC160031
QC097004,1881,PLACE_QC160030
QC176035,1891,PLACE_QC160030
QC160030,1901,PLACE_QC160030
QC070007,1881,PLACE_QC077006
QC174001,1891,PLACE_QC077006
QC161007,1901,PLACE_QC077006
QC166013,1911,PLACE_QC077006
QC077006,1921,PLACE_QC077006
QC070004,1881,PLACE_QC166009
QC174003,1891,PLACE_QC166009
QC161009,1901,PLACE_QC166009
QC166009,1911,PLACE_QC166009
QC098002,1871,PLACE_QC168009_1911
QC093002,1881,PLACE_QC168009_1911
QC163004,1891,PLACE_QC168009_1911
QC163012,1901,PLACE_QC168009_1911
QC093003,1881,PLACE_QC076049
QC163005,1891,PLACE_QC076049
QC163013,1901,PLACE_QC076049
QC168019,1911,PLACE_QC076049
QC076049,1921,PLACE_QC076049
QC043002,1881,PLACE_QC067007
QC165006,1891,PLACE_QC067007
QC043001,1881,PLACE_QC170001
QC165003,1891,PLACE_QC170001
QC043005,1881,PLACE_QC043005_1881
QC155009,1871,PLACE_QC068024
QC049010,1881,PLACE_QC068024
QC166001,1891,PLACE_QC068024
QC166003,1901,PLACE_QC068024
QC155006,1871,PLACE_QC068026
QC049006,1881,PLACE_QC068026
QC166008,1891,PLACE_QC068026
QC166010,1901,PLACE_QC068026
QC049011,1881,PLACE_QC068011
QC166009,1891,PLACE_QC068011
QC049014,1881,PLACE_QC068027
QC166015,1891,PLACE_QC068027
QC166017,1901,PLACE_QC068027
QC085008,1881,PLACE_QC069001_1891
QC085002,1881,PLACE_QC069014
QC167002,1891,PLACE_QC069014
QC168002,1901,PLACE_QC069014
QC173012,1911,PLACE_QC069014
QC069014,1921,PLACE_QC069014
QC085006,1881,PLACE_QC069011_1921
QC167009,1891,PLACE_QC069011_1921
QC168009,1901,PLACE_QC069011_1921
QC173008,1911,PLACE_QC069011_1921
QC085007,1881,PLACE_QC168010
QC167010,1891,PLACE_QC168010
QC050005,1881,PLACE_QC050005
QC050006,1881,PLACE_QC050006
QC050007,1881,PLACE_QC071009
QC168008,1891,PLACE_QC071009
QC169010,1901,PLACE_QC071009
QC050008,1881,PLACE_QC174011
QC050003,1881,PLACE_QC169016
QC168010,1891,PLACE_QC169016
QC169016,1901,PLACE_QC169016
QC156004,1871,PLACE_QC168011
QC050004,1881,PLACE_QC168011
QC168011,1891,PLACE_QC168011
QC050011,1881,PLACE_QC050011_1881
QC050012,1881,PLACE_QC050012_1881
QC101002,1871,PLACE_QC073008
QC089002,1881,PLACE_QC073008
QC170008,1891,PLACE_QC073008
QC171008,1901,PLACE_QC073008
QC176009,1911,PLACE_QC073008
QC073008,1921,PLACE_QC073008
QC044008,1881,PLACE_QC044008_1881
QC078001,1881,PLACE_QC075013
QC172011,1891,PLACE_QC075013
QC173011,1901,PLACE_QC075013
QC178013,1911,PLACE_QC075013
QC075013,1921,PLACE_QC075013
QC078006,1881,PLACE_QC075011
QC172012,1891,PLACE_QC075011
QC173012,1901,PLACE_QC075011
QC178011,1911,PLACE_QC075011
QC075011,1921,PLACE_QC075011
QC104002,1871,PLACE_QC173001
QC090003,1881,PLACE_QC173001
QC173001,1891,PLACE_QC173001
QC106002,1871,PLACE_QC106002
QC090008,1881,PLACE_QC180001
QC173004,1891,PLACE_QC180001
QC175001,1901,PLACE_QC180001
QC180001,1911,PLACE_QC180001
QC105001,1871,PLACE_QC182002
QC090005,1881,PLACE_QC182002
QC173007,1891,PLACE_QC182002
QC177002,1901,PLACE_QC182002
QC182002,1911,PLACE_QC182002
QC051015,1881,PLACE_QC051015
QC051004,1881,PLACE_QC078005_1881
QC175006,1891,PLACE_QC078005_1881
QC179007,1901,PLACE_QC078005_1881
QC184006,1911,PLACE_QC078005_1881
QC078005,1921,PLACE_QC078005_1881
QC135013,1871,PLACE_QC175007_1871
QC051014,1881,PLACE_QC175007_1871
QC175007,1891,PLACE_QC175007_1871
QC135015,1871,PLACE_QC184009
QC051012,1881,PLACE_QC184009
QC175009,1891,PLACE_QC184009
QC051016,1881,PLACE_QC078010
QC135014,1871,PLACE_QC078030
QC051010,1881,PLACE_QC078030
QC175012,1891,PLACE_QC078030
QC051008,1881,PLACE_QC078015
QC175014,1891,PLACE_QC078015
QC135012,1871,PLACE_QC078016
QC051009,1881,PLACE_QC078016
QC175015,1891,PLACE_QC078016
QC179016,1901,PLACE_QC078016
QC184015,1911,PLACE_QC078016
QC078016,1921,PLACE_QC078016
QC051002,1881,PLACE_QC078020
QC051001,1881,PLACE_QC078017
QC135010,1871,PLACE_QC175020
QC051011,1881,PLACE_QC175020
QC175020,1891,PLACE_QC175020
QC098017,1881,PLACE_QC177021
QC177021,1891,PLACE_QC177021
QC098001,1881,PLACE_QC098001
QC098002,1881,PLACE_QC079017
QC177016,1891,PLACE_QC079017
QC180016,1901,PLACE_QC079017
QC185019,1911,PLACE_QC079017
QC079017,1921,PLACE_QC079017
QC098003,1881,PLACE_QC079002
QC177001,1891,PLACE_QC079002
QC180002,1901,PLACE_QC079002
QC185003,1911,PLACE_QC079002
QC079002,1921,PLACE_QC079002
QC098008,1881,PLACE_QC185005
QC177003,1891,PLACE_QC185005
QC180004,1901,PLACE_QC185005
QC185005,1911,PLACE_QC185005
QC098018,1881,PLACE_QC079010
QC098013,1881,PLACE_QC185017
QC177015,1891,PLACE_QC185017
QC180015,1901,PLACE_QC185017
QC185017,1911,PLACE_QC185017
QC098014,1881,PLACE_QC079022
QC177024,1891,PLACE_QC079022
QC180025,1901,PLACE_QC079022
QC185022,1911,PLACE_QC079022
QC079022,1921,PLACE_QC079022
QC098999,1881,PLACE_QC180999
QC177999,1891,PLACE_QC180999
QC180999,1901,PLACE_QC180999
QC081012,1881,PLACE_QC080009
QC178010,1891,PLACE_QC080009
QC081011,1881,PLACE_QC080031
QC178013,1891,PLACE_QC080031
QC081004,1881,PLACE_QC178001_1881
QC178001,1891,PLACE_QC178001_1881
QC081003,1881,PLACE_QC080018
QC178016,1891,PLACE_QC080018
QC079010,1881,PLACE_QC189004
QC179010,1891,PLACE_QC189004
QC184004,1901,PLACE_QC189004
QC189004,1911,PLACE_QC189004
QC080008,1881,PLACE_QC081010
QC180010,1891,PLACE_QC081010
QC185009,1901,PLACE_QC081010
QC190009,1911,PLACE_QC081010
QC081010,1921,PLACE_QC081010
QC061006,1881,PLACE_QC082001
QC181002,1891,PLACE_QC082001
QC186001,1901,PLACE_QC082001
QC061003,1881,PLACE_QC061003
QC061002,1881,PLACE_QC061002_1881
QC061004,1881,PLACE_QC082002
QC181003,1891,PLACE_QC082002
QC186002,1901,PLACE_QC082002
QC191002,1911,PLACE_QC082002
QC082002,1921,PLACE_QC082002
QC061005,1881,PLACE_QC082008
QC181010,1891,PLACE_QC082008
QC186008,1901,PLACE_QC082008
QC191008,1911,PLACE_QC082008
QC082008,1921,PLACE_QC082008
QC138004,1871,PLACE_QC083002
QC053004,1881,PLACE_QC083002
QC182002,1891,PLACE_QC083002
QC187003,1901,PLACE_QC083002
QC192003,1911,PLACE_QC083002
QC053012,1881,PLACE_QC099012_1891
QC053018,1881,PLACE_QC099003_1901
QC053014,1881,PLACE_QC099007
QC182014,1891,PLACE_QC099007
QC187024,1901,PLACE_QC099007
QC192010,1911,PLACE_QC099007
QC099007,1921,PLACE_QC099007
QC053015,1881,PLACE_QC182006
QC182006,1891,PLACE_QC182006
QC053016,1881,PLACE_QC099009_1881
QC182016,1891,PLACE_QC099009_1881
QC187026,1901,PLACE_QC099009_1881
QC192012,1911,PLACE_QC099009_1881
QC099009,1921,PLACE_QC099009_1881
QC053017,1881,PLACE_QC182018
QC182018,1891,PLACE_QC182018
QC053013,1881,PLACE_QC099005_1881
QC182007,1891,PLACE_QC099005_1881
QC187027,1901,PLACE_QC099005_1881
QC192016,1911,PLACE_QC099005_1881
QC099005,1921,PLACE_QC099005_1881
QC053019,1881,PLACE_QC099013_1921
QC182019,1891,PLACE_QC099013_1921
QC053009,1881,PLACE_QC083012
QC182021,1891,PLACE_QC083012
QC187015,1901,PLACE_QC083012
QC192026,1911,PLACE_QC083012
QC083012,1921,PLACE_QC083012
QC040022,1881,PLACE_QC070007
QC183017,1891,PLACE_QC070007
QC040020,1881,PLACE_QC183006
QC183006,1891,PLACE_QC183006
QC040009,1881,PLACE_QC084005
QC040006,1881,PLACE_QC188005
QC183007,1891,PLACE_QC188005
QC188005,1901,PLACE_QC188005
QC040008,1881,PLACE_QC188007
QC167007,1871,PLACE_QC084002
QC040011,1881,PLACE_QC084002
QC040004,1881,PLACE_QC193012
QC183016,1891,PLACE_QC193012
QC188014,1901,PLACE_QC193012
QC193012,1911,PLACE_QC193012
QC167009,1871,PLACE_QC084007
QC040012,1881,PLACE_QC084007
QC183018,1891,PLACE_QC084007
QC188016,1901,PLACE_QC084007
QC193014,1911,PLACE_QC084007
QC084007,1921,PLACE_QC084007
QC040015,1881,PLACE_QC084013
QC183024,1891,PLACE_QC084013
QC188025,1901,PLACE_QC084013
QC193023,1911,PLACE_QC084013
QC084013,1921,PLACE_QC084013
QC040014,1881,PLACE_QC084009_1911
QC183021,1891,PLACE_QC084009_1911
QC188020,1901,PLACE_QC084009_1911
QC168004,1871,PLACE_QC168004_1871
QC040017,1881,PLACE_QC193029
QC183027,1891,PLACE_QC193029
QC040018,1881,PLACE_QC040018_1881
QC040019,1881,PLACE_QC040019_1881
QC040999,1881,PLACE_QC040999_1881
QC123001,1871,PLACE_QC123001
QC063001,1881,PLACE_QC063001_1881
QC063006,1881,PLACE_QC085003
QC184006,1891,PLACE_QC085003
QC189006,1901,PLACE_QC085003
QC194003,1911,PLACE_QC085003
QC085003,1921,PLACE_QC085003
QC123008,1871,PLACE_QC085004
QC063008,1881,PLACE_QC085004
QC063003,1881,PLACE_QC063003
QC063002,1881,PLACE_QC085008_1881
QC184012,1891,PLACE_QC085008_1881
QC189012,1901,PLACE_QC085008_1881
QC194008,1911,PLACE_QC085008_1881
QC085008,1921,PLACE_QC085008_1881
QC062009,1881,PLACE_QC091001_1881
QC185001,1891,PLACE_QC091001_1881
QC190001,1901,PLACE_QC091001_1881
QC195001,1911,PLACE_QC091001_1881
QC091001,1921,PLACE_QC091001_1881
QC062002,1881,PLACE_QC185002_1881
QC185002,1891,PLACE_QC185002_1881
QC062008,1881,PLACE_QC091004
QC185004,1891,PLACE_QC091004
QC190005,1901,PLACE_QC091004
QC195005,1911,PLACE_QC091004
QC091004,1921,PLACE_QC091004
QC121009,1871,PLACE_QC091007
QC062003,1881,PLACE_QC091007
QC185008,1891,PLACE_QC091007
QC062005,1881,PLACE_QC190011
QC185009,1891,PLACE_QC190011
QC190011,1901,PLACE_QC190011
QC062006,1881,PLACE_QC082004_1921
QC185010,1891,PLACE_QC082004_1921
QC127003,1871,PLACE_QC127003
QC059003,1881,PLACE_QC087006
QC188010,1891,PLACE_QC087006
QC192008,1901,PLACE_QC087006
QC197006,1911,PLACE_QC087006
QC087006,1921,PLACE_QC087006
QC127005,1871,PLACE_QC197010_1901
QC059005,1881,PLACE_QC197010_1901
QC074006,1881,PLACE_QC089002
QC190005,1891,PLACE_QC089002
QC194005,1901,PLACE_QC089002
QC199001,1911,PLACE_QC089002
QC089002,1921,PLACE_QC089002
QC074005,1881,PLACE_QC089001_1881
QC190006,1891,PLACE_QC089001_1881
QC194006,1901,PLACE_QC089001_1881
QC199002,1911,PLACE_QC089001_1881
QC089001,1921,PLACE_QC089001_1881
QC074002,1881,PLACE_QC089005_1881
QC190010,1891,PLACE_QC089005_1881
QC194010,1901,PLACE_QC089005_1881
QC199005,1911,PLACE_QC089005_1881
QC089005,1921,PLACE_QC089005_1881
QC074001,1881,PLACE_QC089012
QC056008,1881,PLACE_QC090013
QC191005,1891,PLACE_QC090013
QC195005,1901,PLACE_QC090013
QC200012,1911,PLACE_QC090013
QC090013,1921,PLACE_QC090013
QC056009,1881,PLACE_QC195001
QC191001,1891,PLACE_QC195001
QC195001,1901,PLACE_QC195001
QC141005,1871,PLACE_QC090002
QC056006,1881,PLACE_QC090002
QC191002,1891,PLACE_QC090002
QC195002,1901,PLACE_QC090002
QC200002,1911,PLACE_QC090002
QC090002,1921,PLACE_QC090002
QC141001,1871,PLACE_QC090008
QC056003,1881,PLACE_QC090012
QC191003,1891,PLACE_QC090012
QC195003,1901,PLACE_QC090012
QC200011,1911,PLACE_QC090012
QC090012,1921,PLACE_QC090012
QC166015,1871,PLACE_QC166015
QC041020,1881,PLACE_QC095026
QC192023,1891,PLACE_QC095026
QC196023,1901,PLACE_QC095026
QC201021,1911,PLACE_QC095026
QC041017,1881,PLACE_QC041017
QC041011,1881,PLACE_QC095012
QC192015,1891,PLACE_QC095012
QC196014,1901,PLACE_QC095012
QC201012,1911,PLACE_QC095012
QC095012,1921,PLACE_QC095012
QC041010,1881,PLACE_QC095017
QC192018,1891,PLACE_QC095017
QC041009,1881,PLACE_QC095013
QC192016,1891,PLACE_QC095013
QC041014,1881,PLACE_QC095027
QC192024,1891,PLACE_QC095027
QC196024,1901,PLACE_QC095027
QC201022,1911,PLACE_QC095027
QC099013,1871,PLACE_QC197002
QC094014,1881,PLACE_QC197002
QC193002,1891,PLACE_QC197002
QC197002,1901,PLACE_QC197002
QC099012,1871,PLACE_QC202006
QC094013,1881,PLACE_QC202006
QC193006,1891,PLACE_QC202006
QC197007,1901,PLACE_QC202006
QC094005,1881,PLACE_QC096009_1881
QC193007,1891,PLACE_QC096009_1881
QC197008,1901,PLACE_QC096009_1881
QC202007,1911,PLACE_QC096009_1881
QC096009,1921,PLACE_QC096009_1881
QC094010,1881,PLACE_QC096010
QC193008,1891,PLACE_QC096010
QC197009,1901,PLACE_QC096010
QC094016,1881,PLACE_QC096013
QC094017,1881,PLACE_QC096012
QC193012,1891,PLACE_QC096012
QC099011,1871,PLACE_QC197015
QC094012,1881,PLACE_QC197015
QC193014,1891,PLACE_QC197015
QC197015,1901,PLACE_QC197015
QC084007,1881,PLACE_QC093005
QC187003,1891,PLACE_QC093005
QC198008,1901,PLACE_QC093005
QC203004,1911,PLACE_QC093005
QC093005,1921,PLACE_QC093005
QC084004,1881,PLACE_QC093007
QC187005,1891,PLACE_QC093007
QC198010,1901,PLACE_QC093007
QC203006,1911,PLACE_QC093007
QC129008,1871,PLACE_QC093009
QC084006,1881,PLACE_QC093009
QC187006,1891,PLACE_QC093009
QC198011,1901,PLACE_QC093009
QC203008,1911,PLACE_QC093009
QC093009,1921,PLACE_QC093009
QC075001,1881,PLACE_QC097009_1881
QC195004,1891,PLACE_QC097009_1881
QC199005,1901,PLACE_QC097009_1881
QC204008,1911,PLACE_QC097009_1881
QC097009,1921,PLACE_QC097009_1881
QC075008,1881,PLACE_QC097004
QC195007,1891,PLACE_QC097004
QC199008,1901,PLACE_QC097004
QC204004,1911,PLACE_QC097004
QC097004,1921,PLACE_QC097004
QC075006,1881,PLACE_QC097006_1901
QC097043,1881,PLACE_QC057013
QC176020,1891,PLACE_QC057013
QC200014,1901,PLACE_QC057013
QC205011,1911,PLACE_QC057013
QC057013,1921,PLACE_QC057013
QC097044,1881,PLACE_QC057001_1881
QC176002,1891,PLACE_QC057001_1881
QC200001,1901,PLACE_QC057001_1881
QC205001,1911,PLACE_QC057001_1881
QC057001,1921,PLACE_QC057001_1881
QC097031,1881,PLACE_QC057025
QC176048,1891,PLACE_QC057025
QC097041,1881,PLACE_QC057006
QC176013,1891,PLACE_QC057006
QC149999,1871,PLACE_QC147999
QC077999,1881,PLACE_QC147999
QC147999,1891,PLACE_QC147999
QC086009,1881,PLACE_QC043009_1911
QC142009,1891,PLACE_QC043009_1911
QC086010,1881,PLACE_QC043008_1881
QC142008,1891,PLACE_QC043008_1881
QC142006,1901,PLACE_QC043008_1881
QC147006,1911,PLACE_QC043008_1881
QC043008,1921,PLACE_QC043008_1881
QC091019,1881,PLACE_QC076014_1921
QC155013,1891,PLACE_QC076014_1921
QC157008,1901,PLACE_QC076014_1921
QC162016,1911,PLACE_QC076014_1921
QC091002,1881,PLACE_QC172004
QC155010,1891,PLACE_QC172004
QC167007,1901,PLACE_QC172004
QC172004,1911,PLACE_QC172004
QC091003,1881,PLACE_QC167005_1881
QC155003,1891,PLACE_QC167005_1881
QC167005,1901,PLACE_QC167005_1881
QC058005,1881,PLACE_QC138008_1881
QC138007,1891,PLACE_QC138008_1881
QC138008,1901,PLACE_QC138008_1881
QC168008,1871,PLACE_QC070009_1911
QC040025,1881,PLACE_QC070009_1911
QC183020,1891,PLACE_QC070009_1911
QC188019,1901,PLACE_QC070009_1911
QC040026,1881,PLACE_QC188001_1891
QC055007,1881,PLACE_QC088007
QC189006,1891,PLACE_QC088007
QC193006,1901,PLACE_QC088007
QC198006,1911,PLACE_QC088007
QC088007,1921,PLACE_QC088007
QC055002,1881,PLACE_QC193005
QC189004,1891,PLACE_QC193005
QC193005,1901,PLACE_QC193005
QC055004,1881,PLACE_QC193002
QC189001,1891,PLACE_QC193002
QC193002,1901,PLACE_QC193002
QC055001,1881,PLACE_QC193004
QC189003,1891,PLACE_QC193004
QC193004,1901,PLACE_QC193004
QC055003,1881,PLACE_QC193003_1881
QC189002,1891,PLACE_QC193003_1881
QC193003,1901,PLACE_QC193003_1881
QC041016,1881,PLACE_QC196019
QC192009,1891,PLACE_QC196019
QC196019,1901,PLACE_QC196019
QC041019,1881,PLACE_QC095016
QC192019,1891,PLACE_QC095016
QC196018,1901,PLACE_QC095016
QC201016,1911,PLACE_QC095016
QC095016,1921,PLACE_QC095016
QC041005,1881,PLACE_QC095023
QC192021,1891,PLACE_QC095023
QC196021,1901,PLACE_QC095023
QC201019,1911,PLACE_QC095023
QC095023,1921,PLACE_QC095023
QC094003,1881,PLACE_QC096020
QC193017,1891,PLACE_QC096020
QC197018,1901,PLACE_QC096020
QC202021,1911,PLACE_QC096020
QC119002,1871,PLACE_QC098012
QC066001,1881,PLACE_QC098012
QC196008,1891,PLACE_QC098012
QC145019,1901,PLACE_QC098012
QC150024,1911,PLACE_QC098012
QC098012,1921,PLACE_QC098012
QC089009,1881,PLACE_QC170003
QC170003,1891,PLACE_QC170003
QC098005,1881,PLACE_QC079029
QC177020,1891,PLACE_QC079029
QC180020,1901,PLACE_QC079029
QC185030,1911,PLACE_QC079029
QC079029,1921,PLACE_QC079029
QC081999,1881,PLACE_QC081999_1881
QC080004,1881,PLACE_QC080004
QC059007,1881,PLACE_QC087004
QC076999,1881,PLACE_QC149999
QC149999,1891,PLACE_QC149999
QC149999,1901,PLACE_QC149999
QC048011,1881,PLACE_QC048011_1881
QC052012,1881,PLACE_QC054004_1921
QC052033,1881,PLACE_QC052033
QC039011,1881,PLACE_QC056031
QC046003,1881,PLACE_QC066015
QC097008,1881,PLACE_QC097008
QC097028,1881,PLACE_QC057034
QC176033,1891,PLACE_QC057034
QC200019,1901,PLACE_QC057034
QC205026,1911,PLACE_QC057034
QC057034,1921,PLACE_QC057034
QC097030,1881,PLACE_QC097030
QC097029,1881,PLACE_QC097029
QC097010,1881,PLACE_QC097010
QC097009,1881,PLACE_QC097009_1881_1881
QC097011,1881,PLACE_QC097011_1881
QC041999,1881,PLACE_QC041999_1881
QC086005,1881,PLACE_QC142012
QC142012,1891,PLACE_QC142012
QC086003,1881,PLACE_QC043001_1881
QC142001,1891,PLACE_QC043001_1881
QC142001,1901,PLACE_QC043001_1881
QC147001,1911,PLACE_QC043001_1881
QC043001,1921,PLACE_QC043001_1881
QC133007,1871,PLACE_QC133007
QC082015,1881,PLACE_QC082015
QC086011,1881,PLACE_QC043011
QC082999,1881,PLACE_QC146999
QC146999,1891,PLACE_QC146999
QC146999,1901,PLACE_QC146999
QC133006,1871,PLACE_QC133006
QC082010,1881,PLACE_QC047021
QC146016,1891,PLACE_QC047021
QC076032,1881,PLACE_QC149039
QC149039,1891,PLACE_QC149039
QC082013,1881,PLACE_QC047020
QC095007,1881,PLACE_QC052008_1881
QC151009,1891,PLACE_QC052008_1881
QC151009,1901,PLACE_QC052008_1881
QC156008,1911,PLACE_QC052008_1881
QC052008,1921,PLACE_QC052008_1881
QC092001,1881,PLACE_QC076012
QC158002,1891,PLACE_QC076012
QC157004,1901,PLACE_QC076012
QC162013,1911,PLACE_QC076012
QC087999,1881,PLACE_QC163999
QC159999,1891,PLACE_QC163999
QC158999,1901,PLACE_QC163999
QC163999,1911,PLACE_QC163999
QC165010,1871,PLACE_QC165010
QC046001,1881,PLACE_QC066014
QC164003,1891,PLACE_QC066014
QC164003,1901,PLACE_QC066014
QC169015,1911,PLACE_QC066014
QC046006,1881,PLACE_QC046006_1881_1881
QC046005,1881,PLACE_QC169001
QC164004,1891,PLACE_QC169001
QC164004,1901,PLACE_QC169001
QC125011,1871,PLACE_QC072002
QC065010,1881,PLACE_QC072002
QC169006,1891,PLACE_QC072002
QC170006,1901,PLACE_QC072002
QC175002,1911,PLACE_QC072002
QC072002,1921,PLACE_QC072002
QC082011,1881,PLACE_QC093008_1921
QC083005,1881,PLACE_QC083005
QC097042,1881,PLACE_QC097042
QC097045,1881,PLACE_QC200020
QC176042,1891,PLACE_QC200020
QC200020,1901,PLACE_QC200020
QC098019,1881,PLACE_QC098019
QC067006,1881,PLACE_QC046002
QC145003,1891,PLACE_QC046002
QC145003,1901,PLACE_QC046002
QC150002,1911,PLACE_QC046002
QC046002,1921,PLACE_QC046002
QC091999,1881,PLACE_QC162999
QC155999,1891,PLACE_QC162999
QC157999,1901,PLACE_QC162999
QC162999,1911,PLACE_QC162999
QC082012,1881,PLACE_QC047032
ON058007,1871,PLACE_ON125011
ON125011,1881,PLACE_ON125011
QC152006,1871,PLACE_QC149050
QC076009,1881,PLACE_QC149050
QC149035,1891,PLACE_QC149050
QC149050,1901,PLACE_QC149050
QC152004,1871,PLACE_QC086070
QC076007,1881,PLACE_QC086070
QC149036,1891,PLACE_QC086070
QC149051,1901,PLACE_QC086070
QC152003,1871,PLACE_QC149048
QC076006,1881,PLACE_QC149048
QC149034,1891,PLACE_QC149048
QC149048,1901,PLACE_QC149048
QC160006,1871,PLACE_QC047012
QC047012,1881,PLACE_QC047012
QC160007,1871,PLACE_QC053010
QC047013,1881,PLACE_QC053010
QC136010,1871,PLACE_QC158010
QC052011,1881,PLACE_QC158010
QC153010,1891,PLACE_QC158010
QC153007,1901,PLACE_QC158010
QC158010,1911,PLACE_QC158010
QC137005,1871,PLACE_QC038021
QC052016,1881,PLACE_QC038021
QC102011,1871,PLACE_QC060011
QC087007,1881,PLACE_QC060011
QC159010,1891,PLACE_QC060011
QC158011,1901,PLACE_QC060011
QC163010,1911,PLACE_QC060011
QC060011,1921,PLACE_QC060011
QC153007,1871,PLACE_QC066007
QC046004,1881,PLACE_QC066007
QC143011,1871,PLACE_QC080016
QC081014,1881,PLACE_QC080016
QC178015,1891,PLACE_QC080016
QC181016,1901,PLACE_QC080016
QC168002,1871,PLACE_QC188010
QC040016,1881,PLACE_QC188010
QC183013,1891,PLACE_QC188010
QC188010,1901,PLACE_QC188010
QC168007,1871,PLACE_QC040024
QC040024,1881,PLACE_QC040024
QC134001,1871,PLACE_QC201008
QC057002,1881,PLACE_QC201008
QC197006,1891,PLACE_QC201008
QC201008,1901,PLACE_QC201008
QC150002,1871,PLACE_QC149013
QC076013,1881,PLACE_QC149013
ON046049,1891,PLACE_ON127006_1891
ON044083,1901,PLACE_ON127006_1891
ON054012,1911,PLACE_ON127006_1891
ON127006,1921,PLACE_ON127006_1891
ON046059,1891,PLACE_ON127016
ON044094,1901,PLACE_ON127016
ON054080,1911,PLACE_ON127016
ON046046,1891,PLACE_ON127003
ON044081,1901,PLACE_ON127003
ON054006,1911,PLACE_ON127003
ON127003,1921,PLACE_ON127003
ON046050,1891,PLACE_ON127007
ON044084,1901,PLACE_ON127007
ON054013,1911,PLACE_ON127007
ON127007,1921,PLACE_ON127007
ON046048,1891,PLACE_ON054008
ON046054,1891,PLACE_ON046054
ON096011,1891,PLACE_ON096011
ON096004,1891,PLACE_ON096004
ON096003,1891,PLACE_ON096003
ON096006,1891,PLACE_ON096006_1891
ON096002,1891,PLACE_ON130090
ON092041,1901,PLACE_ON130090
ON099167,1911,PLACE_ON130090
ON130090,1921,PLACE_ON130090
ON096001,1891,PLACE_ON096001
ON096009,1891,PLACE_ON096009
ON096008,1891,PLACE_ON096008
ON096007,1891,PLACE_ON096007
ON046001,1891,PLACE_ON092003
ON092003,1901,PLACE_ON092003
ON046003,1891,PLACE_ON102012
ON044006,1901,PLACE_ON102012
ON054024,1911,PLACE_ON102012
ON102012,1921,PLACE_ON102012
ON046011,1891,PLACE_ON102045
ON044015,1901,PLACE_ON102045
ON054050,1911,PLACE_ON102045
ON102045,1921,PLACE_ON102045
ON046007,1891,PLACE_ON046007
ON046008,1891,PLACE_ON046008
ON046004,1891,PLACE_ON046004
ON046027,1891,PLACE_ON046027
ON096010,1891,PLACE_ON096010
ON046012,1891,PLACE_ON046012
ON046036,1891,PLACE_ON146096
ON046025,1891,PLACE_ON046025
ON046034,1891,PLACE_ON046034
ON046026,1891,PLACE_ON046026
ON046033,1891,PLACE_ON046033
ON046032,1891,PLACE_ON147017
ON044060,1901,PLACE_ON147017
ON123054,1911,PLACE_ON147017
ON147017,1921,PLACE_ON147017
ON046052,1891,PLACE_ON127010
ON044086,1901,PLACE_ON127010
ON054019,1911,PLACE_ON127010
