tcpuid_from,year_from,name_from,tcpuid_to,year_to,name_to,province,iou,name_similarity
NS045011,1911,Hackett Cove,NS011011,1921,Hackett Cove (Haggens Cove),NS,1.0,58.08
NS045014,1911,Hubbard Cove,NS011014,1921,Hubbard Cove (North Shore),NS,1.0,59.21
NS045028,1911,Sackville,NS011030,1921,Sackville (13 Mile House),NS,0.9828,52.06
NS045036,1911,Spryfield,NS011039,1921,Spryfield (Prospect Road),NS,1.0,52.06
NS045038,1911,Upper Musquodoboit,NS011023,1921,Musquodoboit Upper,NS,1.0,61.67
NS046001,1911,Avondale,NS012001,1921,Avondale (Newport Sounding),NS,1.0,62.0
NS046015,1911,South Newport,NS012014,1921,South Newport (Brooklyn),NS,1.0,79.19
NS048010,1911,Medford,NS014999,1921,NO DATA,NS,1.0,50.0
NS049031,1911,Petite Rivière,NS015033,1921,Petite Rivière & Broad Cove,NS,1.0,77.8
NS049036,1911,Rose Bay,NS015036,1921,Rose Bay (Cross Roads),NS,1.0,67.33
NS050001,1911,Abercrombie,NS016001,1921,Abercrombie & Granton,NS,1.0,78.12
NS052001,1911,Barrington Head,NS019001,1921,Barrington Head & Passage,NS,1.0,72.5
NS052002,1911,Brookfield,NS017001,1921,Brookfield N.,NS,1.0,75.87
NS052006,1911,Centreville,NS019007,1921,North Cape Island (Centreville),NS,1.0,56.67
NS052008,1911,Clark Harbour,NS019016,1921,"Clarks Harbour, T-V",NS,1.0,76.88
NS052013,1911,Hunt Point,NS017006,1921,Hunt Point (White Point),NS,1.0,56.18
NS052028,1911,Western Head,NS017011,1921,Western Head (Moose Harbour),NS,1.0,57.0
NS053002,1911,Argyle Head,NS021003,1921,Argyle Head & Lower Argyle,NS,1.0,71.62
ON054002,1911,Allan,ON127001,1921,Allan,ON,1.0,76.67
ON054003,1911,Assiginack,ON127002,1921,Assiginack,ON,1.0,76.67
ON054004,1911,Baldwin,ON146006,1921,Baldwin,ON,1.0,70.0
ON054006,1911,Barrie Island,ON127003,1921,Barrie Island,ON,1.0,76.67
ON054007,1911,Bidwell,ON127004,1921,BidweIl,ON,1.0,66.67
ON054012,1911,Burpee,ON127006,1921,Burpee,ON,1.0,76.67
ON054013,1911,Campbell,ON127007,1921,Campbell,ON,1.0,76.67
ON054016,1911,Cartier,ON146019,1921,Cartier,ON,1.0,70.0
ON054017,1911,Chapleau,ON146022,1921,Chapleau,ON,0.9884,70.0
ON054019,1911,Cockburn,ON127010,1921,Cockburn,ON,0.9801,76.67
ON054022,1911,Creighton,ON146028,1921,Creighton,ON,1.0,70.0
ON054023,1911,Dawson,ON127011,1921,Dawson,ON,1.0,76.67
ON054025,1911,Denison,ON146031,1921,Denison,ON,1.0,70.0
ON054026,1911,Denton,ON148054,1921,Denton,ON,1.0,76.32
ON054027,1911,Doloro,ON148053,1921,Deloro,ON,1.0,64.65
ON054028,1911,Dowling,ON146033,1921,Dowling,ON,1.0,70.0
ON054029,1911,Drury,ON146034,1921,Drury,ON,0.9999,70.0
ON054030,1911,Duck Island,ON127012,1921,Duck Island,ON,1.0,76.67
ON054035,1911,Foster,ON146042,1921,Foster,ON,1.0,70.0
ON054039,1911,Gough,ON146047,1921,Gough,ON,1.0,70.0
ON054041,1911,Graham,ON146049,1921,Graham,ON,0.9998,70.0
ON054043,1911,Hallam,ON146053,1921,HalIam,ON,1.0,58.33
ON054044,1911,Harrow,ON146055,1921,Harrow,ON,1.0,70.0
ON054046,1911,Hess,ON146061,1921,Hess,ON,1.0,70.0
ON054054,1911,Lorne,ON146074,1921,Lorne,ON,1.0,70.0
ON054055,1911,Louise,ON146076,1921,Louise,ON,1.0,70.0
ON054056,1911,Lumbo,ON102064,1921,Morin,ON,1.0,53.71
ON054057,1911,Lumsden,ON146077,1921,Lumsden,ON,1.0,70.0
ON054058,1911,MacKinnon,ON146081,1921,Mackinnon,ON,1.0,70.0
ON054059,1911,May,ON146087,1921,May,ON,1.0,70.0
ON054062,1911,Mills,ON127015,1921,Mills,ON,1.0,76.67
ON054065,1911,Nairn,ON146093,1921,Nairn,ON,1.0,70.0
ON054068,1911,Ogden,ON148142,1921,Ogden,ON,1.0,76.32
ON054069,1911,Pardee,ON146114,1921,Strathearn,ON,1.0,17.5
ON054076,1911,Porcupine Branch T N O Ry,ON148090,1921,Hoyle,ON,1.0,20.32
ON054078,1911,Rayside,ON146103,1921,Rayside,ON,1.0,70.0
ON054082,1911,Rutherford,ON127017,1921,Rutherford,ON,1.0,76.67
ON054083,1911,Salter,ON146105,1921,Salter,ON,1.0,70.0
ON054084,1911,Sandfield,ON127018,1921,Sandfield,ON,1.0,76.67
ON054085,1911,Shakespeare,ON146110,1921,Shakespeare,ON,1.0,70.0
ON054086,1911,Shaw,ON148161,1921,Shaw,ON,1.0,76.32
ON054089,1911,Snider,ON146112,1921,Snider,ON,1.0,70.0
ON054092,1911,Tehkummah,ON127020,1921,Tehkummah,ON,1.0,76.67
ON054095,1911,Thornloe,ON148176,1921,Thornelow,ON,1.0,63.96
ON054098,1911,Trill,ON146120,1921,Trill,ON,1.0,70.0
ON054099,1911,Turnbull,ON148181,1921,Turnbull,ON,0.9999,76.32
ON054101,1911,Waters,ON146124,1921,Waters,ON,1.0,70.0
ON054103,1911,Whitesides,ON148184,1921,Whitesides,ON,1.0,76.32
ON054104,1911,Whitney,ON148185,1921,Whitney,ON,1.0,76.32
ON054114,1911,Chelmsford t-v,ON146131,1921,"Chelmsford, T-V",ON,1.0,67.59
ON054115,1911,Gore Bay t-v,ON127023,1921,"Gore Bay, T-V",ON,1.0,73.87
ON054116,1911,Little Current t-v,ON127024,1921,"Little Current, T-V",ON,1.0,74.77
ON054117,1911,Massey t-v,ON146133,1921,"Massey, T-V",ON,1.0,66.67
ON054119,1911,Webbwood t-v,ON146135,1921,"Webbwood, T-V",ON,1.0,67.2
ON055024,1911,Tarbutt,ON102088,1921,Tarbutt } Tarbutt Additional,ON,1.0,50.5
ON058001,1911,Elizabeth town,ON124004,1921,Elizabethtown,ON,1.0,75.41
ON058002,1911,Yonge & Escott front,ON124009,1921,Yonge & Escott Front,ON,1.0,78.0
ON058003,1911,Yonge & Escott rear,ON124010,1921,Yonge & Escott Rear,ON,1.0,78.0
ON058004,1911,Brockville t-v,ON124011,1921,"Brockville, T-V",ON,1.0,75.59
ON058005,1911,Athens vl,ON124013,1921,"Athens, VL",ON,1.0,74.32
ON068015,1911,Tilbury t-v part,ON110026,1921,"Tilbury (pt), T-V",ON,1.0,71.67
ON069018,1911,Wolfe Island,ON111016,1921,Wolfe Island & Garden Island,ON,0.9978,72.0
ON080007,1911,Marmora,ON118013,1921,Marmora & Lake,ON,0.9957,70.67
ON085001,1911,Dover E } Dover W-O,ON121003,1921,Dover E & W,ON,1.0,66.67
ON085009,1911,Tilbury t-v part,ON121017,1921,"Tilbury (pt), T-V",ON,1.0,66.67
ON086001,1911,Kingston c,ON111017,1921,"Kingston, C",ON,1.0,77.25
ON086002,1911,Portsmouth vl,ON111018,1921,"Portsmouth, VL",ON,1.0,78.0
ON088006,1911,Sarnia t-v,ON122012,1921,"Sarnia, C",ON,1.0,74.91
ON099003,1911,Appleby,ON146002,1921,Appleby,ON,1.0,73.75
ON099005,1911,Aurey,ON146004,1921,Awrey,ON,1.0,59.75
ON099011,1911,Blezard,ON146013,1921,Blezard,ON,1.0,73.75
ON099018,1911,Broder,ON146014,1921,Broder,ON,1.0,73.75
ON099031,1911,Casimir,ON146020,1921,Casimir,ON,1.0,73.75
ON099034,1911,Charters,ON148043,1921,Chatters,ON,1.0,79.25
ON099036,1911,Clara,ON142012,1921,Clara,ON,1.0,73.75
ON099037,1911,Cleland,ON146025,1921,Cleland,ON,1.0,73.75
ON099042,1911,Creelman,ON146027,1921,Creelman,ON,1.0,73.75
ON099045,1911,Davis,ON146029,1921,Davis,ON,1.0,73.75
ON099048,1911,Dill,ON146032,1921,Dill,ON,1.0,73.75
ON099050,1911,Dryden,ON146035,1921,Dryden,ON,1.0,73.75
ON099052,1911,Dunnett,ON146036,1921,Dunnet,ON,1.0,68.37
ON099056,1911,Falconbridge,ON146040,1921,Falconbridge,ON,1.0,73.75
ON099060,1911,Garson,ON146045,1921,Garson,ON,1.0,73.75
ON099067,1911,Hagar,ON146052,1921,Hagar,ON,1.0,73.75
ON099068,1911,Hanmer,ON146054,1921,Hanmer,ON,1.0,73.75
ON099069,1911,Harlev,ON148081,1921,Harley,ON,1.0,76.33
ON099072,1911,Hawley,ON146057,1921,Hawley,ON,1.0,73.75
ON099073,1911,Head,ON142016,1921,Head,ON,1.0,73.75
ON099074,1911,Hendrie,ON146058,1921,Hendrie,ON,1.0,73.75
ON099081,1911,Hutton,ON146062,1921,Hutton,ON,1.0,73.75
ON099084,1911,Jennings,ON146066,1921,Jennings,ON,1.0,73.75
ON099102,1911,Maria,ON142020,1921,Maria,ON,1.0,73.75
ON099104,1911,Martland,ON146084,1921,Martland,ON,1.0,73.75
ON099111,1911,Muro,ON148134,1921,Munroe,ON,1.0,74.0
ON099112,1911,Neelon,ON146094,1921,Neelon,ON,1.0,73.75
ON099117,1911,Pacard,ON148145,1921,Pacaud,ON,1.0,76.33
ON099125,1911,Rathburne,ON146101,1921,Rathbone,ON,1.0,61.4
ON099126,1911,Ratter,ON146102,1921,Ratter,ON,1.0,73.75
ON099131,1911,Scollard,ON146107,1921,Scollard,ON,1.0,73.75
ON099132,1911,Secord,ON146109,1921,Secord,ON,1.0,73.75
ON099155,1911,French River I R,ON146011,1921,Bigwood,ON,1.0,9.84
ON099163,1911,Copper Cliff t-v,ON146132,1921,"Copper Cliff, T-V",ON,1.0,71.63
ON106008,1911,Tavistock vl pt,ON134017,1921,"Tavistock (pt), VL",ON,1.0,76.62
ON108050,1911,French River vl,ON135019,1921,Henvey,ON,1.0,56.67
ON111009,1911,Tavistock vl part,ON137017,1921,"Tavistock (pt), VL",ON,1.0,73.0
ON113006,1911,Monaghan S,ON132006,1921,Monaghan S,ON,0.9986,76.0
ON113008,1911,Peterborough c } Ashburnham vl,ON138017,1921,"Peterborough, C",ON,1.0,69.27
ON118004,1911,Gloucester,ON105002,1921,Gloucester,ON,0.9956,78.0
ON118005,1911,Osgoode,ON105009,1921,Osgoode,ON,1.0,78.0
ON118010,1911,Eastview vl,ON105012,1921,"Eastview, T-V",ON,1.0,66.33
ON119003,1911,Orillia,ON144009,1921,Orillia N & S,ON,1.0,74.71
ON119011,1911,Christian Islands I R,ON144017,1921,Indian reserves,ON,1.0,52.94
ON123002,1911,Aubrey,ON120001,1921,Aubrey,ON,1.0,75.81
ON123008,1911,Britton,ON120002,1921,Britton,ON,1.0,75.81
ON123022,1911,Eton,ON120005,1921,Eton,ON,1.0,75.81
ON123031,1911,Lake of the Woods,ON120009,1921,Lake of the Woods,ON,1.0,75.81
ON123033,1911,Langton,ON120010,1921,Langton,ON,1.0,75.81
ON123045,1911,Melgund,ON120011,1921,Melgund,ON,1.0,75.81
ON123049,1911,Mutrie,ON120013,1921,Mutrie,ON,1.0,75.81
ON123068,1911,Rowell,ON120019,1921,Rowell,ON,1.0,75.81
ON123069,1911,Rugby,ON120020,1921,Rugby,ON,1.0,75.81
ON123070,1911,Sandford,ON120021,1921,Sandford,ON,1.0,75.81
ON123072,1911,Scoble,ON147022,1921,Scobel,ON,1.0,76.67
ON123085,1911,Temple,ON120023,1921,Temple,ON,1.0,75.81
ON123087,1911,Van Home,ON120025,1921,VanHorne,ON,1.0,58.31
ON123090,1911,Wainwright,ON120027,1921,Wainwright,ON,1.0,75.81
ON123092,1911,White DogPost,ON120028,1921,White Dog Post,ON,1.0,73.21
ON123096,1911,Along C P R between English & Kaministiquia rivers,ON147027,1921,C.P.R. Conmee-English River,ON,1.0,52.88
ON123121,1911,Dryden t-v,ON120043,1921,"Dryden, T-V",ON,1.0,72.47
ON123123,1911,Kenora t-v,ON120045,1921,"Kenora, T-V",ON,1.0,72.47
ON123124,1911,Keewatin t-v,ON120044,1921,"Keewatin, T-V",ON,1.0,73.01
ON129023,1911,McCIintock,ON116013,1921,McClintock,ON,1.0,73.0
ON129028,1911,Sherbourne,ON116017,1921,Sherborne,ON,1.0,76.32
ON129029,1911,Snowden,ON116018,1921,Snowdon,ON,1.0,70.0
ON130004,1911,Berlin t-v,ON150007,1921,"Kitchener, C",ON,1.0,45.76
ON131004,1911,Galt t-v,ON150006,1921,"Galt, C",ON,1.0,73.33
ON132001,1911,Bertie,ON151015,1921,"Crystal Beach, VL",ON,1.0,48.26
ON132012,1911,Bridgeburg vl,ON151001,1921,Bertie,ON,0.9841,59.47
ON136006,1911,Mimico vl,ON154014,1921,"Mimico, T-V",ON,1.0,72.0
ON136008,1911,Weston vl,ON154017,1921,"Weston, T-V",ON,1.0,72.0
SK207002,1911,White Bear I R,SK171020,1921,Indian reserves,SK,1.0,29.31
SK207003,1911,Alameda t-v,SK171021,1921,"Alameda, T-V",SK,1.0,76.96
SK207004,1911,Arcola t-v,SK171022,1921,"Arcola, T-V",SK,1.0,76.67
SK207005,1911,Carlyle t-v,SK171023,1921,"Carlyle, T-V",SK,1.0,76.96
SK207006,1911,Carnduff t-v,SK171024,1921,"Carnduff, T-V",SK,1.0,77.2
SK207007,1911,Estevan t-v,SK171025,1921,"Estevan, T-V",SK,1.0,76.96
SK207008,1911,Oxbow t-v,SK171026,1921,"Oxbow, T-V",SK,1.0,76.32
SK207009,1911,Weyburn t-v,SK172021,1921,"Weyburn, C",SK,1.0,63.33
SK207010,1911,Antler vl (T7 R30 MW1),SK171027,1921,"Antler, VL",SK,1.0,49.38
SK207011,1911,Carievale vl (T2 R31 MW1),SK171029,1921,"Carievale, VL",SK,1.0,54.21
SK207012,1911,Creelman vl (T10 R10 MW1),SK172032,1921,"Creelman, VL",SK,1.0,51.62
SK207013,1911,Fairlight vl (T10 R31 MW2),SK171030,1921,"Fairlight, VL",SK,1.0,53.08
SK207014,1911,Fillmore vl (T11 R11 MW1),SK172033,1921,"Fillmore, VL",SK,1.0,51.62
SK207015,1911,Forget vl (T8 R7 MW2),SK171031,1921,"Forget, VL",SK,1.0,50.65
SK207016,1911,Frobisher vl (T3 R4 MW2),SK171032,1921,"Frobisher, VL",SK,1.0,55.41
SK207017,1911,Gainsboro vl (T2 R30 MW1),SK171033,1921,"Gainsboro, VL",SK,1.0,54.21
SK207018,1911,Glen Ewen vl (T3 R1 MW2),SK171034,1921,"Glen Ewen, VL",SK,1.0,55.41
SK207019,1911,Goodwater vl (T5 R13 MW2),SK172035,1921,"Goodwater, VL",SK,1.0,54.21
SK207020,1911,Griffin vl (T8 R11 MW2),SK172036,1921,"Griffin, VL",SK,1.0,51.18
SK207021,1911,Halbrite vl (T6 R12 MW2),SK172037,1921,"Halbrite, VL",SK,1.0,52.78
SK207022,1911,Heward vl (T9 R9 MW2),SK171035,1921,"Heward, VL",SK,1.0,50.65
SK207023,1911,Kisbey vl (T8 R5 MW2),SK171037,1921,"Kisbey, VL",SK,1.0,50.65
SK207024,1911,Lampman vl (T5 R6 MW2),SK171038,1921,"Lampman, VL",SK,1.0,52.42
SK207025,1911,Macoun vl (T4 R10 MW2),SK172041,1921,"Macoun, VL",SK,1.0,49.38
SK207026,1911,Manor vl (T7 R1 MW2),SK171039,1921,"Manor, VL",SK,1.0,48.62
SK207027,1911,Maryfield vl (T10 R30 MW1),SK171040,1921,"Maryfield, VL",SK,1.0,53.08
SK207028,1911,Midale vl (T5 R11 MW2),SK172043,1921,"Midale, VL",SK,1.0,49.38
SK207029,1911,North Portal vl (T1 R5 MW2),SK171041,1921,"North Portal, VL",SK,1.0,58.84
SK207030,1911,Osage vl (T11 R12 MW2),SK172044,1921,"Osage, VL",SK,1.0,46.13
SK207031,1911,Redvers vl (T7 R32 MW1),SK171042,1921,"Redvers, VL",SK,1.0,51.18
SK207032,1911,Roche Percee vl (T1 R6 MW2),SK171043,1921,"Roche Percee, VL",SK,1.0,58.84
SK207033,1911,Stoughton vl (T8 R8 MW2),SK171044,1921,"Stoughton, VL",SK,1.0,55.41
SK207034,1911,Wachope vl (T7 R33 MW1),SK171045,1921,"Wauchope, VL",SK,1.0,50.0
SK207035,1911,Wawota vl (T11 R1 MW2),SK171046,1921,"Wawota, VL",SK,1.0,49.38
SK208025,1911,Battleford t-v,SK182021,1921,"Battleford, T-V",SK,1.0,69.99
SK208026,1911,Lloydminster t-v,SK187023,1921,"Lloydminster (pt), T-V",SK,1.0,61.35
SK208027,1911,North Battleford t-v,SK186026,1921,"North Battleford, C",SK,1.0,63.43
SK208028,1911,Scott t-v,SK183028,1921,"Scott, T-V",SK,1.0,68.72
SK208029,1911,Wilkie t-v,SK183030,1921,"Wilkie, T-V",SK,1.0,69.07
SK208030,1911,Adanac vl (T40 R22 MW3),SK183031,1921,"Adanac, VL",SK,1.0,40.58
SK208031,1911,"Biggar vl (Tpts 35,36 R14 MW3)",SK182022,1921,"Biggar, T-V",SK,1.0,29.72
SK208032,1911,Coblenz vl (T38 R19 MW3),SK183033,1921,"Cavell, VL",SK,1.0,22.99
SK208033,1911,"Delmas vl (Tpts 45,46 R18 MW3)",SK182030,1921,"Delmas, VL",SK,1.0,33.9
SK208034,1911,"Denzil vl (Tpts 37,38 R26 MW3)",SK183035,1921,"Denzil, VL",SK,1.0,33.9
SK208035,1911,Fielding vl (T41 R11 MW3),SK186032,1921,"Fielding, VL",SK,1.0,44.02
SK208036,1911,Harris vl (T32 R12 MW3),SK182032,1921,"Harris, VL",SK,1.0,40.58
SK208037,1911,Kerr Robert vl (T34 R23 MW3),SK183025,1921,"Kerrobert, T-V",SK,1.0,39.07
SK208038,1911,Landis vl (T37 R18 MW3),SK183042,1921,"Landis, VL",SK,1.0,40.58
SK208039,1911,Lashburn vl (T48 R25 MW3),SK187025,1921,"Lashburn, VL",SK,1.0,44.02
SK208040,1911,Leney vl (T35 R11 MW3),SK182036,1921,"Leney, VL",SK,1.0,38.53
SK208041,1911,Luseland vl (T36 R24 MW3),SK183045,1921,"Luseland, VL",SK,1.0,44.02
SK208042,1911,Macklin vl (T39 R28 MW3),SK183027,1921,"Macklin, T-V",SK,1.0,37.4
SK208043,1911,Maidstone vl (T47 R23 MW3),SK187026,1921,"Maidstone, VL",SK,1.0,45.48
SK208044,1911,Maymont vl (T41 R12 MW3),SK186037,1921,"Maymont, VL",SK,1.0,42.4
SK208045,1911,Paynton vl (T46 R21 MW3),SK187030,1921,"Paynton, VL",SK,1.0,42.4
SK208046,1911,"Perdue vl (Tpts 35,36 R11 MW3)",SK182040,1921,"Perdue, VL",SK,1.0,33.9
SK208047,1911,Plenty vl (T32 R19 MW3),SK183049,1921,"Plenty, VL",SK,1.0,40.58
SK208048,1911,Rosetown vl (T30 R15 MW3),SK182025,1921,"Rosetown, T-V",SK,1.0,39.24
SK208049,1911,Salvador vl (T37 R25 MW3),SK183051,1921,"Salvador, VL",SK,1.0,44.02
SK208050,1911,Tessier vl (T33 R11 MW3),SK182045,1921,"Tessier, VL",SK,1.0,42.4
SK208051,1911,Unity vl (T40 R22 MW3),SK183029,1921,"Unity, T-V",SK,1.0,33.02
SK208052,1911,Zealandia vl (T30 R13 MW3),SK182026,1921,"Zealandia, T-V",SK,1.0,40.9
SK209003,1911,Davidson t-v,SK181021,1921,"Davidson, T-V",SK,1.0,69.81
SK209004,1911,Humbolt t-v,SK185028,1921,"Humboldt, T-V",SK,1.0,66.78
SK209005,1911,Lanigan t-v,SK181024,1921,"Lanigan, T-V",SK,1.0,69.57
SK209006,1911,Nokomis t-v,SK181025,1921,"Nokomis, T-V",SK,1.0,69.57
SK209007,1911,Watrous t-v,SK181028,1921,"Watrous, T-V",SK,1.0,69.57
SK209008,1911,Watson t-v,SK180019,1921,"Watson, T-V",SK,1.0,69.28
SK209009,1911,Bruno vl (T38 R25 MW2),SK185034,1921,"Bruno, VL",SK,1.0,38.74
SK209010,1911,Colonsay vl (T35 R28 MW2),SK181034,1921,"Colonsay, VL",SK,1.0,44.23
SK209011,1911,Dana vl (T38 R26 MW2),SK185037,1921,"Dana, VL",SK,1.0,36.4
SK209012,1911,Drake vl (T32 R22 MW2),SK181035,1921,"Drake, VL",SK,1.0,38.74
SK209013,1911,Duval vl (T25 R22 MW2),SK181037,1921,"Duval, VL",SK,1.0,38.74
SK209014,1911,Elfros vl (T32 R14 MW2),SK180022,1921,"Elfros, VL",SK,1.0,40.79
SK209015,1911,Foam Lake vl (T30 R14 MW2),SK180023,1921,"Foam Lake, VL",SK,1.0,45.69
SK209016,1911,Girvin vl (T25 R29 MW2),SK181040,1921,"Girvin, VL",SK,1.0,40.79
SK209017,1911,Govan vl (T27 R22 MW2),SK181022,1921,"Govan, T-V",SK,1.0,33.23
SK209018,1911,Guernsey vl (T33 R23 MW2),SK181042,1921,"Guernsey, VL",SK,1.0,44.23
SK209019,1911,Howell vl (T39 R28 MW2),SK185042,1921,"Howell, VL",SK,1.0,40.79
SK209020,1911,Ituna vl (T25 R11 MW2),SK180025,1921,"Ituna, VL",SK,1.0,38.74
SK209021,1911,Jansen vl (T32 R20 MW2),SK180026,1921,"Jansen, VL",SK,1.0,40.79
SK209022,1911,Jasmin vl (T26 R12 MW2),SK180027,1921,"Jasmin, VL",SK,1.0,40.79
SK209023,1911,Kelliher vl (T26 R13 MW2),SK180029,1921,"Kelliher, VL",SK,1.0,44.23
SK209024,1911,Leslie vl (T31 R13 MW2),SK180032,1921,"Leslie, VL",SK,1.0,40.79
SK209025,1911,Le Ross vl (T27 R14 MW2),SK180031,1921,"Leross, VL",SK,1.0,39.67
SK209026,1911,Lockwood vl (T31 R22 MW2),SK181047,1921,"Lockwood, VL",SK,1.0,44.23
SK209027,1911,Muenster vl (T37 R21 MW2),SK185046,1921,"Muenster, VL",SK,1.0,44.23
SK209028,1911,Punnichy vl (T28 R17 MW2),SK180035,1921,"Punnichy, VL",SK,1.0,44.23
SK209029,1911,Quill Lake vl (T36 R16 MW2),SK180036,1921,"Quill Lake, VL",SK,1.0,47.0
SK209030,1911,Quinton vl (T28 R18 MW2),SK180037,1921,"Quinton, VL",SK,1.0,42.61
SK209031,1911,Raymore vl (T28 R18 MW2),SK180038,1921,"Raymore, VL",SK,1.0,42.61
SK209032,1911,Semans vl (T28 R20 MW2),SK180039,1921,"Semans, VL",SK,1.0,40.79
SK209033,1911,Tate vl (T28 R21 MW2),SK180040,1921,"Tate, VL",SK,1.0,36.4
SK209034,1911,Venn vl (T30 R24 MW2),SK181052,1921,"Venn, VL",SK,1.0,36.4
SK209035,1911,Viscount vl (T34 R26 MW2),SK181053,1921,"Viscount, VL",SK,1.0,44.23
SK209036,1911,Wadena vl (T34 R13 MW2),SK180018,1921,"Wadena, T-V",SK,1.0,35.55
SK209037,1911,Wynyard vl (T32 R16 MW2),SK180020,1921,"Wynyard, T-V",SK,1.0,37.61
SK210003,1911,Canor t-v,SK179018,1921,"Canora, T-V",SK,1.0,65.61
SK210004,1911,Yorkton t-v,SK179020,1921,"Yorkton, T-V",SK,1.0,69.57
SK210005,1911,Buchanan vl,SK179022,1921,"Buchanan, VL",SK,1.0,69.57
SK210006,1911,Calder Sta vl,SK179023,1921,"Calder, VL",SK,1.0,57.39
SK210007,1911,Kamsack vl,SK179019,1921,"Kamsack, T-V",SK,1.0,59.88
SK210008,1911,Sheho vl,SK179032,1921,"Sheho, VL",SK,1.0,68.49
SK210009,1911,Theodore vl,SK179037,1921,"Theodore, VL",SK,1.0,69.57
SK210010,1911,Togo vl,SK179038,1921,"Togo, VL",SK,1.0,67.94
SK210011,1911,Hubbard vl,SK180024,1921,"Hubbard, VL",SK,1.0,69.17
SK210012,1911,Invermay vl,SK179026,1921,"Invermay, VL",SK,1.0,69.57
SK210013,1911,Margo vl,SK180034,1921,"Margo, VL",SK,1.0,68.38
SK210014,1911,Pelly vl,SK179028,1921,"Pelley, VL",SK,1.0,64.83
SK210015,1911,Springside vl,SK179033,1921,"Springside, VL",SK,1.0,70.02
SK210016,1911,Stornoway vl,SK179035,1921,"Stornoway, VL",SK,1.0,69.81
SK211002,1911,Moosejaw c,SK177024,1921,"Moosejaw, C",SK,1.0,72.12
SK211003,1911,Cacon t-v,SK177025,1921,"Caron, T-V",SK,1.0,64.4
SK211004,1911,Kindersley t-v,SK183026,1921,"Kindersley, T-V",SK,1.0,72.8
SK211005,1911,Maple Creek t-v,SK174026,1921,"Maple Creek, T-V",SK,1.0,73.2
SK211006,1911,Swift Current t-v,SK178025,1921,"Swift Current, C",SK,1.0,64.85
SK211007,1911,Alsask vl (T28 R29 MW3),SK183024,1921,"Alsask, T-V",SK,1.0,38.16
SK211008,1911,Brock vl (T28 R20 MW3),SK183032,1921,"Brock, VL",SK,1.0,41.35
SK211009,1911,Bounty vl (T29 R10 MW3),SK182028,1921,"Bounty, VL",SK,1.0,43.4
SK211010,1911,Brownlee vl (T20 R1 MW3),SK177033,1921,"Brownlee, VL",SK,1.0,48.23
SK211011,1911,Eyebrow vl (T21 R2 MW3),SK177038,1921,"Eyebrow, VL",SK,1.0,46.63
SK211012,1911,Gull Lake vl (T13 R19 MW3),SK178027,1921,"Gull Lake, T-V",SK,1.0,43.95
SK211013,1911,Herbert vl (T17 R9 MW3),SK177027,1921,"Herbert, T-V",SK,1.0,41.45
SK211014,1911,Keeler vl (T20 R28 MW2),SK177040,1921,"Keeler, VL",SK,1.0,43.64
SK211015,1911,Morse vl (T17 R8 MW3),SK177028,1921,"Morse, T-V",SK,1.0,37.07
SK211016,1911,Marquis vl (T19 R27 MW2),SK177043,1921,"Marquis, VL",SK,1.0,45.45
SK211017,1911,Mortlach vl (T17 R1 MW3),SK177029,1921,"Mortlach, T-V",SK,1.0,43.29
SK211018,1911,Netherhill vl (T29 R21 MW2),SK183048,1921,"Netherhill, VL",SK,1.0,49.61
SK211019,1911,Tompkins vl (T13 R21 MW3),SK178047,1921,"Tompkins, VL",SK,1.0,47.08
SK211020,1911,Tugaske vl (T22 R3 MW3),SK177048,1921,"Tugaske, VL",SK,1.0,46.63
SK211021,1911,Tuxford vl (T19 R26 MW2),SK177049,1921,"Tuxford, VL",SK,1.0,45.45
SK211022,1911,Webb vl (T14 R17 MW3),SK178048,1921,"Webb, VL",SK,1.0,39.25
SK212018,1911,Prince Albert c,SK185026,1921,"Prince Albert, C",SK,1.0,74.17
SK212019,1911,Melfort t-v,SK184035,1921,"Melfort, T-V",SK,1.0,73.39
SK212021,1911,Birch Hills vl (T46 R24 MW2),SK185033,1921,"Birch Hills, VL",SK,1.0,52.01
SK212022,1911,Duck Lake vl (T44 R2 MW3),SK185027,1921,"Duck Lake, T-V",SK,1.0,45.92
SK212023,1911,Hudson Bay Jc vl (T45 R3 MW2),SK184037,1921,"Hudson Bay Jct, VL",SK,1.0,54.09
SK212024,1911,Kinistino vl (T45 R21 MW2),SK185043,1921,"Kinistino, VL",SK,1.0,49.51
SK212025,1911,Shellbrook vl (T49 R3 MW3),SK186041,1921,"Shellbrook, VL",SK,1.0,51.93
SK212026,1911,Star City vl (T45 R17 MW2),SK184039,1921,"Star City, VL",SK,1.0,49.51
SK212029,1911,Tisdale vl (T45 R17 MW2),SK184036,1921,"Tisdale, T-V",SK,1.0,41.43
SK213003,1911,Broadview t-v,SK175021,1921,"Broadview, T-V",SK,1.0,67.41
SK213004,1911,Fleming t-v,SK175022,1921,"Fleming, T-V",SK,1.0,66.96
SK213005,1911,Francis t-v,SK176024,1921,"Francis, T-V",SK,1.0,66.96
SK213006,1911,Indian Head t-v,SK176025,1921,"Indian Head, T-V",SK,1.0,67.74
SK213007,1911,Moosomin t-v,SK175026,1921,"Moosomin, T-V",SK,1.0,67.2
SK213008,1911,Qu'Appelle t-v,SK176027,1921,"Qu'Appelle, T-V",SK,1.0,67.59
