tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
MB009017,1901,MB,"Minnedosa, Town—Ville","Minnedosa, T-V",PLACE_MB009017_1891,PLACE_MB165016
MB007019,1891,MB,Hamiota,"Hamiota, VL",PLACE_MB009014,PLACE_MB165019
MB009014,1901,MB,Hamiota,"Hamiota, VL",PLACE_MB009014,PLACE_MB165019
MB006005,1891,MB,Gimli,"Gimli, VL",PLACE_MB006005,PLACE_MB166013
MB011004,1901,MB,Gimli,"Gimli, VL",PLACE_MB011004,PLACE_MB166013
MB008015,1891,MB,Taché,Tache,PLACE_MB008015,PLACE_MB155008
MB010013,1901,MB,Taché,Tache,PLACE_MB010013,PLACE_MB155008
BC002002,1891,BC,"New Westminster, City—Cité","New Westminster, C",PLACE_BC002004,PLACE_BC213004
BC002004,1901,BC,"New Westminster, City—Cité","New Westminster, C",PLACE_BC002004,PLACE_BC213004
NS026020,1891,NS,Middleton,"Middleton, T-V",PLACE_NS026020,PLACE_NS004031
NS026020,1901,NS,Middleton,"Middleton, T-V",PLACE_NS026020,PLACE_NS004031
NS028023,1891,NS,Sydney Mines,"Sydney Mines, T-V",PLACE_NS028023,PLACE_NS006010
NS028010,1891,NS,Glace Bay,"Glace Bay, T-V",PLACE_NS028013,PLACE_NS006030
NS028013,1901,NS,Glace Bay,"Glace Bay, T-V",PLACE_NS028013,PLACE_NS006030
NS030014,1891,NS,"Springhill, Town—Ville","Springhill, T-V",PLACE_NS030014,PLACE_NS008034
NS030007,1891,NS,Oxford,"Oxford, T-V",PLACE_NS030007,PLACE_NS008032
NS030009,1891,NS,"Parrsboro, Town—Ville","Parrsboro, T-V",PLACE_NS030032,PLACE_NS008033
NS030032,1901,NS,"Parrsboro, Town—Ville","Parrsboro, T-V",PLACE_NS030032,PLACE_NS008033
QC139022,1891,QC,St. Sébastien d’Aylmer,St. Sébastien d'Aylmer,PLACE_QC139024,PLACE_QC055015_1911
QC139024,1901,QC,St. Sébastien d’Aylmer,St. Sébastien d'Aylmer,PLACE_QC139024,PLACE_QC055015_1911
QC153016,1891,QC,Ste. Clothilde d’Horton,Ste. Clothilde d'Horton,PLACE_QC153016,PLACE_QC158016
QC153027,1901,QC,Ste. Clothilde d’Horton,Ste. Clothilde d'Horton,PLACE_QC153027_1901,PLACE_QC158016
QC169009,1891,QC,Notre-Dame de Stanbridge,Notre Dame de Stanbridge,PLACE_QC175003,PLACE_QC072003
QC191002,1901,QC,Notre-Dame de Stanbridge,Notre Dame de Stanbridge,PLACE_QC175003,PLACE_QC072003
QC175003,1911,QC,Notre-Dame de Stanbridge,Notre Dame de Stanbridge,PLACE_QC175003,PLACE_QC072003
QC081009,1881,QC,St. Ubalde,"St. Ubalde, VL",PLACE_QC178017,PLACE_QC080035
QC178017,1891,QC,St. Ubalde,"St. Ubalde, VL",PLACE_QC178017,PLACE_QC080035
QC181021,1901,QC,St. Ubalde,"St. Ubalde, VL",PLACE_QC181021,PLACE_QC080035
QC186022,1911,QC,St. Ubalde,"St. Ubalde, VL",PLACE_QC186022,PLACE_QC080035
QC183004,1891,QC,"Mont Joli, Village","Mont Joli, VL",PLACE_QC188002_1891,PLACE_QC084022
QC188002,1901,QC,"Mont Joli, Village","Mont Joli, VL",PLACE_QC188002_1891,PLACE_QC084022
QC195001,1891,QC,"Como, Village","Como, VL",PLACE_QC195001_1891,PLACE_QC097011_1921
QC071008,1881,QC,"Howick, Village","Howick, VL",PLACE_QC071008,PLACE_QC049012_1921
QC076022,1881,QC,St. Joseph d’Alma,"St. Joseph d'Alma, VL",PLACE_QC154031,PLACE_QC063035
QC149025,1891,QC,St. Joseph d’Alma,"St. Joseph d'Alma, VL",PLACE_QC154031,PLACE_QC063035
QC149028,1901,QC,St. Joseph d’Alma,"St. Joseph d'Alma, VL",PLACE_QC154031,PLACE_QC063035
QC154031,1911,QC,St. Joseph d’Alma,"St. Joseph d'Alma, VL",PLACE_QC154031,PLACE_QC063035
MB009024,1901,MB,Shoal Lake,"Shoal Lake, VL",PLACE_MB009024,PLACE_MB165020
MB009013,1901,MB,Grandview,"Grandview, T-V",PLACE_MB009013,PLACE_MB168012
MB009022,1901,MB,Russell,"Russell, T-V",PLACE_MB009022_1901,PLACE_MB168013
QC141002,1901,QC,St. Cajetan d’Armagh,St. Cajetan d'Armagh,PLACE_QC141002,PLACE_QC042006_1911
QC146002,1901,QC,"Fermont, Village","Fermont, VL",PLACE_QC146002,PLACE_QC047036
QC149033,1901,QC,St. Thomas d’Aquin,"St. Thomas d'Aquin, par.",PLACE_QC149033_1901,PLACE_QC063026
QC152005,1891,QC,Ste. Germaine d’Etchemin,Ste. Germaine d'Etchemin,PLACE_QC152006,PLACE_QC053007_1911
QC152006,1901,QC,Ste. Germaine d’Etchemin,Ste. Germaine d'Etchemin,PLACE_QC152006,PLACE_QC053007_1911
QC153002,1901,QC,Durham S.,"Durham S., VL",PLACE_QC158006,PLACE_QC054017
QC158006,1911,QC,Durham S.,"Durham S., VL",PLACE_QC158006,PLACE_QC054017
QC158018,1911,QC,Ste. Élizabeth de Warwick,Ste. Elizabeth de Warwick,PLACE_QC158018,PLACE_QC038011
QC157012,1901,QC,Ste. Anne du Bout de l'Ile,"Ste. Anne du Bout de l'Ile, par.",PLACE_QC162005,PLACE_QC076007_1921
QC162005,1911,QC,Ste. Anne du Bout de l'Ile,"Ste. Anne du Bout de l'Ile, par.",PLACE_QC162005,PLACE_QC076007_1921
QC160021,1901,QC,"Masson, Village","Masson, VL",PLACE_QC160021,PLACE_QC062063
QC163017,1901,QC,"Villeray, Village",Villeray,PLACE_QC163017,PLACE_QC168022
QC187017,1901,QC,D’Israéli,"D'Israeli, VL",PLACE_QC187017,PLACE_QC099018
QC155021,1891,QC,St. Léonard de Port Maurice,"St. Léonard de Port Maurice, T-V",PLACE_QC168007,PLACE_QC076033
QC163009,1901,QC,St. Léonard de Port Maurice,"St. Léonard de Port Maurice, T-V",PLACE_QC168007,PLACE_QC076033
QC168007,1911,QC,St. Léonard de Port Maurice,"St. Léonard de Port Maurice, T-V",PLACE_QC168007,PLACE_QC076033
MB009012,1901,MB,Gilbert Plains,"Gilbert Plains, VL",PLACE_MB009012_1901,PLACE_MB168015
MB016002,1911,MB,Indian Reserves,Indian reserves,PLACE_MB016002,PLACE_MB164008
MB019002,1911,MB,Indian Reserves,Indian reserves,PLACE_MB019002,PLACE_MB165014
ON099027,1911,ON,Capreol,"Capreol, T-V",PLACE_ON099027,PLACE_ON146130
QC153022,1901,QC,Notre-Dame de Lourdes,Notre Dame de Lourdes,PLACE_QC153022,PLACE_QC071010
QC172005,1901,QC,Notre-Dame du Rosaire,Notre Dame du Rosaire,PLACE_QC172005_1901,PLACE_QC074005
QC153012,1901,QC,St. Guillaume d’Upton,St. Guillaume d'Upton,PLACE_QC153012_1901,PLACE_QC100009
AB002004,1911,AB,Indian Reserves,Indian reserves,PLACE_AB002004,PLACE_AB199015
AB007003,1911,AB,Indian Reserves,Indian reserves,PLACE_AB007003,PLACE_AB201024
NT218004,1911,NT,Northwest Territories,NORTHWEST  TERRITORIES,PLACE_NT218004,PLACE_NT220001
QC165031,1911,QC,Notre-Dame de la Paix,Notre Dame de la Paix,PLACE_QC165031,PLACE_QC062038
QC185018,1911,QC,Nédélec,Nédelec,PLACE_QC185018,PLACE_QC094032
