old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC111006,PLACE_QC041001_1921,QC,Ste. Cécile,Ste. Cécile,1871,1921,high,bridge_name_match
PLACE_QC140003_1881,PLACE_QC041001_1921,QC,Ste. Cécile,Ste. Cécile,1881;1891,1921,high,bridge_name_match
PLACE_QC145001_1901,PLACE_QC041001_1921,QC,Ste. Cécile,Ste. Cécile,1901;1911,1921,high,bridge_name_match
PLACE_QC049011,PLACE_QC017001,QC,"Buckland, Township",Buckland,1851,1861,high,bridge_name_match
PLACE_QC049007,PLACE_QC141001_1891,QC,"Armagh, Township",Armagh,1851,1891,high,bridge_name_match
PLACE_QC162003,PLACE_QC141001_1891,QC,Armagh,Armagh,1861;1871,1891,high,bridge_name_match
PLACE_QC045008_1881,PLACE_QC141001_1891,QC,Armagh,Armagh,1881,1891,high,bridge_name_match
PLACE_QC121003,PLACE_QC091004,QC,St. Charles,St. Charles,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC007005,PLACE_QC042010_1921,QC,St. Gervais,St. Gervais,1851;1861,1921,high,bridge_name_match
PLACE_QC161003,PLACE_QC042010_1921,QC,St. Gervais,St. Gervais,1871,1921,high,bridge_name_match
PLACE_QC045005_1881,PLACE_QC042010_1921,QC,St. Gervais,St. Gervais,1881,1921,high,bridge_name_match
PLACE_QC146006,PLACE_QC042010_1921,QC,St. Gervais,St. Gervais,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC007006,PLACE_QC042011_1921,QC,St. Lazare,St. Lazare,1851;1861,1921,high,bridge_name_match
PLACE_QC045007,PLACE_QC042011_1921,QC,St. Lazare,St. Lazare,1871;1881,1921,high,bridge_name_match
PLACE_QC146007,PLACE_QC042011_1921,QC,St. Lazare,St. Lazare,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC049004,PLACE_QC042012_1911,QC,St. Michel,St. Michel,1851,1911;1921,high,bridge_name_match
PLACE_QC141009,PLACE_QC042012_1911,QC,St. Michel,St. Michel,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC060005_1851,PLACE_QC201008,QC,St. Michel,St. Michel,1851;1861,1871;1881;1891;1901,high,bridge_name_match
PLACE_QC049003,PLACE_QC042017,QC,St. Valier,St. Valier,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC142003,PLACE_QC043003,QC,Lanoraie,Lanoraie,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC147005,PLACE_QC043007_1921,QC,St. Cuthbert,St. Cuthbert,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC052018,PLACE_QC038013,QC,St. Norbert,St. Norbert,1871;1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC143001,PLACE_QC044001_1911,QC,Carleton,Carleton,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC169004,PLACE_QC148004,QC,Hamilton,Hamilton,1851;1861;1871,1901;1911,medium,bridge_name_match
PLACE_QC038002,PLACE_QC044006,QC,Hope,Hope,1851;1861;1871;1881,1921,medium,bridge_name_match
PLACE_QC143003_1901,PLACE_QC044006,QC,Hope,Hope,1901,1921,medium,bridge_name_match
PLACE_QC148005,PLACE_QC044006,QC,Hope,Hope,1911,1921,medium,bridge_name_match
PLACE_QC038008,PLACE_QC044008_1901,QC,Maria,Maria,1851;1861;1871;1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC169011,PLACE_QC143006,QC,Matapédia,Matapédia,1851;1861;1871,1891;1901,high,bridge_name_match
PLACE_QC038016,PLACE_QC143006,QC,Matapédia,Matapédia,1881,1891;1901,high,bridge_name_match
PLACE_QC169005,PLACE_QC044012,QC,New Richmond,New Richmond,1851;1861;1871,1901;1911;1921,medium,bridge_name_match
PLACE_QC038007,PLACE_QC044012,QC,New Richmond,New Richmond,1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC143012,PLACE_QC148015,QC,Restigouche,Restigouche,1851;1861;1871;1881;1891;1901,1911,high,bridge_name_match
PLACE_QC075007,PLACE_QC072014,QC,Farnham,"Farnham, Town—Ville",1851,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC033002,PLACE_QC072014,QC,Farnham,"Farnham, Town—Ville",1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC118009,PLACE_QC046001,QC,Boucherville,Boucherville,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC118004,PLACE_QC046006_1881,QC,St. Hubert,St. Hubert,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC118002,PLACE_QC150003_1911,QC,Longueuil,Longueuil,1871,1911,high,bridge_name_match
PLACE_QC145006_1881,PLACE_QC150003_1911,QC,Longueuil,Longueuil,1881;1891;1901,1911,high,bridge_name_match
PLACE_QC052005,PLACE_QC046005,QC,St. Bruno,St. Bruno,1851,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC118008,PLACE_QC046005,QC,St. Bruno,St. Bruno,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC149019,PLACE_QC063030,QC,St. Bruno,"St. Bruno, VL",1891;1901,1911;1921,high,bridge_name_match
PLACE_QC082004,PLACE_QC098001_1911,QC,Belœil,Belœil,1851,1911;1921,medium,bridge_name_match
PLACE_QC061005_1851,PLACE_QC049008,QC,St. Antoine,St. Antoine,1851,1861;1871;1881,high,bridge_name_match
PLACE_QC082005,PLACE_QC098005,QC,St. Marc,St. Marc,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC119006,PLACE_QC098008,QC,Verchères,Verchères,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC150014,PLACE_QC098008,QC,Verchères,Verchères,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC132001,PLACE_QC151001,QC,Cap de la Magdeleine,Cap de la Magdeleine,1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC053005,PLACE_QC047015,QC,St. Maurice,St. Maurice,1851,1911;1921,high,bridge_name_match
PLACE_QC146011,PLACE_QC047015,QC,St. Maurice,St. Maurice,1861;1871;1881;1891,1911;1921,high,bridge_name_match
PLACE_QC146014,PLACE_QC047015,QC,St. Maurice,St. Maurice,1901,1911;1921,high,bridge_name_match
PLACE_QC048014,PLACE_QC049003_1891,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC071001,PLACE_QC049003_1891,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC054003,PLACE_QC066006_1911,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1851,1911;1921,high,bridge_name_match
PLACE_QC164008,PLACE_QC066006_1911,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC048016,PLACE_QC071004,QC,St. Malachie,St. Malachie,1851,1861;1871;1881,high,bridge_name_match
PLACE_QC160003,PLACE_QC053014,QC,St. Malachie,St. Malachie,1871,1911;1921,high,bridge_name_match
PLACE_QC047009_1881,PLACE_QC053014,QC,St. Malachie,St. Malachie,1881,1911;1921,high,bridge_name_match
PLACE_QC152011_1891,PLACE_QC053014,QC,St. Malachie,St. Malachie,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC048017,PLACE_QC049006_1911,QC,Ste. Martine,Ste. Martine,1851,1911;1921,high,bridge_name_match
PLACE_QC071002,PLACE_QC049006_1911,QC,Ste. Martine,Ste. Martine,1861;1871;1881,1911;1921,high,bridge_name_match
PLACE_QC148007,PLACE_QC049006_1911,QC,Ste. Martine,Ste. Martine,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC015005,PLACE_QC050018,QC,Chicoutimi,"Chicoutimi, Town—Ville",1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC150005,PLACE_QC050018,QC,"Chicoutimi, Village","Chicoutimi, Town—Ville",1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC074023,PLACE_QC149015,QC,"Laterrière, Township",Laterrière,1851,1861;1871;1881;1891;1901,high,bridge_name_match
PLACE_QC041007,PLACE_QC080010,QC,St. Augustin,St. Augustin,1851;1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC143012_1871,PLACE_QC080010,QC,St. Augustin,St. Augustin,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC097006,PLACE_QC052002_1881,QC,St. Augustin,St. Augustin,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC151006,PLACE_QC052006_1921,QC,St. Eustache,St. Eustache,1861;1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC156006_1911,PLACE_QC052006_1921,QC,St. Eustache,St. Eustache,1911,1921,high,bridge_name_match
PLACE_QC158004,PLACE_QC040013,QC,St. Joseph,St. Joseph,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC139016_1881,PLACE_QC040013,QC,St. Joseph,St. Joseph,1881;1891;1901,1921,high,bridge_name_match
PLACE_QC144016,PLACE_QC040013,QC,St. Joseph,St. Joseph,1911,1921,high,bridge_name_match
PLACE_QC097003,PLACE_QC052008_1881,QC,St. Joseph,St. Joseph,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC080003,PLACE_QC052011_1881,QC,Ste. Scholastique,Ste. Scholastique,1851,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC097009,PLACE_QC052011_1881,QC,Ste. Scholastique,Ste. Scholastique,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC160001,PLACE_QC053001,QC,St. Anselme,St. Anselme,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC157001_1881,PLACE_QC053001,QC,St. Anselme,St. Anselme,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC159001,PLACE_QC053003_1901,QC,St. Bernard,St. Bernard,1851;1861;1871,1901;1911;1921,high,bridge_name_match
PLACE_QC152002,PLACE_QC053003_1901,QC,St. Bernard,St. Bernard,1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC152007,PLACE_QC053009_1901,QC,St. Isidore,St. Isidore,1851;1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC017010,PLACE_QC160004,QC,Standon,Standon,1861,1871,high,bridge_name_match
PLACE_QC054010,PLACE_QC053015,QC,Ste. Marguerite,Ste. Marguerite,1851,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC159004,PLACE_QC053015,QC,Ste. Marguerite,Ste. Marguerite,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC094016,PLACE_QC096013,QC,Ste. Marguerite,Ste. Marguerite,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC017002,PLACE_QC152012,QC,Cranbourne,Cranbourne,1851;1861,1871;1881;1891,high,bridge_name_match
PLACE_QC056010,PLACE_QC056003,QC,Cap Chat,Cap Chat,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC019002,PLACE_QC159002_1911,QC,Cap Rosier,Cap Rosier,1851;1861,1911,high,bridge_name_match
PLACE_QC154002,PLACE_QC159002_1911,QC,Cap Rosier,Cap Rosier,1871;1881;1891;1901,1911,high,bridge_name_match
PLACE_QC019010,PLACE_QC154015,QC,Mont Louis,Mont Louis,1861,1871;1881;1891;1901,high,bridge_name_match
PLACE_QC021003,PLACE_QC058006_1871,QC,Hemmingford,Hemmingford,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC162026,PLACE_QC076037,QC,"Ste. Geneviève, Village","Ste. Geneviève, VL",1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC050014,PLACE_QC025005,QC,Kildare,Kildare,1851,1861,high,bridge_name_match
PLACE_QC069003,PLACE_QC190005,QC,St. Ambroise,St. Ambroise,1851,1911,high,bridge_name_match
PLACE_QC080006,PLACE_QC190005,QC,St. Ambroise,St. Ambroise,1861;1871;1881,1911,high,bridge_name_match
PLACE_QC185004,PLACE_QC190005,QC,St. Ambroise,St. Ambroise,1891;1901,1911,high,bridge_name_match
PLACE_QC025007,PLACE_QC060005_1871,QC,St. Charles Borromée,St. Charles Borromée,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC159007,PLACE_QC060008,QC,Ste. Elizabeth,Ste. Elizabeth,1851;1861;1871;1881;1891,1911;1921,high,bridge_name_match
PLACE_QC158008,PLACE_QC060008,QC,Ste. Elizabeth,Ste. Elizabeth,1901,1911;1921,high,bridge_name_match
PLACE_QC050011,PLACE_QC025010,QC,St. Félix,St. Félix,1851,1861,high,bridge_name_match
PLACE_QC025011,PLACE_QC060011,QC,St. Jean de Matha,St. Jean de Matha,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC158013,PLACE_QC060013_1911,QC,St. Paul,St. Paul,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC158014,PLACE_QC060014,QC,St. Thomas,St. Thomas,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC058003,PLACE_QC061002_1871,QC,Rivière Ouelle,Rivière Ouelle,1851,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC026004,PLACE_QC061002_1871,QC,Rivière Ouelle,Rivière Ouelle,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC026011,PLACE_QC061013,QC,St. Pacôme,St. Pacôme,1861,1911;1921,high,bridge_name_match
PLACE_QC159014,PLACE_QC061013,QC,St. Pacôme,St. Pacôme,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC026008,PLACE_QC061007_1871,QC,St. Denis,St. Denis,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC190007,PLACE_QC091006,QC,St. Denis,St. Denis,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC039012,PLACE_QC062008,QC,Buckingham,Buckingham,1851;1861,1921,high,bridge_name_match
PLACE_QC176010,PLACE_QC062008,QC,Buckingham,Buckingham,1871;1881;1891,1921,high,bridge_name_match
PLACE_QC160003_1901,PLACE_QC062008,QC,Buckingham,Buckingham,1901,1921,high,bridge_name_match
PLACE_QC165008,PLACE_QC062008,QC,Buckingham,Buckingham,1911,1921,high,bridge_name_match
PLACE_QC097002,PLACE_QC062057,QC,"Buckingham, Village","Buckingham, T-V",1861;1871;1881,1911;1921,high,bridge_name_match
PLACE_QC160002_1891,PLACE_QC062057,QC,"Buckingham, Town—Ville","Buckingham, T-V",1891;1901,1911;1921,high,bridge_name_match
PLACE_QC040019,PLACE_QC079007,QC,Cawood,Cawood,1861,1921,medium,bridge_name_match
PLACE_QC039014,PLACE_QC057006,QC,Denholm,Denholm,1861,1911;1921,medium,bridge_name_match
PLACE_QC176013,PLACE_QC057006,QC,Denholm,Denholm,1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC098009,PLACE_QC079014,QC,Leslie,Leslie,1861;1871;1881,1921,medium,bridge_name_match
PLACE_QC040020,PLACE_QC079013,QC,Huddersfield,Huddersfield,1861,1921,medium,bridge_name_match
PLACE_QC040021,PLACE_QC079010,QC,Clapham,Clapham,1861,1921,medium,bridge_name_match
PLACE_QC098018,PLACE_QC079010,QC,Clapham,Clapham,1881,1921,medium,bridge_name_match
PLACE_QC040012,PLACE_QC079019,QC,Pontefract,Pontefract,1861,1921,medium,bridge_name_match
PLACE_QC039019,PLACE_QC062018,QC,Hartwell,Hartwell,1861,1911;1921,medium,bridge_name_match
PLACE_QC160007,PLACE_QC062018,QC,Hartwell,Hartwell,1881;1891;1901,1911;1921,medium,bridge_name_match
PLACE_QC039008,PLACE_QC062006,QC,Bowman,Bowman,1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC039006,PLACE_QC062003_1911,QC,Bigelow,Bigelow,1861,1911;1921,medium,bridge_name_match
PLACE_QC205016,PLACE_QC057019,QC,Northfield,Northfield,1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC039007,PLACE_QC062004_1921,QC,Blake,Blake,1861,1921,medium,bridge_name_match
PLACE_QC165004_1911,PLACE_QC062004_1921,QC,Blake,Blake,1911,1921,medium,bridge_name_match
PLACE_QC039032,PLACE_QC062044,QC,Preston,Preston,1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC039001,PLACE_QC062001,QC,Addington,Addington,1861,1911;1921,medium,bridge_name_match
PLACE_QC039016,PLACE_QC062016,QC,Dudley,Dudley,1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC039024,PLACE_QC057013,QC,Kensington,Kensington,1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC093016,PLACE_QC057013,QC,Kensington,Kensington,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC039010,PLACE_QC062005_1901,QC,Bouthillier,Bouthillier,1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC039018,PLACE_QC057008,QC,Egan,Egan,1861,1921,medium,bridge_name_match
PLACE_QC205008,PLACE_QC057008,QC,Egan,Egan,1891;1901;1911,1921,medium,bridge_name_match
PLACE_QC039002,PLACE_QC057001_1881,QC,Aumond,Aumond,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC067018,PLACE_QC039030,QC,Petite Nation,Petite Nation,1851,1861,high,bridge_name_match
PLACE_QC176040,PLACE_QC062049,QC,Ste. Angélique,Ste. Angélique,1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC094004,PLACE_QC165035,QC,Portland,Portland,1851;1861;1871,1911,medium,bridge_name_match
PLACE_QC057001,PLACE_QC064001,QC,Laprairie,Laprairie,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC057010,PLACE_QC166009,QC,St. Edouard,St. Edouard,1851,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC116004,PLACE_QC166009,QC,St. Edouard,St. Edouard,1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC057018,PLACE_QC077005,QC,St. Rémi,St. Rémi,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC059001,PLACE_QC065002,QC,L’Assomption,L'Assomption,1851,1911;1921,high,bridge_name_match
PLACE_QC162002,PLACE_QC065002,QC,L’Assomption,L'Assomption,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC059002,PLACE_QC065011,QC,"L’Assomption, Village","L'Assomption, T-V",1851,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC001001,PLACE_QC065011,QC,"L’Assomption, Village","L'Assomption, T-V",1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC059004,PLACE_QC065004,QC,Repentigny,Repentigny,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC162010,PLACE_QC065008_1911,QC,St. Paul l’Ermite,St. Paul l'Ermite,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC059007,PLACE_QC065007,QC,St. Lin,St. Lin,1851,1901;1911;1921,high,bridge_name_match
PLACE_QC088003,PLACE_QC065007,QC,St. Lin,St. Lin,1861;1871;1881,1901;1911;1921,high,bridge_name_match
PLACE_QC162008,PLACE_QC065007,QC,St. Lin,St. Lin,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC059011,PLACE_QC162010_1871,QC,St. Roch,St. Roch,1851,1871;1881;1891,high,bridge_name_match
PLACE_QC001009,PLACE_QC162010_1871,QC,St. Roch,St. Roch,1861,1871;1881;1891,high,bridge_name_match
PLACE_QC060003_1851,PLACE_QC043005_1881,QC,St. Roch,St. Roch,1851,1881,high,bridge_name_match
PLACE_QC164004,PLACE_QC043005_1881,QC,St. Roch,St. Roch,1861;1871,1881,high,bridge_name_match
PLACE_QC163006,PLACE_QC076046,QC,St. Vincent de Paul,St. Vincent de Paul,1851;1861;1871;1881;1891,1921,medium,bridge_name_match
PLACE_QC054004,PLACE_QC169011_1861,QC,St. Nicolas,St. Nicolas,1851,1861;1871;1881;1891;1901;1911,high,bridge_name_match
PLACE_QC164001,PLACE_QC170001,QC,L’Islet,L'Islet,1851;1861;1871,1901;1911,high,bridge_name_match
PLACE_QC165003,PLACE_QC170001,QC,L’Islet,L'Islet,1881;1891,1901;1911,high,bridge_name_match
PLACE_QC060005,PLACE_QC067008,QC,St. Jean Port Joli,St. Jean Port Joli,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC164006,PLACE_QC043007_1881,QC,"Ste. Louise, Ashford","Ste. Louise, Ashford",1861;1871,1881,high,bridge_name_match
PLACE_QC171002,PLACE_QC068004_1921,QC,Ste. Agathe,Ste. Agathe,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC193003,PLACE_QC202003,QC,Ste. Agathe,Ste. Agathe,1871;1881;1891,1901;1911,high,bridge_name_match
PLACE_QC030004,PLACE_QC068006,QC,St. Apollinaire,St. Apollinaire,1861,1921,high,bridge_name_match
PLACE_QC049009,PLACE_QC068006,QC,St. Apollinaire,St. Apollinaire,1871;1881,1921,high,bridge_name_match
PLACE_QC171004,PLACE_QC068006,QC,St. Apollinaire,St. Apollinaire,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC030006,PLACE_QC068026,QC,St. Flavien,"St. Flavien, VL",1851;1861,1921,high,bridge_name_match
PLACE_QC166010_1871,PLACE_QC068026,QC,St. Flavien,"St. Flavien, VL",1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC171008,PLACE_QC068026,QC,St. Flavien,"St. Flavien, VL",1911,1921,high,bridge_name_match
PLACE_QC030007,PLACE_QC068011,QC,St. Gilles,St. Gilles,1851;1861,1901;1911;1921,high,bridge_name_match
PLACE_QC155011,PLACE_QC068011,QC,St. Gilles,St. Gilles,1871,1901;1911;1921,high,bridge_name_match
PLACE_QC166009_1881,PLACE_QC068011,QC,St. Gilles,St. Gilles,1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC061002,PLACE_QC166012_1901,QC,St. Jean Deschaillons,St. Jean Deschaillons,1851,1901,high,bridge_name_match
PLACE_QC049001,PLACE_QC166012_1901,QC,St. Jean Deschaillons,St. Jean Deschaillons,1861;1871;1881,1901,high,bridge_name_match
PLACE_QC166010_1891,PLACE_QC166012_1901,QC,St. Jean Deschaillons,St. Jean Deschaillons,1891,1901,high,bridge_name_match
PLACE_QC155012,PLACE_QC068027,QC,St. Sylvestre,"St. Sylvestre, VL",1851;1861;1871,1921,high,bridge_name_match
PLACE_QC166017,PLACE_QC068027,QC,St. Sylvestre,"St. Sylvestre, VL",1881;1891;1901,1921,high,bridge_name_match
PLACE_QC171016,PLACE_QC068027,QC,St. Sylvestre,"St. Sylvestre, VL",1911,1921,high,bridge_name_match
PLACE_QC128008,PLACE_QC069001_1891,QC,Hunterstown,Hunterstown,1851;1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC085008,PLACE_QC069001_1891,QC,Hunterstown,Hunterstown,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC073012,PLACE_QC069006,QC,St. Didace,St. Didace,1851,1921,high,bridge_name_match
PLACE_QC031004,PLACE_QC069006,QC,St. Didace,St. Didace,1861,1921,high,bridge_name_match
PLACE_QC128006,PLACE_QC069006,QC,St. Didace,St. Didace,1871,1921,high,bridge_name_match
PLACE_QC173005,PLACE_QC069006,QC,St. Didace,St. Didace,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC073013,PLACE_QC085003_1881,QC,Maskinongé,Maskinongé,1851,1881,high,bridge_name_match
PLACE_QC128001,PLACE_QC085003_1881,QC,Maskinongé,Maskinongé,1861;1871,1881,high,bridge_name_match
PLACE_QC031005,PLACE_QC069010_1921,QC,St. Justin,St. Justin,1861,1921,medium,bridge_name_match
PLACE_QC128003,PLACE_QC069010_1921,QC,St. Justin,St. Justin,1871,1921,medium,bridge_name_match
PLACE_QC173007,PLACE_QC069010_1921,QC,St. Justin,St. Justin,1891;1901;1911,1921,medium,bridge_name_match
PLACE_QC128005,PLACE_QC069011_1921,QC,St. Léon,St. Léon,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC173008,PLACE_QC069011_1921,QC,St. Léon,St. Léon,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC128007,PLACE_QC168010,QC,St. Paulin,St. Paulin,1851;1861;1871,1901,high,bridge_name_match
PLACE_QC167010,PLACE_QC168010,QC,St. Paulin,St. Paulin,1881;1891,1901,high,bridge_name_match
PLACE_QC085005,PLACE_QC069013,QC,Ste. Ursule,Ste. Ursule,1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_QC173010,PLACE_QC069013,QC,Ste. Ursule,Ste. Ursule,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC156005,PLACE_QC071004_1891,QC,Inverness,Inverness,1851;1861;1871,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC050010,PLACE_QC071007_1891,QC,Leeds,Leeds,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC156006,PLACE_QC071009,QC,Nelson,Nelson,1851;1861;1871,1911;1921,high,bridge_name_match
PLACE_QC169010,PLACE_QC071009,QC,Nelson,Nelson,1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC156009,PLACE_QC050011_1881,QC,Thetford,Thetford,1851;1861;1871,1881,high,bridge_name_match
PLACE_QC065008,PLACE_QC072001,QC,Dunham,Dunham,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC065012,PLACE_QC072011_1891,QC,Stanbridge,Stanbridge,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC059009,PLACE_QC073015_1921,QC,St. Jacques,"St. Jacques, VL",1851,1921,high,bridge_name_match
PLACE_QC089001,PLACE_QC073015_1921,QC,St. Jacques,"St. Jacques, VL",1861;1871;1881,1921,high,bridge_name_match
PLACE_QC176007,PLACE_QC073015_1921,QC,St. Jacques,"St. Jacques, VL",1891;1901;1911,1921,high,bridge_name_match
PLACE_QC059014,PLACE_QC101006,QC,St. Patrick,St. Patrick,1851,1861;1871,high,bridge_name_match
PLACE_QC060009,PLACE_QC074012,QC,St. Pierre,St. Pierre,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC148002,PLACE_QC075011,QC,St. Pierre,St. Pierre,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC078006,PLACE_QC085001,QC,L’Ange Gardien,L'Ange Gardien,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC178003,PLACE_QC075002_1921,QC,L’Ange Gardien,L'Ange Gardien,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC160012,PLACE_QC062024,QC,L’Ange-Gardien,L'Ange Gardien,1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC165018,PLACE_QC062024,QC,L'Ange-Gardien,L'Ange Gardien,1911,1921,high,bridge_name_match
PLACE_QC148011,PLACE_QC075006_1881,QC,St. Féréol,St. Féréol,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC083003,PLACE_QC206007,QC,St. François,St. François,1851,1911,high,bridge_name_match
PLACE_QC197005,PLACE_QC206007,QC,St. François,St. François,1861;1871;1881;1891,1911,high,bridge_name_match
PLACE_QC201007,PLACE_QC206007,QC,St. François,St. François,1901,1911,high,bridge_name_match
