old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC049003_1911,PLACE_QC049003_1891,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049004,PLACE_QC042012_1911,QC,St. Michel,St. Michel,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049005_1861,PLACE_QC089003,QC,St. Joseph and Convent,St. Joseph de Soulanges,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049005_1901,PLACE_QC049005_1891,QC,St. Malachie d'Ormstown,St. Malachie d'Ormstown,1891;1901;1911;1921,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049006,PLACE_QC089012,QC,St. Polycarpe,"St. Polycarpe, Village",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049007_1861,PLACE_QC089005_1881,QC,St. Télesphore,St. Télesphore,1861,1861;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049007_1861_1921,PLACE_QC049007_1851,QC,Ste. Philomène,Ste. Philomène,1861;1871;1881;1891;1901;1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049008_1861,PLACE_QC049008_1851_1921,QC,St. Urbain Premier,St. Urbain Premier,1861;1871;1881;1891;1901;1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC049009_1921,PLACE_QC049009_1911,QC,Très Saint Sacrement,Très Saint Sacrement,1921,1911;1921,registry_diff,registry_diff
PLACE_QC049012_1881,PLACE_QC068016,QC,St. Patrice,St. Patrice de Beaurivage,1881,1881;1891;1911;1921,registry_diff,registry_diff
PLACE_QC050002_1861,PLACE_QC091002,QC,St. Barnabé,St. Barnabé,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC050002_1921,PLACE_QC050002_1901,QC,"Bagotville, par. (St. Alphonse)","Bagotville, par. (St. Alphonse)",1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC050004,PLACE_QC043001_1881,QC,Berthier,Berthier,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC050005_1861,PLACE_QC091006,QC,St. Denis and Convent,St. Denis,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC050005_1921,PLACE_QC050005_1911,QC,Kénogami (St. Cyriac),Kénogami (St. Cyriac),1921,1911;1921,registry_diff,registry_diff
PLACE_QC050006_1881,PLACE_QC050006,QC,Inverness W-O,Inverness W-O,1881,1881,registry_diff,registry_diff
PLACE_QC050008,PLACE_QC060005_1871,QC,St. Charles Borromée,St. Charles Borromée,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC050008_1921,PLACE_QC050008_1911,QC,"St. Alexis de la Grande Baie, par. (Boileau & Ferland tp.—ct.)","St. Alexis de la Grande Baie, par. (Boileau & Ferland tp.—ct.)",1921,1911;1921,registry_diff,registry_diff
PLACE_QC050011_1921,PLACE_QC050011_1911,QC,St. Charles Borromée (Bourget),St. Charles Borromée (Bourget),1921,1911;1921,registry_diff,registry_diff
PLACE_QC050012,PLACE_QC008009,QC,St. Gabriel,St. Gabriel,1851,1851;1861,registry_diff,registry_diff
PLACE_QC050012_1921,PLACE_QC050012_1911,QC,St. Charles Borromée (Kénogami pt.),St. Charles Borromée (Kénogami pt.),1921,1911;1921,registry_diff,registry_diff
PLACE_QC050015_1851,PLACE_QC025001,QC,St. Alphonse,Cathcart,1851,1851;1861,registry_diff,registry_diff
PLACE_QC050016_1851,PLACE_QC060012,QC,Daillebout,Ste. Mélanie,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC050016_1921,PLACE_QC050016,QC,St. Louis Nazaire (Taché tp.—ct.),St. Louis Nazaire (Taché tp.—ct.),1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC050017_1921,PLACE_QC050017,QC,"Bagotville, T-V","Bagotville, T-V",1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC050019_1921,PLACE_QC050019,QC,"Jonquière, T-V","Jonquière, T-V",1921,1911;1921,registry_diff,registry_diff
PLACE_QC051001_1851,PLACE_QC143011_1901,QC,Port Daniel,Port Daniel,1851,1851;1861;1871;1881;1901,registry_diff,registry_diff
PLACE_QC051003_1861,PLACE_QC186002,QC,"St. Jean, Parish",St. Jean,1861,1851;1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC051004_1861,PLACE_QC092009,QC,"St. Johns, Town of","St. Jean, Town—Ville",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC051004_1921,PLACE_QC051004,QC,Clifton E.,Clifton E.,1921,1911;1921,registry_diff,registry_diff
PLACE_QC051005_1921,PLACE_QC051005,QC,Clifton W.-O.,Clifton W.-O.,1921,1911;1921,registry_diff,registry_diff
PLACE_QC051006_1901,PLACE_QC051006,QC,Compton,Compton,1901;1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC051007_1881,PLACE_QC078024,QC,"Nicolet, Town—Ville","Nicolet, T-V",1881,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC051008_1851,PLACE_QC169008,QC,Nouvelle,"Nouvelle, Shoolbred",1851,1851;1861;1871,registry_diff,registry_diff
PLACE_QC051014_1921,PLACE_QC051014,QC,Ste. Edwidge de Clifton,Ste. Edwidge de Clifton,1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC052001_1881,PLACE_QC054009_1911,QC,St. Eugène,St. Eugène de Grantham,1881,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052001_1921,PLACE_QC052001,QC,L'Annonciation,L'Annonciation,1921,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052002_1851,PLACE_QC093004,QC,St. Barnabé,St. Barnabé,1851;1861,1851;1861;1871;1881;1911;1921,registry_diff,registry_diff
PLACE_QC052003_1861,PLACE_QC052003_1851_1861,QC,St. Boniface,St. Boniface,1861,1851;1861,registry_diff,registry_diff
PLACE_QC052003_1911,PLACE_QC052003,QC,St. Benoit,St. Benoit,1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052004,PLACE_QC046001,QC,Boucherville,Boucherville,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052004_1851,PLACE_QC129005,QC,St. Etienne,St. Etienne,1851;1861,1851;1861;1871,registry_diff,registry_diff
PLACE_QC052005,PLACE_QC046005,QC,St. Bruno,St. Bruno,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052005_1881,PLACE_QC054010_1921,QC,St. Germain,St. Germain de Grantham,1881,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052007_1851,PLACE_QC067005,QC,"Chambly, Village","Chambly, Village",1851,1851;1861;1871;1881,registry_diff,registry_diff
PLACE_QC052007_1861,PLACE_QC093018_1891,QC,Yamachiche,"Yamachiche, Village",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052008_1921,PLACE_QC052008_1881,QC,St. Joseph du Lac,St. Joseph,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052010_1881,PLACE_QC054001,QC,Ulverton,Durham,1881,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052013_1851,PLACE_QC092009,QC,"St. John, Village","St. Jean, Town—Ville",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052014_1851,PLACE_QC186002,QC,"St. John, Parish",St. Jean,1851,1851;1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC052018,PLACE_QC038013,QC,St. Norbert,St. Norbert,1871;1881,1871;1881;1901;1911;1921,registry_diff,registry_diff
PLACE_QC052020,PLACE_QC153019,QC,Chester E,"Chester, East—Est (Ste. Hélène)",1871;1881,1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC052031_1881,PLACE_QC175017,QC,St. Samuel,St. Samuel,1881,1881;1891,registry_diff,registry_diff
PLACE_QC052999,PLACE_QC130999,QC,NO DATA,NO DATA,1861,1861;1871,registry_diff,registry_diff
PLACE_QC053001_1851,PLACE_QC047006_1921,QC,Ste. Anne Lapérade,Ste. Anne de la Pérade,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC053002_1851,PLACE_QC047007_1851,QC,"St. François X., Batiscan",St. François-Xavier de Batiscan,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC053004_1861,PLACE_QC090014,QC,Hatley,"Hatley, VL",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC053005_1861,PLACE_QC090010,QC,Magog,"Magog, T-V",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC053010_1921,PLACE_QC053010,QC,Ste. Justine de Langevin,Ste. Justine de Langevin,1881;1921,1871;1881;1921,registry_diff,registry_diff
PLACE_QC053011_1881,PLACE_QC182008,QC,"Melbourne, Brompton Gore","Melbourne, Brompton, Gore and New Rockland, Village",1881,1871;1881;1891,registry_diff,registry_diff
PLACE_QC053016_1921,PLACE_QC053016,QC,St. Maxime de Scott,St. Maxime de Scott,1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC053017_1911,PLACE_QC053017,QC,St. Nazaire,St. Nazaire,1911;1921,1911;1921,registry_diff,registry_diff
PLACE_QC053019_1921,PLACE_QC053019,QC,St. Prosper (Watford W.-O.),St. Prosper (Watford W.-O.),1921,1911;1921,registry_diff,registry_diff
PLACE_QC054001_1851,PLACE_QC029002,QC,"St. Joseph, Pointe Lévi",St. Joseph de la Pointe Lévis and Convent,1851,1851;1861,registry_diff,registry_diff
PLACE_QC054001_1891,PLACE_QC054001,QC,Durham,Durham,1861;1871;1891;1901;1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054002_1851,PLACE_QC169001,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,1851,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC054003,PLACE_QC066006_1911,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054003_1861,PLACE_QC095029,QC,Fraserville,"Fraserville, Town—Ville",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054005_1851,PLACE_QC164007,QC,St. Henri,St. Henri,1851,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC054010,PLACE_QC053015,QC,Ste. Marguerite,Ste. Marguerite,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054011,PLACE_QC095024,QC,St. Patrice de la Rivière du Loup,Rivière du Loup,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054012_1851,PLACE_QC040008,QC,St. Elzéar,St. Elzéar,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054013_1851,PLACE_QC040015,QC,Ste. Marie,Ste. Marie,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054014_1851,PLACE_QC040013,QC,St. Joseph la Beauce,St. Joseph,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054014_1881,PLACE_QC051006,QC,Compton,Compton,1881,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054014_1921,PLACE_QC054014,QC,Wickham E.,Wickham,1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054015_1851,PLACE_QC040011_1921,QC,St. Frédéric,St. Frédéric,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC054015_1921,PLACE_QC054015_1901,QC,Wickham W.-O.,Wickham W.-O.,1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC054016_1851,PLACE_QC139011,QC,St. François,St. François,1851,1851;1861;1871;1891;1901,registry_diff,registry_diff
PLACE_QC054017_1851,PLACE_QC139014,QC,St. George,St. George,1851,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC054017_1881,PLACE_QC150004,QC,Clifton W-O & E,Clifton,1881,1851;1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC054020_1851,PLACE_QC005006,QC,Jersey,Jersey,1851,1851;1861,registry_diff,registry_diff
PLACE_QC054021_1851,PLACE_QC158007,QC,Linière,Linière,1851,1851;1861;1871,registry_diff,registry_diff
PLACE_QC055001_1851,PLACE_QC003003,QC,"Aston, Township",Aston,1851,1851;1861,registry_diff,registry_diff
PLACE_QC055002_1851,PLACE_QC039013,QC,"Acton, Township","Acton, Town—Ville",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055003_1851,PLACE_QC038025,QC,"Warwick, Township","Warwick, VL",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055003_1921,PLACE_QC055003,QC,Courcelles (Ste. Martine de Courcelles),Courcelles (Ste. Martine de Courcelles),1921,1911;1921,registry_diff,registry_diff
PLACE_QC055004_1851,PLACE_QC054001,QC,"Durham, Township",Durham,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055005_1851,PLACE_QC054003_1911,QC,"Grantham, Township",Grantham,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055006_1921,PLACE_QC055006_1911,QC,Gayhurst (St. Samuel),Gayhurst (St. Samuel),1921,1911;1921,registry_diff,registry_diff
PLACE_QC055007_1851,PLACE_QC018006,QC,"Wendover, Township",Wendover,1851,1851;1861,registry_diff,registry_diff
PLACE_QC055008_1851,PLACE_QC018004,QC,"Simpson, Township",Simpson,1851,1851;1861,registry_diff,registry_diff
PLACE_QC055009_1851,PLACE_QC038018_1911,QC,"Tingwick, Township",Tingwick,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055009_1921,PLACE_QC055009,QC,St. Evariste de Forsyth,St. Evariste de Forsyth,1921,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055010_1851,PLACE_QC054014,QC,"Wickham, Township",Wickham,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055010_1861,PLACE_QC096020,QC,"Ste. Thérèse de Blainville, Village and College","Ste. Thérèse, T-V",1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055011_1851,PLACE_QC153037,QC,"Stanfold, Township",Stanfold,1851,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC055011_1921,PLACE_QC055011,QC,St. Hilaire de Dorset,St. Hilaire de Dorset,1921,1911;1921,registry_diff,registry_diff
PLACE_QC055012_1861,PLACE_QC099001,QC,"Terrebonne, Village, and College Masson","Terrebonne, Town—Ville",1861,1851;1861;1871,registry_diff,registry_diff
PLACE_QC055013_1851,PLACE_QC003008,QC,"Horton, Township",Horton,1851,1851;1861,registry_diff,registry_diff
PLACE_QC055014_1851,PLACE_QC137002,QC,"Bulstrode, Township",Bulstrode,1851,1851;1861;1871,registry_diff,registry_diff
PLACE_QC055016_1921,PLACE_QC055016_1911,QC,St. Vital de Lambton,St. Vital de Lambton,1891;1901;1911;1921,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055017,PLACE_QC018005,QC,"Upton, Township",Upton,1851,1851;1861,registry_diff,registry_diff
PLACE_QC055018_1851,PLACE_QC054004_1921,QC,"Kingsey, Township",Kingsey,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC055018_1921,PLACE_QC055018,QC,Whitton (Ste. Cécile),Whitton (Ste. Cécile),1921,1911;1921,registry_diff,registry_diff
PLACE_QC055019_1921,PLACE_QC055019,QC,Winslow N. & St. Romain,Winslow N. & St. Romain,1921,1911;1921,registry_diff,registry_diff
PLACE_QC055020_1921,PLACE_QC055020,QC,Winslow S.,Winslow S.,1921,1911;1921,registry_diff,registry_diff
PLACE_QC056001_1861,PLACE_QC097002_1851_1871,QC,Lake of Two Mountains,Lac des Deux Montagnes,1861,1851;1861;1871,registry_diff,registry_diff
PLACE_QC056003_1851,PLACE_QC056025,QC,"Percé, Township",Percé,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC056004,PLACE_QC090010,QC,Magog,"Magog, T-V",1871;1881,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC056004_1851,PLACE_QC159018,QC,"Malbay, Township",Malbaie,1851,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC056005_1851,PLACE_QC154005,QC,"Douglass, Township",Douglas,1851,1851;1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC056007_1851,PLACE_QC056007,QC,"Gaspé Bay N & Sydenham, Township","Gaspé Bay N & Sydenham, Township",1851,1851,registry_diff,registry_diff
PLACE_QC056007_1921,PLACE_QC056007_1901,QC,Douglas E.,Douglastown,1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC056009_1851,PLACE_QC019004,QC,"Fox, Township",Fox,1851,1851;1861,registry_diff,registry_diff
PLACE_QC056009_1911,PLACE_QC056009,QC,Fox River & Sydenham N.,Fox River & Sydenham N.,1911;1921,1911;1921,registry_diff,registry_diff
PLACE_QC056010_1861,PLACE_QC096010,QC,St. Jérôme,St. Jérôme,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC056012_1871,PLACE_QC056012,QC,Grande Rivière,Grande Rivière,1871;1881;1891;1901;1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC056013,PLACE_QC052011_1881,QC,"Ste. Scholastique, Parish",Ste. Scholastique,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC056999_1921,PLACE_QC056999_1881,QC,NO DATA,NO DATA,1921,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057001,PLACE_QC064001,QC,Laprairie,Laprairie,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057001_1921,PLACE_QC057001_1881,QC,Aumond,Aumond,1921,1861;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057002_1851,PLACE_QC064008,QC,"Laprairie, Village","Laprairie, Village",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057002_1921,PLACE_QC057002,QC,Aylwin,Aylwin,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057003_1851,PLACE_QC064002,QC,St. Constant,St. Constant,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057003_1921,PLACE_QC057003,QC,Baskatong,Baskatong,1921,1871;1911;1921,registry_diff,registry_diff
PLACE_QC057004_1851,PLACE_QC064006,QC,St. Philippe,St. Philippe,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057004_1921,PLACE_QC057004,QC,Bouchette,Bouchette,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057005_1921,PLACE_QC057005,QC,Cameron,Cameron,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057006_1851,PLACE_QC049007_1851,QC,Ste. Philomène,Ste. Philomène,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057006_1861,PLACE_QC097006_1901,QC,"Vaudreuil, Parish",Vaudreuil,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057006_1921,PLACE_QC057006,QC,Denholm,Denholm,1921,1861;1881;1891;1911;1921,registry_diff,registry_diff
PLACE_QC057007_1851,PLACE_QC153004,QC,Chateauguay,St. Joachim,1851,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC057007_1921,PLACE_QC057007,QC,Eardley,Eardley,1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057008_1851,PLACE_QC064007,QC,Sault St. Louis,Sault St. Louis,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057009_1851,PLACE_QC064004_1851,QC,St. Jacques,St. Jacques le Mineur,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057009_1921,PLACE_QC057009,QC,Hincks,Hincks,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057010,PLACE_QC166009,QC,St. Edouard,St. Edouard,1851,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC057011_1851,PLACE_QC161008,QC,St. Cyprien,St. Cyprien,1851,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC057013_1851,PLACE_QC092002_1921,QC,"St. Bernard, Lacolle",St. Bernard de Lacolle,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057013_1921,PLACE_QC057013,QC,Kensington,Kensington,1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057014_1851,PLACE_QC037005,QC,Sherrington,Sherrington,1851,1851;1861,registry_diff,registry_diff
PLACE_QC057014_1921,PLACE_QC057014,QC,Low,Low,1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057015_1921,PLACE_QC057015_1911,QC,Lytton,Lytton,1921,1911;1921,registry_diff,registry_diff
PLACE_QC057016_1921,PLACE_QC057016_1911,QC,Maniwaki,Maniwaki,1921,1911;1921,registry_diff,registry_diff
PLACE_QC057018,PLACE_QC077005,QC,St. Rémi,St. Rémi,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057020_1921,PLACE_QC057020,QC,Sicotte,Sicotte,1921,1911;1921,registry_diff,registry_diff
PLACE_QC057026_1921,PLACE_QC057026,QC,Wright,Wright,1921,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057028_1921,PLACE_QC057028,QC,Réserves Indiennes,Maniwaki,1921,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057029_1921,PLACE_QC057029,QC,"Hull, C","Hull, City—Cité",1921,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057030_1921,PLACE_QC057030,QC,"Aylmer, T-V","Aylmer, Town—Ville",1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC057032_1921,PLACE_QC057032,QC,"Gracefield, VL","Gracefield, VL",1921,1911;1921,registry_diff,registry_diff
PLACE_QC057034_1921,PLACE_QC057034,QC,"Pointe Gatineau, VL","Pointe Gatineau, VL",1921,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC058002_1851,PLACE_QC026001,QC,"Ixworth, Township",Ixworth,1851,1851;1861,registry_diff,registry_diff
PLACE_QC058006,PLACE_QC098007,QC,Varennes,Varennes,1861,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC058006_1851,PLACE_QC042011,QC,St. André,St. André,1851,1851;1861;1871;1881,registry_diff,registry_diff
PLACE_QC058006_1861,PLACE_QC039005_1891,QC,Ste. Hélène,Ste. Hélène,1861;1871;1881,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC058006_1891,PLACE_QC058006_1871,QC,Hemmingford,Hemmingford,1891;1901;1911;1921,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC058009_1851,PLACE_QC026013,QC,"Woodbridge, Township",Woodbridge,1851,1851;1861,registry_diff,registry_diff
PLACE_QC058011,PLACE_QC061003_1891,QC,St. Alexandre,St. Alexandre,1851,1851;1861;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC058012_1881,PLACE_QC039013,QC,"Actonvale, Village","Acton, Town—Ville",1881,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059001,PLACE_QC065002,QC,L’Assomption,L'Assomption,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059001_1921,PLACE_QC059001_1861,QC,St. Alexandre,St. Alexandre,1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059002,PLACE_QC065011,QC,"L’Assomption, Village","L'Assomption, T-V",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059003_1851,PLACE_QC065010_1851,QC,St. Sulpice,St. Sulpice,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059003_1921,PLACE_QC059003,QC,St. Athanase de Bleury,St. Athanase,1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059005_1851,PLACE_QC065001,QC,Lachenaie,Lachenaie,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059006_1921,PLACE_QC059006_1901,QC,St. Grégoire le Grand de Monnoir,St. Grégoire le Grand,1921,1901;1911;1921,registry_diff,registry_diff
PLACE_QC059008_1851,PLACE_QC073005_1891,QC,St. Esprit,St. Esprit,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059008_1911,PLACE_QC059008,QC,"Iberville, T-V","Iberville, Town—Ville",1911;1921,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059009,PLACE_QC073015_1921,QC,St. Jacques,"St. Jacques, VL",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059010_1851,PLACE_QC073014_1921,QC,St. Alexis,"St. Alexis, VL",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059011,PLACE_QC162010_1871,QC,St. Roch,St. Roch,1851,1851;1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC059012_1851,PLACE_QC034003,QC,Kilkenny,Kilkenny,1851,1851;1861,registry_diff,registry_diff
PLACE_QC059013,PLACE_QC087008,QC,Ste. Prudentienne,Ste. Prudentienne,1881,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059013_1851,PLACE_QC073007,QC,Ste. Julienne,Ste. Julienne,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059014,PLACE_QC101006,QC,St. Patrick,St. Patrick,1851,1851;1861;1871,registry_diff,registry_diff
PLACE_QC059015_1851,PLACE_QC073011,QC,Chertsey,St. Théodore de Chertsey,1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC059016_1851,PLACE_QC034010,QC,Wexford,Wexford,1851,1851;1861,registry_diff,registry_diff
PLACE_QC060001_1851,PLACE_QC074014_1921,QC,"Montmagny, Village","Montmagny, T-V",1851,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
