name_id,label,language,kind
APP_NS026021_CANONICAL,Milford,en,canonical
APP_NS026022_CANONICAL,New Albany,en,canonical
APP_NS026023_CANONICAL,Nictaux,en,canonical
APP_NS026023_1901_VARIANT,Nictau,en,variant
APP_NS026024_CANONICAL,Parker’s Cove,en,canonical
APP_NS026024_1901_VARIANT,Parker Cove,en,variant
APP_NS026025_CANONICAL,Port George,en,canonical
APP_NS026026_CANONICAL,Port Lorne,en,canonical
APP_NS026028_CANONICAL,Springfield,en,canonical
APP_NS029012_CANONICAL,Lower Londonderry,en,canonical
APP_NS029012_1901_VARIANT,Middle Londonderry,en,variant
APP_NS029018_CANONICAL,Tatamagouche E,en,canonical
APP_NS029018_1901_VARIANT,"Tatamagouche, West—Ouest",en,variant
APP_NS029021_CANONICAL,Upper Stewiacke W-O,en,canonical
APP_NS029021_1901_VARIANT,"Upper Stewiacke, East—Est",en,variant
APP_NS029022_CANONICAL,Upper Stewiacke E,en,canonical
APP_NS029022_1901_VARIANT,"Upper Stewiacke, West—Ouest",en,variant
APP_NS030001_CANONICAL,"Amherst, Town—Ville",en,canonical
APP_NS032001_CANONICAL,Caledonia,en,canonical
APP_NS032002_CANONICAL,Canso,en,canonical
APP_NS032003_CANONICAL,Country Harbour,en,canonical
APP_NS032004_CANONICAL,Crow Harbour,en,canonical
APP_NS032010_CANONICAL,Isaac’s Harbour,en,canonical
APP_NS032010_1901_VARIANT,Isaac Harbour,en,variant
APP_NS032011_CANONICAL,Larry’s River,en,canonical
APP_NS032011_1901_VARIANT,Larry River,en,variant
APP_NS032012_CANONICAL,Liscombe,en,canonical
APP_NS032012_1901_VARIANT,Liscomb,en,variant
APP_NS032013_CANONICAL,Manchester,en,canonical
APP_NS032014_CANONICAL,Marie Joseph,en,canonical
APP_NS032015_CANONICAL,Melford,en,canonical
APP_NS033001_CANONICAL,"Halifax, Ward—Quartier No. 1",en,canonical
APP_NS033002_CANONICAL,"Halifax, Ward—Quartier No. 2",en,canonical
APP_NS033003_CANONICAL,"Halifax, Ward—Quartier No. 3",en,canonical
APP_NS033004_CANONICAL,"Halifax, Ward—Quartier No. 4",en,canonical
APP_NS033005_CANONICAL,"Halifax, Ward—Quartier No. 5",en,canonical
APP_NS033006_CANONICAL,"Halifax, Ward—Quartier No. 6",en,canonical
APP_NS037999_CANONICAL,NO DATA,en,canonical
APP_NS039999_CANONICAL,NO DATA,en,canonical
APP_NS041016_CANONICAL,North Shore,en,canonical
APP_NS041016_1911_VARIANT,North River,en,variant
APP_NS043999_CANONICAL,NO DATA,en,canonical
APP_NS044999_CANONICAL,NO DATA,en,canonical
APP_NS045999_CANONICAL,NO DATA,en,canonical
APP_NS046999_CANONICAL,NO DATA,en,canonical
APP_NS047999_CANONICAL,NO DATA,en,canonical
APP_NS050999_CANONICAL,NO DATA,en,canonical
APP_NS052999_CANONICAL,NO DATA,en,canonical
APP_NS053999_CANONICAL,NO DATA,en,canonical
APP_NS996999_CANONICAL,NO DATA,en,canonical
APP_ON038007_CANONICAL,"Preston, Village",en,canonical
APP_ON038007_1871_VARIANT,"Georgetown, Village",en,variant
APP_PE001001_CANONICAL,Township No. 1,en,canonical
APP_PE001001_1921_VARIANT,Township 38,en,variant
APP_PE001002_CANONICAL,Township No. 2,en,canonical
APP_PE001003_CANONICAL,Township No. 3,en,canonical
APP_PE001003_1921_VARIANT,Township 40,en,variant
APP_PE001004_CANONICAL,Township No. 4,en,canonical
APP_PE001004_1921_VARIANT,Township 41,en,variant
APP_PE001005_CANONICAL,Township No. 5,en,canonical
APP_PE001005_1921_VARIANT,Township 42,en,variant
APP_PE001006_CANONICAL,Township No. 6,en,canonical
APP_PE001006_1921_VARIANT,Township 43,en,variant
APP_PE001007_CANONICAL,Township No. 7,en,canonical
APP_PE001007_1921_VARIANT,Township 44,en,variant
APP_PE001008_CANONICAL,Township No. 8,en,canonical
APP_PE001008_1921_VARIANT,Township 45,en,variant
APP_PE001009_CANONICAL,Township No. 9,en,canonical
APP_PE001009_1921_VARIANT,Township 46,en,variant
APP_PE001011_CANONICAL,Township No. 11,en,canonical
APP_PE001011_1921_VARIANT,Township 51,en,variant
APP_PE001012_CANONICAL,Township No. 12,en,canonical
APP_PE001012_1921_VARIANT,Township 52,en,variant
APP_PE001013_CANONICAL,Township No. 13,en,canonical
APP_PE001014_CANONICAL,Township No. 14,en,canonical
APP_PE001014_1921_VARIANT,Township 54,en,variant
APP_PE001015_CANONICAL,Township No. 15,en,canonical
APP_PE001015_1921_VARIANT,Township 55,en,variant
APP_PE001016_CANONICAL,Township No. 16,en,canonical
APP_PE001016_1921_VARIANT,Township 56,en,variant
APP_PE001018_CANONICAL,Township No. 17,en,canonical
APP_PE001018_1921_VARIANT,Township 61,en,variant
APP_PE001019_CANONICAL,Township No. 19,en,canonical
APP_PE001019_1881_VARIANT,Township No. 18,en,variant
APP_PE001019_1921_VARIANT,Township 63,en,variant
APP_PE001020_CANONICAL,Township No. 25,en,canonical
APP_PE001020_1881_VARIANT,Township No. 19,en,variant
APP_PE001020_1921_VARIANT,Township 64,en,variant
APP_PE001021_CANONICAL,Township No. 26,en,canonical
APP_PE001021_1881_VARIANT,Township No. 25,en,variant
APP_PE001021_1921_VARIANT,Township 66,en,variant
APP_PE001022_CANONICAL,Township No. 27,en,canonical
APP_PE001022_1881_VARIANT,Township No. 26,en,variant
APP_PE001024_CANONICAL,Township No. 17,en,canonical
APP_PE001024_1881_VARIANT,Township No. 28,en,variant
APP_PE002002_CANONICAL,Township No. 21,en,canonical
APP_PE002002_1881_VARIANT,Township No. 20,en,variant
APP_PE002002_1921_VARIANT,Township 2,en,variant
APP_PE002003_CANONICAL,Township No. 22,en,canonical
APP_PE002003_1881_VARIANT,Township No. 21,en,variant
APP_PE002003_1921_VARIANT,Township 3,en,variant
APP_PE002004_CANONICAL,Township No. 29,en,canonical
APP_PE002004_1881_VARIANT,Township No. 22,en,variant
APP_PE002005_CANONICAL,Township No. 30,en,canonical
APP_PE002005_1881_VARIANT,Township No. 23,en,variant
APP_PE002005_1921_VARIANT,Township 5,en,variant
APP_PE002006_CANONICAL,Township No. 67,en,canonical
APP_PE002006_1881_VARIANT,Township No. 24,en,variant
APP_PE002006_1921_VARIANT,Township 6,en,variant
APP_PE002007_CANONICAL,Township No. 23,en,canonical
APP_PE002007_1881_VARIANT,Township No. 29,en,variant
APP_PE002007_1921_VARIANT,Township 7,en,variant
APP_PE002008_CANONICAL,Township No. 24,en,canonical
APP_PE002008_1881_VARIANT,Township No. 30,en,variant
APP_PE002008_1921_VARIANT,Township 8,en,variant
APP_PE002009_CANONICAL,Township No. 31,en,canonical
APP_PE002009_1921_VARIANT,Township 9,en,variant
APP_PE002011_CANONICAL,Township No. 65,en,canonical
APP_PE002011_1881_VARIANT,Township No. 33,en,variant
APP_PE002011_1921_VARIANT,Township 11,en,variant
APP_PE002012_CANONICAL,Township No. 33,en,canonical
APP_PE002012_1881_VARIANT,Township No. 34,en,variant
APP_PE002013_CANONICAL,Township No. 34,en,canonical
APP_PE002013_1881_VARIANT,Township No. 35,en,variant
APP_PE002013_1921_VARIANT,Township 13,en,variant
APP_PE002014_CANONICAL,Township No. 35,en,canonical
APP_PE002014_1881_VARIANT,Township No. 36,en,variant
APP_PE002014_1921_VARIANT,Township 14,en,variant
APP_PE002015_CANONICAL,Township No. 36,en,canonical
APP_PE002015_1881_VARIANT,Township No. 37,en,variant
APP_PE002015_1921_VARIANT,Township 15,en,variant
APP_PE002016_CANONICAL,Township No. 37,en,canonical
APP_PE002016_1881_VARIANT,Township No. 48,en,variant
APP_PE002016_1921_VARIANT,Township 16,en,variant
APP_PE002017_CANONICAL,Township No. 48,en,canonical
APP_PE002017_1881_VARIANT,Township No. 49,en,variant
APP_PE002017_1921_VARIANT,Township 17,en,variant
APP_PE002018_CANONICAL,Township No. 49,en,canonical
APP_PE002018_1881_VARIANT,Township No. 50,en,variant
APP_PE002018_1921_VARIANT,Township 18,en,variant
APP_PE002019_CANONICAL,Township No. 50,en,canonical
APP_PE002019_1881_VARIANT,Township No. 57,en,variant
APP_PE002020_CANONICAL,Township No. 57,en,canonical
APP_PE002020_1881_VARIANT,Township No. 58,en,variant
APP_PE002020_1921_VARIANT,Township 25,en,variant
APP_PE002021_CANONICAL,Township No. 58,en,canonical
APP_PE002021_1881_VARIANT,Township No. 60,en,variant
APP_PE002021_1921_VARIANT,Township 26,en,variant
APP_PE002022_CANONICAL,Township No. 60,en,canonical
APP_PE002022_1881_VARIANT,Township No. 62,en,variant
APP_PE002022_1921_VARIANT,Township 27,en,variant
APP_PE002023_CANONICAL,Township No. 62,en,canonical
APP_PE002023_1881_VARIANT,Township No. 65,en,variant
APP_PE002023_1921_VARIANT,Township 28,en,variant
APP_PE003001_CANONICAL,Township No. 43,en,canonical
APP_PE003001_1881_VARIANT,Township No. 47,en,variant
APP_PE003001_1921_VARIANT,Township 20,en,variant
APP_PE003002_CANONICAL,Township No. 44,en,canonical
APP_PE003002_1881_VARIANT,Township No. 46,en,variant
APP_PE003002_1921_VARIANT,Township 21,en,variant
APP_PE003004_CANONICAL,Township No. 46,en,canonical
APP_PE003004_1881_VARIANT,Township No. 44,en,variant
APP_PE003004_1921_VARIANT,Township 23,en,variant
APP_PE003005_CANONICAL,Township No. 47,en,canonical
APP_PE003005_1881_VARIANT,Township No. 43,en,variant
APP_PE003005_1921_VARIANT,Township 24,en,variant
APP_PE003006_CANONICAL,Township No. 38,en,canonical
APP_PE003006_1881_VARIANT,Township No. 42,en,variant
APP_PE003006_1921_VARIANT,Township 29,en,variant
APP_PE003007_CANONICAL,Township No. 39,en,canonical
APP_PE003007_1881_VARIANT,Township No. 41,en,variant
APP_PE003007_1921_VARIANT,Township 30,en,variant
APP_PE003009_CANONICAL,Township No. 41,en,canonical
APP_PE003009_1881_VARIANT,Township No. 39,en,variant
APP_PE003009_1921_VARIANT,Township 32,en,variant
APP_PE003010_CANONICAL,Township No. 42,en,canonical
APP_PE003010_1881_VARIANT,Township No. 38,en,variant
APP_PE003010_1921_VARIANT,Township 33,en,variant
APP_PE003012_CANONICAL,Township No. 51,en,canonical
APP_PE003012_1881_VARIANT,Township No. 55,en,variant
APP_PE003012_1921_VARIANT,Township 35,en,variant
APP_PE003013_CANONICAL,Township No. 52,en,canonical
APP_PE003013_1881_VARIANT,Township No. 54,en,variant
APP_PE003014_CANONICAL,Township No. 53,en,canonical
APP_PE003014_1921_VARIANT,Township 37,en,variant
APP_PE003015_CANONICAL,Township No. 54,en,canonical
APP_PE003015_1881_VARIANT,Township No. 52,en,variant
APP_PE003015_1921_VARIANT,Township 48,en,variant
APP_PE003016_CANONICAL,Township No. 55,en,canonical
APP_PE003016_1881_VARIANT,Township No. 51,en,variant
APP_PE003016_1921_VARIANT,Township 49,en,variant
APP_PE003017_CANONICAL,Township No. 59,en,canonical
APP_PE003017_1881_VARIANT,Township No. 66,en,variant
APP_PE003017_1921_VARIANT,Township 50,en,variant
APP_PE003018_CANONICAL,Township No. 61,en,canonical
APP_PE003018_1881_VARIANT,Township No. 59,en,variant
APP_PE003018_1921_VARIANT,Township 57,en,variant
APP_PE003019_CANONICAL,Township No. 63,en,canonical
APP_PE003019_1881_VARIANT,Township No. 61,en,variant
APP_PE003019_1921_VARIANT,Township 58,en,variant
APP_PE003020_CANONICAL,Township No. 64,en,canonical
APP_PE003020_1881_VARIANT,Township No. 63,en,variant
APP_PE003020_1921_VARIANT,Township 60,en,variant
APP_PE003021_CANONICAL,Township No. 66,en,canonical
APP_PE003021_1881_VARIANT,Township No. 64,en,variant
APP_PE003021_1921_VARIANT,Township 62,en,variant
APP_PE134002_CANONICAL,Township No. 38,en,canonical
APP_PE134002_1901_VARIANT,Township 2,en,variant
APP_PE134003_CANONICAL,Township No. 39,en,canonical
APP_PE134003_1901_VARIANT,Township 3,en,variant
APP_PE134004_CANONICAL,Township No. 40,en,canonical
APP_PE134004_1901_VARIANT,Township 4,en,variant
APP_PE134005_CANONICAL,Township No. 41,en,canonical
APP_PE134005_1901_VARIANT,Township 5,en,variant
APP_PE134006_CANONICAL,Township No. 42,en,canonical
APP_PE134006_1901_VARIANT,Township 6,en,variant
APP_PE134007_CANONICAL,Township No. 43,en,canonical
APP_PE134007_1901_VARIANT,Township 7,en,variant
APP_PE134008_CANONICAL,Township No. 44,en,canonical
APP_PE134008_1901_VARIANT,Township 8,en,variant
APP_PE134009_CANONICAL,Township No. 45,en,canonical
APP_PE134009_1901_VARIANT,Township 9,en,variant
APP_PE134012_CANONICAL,Township No. 51,en,canonical
APP_PE134012_1901_VARIANT,Township 12,en,variant
APP_PE135002_CANONICAL,Township No. 1,en,canonical
APP_PE135002_1901_VARIANT,Township 33,en,variant
APP_PE135003_CANONICAL,Township No. 2,en,canonical
APP_PE135003_1901_VARIANT,Township 34,en,variant
APP_PE135004_CANONICAL,Township No. 3,en,canonical
APP_PE135004_1901_VARIANT,Township 35,en,variant
APP_PE135005_CANONICAL,Township No. 4,en,canonical
APP_PE135005_1901_VARIANT,Township 36,en,variant
APP_PE135006_CANONICAL,Township No. 5,en,canonical
APP_PE135006_1901_VARIANT,Township 37,en,variant
APP_PE135007_CANONICAL,Township No. 6,en,canonical
APP_PE135007_1901_VARIANT,Township 48,en,variant
APP_PE135008_CANONICAL,Township No. 7,en,canonical
APP_PE135008_1901_VARIANT,Township 49,en,variant
APP_PE135009_CANONICAL,Township No. 8,en,canonical
APP_PE135009_1901_VARIANT,Township 50,en,variant
APP_PE135010_CANONICAL,Township No. 9,en,canonical
APP_PE135010_1901_VARIANT,Township 57,en,variant
APP_PE135013_CANONICAL,Township No. 12,en,canonical
APP_PE135013_1901_VARIANT,Township 62,en,variant
APP_PE135014_CANONICAL,Township No. 13,en,canonical
APP_PE135014_1901_VARIANT,Township 61,en,variant
APP_PE136001_CANONICAL,Charlottetown Royalty,en,canonical
APP_PE136001_1901_VARIANT,"Charlottetown, City & Royalty",en,variant
APP_PE136002_CANONICAL,Township No. 20,en,canonical
APP_PE136002_1901_VARIANT,Township 20,en,variant
APP_PE136003_CANONICAL,Township No. 21,en,canonical
APP_PE136003_1901_VARIANT,Township 21,en,variant
APP_PE136004_CANONICAL,Township No. 22,en,canonical
APP_PE136004_1901_VARIANT,Township 22,en,variant
APP_PE136005_CANONICAL,Township No. 23,en,canonical
APP_PE136005_1901_VARIANT,Township 23,en,variant
APP_PE136007_CANONICAL,Township No. 29,en,canonical
APP_PE136007_1901_VARIANT,Township 32,en,variant
APP_PE997999_CANONICAL,NO DATA,en,canonical
APP_QC037005_CANONICAL,Sherrington,en,canonical
APP_QC037005_1921_VARIANT,Harrington,en,variant
APP_QC048999_CANONICAL,NO DATA,en,canonical
APP_QC069999_CANONICAL,NO DATA,en,canonical
APP_QC080999_CANONICAL,NO DATA,en,canonical
APP_QC096003_CANONICAL,Chatham,en,canonical
APP_QC137001_CANONICAL,Arundel,en,canonical
APP_QC137002_CANONICAL,"Carillon, Village",en,canonical
APP_QC137003_CANONICAL,Chatham,en,canonical
APP_QC137010_CANONICAL,Mille Isles,en,canonical
APP_QC137010_1901_VARIANT,Mille Iles,en,variant
APP_QC138002_CANONICAL,St. André,en,canonical
APP_QC140001_CANONICAL,"Beauharnois, Town—Ville",en,canonical
APP_QC141009_CANONICAL,St. Michel,en,canonical
APP_QC141010_CANONICAL,St. Néré,en,canonical
APP_QC141010_1901_VARIANT,St. Nérée,en,variant
APP_QC141012_CANONICAL,St. Raphaël,en,canonical
APP_QC141013_CANONICAL,St. Valier ,en,canonical
APP_QC141013_1901_VARIANT,St. Valier,en,variant
APP_QC142999_CANONICAL,NO DATA,en,canonical
APP_QC143999_CANONICAL,NO DATA,en,canonical
APP_QC145009_CANONICAL,St. Bruno,en,canonical
APP_QC145010_CANONICAL,St. Hubert,en,canonical
APP_QC145011_CANONICAL,St. Lambert,en,canonical
APP_QC146999_CANONICAL,NO DATA,en,canonical
APP_QC147999_CANONICAL,NO DATA,en,canonical
APP_QC150002_CANONICAL,Bury,en,canonical
APP_QC150003_CANONICAL,Chesham,en,canonical
APP_QC151012_CANONICAL,Ste. Scholastique,en,canonical
APP_QC154010_CANONICAL,Grande Vallée des Monts,en,canonical
APP_QC154999_CANONICAL,NO DATA,en,canonical
APP_QC158999_CANONICAL,NO DATA,en,canonical
APP_QC159999_CANONICAL,NO DATA,en,canonical
APP_QC172007_CANONICAL,St. François,en,canonical
APP_QC172999_CANONICAL,NO DATA,en,canonical
APP_QC173999_CANONICAL,NO DATA,en,canonical
APP_QC178010_CANONICAL,St. Alban,en,canonical
APP_QC178010_1911_VARIANT,St. Laurent,en,variant
APP_QC178999_CANONICAL,NO DATA,en,canonical
APP_QC184006_CANONICAL,Ste. Angèle,en,canonical
APP_QC184006_1911_VARIANT,Ste. Angèle de Laval,en,variant
APP_QC190005_CANONICAL,St. Clet,en,canonical
APP_QC190005_1901_VARIANT,St. Charles,en,variant
