cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_QC_Maskinongé,CD_QC_Champlain,OVERLAPS,0.0455,0.1729,0.0581,1346495336.48
CD_QC_Missisquoi,CD_QC_St._Jean_&_Iberville,OVERLAPS,0.088,0.1562,0.1677,168597567.36
CD_QC_Missisquoi,CD_QC_Missisquoi,OVERLAPS,0.8008,0.8438,0.9402,910973913.35
CD_QC_Montcalm,CD_QC_Joliette,OVERLAPS,0.0,0.0,0.0001,537101.77
CD_QC_Montmagny,CD_QC_Bellechasse,OVERLAPS,0.013,0.0256,0.0257,45382068.98
CD_QC_Nicolet,CD_QC_Yamaska,OVERLAPS,0.0018,0.0028,0.0048,4428409.27
CD_QC_Pontiac,CD_ON_Nipissing,OVERLAPS,0.0,0.0,0.0,7284.25
"CD_QC_Quebec,_County—Comté",CD_QC_Chicoutimi_&_Saguenay,OVERLAPS,0.0,0.0,0.0,4653.98
CD_QC_Richelieu,CD_QC_St._Hyacinthe,OVERLAPS,0.0097,0.0249,0.0157,11528854.68
CD_QC_Rouville,CD_QC_Missisquoi,OVERLAPS,0.0005,0.0011,0.0008,806664.98
CD_QC_Rouville,CD_QC_Bagot,OVERLAPS,0.074,0.1545,0.1245,113620338.75
CD_QC_Shefford,CD_QC_Bagot,OVERLAPS,0.0,0.0,0.0,7283.19
CD_QC_St._Jean_&_Iberville,CD_QC_St._Jean_&_Iberville,OVERLAPS,0.7735,0.9306,0.8209,825531263.32
CD_QC_St._Jean_&_Iberville,CD_QC_Missisquoi,OVERLAPS,0.0318,0.0644,0.059,57165374.97
CD_QC_St._Jean_&_Iberville,CD_QC_Rouville,OVERLAPS,0.0024,0.0041,0.0058,3646465.56
CD_QC_St._Jean_&_Iberville,CD_QC_Chambly_&_Verchères,OVERLAPS,0.0004,0.0009,0.0008,766887.45
CD_QC_Trois-Rivières_&_St._Maurice,CD_QC_Trois-Rivières_&_St._Maurice,OVERLAPS,0.2869,0.7456,0.318,4679282013.69
CD_QC_Trois-Rivières_&_St._Maurice,CD_QC_Champlain,OVERLAPS,0.0573,0.2544,0.0689,1596239037.12
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",CD_ON_Algoma_E,OVERLAPS,0.0,0.0,0.0,25249.81
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",CD_ON_Nipissing,OVERLAPS,0.0,0.0,0.0,16654.86
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",CD_QC_Chicoutimi_&_Saguenay,OVERLAPS,0.1137,0.2657,0.1658,70819938943.8
CD_QC_Wright,CD_QC_Labelle,OVERLAPS,0.1409,0.2688,0.2286,2372586088.53
