cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_NB_New_Brunswick,CD_NB_Charlotte,CONTAINS,0.0496,0.0496,1.0,3676128982.85
CD_NB_New_Brunswick,CD_NB_St._John,CONTAINS,0.0217,0.0217,1.0,1605180788.72
CD_NB_New_Brunswick,CD_NB_King's,CONTAINS,0.0488,0.0488,1.0,3618141557.22
CD_NB_New_Brunswick,CD_NB_Sunbury,CONTAINS,0.0379,0.0379,1.0,2811724644.02
CD_NB_New_Brunswick,CD_NB_Queen's,CONTAINS,0.0543,0.0543,1.0,4027513316.5
CD_NB_New_Brunswick,CD_NB_York,CONTAINS,0.1267,0.1267,1.0,9387830223.22
CD_NB_New_Brunswick,CD_NB_Albert,CONTAINS,0.0253,0.0253,1.0,1875784373.85
CD_NB_New_Brunswick,CD_NB_Westmorland,CONTAINS,0.0515,0.0515,1.0,3820192248.24
CD_NB_New_Brunswick,CD_NB_Carleton,CONTAINS,0.0462,0.0462,1.0,3427847680.77
CD_NB_New_Brunswick,CD_NB_Victoria,CONTAINS,0.1242,0.1242,1.0,9204550196.48
CD_NB_New_Brunswick,CD_NB_Kent,CONTAINS,0.0637,0.0637,1.0,4720822750.27
CD_NB_New_Brunswick,CD_NB_Northumberland,CONTAINS,0.168,0.168,1.0,12450091202.6
CD_NB_New_Brunswick,CD_NB_Gloucester,CONTAINS,0.0627,0.0627,1.0,4649288068.04
CD_NB_New_Brunswick,CD_NB_Restigouche,CONTAINS,0.1193,0.1193,1.0,8843304894.88
CD_NL_Newfoundland,CD_NL_Newfoundland,SAME_AS,1.0,1.0,1.0,111661003634.19
CD_NS_Nova_Scotia,CD_NS_Yarmouth,CONTAINS,0.0426,0.0426,1.0,2473884091.87
CD_NS_Nova_Scotia,CD_NS_Shelburne,CONTAINS,0.0722,0.0722,1.0,4198177697.47
CD_NS_Nova_Scotia,CD_NS_Digby,CONTAINS,0.0482,0.0482,1.0,2801570117.28
CD_NS_Nova_Scotia,CD_NS_Queens,CONTAINS,0.0254,0.0254,1.0,1474546142.04
CD_NS_Nova_Scotia,CD_NS_Annapolis,CONTAINS,0.0605,0.0605,1.0,3516171729.92
CD_NS_Nova_Scotia,CD_NS_Lunenburg,CONTAINS,0.0562,0.0562,1.0,3269059803.46
CD_NS_Nova_Scotia,CD_NS_King's,CONTAINS,0.0395,0.0395,1.0,2295127038.48
CD_NS_Nova_Scotia,"CD_NS_Halifax,_West",CONTAINS,0.0224,0.0224,1.0,1304489284.15
CD_NS_Nova_Scotia,CD_NS_Hants,CONTAINS,0.056,0.056,1.0,3253315285.08
CD_NS_Nova_Scotia,"CD_NS_Halifax,_East",CONTAINS,0.0845,0.0845,1.0,4910996019.06
CD_NS_Nova_Scotia,CD_NS_Cumberland,CONTAINS,0.0778,0.0778,1.0,4521900424.99
CD_NS_Nova_Scotia,CD_NS_Colchester,CONTAINS,0.0651,0.0651,1.0,3786859186.89
CD_NS_Nova_Scotia,CD_NS_Pictou,CONTAINS,0.0512,0.0512,1.0,2975327435.95
CD_NS_Nova_Scotia,CD_NS_Guysborough,CONTAINS,0.0754,0.0754,1.0,4385253580.94
CD_NS_Nova_Scotia,CD_NS_Antigonish,CONTAINS,0.0269,0.0269,1.0,1561894002.12
CD_NS_Nova_Scotia,CD_NS_Richmond,CONTAINS,0.0242,0.0242,1.0,1407741366.01
CD_NS_Nova_Scotia,CD_NS_Cape_Breton,CONTAINS,0.0471,0.0471,1.0,2736852654.64
CD_NS_Nova_Scotia,CD_NS_Inverness,CONTAINS,0.073,0.073,1.0,4241431980.04
CD_NS_Nova_Scotia,CD_NS_Victoria,CONTAINS,0.0519,0.0519,1.0,3014254590.15
CD_NT_The_Territories,CD_MB_Manitoba,CONTAINS,0.0162,0.0162,1.0,134814075429.05
CD_NT_The_Territories,CD_BC_British_Colombia,CONTAINS,0.1103,0.1103,1.0,920400356785.65
CD_NT_The_Territories,CD_NT_The_Territories,CONTAINS,0.8736,0.8736,1.0,7290524246771.65
CD_ON_Algoma,CD_ON_Manitoulin,CONTAINS,0.0313,0.0313,1.0,3424441847.5
CD_ON_Algoma,"CD_ON_Algoma,_Centre",CONTAINS,0.0563,0.0563,1.0,6165134119.12
CD_ON_Algoma,"CD_ON_Algoma,_East—Est",CONTAINS,0.2888,0.2888,1.0,31623138370.51
CD_ON_Algoma,"CD_ON_Algoma,_West—Ouest",CONTAINS,0.6236,0.6236,1.0,68281916458.18
